iso3c,animal,system,product,leach_mms_tonnes,leach_spread_tonnes,leach_field_tonnes,tonnes_n_leach
ABW,cows,feedlot,meat,0,0,0,0
AFG,cows,feedlot,meat,0,0,0,0
AGO,cows,feedlot,meat,0,0,0,0
AIA,cows,feedlot,meat,0,0,0,0
ALA,cows,feedlot,meat,0,0,0,0
ALB,cows,feedlot,meat,0,0,0,0
AND,cows,feedlot,meat,0,0,0,0
ARE,cows,feedlot,meat,0,0,0,0
ARG,cows,feedlot,meat,3854.017770716454,7014.286261903963,0,10868.304032620417
ARM,cows,feedlot,meat,0,0,0,0
ASM,cows,feedlot,meat,0,0,0,0
ATG,cows,feedlot,meat,0,0,0,0
AUS,cows,feedlot,meat,687.5413931668556,7065.916584687081,0,7753.457977853936
AUT,cows,feedlot,meat,0,0,0,0
AZE,cows,feedlot,meat,0,0,0,0
BDI,cows,feedlot,meat,0,0,0,0
BEL,cows,feedlot,meat,0,0,0,0
BEN,cows,feedlot,meat,0,0,0,0
BES,cows,feedlot,meat,0,0,0,0
BFA,cows,feedlot,meat,0,0,0,0
BGD,cows,feedlot,meat,0,0,0,0
BGR,cows,feedlot,meat,0,0,0,0
BHR,cows,feedlot,meat,0,0,0,0
BHS,cows,feedlot,meat,0,0,0,0
BIH,cows,feedlot,meat,0,0,0,0
BLM,cows,feedlot,meat,0,0,0,0
BLR,cows,feedlot,meat,0,0,0,0
BLZ,cows,feedlot,meat,0,0,0,0
BMU,cows,feedlot,meat,0,0,0,0
BOL,cows,feedlot,meat,0,0,0,0
BRA,cows,feedlot,meat,2732.897631119504,6825.624969023524,0,9558.522600143027
BRB,cows,feedlot,meat,0,0,0,0
BRN,cows,feedlot,meat,0,0,0,0
BTN,cows,feedlot,meat,0,0,0,0
BWA,cows,feedlot,meat,0,0,0,0
CAF,cows,feedlot,meat,0,0,0,0
CAN,cows,feedlot,meat,1790.6050750977793,8930.473674291192,0,10721.078749388971
CCK,cows,feedlot,meat,0,0,0,0
CHE,cows,feedlot,meat,0,0,0,0
CHL,cows,feedlot,meat,0,0,0,0
CHN,cows,feedlot,meat,8763.145786799345,28253.971302526857,0,37017.1170893262
CIV,cows,feedlot,meat,0,0,0,0
CMR,cows,feedlot,meat,0,0,0,0
COD,cows,feedlot,meat,0,0,0,0
COG,cows,feedlot,meat,0,0,0,0
COK,cows,feedlot,meat,0,0,0,0
COL,cows,feedlot,meat,0,0,0,0
COM,cows,feedlot,meat,0,0,0,0
CPV,cows,feedlot,meat,0,0,0,0
CRI,cows,feedlot,meat,0,0,0,0
CUB,cows,feedlot,meat,0,0,0,0
CUW,cows,feedlot,meat,0,0,0,0
CXR,cows,feedlot,meat,0,0,0,0
CYM,cows,feedlot,meat,0,0,0,0
CYP,cows,feedlot,meat,0,0,0,0
CZE,cows,feedlot,meat,0,0,0,0
DEU,cows,feedlot,meat,0,0,0,0
DJI,cows,feedlot,meat,0,0,0,0
DMA,cows,feedlot,meat,0,0,0,0
DNK,cows,feedlot,meat,0,0,0,0
DOM,cows,feedlot,meat,0,0,0,0
DZA,cows,feedlot,meat,0,0,0,0
ECU,cows,feedlot,meat,0,0,0,0
EGY,cows,feedlot,meat,0,0,0,0
ERI,cows,feedlot,meat,0,0,0,0
ESH,cows,feedlot,meat,0,0,0,0
ESP,cows,feedlot,meat,225.31445543568842,1141.1083200289938,0,1366.4227754646824
EST,cows,feedlot,meat,0,0,0,0
ETH,cows,feedlot,meat,0,0,0,0
FIN,cows,feedlot,meat,0,0,0,0
FJI,cows,feedlot,meat,0,0,0,0
FLK,cows,feedlot,meat,0,0,0,0
FRA,cows,feedlot,meat,0,0,0,0
FRO,cows,feedlot,meat,0,0,0,0
FSM,cows,feedlot,meat,0,0,0,0
GAB,cows,feedlot,meat,0,0,0,0
GBR,cows,feedlot,meat,0,0,0,0
GEO,cows,feedlot,meat,0,0,0,0
GGY,cows,feedlot,meat,0,0,0,0
GHA,cows,feedlot,meat,0,0,0,0
GIB,cows,feedlot,meat,0,0,0,0
GIN,cows,feedlot,meat,0,0,0,0
GLP,cows,feedlot,meat,0,0,0,0
GMB,cows,feedlot,meat,0,0,0,0
GNB,cows,feedlot,meat,0,0,0,0
GNQ,cows,feedlot,meat,0,0,0,0
GRC,cows,feedlot,meat,0,0,0,0
GRD,cows,feedlot,meat,0,0,0,0
GRL,cows,feedlot,meat,0,0,0,0
GTM,cows,feedlot,meat,0,0,0,0
GUF,cows,feedlot,meat,0,0,0,0
GUM,cows,feedlot,meat,0,0,0,0
GUY,cows,feedlot,meat,0,0,0,0
HKG,cows,feedlot,meat,0,0,0,0
HND,cows,feedlot,meat,0,0,0,0
HRV,cows,feedlot,meat,0,0,0,0
HTI,cows,feedlot,meat,0,0,0,0
HUN,cows,feedlot,meat,0,0,0,0
IDN,cows,feedlot,meat,317.97537181712323,1025.2102668159137,0,1343.185638633037
IMN,cows,feedlot,meat,0,0,0,0
IND,cows,feedlot,meat,0,0,0,0
IOT,cows,feedlot,meat,0,0,0,0
IRL,cows,feedlot,meat,0,0,0,0
IRN,cows,feedlot,meat,0,0,0,0
IRQ,cows,feedlot,meat,0,0,0,0
ISL,cows,feedlot,meat,0,0,0,0
ISR,cows,feedlot,meat,0,0,0,0
ITA,cows,feedlot,meat,0,0,0,0
JAM,cows,feedlot,meat,0,0,0,0
JEY,cows,feedlot,meat,0,0,0,0
JOR,cows,feedlot,meat,0,0,0,0
JPN,cows,feedlot,meat,1268.483556202145,4089.821037629083,0,5358.304593831228
