iso3c,animal,system,product,leach_mms_tonnes,leach_spread_tonnes,leach_field_tonnes,tonnes_n_leach
ABW,sheep,grassland,milk,0,0,0,0
AFG,sheep,grassland,milk,0,0,5671.7355000528505,5671.7355000528505
AGO,sheep,grassland,milk,0,0,0,0
AIA,sheep,grassland,milk,0,0,0,0
ALA,sheep,grassland,milk,0,0,0.06650752475424578,0.06650752475424578
ALB,sheep,grassland,milk,0,0,614.197645567487,614.197645567487
AND,sheep,grassland,milk,0,0,1.3559434766963725,1.3559434766963725
ARE,sheep,grassland,milk,0,0,17.08229562110558,17.08229562110558
ARG,sheep,grassland,milk,0,0,0,0
ARM,sheep,grassland,milk,0,0,339.1989811953189,339.1989811953189
ASM,sheep,grassland,milk,0,0,0,0
ATG,sheep,grassland,milk,0,0,0,0
AUS,sheep,grassland,milk,0,0,0,0
AUT,sheep,grassland,milk,0,0,19.86420801383936,19.86420801383936
AZE,sheep,grassland,milk,0,0,299.6734705002042,299.6734705002042
BDI,sheep,grassland,milk,0,0,15.924450446097733,15.924450446097733
BEL,sheep,grassland,milk,0,0,0,0
BEN,sheep,grassland,milk,0,0,0,0
BES,sheep,grassland,milk,0,0,0,0
BFA,sheep,grassland,milk,0,0,446.27387353127045,446.27387353127045
BGD,sheep,grassland,milk,0,0,29.397416702503428,29.397416702503428
BGR,sheep,grassland,milk,0,0,283.6380222314623,283.6380222314623
BHR,sheep,grassland,milk,0,0,0,0
BHS,sheep,grassland,milk,0,0,0,0
BIH,sheep,grassland,milk,0,0,183.48657159283883,183.48657159283883
BLM,sheep,grassland,milk,0,0,0,0
BLR,sheep,grassland,milk,0,0,0,0
BLZ,sheep,grassland,milk,0,0,0,0
BMU,sheep,grassland,milk,0,0,0,0
BOL,sheep,grassland,milk,0,0,3645.908297493598,3645.908297493598
BRA,sheep,grassland,milk,0,0,0,0
BRB,sheep,grassland,milk,0,0,0,0
BRN,sheep,grassland,milk,0,0,0,0
BTN,sheep,grassland,milk,0,0,0,0
BWA,sheep,grassland,milk,0,0,0,0
CAF,sheep,grassland,milk,0,0,0,0
CAN,sheep,grassland,milk,0,0,0,0
CCK,sheep,grassland,milk,0,0,0,0
CHE,sheep,grassland,milk,0,0,19.944020792297724,19.944020792297724
CHL,sheep,grassland,milk,0,0,0,0
CHN,sheep,grassland,milk,0,0,35150.18288625565,35150.18288625565
CIV,sheep,grassland,milk,0,0,0,0
CMR,sheep,grassland,milk,0,0,172.90886201756004,172.90886201756004
COD,sheep,grassland,milk,0,0,0,0
COG,sheep,grassland,milk,0,0,0,0
COK,sheep,grassland,milk,0,0,0,0
COL,sheep,grassland,milk,0,0,0,0
COM,sheep,grassland,milk,0,0,0,0
CPV,sheep,grassland,milk,0,0,0,0
CRI,sheep,grassland,milk,0,0,0,0
CUB,sheep,grassland,milk,0,0,0,0
CUW,sheep,grassland,milk,0,0,0,0
CXR,sheep,grassland,milk,0,0,0,0
CYM,sheep,grassland,milk,0,0,0,0
CYP,sheep,grassland,milk,0,0,0.8168561258341173,0.8168561258341173
CZE,sheep,grassland,milk,0,0,4.66555150601931,4.66555150601931
DEU,sheep,grassland,milk,0,0,0,0
DJI,sheep,grassland,milk,0,0,0,0
DMA,sheep,grassland,milk,0,0,0,0
DNK,sheep,grassland,milk,0,0,0,0
DOM,sheep,grassland,milk,0,0,0,0
DZA,sheep,grassland,milk,0,0,13901.11240712546,13901.11240712546
ECU,sheep,grassland,milk,0,0,260.4465013746327,260.4465013746327
EGY,sheep,grassland,milk,0,0,0,0
ERI,sheep,grassland,milk,0,0,719.8639992653274,719.8639992653274
ESH,sheep,grassland,milk,0,0,0,0
ESP,sheep,grassland,milk,0,0,1810.6344359715986,1810.6344359715986
EST,sheep,grassland,milk,0,0,0,0
ETH,sheep,grassland,milk,0,0,1137.3303459922042,1137.3303459922042
FIN,sheep,grassland,milk,0,0,0,0
FJI,sheep,grassland,milk,0,0,0,0
FLK,sheep,grassland,milk,0,0,0,0
FRA,sheep,grassland,milk,0,0,1287.3919578985704,1287.3919578985704
FRO,sheep,grassland,milk,0,0,0,0
FSM,sheep,grassland,milk,0,0,0,0
GAB,sheep,grassland,milk,0,0,0,0
GBR,sheep,grassland,milk,0,0,0,0
GEO,sheep,grassland,milk,0,0,80.97657963671361,80.97657963671361
GGY,sheep,grassland,milk,0,0,0,0
GHA,sheep,grassland,milk,0,0,0,0
GIB,sheep,grassland,milk,0,0,0,0
GIN,sheep,grassland,milk,0,0,661.8602735064038,661.8602735064038
GLP,sheep,grassland,milk,0,0,0,0
GMB,sheep,grassland,milk,0,0,0,0
GNB,sheep,grassland,milk,0,0,106.06941382381704,106.06941382381704
GNQ,sheep,grassland,milk,0,0,0,0
GRC,sheep,grassland,milk,0,0,4878.76535953538,4878.76535953538
GRD,sheep,grassland,milk,0,0,0,0
GRL,sheep,grassland,milk,0,0,0,0
GTM,sheep,grassland,milk,0,0,0,0
GUF,sheep,grassland,milk,0,0,0,0
GUM,sheep,grassland,milk,0,0,0,0
GUY,sheep,grassland,milk,0,0,0,0
HKG,sheep,grassland,milk,0,0,0,0
HND,sheep,grassland,milk,0,0,0,0
HRV,sheep,grassland,milk,0,0,26.779077260601625,26.779077260601625
HTI,sheep,grassland,milk,0,0,0,0
HUN,sheep,grassland,milk,0,0,5.5204457719250115,5.5204457719250115
IDN,sheep,grassland,milk,0,0,1158.7111173368235,1158.7111173368235
IMN,sheep,grassland,milk,0,0,24.458536869270578,24.458536869270578
IND,sheep,grassland,milk,0,0,0.06207651378249081,0.06207651378249081
IOT,sheep,grassland,milk,0,0,0,0
IRL,sheep,grassland,milk,0,0,0,0
IRN,sheep,grassland,milk,0,0,7364.42493656,7364.42493656
IRQ,sheep,grassland,milk,0,0,1138.5384682279207,1138.5384682279207
ISL,sheep,grassland,milk,0,0,0,0
ISR,sheep,grassland,milk,0,0,25.15060563663441,25.15060563663441
ITA,sheep,grassland,milk,0,0,2002.3923091504848,2002.3923091504848
JAM,sheep,grassland,milk,0,0,0,0
JEY,sheep,grassland,milk,0,0,1.0673405118875183,1.0673405118875183
JOR,sheep,grassland,milk,0,0,1512.1117489478288,1512.1117489478288
JPN,sheep,grassland,milk,0,0,0.1308103070035327,0.1308103070035327
KAZ,sheep,grassland,milk,0,0,664.8145889556339,664.8145889556339
KEN,sheep,grassland,milk,0,0,3028.4239345062206,3028.4239345062206
KGZ,sheep,grassland,milk,0,0,440.449013445486,440.449013445486
KHM,sheep,grassland,milk,0,0,2.3694752716832372,2.3694752716832372
KIR,sheep,grassland,milk,0,0,0,0
KNA,sheep,grassland,milk,0,0,0,0
KOR,sheep,grassland,milk,0,0,0,0
KWT,sheep,grassland,milk,0,0,0.004778776396890589,0.004778776396890589
LAO,sheep,grassland,milk,0,0,0.5997161916093786,0.5997161916093786
LBN,sheep,grassland,milk,0,0,133.84973712239278,133.84973712239278
LBR,sheep,grassland,milk,0,0,0,0
LBY,sheep,grassland,milk,0,0,870.3094082574798,870.3094082574798
LCA,sheep,grassland,milk,0,0,0,0
LIE,sheep,grassland,milk,0,0,0,0
LKA,sheep,grassland,milk,0,0,0,0
LSO,sheep,grassland,milk,0,0,0,0
LTU,sheep,grassland,milk,0,0,0,0
LUX,sheep,grassland,milk,0,0,0,0
LVA,sheep,grassland,milk,0,0,0,0
MAC,sheep,grassland,milk,0,0,0,0
MAF,sheep,grassland,milk,0,0,0,0
MAR,sheep,grassland,milk,0,0,622.2974285938491,622.2974285938491
MCO,sheep,grassland,milk,0,0,0,0
MDA,sheep,grassland,milk,0,0,99.80817470890865,99.80817470890865
MDG,sheep,grassland,milk,0,0,0,0
MDV,sheep,grassland,milk,0,0,0,0
MEX,sheep,grassland,milk,0,0,0.3688751835664367,0.3688751835664367
MHL,sheep,grassland,milk,0,0,0,0
MKD,sheep,grassland,milk,0,0,519.6684469071263,519.6684469071263
MLI,sheep,grassland,milk,0,0,5006.5616876627155,5006.5616876627155
MLT,sheep,grassland,milk,0,0,0,0
MMR,sheep,grassland,milk,0,0,4.4237747336754785,4.4237747336754785
MNE,sheep,grassland,milk,0,0,31.25781142028882,31.25781142028882
MNG,sheep,grassland,milk,0,0,7085.034277213813,7085.034277213813
MNP,sheep,grassland,milk,0,0,0,0
MOZ,sheep,grassland,milk,0,0,0,0
MRT,sheep,grassland,milk,0,0,48.44025844434604,48.44025844434604
MSR,sheep,grassland,milk,0,0,0,0
MTQ,sheep,grassland,milk,0,0,0,0
MUS,sheep,grassland,milk,0,0,0,0
MWI,sheep,grassland,milk,0,0,8.843372460285781e-4,8.843372460285781e-4
MYS,sheep,grassland,milk,0,0,0,0
MYT,sheep,grassland,milk,0,0,0,0
NAM,sheep,grassland,milk,0,0,0,0
NCL,sheep,grassland,milk,0,0,0,0
NER,sheep,grassland,milk,0,0,625.8678612562442,625.8678612562442
NFK,sheep,grassland,milk,0,0,0,0
NGA,sheep,grassland,milk,0,0,0,0
NIC,sheep,grassland,milk,0,0,0,0
NIU,sheep,grassland,milk,0,0,0,0
NLD,sheep,grassland,milk,0,0,0,0
NOR,sheep,grassland,milk,0,0,0,0
NPL,sheep,grassland,milk,0,0,146.85202294316196,146.85202294316196
NRU,sheep,grassland,milk,0,0,0,0
NZL,sheep,grassland,milk,0,0,0,0
OMN,sheep,grassland,milk,0,0,45.592103413788095,45.592103413788095
PAK,sheep,grassland,milk,0,0,108.11040410307191,108.11040410307191
PAN,sheep,grassland,milk,0,0,0,0
PCN,sheep,grassland,milk,0,0,0,0
PER,sheep,grassland,milk,0,0,0,0
PHL,sheep,grassland,milk,0,0,0,0
PLW,sheep,grassland,milk,0,0,0,0
PNG,sheep,grassland,milk,0,0,0,0
POL,sheep,grassland,milk,0,0,4.486949022278405,4.486949022278405
PRI,sheep,grassland,milk,0,0,0,0
PRK,sheep,grassland,milk,0,0,0,0
PRT,sheep,grassland,milk,0,0,371.08351655384644,371.08351655384644
PRY,sheep,grassland,milk,0,0,0,0
PSE,sheep,grassland,milk,0,0,275.5883513803448,275.5883513803448
PYF,sheep,grassland,milk,0,0,0,0
QAT,sheep,grassland,milk,0,0,0.09301592086987885,0.09301592086987885
REU,sheep,grassland,milk,0,0,0,0
ROU,sheep,grassland,milk,0,0,2844.4045737270076,2844.4045737270076
RUS,sheep,grassland,milk,0,0,127.31689736762846,127.31689736762846
RWA,sheep,grassland,milk,0,0,50.89856639254026,50.89856639254026
SAU,sheep,grassland,milk,0,0,2131.0820099670127,2131.0820099670127
SDN,sheep,grassland,milk,0,0,12699.670069700252,12699.670069700252
SEN,sheep,grassland,milk,0,0,311.30722613678233,311.30722613678233
SGP,sheep,grassland,milk,0,0,0,0
SHN,sheep,grassland,milk,0,0,0,0
SJM,sheep,grassland,milk,0,0,0,0
SLB,sheep,grassland,milk,0,0,0,0
SLE,sheep,grassland,milk,0,0,0,0
SLV,sheep,grassland,milk,0,0,0,0
SMR,sheep,grassland,milk,0,0,0.10854673702651657,0.10854673702651657
SOM,sheep,grassland,milk,0,0,5880.430045335826,5880.430045335826
SPM,sheep,grassland,milk,0,0,0,0
SRB,sheep,grassland,milk,0,0,79.86860071816318,79.86860071816318
SSD,sheep,grassland,milk,0,0,5938.985791625159,5938.985791625159
STP,sheep,grassland,milk,0,0,0,0
SUR,sheep,grassland,milk,0,0,0,0
SVK,sheep,grassland,milk,0,0,39.21031903927444,39.21031903927444
SVN,sheep,grassland,milk,0,0,0.004934339508621192,0.004934339508621192
SWE,sheep,grassland,milk,0,0,0,0
SWZ,sheep,grassland,milk,0,0,0,0
SXM,sheep,grassland,milk,0,0,0,0
SYC,sheep,grassland,milk,0,0,0,0
SYR,sheep,grassland,milk,0,0,7023.284065434297,7023.284065434297
TCA,sheep,grassland,milk,0,0,0,0
TCD,sheep,grassland,milk,0,0,5864.3458587332725,5864.3458587332725
TGO,sheep,grassland,milk,0,0,0,0
THA,sheep,grassland,milk,0,0,0,0
TJK,sheep,grassland,milk,0,0,0,0
TKL,sheep,grassland,milk,0,0,0,0
TKM,sheep,grassland,milk,0,0,0,0
TLS,sheep,grassland,milk,0,0,0,0
TON,sheep,grassland,milk,0,0,0,0
TTO,sheep,grassland,milk,0,0,0,0
TUN,sheep,grassland,milk,0,0,124.51251083084095,124.51251083084095
TUR,sheep,grassland,milk,0,0,8251.822871052043,8251.822871052043
TUV,sheep,grassland,milk,0,0,0,0
TWN,sheep,grassland,milk,0,0,0,0
TZA,sheep,grassland,milk,0,0,0,0
UGA,sheep,grassland,milk,0,0,0,0
UKR,sheep,grassland,milk,0,0,119.38614684597775,119.38614684597775
URY,sheep,grassland,milk,0,0,0,0
USA,sheep,grassland,milk,0,0,0,0
UZB,sheep,grassland,milk,0,0,0,0
VCT,sheep,grassland,milk,0,0,0,0
VEN,sheep,grassland,milk,0,0,0,0
VGB,sheep,grassland,milk,0,0,0,0
VIR,sheep,grassland,milk,0,0,0,0
VNM,sheep,grassland,milk,0,0,6.900639386045743,6.900639386045743
VUT,sheep,grassland,milk,0,0,0,0
WLF,sheep,grassland,milk,0,0,0,0
WSM,sheep,grassland,milk,0,0,0,0
XKO,sheep,grassland,milk,0,0,14.722899744644081,14.722899744644081
XMI,sheep,grassland,milk,0,0,0.15786733106944717,0.15786733106944717
YEM,sheep,grassland,milk,0,0,2769.629365281957,2769.629365281957
ZAF,sheep,grassland,milk,0,0,0,0
ZMB,sheep,grassland,milk,0,0,0,0
ZWE,sheep,grassland,milk,0,0,0,0
NA,NA,NA,NA,0,0,0,0
