iso3c,animal,system,product,leach_mms_tonnes,leach_spread_tonnes,leach_field_tonnes,tonnes_n_leach
ABW,chickens,industrial,meat,0,0,0,0
AFG,chickens,industrial,meat,3.4817632791445687,9.471799348806384,0,12.953562627950951
AGO,chickens,industrial,meat,644.6263536993846,1753.643481096563,0,2398.2698347959476
AIA,chickens,industrial,meat,10.543789814110776,28.68335768070438,0,39.227147494815156
ALA,chickens,industrial,meat,0.2641303492102877,1.117730445020865,0,1.3818607942311525
ALB,chickens,industrial,meat,66.55723153972306,281.65276822855105,0,348.2099997682741
AND,chickens,industrial,meat,0.021734373640609473,0.0919741756076169,0,0.11370854924822638
ARE,chickens,industrial,meat,486.05424056037606,1322.2634252020307,0,1808.3176657624067
ARG,chickens,industrial,meat,2664.804700142445,7249.342761092798,0,9914.147461235243
ARM,chickens,industrial,meat,27.226303028495543,74.06651705484936,0,101.29282008334489
ASM,chickens,industrial,meat,0.39228562499999997,3.4386749999999995,0,3.8309606249999995
ATG,chickens,industrial,meat,2.773613112777688,7.545345495717641,0,10.318958608495329
AUS,chickens,industrial,meat,1068.902269224709,9369.722662221631,0,10438.62493144634
AUT,chickens,industrial,meat,174.63186735563224,738.9963152580912,0,913.6281826137234
AZE,chickens,industrial,meat,385.07792704482534,1047.5671566962503,0,1432.6450837410757
BDI,chickens,industrial,meat,3.619863149010662,9.847486652220441,0,13.467349801231103
BEL,chickens,industrial,meat,320.1117454790649,1354.6290488786628,0,1674.7407943577277
BEN,chickens,industrial,meat,7.592357831040348,20.6542731927546,0,28.24663102379495
BES,chickens,industrial,meat,2.796336525974026,7.607162337662339,0,10.403498863636365
BFA,chickens,industrial,meat,16.561077571262583,45.052805483535494,0,61.61388305479807
BGD,chickens,industrial,meat,339.21635762594957,922.8052046247495,0,1262.0215622506992
BGR,chickens,industrial,meat,143.9106324933449,608.9920972010567,0,752.9027296944016
BHR,chickens,industrial,meat,4.775143627617109,12.990315158253093,0,17.7654587858702
BHS,chickens,industrial,meat,83.93486963019289,228.33667304939127,0,312.2715426795842
BIH,chickens,industrial,meat,297.37851982119844,1258.4279931980188,0,1555.8065130192174
BLM,chickens,industrial,meat,0,0,0,0
BLR,chickens,industrial,meat,872.7193824289758,3693.119804737228,0,4565.839187166203
BLZ,chickens,industrial,meat,29.543240626506957,80.36952109981743,0,109.91276172632439
BMU,chickens,industrial,meat,0,0,0,0
BOL,chickens,industrial,meat,7175.09796368745,19519.158188368885,0,26694.256152056336
BRA,chickens,industrial,meat,41600.05475900296,113168.91470963022,0,154768.96946863318
BRB,chickens,industrial,meat,80.10791026113625,217.92580121417421,0,298.03371147531044
BRN,chickens,industrial,meat,838.799866879033,2281.873693272936,0,3120.673560151969
BTN,chickens,industrial,meat,2.0365630954092864,5.540272400609646,0,7.576835496018932
BWA,chickens,industrial,meat,5.460169252252644,14.853860938118025,0,20.31403019037067
