iso3c,animal,system,product,leach_mms_tonnes,leach_spread_tonnes,leach_field_tonnes,tonnes_n_leach
ABW,cows,grassland,meat,0,0,0.3873452961463402,0.3873452961463402
AFG,cows,grassland,meat,0,0,6673.221413553383,6673.221413553383
AGO,cows,grassland,meat,0,0,28526.748085883544,28526.748085883544
AIA,cows,grassland,meat,0,0,0,0
ALA,cows,grassland,meat,0,0,0.23220957128918496,0.23220957128918496
ALB,cows,grassland,meat,0,0,275.9458123470051,275.9458123470051
AND,cows,grassland,meat,0,0,2.3053895426205746,2.3053895426205746
ARE,cows,grassland,meat,0,0,26.74065008160764,26.74065008160764
ARG,cows,grassland,meat,0,0,218550.2698664985,218550.2698664985
ARM,cows,grassland,meat,0,0,1904.975340383765,1904.975340383765
ASM,cows,grassland,meat,0,0,5.213873824655242e-17,5.213873824655242e-17
ATG,cows,grassland,meat,0,0,1.1331247065832089,1.1331247065832089
AUS,cows,grassland,meat,0,0,172892.32210967288,172892.32210967288
AUT,cows,grassland,meat,0,0,4191.132159925284,4191.132159925284
AZE,cows,grassland,meat,0,0,5396.701665054195,5396.701665054195
BDI,cows,grassland,meat,0,0,1284.8436487792392,1284.8436487792392
BEL,cows,grassland,meat,0,0,6610.431712030022,6610.431712030022
BEN,cows,grassland,meat,0,0,829.9895584134521,829.9895584134521
BES,cows,grassland,meat,0,0,0,0
BFA,cows,grassland,meat,0,0,14055.923588415733,14055.923588415733
BGD,cows,grassland,meat,0,0,6348.436680003359,6348.436680003359
BGR,cows,grassland,meat,0,0,635.3570097410029,635.3570097410029
BHR,cows,grassland,meat,0,0,0,0
BHS,cows,grassland,meat,0,0,0.002588171776648611,0.002588171776648611
BIH,cows,grassland,meat,0,0,508.0707418886044,508.0707418886044
BLM,cows,grassland,meat,0,0,0,0
BLR,cows,grassland,meat,0,0,6376.80767023418,6376.80767023418
BLZ,cows,grassland,meat,0,0,44.296890816234146,44.296890816234146
BMU,cows,grassland,meat,0,0,0,0
BOL,cows,grassland,meat,0,0,35262.66659640714,35262.66659640714
BRA,cows,grassland,meat,0,0,1129136.443754559,1129136.443754559
BRB,cows,grassland,meat,0,0,3.1963024634434913,3.1963024634434913
BRN,cows,grassland,meat,0,0,0.12015671435724981,0.12015671435724981
BTN,cows,grassland,meat,0,0,144.93240919348662,144.93240919348662
BWA,cows,grassland,meat,0,0,3386.504520390077,3386.504520390077
CAF,cows,grassland,meat,0,0,2518.466749970749,2518.466749970749
CAN,cows,grassland,meat,0,0,18291.397233218235,18291.397233218235
CCK,cows,grassland,meat,0,0,0,0
CHE,cows,grassland,meat,0,0,5067.304942263254,5067.304942263254
CHL,cows,grassland,meat,0,0,7572.534626857121,7572.534626857121
CHN,cows,grassland,meat,0,0,153617.97180846642,153617.97180846642
CIV,cows,grassland,meat,0,0,6648.762448402117,6648.762448402117
CMR,cows,grassland,meat,0,0,3085.948017515388,3085.948017515388
COD,cows,grassland,meat,0,0,1278.796262995475,1278.796262995475
COG,cows,grassland,meat,0,0,1821.1634077614467,1821.1634077614467
COK,cows,grassland,meat,0,0,0,0
COL,cows,grassland,meat,0,0,150846.18023303806,150846.18023303806
COM,cows,grassland,meat,0,0,6.662453821563255,6.662453821563255
CPV,cows,grassland,meat,0,0,9.918923107278209,9.918923107278209
CRI,cows,grassland,meat,0,0,2622.4034633950055,2622.4034633950055
CUB,cows,grassland,meat,0,0,8831.548512937283,8831.548512937283
CUW,cows,grassland,meat,0,0,0,0
CXR,cows,grassland,meat,0,0,0.11137487369156003,0.11137487369156003
CYM,cows,grassland,meat,0,0,0,0
CYP,cows,grassland,meat,0,0,0.5459214569053262,0.5459214569053262
CZE,cows,grassland,meat,0,0,2460.338326520238,2460.338326520238
DEU,cows,grassland,meat,0,0,26422.15670093638,26422.15670093638
DJI,cows,grassland,meat,0,0,1186.0560531848341,1186.0560531848341
DMA,cows,grassland,meat,0,0,1.67116719840809,1.67116719840809
DNK,cows,grassland,meat,0,0,642.5482099703403,642.5482099703403
DOM,cows,grassland,meat,0,0,7209.549976945433,7209.549976945433
DZA,cows,grassland,meat,0,0,952.1197461447267,952.1197461447267
ECU,cows,grassland,meat,0,0,15050.363308391527,15050.363308391527
EGY,cows,grassland,meat,0,0,0,0
ERI,cows,grassland,meat,0,0,7477.045132015736,7477.045132015736
ESH,cows,grassland,meat,0,0,5.989792346326071e-8,5.989792346326071e-8
ESP,cows,grassland,meat,0,0,13048.393169701201,13048.393169701201
EST,cows,grassland,meat,0,0,308.61164920521344,308.61164920521344
ETH,cows,grassland,meat,0,0,100011.9159666262,100011.9159666262
