iso3c,animal,system,product,leach_mms_tonnes,leach_spread_tonnes,leach_field_tonnes,tonnes_n_leach
ABW,sheep,mixed,meat,0.026362186932984942,0.10890172939570605,0.13280698706793423,0.2680709033966252
AFG,sheep,mixed,meat,57.280579735055134,236.62506490047963,288.5671523176581,582.4727969531929
AGO,sheep,mixed,meat,48.81642951950838,201.65980960199934,245.92659707560898,496.4028361971167
AIA,sheep,mixed,meat,0,0,0,0
ALA,sheep,mixed,meat,0.2212808731255478,1.4147977369494826,3.3951892620521806,5.031267872127211
ALB,sheep,mixed,meat,0,0,0,0
AND,sheep,mixed,meat,0.04431796861554933,0.2813130501541167,0.8611623984309692,1.1867934172006351
ARE,sheep,mixed,meat,160.40905296665753,517.1878785826741,808.1060602854283,1485.70299183476
ARG,sheep,mixed,meat,1325.3569644576464,5475.02625116005,6676.8612819025,13477.244497520198
ARM,sheep,mixed,meat,0,0,0,0
ASM,sheep,mixed,meat,0,0,0,0
ATG,sheep,mixed,meat,1.4970528357373853,6.1842988680335305,7.54182788784577,15.223179591616686
AUS,sheep,mixed,meat,4884.845953772967,21813.204774868296,91973.41915228721,118671.46988092847
AUT,sheep,mixed,meat,35.72508006796933,226.7687702047423,158.54959368056436,421.043443953276
AZE,sheep,mixed,meat,512.7923117057226,1653.335413056234,2583.3365829003656,4749.4643076623215
BDI,sheep,mixed,meat,25.178083388828686,104.01021853319656,126.8417299185324,256.0300318405576
BEL,sheep,mixed,meat,9.405929702358197,59.705145717739676,41.743960535834624,110.8550359559325
BEN,sheep,mixed,meat,77.20653219336154,318.9388231665313,388.9497843494284,785.0951397093212
BES,sheep,mixed,meat,1.1277869759347825,4.658868112173912,5.681546478260868,11.468201566369563
BFA,sheep,mixed,meat,554.0651632633126,2288.833420029805,2791.26026832903,5634.158851622147
BGD,sheep,mixed,meat,90.34588203632755,373.2172456916302,455.1429825507686,918.7061102787263
BGR,sheep,mixed,meat,0,0,0,0
BHR,sheep,mixed,meat,4.023671468975614,12.973046549845808,20.270385234134075,37.26710325295549
BHS,sheep,mixed,meat,0.8337030078350538,3.4440124253135718,4.20001515282143,8.477730585970056
BIH,sheep,mixed,meat,15.69461971890307,99.62327882024113,304.9692208782891,420.2871194174333
BLM,sheep,mixed,meat,0,0,0,0
BLR,sheep,mixed,meat,9.395419678166453,59.63843221405406,22.420463238366185,91.45431513058669
BLZ,sheep,mixed,meat,1.9828625609383936,8.191170276924344,9.98923204502969,20.163264882892427
BMU,sheep,mixed,meat,0,0,0,0
BOL,sheep,mixed,meat,144.3248331778505,596.2033410873421,727.077245228466,1467.6054194936587
BRA,sheep,mixed,meat,1674.1865125102931,6916.034963518591,8434.188979900722,17024.410455929607
BRB,sheep,mixed,meat,1.5018306330712263,6.20403586457635,7.565897395824818,15.271763893472395
BRN,sheep,mixed,meat,0.1961392458585118,0.8102477662669001,0.9881070320328051,1.994494044158217
BTN,sheep,mixed,meat,0.999516078408583,4.128983296196664,5.035345483166664,10.163844857771911
BWA,sheep,mixed,meat,14.122343505424773,58.33915201233407,71.14530733211473,143.60680284987356
CAF,sheep,mixed,meat,43.7881124269365,180.8879203530878,220.59502482083877,445.27105760086306
CAN,sheep,mixed,meat,89.47453757606566,567.9492057725074,860.5290996553143,1517.9528430038872
CCK,sheep,mixed,meat,0,0,0,0
CHE,sheep,mixed,meat,37.56851764891038,238.47018759509862,70.97327011758887,347.0119753615979
CHL,sheep,mixed,meat,256.27980560839234,1058.687358180764,1291.0821441228832,2606.0493079120397
CHN,sheep,mixed,meat,5966.043054778811,24645.61866457745,30055.632517777383,60667.29423713365
CIV,sheep,mixed,meat,85.12556436403361,351.65220543328735,428.84415296742367,865.6219227647446
CMR,sheep,mixed,meat,134.23897280168927,554.5388297097492,676.2668654996942,1365.0446680111324
COD,sheep,mixed,meat,72.77133599623897,300.6171058786698,366.60622668130463,739.9946685562134
COG,sheep,mixed,meat,8.006963049105849,33.076623175147574,40.33734533554583,81.42093155979926
COK,sheep,mixed,meat,0,0,0,0
COL,sheep,mixed,meat,26.51302679000769,109.52484618542218,133.5668855919783,269.60475856740817
COM,sheep,mixed,meat,1.0598300189141654,4.378139120955241,5.339194049945418,10.777163189814825
CPV,sheep,mixed,meat,1.0050980614971414,4.152042369912625,5.063466304771493,10.22060673618126
CRI,sheep,mixed,meat,0.3160589249741729,1.3056338462409156,1.592236397854775,3.2139291690698637
CUB,sheep,mixed,meat,106.53703134941249,440.1025980177242,536.7104853874685,1083.350114754605
CUW,sheep,mixed,meat,0.7186712689265004,2.9688183401497743,3.620510170914359,7.3079997799906335
CXR,sheep,mixed,meat,0.02547264316417036,0.11374769783027261,0.479606953591923,0.618827294586366
CYM,sheep,mixed,meat,0,0,0,0
CYP,sheep,mixed,meat,0,0,0,0
CZE,sheep,mixed,meat,14.69788705780901,93.29641155082798,111.06715660812854,219.06145521676552
DEU,sheep,mixed,meat,192.5943923257652,1222.5135230753863,684.8815255324291,2099.9894409335807
DJI,sheep,mixed,meat,9.193184917067171,37.97688479594498,46.31327414139633,93.48334385440849
DMA,sheep,mixed,meat,1.1598530432094996,4.791332470689115,5.843088378889166,11.79427389278778
