iso3c,raw_name,prop_diet,production_system,species
ALB,cassava,0,aquaculture,marine-fish-general
ALB,corn,0,aquaculture,marine-fish-general
ALB,corn meal,0.26594469726129644,aquaculture,marine-fish-general
ALB,other animal byproducts,0,aquaculture,marine-fish-general
ALB,palm oil,0,aquaculture,marine-fish-general
ALB,pea protein,0.1025976816317647,aquaculture,marine-fish-general
ALB,rapeseed meal,0,aquaculture,marine-fish-general
ALB,rapeseed oil,0.11566368519767645,aquaculture,marine-fish-general
ALB,soybean meal,0.0791889188355268,aquaculture,marine-fish-general
ALB,soybean oil,0,aquaculture,marine-fish-general
ALB,sunflower oil,0,aquaculture,marine-fish-general
ALB,wheat,0.09268790921245397,aquaculture,marine-fish-general
ALB,wheat meal,0.22891710786128172,aquaculture,marine-fish-general
ARE,cassava,0,aquaculture,marine-fish-general
ARE,corn,0,aquaculture,marine-fish-general
ARE,corn meal,0.26808458772301463,aquaculture,marine-fish-general
ARE,other animal byproducts,0,aquaculture,marine-fish-general
ARE,palm oil,0,aquaculture,marine-fish-general
ARE,pea protein,0.10629396174442425,aquaculture,marine-fish-general
ARE,rapeseed meal,0,aquaculture,marine-fish-general
ARE,rapeseed oil,0.11501856121204299,aquaculture,marine-fish-general
ARE,soybean meal,0.07234187696449539,aquaculture,marine-fish-general
ARE,soybean oil,0,aquaculture,marine-fish-general
ARE,sunflower oil,0,aquaculture,marine-fish-general
ARE,wheat,0.08900243660611248,aquaculture,marine-fish-general
ARE,wheat meal,0.2342585757499103,aquaculture,marine-fish-general
AUS,cassava,0,aquaculture,marine-fish-general
AUS,corn,0,aquaculture,marine-fish-general
AUS,corn meal,0.043197658568853936,aquaculture,marine-fish-general
AUS,groundnut meal,0.058575941262765455,aquaculture,marine-fish-general
AUS,maize meal,0.09543129025187844,aquaculture,marine-fish-general
AUS,other animal byproducts,0.24328586177930966,aquaculture,marine-fish-general
AUS,palm oil,0.006645793625977528,aquaculture,marine-fish-general
AUS,pea protein,0.006645793625977528,aquaculture,marine-fish-general
