iso3c,product,cumulative_pressure,tonnes,million_kcal,tonnes_protein,grouping,global_pressure,global_tonnes,global_kcal,global_protein,percent_pressure,percent_tonnes,percent_kcal,percent_protein
ABW,pota,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,reef-associated,2.411258164375028e-7,59.619694927629716,62.2038566530756,11.190608358552389,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.772829248206337e-8,6.85981816330172e-9,5.49840126854526e-9,2.8991302788728435e-8
ABW,rice,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,salmon,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,shrimp,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,small pelagic,1.9089330747009574e-10,0.06439640246897772,0.0913077395562666,0.012331463397284047,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,5.361880346210927e-11,7.409424215340304e-12,8.070988167248202e-12,3.1946894907242584e-11
ABW,sorg,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,soyb,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,sugb,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,sugc,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,swpo,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,tnut,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,tuna,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,vege,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,whea,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,xfru,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,xmil,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,xoil,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,xpul,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
ABW,yams,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,bana,5.778089884881217e-8,493.8570005592032,303.3468851805761,4.027897879155916,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.6229708103956512e-8,5.682298821927931e-8,2.6813818114019855e-8,1.0435000785944053e-8
AFG,barl,1.4808287341609833e-4,80027.95342800608,265884.0307593907,8647.045499742137,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,4.159405372053717e-5,9.20798419320469e-6,2.3502354527097908e-5,2.2401741378014312e-5
AFG,benthic,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,bivalve,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,cass,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,chickens_eggs,3.600631024999019e-5,20000,26953.30313886922,2121.476556488535,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.0113582808514088e-5,2.301191970750141e-6,2.382490156467105e-6,5.496070207956436e-6
AFG,chickens_eggs,3.600631024999019e-5,22071.16183380778,29744.535776683086,2341.1726202443856,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.0113582808514088e-5,2.5394990198542708e-6,2.6292162905419746e-6,6.0652327504888045e-6
AFG,chickens_meat,3.38212529623575e-5,27518,35716.65201590968,3406.4968420022456,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,9.49983600506798e-6,3.1662100325551185e-6,3.157111075085686e-6,8.825148573791183e-6
AFG,chickens_meat,3.38212529623575e-5,22071.16183380778,28646.994941672343,2732.2241109886872,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,9.49983600506798e-6,2.5394990198542708e-6,2.532201085308636e-6,7.078322638983325e-6
AFG,cnut,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,coco,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,cows_meat,3.3766851679282306e-4,150879.96,314568.89933815016,21670.12355342784,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,9.484555575680729e-5,1.736018762495512e-5,2.7805768456002183e-5,5.614038962648959e-5
AFG,cows_milk,0.0015548647619869414,1781535,1187913.6034490503,60177.157337866964,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,4.36736044799252e-4,2.049827018805176e-4,1.0500354826156073e-4,1.5589985221971744e-4
AFG,crustaceans,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,demersal,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,freshwater fish,2.234433041930253e-5,940.9566816857954,447.6004655669634,67.5178755075585,freshwater fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.276156441119318e-6,1.0826609803595242e-7,3.956486141045653e-8,1.7491731546438574e-7
AFG,forage fish,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,goats_meat,3.8643627648078817e-4,55705.09,78462.28555999439,8505.430443104588,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.0854362069502418e-4,6.409405291895697e-6,6.9355366960949135e-6,2.203486186129131e-5
AFG,goats_milk,2.2314143055902588e-4,114579,85964.66008612138,4068.4059794507925,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.267677305173526e-5,1.318341374082902e-5,7.598695989281901e-6,1.053994437465855e-5
AFG,large pelagic,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,maiz,1.8270656435558866e-4,154621.52764250475,203658.03453044323,6413.698083774501,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,5.131928141039828e-5,1.7790690895802643e-5,1.8001996269410674e-5,1.6615849396613787e-5
AFG,marine-fish-general,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,medium pelagic,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,ocer,2.171553549838467e-9,120.43153901667229,414.87131334652224,14.156095177633773,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.099538246749414e-10,1.3856804530512428e-8,3.6671825162062006e-8,3.667393482564238e-8
AFG,oilp,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,orts,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,plnt,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,pota,4.427184973339733e-5,553471.1248102784,392209.4027264407,9258.00660713267,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.2435237469657928e-5,6.368216542277309e-5,3.466866515228864e-5,2.398454705657771e-5
AFG,reef-associated,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,rice,2.958659772064441e-4,326203.41365767136,929028.9237831472,19256.45065341897,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,8.31039070630718e-5,3.753283381701601e-5,8.211988914986233e-5,4.988733173767278e-5
AFG,salmon,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,sheep_meat,4.4640556707268794e-4,134382.59,296363.3588477589,18011.931339617062,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.2538801219634966e-4,1.5462006855830406e-5,2.6196521500701544e-5,4.666317849266377e-5
AFG,sheep_milk,5.280311860957202e-4,206763,196944.2752827998,12107.879722688744,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.4831531164897504e-4,2.379006777241057e-5,1.7408545246432585e-5,3.1367660802972e-5
AFG,shrimp,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,small pelagic,0,0,0,0,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,sorg,9.7566871984851e-10,0.9306667803329151,3.2114960397414896,0.10011344213659541,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.7404936310761054e-10,1.0708214611729946e-10,2.8387458348966537e-10,2.593620490690943e-10
AFG,soyb,1.1974426174453193e-9,0.17559932820281673,0.6188180934610797,0.06402942481302402,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.363420185488291e-10,2.020438820647203e-11,5.4699344593080413e-11,1.6587985055556268e-10
AFG,sugb,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,sugc,5.566576293811293e-6,37391.717828691006,11793.249596715646,64.192290012506,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5635601070061685e-6,4.302276041996932e-6,1.0424437009509127e-6,1.6630178242563126e-7
AFG,swpo,0,37.90928649902344,35.39597084984126,0.3803127159307376,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,4.361827285420972e-9,3.12876502348726e-9,9.852691425417702e-10
AFG,tnut,5.333611579141777e-5,37794.861744526774,99109.00782970873,2502.5351715263955,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.4981241343415534e-5,4.3486616191058336e-6,8.76056765120509e-6,6.483271737565252e-6
AFG,tuna,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AFG,vege,1.4528196812306965e-4,623731.3476734459,180816.27844571072,8291.83522679501,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,4.0807325299236106e-5,7.176627845856491e-5,1.5982939133893262e-5,2.1481504671776015e-5
AFG,whea,0.0026640070311990957,4062937.6272126976,13303403.986492347,477129.6752778645,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,7.482759417844868e-4,4.6747997227002445e-4,0.0011759311607198056,0.001236091054414992
AFG,xfru,4.5187469075551307e-4,2614667.123425588,1075734.5882781064,12971.392093843378,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.2692419946108816e-4,3.008425495305665e-4,9.508768013846134e-5,3.3604746385081974e-5
AFG,xmil,2.8607982183759576e-6,5186.319750446751,17479.250497734774,461.0450312821375,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,8.035513630559439e-7,5.967358683735469e-7,1.5450478198800443e-6,1.1944208637168566e-6
AFG,xoil,1.3848198960169245e-4,91351.85256136593,391826.1157479606,14073.878716049081,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.889732270817406e-5,1.0510907481368298e-5,3.4634785169244415e-5,3.64609381541792e-5
AFG,xpul,5.6225553681357474e-5,38387.862112704766,131198.21719306777,8511.708428498292,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5792837121129842e-5,4.416892003400987e-6,1.1597037268421082e-5,2.205112612232346e-5
AFG,yams,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,bana,5.396749503393949e-4,4387771.25616905,2695146.048221673,35786.663987617045,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5158585431395837e-4,5.048551992092239e-4,2.3823272780505454e-4,9.271185070743555e-5
AGO,barl,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,benthic,3.42398797508786e-5,2091.0749586298525,2185.5353053258495,394.1685672953696,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,9.617421413352672e-6,2.4059824525178495e-7,1.9318657623232657e-7,1.0211652412557121e-6
AGO,bivalve,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,cass,8.336431323597485e-4,5386681.211007982,5612854.939359027,41944.564512596255,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.3415670179289435e-4,6.197893775881106e-4,4.961385093990998e-4,1.0866501008380711e-4
AGO,chickens_eggs,2.2126835971834194e-5,5250,7075.24207395317,556.8875960782404,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.215065813126865e-6,6.040628923219119e-7,6.25403666072615e-7,1.4427184295885645e-6
AGO,chickens_eggs,2.2126835971834194e-5,43775.764572709464,58995.0726332005,4643.462914168224,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.215065813126865e-6,5.036821897408374e-6,5.214766409315086e-6,1.2029733774929166e-5
AGO,chickens_meat,4.847241293551368e-5,26871,34876.88626787954,3326.403686366827,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.3615106872883223e-5,3.0917664723013516e-6,3.082881448456555e-6,8.617652711910127e-6
AGO,chickens_meat,4.847241293551368e-5,43775.764572709464,56818.21898298755,5419.071290543229,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.3615106872883223e-5,5.036821897408374e-6,5.022347232823776e-6,1.4039088098170854e-5
AGO,cnut,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,coco,5.518928390565057e-6,484.9333431571722,2097.057632967239,26.901249740817846,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5501765914005114e-6,5.579623578111537e-8,1.8536574691224514e-7,6.969257181046949e-8
AGO,cows_meat,0.0014479358737628377,121265.32,252825.47954207152,17416.722983926855,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,4.0670147146562043e-4,1.3952739035722323e-5,2.2348066699268816e-5,4.512118317754685e-5
AGO,cows_milk,1.9197406760038653e-4,215953,143995.77129028214,7294.517176807856,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,5.39223712811373e-5,2.4847465482970258e-5,1.27282547116553e-5,1.8897771184065787e-5
AGO,crustaceans,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,demersal,0.0013749408645720538,237024.06827022607,242964.59127216018,44344.63403062263,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.861983689557085e-4,2.727189413889887e-5,2.147643070289233e-5,1.148828259416843e-4
AGO,freshwater fish,4.888661063162843e-5,12923.102251612872,6147.346309320241,927.2907307832965,freshwater fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.3731448221654262e-5,1.4869269569297303e-6,5.433839405467507e-7,2.402315002720498e-6
AGO,forage fish,8.148920393036142e-4,330406.06912108144,453242.3084130331,63762.50172731524,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.2888982687411757e-4,3.801638966742743e-5,4.006356225524135e-5,1.6518833783783177e-4
AGO,goats_meat,3.2289371865779884e-4,22639.739999999998,31888.751007924544,3456.788846763781,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,9.069555695436994e-5,2.6049193953935395e-6,2.818750450991963e-6,8.955439143452621e-6
AGO,large pelagic,2.0420187644789285e-4,58764.56573306577,75941.07154262591,12486.171896454876,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,5.7356962509378194e-5,6.76142734147749e-6,6.712678386381291e-6,3.234769536417426e-5
AGO,maiz,0.0026141122766921965,2126141.5052800444,2800423.7618196993,88192.30999823251,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,7.342613224604715e-4,2.446329880314528e-4,2.475385674288797e-4,2.28478191790362e-4
AGO,marine-fish-general,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,medium pelagic,2.9203089979246576e-5,5763.736544176245,5775.910469171223,1089.7608239068627,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,8.202669663151023e-6,6.631732128488769e-7,5.105515181770429e-7,2.8232232780296274e-6
AGO,ocer,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,oilp,5.646812442726266e-6,53175.700317542156,228081.05427490085,8192.370695031275,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5860971270633147e-6,6.118374730487186e-6,2.0160826444420284e-5,2.1223823742847984e-5
AGO,orts,6.662005436455022e-8,2306.213709831238,2047.2103976999613,35.043063799127154,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.871248211343101e-8,2.6535202359487697e-7,1.809595876100064e-7,9.078541940651433e-8
AGO,pigs_meat,0.0014036464446446984,101674.94,328446.4115357348,11253.171714748025,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.94261296234718e-4,1.1698677777725116e-5,2.9032446909349797e-5,2.915338452234219e-5
AGO,plnt,2.7683742668318348e-8,54.5,41.982972271823755,0.4352569443671944,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,7.77590988862039e-9,6.270748120294134e-9,3.711011509851176e-9,1.1276121423195265e-9
AGO,pota,9.903608735829633e-5,802822.968552351,568909.0232104158,13428.957743302853,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.7817614845154487e-5,9.237248845832315e-5,5.028771949548132e-5,3.479015327844919e-5
AGO,reef-associated,4.6122063316678686e-5,10174.859365912536,10442.270319306868,1894.9358843721411,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.2954932160894963e-5,1.1707152338174899e-6,9.230262472372047e-7,4.909175464716756e-6
AGO,rice,7.101902974508617e-5,60570.83758214305,172506.0428418322,3575.6196780970236,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.9948082247817934e-5,6.969256255281923e-6,1.5248370371684267e-5,9.263291987680297e-6
AGO,salmon,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,sheep_meat,7.175357300057487e-5,4853.36,10703.45549447558,650.518695066406,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.0154403417336338e-5,5.584256531579952e-7,9.461132546310116e-7,1.685286791757434e-6
AGO,shrimp,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,small pelagic,4.786790544357119e-8,9.072297080329198,9.62171343117514,1.7142503547900425,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.3445310619513186e-8,1.0438548598756748e-9,8.504945542301287e-10,4.4410767939547676e-9
AGO,sorg,4.3560445693844125e-5,28341.2439174856,97798.47580870353,3048.7168371878142,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.2235415726902858e-5,3.2609321471994566e-6,8.644725462079218e-6,7.898254510574258e-6
AGO,soyb,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,sugb,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,sugc,3.8399101860312587e-5,567045.8270800114,178844.7645590489,973.476809732753,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.0785678780761619e-5,6.524406521619475e-5,1.580867060717097e-5,2.5219684260685226e-6
AGO,swpo,2.1550498461216056e-4,1319699.32926023,1232205.7021635978,13239.458783690376,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,6.0531820461199137e-5,1.518440750148994e-4,1.0891867097038008e-4,3.4299221816972774e-5
AGO,tnut,5.4842254393617004e-6,2343.9931594356894,6146.624849737341,155.2043069493318,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.5404291008007195e-6,2.6969891189933316e-7,5.433201683869641e-7,4.020849370038082e-7
AGO,tuna,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AGO,vege,1.922375598629028e-4,814274.673896119,236053.73806476576,10824.903142167826,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,5.3996381941987006e-5,9.369011707774692e-5,2.086555790357067e-5,2.8043877025988775e-5
AGO,whea,9.70760144819582e-7,1086.464317406334,3557.4441592599055,127.58856141257053,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.7267062477862885e-7,1.250081481860994e-7,3.1445406330905456e-7,3.305413341056822e-7
AGO,xfru,1.2123401371511524e-4,943128.8340935111,388025.0372780072,4678.872424115083,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.405264878304726e-5,1.0851602501994647e-4,3.42987954765539e-5,1.2121468539615602e-5
AGO,xmil,1.1530220370143848e-4,51383.15240035488,173174.62774864948,4567.776042685335,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.2386500506226557e-5,5.912124886776373e-6,1.5307468766825213e-5,1.1833653192177374e-5
AGO,xoil,3.7729043283283534e-4,184716.96346451927,792287.4936601978,28457.924691238924,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.0597470301239885e-4,2.1253459659294942e-5,7.00328692558387e-5,7.372542090904381e-5
AGO,xpul,3.928468003806432e-4,310790.528010034,1062188.956386654,68911.32277681436,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.1034423186170601e-4,3.5759433382094345e-5,9.389033766513856e-5,1.7852729361827666e-4
AGO,yams,1.1094049706097452e-8,49.700000286102295,48.86100701470745,0.7525586264858147,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,3.1161368550508043e-9,5.718462080232915e-9,4.318983378320528e-9,1.9496397610989364e-9
AIA,bana,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AIA,barl,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AIA,benthic,8.614568744147524e-7,46.476003542259015,48.575468886400834,8.760747506569674,marine fisheries,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,2.419691263799988e-7,5.347510309200078e-9,4.293743734167025e-9,2.2696307071138934e-8
AIA,bivalve,0,0,0,0,mariculture,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AIA,cass,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AIA,chickens_eggs,0,0,0,0,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
AIA,chickens_meat,4.918390732258e-7,0,0,0,livestock,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,1.3814953992774941e-7,0,0,0
AIA,cnut,0,0,0,0,produce,3.5601933490551327,8691148002.519936,11313080587.429224,385998809.3706227,0,0,0,0
