iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,cows,grassland,meat,37.95921269533187,34.01416666666667,0,0,0,48.69483722982563,14.511061494488038
AFG,cows,grassland,meat,628718.8066283573,35.38,0,0,0,838919.2634181397,249997.9404986056
AGO,cows,grassland,meat,2950330.756632904,32.23,0,0,0,3586219.759368217,1068693.4882917285
AIA,cows,grassland,meat,0,34.01416666666667,0,0,0,0,0
ALA,cows,grassland,meat,12.307492913104747,62.891111111111115,0,0,0,29.192060390640396,8.699233996410838
ALB,cows,grassland,meat,21658.09687991563,42.47,0,0,0,34690.330695052064,10337.718547125514
AND,cows,grassland,meat,164.34785547107998,46.75833333333333,0,0,0,289.8203996437294,86.36647909383134
ARE,cows,grassland,meat,2898.7154560008285,30.75,0,0,0,3361.681724544961,1001.7811539143983
ARG,cows,grassland,meat,15572913.62879425,46.78,0,0,0,27474891.06893124,8187517.53854151
ARM,cows,grassland,meat,142502.64365527866,44.56,0,0,0,239482.61421967333,71365.81903746264
ASM,cows,grassland,meat,3.7306242540486676e-15,46.58625,0,0,0,6.554584236709447e-15,1.9532661025394152e-15
ATG,cows,grassland,meat,111.04438901273576,34.01416666666667,0,0,0,142.44996311331772,42.450089007768675
AUS,cows,grassland,meat,11946677.868274797,48.24,0,0,0,21735034.779501732,6477040.364291516
AUT,cows,grassland,meat,224388.70114173277,62.26,0,0,0,526885.1858191786,157011.78537411522
AZE,cows,grassland,meat,384052.2107211923,46.84,0,0,0,678442.4950353844,202175.86352054455
BDI,cows,grassland,meat,162043.59298514813,26.43,0,0,0,161523.20156081868,48133.914065123965
BEL,cows,grassland,meat,361462.8014014667,60.96,0,0,0,831025.7009409171,247645.6588803933
BEN,cows,grassland,meat,86430.23621924942,32.01,0,0,0,104341.54448626254,31093.78025690624
BES,cows,grassland,meat,0,36.5,0,0,0,0,0
BFA,cows,grassland,meat,1334465.3553988163,35.11,0,0,0,1767030.3939722634,526575.0574037345
BGD,cows,grassland,meat,661916.0337820206,31.97,0,0,0,798089.1826289936,237830.5764234401
BGR,cows,grassland,meat,43703.19230575064,48.46,0,0,0,79873.45265315464,23802.288890640084
BHR,cows,grassland,meat,0,34.29,0,0,0,0,0
BHS,cows,grassland,meat,0.2232722374610603,38.64,0,0,0,0.32537016620725395,0.09696030952976167
BIH,cows,grassland,meat,39801.859920768075,42.55,0,0,0,63871.75040885313,19033.78162183823
BLM,cows,grassland,meat,0,34.01416666666667,0,0,0,0,0
BLR,cows,grassland,meat,451775.2511678484,47.05,0,0,0,801655.8214008684,238893.43477745875
BLZ,cows,grassland,meat,4224.786916188284,34.95,0,0,0,5568.7519883265795,1659.4880925213206
BMU,cows,grassland,meat,0,56.834999999999994,0,0,0,0,0
BOL,cows,grassland,meat,2533237.542845341,46.4,0,0,0,4433020.943548327,1321040.2411774015
BRA,cows,grassland,meat,86523865.42180528,43.5,0,0,0,141948581.50057313,42300677.28717079
BRB,cows,grassland,meat,313.2324730816563,34.01416666666667,0,0,0,401.8208811186104,119.74262257334588
BRN,cows,grassland,meat,14.532742423469983,27.56,0,0,0,15.105415519197122,4.501413824720742
BTN,cows,grassland,meat,14403.93651296826,33.54,0,0,0,18220.074298609747,5429.582140985704
BWA,cows,grassland,meat,423418.91977870424,26.66,0,0,0,425731.99684903823,126868.13506101338
CAF,cows,grassland,meat,241232.44731520585,34.8,0,0,0,316607.24856775126,94348.96007318987
CAN,cows,grassland,meat,1165799.6961898173,52.3,0,0,0,2299489.937890292,685248.001491307
CCK,cows,grassland,meat,0,51.625,0,0,0,0,0
CHE,cows,grassland,meat,266419.8182052184,63.4,0,0,0,637032.6213130947,189835.72115130222
CHL,cows,grassland,meat,549211.9688756253,45.96,0,0,0,951975.7816620382,283688.78293528734
CHN,cows,grassland,meat,12817519.550143214,39.95,0,0,0,19311973.598778635,5754968.132436033
CIV,cows,grassland,meat,660582.4588576371,33.55,0,0,0,835844.4220848376,249081.6377812816
CMR,cows,grassland,meat,336269.80685576855,30.59,0,0,0,387947.75077336305,115608.42973046219
COD,cows,grassland,meat,162324.9889560136,26.26,0,0,0,160762.95877657403,47907.36171541906
COG,cows,grassland,meat,209256.96975312495,29.01,0,0,0,228946.2569757247,68225.98457876596
COK,cows,grassland,meat,0,46.58625,0,0,0,0,0
COL,cows,grassland,meat,11360610.049181959,44.26,0,0,0,18963519.800724782,5651128.9006159855
COM,cows,grassland,meat,855.8065281391464,25.95,0,0,0,837.5656232822378,249.59455573810683
CPV,cows,grassland,meat,1076.6882388377894,30.708125,0,0,0,1246.9503334864032,371.59119937894815
CRI,cows,grassland,meat,196126.20323049926,44.57,0,0,0,329673.5782553721,98242.72632010089
CUB,cows,grassland,meat,1065454.0370294708,27.63,0,0,0,1110251.8130549726,330855.0402903818
CUW,cows,grassland,meat,0,34.01416666666667,0,0,0,0,0
CXR,cows,grassland,meat,7.191275137469575,51.625,0,0,0,14.001412692653263,4.172420982410673
CYM,cows,grassland,meat,0,34.01416666666667,0,0,0,0,0
CYP,cows,grassland,meat,48.28172432168801,37.69,0,0,0,68.63012601095531,20.45177755126468
CZE,cows,grassland,meat,147608.4909119413,55.56,0,0,0,309299.67533397273,92171.30324952387
DEU,cows,grassland,meat,1318273.5469209389,66.81,0,0,0,3321642.5566891446,989849.481893365
DJI,cows,grassland,meat,141601.72554737754,27.92,0,0,0,149104.1895432363,44433.04848388442
DMA,cows,grassland,meat,139.47314291504676,39.94,0,0,0,210.08959065701706,62.606698015791075
DNK,cows,grassland,meat,35619.946225973734,60.13,0,0,0,80777.4892534142,24071.691797517433
DOM,cows,grassland,meat,732008.3233775443,32.83,0,0,0,906343.4256731402,270090.3408505958
DZA,cows,grassland,meat,137988.36900648213,23,0,0,0,119695.05380105136,35669.1260327133
ECU,cows,grassland,meat,1162908.6160092356,43.14,0,0,0,1892045.673054935,563829.6105703706
EGY,cows,grassland,meat,0,24.45,0,0,0,0,0
ERI,cows,grassland,meat,882872.2555219902,28.23,0,0,0,939971.3880248353,280111.4736314009
ESH,cows,grassland,meat,1.1717121178259138e-5,17.04,0,0,0,7.530024663952775e-6,2.243947349857927e-6
ESP,cows,grassland,meat,913561.0984877968,47.61,0,0,0,1640369.4270481511,488830.08926034905
EST,cows,grassland,meat,16043.441942462747,64.12,0,0,0,38796.89304294111,11561.474126796451
ETH,cows,grassland,meat,10702184.694128007,31.15,0,0,0,12572926.578661582,3746732.120441151
FIN,cows,grassland,meat,409.2193215877447,67.33,0,0,0,1039.1317925058217,309.66127416673487
FJI,cows,grassland,meat,4367.62905326545,41.5475,0,0,0,6843.78771084346,2039.448737831351
FLK,cows,grassland,meat,0,43.09076923076923,0,0,0,0,0
FRA,cows,grassland,meat,3453436.4959742334,59.01,0,0,0,7685691.990520576,2290336.2131751315
FRO,cows,grassland,meat,911.8485493122887,62.891111111111115,0,0,0,2162.807495123489,644.5166335467997
FSM,cows,grassland,meat,0,46.58625,0,0,0,0,0
GAB,cows,grassland,meat,14178.354414842835,32.3,0,0,0,17271.666252321116,5146.956543191693
GBR,cows,grassland,meat,3992934.053119519,61.6,0,0,0,9276384.392207267,2764362.5488777654
GEO,cows,grassland,meat,126929.56909117365,42.12,0,0,0,201630.88440453453,60086.00355255129
GGY,cows,grassland,meat,0,62.891111111111115,0,0,0,0,0
GHA,cows,grassland,meat,630835.1400828933,32.57,0,0,0,774889.0478999938,230916.93627419815
GIB,cows,grassland,meat,0,46.75833333333333,0,0,0,0,0
GIN,cows,grassland,meat,3325641.6901751836,32.39,0,0,0,4062489.8667171984,1210621.980281725
GLP,cows,grassland,meat,16485.820882131884,33.43,0,0,0,20785.13455881037,6193.970098525489
GMB,cows,grassland,meat,60656.565712727366,31.02,0,0,0,70961.94292284628,21146.658991008193
GNB,cows,grassland,meat,253604.5962463135,29.3,0,0,0,280240.32469778345,83511.61675993947
GNQ,cows,grassland,meat,33.529136835232,24.33,0,0,0,30.765952769873625,9.16825392542234
GRC,cows,grassland,meat,134081.843953154,49.79,0,0,0,251778.1203932671,75029.8798771936
GRD,cows,grassland,meat,108.01743349389943,34.01416666666667,0,0,0,138.56692403464407,41.29294336232394
GRL,cows,grassland,meat,0,56.834999999999994,0,0,0,0,0
GTM,cows,grassland,meat,507297.7337407092,35.33,0,0,0,675946.6911896634,201432.11397451966
GUF,cows,grassland,meat,94.04797487792409,35.54,0,0,0,126.05868102437364,37.565486945263345
GUM,cows,grassland,meat,0,46.58625,0,0,0,0,0
GUY,cows,grassland,meat,18561.988166820443,42.23,0,0,0,29563.201245027773,8809.833971018275
HKG,cows,grassland,meat,0.006681025432835387,25.62,0,0,0,0.0064554740142228634,0.0019237312562384132
HND,cows,grassland,meat,439620.9588811887,40.53,0,0,0,671987.0129074298,200252.1298464141
HRV,cows,grassland,meat,19670.339249469096,44.94,0,0,0,33338.864587140175,9934.981646967773
HTI,cows,grassland,meat,235312.23445429176,33.02,0,0,0,293040.3764519584,87326.03218268359
HUN,cows,grassland,meat,27440.285641219994,59.86,0,0,0,61948.56165708931,18460.671373812616
IDN,cows,grassland,meat,2082221.4168081013,30.64,0,0,0,2406143.6788148656,717030.81628683
IMN,cows,grassland,meat,4504.5083674372945,62.891111111111115,0,0,0,10684.213366668735,3183.895583267283
IND,cows,grassland,meat,4116391.9746047505,34.47,0,0,0,5351356.611465885,1594704.2702168336
IOT,cows,grassland,meat,0,30.596249999999998,0,0,0,0,0
IRL,cows,grassland,meat,3693408.0090810205,58.95,0,0,0,8211395.737675158,2446995.929827197
IRN,cows,grassland,meat,998423.063025514,34.02,0,0,0,1281016.7267842556,381742.98458170815
IRQ,cows,grassland,meat,287897.84439486335,30.88,0,0,0,335290.76497387607,99916.64796221507
ISL,cows,grassland,meat,12423.897742184958,62.891111111111115,0,0,0,29468.160228703553,8781.511748153658
ISR,cows,grassland,meat,27497.878712240803,73.85,0,0,0,76587.09178933308,22822.953353221255
ITA,cows,grassland,meat,473491.0853805896,52.28,0,0,0,933583.7258765809,278207.9503112211
