iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,pigs,industrial,meat,0,16.163809523809523,0,0,0,0,0
AFG,pigs,industrial,meat,0,15.064,0,0,0,0,0
AGO,pigs,industrial,meat,693104.563098034,8.02,187079.58944953483,76633.44969978249,0,0,78586.48566649656
AIA,pigs,industrial,meat,0,16.163809523809523,0,0,0,0,0
ALA,pigs,industrial,meat,0,18.93,0,0,0,0,0
ALB,pigs,industrial,meat,98353.69408741311,18.86,15486.837401785306,27499.625474378077,833.667829908168,0,13058.398950409322
AND,pigs,industrial,meat,0,18.395833333333332,0,0,0,0,0
ARE,pigs,industrial,meat,0,14.82625,0,0,0,0,0
ARG,pigs,industrial,meat,4802447.639274518,25.05,2552106.433504037,1301324.1368475917,54066.84740608558,0,1164434.2304917988
ARM,pigs,industrial,meat,76303.13170039558,12.93,27725.2780063009,13446.286970013274,0,0,12269.126362941624
ASM,pigs,industrial,meat,6960.259222287979,18.77,1635.0944664840965,1429.4209541031857,0,0,913.2255953350101
ATG,pigs,industrial,meat,4626.78332139144,20.42,1998.3640310716748,1030.3203872784786,42.4615239885958,0,915.2014908169473
AUS,pigs,industrial,meat,2429888.1798995524,12.25,290311.1940295215,310230.00799319363,0,0,178961.2782027691
AUT,pigs,industrial,meat,2724333.1377628515,20.84,571441.407578192,641736.2842418698,0,0,361526.95216237835
AZE,pigs,industrial,meat,3094.85171888499,15.6,1356.7488617659371,658.000058192299,0,0,600.3951781475544
BDI,pigs,industrial,meat,6202.962346836447,6.01,1254.6624450469985,513.9476286837358,0,0,527.0458019717588
BEL,pigs,industrial,meat,6089723.7234386625,13.31,630486.061317977,910702.0885704113,0,0,459274.0686667397
BEN,pigs,industrial,meat,12086.973101548505,12.05,4901.825924499689,2007.9359353285704,0,0,2059.109034228821
BES,pigs,industrial,meat,1803.7499999999998,18.84,747.6182999999999,424.20129348535704,0,0,349.20223885863635
BFA,pigs,industrial,meat,173988.5913338282,7.59,26878.856824314313,14109.801938941064,1483.758550811407,0,12656.780359591901
BGD,pigs,industrial,meat,0,12.11,0,0,0,0,0
BGR,pigs,industrial,meat,437335.98555011925,19.35,91112.1910626479,116598.67055183458,0,0,61897.836761115774
BHR,pigs,industrial,meat,0,14.82625,0,0,0,0,0
BHS,pigs,industrial,meat,4862.469915676492,21.31,2191.6948245268513,1129.9982512153963,46.56944426557801,0,1003.742230962332
BIH,pigs,industrial,meat,317078.70710172044,16.51,43706.348654499736,77608.3707518474,2352.7448432955202,0,36852.90434639351
BLM,pigs,industrial,meat,0,16.163809523809523,0,0,0,0,0
BLR,pigs,industrial,meat,2624234.1939978227,19.51,618298.7613390303,571228.4047584968,0,0,354479.09549706307
