iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,goats,grassland,meat,175.61299934172987,2.9341666666666666,0,0,0,11.579028477180346,3.450550486199743
AFG,goats,grassland,meat,835694.3405240143,3.95,0,0,0,74178.02043849835,22105.050090672506
AGO,goats,grassland,meat,2552863.888258085,2.85,0,0,0,163494.52077507725,48721.36719097302
AIA,goats,grassland,meat,0,2.9341666666666666,0,0,0,0,0
ALA,goats,grassland,meat,0.0016750911918944772,5.888333333333334,0,0,0,2.216468301346451e-4,6.605075538012423e-5
ALB,goats,grassland,meat,0,5.09,0,0,0,0,0
AND,goats,grassland,meat,96.05178021703495,5.31,0,0,0,11.461214014203035,3.4154417762325044
ARE,goats,grassland,meat,53134.170158721965,3.65,0,0,0,4358.10258939706,1298.7145716403238
ARG,goats,grassland,meat,2435097.131189212,4.23,0,0,0,231466.0705790781,68976.88903256528
ARM,goats,grassland,meat,0,4.17,0,0,0,0,0
ASM,goats,grassland,meat,0,5.071666666666666,0,0,0,0,0
ATG,goats,grassland,meat,2458.308341758026,2.9341666666666666,0,0,0,162.08835565478697,48.30232998512651
AUS,goats,grassland,meat,1313442.6719688412,5.34,0,0,0,157609.74321224727,46967.703477249685
AUT,goats,grassland,meat,0,6.59,0,0,0,0,0
AZE,goats,grassland,meat,87533.23796615405,3.06,0,0,0,6019.010528021808,1793.6651373504985
BDI,goats,grassland,meat,31457.655404142362,2.11,0,0,0,1491.555743085866,444.483611439588
BEL,goats,grassland,meat,0,4.14,0,0,0,0,0
BEN,goats,grassland,meat,25482.32313446313,4.34,0,0,0,2485.189046011651,740.586335711472
BES,goats,grassland,meat,0,3.31,0,0,0,0,0
BFA,goats,grassland,meat,1241592.3332230127,2.56,0,0,0,71424.90478298694,21284.621625330106
BGD,goats,grassland,meat,639521.0767669078,2.96,0,0,0,42538.018501612336,12676.329513480476
BGR,goats,grassland,meat,0,4.83,0,0,0,0,0
BHR,goats,grassland,meat,0,2.8,0,0,0,0,0
BHS,goats,grassland,meat,0,3.79,0,0,0,0,0
BIH,goats,grassland,meat,16919.17623352489,4.72,0,0,0,1794.5348442339935,534.7713835817301
BLM,goats,grassland,meat,0,2.9341666666666666,0,0,0,0,0
BLR,goats,grassland,meat,1363.9265777756573,7.21,0,0,0,220.9820202046342,65.852642020981
BLZ,goats,grassland,meat,0.18219649865400342,3.25,0,0,0,0.013306200717770411,0.003965247813895583
BMU,goats,grassland,meat,0,5.720000000000001,0,0,0,0,0
BOL,goats,grassland,meat,194613.2453946816,3.69,0,0,0,16137.2469024504,4808.899576930219
BRA,goats,grassland,meat,0,3.05,0,0,0,0,0
BRB,goats,grassland,meat,197.9425130715865,2.9341666666666666,0,0,0,13.051323104165633,3.889294285041358
BRN,goats,grassland,meat,157.84016670940338,1.82,0,0,0,6.455347138081178,1.923693447148191
BTN,goats,grassland,meat,5976.882013716925,3.02,0,0,0,405.61341329831,120.87279716289638
BWA,goats,grassland,meat,99983.1006686946,3.59,0,0,0,8065.879547045217,2403.6321050194747
CAF,goats,grassland,meat,447514.62773709034,2.7,0,0,0,27151.991078031377,8091.293341253349
CAN,goats,grassland,meat,2605.377943084551,5.23,0,0,0,306.1985315484079,91.24716240142556
CCK,goats,grassland,meat,0,5.68,0,0,0,0,0
CHE,goats,grassland,meat,0,6.57,0,0,0,0,0
CHL,goats,grassland,meat,0,3.74,0,0,0,0,0
CHN,goats,grassland,meat,38249304.63701465,2.51,0,0,0,2157386.4578142907,642901.1644286586
CIV,goats,grassland,meat,642511.9938290706,2.52,0,0,0,36384.16918655261,10842.482417592675
CMR,goats,grassland,meat,115624.65267053166,2.57,0,0,0,6677.505387605971,1989.8966055065791
COD,goats,grassland,meat,574707.9130342106,2.71,0,0,0,34998.31618456605,10429.498223000683
COG,goats,grassland,meat,191454.2638761761,2.71,0,0,0,11659.099709703994,3474.41171349179
COK,goats,grassland,meat,0,5.071666666666666,0,0,0,0,0
COL,goats,grassland,meat,729285.1915325369,3.37,0,0,0,55227.8299023699,16457.893310906227
COM,goats,grassland,meat,2091.07779340673,1.21,0,0,0,56.85730137892615,16.943475810919992
CPV,goats,grassland,meat,0,2.481875,0,0,0,0,0
CRI,goats,grassland,meat,1205.4175774665541,2.92,0,0,0,79.09536857308967,23.570419834780722
CUB,goats,grassland,meat,338547.31624348916,2.88,0,0,0,21910.008484841488,6529.182528482763
CUW,goats,grassland,meat,0,2.9341666666666666,0,0,0,0,0
CXR,goats,grassland,meat,72.82191453357335,5.68,0,0,0,9.294822720974938,2.7698571708505315
CYM,goats,grassland,meat,0,2.9341666666666666,0,0,0,0,0
CYP,goats,grassland,meat,0,3.66,0,0,0,0,0
CZE,goats,grassland,meat,0,7.35,0,0,0,0,0
DEU,goats,grassland,meat,8420.54713087965,6.02,0,0,0,1139.114774771137,339.4562028817988
DJI,goats,grassland,meat,253639.3976184302,2.64,0,0,0,15047.048561114392,4484.0204712120885
DMA,goats,grassland,meat,247.79815897032762,3.65,0,0,0,20.32458199743125,6.056725435234513
DNK,goats,grassland,meat,49.745371994244685,5.888333333333334,0,0,0,6.58227090545627,1.9615167298259686
DOM,goats,grassland,meat,59459.7308935463,3,0,0,0,4008.435286952071,1194.513715511717
DZA,goats,grassland,meat,0,2.42,0,0,0,0,0
ECU,goats,grassland,meat,0,3.26,0,0,0,0,0
EGY,goats,grassland,meat,0,1.69,0,0,0,0,0
ERI,goats,grassland,meat,506330.7091313549,2.66,0,0,0,30265.411807617606,9019.092718670046
ESH,goats,grassland,meat,0,2.3383333333333334,0,0,0,0,0
ESP,goats,grassland,meat,133102.87236555715,6.8,0,0,0,20338.879485299218,6060.986086619167
EST,goats,grassland,meat,0,6,0,0,0,0,0
ETH,goats,grassland,meat,5244815.078199159,2.65,0,0,0,312324.99161027547,93072.84749986208
FIN,goats,grassland,meat,6.308515283864727,4.11,0,0,0,0.5826391509377711,0.17362646697945577
FJI,goats,grassland,meat,29437.501436167757,4.463333333333333,0,0,0,2952.507099401144,879.8471156215409
FLK,goats,grassland,meat,0,3.4715384615384615,0,0,0,0,0
FRA,goats,grassland,meat,0,7.57,0,0,0,0,0
FRO,goats,grassland,meat,665.5390201426069,5.888333333333334,0,0,0,88.0636319140882,26.242962310398287
FSM,goats,grassland,meat,0,5.071666666666666,0,0,0,0,0
GAB,goats,grassland,meat,44391.50685684302,2.64,0,0,0,2633.507119350702,784.7851215665091
GBR,goats,grassland,meat,34780.86870984173,5.888333333333334,0,0,0,4602.178876092686,1371.4493050756203
GEO,goats,grassland,meat,0,3.19,0,0,0,0,0
GGY,goats,grassland,meat,0,5.888333333333334,0,0,0,0,0
GHA,goats,grassland,meat,2233781.790526723,2.39,0,0,0,119969.08040045,35750.7859593341
GIB,goats,grassland,meat,0,5.31,0,0,0,0,0
GIN,goats,grassland,meat,296796.1173686184,2.67,0,0,0,17807.385447109053,5306.600863238498
GLP,goats,grassland,meat,2932.448117481874,1.31,0,0,0,86.32415091895247,25.724596973847838
GMB,goats,grassland,meat,52268.84960367475,2.34,0,0,0,2748.460385688544,819.0411949351861
GNB,goats,grassland,meat,181542.38233708916,2.1,0,0,0,8566.985022487237,2552.9615367011966
GNQ,goats,grassland,meat,570.2102466628742,2.6,0,0,0,33.31494095431175,9.927852404384902
GRC,goats,grassland,meat,0,5,0,0,0,0,0
GRD,goats,grassland,meat,183.0889906658922,2.9341666666666666,0,0,0,12.071957342139711,3.597443287957634
GRL,goats,grassland,meat,0,5.720000000000001,0,0,0,0,0
GTM,goats,grassland,meat,14200.618448725974,3.23,0,0,0,1030.7194315443205,307.1543906002075
GUF,goats,grassland,meat,0.5942957773583678,3.42,0,0,0,0.045672988880338806,0.013610550686340964
GUM,goats,grassland,meat,0,5.071666666666666,0,0,0,0,0
GUY,goats,grassland,meat,16429.530293686188,3.19,0,0,0,1177.7321024968444,350.9641665440596
HKG,goats,grassland,meat,15.85464676397851,2.952,0,0,0,1.0517284118563879,0.3134150667332036
HND,goats,grassland,meat,4885.186704950338,3.18,0,0,0,349.0912546328612,104.02919388059263
HRV,goats,grassland,meat,446.6184856140443,5.71,0,0,0,57.30644732346844,17.077321302393596
HTI,goats,grassland,meat,0,2.5,0,0,0,0,0
HUN,goats,grassland,meat,2179.2011672530866,4.52,0,0,0,221.34333044461076,65.960312472494
