iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,goats,mixed,milk,0,2.9341666666666666,0,0,0,0,0
AFG,goats,mixed,milk,3149126.3262948245,3.95,64994.030966817314,127183.05638664565,0,139761.6004248853,98917.72895794778
AGO,goats,mixed,milk,0,2.85,0,0,0,0,0
AIA,goats,mixed,milk,0,2.9341666666666666,0,0,0,0,0
ALA,goats,mixed,milk,0.08845679037844986,5.888333333333334,0,0,0.01170453721334073,0,0.003487952089575537
ALB,goats,mixed,milk,744926.4770841516,5.09,10844.192697504828,22788.420302244547,0,61347.14726017016,28303.96855745602
AND,goats,mixed,milk,59.46202016006916,5.31,0.9030259153629062,1.8976547795802257,0,5.108546606910155,2.3569497359522793
ARE,goats,mixed,milk,1106193.0348743873,3.65,74392.86433659613,37199.60457189451,0,45365.371429139646,46773.43642061383
ARG,goats,mixed,milk,0,4.23,0,0,0,0,0
ARM,goats,mixed,milk,15896.413128907672,4.17,1221.3571876235164,610.730677273917,0,744.7935088706305,767.910649382883
ASM,goats,mixed,milk,0,5.071666666666666,0,0,0,0,0
ATG,goats,mixed,milk,0,2.9341666666666666,0,0,0,0,0
AUS,goats,mixed,milk,0,5.34,0,0,0,0,0
AUT,goats,mixed,milk,68408.9100449391,6.59,2900.9927051572163,5738.859809050211,0,3748.266765076149,3691.6595452265055
AZE,goats,mixed,milk,233745.6742203278,3.06,13178.697985379193,6589.9109840749,0,8036.476809847438,8285.915562231856
BDI,goats,mixed,milk,2842515.179204974,2.11,31338.019221940038,61323.555509038444,0,67388.52253740489,47694.928985978244
BEL,goats,mixed,milk,51522.606799878835,4.14,1372.6086154948919,2715.349267516615,0,1773.4974809727648,1746.713698467313
BEN,goats,mixed,milk,1465088.85562687,4.34,33223.08743462272,65012.33635890907,0,71442.12786693305,50563.91039481852
BES,goats,mixed,milk,0,3.31,0,0,0,0,0
