iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
AFG,sheep,mixed,milk,8369555.167597922,4.24,185419.12518296437,362835.95127908495,0,398720.82558141206,282198.8188089515
AGO,sheep,mixed,milk,0,3.41,0,0,0,0,0
AIA,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
ALA,sheep,mixed,milk,10605.696546293126,4.59375,0,0,1094.806168792815,0,326.25223830025885
ALB,sheep,mixed,milk,1499871.6014402783,4.81,20633.133672373333,43359.292424472216,0,116724.58477514055,53853.66923985186
AND,sheep,mixed,milk,2435.9651460482273,4.91,34.207284159896844,71.88455522497362,0,193.5154932474164,89.28298512442147
ARE,sheep,mixed,milk,764276.6235711667,4.31,60692.54416187759,30348.86024913333,0,37010.80518186991,38159.55845867848
ARG,sheep,mixed,milk,0,4.87,0,0,0,0,0
ARM,sheep,mixed,milk,435387.3377272146,4.28,34334.21006583042,17168.569178333793,0,20937.279485772917,21587.137501521265
ASM,sheep,mixed,milk,0,5.865,0,0,0,0,0
ATG,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
AUS,sheep,mixed,milk,0,6.3,0,0,0,0,0
AUT,sheep,mixed,milk,62872.602059165525,5.59,2261.6312358615814,4474.0493760308145,0,2922.171152367186,2878.0398257493553
AZE,sheep,mixed,milk,516662.0849515133,3.72,35412.53596466168,17707.77811179628,0,21594.85135584912,22265.119298827507
BDI,sheep,mixed,milk,110927.85112257775,2.54,1472.1789761732907,2880.8218070591024,0,3165.7382495154966,2240.5842317588713
BEL,sheep,mixed,milk,0,5.35,0,0,0,0,0
BEN,sheep,mixed,milk,0,3.11,0,0,0,0,0
BES,sheep,mixed,milk,0,4.5,0,0,0,0,0
BFA,sheep,mixed,milk,2027010.292404806,3.26,34527.079815677265,67564.04355509896,0,74246.20170889997,52548.5228737435
BGD,sheep,mixed,milk,912892.6224007366,2.52,12020.0571591505,23521.35395669555,0,25847.64171065445,18293.93774229715
BGR,sheep,mixed,milk,1142239.0572828513,4.34,25317.7287046744,51243.08289826098,0,55699.00315028367,39413.42479645927
BHR,sheep,mixed,milk,90.91272108296361,3.66,6.130744802590193,3.0656338403058676,0,3.7385778540315457,3.8546170360844267
BHS,sheep,mixed,milk,0,4.43,0,0,0,0,0
BIH,sheep,mixed,milk,524943.36781243945,4.81,7221.435933648604,15175.414328406523,0,40852.694710354954,18848.364401778203
BLM,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
BLR,sheep,mixed,milk,0,4.07,0,0,0,0,0
BLZ,sheep,mixed,milk,0,4.52,0,0,0,0,0
BMU,sheep,mixed,milk,0,6.475,0,0,0,0,0
BOL,sheep,mixed,milk,675387.6664225388,5.06,17856.236818712292,34941.83604840647,0,38397.622031215906,27176.31707970373
BRA,sheep,mixed,milk,0,5,0,0,0,0,0
BRB,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
BRN,sheep,mixed,milk,0,1.47,0,0,0,0,0
BTN,sheep,mixed,milk,0,3.81,0,0,0,0,0
BWA,sheep,mixed,milk,0,3.58,0,0,0,0,0
CAF,sheep,mixed,milk,0,3.69,0,0,0,0,0
CAN,sheep,mixed,milk,0,6.47,0,0,0,0,0
CCK,sheep,mixed,milk,0,6.3,0,0,0,0,0
CHE,sheep,mixed,milk,31186.616729527155,5.49,1399.067268334279,2683.970647572481,0,769.4869975838535,1446.0524242202027
CHL,sheep,mixed,milk,0,5.7,0,0,0,0,0
CHN,sheep,mixed,milk,27086102.884612538,4.03,570345.2969155652,1116075.6915431952,0,1226456.803893621,868037.5821210096
CIV,sheep,mixed,milk,0,2.77,0,0,0,0,0
CMR,sheep,mixed,milk,1857249.6108284355,3.45,33479.24579719609,65513.59782840792,0,71992.96464660211,50953.77086511742
COD,sheep,mixed,milk,0,3.16,0,0,0,0,0
COG,sheep,mixed,milk,0,3.43,0,0,0,0,0
COK,sheep,mixed,milk,0,5.865,0,0,0,0,0
COL,sheep,mixed,milk,0,4.84,0,0,0,0,0
COM,sheep,mixed,milk,0,1.47,0,0,0,0,0
CPV,sheep,mixed,milk,0,2.8,0,0,0,0,0
CRI,sheep,mixed,milk,0,4.44,0,0,0,0,0
CUB,sheep,mixed,milk,0,3.27,0,0,0,0,0
CUW,sheep,mixed,milk,0,3.8433333333333333,0,0,0,0,0
CXR,sheep,mixed,milk,0,6.3,0,0,0,0,0
