iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,cows,mixed,milk,121.80390519122284,34.01416666666667,36.859310314558144,47.33189097439291,0,51.563320266943485,40.454847423656574
AFG,cows,mixed,milk,2023636.245371061,35.38,570417.5546636705,756812.4602183837,0,540040.288438978,556446.5503896675
AGO,cows,mixed,milk,152690.56903846757,32.23,49010.04898695073,60546.26051772528,0,46400.0463781782,46474.99405309055
AIA,cows,mixed,milk,0,34.01416666666667,0,0,0,0,0
ALA,cows,mixed,milk,2644.04525234596,62.891111111111115,0,0,3736.7051787964906,0,1113.5381432813542
ALB,cows,mixed,milk,289185.7386891378,42.47,122544.35362140667,164340.77314479684,2759.8775601009797,60215.510402203145,104258.43338909527
AND,cows,mixed,milk,499.92690868024454,46.75833333333333,205.7984248374827,288.77623953199605,131.32161870486405,0,186.51709235615414
ARE,cows,mixed,milk,37196.36744779964,30.75,11390.90597077436,14072.1499915874,0,10784.289676472767,10801.709000372688
ARG,cows,mixed,milk,1201178.8677845788,46.78,499912.5704619211,641949.2681740867,0,699338.9663619917,548677.8398894039
ARM,cows,mixed,milk,178749.35013149347,44.56,79323.57357223141,97995.12242846432,0,75099.24125181671,75220.54530124871
ASM,cows,mixed,milk,24,46.58625,0,0,0,42.16721142857143,12.565829005714285
ATG,cows,mixed,milk,3240.8964620542497,34.01416666666667,980.7338131291644,1259.3829217579248,0,1371.9706438193027,1076.4020388545048
AUS,cows,mixed,milk,783037.5937115537,48.24,10766.188584339654,32455.514968247524,29709.041413987594,1319188.2844844349,414851.4707764009
AUT,cows,mixed,milk,454970.8300491919,62.26,295104.80321992224,387344.0653030047,0,113775.34581972903,237274.81587411146
AZE,cows,mixed,milk,875271.8902931876,46.84,408293.5178546672,504399.5305189196,0,386550.07607542456,387174.45108580537
BDI,cows,mixed,milk,109378.24268614795,26.43,28789.937506330185,35566.64587320482,0,27256.74556812325,27300.77202640216
BEL,cows,mixed,milk,418637.3857787653,60.96,135638.60628865164,255598.6898318433,0,411938.72830128757,239346.4552776912
BEN,cows,mixed,milk,549831.3726259168,32.01,175278.16103564817,216535.94355634684,0,165943.8210988385,166211.8618558684
BES,cows,mixed,milk,302,36.5,0,0,247.70255714285713,0,73.81536202857143
BFA,cows,mixed,milk,1226747.9926909488,35.11,428942.2277221177,529908.6290167083,0,406099.1505061469,406755.10215900186
BGD,cows,mixed,milk,3896455.3290714333,31.97,992464.4112947102,1316771.2435393203,0,939611.2769654064,968156.3856762322
BGR,cows,mixed,milk,229945.36191671726,48.46,111683.03924965268,148287.38825560812,2504.025495876505,54633.28354639643,94498.10549116504
BHR,cows,mixed,milk,6016.02043393717,34.29,2054.4208088762825,2537.999860811776,0,1945.0137835515097,1948.1554670653913
BHS,cows,mixed,milk,669.8255310058594,38.64,230.2634310429089,295.686585573685,0,322.1207054419922,252.72507517345866
BIH,cows,mixed,milk,188765.32827760137,42.55,66993.8718893105,105316.48525640617,0,35441.61803087576,61910.08860262454
BLM,cows,mixed,milk,0,34.01416666666667,0,0,0,0,0
BLR,cows,mixed,milk,1263388.947790108,47.05,566809.2360239683,746762.8363284449,0,538039.0902271024,551780.1264486957
BLZ,cows,mixed,milk,6243.763510316205,34.95,1941.4212645492485,2493.0238478368724,0,2715.897980257891,2130.802241607915
BMU,cows,mixed,milk,0,56.834999999999994,0,0,0,0,0
BOL,cows,mixed,milk,144346.81269277178,46.4,59586.97466038414,76517.00924542992,0,83357.5623616078,65399.54078769171
BRA,cows,mixed,milk,9477961.255850507,43.5,3668008.579360553,4710174.463108718,0,5131259.904360255,4025813.9981551985
BRB,cows,mixed,milk,2737.4259147081752,34.01416666666667,828.3776377689786,1063.738841066171,0,1158.8361549289607,909.1838848617049
BRN,cows,mixed,milk,119.26389998360129,27.56,32.73413261954908,40.439243836150624,0,30.990894787738775,31.040952830544665
BTN,cows,mixed,milk,125445.2173463197,33.54,33521.21650469978,44474.918636389375,0,31736.062963029388,32700.195035027326
BWA,cows,mixed,milk,90308.97047740617,26.66,23977.4864319241,29621.417853592382,0,22700.578870460686,22737.245980481195
CAF,cows,mixed,milk,304795.2839564794,34.8,105633.11927171417,130497.53042336379,0,100007.68688446311,100169.22430070324
CAN,cows,mixed,milk,822575.5423032029,52.3,345084.4061537939,548354.2714254779,0,275824.1506724419,348440.3228190107
CCK,cows,mixed,milk,0,51.625,0,0,0,0,0
CHE,cows,mixed,milk,409669.57175095467,63.4,185642.00989971915,321924.63089382544,0,191013.23681529454,208176.80352743407
CHL,cows,mixed,milk,407575.71198253956,45.96,166653.51292883104,214003.62180221034,0,233135.35677759288,182910.162469573
CHN,cows,mixed,milk,8849843.21616291,39.95,3520991.5105014206,4349778.742973292,0,3333483.08686525,3338867.4954213086
CIV,cows,mixed,milk,155851.52559949757,33.55,52073.431785544206,64330.71649814152,0,49300.290447852494,49379.92274199839
CMR,cows,mixed,milk,270806.48583556706,30.59,82499.46951845831,101918.5754204954,0,78106.00664469425,78232.16737192709
COD,cows,mixed,milk,6626.541406051089,26.26,1732.9828116603971,2140.9003042512286,0,1640.693786187358,1643.343916825497
COG,cows,mixed,milk,1237.6558052270375,29.01,357.5693043054322,441.7356174727107,0,338.52715200514285,339.07395798741913
COK,cows,mixed,milk,0,46.58625,0,0,0,0,0
COL,cows,mixed,milk,2357805.348942497,44.26,928422.1966631218,1192208.3678627303,0,1298790.7440734657,1018987.5499625966
COM,cows,mixed,milk,9447.745602528259,25.95,2441.62054285096,3016.340455245109,0,2311.5934133500214,2315.327214610935
CPV,cows,mixed,milk,7968.655889865326,30.708125,2436.9745310039866,3010.6008436864627,0,2307.1948222522947,2310.9215186889373
CRI,cows,mixed,milk,557048.3223844912,44.57,220882.6792384198,283640.5457026527,0,308997.7602346172,242429.25358235554
CUB,cows,mixed,milk,230427.7770147527,27.63,56642.42937554471,72735.85069412255,0,79238.37157190041,62167.76218918716
CUW,cows,mixed,milk,27.606546405180215,34.01416666666667,0,0,21.100978624614747,0,6.288091630135195
CXR,cows,mixed,milk,151.55146168719696,51.625,0,0,175.8129563100461,0,52.392260980393736
CYM,cows,mixed,milk,0,34.01416666666667,0,0,0,0,0
CYP,cows,mixed,milk,30097.018634298147,37.69,11296.97667586784,13956.11118572596,0,10695.362533366002,10712.63821769802
CZE,cows,mixed,milk,313701.00500480377,55.56,103091.39277247456,192235.95527525124,93998.31562038591,52586.47027713898,131689.8159156847
DEU,cows,mixed,milk,3514115.5274830675,66.81,1538743.779626213,2941515.0498313843,0,1310464.0424941098,1725635.4158416088
DJI,cows,mixed,milk,5934.566334901548,27.92,1650.1256687087616,2038.5398645740543,0,1562.2491538071115,1564.7725767527984
DMA,cows,mixed,milk,7294.75769949914,39.94,2592.0602280345647,3328.5243555936777,0,3626.09149625254,2844.909471804473
DNK,cows,mixed,milk,549182.569039866,60.13,223966.9982540581,428754.4611847392,0,62270.71313829233,213067.6674279727
DOM,cows,mixed,milk,379315.2466791084,32.83,110789.17775151589,142266.9398240543,0,154985.4787233076,121596.39569706559
DZA,cows,mixed,milk,884371.8424063106,23,202570.10820946406,250251.99521876863,0,191782.35096753994,192092.12740994024
ECU,cows,mixed,milk,557446.4868137081,43.14,213948.61544419496,274736.3543676318,0,299297.54205034435,234818.78853492698
EGY,cows,mixed,milk,1583447.9292740705,24.45,385562.9259521044,476318.50698390737,0,365029.9890670811,365619.60375692166
ERI,cows,mixed,milk,247725.1375390653,28.23,69645.5823012911,86039.08090451806,0,65936.64596571938,66043.1501331155
ESH,cows,mixed,milk,307.4640996499149,17.04,52.176701634033364,64.45829448019812,0,49.39806071861146,49.477850936187195
ESP,cows,mixed,milk,604987.0561397296,47.61,253583.3732835969,355828.053603927,161813.57599087176,0,229825.0508577619
EST,cows,mixed,milk,77970.71950571705,64.12,49243.47454327844,70283.35397928084,0,0,35618.99489972267
ETH,cows,mixed,milk,9306039.777683744,31.15,2886925.4761079126,3566463.31894562,0,2733183.8827057155,2737598.6579722557
FIN,cows,mixed,milk,274772.00029581663,67.33,115823.06801872815,214556.79121595566,0,195364.21111592706,156671.73296448204
