iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,pigs,intermediate,meat,0,16.163809523809523,0,0,0,0,0
AFG,pigs,intermediate,meat,43.38730215613604,15.064,15.306338020586697,7.939802091873253,0,0,6.927349753513064
AGO,pigs,intermediate,meat,545121.7420269499,8.02,147136.74837542893,60271.65570971923,0,0,61807.704417374145
AIA,pigs,intermediate,meat,0,16.163809523809523,0,0,0,0,0
ALA,pigs,intermediate,meat,8.941198871632672,18.93,3.7236516820801424,2.11281326316828,0,0,1.73926655368403
ALB,pigs,intermediate,meat,22968.60493826451,18.86,3616.6516502024087,6422.006202531216,194.6870141744021,0,3049.536770338592
AND,pigs,intermediate,meat,0,18.395833333333332,0,0,0,0,0
ARE,pigs,intermediate,meat,0,14.82625,0,0,0,0,0
ARG,pigs,intermediate,meat,141.87519456795198,25.05,75.39501187902697,38.444066230176475,1.5972572886964245,0,34.400027948574156
ARM,pigs,intermediate,meat,29967.22801171288,12.93,10888.802453944889,5280.8834783280945,0,0,4818.566407817349
ASM,pigs,intermediate,meat,3539.740777712024,18.77,831.5510060159039,726.9527582468145,0,0,464.4341217502901
ATG,pigs,intermediate,meat,0,20.42,0,0,0,0,0
AUS,pigs,intermediate,meat,0,12.25,0,0,0,0,0
AUT,pigs,intermediate,meat,17876.4645313757,20.84,3706.5128652279536,4209.657432925773,0,0,2359.0187488498104
AZE,pigs,intermediate,meat,442.8371394427466,15.6,194.13491807067655,94.15212423424894,0,0,85.9095386068678
BDI,pigs,intermediate,meat,55580.051340037004,6.01,11242.08067226032,4605.095757658561,0,0,4722.458576115826
BEL,pigs,intermediate,meat,17729.095217792914,13.31,1835.542616091921,2651.3393343549974,0,0,1337.0908212331817
BEN,pigs,intermediate,meat,68492.84779250342,12.05,27777.013660193523,11378.303669587747,0,0,11668.284564274818
BES,pigs,intermediate,meat,360.75,18.84,149.52365999999998,84.84025869707142,0,0,69.84044777172727
BFA,pigs,intermediate,meat,58.5498782449882,7.59,9.045155101052261,4.748168711825622,0.49930792489885123,0,4.259204257857467
BGD,pigs,intermediate,meat,1790.2396096546602,12.11,507.71927537806505,263.3674076261264,0,0,229.78383153524905
BGR,pigs,intermediate,meat,55400.41025214837,19.35,11541.818946120893,14770.369685680593,0,0,7841.032212276842
BHR,pigs,intermediate,meat,0,14.82625,0,0,0,0,0
BHS,pigs,intermediate,meat,0,21.31,0,0,0,0,0
BIH,pigs,intermediate,meat,65970.01047313916,16.51,9093.35194669833,16146.858545314346,489.5018128828098,0,7667.454266858854
BLM,pigs,intermediate,meat,0,16.163809523809523,0,0,0,0,0
BLR,pigs,intermediate,meat,71748.62650258689,19.51,16904.77435123422,15617.833787253789,0,0,9691.737225269426
BLZ,pigs,intermediate,meat,3744.8189111969928,14.370000000000001,1138.2228357775073,586.8471283175469,24.185121176253144,0,521.2780154108495
BMU,pigs,intermediate,meat,101.5,11.87,10.535167755749999,16.734518216844993,0,0,8.126366419833307
BOL,pigs,intermediate,meat,941168.3139660764,20.69,413100.9576813972,210640.99840364564,8751.620288657756,0,188483.0857593628
BRA,pigs,intermediate,meat,305.6649405253869,16.74,107.58502884926466,56.70201242515225,2.2996500934895154,0,49.64283402763611
BRB,pigs,intermediate,meat,0,7.88,0,0,0,0,0
BRN,pigs,intermediate,meat,4.714583607191678,21.69,2.394810978546067,1.2422517516291118,0,0,1.0838446935922033
BTN,pigs,intermediate,meat,1037.0425192803796,12.61,306.2527493513331,158.86139563043872,0,0,138.604015204568
BWA,pigs,intermediate,meat,743.9833519532103,8.91,223.09724298501638,91.38736833215194,0,0,93.71641417251615
CAF,pigs,intermediate,meat,91371.63578358565,10.49,32258.20295393661,13213.934137602539,0,0,13550.696853278665
