iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
AFG,sheep,grassland,milk,4458911.5566453235,4.24,0,0,0,424839.9972182445,126602.31917103686
AGO,sheep,grassland,milk,0,3.41,0,0,0,0,0
AIA,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
ALA,sheep,grassland,milk,48.25942839310351,4.59375,0,0,0,4.981730306591839,1.4845556313643677
ALB,sheep,grassland,milk,425639.3940176625,4.81,0,0,0,46006.328403697946,13709.885864301988
AND,sheep,grassland,milk,920.5318918508978,4.91,0,0,0,101.56662327825684,30.266853736920538
ARE,sheep,grassland,milk,13211.365522896815,4.31,0,0,0,1279.5452862856703,381.30449531312973
ARG,sheep,grassland,milk,0,4.87,0,0,0,0,0
ARM,sheep,grassland,milk,264173.66136707074,4.28,0,0,0,25407.61892477317,7571.470439582405
ASM,sheep,grassland,milk,0,5.865,0,0,0,0,0
ATG,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
AUS,sheep,grassland,milk,0,6.3,0,0,0,0,0
AUT,sheep,grassland,milk,11845.085279570281,5.59,0,0,0,1487.9237717033006,443.4012839675836
AZE,sheep,grassland,milk,268524.61514355213,3.72,0,0,0,22446.969956991485,6689.197047183462
BDI,sheep,grassland,milk,20898.228931886788,2.54,0,0,0,1192.8171691291302,355.45951640048077
BEL,sheep,grassland,milk,0,5.35,0,0,0,0,0
BEN,sheep,grassland,milk,0,3.11,0,0,0,0,0
BES,sheep,grassland,milk,0,4.5,0,0,0,0,0
BFA,sheep,grassland,milk,456312.75412195345,3.26,0,0,0,33428.038241175636,9961.555395870339
BGD,sheep,grassland,milk,38885.471828708236,2.52,0,0,0,2202.00649871609,656.1979366173947
BGR,sheep,grassland,milk,217847.94334213695,4.34,0,0,0,21245.838522385246,6331.259879670803
BHR,sheep,grassland,milk,0,3.66,0,0,0,0,0
BHS,sheep,grassland,milk,0,4.43,0,0,0,0,0
BIH,sheep,grassland,milk,127156.32127015859,4.81,0,0,0,13744.01795788264,4095.7173514490264
BLM,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
BLR,sheep,grassland,milk,0,4.07,0,0,0,0,0
BLZ,sheep,grassland,milk,0,4.52,0,0,0,0,0
BMU,sheep,grassland,milk,0,6.475,0,0,0,0,0
BOL,sheep,grassland,milk,2401784.1221960466,5.06,0,0,0,273095.8929503538,81382.57609920543
BRA,sheep,grassland,milk,0,5,0,0,0,0,0
BRB,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
BRN,sheep,grassland,milk,0,1.47,0,0,0,0,0
BTN,sheep,grassland,milk,0,3.81,0,0,0,0,0
BWA,sheep,grassland,milk,0,3.58,0,0,0,0,0
CAF,sheep,grassland,milk,0,3.69,0,0,0,0,0
CAN,sheep,grassland,milk,0,6.47,0,0,0,0,0
CCK,sheep,grassland,milk,0,6.3,0,0,0,0,0
CHE,sheep,grassland,milk,12109.302241832256,5.49,0,0,0,1493.902128870682,445.1828344034632
CHL,sheep,grassland,milk,0,5.7,0,0,0,0,0
CHN,sheep,grassland,milk,29073765.82816844,4.03,0,0,0,2632916.0800038157,784608.9918411371
CIV,sheep,grassland,milk,0,2.77,0,0,0,0,0
CMR,sheep,grassland,milk,167061.70243242514,3.45,0,0,0,12951.697140648663,3859.605747913301
COD,sheep,grassland,milk,0,3.16,0,0,0,0,0
COG,sheep,grassland,milk,0,3.43,0,0,0,0,0
COK,sheep,grassland,milk,0,5.865,0,0,0,0,0
COL,sheep,grassland,milk,0,4.84,0,0,0,0,0
COM,sheep,grassland,milk,0,1.47,0,0,0,0,0
CPV,sheep,grassland,milk,0,2.8,0,0,0,0,0
CRI,sheep,grassland,milk,0,4.44,0,0,0,0,0
CUB,sheep,grassland,milk,0,3.27,0,0,0,0,0
CUW,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
CXR,sheep,grassland,milk,0,6.3,0,0,0,0,0
CYM,sheep,grassland,milk,0,3.8433333333333333,0,0,0,0,0
