iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
AFG,buffaloes,mixed,meat,538.1186877368848,39.394285714285715,198.87504050453748,198.3593645201136,0,159.89953005389947,166.02591265340806
AGO,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
AIA,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
ALA,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
ALB,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
AND,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
ARE,buffaloes,mixed,meat,0,44.6325,0,0,0,0,0
ARG,buffaloes,mixed,meat,266575.7384975715,54.07,150997.4173380009,142858.5806653835,0,179389.4165329584,141027.13353183013
ARM,buffaloes,mixed,meat,513.2117175934858,44.6325,268.61283871200186,238.3837707574527,0,215.97012157748898,215.44408585198917
ASM,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
ATG,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
AUS,buffaloes,mixed,meat,2416.8693173157853,43.435267916415384,0,0,0,3959.146386796546,1179.8256232653705
AUT,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
AZE,buffaloes,mixed,meat,128839.59456227178,48.59,73413.38306046503,65151.61063011772,0,59025.83562650456,58882.06713649201
BDI,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
BEL,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
BEN,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
BES,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
BFA,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
BGD,buffaloes,mixed,meat,1429420.6439151426,32.44,435020.6487958338,433892.65555574,0,349765.3457654945,363166.23773488635
BGR,buffaloes,mixed,meat,0,52.76,0,0,0,0,0
BHR,buffaloes,mixed,meat,0,44.6325,0,0,0,0,0
BHS,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
BIH,buffaloes,mixed,meat,0,52.67,0,0,0,0,0
BLM,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
BLR,buffaloes,mixed,meat,0,47.943333333333335,0,0,0,0,0
BLZ,buffaloes,mixed,meat,26.14510503367949,46.57,12.755255354075336,12.067740680814618,0,15.153622201196528,11.913032234353771
BMU,buffaloes,mixed,meat,0,58.1,0,0,0,0,0
BOL,buffaloes,mixed,meat,43.43043535183046,53.2625,24.233060055681683,22.92688594126333,0,28.789595086026992,22.632963242725655
BRA,buffaloes,mixed,meat,1012641.0351255162,52.75,559590.734292919,529428.5125131566,0,664810.4126003028,522641.23850310076
BRB,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
BRN,buffaloes,mixed,meat,0,33.03,0,0,0,0,0
BTN,buffaloes,mixed,meat,0,41.14,0,0,0,0,0
BWA,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
CAF,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
CAN,buffaloes,mixed,meat,612689.4629566238,58.1,269260.20064367796,311428.5352617035,0,644412.0725906659,365080.0409318221
CCK,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
CHE,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
CHL,buffaloes,mixed,meat,70.44694738093017,53.2625,39.30757527047395,37.18887721084501,0,46.69856688549518,36.712115771310614
CHN,buffaloes,mixed,meat,8145906.384185951,31.36,2995673.3645971515,2658547.208817487,0,2408581.599676102,2402715.0475810408
CIV,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
CMR,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
COD,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
COG,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
COK,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
COL,buffaloes,mixed,meat,89213.70122358971,52.51,49075.65494819862,46430.45248535758,0,58303.33566185152,45835.2140424315
COM,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
CPV,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
CRI,buffaloes,mixed,meat,96.37245314799154,46.57,47.016649863054546,44.48242880897869,0,55.85717646672047,43.9121640313486
CUB,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
CUW,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
CXR,buffaloes,mixed,meat,5.439679878828828,43.435267916415384,0,0,5.309413256251401,0,1.5822051503629173
CYM,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
CYP,buffaloes,mixed,meat,0,44.6325,0,0,0,0,0
CZE,buffaloes,mixed,meat,0,47.943333333333335,0,0,0,0,0
DEU,buffaloes,mixed,meat,7997.924515844064,52.741282051282056,3550.218545817811,5024.098089530301,0,2243.1224554318546,3223.59684905243
DJI,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
DMA,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
DNK,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
DOM,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
DZA,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
ECU,buffaloes,mixed,meat,3952.2124825324277,53.2625,2205.2323829166153,2086.3692493204335,0,2619.8815679441377,2059.6219936539937
EGY,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
ERI,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
ESH,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
ESP,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
EST,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
ETH,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
FIN,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
FJI,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
FLK,buffaloes,mixed,meat,0,53.2625,0,0,0,0,0
FRA,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
FRO,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
FSM,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
GAB,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GBR,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
GEO,buffaloes,mixed,meat,0,45.75,0,0,0,0,0
GGY,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
GHA,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GIB,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
GIN,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GLP,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
GMB,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GNB,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GNQ,buffaloes,mixed,meat,0,32.82,0,0,0,0,0
GRC,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
GRD,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
GRL,buffaloes,mixed,meat,0,58.1,0,0,0,0,0
GTM,buffaloes,mixed,meat,5012.896007855634,46.57,2445.611465750721,2313.7917787962715,0,2905.4590577883014,2284.1289660959173
GUF,buffaloes,mixed,meat,3.805642023735344e-9,53.2625,2.1234498564085356e-9,2.008994842087886e-9,0,2.5227214974507764e-9,1.983239526392265e-9
GUM,buffaloes,mixed,meat,0,43.435267916415384,0,0,0,0,0
GUY,buffaloes,mixed,meat,1.2892881207093865e-10,53.2625,7.193894375021668e-11,6.806139853185701e-11,0,8.546560181530281e-11,6.71888513410182e-11
HKG,buffaloes,mixed,meat,313.54113149122804,33.97,124.90190360497022,110.84573209123499,0,100.4236410894233,100.1790404821173
HND,buffaloes,mixed,meat,0,46.57,0,0,0,0,0
HRV,buffaloes,mixed,meat,0,55.74,0,0,0,0,0
HTI,buffaloes,mixed,meat,0,50.828863636363636,0,0,0,0,0
HUN,buffaloes,mixed,meat,0,47.943333333333335,0,0,0,0,0
IDN,buffaloes,mixed,meat,1232300.971012975,31.76,458961.5184609937,407311.05008946627,0,369014.286199794,368115.48271557566
IMN,buffaloes,mixed,meat,0,52.741282051282056,0,0,0,0,0
IND,buffaloes,mixed,meat,0,40.57,0,0,0,0,0
