iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
AFG,buffaloes,grassland,meat,99.62349408853098,39.394285714285715,0,0,0,148.0133495649239,44.10797817034732
AGO,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
AIA,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
ALA,buffaloes,grassland,meat,0,52.741282051282056,0,0,0,0,0
ALB,buffaloes,grassland,meat,0,55.74,0,0,0,0,0
AND,buffaloes,grassland,meat,0,55.74,0,0,0,0,0
ARE,buffaloes,grassland,meat,0,44.6325,0,0,0,0,0
ARG,buffaloes,grassland,meat,151586.42306754322,54.07,0,0,0,309116.7663355977,92116.79636800812
ARM,buffaloes,grassland,meat,201.78827919099254,44.6325,0,0,0,339.66675113455443,101.22069183809722
ASM,buffaloes,grassland,meat,0,43.435267916415384,0,0,0,0,0
ATG,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
AUS,buffaloes,grassland,meat,2942.079478600411,43.435267916415384,0,0,0,4819.50896306867,1436.2136709944637
AUT,buffaloes,grassland,meat,0,52.741282051282056,0,0,0,0,0
AZE,buffaloes,grassland,meat,67811.40582874845,48.59,0,0,0,124266.91989054091,37031.54212738119
BDI,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
BEL,buffaloes,grassland,meat,0,52.741282051282056,0,0,0,0,0
BEN,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
BES,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
BFA,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
BGD,buffaloes,grassland,meat,48484.30380598729,32.44,0,0,0,59318.190754726296,17676.820844908438
BGR,buffaloes,grassland,meat,0,52.76,0,0,0,0,0
BHR,buffaloes,grassland,meat,0,44.6325,0,0,0,0,0
BHS,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
BIH,buffaloes,grassland,meat,0,52.67,0,0,0,0,0
BLM,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
BLR,buffaloes,grassland,meat,0,47.943333333333335,0,0,0,0,0
BLZ,buffaloes,grassland,meat,1.9115192635188585,46.57,0,0,0,3.3573050507067626,1.000476905110615
BMU,buffaloes,grassland,meat,0,58.1,0,0,0,0,0
BOL,buffaloes,grassland,meat,0.2800942368612196,53.2625,0,0,0,0.5626412989680952,0.16766710709249238
BRA,buffaloes,grassland,meat,331271.1496539562,52.75,0,0,0,659040.2900115706,196394.006423448
BRB,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
BRN,buffaloes,grassland,meat,0,33.03,0,0,0,0,0
BTN,buffaloes,grassland,meat,0,41.14,0,0,0,0,0
BWA,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
CAF,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
CAN,buffaloes,grassland,meat,17176.468139364326,58.1,0,0,0,37637.07698697511,11215.848942118582
CCK,buffaloes,grassland,meat,0,43.435267916415384,0,0,0,0,0
CHE,buffaloes,grassland,meat,0,52.741282051282056,0,0,0,0,0
CHL,buffaloes,grassland,meat,19.845089346758982,53.2625,0,0,0,39.86396497594029,11.879461562830208
CHN,buffaloes,grassland,meat,2263224.512049779,31.36,0,0,0,2676760.8948915144,797674.7466776713
CIV,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
CMR,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
COD,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
COG,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
COK,buffaloes,grassland,meat,0,43.435267916415384,0,0,0,0,0
COL,buffaloes,grassland,meat,130212.01909110861,52.51,0,0,0,257868.9063333094,76844.9340873262
COM,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
CPV,buffaloes,grassland,meat,0,32.82,0,0,0,0,0
CRI,buffaloes,grassland,meat,18.79537235964665,46.57,0,0,0,33.01133279546122,9.837377173047443
CUB,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
CUW,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
CXR,buffaloes,grassland,meat,0.2703882619451222,43.435267916415384,0,0,0,0.4429311517352337,0.13199348321709964
CYM,buffaloes,grassland,meat,0,50.828863636363636,0,0,0,0,0
CYP,buffaloes,grassland,meat,0,44.6325,0,0,0,0,0
CZE,buffaloes,grassland,meat,0,47.943333333333335,0,0,0,0,0
DEU,buffaloes,grassland,meat,676.0754723823649,52.741282051282056,0,0,0,1344.781573527746,400.74490891126834
