iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,goats,mixed,meat,557.3942747645233,2.9341666666666666,8.545423238795632,16.722044000969554,0,18.37587252853797,13.005715250954339
AFG,goats,mixed,meat,1219231.749506887,3.95,25163.41927013527,49240.83834019101,0,54110.811362847264,38297.490554005715
AGO,goats,mixed,meat,1956248.463947214,2.85,29130.98493875395,57004.73789594062,0,62642.569116418264,44335.93100143162
AIA,goats,mixed,meat,0,2.9341666666666666,0,0,0,0,0
ALA,goats,mixed,meat,0.26537037113534956,5.888333333333334,0,0,0.03511361164002219,0,0.010463856268726611
ALB,goats,mixed,meat,0,5.09,0,0,0,0,0
AND,goats,mixed,meat,178.38606048020748,5.31,2.7090777460887185,5.692964338740677,0,15.325639820730462,7.0708492078568375
ARE,goats,mixed,meat,873283.4892400593,3.65,58729.40625575554,29367.20758017012,0,35813.667780695265,36925.26392175303
ARG,goats,mixed,meat,2426073.969192335,4.23,53620.4803485967,104926.81365056973,0,115304.1908248019,81607.74247754256
ARM,goats,mixed,meat,0,4.17,0,0,0,0,0
ASM,goats,mixed,meat,0,5.071666666666666,0,0,0,0,0
ATG,goats,mixed,meat,24541.69141310588,2.9341666666666666,376.2491823395641,736.2602420728942,0,809.0771890910925,572.6328108240581
AUS,goats,mixed,meat,2286000.3555819513,5.34,0,0,0,274314.16438320547,81745.62098619524
AUT,goats,mixed,meat,0,6.59,0,0,0,0,0
AZE,goats,mixed,meat,218337.6246062267,3.06,12309.984444111364,6155.517168087414,0,7506.728253765138,7739.724500057247
BDI,goats,mixed,meat,150045.90796287332,2.11,1654.2186238136876,3237.0446543891,0,3557.19192790011,2517.639651418663
BEL,goats,mixed,meat,0,4.14,0,0,0,0,0
BEN,goats,mixed,meat,207549.32369945818,4.34,4706.492238870764,9209.862181116578,0,10120.727671556679,7163.050463280118
BES,goats,mixed,meat,14086,3.31,0,0,1047.7227168571428,0,312.22136962342853
BFA,goats,mixed,meat,5595338.186109606,2.56,74843.2435774021,146456.41032672682,0,160941.11024915034,113907.74771767722
BGD,goats,mixed,meat,17150131.292160094,2.96,265243.930564548,519040.4914942049,0,570374.1664771482,403688.2593836985
BGR,goats,mixed,meat,0,4.83,0,0,0,0,0
BHR,goats,mixed,meat,11470.742998194915,2.8,591.7756312768756,295.91305127303383,0,360.869574723212,372.0703606673902
BHS,goats,mixed,meat,0,3.79,0,0,0,0,0
BIH,goats,mixed,meat,56367.823807914894,4.72,760.9205271478047,1599.0288325694828,0,4304.636125007581,1986.0464744480105
BLM,goats,mixed,meat,0,2.9341666666666666,0,0,0,0,0
BLR,goats,mixed,meat,7806.688654147267,7.21,436.9419253103533,844.3815318237515,0,303.5596533735086,472.2951669312688
BLZ,goats,mixed,meat,188.81773296048283,3.25,3.2063611278351996,6.274342459626984,0,6.894881823765916,4.879924452545974
BMU,goats,mixed,meat,0,5.720000000000001,0,0,0,0,0
BOL,goats,mixed,meat,56961.573916575486,3.69,1098.2333855050547,2149.069330161996,0,2361.614648529666,1671.4573745306213
BRA,goats,mixed,meat,0,3.05,0,0,0,0,0
BRB,goats,mixed,meat,5286.057538172722,2.9341666666666666,81.04065824392472,158.5837722899537,0,174.26788163731177,123.33990902701467
BRN,goats,mixed,meat,8531.159754230213,1.82,81.12706368285224,158.75285409097083,0,174.45368581425365,123.47141386924685
BTN,goats,mixed,meat,36712.118192070026,3.02,579.29886901176906,1133.5964184135564,0,1245.710349905007,881.664479924439
BWA,goats,mixed,meat,130308.87455264476,3.59,2444.3012916398725,4783.1116854300235,0,5256.1666872857395,3720.106739977979
CAF,goats,mixed,meat,6398202.373820169,2.7,90262.63998866804,176629.73446203565,0,194098.60929894028,137375.3131573939
CAN,goats,mixed,meat,27393.600317859415,5.23,643.8897061684648,1316.8317158792506,0,1802.8911772717015,1121.5565545971863
CCK,goats,mixed,meat,0,5.68,0,0,0,0,0
CHE,goats,mixed,meat,0,6.57,0,0,0,0,0
CHL,goats,mixed,meat,0,3.74,0,0,0,0,0
CHN,goats,mixed,meat,93681864.62606688,2.51,1228614.2341047106,2404204.064421744,0,2641982.4883755427,1869890.634496795
CIV,goats,mixed,meat,818053.0077062168,2.52,10771.303952467757,21077.741102776374,0,23162.35286019382,16393.396578800508
CMR,goats,mixed,meat,1487447.2649185974,2.57,19973.813735143154,39085.5997196117,0,42951.20848308979,30399.1653374777
COD,goats,mixed,meat,3492546.192511482,2.71,49453.58094941446,96772.84945785417,0,106343.79061302656,75265.92586404797
COG,goats,mixed,meat,132167.22140584773,2.71,1871.4548133014528,3662.141576765684,0,4024.3314030392135,2848.262482345692
COK,goats,mixed,meat,0,5.071666666666666,0,0,0,0,0
COL,goats,mixed,meat,105274.80734782653,3.37,1853.7051264823667,3627.4082422428623,0,3986.1629035635847,2821.2483291420663
COM,goats,mixed,meat,118877.92050002725,1.21,751.5759328812974,1470.7154307645596,0,1616.1708030379775,1143.8617256717826
CPV,goats,mixed,meat,0,2.481875,0,0,0,0,0
CRI,goats,mixed,meat,3941.7930602514452,2.92,60.1399367202563,117.68436038205942,0,129.32347294731804,91.53003547479085
CUB,goats,mixed,meat,732989.1453415998,2.88,11030.020659100395,21584.00884765014,0,23718.69104137378,16787.150723341045
CUW,goats,mixed,meat,7916.6800537109375,2.9341666666666666,0,0,521.9856396180928,0,155.55172060619165
