iso3c,animal,system,product,animals,kg_n_yr,managed_em,managed_spread_em,spread_em,leftonfield_em,total_manure_CO2_em
ABW,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
AFG,buffaloes,mixed,milk,538.1186877368848,39.394285714285715,198.87504050453748,198.3593645201136,0,159.89953005389947,166.02591265340806
AGO,buffaloes,mixed,milk,0,32.82,0,0,0,0,0
AIA,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
ALA,buffaloes,mixed,milk,0,52.741282051282056,0,0,0,0,0
ALB,buffaloes,mixed,milk,83.68985360496673,55.74,53.91226399357063,53.360175140764994,1.0482634782895652,22.8712031626814,39.095187921041365
AND,buffaloes,mixed,milk,0,55.74,0,0,0,0,0
ARE,buffaloes,mixed,milk,0,44.6325,0,0,0,0,0
ARG,buffaloes,mixed,milk,0,54.07,0,0,0,0,0
ARM,buffaloes,mixed,milk,0,44.6325,0,0,0,0,0
ASM,buffaloes,mixed,milk,0,43.435267916415384,0,0,0,0,0
ATG,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
AUS,buffaloes,mixed,milk,0,43.435267916415384,0,0,0,0,0
AUT,buffaloes,mixed,milk,0,52.741282051282056,0,0,0,0,0
AZE,buffaloes,mixed,milk,0,48.59,0,0,0,0,0
BDI,buffaloes,mixed,milk,0,32.82,0,0,0,0,0
BEL,buffaloes,mixed,milk,0,52.741282051282056,0,0,0,0,0
BEN,buffaloes,mixed,milk,0,32.82,0,0,0,0,0
BES,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
BFA,buffaloes,mixed,milk,0,32.82,0,0,0,0,0
BGD,buffaloes,mixed,milk,91.9549498230171,32.44,27.984975662889596,27.912411605391846,0,22.50048294503686,23.36256532356885
BGR,buffaloes,mixed,milk,10472.882533610664,52.76,6410.597839643428,6279.879819260585,124.1657173329285,2709.0701963548013,4626.066644632339
BHR,buffaloes,mixed,milk,0,44.6325,0,0,0,0,0
BHS,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
BIH,buffaloes,mixed,milk,0,52.67,0,0,0,0,0
BLM,buffaloes,mixed,milk,0,50.828863636363636,0,0,0,0,0
BLR,buffaloes,mixed,milk,3.070656689611894e-4,47.943333333333335,1.6466910233530136e-4,1.5854689110929228e-4,0,1.33252884160064e-4,1.3602772552618797e-4
