iso3c,product,million_kcal,tonnes_protein,cumulative_pressure,pressure_per_tonne_protein,pressure_per_mill_kcal
ALB,barl,27776.857696488343,903.3553149295864,2.666795146303554e-6,0.0029520999126588657,9.60078053263995e-5
ALB,maiz,462504.59507759137,14565.42012705436,1.044660024326641e-4,0.007172192873353856,2.258701936034571e-4
ALB,ocer,129764.51280912082,4427.779735329319,1.7434475603588e-5,0.003937520980205511,1.3435472631283653e-4
ALB,pota,182372.0901188272,4304.848388487841,1.5231131656320877e-5,0.0035381342806525876,8.351679057029401e-5
ALB,soyb,1879.7199539593696,194.49558559029472,3.5411260592704856e-7,0.0018206716869810474,1.883858311878636e-4
ALB,spis,1228.5737539670208,38.828311052574826,3.0870358483080415e-7,0.007950476764565144,2.5126988415144903e-4
ALB,sugb,23171.246822548357,409.4168005086675,1.8695476628664283e-6,0.004566367722437539,8.068394753134898e-5
ALB,tnut,36258.97745657481,915.5511527728288,1.1776628488841858e-5,0.012862884234458426,3.2479207398901464e-4
ALB,vege,245091.6769514451,11239.363060723716,9.90138502307125e-5,0.008809560621519498,4.0398699565113365e-4
ALB,whea,944294.9757223036,33867.35872941768,8.557654708999166e-5,0.0025268149126627527,9.062480399679457e-5
ALB,xfru,307332.8488732477,3705.872182128051,1.1882065774152173e-4,0.032062805164880366,3.866188016580244e-4
ALB,xoil,476329.7982476639,17109.13984531324,8.200228243774033e-5,0.004792893341169543,1.721544248111555e-4
ALB,xpul,83248.91322166665,5400.915435378517,1.825381361123716e-5,0.0033797628993903813,2.1926789077273337e-4
ARE,bana,800.995326292085,10.63576892858196,1.5145729745203784e-7,0.014240371191688842,1.890863685224657e-4
ARE,barl,449.7186403719749,14.625690509776105,3.454345583215046e-8,0.0023618341854739046,7.681126093323283e-5
ARE,maiz,16776.467874755817,528.3327029493734,1.5993226545262727e-6,0.0030271127371033196,9.533130969319435e-5
ARE,ocer,228.7395417585307,7.80497137269527,5.0958446522735725e-8,0.006528972892970187,2.2277935039552584e-4
ARE,pota,480.3153160813098,11.337725049109348,2.08808849668794e-7,0.018417173530345693,4.3473285709974313e-4
ARE,sorg,351148.75829908805,10946.521639846977,3.241238086320622e-5,0.0029609753609055414,9.230384586921774e-5
ARE,sugc,17.56763349770962,0.09562306089344969,2.2717458856333212e-9,0.023757301475265145,1.2931428048800655e-4
ARE,tnut,1741.9861786435886,43.98572617999393,3.6465787759083175e-7,0.008290368473140939,2.09334541261846e-4
ARE,vege,76219.06770841125,3495.238127953355,1.9175925422616144e-5,0.005486300137680362,2.5158960873120155e-4
ARE,whea,260.96420700072326,9.359541924144072,6.73522295752221e-8,0.007196103198328421,2.5808991336131944e-4
ARE,xfru,120454.71632320435,1452.4636206798443,2.02553448234913e-4,0.13945509226599784,0.0016815734113010666
ARG,bana,107167.79896143053,1422.9945031200662,2.157228494992006e-5,0.01515978094266741,2.012944667985939e-4
ARG,barl,11755840.88534889,382321.91204943386,0.0012110782249005491,0.0031676924254970713,1.0301927669078065e-4
ARG,cass,207510.67688358756,1550.7161805592864,6.25544135039276e-5,0.040339047395098776,3.0145154188389214e-4
ARG,maiz,57150099.27890166,1799798.7807243736,0.007252163060245945,0.004029429921786664,1.2689677098991946e-4
ARG,ocer,2145074.4080777597,73193.48556281601,3.777241625252729e-4,0.005160625424800995,1.7608907229645166e-4
ARG,pota,1580036.847633976,37296.38166046518,2.4452204430017404e-4,0.006556186777747712,1.547571783951325e-4
ARG,rice,4522062.215543551,93731.06226952166,6.850258474953971e-4,0.007308418691827263,1.5148527703594567e-4
ARG,sorg,7645061.0663873,238323.00249764975,8.247389406435777e-4,0.0034605931110309462,1.0787865963159807e-4
ARG,soyb,163242598.48859248,16890795.205659896,0.02058591312520314,0.001218765183909462,1.2610625728701387e-4
ARG,spis,501681.2661611247,15855.325078250557,1.5622097344070057e-4,0.009852902584444372,3.1139487156079526e-4
ARG,sugb,14.03497793921667,0.2479864725057494,3.420899457298616e-8,0.13794701875197263,0.0024374099283333435
ARG,sugc,6930276.560905785,37722.454631031535,0.001041564308055513,0.027611254841266173,1.5029188213513096e-4
ARG,swpo,313938.2463018487,3373.1157591945057,3.15370081429248e-5,0.009349518485086257,1.0045608814608164e-4
ARG,tnut,500646.8972100194,12641.499458216458,1.4862139303324466e-4,0.011756626935315559,2.968587119214654e-4
ARG,vege,966556.2291074796,44324.134187939686,5.015084243860611e-4,0.011314567866336764,5.188610960059253e-4
ARG,whea,74851025.05579153,2684549.4067042596,0.007825264050569252,0.0029149264420415687,1.0454451418315987e-4
ARG,xfru,3071168.176938835,37032.672411299995,0.00105473598152294,0.02848122786842416,3.4343152857693407e-4
ARG,xmil,15066.727762240063,397.4106311573054,4.761358036020426e-6,0.011980952855123189,3.160180572156648e-4
ARG,xoil,27599537.789084073,991339.0962240994,0.003580226510979736,0.0036115054118378074,1.2972052424717619e-4
ARG,xpul,1942814.0122888444,126043.37739642168,2.812082346167766e-4,0.002231043315606679,1.4474274574820622e-4
ARG,yams,41.997534209103286,0.6468472221761683,2.974271938231295e-9,0.004598105760159321,7.082015633162098e-5
ARM,barl,388282.337106693,12627.667130359265,7.209833360304872e-5,0.005709552909397723,1.8568532923823777e-4
ARM,maiz,16090.861029309735,506.7412380165086,6.6184481783725455e-6,0.013060804374790059,4.1131721704121033e-4
ARM,ocer,92414.23135646836,3153.3263755870626,1.0744935288702878e-5,0.003407492282400507,1.1626927077125775e-4
ARM,pota,425112.5486111379,10034.67728325219,7.059652549184771e-5,0.007035256192012557,1.6606549423791366e-4
ARM,sugb,48928.77119945665,864.5309900979704,4.3699303082572944e-6,0.005054683242485136,8.93120796032953e-5
ARM,tnut,17419.073521913564,439.8373578604814,7.666192696766405e-6,0.01742960792156759,4.401033549299951e-4
ARM,vege,231243.86202352936,10604.332848729257,1.37158135617602e-4,0.012934159798090268,5.931320053963031e-4
ARM,whea,641200.5572371115,22996.806980616515,1.1760255524901581e-4,0.005113864518154208,1.834099392485824e-4
ARM,xfru,333232.64568379737,4018.17637243792,1.9780277727740681e-4,0.049227002237683094,5.935876326627998e-4
ARM,xoil,1039.8286072992405,37.34927590692098,1.0089022247002184e-07,0.002701263144202655,9.702581921848182e-5
ARM,xpul,17077.235081608887,1107.9147940377454,2.0217996713557357e-6,0.0018248692789698908,1.1839151137136288e-4
ASM,bana,175.97985349165154,2.336694105928403,2.6673113234849634e-7,0.11414893017951108,0.0015156912967946641
ASM,cass,34.59398857466786,0.25851902484475714,1.4990488686729177e-8,0.05798601745357461,4.333264045102409e-4
ASM,cnut,3762.8205908043674,39.26557156680398,3.1984494290423718e-6,0.08145684123305656,8.500137999825945e-4
ASM,orts,2891.66083875012,49.497919398809785,2.018107832100932e-6,0.040771568918702046,6.979061323710531e-4
ASM,vege,129.23495832707462,5.926429794934442,2.499766269340911e-7,0.04217996932111744,0.0019342802456084453
ASM,xfru,7.48790167282611,0.09029040212776246,1.0915609379351843e-8,0.12089445967807375,0.0014577661214442783
ASM,yams,297.3934514459568,4.580462438661532,1.7802926855945587e-7,0.03886709495897061,5.986321073778179e-4
ATG,bana,165.2396606724381,2.1940837743521175,4.7351340040503945e-8,0.021581372869176857,2.865615908905224e-4
ATG,cass,137.414347472907,1.0268900630437234,3.656325845094586e-8,0.03560581581885368,2.660803556786876e-4
ATG,maiz,101.84829551226458,3.207456161839101,4.601475984504931e-8,0.014346185114706363,4.517970537809168e-4
ATG,orts,35.81734187927565,0.613102296667096,1.190263923330675e-8,0.019413789995586458,3.3231497952654495e-4
ATG,swpo,254.27165522133544,2.7320268793210363,5.0798550227016456e-8,0.018593722708775445,1.9978062510663222e-4
ATG,vege,725.0269323541503,33.248134016176444,5.645662480589708e-7,0.0169803889681234,7.786831397088018e-4
ATG,xfru,4212.601620002528,50.796272559831294,2.439242684409811e-6,0.04802011174218946,5.790347401538404e-4
ATG,xoil,438.3559437379755,15.745168937631265,4.285244741877158e-7,0.027216251275877634,9.775719487993611e-4
ATG,yams,136.64289453268483,2.1045777668399337,3.527688269327053e-8,0.016761976320903305,2.581684383510504e-4
AUS,bana,216340.38601794155,2872.6089654710468,3.320169020262233e-5,0.011558026380098679,1.534696817998136e-4
AUS,barl,44112283.84493106,1434613.8969505858,0.005311780946803368,0.0037025857327146246,1.204150065200885e-4
AUS,maiz,619214.3783308193,19500.600999624858,2.9397819397703064e-4,0.01507534018990933,4.7475996079013994e-4
AUS,ocer,8553450.6011575,291857.8771582578,0.00158267393420718,0.005422755587812991,1.8503338687581876e-4
AUS,pota,732263.0485865361,17284.889385229006,3.261451835704668e-4,0.01886880362967077,4.4539347465369773e-4
AUS,rice,3838211.764009778,79556.5493591441,4.7759079838450723e-4,0.006003161301384593,1.24430549367492e-4
AUS,sorg,4720224.135541356,147145.71651887178,6.105764618783051e-4,0.004149468134874297,1.2935327737530813e-4
AUS,soyb,103517.13491438178,10710.970924894178,2.3505844472900658e-5,0.002194557770506962,2.270720155879716e-4
AUS,spis,4642.156401801522,146.71247219944237,7.355505348212171e-7,0.005013551498343661,1.5845018374128144e-4
AUS,sugc,10691226.567799857,58193.82612072814,0.0013501527047739686,0.023200961249273417,1.262860436276224e-4
AUS,swpo,67224.90384818641,722.2993224044064,8.46410931170672e-6,0.011718284995105908,1.259073472357977e-4
AUS,tnut,337655.21044422785,8525.905550761987,8.281521176261226e-5,0.009713362559500885,2.452656117868237e-4
AUS,vege,477885.1531116486,21914.75779169535,4.2308581564316723e-4,0.019305977262659806,8.853294832206714e-4
AUS,whea,112923824.45808874,4050039.204216378,0.01726793107390517,0.004263645412599471,1.5291663346306606e-4
AUS,xfru,1465505.011346122,17671.31067905054,7.352702435210537e-4,0.041608132915275015,5.017180001627426e-4
AUS,xmil,130808.7046891166,3450.302594678494,3.931626568901027e-5,0.01139501959904877,3.0056306866160277e-4
AUS,xoil,33661271.06086223,1209068.5824611054,0.004348142851623605,0.0035962747810159732,1.2917346002062194e-4
AUS,xpul,14227283.76885268,923019.3348723252,0.00181265364969777,0.001963830638443237,1.2740686691483247e-4
AUT,barl,2708029.384621358,88070.17569494457,1.9103894288215108e-4,0.0021691672734237225,7.054537294426829e-5
AUT,maiz,2947738.4455741644,92831.61581833567,3.104095924049644e-4,0.0033437917639224553,1.0530431995112185e-4
AUT,ocer,2705395.7169563975,92312.57508134616,2.1107178135818975e-4,0.0022864900169039,7.801881995867429e-5
AUT,pota,491449.2027894859,11600.53770987377,4.335702017479863e-5,0.003737500903763746,8.82227907354461e-5
AUT,sorg,44753.51645285866,1395.1219383017171,4.797994505968548e-6,0.0034391219679400565,1.072093298193124e-4
AUT,soyb,634292.2508513309,65630.54379715455,5.68000566899596e-5,8.654515626978883e-4,8.954871609060968e-5
AUT,sugb,2190668.0505015957,38707.295774008046,9.51576452093093e-5,0.0024583904224383373,4.343772904686364e-5
AUT,tnut,22492.197175455796,567.9354051571097,2.811003920144804e-6,0.004949513438710846,1.249768485584975e-4
AUT,vege,183961.7610912828,8436.08011464485,3.0915820422277625e-5,0.0036647139432220937,1.6805568852397011e-4
AUT,whea,4920792.722676132,176485.3744398084,4.148035934488115e-4,0.002350356763360486,8.429609146861688e-5
AUT,xfru,472061.4331845964,5692.197693503941,9.951503239870081e-5,0.01748270839438158,2.1080949512727114e-4
AUT,xmil,58970.146193051696,1555.4381407721778,5.029788381591408e-6,0.003233679469306592,8.529380892367629e-5
AUT,xoil,831024.4879486358,29849.30657603,1.3183376686144228e-4,0.004416644203296476,1.5864005065226272e-4
AUT,xpul,171900.04741447285,11152.309183316667,2.0432994641201958e-5,0.0018321761265163597,1.1886555558612159e-4
AZE,barl,2999661.3808337436,97554.59314275724,3.393726206202003e-4,0.003478796945250716,1.1313697698967378e-4
AZE,maiz,334863.6373805526,10545.688876676088,7.446874945682934e-5,0.0070615348440187685,2.2238529701031719e-4
AZE,ocer,56665.62469197639,1933.5248078955096,5.944649170493272e-6,0.0030745140409982933,1.0490750261392616e-4
AZE,pota,654100.5946484769,15439.8838602264,1.0561484914100691e-4,0.006840391423738225,1.614657592503273e-4
AZE,rice,46551.259385995385,964.8914110990224,1.027643075411873e-5,0.010650349496233733,2.207551608627439e-4
AZE,soyb,52.45247186716498,5.427284106855433,1.2135328633240274e-8,0.002235985512148079,2.3135856521638853e-4
AZE,sugb,276097.91516508156,4878.422206611722,1.681501197851224e-5,0.003446813593895762,6.0902350416005085e-5
AZE,tnut,169617.41202142846,4282.895657842207,6.83240654401301e-5,0.015952773753669474,4.0281280456925286e-4
AZE,vege,409061.0380751271,18758.635862749863,2.165779845444853e-4,0.01154550821973985,5.294515106195695e-4
AZE,whea,7506755.06184831,269231.51463240804,8.134019436039893e-4,0.003021198854504673,1.0835599895059235e-4
AZE,xfru,631421.9918391373,7613.794631193525,2.0551649042579648e-4,0.026992649576309896,3.254819963226026e-4
AZE,xmil,4901.494857536296,129.28528315415574,2.001044398551719e-6,0.015477743094438183,4.0825186126126645e-4
AZE,xoil,1295137.2359237731,46519.626044413555,2.30069612825766e-4,0.004945646222652613,1.776411074009975e-4
AZE,xpul,109809.33762287063,7124.068333923887,1.192950211010393e-5,0.0016745350480844201,1.0863832137003349e-4
BDI,bana,499080.84186135005,6626.890740163767,2.810522106966715e-4,0.042410871359820544,5.631396501786594e-4
BDI,cass,2244088.9005332533,16769.956230361324,1.7505534567391313e-4,0.01043862865646498,7.800731318278677e-5
BDI,maiz,303531.2321404917,9558.95349983936,1.416578420097395e-4,0.014819388127802912,4.6669939370249747e-4
BDI,ocer,50679.01655511995,1729.2518397480317,1.2681685018756121e-5,0.0073336252865308284,2.5023542051103454e-4
BDI,oilp,361839.54582508415,12996.799321823612,1.2252369539379153e-5,9.427220684099932e-4,3.386133351300976e-5
BDI,orts,51957.55940766784,889.381995722304,1.1679666516089026e-5,0.013132339728334037,2.2479243923773204e-4
BDI,plnt,712.0157819770628,7.381797829796492,1.337971964889583e-6,0.18125285949838452,0.001879132455708243
BDI,pota,144032.74683947925,3399.8576082415566,3.2962527507265564e-5,0.009695267068644719,2.2885439756280872e-4
BDI,rice,171662.59652119846,3558.1371411853065,5.730910717876443e-5,0.01610649193799014,3.3384737467656437e-4
BDI,sorg,88681.72766173861,2764.516256900456,5.26944368140243e-5,0.019060997265794594,5.941972287123034e-4
BDI,soyb,8020.719526466851,829.9079540384563,3.282606663848896e-6,0.003955386435176625,4.09265858632373e-4
BDI,sugc,79963.55434149588,435.25269507987105,1.0436718867069651e-5,0.023978527841520797,1.305184462223645e-4
BDI,swpo,475857.03813489026,5112.855452830397,1.184027669445629e-4,0.02315785533874559,2.488200393308032e-4
BDI,vege,158512.94447394105,7269.053584059124,6.063576759322463e-5,0.008341631670758014,3.825288073125973e-4
BDI,whea,26674.477618699704,956.6863381236442,1.1004510770638943e-5,0.011502736405980428,4.1254831408298737e-4
BDI,xfru,55187.61017733459,665.4616651103897,3.487000717559086e-5,0.05239972338572872,6.318448482103666e-4
BDI,xmil,35240.96254042061,929.5404673653755,8.571902043233565e-6,0.009221655585936095,2.432368875680334e-4
BDI,xoil,45422.48522290764,1631.5159258550802,1.615172163708927e-5,0.009899824685207486,3.5558868163698736e-4
BDI,xpul,1358016.87091656,88103.66400949932,2.903859697163522e-4,0.003295957926165736,2.1383089999490456e-4
BDI,yams,5791.894629006856,89.20692660804066,1.2164725525962507e-6,0.013636525759274438,2.1003015947561202e-4
BEL,barl,1348276.3772426725,43848.46711909235,7.207429660212155e-5,0.0016437130266462431,5.345661899789341e-5
BEL,maiz,861824.1246587577,27140.985375896144,1.4373259535188125e-4,0.005295776603583814,1.6677717789437917e-4
BEL,ocer,226991.2488599124,7745.316728290995,2.445538317883077e-5,0.003157441333483963,1.0773711894912479e-4
BEL,pota,3302831.109799767,77962.51702332833,2.46766674463153e-4,0.003165196351848341,7.471368237115618e-5
BEL,sugb,5059111.4546892885,89390.32245688369,1.6992164760646155e-4,0.0019008953423165146,3.358725126503415e-5
BEL,tnut,929.9034048803376,23.48036800886652,1.9234740292381426e-7,0.008191839363470841,2.0684664871032063e-4
BEL,vege,611975.2589316745,28063.833928869528,1.0110107201236648e-4,0.0036025395627916276,1.6520450873922367e-4
BEL,whea,5606929.623201848,201093.83381429617,3.7891061998164137e-4,0.0018842478299536196,6.75789862625855e-5
BEL,xfru,168376.23781470247,2030.309542688128,2.381852097731453e-5,0.01173147270232441,1.4146010913681739e-4
BEL,xoil,249724.28907166712,8969.768005731805,3.7088336316203715e-5,0.004134815559611325,1.4851713645507632e-4
BEL,xpul,22701.15617628539,1472.7762807782574,1.527140647595592e-6,0.0010369128478825086,6.72714920657173e-5
BEN,bana,13173.965952014694,174.92643607203914,5.023094975414051e-6,0.02871547084710177,3.812895064182149e-4
BEN,cass,4353615.557050067,32534.33601413951,2.8845719065983405e-4,0.008866238749561996,6.6256927576602e-5
BEN,cnut,29373.02085830399,306.5116778258124,1.784439177787267e-5,0.0582176571687212,6.075095872485964e-4
BEN,maiz,2050440.9692644952,64573.48636298757,0.0010157018652622615,0.015729394871955443,4.95357769615089e-4
BEN,ocer,4969.491358571758,169.5672619273426,1.0048725715229317e-6,0.005926100121575984,2.0220833461952818e-4
BEN,oilp,2524793.34527055,90687.24747244648,1.8623446664284429e-4,0.002053590464297948,7.376226137148975e-5
BEN,orts,2416.226962028367,41.359693990739856,5.96186166694866e-7,0.014414665805514613,2.4674261816629245e-4
BEN,plnt,331.16476189749187,3.433338673887327,1.2338126165812504e-7,0.03593623390448376,3.7256760336208797e-4
BEN,pota,23.621190447232756,0.5575723980828402,2.002374028371114e-8,0.035912359278473735,8.47702419081801e-4
BEN,rice,972886.388294323,20165.506420708152,9.894571511931864e-5,0.004906681392226794,1.0170325775940967e-4
BEN,sorg,414839.017284741,12931.967356958368,9.403688638778769e-5,0.0072716612864931795,2.266828395344544e-4
BEN,soyb,569897.2162807995,58967.5566157281,7.966019876909758e-5,0.0013509157126556307,1.3977994012493553e-4
BEN,spis,275945.0709833044,8721.072719458563,1.4105159128067332e-4,0.01617365154701179,5.111582199241653e-4
BEN,sugc,2834.9231798050596,15.430879286393004,7.673572253012647e-7,0.04972867787112577,2.706800772478185e-4
BEN,swpo,88089.09030979655,946.4749906623056,1.4589514296019372e-5,0.015414579825094173,1.6562226088054908e-4
BEN,tnut,476889.53549016814,12041.618230581153,6.448696924960751e-4,0.05355340786825064,0.0013522412309451277
BEN,vege,174585.49937165994,8006.105458099968,5.943488795173272e-5,0.0074236953613446375,3.404342752728102e-4
BEN,xfru,217559.5369446875,2623.370195785664,1.183356690135223e-4,0.04510826158032277,5.439231516824199e-4
BEN,xmil,85527.15578076312,2255.924544220266,2.2967442553187566e-5,0.010180944487718224,2.6853976779096203e-4
BEN,xoil,4110945.3046875377,147659.74829431713,6.466807371773924e-4,0.004379532977994929,1.57307064251137e-4
BEN,xpul,525110.948751899,34067.46969595587,1.1313378023202958e-4,0.003320874172391489,2.154473840260419e-4
BEN,yams,3120023.4603525004,48054.69050647349,2.1417946314762772e-4,0.0044569939144395365,6.864674765087495e-5
BFA,cass,4495.363821508277,33.593613206825154,2.62613007886523e-6,0.07817349276176354,5.841863268775684e-4
BFA,maiz,1864492.607494353,58717.50992525025,8.615470046216086e-4,0.014672744224310476,4.620812124213359e-4
BFA,ocer,37316.53580091427,1273.3019023084228,1.8192364236354803e-5,0.014287549718863294,4.875148200629353e-4
BFA,orts,28.406184755181535,0.4862420324672028,1.2557518430253637e-8,0.025825653875574086,4.420698709974783e-4
BFA,pota,1163.2228597842316,27.457589865486863,5.58299323160222e-7,0.020333151084829294,4.7995903662328477e-4
BFA,rice,835300.6936593245,17313.698396727144,2.895566813896285e-4,0.0167241380064911,3.46649635978542e-4
BFA,sorg,3968543.2391505847,123713.2224429771,0.0015595890890728098,0.012606486665495019,3.92987803102939e-4
BFA,soyb,59066.44717085523,6111.635516256277,1.7983245206293435e-5,0.0029424603542635985,3.0445787867137525e-4
BFA,spis,37293.18051899265,1178.6278264985149,4.039936158935748e-6,0.003427660596591929,1.0832908598070072e-4
BFA,sugb,8.125513835738424,0.1435711208202937,6.8984785964376405e-10,0.004804920764721469,8.489898283227433e-5
BFA,sugc,154388.44699839546,840.3576879320391,3.34103934322568e-5,0.03975734846250225,2.1640475101484781e-4
BFA,swpo,62261.77746099802,668.9729117847753,1.0515087299793659e-5,0.015718255723897855,1.6888511264203006e-4
BFA,tnut,461724.27504636766,11658.69039710735,3.050098906803453e-4,0.026161591078533282,6.605888127708151e-4
BFA,vege,90195.18040061022,4136.1517920935385,4.151813051399568e-5,0.01003786432436055,4.60314290958664e-4
BFA,xfru,46856.21087067201,565.000223901105,2.9377395547653754e-5,0.0519953697448372,6.269690826844366e-4
BFA,xmil,2396691.7239239416,63216.83020523987,0.0011252271630111917,0.01779948724664029,4.6949182148838615e-4
BFA,xoil,5430654.298265877,195061.95955490592,0.0013366078610710012,0.006852222053551009,2.4612280356306395e-4
BFA,xpul,1890502.1126100244,122649.55355541832,9.783279582045396e-4,0.007976612468976409,5.174963580727563e-4
BFA,yams,48932.34136655805,753.6573202117501,1.0496988982264385e-5,0.013928066112746197,2.1452047233199367e-4
BGD,bana,506686.1338625692,6727.875259928447,1.0570270796548428e-4,0.01571115751730041,2.0861575026672136e-4
BGD,barl,931.4935615504252,30.293911170364257,5.315223414916888e-7,0.017545517265913926,5.706130062852995e-4
BGD,cass,193.88550545069688,1.448896003779993,2.9158562370777032e-8,0.02012467581848932,1.503906251423821e-4
BGD,cnut,148808.18189287256,1552.8346820786164,6.3374478834257e-5,0.04081212222116539,4.258803382187713e-4
BGD,maiz,3870990.809562816,121907.12924655325,5.576157713312667e-4,0.004574103046947375,1.4404988251425041e-4
BGD,pota,6577046.964693885,155249.5779837992,0.0010734652449903572,0.0069144487149741364,1.6321386341815782e-4
BGD,rice,153079600.83959338,3172958.0254713017,0.02177849374452771,0.006863782492456009,1.4226907847341862e-4
BGD,sorg,300.1407945534943,9.356426941377064,1.243508560827491e-7,0.013290421318081422,4.143084123827291e-4
BGD,soyb,312054.85761709686,32288.475812948247,6.237196105704229e-5,0.0019317096730849723,1.9987498843416514e-4
BGD,spis,2389644.3504113173,75523.2267034816,4.53954460367399e-4,0.0060107927081785,1.8996737329940423e-4
BGD,sugc,1296082.1274894872,7054.754427566873,3.291738159141809e-4,0.04665985461207758,2.5397604745294267e-4
BGD,swpo,239987.07194149145,2578.5458888958046,3.394994666234389e-5,0.01316631470804736,1.4146573141498575e-4
BGD,tnut,1023586.41198839,25845.89487061341,6.927498357753478e-5,0.002680308959095083,6.767868620194279e-5
