livestock	term	estimate	std.error	statistic	p.value
goats	(Intercept)	0.0028323428571428305	0.0065669842379302065	0.43130038911674523	0.7082890162130617
goats	poly(temperature, 2, raw = TRUE)1	-1.3983999999999874e-4	3.864239429139203e-4	-0.361882338204777	0.7520980982380094
goats	poly(temperature, 2, raw = TRUE)2	5.217142857142842e-6	5.500731528345878e-6	0.948445280461031	0.44301038896274925
