Age_Weeks,10,21.1,32.2,37.8
1,30,30,34,38
2,45,61,98,182
3,72,95,197,360
4,98,133,273,492
5,133,174,356,644
6,163,216,416,757
7,189,254,462,837
8,216,288,473,863
