iso3c,country,animal,system_1,system_2,product,tonnes_per_head,gapfilled
SHN,St. Helena,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SHN,St. Helena,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SHN,St. Helena,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SHN,St. Helena,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SHN,St. Helena,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
SHN,St. Helena,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
SHN,St. Helena,cows,non-dairy,All systems,milk,0,rate gf with global mean
SHN,St. Helena,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
SHN,St. Helena,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
SHN,St. Helena,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
SHN,St. Helena,goats,non-dairy,All systems,milk,0,rate gf with global mean
SHN,St. Helena,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SHN,St. Helena,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
SHN,St. Helena,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
SHN,St. Helena,sheep,non-dairy,All systems,milk,0,rate gf with global mean
SHN,St. Helena,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
KNA,St. Kitts & Nevis,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
KNA,St. Kitts & Nevis,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
KNA,St. Kitts & Nevis,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
KNA,St. Kitts & Nevis,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
KNA,St. Kitts & Nevis,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
KNA,St. Kitts & Nevis,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
KNA,St. Kitts & Nevis,cows,non-dairy,All systems,milk,0,rate gf with global mean
KNA,St. Kitts & Nevis,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
KNA,St. Kitts & Nevis,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
KNA,St. Kitts & Nevis,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
KNA,St. Kitts & Nevis,goats,non-dairy,All systems,milk,0,rate gf with global mean
KNA,St. Kitts & Nevis,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
KNA,St. Kitts & Nevis,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
KNA,St. Kitts & Nevis,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
KNA,St. Kitts & Nevis,sheep,non-dairy,All systems,milk,0,rate gf with global mean
KNA,St. Kitts & Nevis,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
LCA,St. Lucia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
LCA,St. Lucia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
LCA,St. Lucia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
LCA,St. Lucia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
LCA,St. Lucia,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
LCA,St. Lucia,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
LCA,St. Lucia,cows,non-dairy,All systems,milk,0,rate gf with global mean
LCA,St. Lucia,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
LCA,St. Lucia,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
LCA,St. Lucia,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
LCA,St. Lucia,goats,non-dairy,All systems,milk,0,rate gf with global mean
LCA,St. Lucia,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
LCA,St. Lucia,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
LCA,St. Lucia,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
LCA,St. Lucia,sheep,non-dairy,All systems,milk,0,rate gf with global mean
LCA,St. Lucia,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
SPM,St. Pierre & Miquelon,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SPM,St. Pierre & Miquelon,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SPM,St. Pierre & Miquelon,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SPM,St. Pierre & Miquelon,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SPM,St. Pierre & Miquelon,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
SPM,St. Pierre & Miquelon,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
SPM,St. Pierre & Miquelon,cows,non-dairy,All systems,milk,0,rate gf with global mean
SPM,St. Pierre & Miquelon,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
SPM,St. Pierre & Miquelon,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
SPM,St. Pierre & Miquelon,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
SPM,St. Pierre & Miquelon,goats,non-dairy,All systems,milk,0,rate gf with global mean
SPM,St. Pierre & Miquelon,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SPM,St. Pierre & Miquelon,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
SPM,St. Pierre & Miquelon,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
SPM,St. Pierre & Miquelon,sheep,non-dairy,All systems,milk,0,rate gf with global mean
SPM,St. Pierre & Miquelon,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
VCT,St. Vincent & Grenadines,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
VCT,St. Vincent & Grenadines,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
VCT,St. Vincent & Grenadines,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
VCT,St. Vincent & Grenadines,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
VCT,St. Vincent & Grenadines,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
VCT,St. Vincent & Grenadines,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
VCT,St. Vincent & Grenadines,cows,non-dairy,All systems,milk,0,rate gf with global mean
VCT,St. Vincent & Grenadines,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
VCT,St. Vincent & Grenadines,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
VCT,St. Vincent & Grenadines,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
VCT,St. Vincent & Grenadines,goats,non-dairy,All systems,milk,0,rate gf with global mean
VCT,St. Vincent & Grenadines,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
VCT,St. Vincent & Grenadines,sheep,dairy,All systems,milk,0,NA
VCT,St. Vincent & Grenadines,sheep,dairy,All systems,meat,0,NA
VCT,St. Vincent & Grenadines,sheep,non-dairy,All systems,milk,0,NA
VCT,St. Vincent & Grenadines,sheep,non-dairy,All systems,meat,0.00779343245678652,NA
SDN,Sudan,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SDN,Sudan,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SDN,Sudan,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SDN,Sudan,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SDN,Sudan,cows,dairy,All systems,milk,0.11268441509997311,NA
SDN,Sudan,cows,dairy,All systems,meat,0.02142756771808387,NA
SDN,Sudan,cows,non-dairy,All systems,milk,0,NA
SDN,Sudan,cows,non-dairy,All systems,meat,0,NA
SDN,Sudan,goats,dairy,All systems,milk,0.027191320812291395,NA
SDN,Sudan,goats,dairy,All systems,meat,0.004518651571526421,NA
SDN,Sudan,goats,non-dairy,All systems,milk,0,NA
SDN,Sudan,goats,non-dairy,All systems,meat,0,NA
SDN,Sudan,sheep,dairy,All systems,milk,0.008365015572890376,NA
SDN,Sudan,sheep,dairy,All systems,meat,0.0048423105949741115,NA
SDN,Sudan,sheep,non-dairy,All systems,milk,0,NA
SDN,Sudan,sheep,non-dairy,All systems,meat,0,NA
SUR,Suriname,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SUR,Suriname,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SUR,Suriname,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SUR,Suriname,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SUR,Suriname,cows,dairy,All systems,milk,0,NA
SUR,Suriname,cows,dairy,All systems,meat,0,NA
SUR,Suriname,cows,non-dairy,All systems,milk,0,NA
SUR,Suriname,cows,non-dairy,All systems,meat,0.03475955901947932,NA
SUR,Suriname,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
SUR,Suriname,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
SUR,Suriname,goats,non-dairy,All systems,milk,0,rate gf with global mean
SUR,Suriname,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SUR,Suriname,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
SUR,Suriname,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
SUR,Suriname,sheep,non-dairy,All systems,milk,0,rate gf with global mean
SUR,Suriname,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
SJM,Svalbard & Jan Mayen,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SJM,Svalbard & Jan Mayen,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SJM,Svalbard & Jan Mayen,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SJM,Svalbard & Jan Mayen,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SJM,Svalbard & Jan Mayen,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
SJM,Svalbard & Jan Mayen,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
SJM,Svalbard & Jan Mayen,cows,non-dairy,All systems,milk,0,rate gf with global mean
SJM,Svalbard & Jan Mayen,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
SJM,Svalbard & Jan Mayen,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
SJM,Svalbard & Jan Mayen,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
SJM,Svalbard & Jan Mayen,goats,non-dairy,All systems,milk,0,rate gf with global mean
SJM,Svalbard & Jan Mayen,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SJM,Svalbard & Jan Mayen,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
SJM,Svalbard & Jan Mayen,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
SJM,Svalbard & Jan Mayen,sheep,non-dairy,All systems,milk,0,rate gf with global mean
SJM,Svalbard & Jan Mayen,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
SWZ,Swaziland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SWZ,Swaziland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SWZ,Swaziland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SWZ,Swaziland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SWZ,Swaziland,cows,dairy,All systems,milk,0.09152978411056098,NA
SWZ,Swaziland,cows,dairy,All systems,meat,0.02184792271535188,NA
SWZ,Swaziland,cows,non-dairy,All systems,milk,0,NA
SWZ,Swaziland,cows,non-dairy,All systems,meat,0.01244766903599822,NA
SWZ,Swaziland,goats,dairy,All systems,milk,0,NA
SWZ,Swaziland,goats,dairy,All systems,meat,0,NA
SWZ,Swaziland,goats,non-dairy,All systems,milk,0,NA
SWZ,Swaziland,goats,non-dairy,All systems,meat,0.00655201616097192,NA
SWZ,Swaziland,sheep,dairy,All systems,milk,0,NA
SWZ,Swaziland,sheep,dairy,All systems,meat,0,NA
SWZ,Swaziland,sheep,non-dairy,All systems,milk,0,NA
SWZ,Swaziland,sheep,non-dairy,All systems,meat,0.004654379875118443,NA
SWE,Sweden,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SWE,Sweden,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SWE,Sweden,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SWE,Sweden,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SWE,Sweden,cows,dairy,All systems,milk,2.8433930914093275,NA
SWE,Sweden,cows,dairy,All systems,meat,0.09902996549069874,NA
SWE,Sweden,cows,non-dairy,All systems,milk,0,NA
SWE,Sweden,cows,non-dairy,All systems,meat,0.09664542952210717,NA
SWE,Sweden,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
SWE,Sweden,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
SWE,Sweden,goats,non-dairy,All systems,milk,0,rate gf with global mean
SWE,Sweden,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
SWE,Sweden,sheep,dairy,All systems,milk,0,NA
SWE,Sweden,sheep,dairy,All systems,meat,0,NA
SWE,Sweden,sheep,non-dairy,All systems,milk,0,NA
SWE,Sweden,sheep,non-dairy,All systems,meat,0.011963072862515278,NA
CHE,Switzerland,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
CHE,Switzerland,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
CHE,Switzerland,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
CHE,Switzerland,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
CHE,Switzerland,cows,dairy,All systems,milk,2.2966722936358943,NA
CHE,Switzerland,cows,dairy,All systems,meat,0.08771612131180873,NA
CHE,Switzerland,cows,non-dairy,All systems,milk,0,NA
CHE,Switzerland,cows,non-dairy,All systems,meat,0,NA
CHE,Switzerland,goats,dairy,All systems,milk,0.25063998772692403,NA
CHE,Switzerland,goats,dairy,All systems,meat,0.010981511315653777,NA
CHE,Switzerland,goats,non-dairy,All systems,milk,0,NA
CHE,Switzerland,goats,non-dairy,All systems,meat,0,NA
CHE,Switzerland,sheep,dairy,All systems,milk,0.1432005702792495,NA
CHE,Switzerland,sheep,dairy,All systems,meat,0.012364704407518048,NA
CHE,Switzerland,sheep,non-dairy,All systems,milk,0,NA
CHE,Switzerland,sheep,non-dairy,All systems,meat,0.01236484253238122,NA
SYR,Syria,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
SYR,Syria,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
SYR,Syria,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
SYR,Syria,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
SYR,Syria,cows,dairy,All systems,milk,0.9423259696797672,NA
SYR,Syria,cows,dairy,All systems,meat,0.02829491278685898,NA
SYR,Syria,cows,non-dairy,All systems,milk,0,NA
SYR,Syria,cows,non-dairy,All systems,meat,0,NA
SYR,Syria,goats,dairy,All systems,milk,0.03247084657919071,NA
SYR,Syria,goats,dairy,All systems,meat,0.009070057173240477,NA
SYR,Syria,goats,non-dairy,All systems,milk,0,NA
SYR,Syria,goats,non-dairy,All systems,meat,0,NA
SYR,Syria,sheep,dairy,All systems,milk,0.02862384427613335,NA
SYR,Syria,sheep,dairy,All systems,meat,0.005749442571502482,NA
SYR,Syria,sheep,non-dairy,All systems,milk,0,NA
SYR,Syria,sheep,non-dairy,All systems,meat,0,NA
TJK,Tajikistan,buffaloes,dairy,All systems,milk,0,NA
TJK,Tajikistan,buffaloes,dairy,All systems,meat,0,NA
TJK,Tajikistan,buffaloes,non-dairy,All systems,milk,0,NA
TJK,Tajikistan,buffaloes,non-dairy,All systems,meat,0.03404829190693306,NA
TJK,Tajikistan,cows,dairy,All systems,milk,0.24146489439694938,NA
TJK,Tajikistan,cows,dairy,All systems,meat,0.06276630565032715,NA
TJK,Tajikistan,cows,non-dairy,All systems,milk,0,NA
TJK,Tajikistan,cows,non-dairy,All systems,meat,0,NA
TJK,Tajikistan,goats,dairy,All systems,milk,0.11329791632264326,NA
TJK,Tajikistan,goats,dairy,All systems,meat,0.006302768902019769,NA
TJK,Tajikistan,goats,non-dairy,All systems,milk,0,NA
TJK,Tajikistan,goats,non-dairy,All systems,meat,0.006302770054227466,NA
TJK,Tajikistan,sheep,dairy,All systems,milk,0,NA
TJK,Tajikistan,sheep,dairy,All systems,meat,0,NA
TJK,Tajikistan,sheep,non-dairy,All systems,milk,0,NA
TJK,Tajikistan,sheep,non-dairy,All systems,meat,0.00467462098077832,NA
TZA,Tanzania,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TZA,Tanzania,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TZA,Tanzania,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TZA,Tanzania,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TZA,Tanzania,cows,dairy,All systems,milk,0.07497054237513179,NA
TZA,Tanzania,cows,dairy,All systems,meat,0.015612634574701304,NA
TZA,Tanzania,cows,non-dairy,All systems,milk,0,NA
TZA,Tanzania,cows,non-dairy,All systems,meat,0.014817431239422842,NA
TZA,Tanzania,goats,dairy,All systems,milk,0.015430514959371058,NA
TZA,Tanzania,goats,dairy,All systems,meat,0.003490454121240027,NA
TZA,Tanzania,goats,non-dairy,All systems,milk,0,NA
TZA,Tanzania,goats,non-dairy,All systems,meat,0.003980794738981852,NA
TZA,Tanzania,sheep,dairy,All systems,milk,0,NA
TZA,Tanzania,sheep,dairy,All systems,meat,0,NA
TZA,Tanzania,sheep,non-dairy,All systems,milk,0,NA
TZA,Tanzania,sheep,non-dairy,All systems,meat,0.0037579213942270694,NA
THA,Thailand,buffaloes,dairy,All systems,milk,0,NA
THA,Thailand,buffaloes,dairy,All systems,meat,0,NA
THA,Thailand,buffaloes,non-dairy,All systems,milk,0,NA
THA,Thailand,buffaloes,non-dairy,All systems,meat,0.01936819115421836,NA
THA,Thailand,cows,dairy,All systems,milk,1.003088537743017,NA
THA,Thailand,cows,dairy,All systems,meat,0.017404048513465123,NA
THA,Thailand,cows,non-dairy,All systems,milk,0,NA
THA,Thailand,cows,non-dairy,All systems,meat,0.027599295160051114,NA
THA,Thailand,goats,dairy,All systems,milk,0,NA
THA,Thailand,goats,dairy,All systems,meat,0,NA
THA,Thailand,goats,non-dairy,All systems,milk,0,NA
THA,Thailand,goats,non-dairy,All systems,meat,0.0030025856125484537,NA
THA,Thailand,sheep,dairy,All systems,milk,0,NA
THA,Thailand,sheep,dairy,All systems,meat,0,NA
THA,Thailand,sheep,non-dairy,All systems,milk,0,NA
THA,Thailand,sheep,non-dairy,All systems,meat,0.003945126623369573,NA
TLS,Timor-Leste,buffaloes,dairy,All systems,milk,0,NA
TLS,Timor-Leste,buffaloes,dairy,All systems,meat,0,NA
TLS,Timor-Leste,buffaloes,non-dairy,All systems,milk,0,NA
TLS,Timor-Leste,buffaloes,non-dairy,All systems,meat,0.016893279214733912,NA
TLS,Timor-Leste,cows,dairy,All systems,milk,0,NA
TLS,Timor-Leste,cows,dairy,All systems,meat,0,NA
TLS,Timor-Leste,cows,non-dairy,All systems,milk,0,NA
TLS,Timor-Leste,cows,non-dairy,All systems,meat,0.02272082902281455,NA
TLS,Timor-Leste,goats,dairy,All systems,milk,0.00968509768847012,NA
TLS,Timor-Leste,goats,dairy,All systems,meat,0.006327586160031652,NA
TLS,Timor-Leste,goats,non-dairy,All systems,milk,0,NA
TLS,Timor-Leste,goats,non-dairy,All systems,meat,0.006327596551733244,NA
TLS,Timor-Leste,sheep,dairy,All systems,milk,0,NA
TLS,Timor-Leste,sheep,dairy,All systems,meat,0,NA
TLS,Timor-Leste,sheep,non-dairy,All systems,milk,0,NA
TLS,Timor-Leste,sheep,non-dairy,All systems,meat,0.003945130698011471,NA
TGO,Togo,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TGO,Togo,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TGO,Togo,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TGO,Togo,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TGO,Togo,cows,dairy,All systems,milk,0.07083616362852073,NA
TGO,Togo,cows,dairy,All systems,meat,0.009960717799741163,NA
TGO,Togo,cows,non-dairy,All systems,milk,0,NA
TGO,Togo,cows,non-dairy,All systems,meat,0.010215087961831747,NA
TGO,Togo,goats,dairy,All systems,milk,0,NA
TGO,Togo,goats,dairy,All systems,meat,0,NA
TGO,Togo,goats,non-dairy,All systems,milk,0,NA
TGO,Togo,goats,non-dairy,All systems,meat,0.0038160955336370493,NA
TGO,Togo,sheep,dairy,All systems,milk,0,NA
TGO,Togo,sheep,dairy,All systems,meat,0,NA
TGO,Togo,sheep,non-dairy,All systems,milk,0,NA
TGO,Togo,sheep,non-dairy,All systems,meat,0.0035379340078248857,NA
TKL,Tokelau,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TKL,Tokelau,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TKL,Tokelau,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TKL,Tokelau,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TKL,Tokelau,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
TKL,Tokelau,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
TKL,Tokelau,cows,non-dairy,All systems,milk,0,rate gf with global mean
TKL,Tokelau,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
TKL,Tokelau,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
TKL,Tokelau,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
TKL,Tokelau,goats,non-dairy,All systems,milk,0,rate gf with global mean
TKL,Tokelau,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
TKL,Tokelau,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
TKL,Tokelau,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
TKL,Tokelau,sheep,non-dairy,All systems,milk,0,rate gf with global mean
TKL,Tokelau,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
TON,Tonga,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TON,Tonga,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TON,Tonga,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TON,Tonga,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TON,Tonga,cows,dairy,All systems,milk,0.8080599509240552,rate gf with global mean
TON,Tonga,cows,dairy,All systems,meat,0.039051365221052056,rate gf with global mean
TON,Tonga,cows,non-dairy,All systems,milk,0,rate gf with global mean
TON,Tonga,cows,non-dairy,All systems,meat,0.02339309454544167,rate gf with global mean
TON,Tonga,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
TON,Tonga,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
TON,Tonga,goats,non-dairy,All systems,milk,0,rate gf with global mean
TON,Tonga,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
TON,Tonga,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
TON,Tonga,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
TON,Tonga,sheep,non-dairy,All systems,milk,0,rate gf with global mean
TON,Tonga,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
TTO,Trinidad & Tobago,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TTO,Trinidad & Tobago,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TTO,Trinidad & Tobago,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TTO,Trinidad & Tobago,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TTO,Trinidad & Tobago,cows,dairy,All systems,milk,0.1799564821511863,NA
TTO,Trinidad & Tobago,cows,dairy,All systems,meat,0.020384534608740595,NA
TTO,Trinidad & Tobago,cows,non-dairy,All systems,milk,0,NA
TTO,Trinidad & Tobago,cows,non-dairy,All systems,meat,0,NA
TTO,Trinidad & Tobago,goats,dairy,All systems,milk,0.04908715204938509,rate gf with global mean
TTO,Trinidad & Tobago,goats,dairy,All systems,meat,0.004630891527368827,rate gf with global mean
TTO,Trinidad & Tobago,goats,non-dairy,All systems,milk,0,rate gf with global mean
TTO,Trinidad & Tobago,goats,non-dairy,All systems,meat,0.004337048018707056,rate gf with global mean
TTO,Trinidad & Tobago,sheep,dairy,All systems,milk,0.022573503367670982,rate gf with global mean
TTO,Trinidad & Tobago,sheep,dairy,All systems,meat,0.0033317425066137544,rate gf with global mean
TTO,Trinidad & Tobago,sheep,non-dairy,All systems,milk,0,rate gf with global mean
TTO,Trinidad & Tobago,sheep,non-dairy,All systems,meat,0.0060631695734751365,rate gf with global mean
TUN,Tunisia,buffaloes,dairy,All systems,milk,0.05744750998860241,rate gf with global mean
TUN,Tunisia,buffaloes,dairy,All systems,meat,0.004425067881649755,rate gf with global mean
TUN,Tunisia,buffaloes,non-dairy,All systems,milk,0,rate gf with global mean
TUN,Tunisia,buffaloes,non-dairy,All systems,meat,0.00923563727158656,rate gf with global mean
TUN,Tunisia,cows,dairy,All systems,milk,0.5323288133839378,NA
TUN,Tunisia,cows,dairy,All systems,meat,0.02142756403648716,NA
TUN,Tunisia,cows,non-dairy,All systems,milk,0,NA
TUN,Tunisia,cows,non-dairy,All systems,meat,0,NA
TUN,Tunisia,goats,dairy,All systems,milk,0.010959614124785818,NA
TUN,Tunisia,goats,dairy,All systems,meat,0.004341519419846829,NA
TUN,Tunisia,goats,non-dairy,All systems,milk,0,NA
TUN,Tunisia,goats,non-dairy,All systems,meat,0.004341513747016613,NA
TUN,Tunisia,sheep,dairy,All systems,milk,0.03151395199888651,NA
TUN,Tunisia,sheep,dairy,All systems,meat,0.006178185611191595,NA
TUN,Tunisia,sheep,non-dairy,All systems,milk,0,NA
TUN,Tunisia,sheep,non-dairy,All systems,meat,0.006178189320085938,NA
TUR,Turkey,buffaloes,dairy,All systems,milk,0.19264227948541443,NA
TUR,Turkey,buffaloes,dairy,All systems,meat,0.015436417143500147,NA
TUR,Turkey,buffaloes,non-dairy,All systems,milk,0,NA
TUR,Turkey,buffaloes,non-dairy,All systems,meat,0,NA
TUR,Turkey,cows,dairy,All systems,milk,1.0129524259038283,NA
TUR,Turkey,cows,dairy,All systems,meat,0.03093090898769423,NA
TUR,Turkey,cows,non-dairy,All systems,milk,0,NA
TUR,Turkey,cows,non-dairy,All systems,meat,0,NA
TUR,Turkey,goats,dairy,All systems,milk,0.03806950893011555,NA
TUR,Turkey,goats,dairy,All systems,meat,0.006489821531869041,NA
TUR,Turkey,goats,non-dairy,All systems,milk,0,NA
TUR,Turkey,goats,non-dairy,All systems,meat,0,NA
TUR,Turkey,sheep,dairy,All systems,milk,0.03669156837918712,NA
TUR,Turkey,sheep,dairy,All systems,meat,0.005749442461879047,NA
TUR,Turkey,sheep,non-dairy,All systems,milk,0,NA
