Country,Species,Production_system,Variable,Unit,Value,iso3c
Afghanistan,Chickens,Backyard,EMSS: Total CO2,kg CO2-eq/year,4505438.010661608,AFG
Afghanistan,Chickens,Backyard,EMSS: Total CH4,kg CO2-eq/year,10183184.880048446,AFG
Afghanistan,Chickens,Backyard,EMSS: Total N2O,kg CO2-eq/year,43187599.176935226,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,3145953.9426929173,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,338048.98820457247,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,4505438.010661608,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,5922825.02031204,AFG
Afghanistan,Chickens,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,4260359.859736406,AFG
Afghanistan,Chickens,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,39703596.24603774,AFG
Afghanistan,Chickens,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Backyard,PROD: Eggs - shell weight,kg eggs/year,15603421.558620885,AFG
Afghanistan,Chickens,Backyard,PROD: Eggs - protein amount,kg protein/year,1934824.27326899,AFG
Afghanistan,Chickens,Backyard,PROD: Meat - carcass weight,kg CW/year,4082313.514707176,AFG
Afghanistan,Chickens,Backyard,PROD: Meat - protein amount,kg protein/year,581729.6758457726,AFG
Afghanistan,Chickens,Backyard,HERD: total number of animals,heads/year,12646866.553983068,AFG
Afghanistan,Chickens,Backyard,HERD: adult females,heads/year,492442,AFG
Afghanistan,Chickens,Backyard,HERD: adult males,heads/year,44763,AFG
Afghanistan,Chickens,Backyard,HERD: replacement females,heads/year,187079.16769726758,AFG
Afghanistan,Chickens,Backyard,HERD: replacement males,heads/year,16432.736007610594,AFG
Afghanistan,Chickens,Backyard,HERD: fattening animals,heads/year,11906149.65027819,AFG
Afghanistan,Chickens,Backyard,INTAKE: Total intake,kg DM/year,250768519.66184598,AFG
Afghanistan,Chickens,Backyard,INTAKE: Total intake - Swill & Roughages,kg DM/year,111521826.97701143,AFG
Afghanistan,Chickens,Backyard,INTAKE: Total intake - Grains & Food crops,kg DM/year,71401636.55124716,AFG
Afghanistan,Chickens,Backyard,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,67845056.1335874,AFG
Afghanistan,Chickens,Backyard,INTAKE: Total intake - Additives,kg DM/year,0,AFG
Afghanistan,Chickens,Backyard,EI: Emission intensity of egss,kg CO2-eq/kg protein,21.406046714459144,AFG
Afghanistan,Chickens,Backyard,EI: Emission intensity of meat,kg CO2-eq/kg protein,28.293697181340765,AFG
Afghanistan,Chickens,Layers,EMSS: Total GHG emissions,kg CO2-eq/year,848981.8095466517,AFG
Afghanistan,Chickens,Layers,EMSS: Total CO2,kg CO2-eq/year,575266.6101863388,AFG
Afghanistan,Chickens,Layers,EMSS: Total CH4,kg CO2-eq/year,51509.56014662744,AFG
Afghanistan,Chickens,Layers,EMSS: Total N2O,kg CO2-eq/year,222205.63921368544,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,57142.8568400955,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,5072.790867865921,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - CO2 feed production,kg CO2-eq/year,546368.4441879679,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,27277.52701239402,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Layers,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Layers,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Layers,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,51509.56014662744,AFG
Afghanistan,Chickens,Layers,EMSS: Manure - N2O from manure management,kg CO2-eq/year,159989.99150572403,AFG
Afghanistan,Chickens,Layers,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Layers,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,1620.6389859768003,AFG
Afghanistan,Chickens,Layers,PROD: Eggs - shell weight,kg eggs/year,546439.1656982697,AFG
Afghanistan,Chickens,Layers,PROD: Eggs - protein amount,kg protein/year,67758.45654658545,AFG
Afghanistan,Chickens,Layers,PROD: Meat - carcass weight,kg CW/year,38140.88132383782,AFG
Afghanistan,Chickens,Layers,PROD: Meat - protein amount,kg protein/year,5435.07558864689,AFG
Afghanistan,Chickens,Layers,HERD: total number of animals,heads/year,18867.294442762846,AFG
Afghanistan,Chickens,Layers,HERD: adult females,heads/year,233,AFG
Afghanistan,Chickens,Layers,HERD: adult males,heads/year,23,AFG
Afghanistan,Chickens,Layers,HERD: replacement females,heads/year,44.23994169231313,AFG
Afghanistan,Chickens,Layers,HERD: replacement males,heads/year,4.253788754250999,AFG
Afghanistan,Chickens,Layers,HERD: fattening animals,heads/year,18562.800712316282,AFG
Afghanistan,Chickens,Layers,INTAKE: Total intake,kg DM/year,1368090.068029231,AFG
Afghanistan,Chickens,Layers,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,AFG
Afghanistan,Chickens,Layers,INTAKE: Total intake - Grains & Food crops,kg DM/year,943982.1469401694,AFG
Afghanistan,Chickens,Layers,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,314660.71564672305,AFG
Afghanistan,Chickens,Layers,INTAKE: Total intake - Additives,kg DM/year,109447.20544233848,AFG
Afghanistan,Chickens,Layers,EI: Emission intensity of egss,kg CO2-eq/kg protein,10.842745894409678,AFG
Afghanistan,Chickens,Layers,EI: Emission intensity of meat,kg CO2-eq/kg protein,21.02897763802398,AFG
Afghanistan,Chickens,Broilers,EMSS: Total GHG emissions,kg CO2-eq/year,4498950.366588077,AFG
Afghanistan,Chickens,Broilers,EMSS: Total CO2,kg CO2-eq/year,3511272.18598412,AFG
Afghanistan,Chickens,Broilers,EMSS: Total CH4,kg CO2-eq/year,114772.16515187951,AFG
Afghanistan,Chickens,Broilers,EMSS: Total N2O,kg CO2-eq/year,872906.0154520769,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,451429.9306077644,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,37266.550944070405,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - CO2 feed production,kg CO2-eq/year,2758477.573003818,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,666034.6680503744,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Broilers,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Broilers,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Broilers,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,114772.16515187951,AFG
Afghanistan,Chickens,Broilers,EMSS: Manure - N2O from manure management,kg CO2-eq/year,384209.5339002422,AFG
Afghanistan,Chickens,Broilers,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,AFG
Afghanistan,Chickens,Broilers,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,86759.94492992751,AFG
Afghanistan,Chickens,Broilers,PROD: Eggs - shell weight,kg eggs/year,0,AFG
Afghanistan,Chickens,Broilers,PROD: Eggs - protein amount,kg protein/year,0,AFG
Afghanistan,Chickens,Broilers,PROD: Meat - carcass weight,kg CW/year,2408262.2886719783,AFG
Afghanistan,Chickens,Broilers,PROD: Meat - protein amount,kg protein/year,343177.37613575696,AFG
Afghanistan,Chickens,Broilers,HERD: total number of animals,heads/year,280950.15749143437,AFG
Afghanistan,Chickens,Broilers,HERD: adult females,heads/year,8555,AFG
Afghanistan,Chickens,Broilers,HERD: adult males,heads/year,855,AFG
Afghanistan,Chickens,Broilers,HERD: replacement females,heads/year,2650.2493192929533,AFG
Afghanistan,Chickens,Broilers,HERD: replacement males,heads/year,258.0015353121801,AFG
Afghanistan,Chickens,Broilers,HERD: fattening animals,heads/year,268631.90663682926,AFG
Afghanistan,Chickens,Broilers,INTAKE: Total intake,kg DM/year,9700838.439132389,AFG
Afghanistan,Chickens,Broilers,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,AFG
Afghanistan,Chickens,Broilers,INTAKE: Total intake - Grains & Food crops,kg DM/year,6887595.291783996,AFG
Afghanistan,Chickens,Broilers,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,2619226.378565745,AFG
Afghanistan,Chickens,Broilers,INTAKE: Total intake - Additives,kg DM/year,194016.76878264776,AFG
Afghanistan,Chickens,Broilers,EI: Emission intensity of egss,kg CO2-eq/kg protein,0,AFG
Afghanistan,Chickens,Broilers,EI: Emission intensity of meat,kg CO2-eq/kg protein,12.856880227188222,AFG
Albania,Chickens,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,71731146.69008002,ALB
Albania,Chickens,All systems,EMSS: Total CO2,kg CO2-eq/year,30892625.707009062,ALB
Albania,Chickens,All systems,EMSS: Total CH4,kg CO2-eq/year,9534250.761448653,ALB
Albania,Chickens,All systems,EMSS: Total N2O,kg CO2-eq/year,31304270.221622292,ALB
Albania,Chickens,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,7288321.103255428,ALB
Albania,Chickens,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,2700014.154240753,ALB
Albania,Chickens,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,23061904.19019623,ALB
Albania,Chickens,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,35150.29397019222,ALB
Albania,Chickens,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,ALB
Albania,Chickens,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Chickens,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,5128855.946219185,ALB
Albania,Chickens,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,ALB
Albania,Chickens,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,4405394.815229468,ALB
Albania,Chickens,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,21315934.964126114,ALB
Albania,Chickens,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,7490894.338559385,ALB
Albania,Chickens,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,304676.8842832529,ALB
Albania,Chickens,All systems,PROD: Eggs - shell weight,kg eggs/year,27422701.33887288,ALB
Albania,Chickens,All systems,PROD: Eggs - protein amount,kg protein/year,3400414.966020237,ALB
Albania,Chickens,All systems,PROD: Meat - carcass weight,kg CW/year,16652186.976123562,ALB
Albania,Chickens,All systems,PROD: Meat - protein amount,kg protein/year,2372936.6440976076,ALB
Albania,Chickens,All systems,HERD: total number of animals,heads/year,4161729.552246642,ALB
Albania,Chickens,All systems,HERD: adult females,heads/year,120932,ALB
Albania,Chickens,All systems,HERD: adult males,heads/year,5359,ALB
Albania,Chickens,All systems,HERD: replacement females,heads/year,34946.049237895466,ALB
Albania,Chickens,All systems,HERD: replacement males,heads/year,1589.6035376542281,ALB
Albania,Chickens,All systems,HERD: fattening animals,heads/year,3998902.899471092,ALB
Albania,Chickens,All systems,INTAKE: Total intake,kg DM/year,182784140.20379063,ALB
Albania,Chickens,All systems,INTAKE: Total intake - Swill & Roughages,kg DM/year,31906971.08605686,ALB
Albania,Chickens,All systems,INTAKE: Total intake - Grains & Food crops,kg DM/year,120537260.07825792,ALB
Albania,Chickens,All systems,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,26796985.932318635,ALB
Albania,Chickens,All systems,INTAKE: Total intake - Additives,kg DM/year,3542923.1071572257,ALB
Albania,Chickens,All systems,EI: Emission intensity of egss,kg CO2-eq/kg protein,11.953974557233904,ALB
Albania,Chickens,All systems,EI: Emission intensity of meat,kg CO2-eq/kg protein,10.744421248763965,ALB
Albania,Chickens,Backyard,EMSS: Total GHG emissions,kg CO2-eq/year,32316690.51695208,ALB
Albania,Chickens,Backyard,EMSS: Total CO2,kg CO2-eq/year,5943597.278925795,ALB
Albania,Chickens,Backyard,EMSS: Total CH4,kg CO2-eq/year,8043537.566501088,ALB
Albania,Chickens,Backyard,EMSS: Total N2O,kg CO2-eq/year,18329555.671525195,ALB
Albania,Chickens,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,2177239.5188877955,ALB
Albania,Chickens,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,1025171.6059350186,ALB
Albania,Chickens,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,5943597.278925795,ALB
Albania,Chickens,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,5128855.946219185,ALB
Albania,Chickens,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,2914681.6202819035,ALB
Albania,Chickens,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,15127144.546702383,ALB
Albania,Chickens,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,ALB
Albania,Chickens,Backyard,PROD: Eggs - shell weight,kg eggs/year,14227295.798559159,ALB
Albania,Chickens,Backyard,PROD: Eggs - protein amount,kg protein/year,1764184.679021336,ALB
Albania,Chickens,Backyard,PROD: Meat - carcass weight,kg CW/year,3152748.3032938396,ALB
Albania,Chickens,Backyard,PROD: Meat - protein amount,kg protein/year,449266.63321937213,ALB
Albania,Chickens,Backyard,HERD: total number of animals,heads/year,2618194.4384526364,ALB
Albania,Chickens,Backyard,HERD: adult females,heads/year,84177,ALB
Albania,Chickens,Backyard,HERD: adult males,heads/year,1684,ALB
Albania,Chickens,Backyard,HERD: replacement females,heads/year,23275.350580593495,ALB
Albania,Chickens,Backyard,HERD: replacement males,heads/year,453.1473654550578,ALB
Albania,Chickens,Backyard,HERD: fattening animals,heads/year,2508604.9405065877,ALB
Albania,Chickens,Backyard,INTAKE: Total intake,kg DM/year,106478106.82092562,ALB
Albania,Chickens,Backyard,INTAKE: Total intake - Swill & Roughages,kg DM/year,31906971.08605686,ALB
Albania,Chickens,Backyard,INTAKE: Total intake - Grains & Food crops,kg DM/year,47774149.80255014,ALB
Albania,Chickens,Backyard,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,26796985.932318635,ALB
Albania,Chickens,Backyard,INTAKE: Total intake - Additives,kg DM/year,0,ALB
Albania,Chickens,Backyard,EI: Emission intensity of egss,kg CO2-eq/kg protein,13.801042271959107,ALB
Albania,Chickens,Backyard,EI: Emission intensity of meat,kg CO2-eq/kg protein,17.73802592267027,ALB
Albania,Chickens,Layers,EMSS: Total GHG emissions,kg CO2-eq/year,19922873.773037564,ALB
Albania,Chickens,Layers,EMSS: Total CO2,kg CO2-eq/year,10820744.30829205,ALB
Albania,Chickens,Layers,EMSS: Total CH4,kg CO2-eq/year,787575.0681314598,ALB
Albania,Chickens,Layers,EMSS: Total N2O,kg CO2-eq/year,8314554.396614054,ALB
Albania,Chickens,Layers,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,2549755.175631184,ALB
Albania,Chickens,Layers,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,863138.0832178699,ALB
Albania,Chickens,Layers,EMSS: Feed - CO2 feed production,kg CO2-eq/year,8593289.21235612,ALB
Albania,Chickens,Layers,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,18725.67451701689,ALB
Albania,Chickens,Layers,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,ALB
Albania,Chickens,Layers,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Chickens,Layers,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,ALB
Albania,Chickens,Layers,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,ALB
Albania,Chickens,Layers,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,787575.0681314598,ALB
Albania,Chickens,Layers,EMSS: Manure - N2O from manure management,kg CO2-eq/year,4901661.137765001,ALB
Albania,Chickens,Layers,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,2071678.6698292543,ALB
Albania,Chickens,Layers,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,137050.75158965812,ALB
Albania,Chickens,Layers,PROD: Eggs - shell weight,kg eggs/year,13195405.54031372,ALB
Albania,Chickens,Layers,PROD: Eggs - protein amount,kg protein/year,1636230.2869989013,ALB
Albania,Chickens,Layers,PROD: Meat - carcass weight,kg CW/year,1550236.4219030337,ALB
Albania,Chickens,Layers,PROD: Meat - protein amount,kg protein/year,220908.69012118233,ALB
Albania,Chickens,Layers,HERD: total number of animals,heads/year,252825.98107113785,ALB
Albania,Chickens,Layers,HERD: adult females,heads/year,6681,ALB
Albania,Chickens,Layers,HERD: adult males,heads/year,668,ALB
Albania,Chickens,Layers,HERD: replacement females,heads/year,2121.396754983933,ALB
Albania,Chickens,Layers,HERD: replacement males,heads/year,206.57216953171312,ALB
Albania,Chickens,Layers,HERD: fattening animals,heads/year,243149.0121466222,ALB
Albania,Chickens,Layers,INTAKE: Total intake,kg DM/year,33613373.99166542,ALB
Albania,Chickens,Layers,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,ALB
Albania,Chickens,Layers,INTAKE: Total intake - Grains & Food crops,kg DM/year,30924304.07233219,ALB
Albania,Chickens,Layers,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,ALB
Albania,Chickens,Layers,INTAKE: Total intake - Additives,kg DM/year,2689069.919333234,ALB
Albania,Chickens,Layers,EI: Emission intensity of egss,kg CO2-eq/kg protein,9.962464811127274,ALB
Albania,Chickens,Layers,EI: Emission intensity of meat,kg CO2-eq/kg protein,16.395856197071474,ALB
Albania,Chickens,Broilers,EMSS: Total GHG emissions,kg CO2-eq/year,19491582.400090367,ALB
Albania,Chickens,Broilers,EMSS: Total CO2,kg CO2-eq/year,14128284.119791215,ALB
Albania,Chickens,Broilers,EMSS: Total CH4,kg CO2-eq/year,703138.1268161051,ALB
Albania,Chickens,Broilers,EMSS: Total N2O,kg CO2-eq/year,4660160.153483044,ALB
Albania,Chickens,Broilers,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,2561326.4087364483,ALB
Albania,Chickens,Broilers,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,811704.4650878647,ALB
Albania,Chickens,Broilers,EMSS: Feed - CO2 feed production,kg CO2-eq/year,8525017.698914314,ALB
Albania,Chickens,Broilers,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,16424.61945317533,ALB
Albania,Chickens,Broilers,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,ALB
Albania,Chickens,Broilers,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,ALB
Albania,Chickens,Broilers,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,ALB
Albania,Chickens,Broilers,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,ALB
Albania,Chickens,Broilers,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,703138.1268161051,ALB
Albania,Chickens,Broilers,EMSS: Manure - N2O from manure management,kg CO2-eq/year,1287129.2796587318,ALB
Albania,Chickens,Broilers,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,5419215.668730131,ALB
Albania,Chickens,Broilers,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,167626.13269359473,ALB
Albania,Chickens,Broilers,PROD: Eggs - shell weight,kg eggs/year,0,ALB
Albania,Chickens,Broilers,PROD: Eggs - protein amount,kg protein/year,0,ALB
Albania,Chickens,Broilers,PROD: Meat - carcass weight,kg CW/year,11949202.250926688,ALB
Albania,Chickens,Broilers,PROD: Meat - protein amount,kg protein/year,1702761.3207570529,ALB
Albania,Chickens,Broilers,HERD: total number of animals,heads/year,1290709.1327228677,ALB
Albania,Chickens,Broilers,HERD: adult females,heads/year,30074,ALB
Albania,Chickens,Broilers,HERD: adult males,heads/year,3007,ALB
Albania,Chickens,Broilers,HERD: replacement females,heads/year,9549.301902318037,ALB
Albania,Chickens,Broilers,HERD: replacement males,heads/year,929.8840026674571,ALB
Albania,Chickens,Broilers,HERD: fattening animals,heads/year,1247148.9468178821,ALB
Albania,Chickens,Broilers,INTAKE: Total intake,kg DM/year,42692659.39119958,ALB
Albania,Chickens,Broilers,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,ALB
Albania,Chickens,Broilers,INTAKE: Total intake - Grains & Food crops,kg DM/year,41838806.20337559,ALB
Albania,Chickens,Broilers,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,ALB
Albania,Chickens,Broilers,INTAKE: Total intake - Additives,kg DM/year,853853.1878239916,ALB
Albania,Chickens,Broilers,EI: Emission intensity of egss,kg CO2-eq/kg protein,0,ALB
Albania,Chickens,Broilers,EI: Emission intensity of meat,kg CO2-eq/kg protein,8.165995098176502,ALB
Algeria,Chickens,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,3939730293.7903504,DZA
Algeria,Chickens,All systems,EMSS: Total CO2,kg CO2-eq/year,3531506318.9008837,DZA
Algeria,Chickens,All systems,EMSS: Total CH4,kg CO2-eq/year,80122755.97440067,DZA
Algeria,Chickens,All systems,EMSS: Total N2O,kg CO2-eq/year,328101218.9150666,DZA
Algeria,Chickens,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,141133123.88800997,DZA
Algeria,Chickens,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,8360757.4352330975,DZA
Algeria,Chickens,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,643577925.8497325,DZA
Algeria,Chickens,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,2631910526.1737127,DZA
Algeria,Chickens,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,DZA
Algeria,Chickens,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,DZA
Algeria,Chickens,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,15518011.483255161,DZA
Algeria,Chickens,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,DZA
Algeria,Chickens,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,64604744.491145514,DZA
