iso3c,country,animal,counts_2010,counts_2017,prop_change
DOM,Dominican Republic,layer chicken,6045584.873793481,8534943.351237856,1.411764705882353
DOM,Dominican Republic,backyard chicken,19795963.855059966,20413585.7679411,1.0311993857638442
DOM,Dominican Republic,broiler chicken,152591451.27114654,155051470.88082105,1.0161216083154174
DOM,Dominican Republic,meat cow,2557381,2460000,0.9619215908775423
DOM,Dominican Republic,dairy cow,342619,540000,1.5760947291306087
DOM,Dominican Republic,goats,225000,224667,0.99852
DOM,Dominican Republic,pigs,660000,670000,1.0151515151515151
DOM,Dominican Republic,sheep,240000,250000,1.0416666666666667
DZA,Algeria,layer chicken,17016387.62696463,19898160.324377775,1.1693527886521937
DZA,Algeria,backyard chicken,16992686.918626107,18208877.7966592,1.0715714285714284
DZA,Algeria,broiler chicken,91990925.45440927,96910961.87896302,1.053483932249297
DZA,Algeria,meat cow,832300,821417,0.9869241859906284
DZA,Algeria,dairy cow,915400,1073709,1.1729396984924623
DZA,Algeria,goats,4287300,5007894,1.1680764117276607
DZA,Algeria,pigs,5500,4789,0.8707272727272727
DZA,Algeria,sheep,22868770,28393602,1.2415885069463728
ECU,Ecuador,layer chicken,5257353.202873637,7321740.560535352,1.3926666666666667
ECU,Ecuador,backyard chicken,22642063.099720925,19872733.193236716,0.8776909200240528
ECU,Ecuador,broiler chicken,155030583.69740543,133361526.24622793,0.860227208500537
ECU,Ecuador,meat cow,4164674,3334447,0.8006501829434909
ECU,Ecuador,dairy cow,1088862,856164,0.7862924778346567
ECU,Ecuador,goats,134825,39583,0.29358798442425366
ECU,Ecuador,pigs,1489761,1115473,0.7487597003814705
ECU,Ecuador,sheep,792498,390120,0.49226622653937296
EGY,Egypt,buffaloes,3818236,3432581,0.8989965523346383
EGY,Egypt,layer chicken,21082440.388274908,25753521.52566952,1.2215626393988266
EGY,Egypt,backyard chicken,28706633.549783327,40048891.67549525,1.3951093083082022
EGY,Egypt,broiler chicken,53999926.061941765,78994586.79883523,1.4628647214854111
EGY,Egypt,meat cow,3188721,2803841,0.8792995686985472
EGY,Egypt,dairy cow,1540000,1583448,1.028212987012987
EGY,Egypt,goats,4174986,3973692,0.9517857065868005
EGY,Egypt,pigs,10500,9766,0.9300952380952381
EGY,Egypt,sheep,5529529,5305337,0.9594554979275812
ERI,Eritrea,layer chicken,34778.45685183506,38446.00321075584,1.1054545454545455
ERI,Eritrea,backyard chicken,1170958.0526094658,1123182.9640629995,0.9591999999999999
ERI,Eritrea,broiler chicken,44263.49053869917,37371.03272624458,0.8442857142857142
ERI,Eritrea,meat cow,1660312,1403489,0.8453164224555385
ERI,Eritrea,dairy cow,396258,720000,1.816998016443832
ERI,Eritrea,goats,1750000,1811352,1.0350582857142858
ERI,Eritrea,sheep,2271560,2412833,1.0621920618429626
ESH,Western Sahara,goats,175000,179757,1.0271828571428572
ESH,Western Sahara,sheep,35000,36895,1.054142857142857
ESP,Spain,layer chicken,50853359.95905998,48659697.586935975,0.956862980658701
ESP,Spain,backyard chicken,689638.6989888841,687140.0080505186,0.9963768115942029
ESP,Spain,broiler chicken,86457001.34195113,88153162.4050135,1.019618550686876
ESP,Spain,meat cow,5246800,5739616,1.0939269650072425
ESP,Spain,dairy cow,828300,726131,0.8766521791621393
ESP,Spain,goats,2903779,3059731,1.053706566512121
ESP,Spain,pigs,25704040,29971357,1.166017365363577
ESP,Spain,sheep,18551600,15963106,0.8604705793570366
EST,Estonia,layer chicken,577999.4234645824,819399.1826762609,1.4176470588235295
EST,Estonia,backyard chicken,1.7645175669294133,2.189438134205801,1.2408140192198982
EST,Estonia,broiler chicken,1190998.8120178506,1375598.6278856047,1.1549958018471873
EST,Estonia,meat cow,138000,164500,1.1920289855072463
EST,Estonia,dairy cow,96700,86400,0.8934850051706308
EST,Estonia,goats,3900,5100,1.3076923076923077
EST,Estonia,pigs,365100,289100,0.7918378526431115
EST,Estonia,sheep,76500,80800,1.0562091503267974
ETH,Ethiopia,layer chicken,362460.1125545209,443006.80423330335,1.2222222222222223
ETH,Ethiopia,backyard chicken,47302047.60361393,56775509.40683329,1.2002759348306855
ETH,Ethiopia,broiler chicken,1622492.2838315538,1939483.788933402,1.1953731973093056
ETH,Ethiopia,meat cow,42705409,49102030,1.1497847965816228
ETH,Ethiopia,dairy cow,10676783,11900000,1.1145679368026866
ETH,Ethiopia,goats,22786946,30747916,1.3493653778790717
ETH,Ethiopia,pigs,31000,35388,1.1415483870967742
ETH,Ethiopia,sheep,25509004,32039974,1.2560260682855355
FIN,Finland,layer chicken,3393974.7879393254,3745972.173135154,1.103712433706541
FIN,Finland,backyard chicken,34.28959106484619,59.77650331430185,1.7432842287694976
FIN,Finland,broiler chicken,1221990.9224696099,4300968.050361532,3.519639934533551
FIN,Finland,meat cow,636469,618224,0.9713340319795623
FIN,Finland,dairy cow,289339,274954,0.9502832317800227
FIN,Finland,goats,4890,5278,1.0793456032719837
FIN,Finland,pigs,1366932,1135598,0.8307640760476747
FIN,Finland,sheep,125673,155926,1.2407279208740143
FJI,Fiji,layer chicken,400161.35893749923,340500.9381504539,0.850909090909091
FJI,Fiji,backyard chicken,1280439.2963522791,1441175.2931284164,1.1255319148936171
FJI,Fiji,broiler chicken,3019399.3447102215,3508323.7687211297,1.1619277108433734
FJI,Fiji,meat cow,277430,44247,0.15948888007785747
FJI,Fiji,dairy cow,31570,8321,0.26357301235350017
FJI,Fiji,goats,250500,261779,1.0450259481037925
FJI,Fiji,pigs,145700,153542,1.0538229238160604
FJI,Fiji,sheep,11268,24031,2.1326766063187788
FLK,Falkland Islands,layer chicken,1075.0415572655688,970.4962315131373,0.9027522935779816
FLK,Falkland Islands,backyard chicken,54.89336783277521,54.89336783277521,1
FLK,Falkland Islands,broiler chicken,2870.065074901656,2974.6104006540877,1.036426116838488
FLK,Falkland Islands,meat cow,2600,2739,1.0534615384615384
FLK,Falkland Islands,dairy cow,1700,1460,0.8588235294117647
FLK,Falkland Islands,pigs,40,46,1.15
FLK,Falkland Islands,sheep,700000,699223,0.99889
FRA,France,layer chicken,56303797.78061081,61229993.74742678,1.0874931383138846
FRA,France,backyard chicken,693692.2467111859,504083.17243099096,0.7266668682270319
FRA,France,broiler chicken,174529509.972678,106508923.08014223,0.6102631188090532
FRA,France,meat cow,15838897,15356731,0.969558107486904
FRA,France,dairy cow,3716276,3596837,0.9678605679448997
FRA,France,goats,1436109,1270737,0.8848471808198403
FRA,France,pigs,14287056,12930857,0.9050749853573752
FRA,France,sheep,7962418,6901456,0.8667537926293244
FRO,Faroe Islands,meat cow,1357,1288,0.9491525423728814
FRO,Faroe Islands,dairy cow,633,551,0.8704581358609794
FRO,Faroe Islands,sheep,68000,70418,1.0355588235294118
FSM,Micronesia,buffaloes,150,173,1.1533333333333333
FSM,Micronesia,layer chicken,0,0,1.1565971693806116
FSM,Micronesia,backyard chicken,185000,191000,1.0324324324324323
FSM,Micronesia,broiler chicken,0,0,1.5861195919279174
FSM,Micronesia,meat cow,12431,14533,1.1690933955433995
FSM,Micronesia,dairy cow,2569,3145,1.2242117555469054
FSM,Micronesia,goats,4100,4617,1.1260975609756096
FSM,Micronesia,pigs,33000,37437,1.1344545454545454
GAB,Gabon,layer chicken,387029.3520495218,580544.0280742828,1.5000000000000002
GAB,Gabon,backyard chicken,373202.2923783689,382592.54360595363,1.0251612903225806
GAB,Gabon,broiler chicken,2339768.355572109,2214863.4283197634,0.9466165413533835
GAB,Gabon,meat cow,27400,27881,1.0175547445255475
GAB,Gabon,dairy cow,9600,10100,1.0520833333333333
GAB,Gabon,goats,95000,110666,1.1649052631578947
GAB,Gabon,pigs,215000,221882,1.0320093023255814
GAB,Gabon,sheep,197000,217189,1.1024822335025382
GBR,United Kingdom,layer chicken,47059886.233923,53945992.24386699,1.1463264482985545
GBR,United Kingdom,backyard chicken,152021.83207810193,171024.56108786468,1.125
GBR,United Kingdom,broiler chicken,104788091.9339989,116882983.19504514,1.1154223828091483
GBR,United Kingdom,meat cow,8262000,8107000,0.9812394093439845
GBR,United Kingdom,dairy cow,1850000,1897000,1.0254054054054054
GBR,United Kingdom,goats,93000,104000,1.118279569892473
GBR,United Kingdom,pigs,4460000,4969000,1.1141255605381166
GBR,United Kingdom,sheep,31084000,34832000,1.120576502380646
GEO,Georgia,buffaloes,17000,18316,1.0774117647058823
GEO,Georgia,layer chicken,1627094.2149640317,1807376.2539820464,1.1108
GEO,Georgia,backyard chicken,2161314.723749058,2809359.978559761,1.29983844911147
GEO,Georgia,broiler chicken,2401591.0612869104,3429263.767458193,1.4279132791327915
GEO,Georgia,meat cow,458800,453400,0.9882301656495205
GEO,Georgia,dairy cow,573600,509300,0.8879009762900977
GEO,Georgia,goats,71500,60600,0.8475524475524475
GEO,Georgia,pigs,135200,136200,1.007396449704142
GEO,Georgia,sheep,602300,875900,1.4542586750788644
GHA,Ghana,layer chicken,2771536.1543156104,3561974.263308149,1.2851985559566785
GHA,Ghana,backyard chicken,38196303.65047805,61945810.51273185,1.6217750041883061
GHA,Ghana,broiler chicken,6784160.195206341,11935215.223959995,1.7592767388354666
GHA,Ghana,meat cow,1184625,1548442,1.3071157539305687
GHA,Ghana,dairy cow,269375,333883,1.2394728538283062
GHA,Ghana,goats,4855000,6400000,1.318228630278064
GHA,Ghana,pigs,536000,819843,1.5295578358208954
GHA,Ghana,sheep,3759000,4891413,1.3012537909018356
GIN,Guinea,layer chicken,1171308.8590787097,1204279.0343712957,1.0281481481481483
GIN,Guinea,backyard chicken,17546843.2019111,23499926.503845327,1.3392680514342234
GIN,Guinea,broiler chicken,2512847.939010192,3729794.461783376,1.4842897589945445
GIN,Guinea,meat cow,4332968,6409251,1.479182629550922
GIN,Guinea,dairy cow,599883,720000,1.2002340456388996
GIN,Guinea,goats,1915578,3044131,1.5891448951700218
GIN,Guinea,pigs,87288,133430,1.5286179085326734
GIN,Guinea,sheep,1807261,2538815,1.4047860270320667
GLP,Guadeloupe,layer chicken,138724.4769012176,117095.30185801558,0.8440853732063186
GLP,Guadeloupe,backyard chicken,49081.49601853803,48263.47108489574,0.9833333333333335
GLP,Guadeloupe,broiler chicken,112194.02708024436,129641.22705708868,1.1555091695243775
GLP,Guadeloupe,meat cow,74728,76651,1.0257333261963386
GLP,Guadeloupe,dairy cow,272,281,1.0330882352941178
GLP,Guadeloupe,goats,18786,14029,0.7467795166613436
GLP,Guadeloupe,pigs,16319,15731,0.9639683804154666
GLP,Guadeloupe,sheep,1600,1385,0.865625
GMB,Gambia,layer chicken,39176.98009292183,47741.2501597466,1.2186046511627906
GMB,Gambia,backyard chicken,695114.2647489137,1112182.823598262,1.6
GMB,Gambia,broiler chicken,115708.75515816448,200075.9262419915,1.7291338582677165
GMB,Gambia,meat cow,374129,406405,1.0862697091110285
GMB,Gambia,dairy cow,50871,54175,1.0649485954669655
GMB,Gambia,goats,352000,342685,0.9735369318181818
GMB,Gambia,pigs,28500,13500,0.47368421052631576
GMB,Gambia,sheep,251000,65000,0.2589641434262948
GNB,Guinea-Bissau,layer chicken,56825.28976440801,63928.450984959,1.125
GNB,Guinea-Bissau,backyard chicken,1272095.8483428743,1631566.5423294888,1.2825814536340854
GNB,Guinea-Bissau,broiler chicken,267078.8618927176,351505.00668555236,1.3161094224924013
GNB,Guinea-Bissau,meat cow,541923,611763,1.128874397285223
GNB,Guinea-Bissau,dairy cow,99577,109177,1.0964078050152144
GNB,Guinea-Bissau,goats,689163,810646,1.176276149474072
GNB,Guinea-Bissau,pigs,394147,460489,1.168317911845073
GNB,Guinea-Bissau,sheep,453760,498607,1.0988341854724966
GNQ,Equatorial Guinea,layer chicken,64671.046277834976,67610.63929046383,1.0454545454545454
GNQ,Equatorial Guinea,backyard chicken,6846.125235395568,7510.602096478079,1.0970588235294119
GNQ,Equatorial Guinea,broiler chicken,268482.82848676946,297878.7586130581,1.1094890510948905
GNQ,Equatorial Guinea,meat cow,4671,4805,1.028687647184757
GNQ,Equatorial Guinea,dairy cow,529,568,1.0737240075614367
GNQ,Equatorial Guinea,goats,9200,9594,1.0428260869565218
GNQ,Equatorial Guinea,pigs,6400,6896,1.0775
GNQ,Equatorial Guinea,sheep,39000,40427,1.0365897435897435
GRC,Greece,buffaloes,1785,4583,2.5675070028011207
GRC,Greece,layer chicken,10462004.607919276,7301451.027926446,0.6979017216642754
GRC,Greece,backyard chicken,1722575.476230223,2305470.615110469,1.3383858338421752
GRC,Greece,broiler chicken,15656419.915850502,27655078.356963087,1.7663730600994667
GRC,Greece,meat cow,396332,486687,1.2279780587991886
GRC,Greece,dairy cow,230860,124003,0.5371350602096508
GRC,Greece,goats,5274759,3998205,0.757988184863043
GRC,Greece,pigs,839630,716856,0.8537760680299655
GRC,Greece,sheep,8931392,8827820,0.9884035993493512
GRD,Grenada,layer chicken,136449.79992535824,138984.2180186393,1.0185739964050329
GRD,Grenada,backyard chicken,24733.732908283553,25191.764999177693,1.0185185185185186
GRD,Grenada,broiler chicken,108816.4671663582,110824.01698218299,1.0184489523332498
GRD,Grenada,meat cow,3778,3868,1.0238221281101112
GRD,Grenada,dairy cow,672,685,1.0193452380952381
GRD,Grenada,goats,7200,7116,0.9883333333333333
GRD,Grenada,pigs,3000,2864,0.9546666666666667
GRD,Grenada,sheep,13200,13638,1.0331818181818182
GRL,Greenland,meat cow,48,116,2.4166666666666665
GRL,Greenland,dairy cow,17,44,2.588235294117647
GRL,Greenland,sheep,19500,18180,0.9323076923076923
GTM,Guatemala,layer chicken,11738868.591220574,14547554.941267215,1.2392638036809815
GTM,Guatemala,backyard chicken,9234192.422682274,10171323.04157812,1.1014848484848483
GTM,Guatemala,broiler chicken,12026938.986097153,11630122.017154666,0.967005988023952
GTM,Guatemala,meat cow,2722000,3171969,1.1653082292432035
GTM,Guatemala,dairy cow,634400,676979,1.0671169609079445
GTM,Guatemala,goats,108700,113914,1.047966881324747
GTM,Guatemala,pigs,2733400,2866116,1.0485534499158558
GTM,Guatemala,sheep,564400,586341,1.0388749114103473
GUF,French Guiana,layer chicken,102999.02949807607,90230.55476690961,0.8760330578512396
GUF,French Guiana,backyard chicken,18000.97050192394,15769.445233090393,0.8760330578512396
GUF,French Guiana,broiler chicken,0,0,1.3648681750485598
GUF,French Guiana,meat cow,14773,17947,1.2148514181276653
GUF,French Guiana,dairy cow,469,635,1.3539445628997868
GUF,French Guiana,goats,1984,1640,0.8266129032258065
GUF,French Guiana,pigs,5164,4772,0.9240898528272656
GUF,French Guiana,sheep,1228,1040,0.8469055374592834
GUM,Guam,buffaloes,70,92,1.3142857142857143
GUM,Guam,layer chicken,64444.47595882791,74536.29847619725,1.1565971693806116
GUM,Guam,backyard chicken,3851.8461152703853,5565.917636565707,1.445
GUM,Guam,broiler chicken,131703.6779259017,208897.78388723705,1.5861195919279174
GUM,Guam,meat cow,116,128,1.103448275862069
GUM,Guam,dairy cow,24,28,1.1666666666666667
GUM,Guam,goats,700,854,1.22
GUM,Guam,pigs,5200,5602,1.0773076923076923
GUY,Guyana,layer chicken,141039.0886494178,285968.9107788195,2.027586206896552
GUY,Guyana,backyard chicken,584575.882085925,768471.4352729551,1.3145794392523362
GUY,Guyana,broiler chicken,20674385.02926466,27077559.653948225,1.3097153610915078
GUY,Guyana,meat cow,92890,61557,0.662687049197976
GUY,Guyana,dairy cow,19910,39000,1.9588146659969865
GUY,Guyana,goats,80000,82510,1.031375
GUY,Guyana,pigs,9100,12600,1.3846153846153846
GUY,Guyana,sheep,130000,131679,1.0129153846153847
HKG,Hong Kong,buffaloes,280,326,1.1642857142857144
HKG,Hong Kong,layer chicken,60308.12399951856,61235.941291818846,1.0153846153846153
HKG,Hong Kong,backyard chicken,90228.38462464308,93837.5200096288,1.04
HKG,Hong Kong,broiler chicken,1099463.4913758384,1144926.5386985524,1.0413502109704642
HKG,Hong Kong,meat cow,1580,1565,0.990506329113924
HKG,Hong Kong,dairy cow,20,20,1
HKG,Hong Kong,goats,700,693,0.99
HKG,Hong Kong,pigs,170000,160000,0.9411764705882353
HKG,Hong Kong,sheep,18,20,1.1111111111111112
HND,Honduras,layer chicken,3002572.4898207127,3328794.334612764,1.108647450110865
HND,Honduras,backyard chicken,11274286.002943177,12045980.402470546,1.068447296735768
HND,Honduras,broiler chicken,29041141.50723611,30908225.26291669,1.0642909906008815
HND,Honduras,meat cow,2136004,2352943,1.1015630120542845
HND,Honduras,dairy cow,558877,500154,0.8949267906891857
HND,Honduras,goats,24500,25352,1.0347755102040816
HND,Honduras,pigs,469636,462556,0.9849244947150559
HND,Honduras,sheep,15500,16506,1.0649032258064517
HRV,Croatia,layer chicken,4621590.557138355,3193849.1885938277,1.0629373625141847
HRV,Croatia,backyard chicken,418492.46060824406,816894.6265394012,1.08742889933098
HRV,Croatia,broiler chicken,916.9822534004674,5829256.184866771,1.2973683367374764
HRV,Croatia,meat cow,261600,305657,1.030990738210641
HRV,Croatia,dairy cow,182400,145100,0.900773405350653
HRV,Croatia,goats,75215,76771,1.0597083304852535
HRV,Croatia,pigs,1230574,1121032,1.0330356816542836
HRV,Croatia,sheep,630000,636808,0.9675317709710465
HTI,Haiti,layer chicken,103170.8322287688,104858.65324347629,1.016359478529406
HTI,Haiti,backyard chicken,4470752.965070255,4620842.528897613,1.0335714285714286
HTI,Haiti,broiler chicken,1026076.2027009759,1062298.81785891,1.0353020711937222
HTI,Haiti,meat cow,1267255,1310221,1.0339047784384359
HTI,Haiti,dairy cow,187745,193186,1.0289807984233934
HTI,Haiti,goats,1910000,1985731,1.0396497382198953
HTI,Haiti,pigs,1001000,1039264,1.0382257742257743
HTI,Haiti,sheep,153500,157413,1.0254918566775244
HUN,Hungary,layer chicken,13148266.392968392,11062452.565680547,0.8413620651614326
HUN,Hungary,backyard chicken,1060301.0463125336,1056967.804103944,0.9968563247011952
HUN,Hungary,broiler chicken,17919432.560719077,19907579.63021551,1.110949220225568
HUN,Hungary,meat cow,388000,608000,1.5670103092783505
HUN,Hungary,dairy cow,312000,244000,0.782051282051282
HUN,Hungary,goats,58000,81000,1.396551724137931
HUN,Hungary,pigs,3247000,2907000,0.8952879581151832
HUN,Hungary,sheep,1223000,1141000,0.9329517579721995
IDN,Indonesia,buffaloes,1999604,1395191,0.6977336512629501
IDN,Indonesia,layer chicken,168093019.26719436,134930055.13377202,0.8027106403466538
IDN,Indonesia,backyard chicken,257364520.84012294,414874446.63486147,1.6120110312042002
IDN,Indonesia,broiler chicken,924168459.8926827,1625807498.2313664,1.7592111923189417
IDN,Indonesia,meat cow,13086570,16054456,1.2267886848884009
IDN,Indonesia,dairy cow,495000,544791,1.100587878787879
IDN,Indonesia,goats,16619599,18410379,1.107751095558924
IDN,Indonesia,pigs,7476666,8138276,1.08848997668212
IDN,Indonesia,sheep,10725458,16462274,1.5348784173132746
IND,India,buffaloes,107375000,113276848,1.0549648242142025
IND,India,layer chicken,153898703.03029558,204234644.73959652,1.3270719032595883
IND,India,backyard chicken,327129012.5075083,386250442.6784152,1.1807281772953413
IND,India,broiler chicken,182272284.46219617,192691912.58198833,1.0571651809299247
IND,India,meat cow,151429992,134194999,0.8861850762033984
IND,India,dairy cow,42755000,50905190,1.190625423927026
IND,India,goats,137320992,132949270,0.9681642119218015
IND,India,pigs,10640000,8775091,0.8247265977443609
IND,India,sheep,67744000,62351822,0.9204036076995749
IRL,Ireland,layer chicken,3799985.6567862863,4699982.2597093545,1.236842105263158
IRL,Ireland,backyard chicken,52.088512959702626,58.520311951248516,1.1234782608695653
IRL,Ireland,broiler chicken,9999962.254700754,10803959.219978694,1.0804
IRL,Ireland,meat cow,5535800,5930800,1.071353733877669
IRL,Ireland,dairy cow,1070800,1432700,1.3379716100112067
IRL,Ireland,goats,10500,8300,0.7904761904761904
IRL,Ireland,pigs,1516300,1556900,1.0267757040163557
IRL,Ireland,sheep,4745400,5197100,1.0951869178572933
IRN,Iran,buffaloes,195000,126765,0.6500769230769231
IRN,Iran,layer chicken,62046581.22126134,45065411.6238635,0.7263157894736842
IRN,Iran,backyard chicken,58932459.0269176,69974459.75616221,1.1873670454545455
IRN,Iran,broiler chicken,759020959.751821,929843128.6199743,1.2250559311616471
IRN,Iran,meat cow,4533000,3107735,0.6855801897198324
IRN,Iran,dairy cow,2899000,1771628,0.6111169368747844
IRN,Iran,goats,21435000,15711084,0.7329640307907628
IRN,Iran,sheep,47591000,40029687,0.8411188460002942
IRQ,Iraq,buffaloes,295000,209163,0.7090271186440678
IRQ,Iraq,layer chicken,3280479.87684392,2808376.2304201275,0.8560870164891872
IRQ,Iraq,backyard chicken,7476446.712698796,11010826.948381376,1.4727352941176468
IRQ,Iraq,broiler chicken,23243073.410457283,36253796.82119849,1.559767771713338
IRQ,Iraq,meat cow,2275000,1494384,0.656872087912088
IRQ,Iraq,dairy cow,354000,404986,1.1440282485875706
IRQ,Iraq,goats,1519000,1282856,0.8445398288347598
IRQ,Iraq,sheep,7945000,6633904,0.8349784770295784
ISL,Iceland,layer chicken,174999.99998968985,229999.9999864495,1.314285714285714
ISL,Iceland,backyard chicken,1.2843514918259302e-5,1.3550497390824034e-5,1.055045871559633
ISL,Iceland,broiler chicken,42999.99999746664,0,0
ISL,Iceland,meat cow,48070,54153,1.1265446224256292
ISL,Iceland,dairy cow,25711,26742,1.0400995682781689
ISL,Iceland,goats,729,1300,1.7832647462277091
ISL,Iceland,pigs,40016,28700,0.7172131147540983
ISL,Iceland,sheep,479841,458634,0.9558041101114745
ISR,Israel,layer chicken,8820102.204640528,9417577.201290248,1.0677401443642422
ISR,Israel,backyard chicken,874676.4224895174,950401.3607777714,1.0865748022254043
ISR,Israel,broiler chicken,32904221.372869954,35919021.43793198,1.091623504197178
ISR,Israel,meat cow,310000,394284,1.271883870967742
ISR,Israel,dairy cow,120000,114816,0.9568
ISR,Israel,goats,100000,89720,0.8972
ISR,Israel,pigs,223000,190000,0.852017937219731
ISR,Israel,sheep,445000,519640,1.1677303370786516
ITA,Italy,buffaloes,365086,400792,1.0978016138663218
ITA,Italy,layer chicken,67796229.94606136,70938784.60473761,1.0463529411764705
ITA,Italy,backyard chicken,389560.39723564766,440347.086561415,1.1303692307692308
ITA,Italy,broiler chicken,61814209.656702995,75568868.30870098,1.2225161290322581
ITA,Italy,meat cow,4224600,4158273,0.9842998153671354
ITA,Italy,dairy cow,1878400,1791120,0.9535349233390119
ITA,Italy,goats,961000,992177,1.032442247658689
ITA,Italy,pigs,9157100,8570807,0.9359739437158052
ITA,Italy,sheep,8012600,7215433,0.900510820457779
JAM,Jamaica,layer chicken,881013.5359057285,662984.933585624,0.7525252525252526
JAM,Jamaica,backyard chicken,1486179.0558309758,1559607.3099227727,1.0494074074074073
JAM,Jamaica,broiler chicken,11132807.408263296,11944407.756491603,1.0729016786570744
JAM,Jamaica,meat cow,156900,120646,0.7689356277884003
JAM,Jamaica,dairy cow,13100,10704,0.8170992366412214
JAM,Jamaica,goats,490000,563918,1.1508530612244898
JAM,Jamaica,pigs,197400,213410,1.0811043566362715
JAM,Jamaica,sheep,1600,1336,0.835
JOR,Jordan,buffaloes,100,96,0.96
JOR,Jordan,layer chicken,2469862.350759236,1709904.704371779,0.6923076923076924
JOR,Jordan,backyard chicken,1451535.3184546717,1466100.7245812342,1.0100344827586207
JOR,Jordan,broiler chicken,25078602.33078609,26114994.571046986,1.0413257575757575
JOR,Jordan,meat cow,26860,26924,1.0023827252419955
JOR,Jordan,dairy cow,38530,45720,1.186607838048274
JOR,Jordan,goats,751730,770771,1.0253295731180079
JOR,Jordan,sheep,2175690,3057948,1.4055072183996802
JPN,Japan,layer chicken,137989371.31649408,134083329.00593564,0.9716931653989531
JPN,Japan,backyard chicken,4239894.668682875,4652365.260874356,1.0972832167832167
JPN,Japan,broiler chicken,143770734.01482305,175087305.73319,1.2178229939004008
JPN,Japan,meat cow,3347000,2969900,0.8873319390498954
JPN,Japan,dairy cow,1029000,852100,0.8280855199222547
JPN,Japan,goats,15000,16083,1.0722
JPN,Japan,pigs,9800000,9346000,0.9536734693877551
JPN,Japan,sheep,12000,14738,1.2281666666666666
KAZ,Kazakhstan,buffaloes,10000,10327,1.0327
KAZ,Kazakhstan,layer chicken,15903104.779777447,20589576.120266806,1.2946890814961318
KAZ,Kazakhstan,backyard chicken,2319425.049042536,2875008.258464353,1.2395348837209303
KAZ,Kazakhstan,broiler chicken,12737470.171180017,14911415.621268842,1.1706732515070084
KAZ,Kazakhstan,meat cow,3724033,4427459,1.1888882295081704
KAZ,Kazakhstan,dairy cow,2371167,2336753,0.9854864714294691
KAZ,Kazakhstan,goats,2708900,2279165,0.8413618073756876
KAZ,Kazakhstan,pigs,1326300,815121,0.6145826736032571
KAZ,Kazakhstan,sheep,14660800,16049807,1.0947429198952308
KEN,Kenya,layer chicken,3198779.2434625113,3142760.254040045,0.9824873849807064
KEN,Kenya,backyard chicken,24625575.456053816,38986308.928962104,1.583163366010922
KEN,Kenya,broiler chicken,2573645.3004836696,5995930.816997851,2.329742492437099
KEN,Kenya,meat cow,12861252,12338810,0.9593786048201217
KEN,Kenya,dairy cow,5001600,6000000,1.199616122840691
KEN,Kenya,goats,28174158,25684489,0.911632887130114
KEN,Kenya,pigs,347413,554301,1.5955102428521672
KEN,Kenya,sheep,17562104,18759072,1.0681562983569621
KGZ,Kyrgyzstan,layer chicken,1429204.6434354,1831168.449401606,1.28125
KGZ,Kyrgyzstan,backyard chicken,2447017.8333527064,2443144.2185102217,0.9984170058796926
KGZ,Kyrgyzstan,broiler chicken,545777.5232118934,140687.33208817217,0.25777414075286414
KGZ,Kyrgyzstan,meat cow,634525,805673,1.2697261731216265
KGZ,Kyrgyzstan,dairy cow,664300,769761,1.1587550805359024
KGZ,Kyrgyzstan,goats,942484,820043,0.8700869192474355
KGZ,Kyrgyzstan,pigs,59791,52169,0.8725226204612735
KGZ,Kyrgyzstan,sheep,4095231,5257732,1.2838670150719214
KHM,Cambodia,buffaloes,702074,660424,0.9406757692209083
KHM,Cambodia,layer chicken,1786450.7708116905,1821479.217298194,1.0196078431372548
KHM,Cambodia,backyard chicken,11336236.657034827,8776357.448603075,0.7741861531407611
KHM,Cambodia,broiler chicken,4325312.572153481,2910163.3340987302,0.6728215095562035
KHM,Cambodia,meat cow,3344601,2776209,0.8300568588001976
KHM,Cambodia,dairy cow,140000,123138,0.8795571428571428
KHM,Cambodia,pigs,2057431,1955321,0.9503701460705122
KIR,Kiribati,layer chicken,0,0,1.1565971693806116
KIR,Kiribati,backyard chicken,580000,668000,1.1517241379310346
KIR,Kiribati,broiler chicken,0,0,1.5861195919279174
KIR,Kiribati,pigs,13000,14184,1.091076923076923
KNA,Saint Kitts and Nevis,layer chicken,45815.22865975473,40088.325077285386,0.875
KNA,Saint Kitts and Nevis,backyard chicken,3641.2855670754493,4141.962332548324,1.1375000000000002
KNA,Saint Kitts and Nevis,broiler chicken,30543.48577316982,46769.71259016629,1.53125
KNA,Saint Kitts and Nevis,meat cow,5120,1473,0.2876953125
KNA,Saint Kitts and Nevis,dairy cow,1880,527,0.2803191489361702
KNA,Saint Kitts and Nevis,goats,9000,3850,0.42777777777777776
KNA,Saint Kitts and Nevis,pigs,6000,7100,1.1833333333333333
KNA,Saint Kitts and Nevis,sheep,7000,6049,0.8641428571428571
KOR,South Korea,layer chicken,61071783.559139095,71980181.59188542,1.178616005576178
KOR,South Korea,backyard chicken,1497578.1390550777,1711886.388699615,1.143103217158177
KOR,South Korea,broiler chicken,86630638.30180582,96858932.01941496,1.118067855877681
KOR,South Korea,meat cow,3147468,3223187,1.0240571151160234
KOR,South Korea,dairy cow,203923,205143,1.0059826503140892
KOR,South Korea,goats,243520,294542,1.2095187253613666
KOR,South Korea,pigs,9880632,11272978,1.1409166943976863
KOR,South Korea,sheep,3918,2297,0.5862685043389484
