iso3c,year,animal,product,fao_headcount
DMA,2017,sheep,meat and milk,7979
DMA,2010,pigs,meat,5000
DMA,2017,pigs,meat,5058
DOM,2010,cows,milk,342619
DOM,2017,cows,milk,540000
DOM,2010,cows,meat,2557381
DOM,2017,cows,meat,2460000
DOM,2010,chickens,meat,171633000
DOM,2017,chickens,meat,174400000
DOM,2010,chickens,eggs,6800000
DOM,2017,chickens,eggs,9600000
DOM,2010,goats,meat and milk,225000
DOM,2017,goats,meat and milk,224667
DOM,2010,sheep,meat and milk,240000
DOM,2017,sheep,meat and milk,250000
DOM,2010,pigs,meat,660000
DOM,2017,pigs,meat,670000
ECU,2010,cows,milk,1088862
ECU,2017,cows,milk,856164
ECU,2010,cows,meat,4164674
ECU,2017,cows,meat,3334447
ECU,2010,chickens,meat,176930000
ECU,2017,chickens,meat,152200000
ECU,2010,chickens,eggs,6000000
ECU,2017,chickens,eggs,8356000
ECU,2010,goats,meat and milk,134825
ECU,2017,goats,meat and milk,39583
ECU,2010,sheep,meat and milk,792498
ECU,2017,sheep,meat and milk,390120
ECU,2010,pigs,meat,1489761
ECU,2017,pigs,meat,1115473
EGY,2010,buffaloes,meat and milk,3818236
EGY,2017,buffaloes,meat and milk,3432581
EGY,2010,cows,milk,1540000
EGY,2017,cows,milk,1583448
EGY,2010,cows,meat,3188721
EGY,2017,cows,meat,2803841
EGY,2010,chickens,meat,74646000
EGY,2017,chickens,meat,109197000
EGY,2010,chickens,eggs,29143000
EGY,2017,chickens,eggs,35600000
EGY,2010,goats,meat and milk,4174986
EGY,2017,goats,meat and milk,3973692
EGY,2010,sheep,meat and milk,5529529
EGY,2017,sheep,meat and milk,5305337
EGY,2010,pigs,meat,10500
EGY,2017,pigs,meat,9766
SLV,2010,cows,milk,230998
SLV,2017,cows,milk,214258
SLV,2010,cows,meat,1016424
SLV,2017,cows,meat,671306
SLV,2010,chickens,meat,10030000
SLV,2017,chickens,meat,10895000
SLV,2010,chickens,eggs,4970000
SLV,2017,chickens,eggs,6340000
SLV,2010,goats,meat and milk,15000
SLV,2017,goats,meat and milk,14328
SLV,2010,sheep,meat and milk,5100
SLV,2017,sheep,meat and milk,5303
SLV,2010,pigs,meat,427000
SLV,2017,pigs,meat,255271
GNQ,2010,cows,milk,529
GNQ,2017,cows,milk,568
GNQ,2010,cows,meat,4671
GNQ,2017,cows,meat,4805
GNQ,2010,chickens,meat,274000
GNQ,2017,chickens,meat,304000
GNQ,2010,chickens,eggs,66000
GNQ,2017,chickens,eggs,69000
GNQ,2010,goats,meat and milk,9200
GNQ,2017,goats,meat and milk,9594
GNQ,2010,sheep,meat and milk,39000
GNQ,2017,sheep,meat and milk,40427
GNQ,2010,pigs,meat,6400
GNQ,2017,pigs,meat,6896
ERI,2010,cows,milk,396258
ERI,2017,cows,milk,720000
ERI,2010,cows,meat,1660312
ERI,2017,cows,meat,1403489
ERI,2010,chickens,meat,700000
ERI,2017,chickens,meat,591000
ERI,2010,chickens,eggs,550000
ERI,2017,chickens,eggs,608000
ERI,2010,goats,meat and milk,1750000
ERI,2017,goats,meat and milk,1811352
ERI,2010,sheep,meat and milk,2271560
ERI,2017,sheep,meat and milk,2412833
EST,2010,cows,milk,96700
EST,2017,cows,milk,86400
EST,2010,cows,meat,138000
EST,2017,cows,meat,164500
EST,2010,chickens,meat,1191000
EST,2017,chickens,meat,1375600
EST,2010,chickens,eggs,578000
EST,2017,chickens,eggs,819400
EST,2010,goats,meat and milk,3900
EST,2017,goats,meat and milk,5100
EST,2010,sheep,meat and milk,76500
EST,2017,sheep,meat and milk,80800
EST,2010,pigs,meat,365100
EST,2017,pigs,meat,289100
SWZ,2010,cows,milk,135033
SWZ,2017,cows,milk,134613
SWZ,2010,cows,meat,484967
SWZ,2017,cows,meat,479838
SWZ,2010,chickens,meat,3280000
SWZ,2017,chickens,meat,3545000
SWZ,2010,chickens,eggs,220000
SWZ,2017,chickens,eggs,250000
SWZ,2010,goats,meat and milk,275000
SWZ,2017,goats,meat and milk,249684
SWZ,2010,sheep,meat and milk,34500
SWZ,2017,sheep,meat and milk,38703
SWZ,2010,pigs,meat,32000
SWZ,2017,pigs,meat,35511
ETH,2010,cows,milk,10676783
ETH,2017,cows,milk,11900000
ETH,2010,cows,meat,42705409
ETH,2017,cows,meat,49102030
ETH,2010,chickens,meat,40287000
ETH,2017,chickens,meat,48158000
ETH,2010,chickens,eggs,9000000
ETH,2017,chickens,eggs,11000000
ETH,2010,goats,meat and milk,22786946
ETH,2017,goats,meat and milk,30747916
ETH,2010,sheep,meat and milk,25509004
ETH,2017,sheep,meat and milk,32039974
ETH,2010,pigs,meat,31000
ETH,2017,pigs,meat,35388
FLK,2010,cows,milk,1700
FLK,2017,cows,milk,1460
FLK,2010,cows,meat,2600
FLK,2017,cows,meat,2739
FLK,2010,chickens,meat,2910
FLK,2017,chickens,meat,3016
FLK,2010,chickens,eggs,1090
FLK,2017,chickens,eggs,984
FLK,2010,sheep,meat and milk,700000
FLK,2017,sheep,meat and milk,699223
FLK,2010,pigs,meat,40
FLK,2017,pigs,meat,46
FRO,2010,cows,milk,633
FRO,2017,cows,milk,551
FRO,2010,cows,meat,1357
FRO,2017,cows,meat,1288
FRO,2010,sheep,meat and milk,68000
FRO,2017,sheep,meat and milk,70418
FJI,2010,cows,milk,31570
FJI,2017,cows,milk,8321
FJI,2010,cows,meat,277430
FJI,2017,cows,meat,44247
FJI,2010,chickens,meat,4150000
FJI,2017,chickens,meat,4822000
FJI,2010,chickens,eggs,550000
FJI,2017,chickens,eggs,468000
FJI,2010,goats,meat and milk,250500
FJI,2017,goats,meat and milk,261779
FJI,2010,sheep,meat and milk,11268
FJI,2017,sheep,meat and milk,24031
FJI,2010,pigs,meat,145700
FJI,2017,pigs,meat,153542
FIN,2010,cows,milk,289339
FIN,2017,cows,milk,274954
FIN,2010,cows,meat,636469
FIN,2017,cows,meat,618224
FIN,2010,chickens,meat,1222000
FIN,2017,chickens,meat,4301000
FIN,2010,chickens,eggs,3394000
FIN,2017,chickens,eggs,3746000
FIN,2010,goats,meat and milk,4890
FIN,2017,goats,meat and milk,5278
FIN,2010,sheep,meat and milk,125673
FIN,2017,sheep,meat and milk,155926
FIN,2010,pigs,meat,1366932
FIN,2017,pigs,meat,1135598
FRA,2010,cows,milk,3716276
FRA,2017,cows,milk,3596837
FRA,2010,cows,meat,15838897
FRA,2017,cows,meat,15356731
FRA,2010,chickens,meat,175054000
FRA,2017,chickens,meat,106829000
FRA,2010,chickens,eggs,56473000
FRA,2017,chickens,eggs,61414000
FRA,2010,goats,meat and milk,1436109
FRA,2017,goats,meat and milk,1270737
FRA,2010,sheep,meat and milk,7962418
FRA,2017,sheep,meat and milk,6901456
FRA,2010,pigs,meat,14287056
FRA,2017,pigs,meat,12930857
GUF,2010,cows,milk,469
GUF,2017,cows,milk,635
GUF,2010,cows,meat,14773
GUF,2017,cows,meat,17947
GUF,2010,chickens,meat,0
GUF,2017,chickens,meat,0
GUF,2010,chickens,eggs,121000
GUF,2017,chickens,eggs,106000
GUF,2010,goats,meat and milk,1984
GUF,2017,goats,meat and milk,1640
GUF,2010,sheep,meat and milk,1228
GUF,2017,sheep,meat and milk,1040
GUF,2010,pigs,meat,5164
GUF,2017,pigs,meat,4772
PYF,2010,cows,milk,500
PYF,2017,cows,milk,589
PYF,2010,cows,meat,6800
PYF,2017,cows,meat,6778
PYF,2010,chickens,meat,110000
PYF,2017,chickens,meat,171000
PYF,2010,chickens,eggs,190000
PYF,2017,chickens,eggs,150000
PYF,2010,goats,meat and milk,16500
PYF,2017,goats,meat and milk,16758
PYF,2010,sheep,meat and milk,440
PYF,2017,sheep,meat and milk,442
PYF,2010,pigs,meat,30000
PYF,2017,pigs,meat,29696
GAB,2010,cows,milk,9600
GAB,2017,cows,milk,10100
GAB,2010,cows,meat,27400
GAB,2017,cows,meat,27881
GAB,2010,chickens,meat,2660000
GAB,2017,chickens,meat,2518000
GAB,2010,chickens,eggs,440000
GAB,2017,chickens,eggs,660000
GAB,2010,goats,meat and milk,95000
GAB,2017,goats,meat and milk,110666
GAB,2010,sheep,meat and milk,197000
GAB,2017,sheep,meat and milk,217189
GAB,2010,pigs,meat,215000
GAB,2017,pigs,meat,221882
GMB,2010,cows,milk,50871
GMB,2017,cows,milk,54175
GMB,2010,cows,meat,374129
GMB,2017,cows,meat,406405
GMB,2010,chickens,meat,635000
GMB,2017,chickens,meat,1098000
GMB,2010,chickens,eggs,215000
GMB,2017,chickens,eggs,262000
GMB,2010,goats,meat and milk,352000
GMB,2017,goats,meat and milk,342685
GMB,2010,sheep,meat and milk,251000
GMB,2017,sheep,meat and milk,65000
GMB,2010,pigs,meat,28500
GMB,2017,pigs,meat,13500
GEO,2010,buffaloes,meat and milk,17000
GEO,2017,buffaloes,meat and milk,18316
GEO,2010,cows,milk,573600
GEO,2017,cows,milk,509300
GEO,2010,cows,meat,458800
GEO,2017,cows,meat,453400
GEO,2010,chickens,meat,3690000
GEO,2017,chickens,meat,5269000
GEO,2010,chickens,eggs,2500000
GEO,2017,chickens,eggs,2777000
GEO,2010,goats,meat and milk,71500
GEO,2017,goats,meat and milk,60600
GEO,2010,sheep,meat and milk,602300
GEO,2017,sheep,meat and milk,875900
GEO,2010,pigs,meat,135200
GEO,2017,pigs,meat,136200
DEU,2010,buffaloes,meat and milk,4200
DEU,2017,buffaloes,meat and milk,8674
DEU,2010,cows,milk,4181679
DEU,2017,cows,milk,4199010
DEU,2010,cows,meat,8627813
DEU,2017,cows,meat,8082185
DEU,2010,chickens,meat,80713000
DEU,2017,chickens,meat,119431000
DEU,2010,chickens,eggs,33400000
DEU,2017,chickens,eggs,40569000
DEU,2010,goats,meat and milk,150000
DEU,2017,goats,meat and milk,140000
DEU,2010,sheep,meat and milk,2088541
DEU,2017,sheep,meat and milk,1579800
DEU,2010,pigs,meat,26509000
DEU,2017,pigs,meat,27577600
GHA,2010,cows,milk,269375
GHA,2017,cows,milk,333883
GHA,2010,cows,meat,1184625
GHA,2017,cows,meat,1548442
GHA,2010,chickens,meat,33902000
GHA,2017,chickens,meat,59643000
GHA,2010,chickens,eggs,13850000
GHA,2017,chickens,eggs,17800000
GHA,2010,goats,meat and milk,4855000
GHA,2017,goats,meat and milk,6400000
GHA,2010,sheep,meat and milk,3759000
GHA,2017,sheep,meat and milk,4891413
GHA,2010,pigs,meat,536000
GHA,2017,pigs,meat,819843
GRC,2010,buffaloes,meat and milk,1785
GRC,2017,buffaloes,meat and milk,4583
GRC,2010,cows,milk,230860
GRC,2017,cows,milk,124003
GRC,2010,cows,meat,396332
GRC,2017,cows,meat,486687
GRC,2010,chickens,meat,16689000
GRC,2017,chickens,meat,29479000
GRC,2010,chickens,eggs,11152000
GRC,2017,chickens,eggs,7783000
GRC,2010,goats,meat and milk,5274759
GRC,2017,goats,meat and milk,3998205
GRC,2010,sheep,meat and milk,8931392
GRC,2017,sheep,meat and milk,8827820
GRC,2010,pigs,meat,839630
GRC,2017,pigs,meat,716856
GRL,2010,cows,milk,17
GRL,2017,cows,milk,44
GRL,2010,cows,meat,48
GRL,2017,cows,meat,116
GRL,2010,sheep,meat and milk,19500
GRL,2017,sheep,meat and milk,18180
GRD,2010,cows,milk,672
GRD,2017,cows,milk,685
GRD,2010,cows,meat,3778
GRD,2017,cows,meat,3868
GRD,2010,chickens,meat,119790
GRD,2017,chickens,meat,122000
GRD,2010,chickens,eggs,150210
GRD,2017,chickens,eggs,153000
GRD,2010,goats,meat and milk,7200
GRD,2017,goats,meat and milk,7116
GRD,2010,sheep,meat and milk,13200
GRD,2017,sheep,meat and milk,13638
GRD,2010,pigs,meat,3000
GRD,2017,pigs,meat,2864
GLP,2010,cows,milk,272
GLP,2017,cows,milk,281
GLP,2010,cows,meat,74728
GLP,2017,cows,meat,76651
GLP,2010,chickens,meat,134140
GLP,2017,chickens,meat,155000
GLP,2010,chickens,eggs,165860
GLP,2017,chickens,eggs,140000
GLP,2010,goats,meat and milk,18786
GLP,2017,goats,meat and milk,14029
GLP,2010,sheep,meat and milk,1600
GLP,2017,sheep,meat and milk,1385
GLP,2010,pigs,meat,16319
GLP,2017,pigs,meat,15731
GUM,2010,buffaloes,meat and milk,70
GUM,2017,buffaloes,meat and milk,92
GUM,2010,cows,milk,24
GUM,2017,cows,milk,28
GUM,2010,cows,meat,116
GUM,2017,cows,meat,128
GUM,2010,chickens,meat,134290
GUM,2017,chickens,meat,213000
GUM,2010,chickens,eggs,65710
GUM,2017,chickens,eggs,76000
GUM,2010,goats,meat and milk,700
GUM,2017,goats,meat and milk,854
GUM,2010,pigs,meat,5200
GUM,2017,pigs,meat,5602
GTM,2010,cows,milk,634400
GTM,2017,cows,milk,676979
GTM,2010,cows,meat,2722000
GTM,2017,cows,meat,3171969
GTM,2010,chickens,meat,16700000
GTM,2017,chickens,meat,16149000
GTM,2010,chickens,eggs,16300000
GTM,2017,chickens,eggs,20200000
GTM,2010,goats,meat and milk,108700
GTM,2017,goats,meat and milk,113914
GTM,2010,sheep,meat and milk,564400
GTM,2017,sheep,meat and milk,586341
GTM,2010,pigs,meat,2733400
GTM,2017,pigs,meat,2866116
GIN,2010,cows,milk,599883
GIN,2017,cows,milk,720000
GIN,2010,cows,meat,4332968
GIN,2017,cows,meat,6409251
GIN,2010,chickens,meat,14481000
GIN,2017,chickens,meat,21494000
GIN,2010,chickens,eggs,6750000
GIN,2017,chickens,eggs,6940000
GIN,2010,goats,meat and milk,1915578
GIN,2017,goats,meat and milk,3044131
GIN,2010,sheep,meat and milk,1807261
GIN,2017,sheep,meat and milk,2538815
GIN,2010,pigs,meat,87288
GIN,2017,pigs,meat,133430
GNB,2010,cows,milk,99577
GNB,2017,cows,milk,109177
GNB,2010,cows,meat,541923
GNB,2017,cows,meat,611763
GNB,2010,chickens,meat,1316000
GNB,2017,chickens,meat,1732000
GNB,2010,chickens,eggs,280000
GNB,2017,chickens,eggs,315000
GNB,2010,goats,meat and milk,689163
GNB,2017,goats,meat and milk,810646
GNB,2010,sheep,meat and milk,453760
GNB,2017,sheep,meat and milk,498607
GNB,2010,pigs,meat,394147
GNB,2017,pigs,meat,460489
GUY,2010,cows,milk,19910
GUY,2017,cows,milk,39000
GUY,2010,cows,meat,92890
GUY,2017,cows,meat,61557
GUY,2010,chickens,meat,21255000
GUY,2017,chickens,meat,27838000
GUY,2010,chickens,eggs,145000
GUY,2017,chickens,eggs,294000
GUY,2010,goats,meat and milk,80000
GUY,2017,goats,meat and milk,82510
GUY,2010,sheep,meat and milk,130000
GUY,2017,sheep,meat and milk,131679
GUY,2010,pigs,meat,9100
GUY,2017,pigs,meat,12600
HTI,2010,cows,milk,187745
HTI,2017,cows,milk,193186
HTI,2010,cows,meat,1267255
HTI,2017,cows,meat,1310221
HTI,2010,chickens,meat,5088370
HTI,2017,chickens,meat,5268000
HTI,2010,chickens,eggs,511630
HTI,2017,chickens,eggs,520000
HTI,2010,goats,meat and milk,1910000
HTI,2017,goats,meat and milk,1985731
HTI,2010,sheep,meat and milk,153500
HTI,2017,sheep,meat and milk,157413
HTI,2010,pigs,meat,1001000
HTI,2017,pigs,meat,1039264
HND,2010,cows,milk,558877
HND,2017,cows,milk,500154
HND,2010,cows,meat,2136004
HND,2017,cows,meat,2352943
HND,2010,chickens,meat,39259000
HND,2017,chickens,meat,41783000
HND,2010,chickens,eggs,4059000
HND,2017,chickens,eggs,4500000
HND,2010,goats,meat and milk,24500
HND,2017,goats,meat and milk,25352
HND,2010,sheep,meat and milk,15500
HND,2017,sheep,meat and milk,16506
HND,2010,pigs,meat,469636
HND,2017,pigs,meat,462556
HUN,2010,cows,milk,312000
HUN,2017,cows,milk,244000
HUN,2010,cows,meat,388000
HUN,2017,cows,meat,608000
HUN,2010,chickens,meat,18531000
HUN,2017,chickens,meat,20587000
HUN,2010,chickens,eggs,13597000
HUN,2017,chickens,eggs,11440000
HUN,2010,goats,meat and milk,58000
HUN,2017,goats,meat and milk,81000
HUN,2010,sheep,meat and milk,1223000
HUN,2017,sheep,meat and milk,1141000
HUN,2010,pigs,meat,3247000
HUN,2017,pigs,meat,2907000
ISL,2010,cows,milk,25711
ISL,2017,cows,milk,26742
ISL,2010,cows,meat,48070
ISL,2017,cows,meat,54153
ISL,2010,chickens,meat,43000
ISL,2017,chickens,meat,0
ISL,2010,chickens,eggs,175000
ISL,2017,chickens,eggs,230000
ISL,2010,goats,meat and milk,729
ISL,2017,goats,meat and milk,1300
ISL,2010,sheep,meat and milk,479841
ISL,2017,sheep,meat and milk,458634
ISL,2010,pigs,meat,40016
ISL,2017,pigs,meat,28700
IND,2010,buffaloes,meat and milk,107375000
IND,2017,buffaloes,meat and milk,113276848
IND,2010,cows,milk,42755000
IND,2017,cows,milk,50905190
IND,2010,cows,meat,151429992
IND,2017,cows,meat,134194999
IND,2010,chickens,meat,359642000
IND,2017,chickens,meat,380201000
IND,2010,chickens,eggs,303658000
IND,2017,chickens,eggs,402976000
IND,2010,goats,meat and milk,137320992
IND,2017,goats,meat and milk,132949270
IND,2010,sheep,meat and milk,67744000
IND,2017,sheep,meat and milk,62351822
IND,2010,pigs,meat,10640000
IND,2017,pigs,meat,8775091
IDN,2010,buffaloes,meat and milk,1999604
IDN,2017,buffaloes,meat and milk,1395191
IDN,2010,cows,milk,495000
IDN,2017,cows,milk,544791
IDN,2010,cows,meat,13086570
IDN,2017,cows,meat,16054456
IDN,2010,chickens,meat,1141926000
IDN,2017,chickens,meat,2008889000
IDN,2010,chickens,eggs,207700000
IDN,2017,chickens,eggs,166723000
IDN,2010,goats,meat and milk,16619599
IDN,2017,goats,meat and milk,18410379
IDN,2010,sheep,meat and milk,10725458
IDN,2017,sheep,meat and milk,16462274
IDN,2010,pigs,meat,7476666
IDN,2017,pigs,meat,8138276
IRN,2010,buffaloes,meat and milk,195000
IRN,2017,buffaloes,meat and milk,126765
IRN,2010,cows,milk,2899000
IRN,2017,cows,milk,1771628
IRN,2010,cows,meat,4533000
IRN,2017,cows,meat,3107735
IRN,2010,chickens,meat,813500000
IRN,2017,chickens,meat,996583000
IRN,2010,chickens,eggs,66500000
IRN,2017,chickens,eggs,48300000
IRN,2010,goats,meat and milk,21435000
IRN,2017,goats,meat and milk,15711084
IRN,2010,sheep,meat and milk,47591000
IRN,2017,sheep,meat and milk,40029687
IRQ,2010,buffaloes,meat and milk,295000
IRQ,2017,buffaloes,meat and milk,209163
IRQ,2010,cows,milk,354000
IRQ,2017,cows,milk,404986
IRQ,2010,cows,meat,2275000
IRQ,2017,cows,meat,1494384
IRQ,2010,chickens,meat,29794820
IRQ,2017,chickens,meat,46473000
IRQ,2010,chickens,eggs,4205180
IRQ,2017,chickens,eggs,3600000
IRQ,2010,goats,meat and milk,1519000
IRQ,2017,goats,meat and milk,1282856
IRQ,2010,sheep,meat and milk,7945000
IRQ,2017,sheep,meat and milk,6633904
IRL,2010,cows,milk,1070800
IRL,2017,cows,milk,1432700
IRL,2010,cows,meat,5535800
IRL,2017,cows,meat,5930800
IRL,2010,chickens,meat,10000000
IRL,2017,chickens,meat,10804000
IRL,2010,chickens,eggs,3800000
IRL,2017,chickens,eggs,4700000
IRL,2010,goats,meat and milk,10500
IRL,2017,goats,meat and milk,8300
IRL,2010,sheep,meat and milk,4745400
IRL,2017,sheep,meat and milk,5197100
IRL,2010,pigs,meat,1516300
IRL,2017,pigs,meat,1556900
ISR,2010,cows,milk,120000
ISR,2017,cows,milk,114816
ISR,2010,cows,meat,310000
ISR,2017,cows,meat,394284
ISR,2010,chickens,meat,33594000
ISR,2017,chickens,meat,36672000
ISR,2010,chickens,eggs,9005000
ISR,2017,chickens,eggs,9615000
ISR,2010,goats,meat and milk,100000
ISR,2017,goats,meat and milk,89720
ISR,2010,sheep,meat and milk,445000
ISR,2017,sheep,meat and milk,519640
ISR,2010,pigs,meat,223000
ISR,2017,pigs,meat,190000
ITA,2010,buffaloes,meat and milk,365086
ITA,2017,buffaloes,meat and milk,400792
ITA,2010,cows,milk,1878400
ITA,2017,cows,milk,1791120
ITA,2010,cows,meat,4224600
ITA,2017,cows,meat,4158273
ITA,2010,chickens,meat,62000000
ITA,2017,chickens,meat,75796000
ITA,2010,chickens,eggs,68000000
ITA,2017,chickens,eggs,71152000
ITA,2010,goats,meat and milk,961000
ITA,2017,goats,meat and milk,992177
ITA,2010,sheep,meat and milk,8012600
ITA,2017,sheep,meat and milk,7215433
ITA,2010,pigs,meat,9157100
ITA,2017,pigs,meat,8570807
JAM,2010,cows,milk,13100
JAM,2017,cows,milk,10704
JAM,2010,cows,meat,156900
JAM,2017,cows,meat,120646
JAM,2010,chickens,meat,12510000
JAM,2017,chickens,meat,13422000
JAM,2010,chickens,eggs,990000
JAM,2017,chickens,eggs,745000
JAM,2010,goats,meat and milk,490000
JAM,2017,goats,meat and milk,563918
JAM,2010,sheep,meat and milk,1600
JAM,2017,sheep,meat and milk,1336
JAM,2010,pigs,meat,197400
JAM,2017,pigs,meat,213410
JPN,2010,cows,milk,1029000
JPN,2017,cows,milk,852100
JPN,2010,cows,meat,3347000
JPN,2017,cows,meat,2969900
JPN,2010,chickens,meat,145934180
JPN,2017,chickens,meat,177722000
JPN,2010,chickens,eggs,140065820
JPN,2017,chickens,eggs,136101000
JPN,2010,goats,meat and milk,15000
JPN,2017,goats,meat and milk,16083
JPN,2010,sheep,meat and milk,12000
JPN,2017,sheep,meat and milk,14738
JPN,2010,pigs,meat,9800000
JPN,2017,pigs,meat,9346000
JOR,2010,buffaloes,meat and milk,100
JOR,2017,buffaloes,meat and milk,96
JOR,2010,cows,milk,38530
JOR,2017,cows,milk,45720
JOR,2010,cows,meat,26860
JOR,2017,cows,meat,26924
JOR,2010,chickens,meat,26400000
JOR,2017,chickens,meat,27491000
JOR,2010,chickens,eggs,2600000
JOR,2017,chickens,eggs,1800000
JOR,2010,goats,meat and milk,751730
JOR,2017,goats,meat and milk,770771
JOR,2010,sheep,meat and milk,2175690
JOR,2017,sheep,meat and milk,3057948
KAZ,2010,buffaloes,meat and milk,10000
KAZ,2017,buffaloes,meat and milk,10327
KAZ,2010,cows,milk,2371167
KAZ,2017,cows,milk,2336753
KAZ,2010,cows,meat,3724033
KAZ,2017,cows,meat,4427459
KAZ,2010,chickens,meat,13769000
KAZ,2017,chickens,meat,16119000
KAZ,2010,chickens,eggs,17191000
KAZ,2017,chickens,eggs,22257000
KAZ,2010,goats,meat and milk,2708900
KAZ,2017,goats,meat and milk,2279165
KAZ,2010,sheep,meat and milk,14660800
KAZ,2017,sheep,meat and milk,16049807
KAZ,2010,pigs,meat,1326300
KAZ,2017,pigs,meat,815121
KEN,2010,cows,milk,5001600
KEN,2017,cows,milk,6000000
KEN,2010,cows,meat,12861252
KEN,2017,cows,meat,12338810
KEN,2010,chickens,meat,13553000
KEN,2017,chickens,meat,31575000
KEN,2010,chickens,eggs,16845000
KEN,2017,chickens,eggs,16550000
KEN,2010,goats,meat and milk,28174158
KEN,2017,goats,meat and milk,25684489
KEN,2010,sheep,meat and milk,17562104
KEN,2017,sheep,meat and milk,18759072
KEN,2010,pigs,meat,347413
KEN,2017,pigs,meat,554301
KIR,2010,chickens,meat,447000
KIR,2017,chickens,meat,569000
KIR,2010,chickens,eggs,133000
KIR,2017,chickens,eggs,99000
KIR,2010,pigs,meat,13000
KIR,2017,pigs,meat,14184
KWT,2010,cows,milk,9637
KWT,2017,cows,milk,12163
KWT,2010,cows,meat,26068
KWT,2017,cows,meat,18467
KWT,2010,chickens,meat,23725000
KWT,2017,chickens,meat,43597000
KWT,2010,chickens,eggs,6834000
KWT,2017,chickens,eggs,9415000
KWT,2010,goats,meat and milk,178703
KWT,2017,goats,meat and milk,197768
KWT,2010,sheep,meat and milk,460213
KWT,2017,sheep,meat and milk,664654
KGZ,2010,cows,milk,664300
KGZ,2017,cows,milk,769761
KGZ,2010,cows,meat,634525
KGZ,2017,cows,meat,805673
KGZ,2010,chickens,meat,1222000
KGZ,2017,chickens,meat,315000
KGZ,2010,chickens,eggs,3200000
KGZ,2017,chickens,eggs,4100000
KGZ,2010,goats,meat and milk,942484
KGZ,2017,goats,meat and milk,820043
KGZ,2010,sheep,meat and milk,4095231
KGZ,2017,sheep,meat and milk,5257732
KGZ,2010,pigs,meat,59791
KGZ,2017,pigs,meat,52169
LAO,2010,buffaloes,meat and milk,1189000
LAO,2017,buffaloes,meat and milk,1189000
LAO,2010,cows,milk,35000
LAO,2017,cows,milk,43210
LAO,2010,cows,meat,1439000
LAO,2017,cows,meat,1940790
LAO,2010,chickens,meat,22860690
LAO,2017,chickens,meat,34360000
LAO,2010,chickens,eggs,2244310
LAO,2017,chickens,eggs,2600000
LAO,2010,goats,meat and milk,367000
LAO,2017,goats,meat and milk,588000
LAO,2010,pigs,meat,2752000
LAO,2017,pigs,meat,3869000
LVA,2010,cows,milk,165500
LVA,2017,cows,milk,154024
LVA,2010,cows,meat,212700
LVA,2017,cows,meat,258290
LVA,2010,chickens,meat,2703000
LVA,2017,chickens,meat,1689670
LVA,2010,chickens,eggs,2126000
LVA,2017,chickens,eggs,2310330
LVA,2010,goats,meat and milk,13200
LVA,2017,goats,meat and milk,13159
LVA,2010,sheep,meat and milk,70700
LVA,2017,sheep,meat and milk,106629
LVA,2010,pigs,meat,376500
LVA,2017,pigs,meat,336386
LBN,2010,cows,milk,40161
LBN,2017,cows,milk,49058
LBN,2010,cows,meat,28407
LBN,2017,cows,meat,32960
LBN,2010,chickens,meat,45243000
LBN,2017,chickens,meat,70375000
LBN,2010,chickens,eggs,3757000
LBN,2017,chickens,eggs,2017000
LBN,2010,goats,meat and milk,403861
LBN,2017,goats,meat and milk,484396
LBN,2010,sheep,meat and milk,265345
LBN,2017,sheep,meat and milk,438242
LBN,2010,pigs,meat,7736
LBN,2017,pigs,meat,6171
LSO,2010,cows,milk,109954
LSO,2017,cows,milk,120000
LSO,2010,cows,meat,516389
LSO,2017,cows,meat,341573
LSO,2010,chickens,meat,162000
LSO,2017,chickens,meat,153000
LSO,2010,chickens,eggs,340000
LSO,2017,chickens,eggs,280000
LSO,2010,goats,meat and milk,875184
LSO,2017,goats,meat and milk,972701
LSO,2010,sheep,meat and milk,1228558
LSO,2017,sheep,meat and milk,2041479
LSO,2010,pigs,meat,83976
LSO,2017,pigs,meat,38689
LBR,2010,cows,milk,6300
LBR,2017,cows,milk,6672
LBR,2010,cows,meat,33200
LBR,2017,cows,meat,37551
LBR,2010,chickens,meat,5765000
LBR,2017,chickens,meat,7367000
LBR,2010,chickens,eggs,1035000
LBR,2017,chickens,eggs,1300000
LBR,2010,goats,meat and milk,338300
LBR,2017,goats,meat and milk,400016
LBR,2010,sheep,meat and milk,263750
LBR,2017,sheep,meat and milk,303081
LBR,2010,pigs,meat,265300
LBR,2017,pigs,meat,307546
LBY,2010,cows,milk,135000
LBY,2017,cows,milk,124980
LBY,2010,cows,meat,60000
LBY,2017,cows,meat,87007
LBY,2010,chickens,meat,23100000
LBY,2017,chickens,meat,26898000
LBY,2010,chickens,eggs,9900000
LBY,2017,chickens,eggs,9850000
LBY,2010,goats,meat and milk,2700000
LBY,2017,goats,meat and milk,2626324
LBY,2010,sheep,meat and milk,7000000
LBY,2017,sheep,meat and milk,7382078
LIE,2010,cows,milk,2425
LIE,2017,cows,milk,2246
LIE,2010,cows,meat,3568
LIE,2017,cows,meat,3539
LIE,2010,chickens,meat,0
LIE,2017,chickens,meat,0
LIE,2010,chickens,eggs,13000
LIE,2017,chickens,eggs,12000
LIE,2010,goats,meat and milk,416
LIE,2017,goats,meat and milk,361
LIE,2010,sheep,meat and milk,3656
LIE,2017,sheep,meat and milk,4123
LIE,2010,pigs,meat,1690
LIE,2017,pigs,meat,1876
