"Rex Stanley Feed Yard, Inc.",10763 106 Road,"Dodge City, KS 67801",,
Ronnie and Dennis Stanley,,,,
"River Bend Feed Yard, Inc.",PO Box 448,"Ulysses, KS 67880",,
Dale Carter,,,,
"Rocking Heifer, LLC",439 E Road 4,"Ulysses, KS 67880",,
Maynard Burl,,,,
Rooks County Feeders LLC,2070 22 Rd,"Plainville, KS 67663",,
Phillip Conyac,,,,
Royal Beef,11060 N Falcon Rd,"Scott City, KS 67871-6037",,
Mark Lampe,,,,
Ruff Farms & Feedyard,"Rt. 1, Box H7B","Hanston, KS 67849-9775",,
Ronnie & Lonnie Ruff,,,,
"Sagebrush Feeders, Inc.",10505 N Rd,"Ingalls, KS 67853",,
Joe Jury,,,,
Sellers Feedlot,1346 Avenue N,"Lyons, KS 67554",,
Steve Sellers,,,,
"Shaw Feedyard, Inc.",2428 CR 15,"Ashland, KS 67831-0655",,
Kendall Hopp,,,,
Smith Brothers,P.O. Box 1350,"Elkhart, KS 67950",,
Howard Smith,,,,
"Smoky Hill Feedlot, Inc.",11513 S. Soderburg Rd.,"Falun, KS 67442",,
Richard Dauer,,,,
Solomon Valley Feeders LLC,P.O. Box 89,"Beloit, KS 67420",,
Joe Ludwig,,,,
Stampede Feeders,5503 E. Road 210,"Scott City, KS 67871-4055",,
Jerry Jackson,,,,
"Stephens Farms, Inc.",1551 CR 32,"Menlo, KS 67753",,
Charles Stephens,,,,
Sublette Feeders,PO Box 917,"Sublette, KS 67877",,
Joe Scott,,,,
"Sumner Farms, Inc.",2143 Road W14,"Norcatur, KS 67653",,
Howard Sumner,,,,
Sunbelt Feed Yard,PO Box 38,"Hugoton, KS 67951",,
Steven Bagley,,,,
Supreme Cattle Feeders- A Division of Green Plains,19016 Road I,"Kismet, KS 67859-9736",,
Mike Veltri,,,,
Syracuse Feed Yard (Cactus Feeders),P.O. Box 1226,"Syracuse, KS 67878",,
Roberto Eizmendi,,,,
Thornton Cattle Co,1355 WW Rd,"Copeland, KS 67837",,
Kent Thornton or Alishcia Thornton,,,,
"Tiffany Cattle Co, Inc.",1333 South 2500 Road,"Herington, KS 67449-5021",,
Shane and Shawn Tiffany,,,,
Timmerman Feeding Corporation,1762 US Highway 83,"Colby, KS 67701-9305",,
Jason Timmerman,,,,
Triangle H,1955 W Plymell Rd,"Garden City, KS 67846-8833",,
Sam Hands,,,,
Ulysses Feedyard (Cactus Feeders),1765 East Road 21,"Ulysses, KS 67880",,
Randy Shields,,,,
"W & S Ranch, Inc.",17052 R Rd,"Smith Center, KS 66967",,
Kenton and Mike Weltmer,,,,
Walker Feedlot,612 Lark Rd.,"Hope, KS 67451",,
Harvey Walker,,,,
Ward Feed Yard-North,1190 100th Ave.,"Larned, KS 67550",,
Chris Burris,,,,
Western Feed Yard Inc.,548 S Road I,"Johnson, KS 67855",,
Roger Canny,,,,
"Whitham Farms Feedyard, LP",462 N County Rd 5,"Leoti, KS 67861",,
Stewart Whitham,,,,
Wiechman Feedyard LP,4030 N Hwy 83,"Scott City, KS 67871",,
Jay Wiechman,,,,
Wilroads Feed Yard,11449 Lariat Way,"Dodge City, KS 67801",,
Travis McGuire,,,,
Winger Feedyard Inc.,6372 N Road H,"Johnson, KS 67855-8863",,
Elorenzo Cruz,,,,
Winifred Feedlot,1731 18th Road,"Frankfort, KS 66427",,
Steve Keating,,,,
"Winter Feed Yard, Inc.",PO Box 115,"Dodge City, KS 67801",,
Ken Winter,,,,
Zimm's Feedlot,1650 Avenue R,"Sterling, KS 67579-0267",,
Todd Zimmerman,,,,
Bernloehr Feed Yards,13343 CR 10,"Hanska, MN 56041",,
Dean Bernloehr,,,,
Craig Lichtsinn Feedlot,PO Box 54,"Wheaton, MN 56296-0054",,
Craig Lichtsinn,,,,
De Langhe Feedlot,2281 CR 7,"Marshall, MN 56258",,
Don De Langhe,,,,
Duncanson Growers,57618 Hwy 30,"Mapleton, MN 56065",,
Karl Duncanson or Pat Cuncanson,,,,
Gilland Feedlot Inc.,41762 215th Street,"Morgan, MN 56266-1149",,
Roger Gilland,,,,
"Kerkhoff Cattle Co., Inc.",38267 280th St.,"Redwood Falls, MN 56283",,
Brandon Kerkhoff,,,,
Knutson Farms & Feedlot,1897 101st Street,"Magnolia, MN 56158",,
Russell Knutson,,,,
Lund & Lund Inc.,2368 190th St,"Tyler, MN 56178",,
Brad Lund,,,,
Neusch Farms,2158 20th St.,"Fairmont, MN 56031",,
Robert Neusch,,,,
Nienow Acres LLC,58525 142nd Street,"Mapleton, MN 56065",,
Robert Nienow,,,,
Russell Gollmer,2034 220th Ave,"Marshall, MN 56258",,
Russell Gollmer,,,,
Tom Anderson,34727 210th Street,"Springfield, MN 56087",,
Tom Anderson,,,,
Bock Farms,RR 1 Box 176,"Appleton City, MO 64724",,
Jim Bock,,,,
Circle A Feeders LLC,1354 Private Rd 1277,"Huntsville, MO 65259-2127",,
Mark Akin,,,,
Frank Ranch,14695 W 160th St,"Hatfield, MO 64458",,
Robin Frank,,,,
"Hampton Feed Lot, Inc.",23551 Hwy 11,"Triplett, MO 65286",,
James Dainels,,,,
Mahnken & Sons Feedlot,24136 Hwy 20,"Corder, MO 64021",,
Gary Mahnken,,,,
Manken Cattle Co,31367 Hwy 129,"Salisbury, MO 65281",,
Mark Manken,,,,
Osborn Farms,16500 St Rt E,"Savannah, MO 64485-2150",,
Pete Mitts,,,,
Performance Blenders,PO Box 200,"Gordonville, MO 63752-0200",,
Gerald Shinn,,,,
Valley Farm Feedlot,PO Box 51,"Mendon, MO 64660",,
Ronnie Roger,,,,
Aisenbrey Farm & Feedlot,26 Aisenbrey Loop,"Bridger, MT 59014",,
Doug Aisenbrey,,,,
Blue Creek Cattle Feeders,PO Box 97,"Billings, MT 59101",,
Norman Haaland,,,,
CenTana Feeders LLC,460 Mont Aqua Rd,"Joliet, MT 59041",,
"Bob Casper, Jr.",,,,
Cross Four Ranch,PO Box 70,"Miles City, MT 59301",,
Fred Wacker,,,,
Green Giant Feedlot,PO Box 309,"Stanford, MT 59479-0309",,
"John Gee, DVM",,,,
"North Montana Feeders, Inc.",4841 Hwy 89,"Choteau, MT 59422",,
Mark DeBruycker,,,,
Solaris Feeders LLC,145 Signal Butte Rd,"Miles City, MT 59301-9247",,
Eric Moore,,,,
Spencer Farms,"Rt. 1, Box 1046","Fromberg, MT 59029",,
Eugene & Dennis Spencer,,,,
T-Bone Feeders,PO Box 97,"Shepherd, MT 59079",,
Norman Haaland,,,,
Wayne Edgar Feedlot,"Rt. 1, Box 1156","Hardin, MT 59034",,
Wayne Edgar,,,,
Weschenfelder Feedlot Inc.,10626 C A Road,"Shepherd, MT 59079",,
Dan Weschenfelder or Henry Weschenfelder,,,,
Bar V Ranch Ltd.,2652 Hwy 281 SE,"Jamestown, ND 58401-9213",,
Brian Amundson,,,,
Beaver Creek Custom Feeding,8510 52nd St SW,"Richardton, ND 58652-9437",,
Phillip Messer and Sons,,,,
Dakota Prairie Beef,12806 89th St SW,"Scranton, ND 58653-0003",,
Elroy Heim,,,,
Lorenz Feedlot,1041 81st Ave SW,"Dodge, ND 58625",,
Ervin Lorenz or Fred Lorenz,,,,
37 Land & Cattle Company Inc,11138 740 Rd,"Holdrege, NE 68949-4028",,
Richard Waller,,,,
Adams Land & Cattle (NE 21 loc),PO Box 485,"Broken Bow, NE 68822",,
Jerry & William Adams,,,,
Aden Cattle Co.,76669 Road 413,"Gothenburg, NE 69138-3475",,
Jim Aden,,,,
Akey Ranch and Feedlot,31252 Road 703,"Haigler, NE 69030-4512",,
Ronald M. Akey,,,,
Alexander Cattle & Farms,57555 841 1/2 Rd,"Pilger, NE 68768",,
J. D. Alexander,,,,
Alexander Cattle & Farms-South,57555 841 1/2 Rd,"Pilger, NE 68768",,
Josh Alexander,,,,
Art Henry & Sons Inc.,8927 E State Farm Rd,"North Platte, NE 69101-0459",,
Mike Henry,,,,
B & B Cattle Co Inc.,11175 739 Rd,"Holdrege, NE 68949-4030",,
Steve Bohr or Derik Bohr,,,,
Bancroft Custom Feeders LLC,2433 Hwy 51,"Bancroft, NE 68004",,
Jeff Knuppel,,,,
Banner Feeding Co,5550 Co Rd 36,"Harrisburg, NE 69345",,
Leo Hoehn,,,,
Bartos Angus,51177 886 Rd,"Verdigre, NE 68783",,
Keith Bartos,,,,
Bejot Feed Lots,PO Box 106,"Ainsworth, NE 69210",,
Steve Bejot or Thomas Bejot,,,,
Bellar Cattle Company,P.O. Box 734,"Wisner, NE 68791",,
Randy & Gina Bellar,,,,
"Bellar Feedlots, Inc.- East",PO Box 649,"Wisner, NE 68791",,
Gary Bellar or Travis Bellar,,,,
"Bellar Feedlots, Inc.- North",PO Box 649,"Wisner, NE 68791",,
Gary Bellar or Travis Bellar,,,,
Beller Corporation,43721 460 St,"Lindsay, NE 68644-6121",,
Doug Beller,,,,
Borderline Cattle Co,10740 Hwy 71,"Scottsbluff, NE 69363-1816",,
Larry Rice,,,,
Bossen Livestock Co.,P.O. Box 185,"Arcadia, NE 68815",,
Bill Garrelts,,,,
Bracht Feedyards Inc.,824 E Washington St,"West Point, NE 68788-1320",,
Ed Bracht,,,,
Brennan Farms & Livestock,PO Box 176,"Overton, NE 68863",,
Tom Brennan Jr.,,,,
Briggs Feed Yard,3044 Alvo Rd,"Seward, NE 68434-4526",,
Mike Briggs,,,,
Bromm Cattle Co Inc.,1920 Co Rd C,"Craig, NE 68019-5058",,
John Bromm or Don Bromm,,,,
"Bruns Feedlot, LLC",1172 I Ave,"Pender, NE 68047",,
Leon Bruns or Joel Bruns,,,,
Bunker Hill Cattle Co.,858 Eagle Rd,"Saint Paul, NE 68873-6916",,
Brian Timmons,,,,
"Burwell Feeders, LLC",82965 State Hwy 11,"Burwell, NE 68823-5232",,
Russell Walker,,,,
Cattle Junction,1002 E Mayo St,"O'Neill, NE 68763-1182",,
"Central Feeders, Inc.",P.O. Box 289,"Overton, NE 68863",,
"James ""George"" Simonson",,,,
Chappell Feedlot,16780 U.S. Hwy 30,"Chappell, NE 69129-0691",,
Tom Williams,,,,
Christensen Ctl-South/Sandy Ridge,2967 Hwy 14,"Fullerton, NE 68638",,
Brett Zikmund,,,,
"Circle Five Beef, Inc. - Fairmont Yard",1204 Road F,"Fairmont, NE 68354",,
Jeff Neiman,,,,
"Circle Five Beef, Inc. - Henderson Yard",316 Road B,"Henderson, NE 68371",,
Travis Miller,,,,
Coe Cattle Company - Norfolk,PO Box 1141,"Norfolk, NE 68702",,
Ed McClymont & Bill Emrich,,,,
Coe Cattle Company - Tilden,PO Box 1141,"Norfolk, NE 68702",,
Bill Emrich or Ed McClymont,,,,
Crawford Cattle Co,1609 S Airport Rd,"Lexington, NE 68850-5513",,
Jim Crawford,,,,
CTC Farms Inc. - Coufal Feedyards,883 4th Rd,"Howells, NE 68641",,
Ron Coufal,,,,
Custer County Feeders Inc.,77920 Hwy 21,"Oconto, NE 68860",,
Roger Schulze,,,,
"Dahlgren Cattle Co., Inc.",74008 C Rd,"Bertrand, NE 68927",,
Gary Dahlgren,,,,
Darnall Feedlot,3071 Road 67,"Harrisburg, NE 69345-5032",,
Gary Darnall,,,,
"Darr Feedlot, Inc.",42826 Road 759,"Cozad, NE 69130-5114",,
Jay Chytka,,,,
"Darr Feedlot, Inc. - South Lot/Bull Yard",75429 Road 424,"Cozad, NE 69130",,
Scott Nielsen & Mitch Ziebel,,,,
Darrel Smith Angus,PO Box 36,"Atkinson, NE 68713-0036",,
Darrel Smith,,,,
"Dawson Feeders, Inc.",43751 Road 758,"Lexington, NE 68850",,
John Fortin,,,,
DCK Holdings LLC,88005 428th Ave,"Ainsworth, NE 69210",,
Doug Corby & Ken O'Hare,,,,
Dinklage Feed Yard Inc.,Rt 2 Box 141,"Broadwater, NE 69125",,
Bob Hughes,,,,
"Dinklage Feed Yard, Inc.",PO Box 274,"Sidney, NE 69162-0274",,
Nathan Knobbe,,,,
"Dinklage Feed Yard, Inc.","2822 S. Hwy 385, Lot #3","Alliance, NE 69301",,
Jim Childers,,,,
Doescher Livestock Co,1140 Hwy 275 W,"Beemer, NE 68716-0428",,
Clay & Kurt Doescher,,,,
Dorman Schilke,74157 333 Ave,"Imperial, NE 69033",,
Dorman Schilke,,,,
Double R Ag Services Inc.,Ryan Richardson,"Hay Springs, NE 69347-4171",,
Ryan Richardson,,,,
"Drinnin Feedlots, Inc.",493 E 53rd St,"Columbus, NE 68601-9609",,
Mike Drinnin,,,,
"Eisenmenger Farms, Inc.",26708 385th St.,"Humphrey, NE 68642",,
Joe Eisenmenger,,,,
Engelmeyer Farms Inc.,1319 Hwy 9 -- Lot 1,"West Point, NE 68788",,
Vincent Engelmeyer,,,,
FELLER & CO Cattle Feeders-Wisner,PO Box 784,"Wisner, NE 68791-0784",,
Jordan Feller,,,,
Feyerherm Farm & Cattle Co Inc.,951 18th Rd,"West Point, NE 68788",,
Richard Feyerherm or Fritz Feyerherm,,,,
Flat Iron Feeders LLC,11804 736 Rd,"Holdrege, NE 68949",,
Jason Patterson,,,,
Folken Feed Yards,379 Road R,"Leigh, NE 68643-4324",,
Charles Folken,,,,
"Fore-Quarters Feedlot, LLC",55933 840th Rd,"Norfolk, NE 68701",,
Dawn Wimkelbaur,,,,
Fort Kearney Feeders,39 Summerhaven Lake,"Kearney, NE 68847-9422",,
Don Chase,,,,
Fort Kearny Consolidated,1818 32 Rd,"Minden, NE 68959",,
Brian Kissinger,,,,
Foxley Cattle Co,83973 489th Ave,"Barlett, NE 68622",,
Jeff Gorgenson,,,,
Frahm Farms Inc.,53407 Road 863,"Plainview, NE 68769",,
Jerry Frahm,,,,
G & S Farms,843 21st Rd,"Axtell, NE 68924",,
Stewart Anderson or Tom Anderson,,,,
Gaspers Cattle Co,49549 460th Ave,"Lindsay, NE 68644-5013",,
William Gaspers,,,,
German Land & Cattle,P.O. Box 39,"Imperial, NE 69033",,
Cal German,,,,
Golden West Feedyards Inc.,PO Box 367,"Shelby, NE 68662",,
Rick Nekl,,,,
Gottsch Cattle Co.-Juniata,5120 N Liberty Ave,"Juniata, NE 68955",,
Bob Gottsch or Joe Bohrer/Gottsch Cattle Co.,,,,
Gottsch Cattle Co.-Red Cloud,1350 Road L,"Red Cloud, NE 68970",,
Scott Bonifas,,,,
"Grass Valley Farms, Inc.",1197 34th Rd,"David City, NE 68632",,
Hank Klosterman,,,,
Griffith Feedlot,75675 Hwy 21,"Cozad, NE 69130-4206",,
Bill Griffith,,,,
Guggenmos River Ranch Ltd.,43178 N Pleasant Valley Rd,"Brewster, NE 68821-9510",,
Larry Guggenmos,,,,
Ham Feedlot,HC 69 Box 47,"Parks, NE 69041",,
Gary Ham,,,,
"Harlan Feeders, Inc.",71049 L Road,"Orleans, NE 68966",,
Don Kauk,,,,
Harry Knobbe Feedyard,595 15th Rd,"West Point, NE 68788",,
Harry Knobbe,,,,
"Herb Albers Feed Lots, Inc.",2408 6th Rd,"Wisner, NE 68791",,
Jeff Albers,,,,
Herd Company Feedlot,83973 489th Ave,"Bartlett, NE 68622-9721",,
Case Gabel & Chad Mathews,,,,
Herman Dinklage Inc-Wayne Co,PO Box 757,"Wisner, NE 68791",,
Jeff Dinklage,,,,
Hi-Gain Feedlot Inc-Cozad,Box 267,"Cozad, NE 69130-2350",,
Jeff Rudolph,,,,
Hi-Gain Feedlot Inc-Farnam,40965 Road 754,"Farnam, NE 69029-7017",,
Jeff Rudolph,,,,
"High Plains Feed Yard, Inc.",2001 S-C Rd.,"Mitchell, NE 69357-3812",,
Bob Burford,,,,
Highland Feeders Inc.,PO Box 66,"Cedar Rapids, NE 68627-0066",,
Matt Bridger,,,,
HJR Dose Inc.,193 N St,"Hampton, NE 68843",,
James Dose,,,,
"Holt County Feeders, LLC",49821 874th Rd,"O'Neill, NE 68763-5315",,
Gordon Givens,,,,
Hordville Feedyard,PO Box 52,"Bridgeport, NE 69336-0052",,
Lyle W. Blasé,,,,
"Imperial Beef, LLC",33409 749 Rd,"Imperial, NE 69033",,
Brad Foote,,,,
J & J Cattle Co.,7000 Valley Rd,"Alliance, NE 69301",,
Jerry Underwood,,,,
J & S Feedlot,1747 Road W,"Dodge, NE 68633-3108",,
Stephen Ruskamp,,,,
Jim Beller Feedlot,46927 St Hwy 91,"Lindsay, NE 68644-5025",,
Terry Beller,,,,
Johnston Feedlot,47693 St Hwy 91,"Lindsay, NE 68644-5026",,
Bart Johnston,,,,
"K-Farms, Inc.",76761 Road 414,"Gothenberg, NE 69138",,
Brian Keiser,,,,
"KCC Feeding, Inc.",PO Box 174,"Minden, NE 68959-0174",,
John Wubbenhorst,,,,
Keller Feedlot Inc.,42208 Road 748,"Eustis, NE 69028",,
Bill Keller,,,,
Kim Allemang,85495 515th Ave,"Clearwater, NE 68726-9732",,
Kim Allemang,,,,
"Knobbe Cattle Co., Inc.",1037 C Rd,"West Point, NE 68788-4036",,
Pat Knobbe,,,,
Knox County Feeders,88106 536th Ave,"Bloomfield, NE 68718",,
Bronc May,,,,
Koehler Farms,55431 Hwy 20,"McLean, NE 68747-9740",,
Paul Koehler,,,,
"Krab, Inc.",P.O. Box 95,"Paxton, NE 69155-3115",,
Rodney Krab,,,,
Krabel Land & Cattle,2300 Southern Hills Dr,"Hastings, NE 68901",,
Dwayne Krabel,,,,
Lamb Feedyard,42923 Road 808,"Anselmo, NE 68813-9708",,
David Lamb,,,,
Lapaseotes Feedyard-Bridgeport,PO Box 863,"Bridgeport, NE 69336",,
Cassie Lapaseotes,,,,
Larsen Feeding Corporation,180383 Co Rd C,"Mitchell, NE 69357-4111",,
Dallas Larsen,,,,
Lauby Company,42711 Road 753,"Lexington, NE 68850",,
Terry Lauby,,,,
Lewis Feedlot,PO Box 248,"Kearney, NE 68848",,
Ryan Danehey,,,,
Linder Stock Farms,PO Box 246,"Loomis, NE 68958",,
James Linder,,,,
Lloyd Waller Feed Lot Inc.,PO Box 559,"Holdrege, NE 68949",,
Tim & Kenny Waller,,,,
Logan Valley Feeders LLC,1377 Hwy 77,"Oakland, NE 68045",,
Larry Lechtenberg or Kelly Lechtenberg,,,,
Lonnie Roth Feedlots Inc.,458 S Rd,"Wisner, NE 68791",,
Lonnie Roth or Tyler Roth,,,,
Loseke Feedyards,34532 130th Ave,"Columbus, NE 68601-8718",,
Ryan Loseke,,,,
M & M Feeders,PO Box 269,"Elm Creek, NE 68836",,
Mel Huyser,,,,
M Farm Inc.,2410 Hwy 81,"Benedict, NE 68316",,
Max McLean,,,,
Maassen Brothers,5060 W Game Trail Rd,"North Platte, NE 69101-9801",,
Barry Maassen,,,,
Mamot Feed Lots,233 Friend Rd,"Saint Libory, NE 68872",,
Jim Mamot,,,,
Martin Ranch and Feedlot,Ty Martin,"Keystone, NE 69144-0268",,
T. J. Martin,,,,
Mayes Gen. Partnership,dba Phelps County Feeders (East Yard),"Holdrege, NE 68949",,
Dale Klute or Gale Merritt,,,,
Mayes Gen. Partnership,dba Phelps County Feeders (West Yard),"Bertrand, NE 68927",,
Dale Klute or Gale Merritt,,,,
McClymont Feed Yard,73027 K Road,"Holdrege, NE 68949",,
Jesse Landin,,,,
Mead Cattle Co LLC,1344 Co Rd 10,"Mead, NE 68041",,
Buck Wehrbein,,,,
Metzner Cattle Co.,12929 Q Road,"Osceola, NE 68651",,
Raymond Metzner,,,,
Mid Plains Cattle Co.,1989 138 Rd,"Shelby, NE 68662",,
Gary Kreikemeier,,,,
Mid-America Feed Yard,2350 Road 6950,"Ohiowa, NE 68416",,
Doug Karl or Dave Mc Coy,,,,
Minatare Feedlot Inc.,230908 Highland Rd,"Scottsbluff, NE 69361-7716",,
Chuck Weinreis,,,,
Moo Feedlot,29775 160th Rd,"Kearney, NE 68847",,
"Francis ""Buss"" Biehl",,,,
Nebraska Beef Farms,PO Box 509,"Gordon, NE 69343",,
Rudy Stanko,,,,
Norm Witt Feed Yards Inc.,2456 140th Rd,"Shelby, NE 68662",,
Norman Witt,,,,
North Platte Feeders Inc.,2800 E. Echo School Rd,"Wellfleet, NE 69170",,
Dennis Stucky,,,,
Northwest Cattle Feeders LLC,675 Road West F S,"Brule, NE 69127-2925",,
Jeff Cox,,,,
Noyes FeedYards,1768 25 Rd,"Axtell, NE 68924-3662",,
Carlton Noyes,,,,
Olsen Cattle Company,1293 28 Rd,"Minden, NE 68959",,
David Olsen,,,,
Olson Farms Inc.,PO Box 307,"Hershey, NE 69143-0307",,
Kirk Olson,,,,
"Oppliger Feeders, LLC",PO Box 158,"Wallace, NE 69169",,
Efren Gomez,,,,
Oshkosh Feedyard Corp.,PO Box 440,"Oshkosh, NE 69154",,
Matt McGinley,,,,
Ott Livestock LLC,731 Hwy 275,"Wisner, NE 68791",,
Steve Ott or Adam Ott,,,,
Pandorf Land & Cattle Inc.,79580 Arnold River Rd,"Callaway, NE 68825",,
Mark Pandorf,,,,
Paul Johnson & Sons Cattle Co.,74237 D Rd,"Bertrand, NE 68927",,
Bob Johnson,,,,
Phillips Farms,14191 Road 88,"Lisco, NE 69148",,
Mike Phillips,,,,
Raichart Ranch,34548 Road 709,"Benkelman, NE 69021",,
Kelly Raichart,,,,
RDO Inc.,11769 732 Rd,"Holdrege, NE 68949",,
Roger Olson,,,,
Rhea Cattle Company,5935 McCall Lane,"Arlington, NE 68002-5136",,
Bill Rhea,,,,
Riverside Feeders LLC,43175 Pressey W Rd,"Oconto, NE 68860",,
Wade or Michelle Pearson,,,,
Roberts Cattle Co,Box 794,"Lexington, NE 68850",,
Dan Roberts,,,,
Rodney Waller Feedlot,11316 737 Road,"Holdrege, NE 68949-4058",,
Rodney Waller,,,,
S & A Feedlot Inc.,86111 536 Ave,"Plainview, NE 68769-9513",,
John Anderson,,,,
Samson Inc.,2204 15th St,"Columbus, NE 686017",,
Scott Mueller or Sara Eickmeier,,,,
Sauvage Feedyard LLC,1169 EE Lane,"Danbury, NE 69026-9743",,
Alan Messinger or James Hardy,,,,
Scotts Bluff County Feeders,PO Box 667,"Morrill, NE 69358-0649",,
Dave Allen,,,,
Shepperd Ranch and Feeding Co.,HC 80 Box 30,"Mills, NE 68753-9715",,
Doug Shepperd,,,,
Snake Creek Ranch,8062 Perkins #5,"Alliance, NE 69301",,
Keith Carter,,,,
Spurgin Inc.,790 Road East R South,"Paxton, NE 69155",,
Mark Spurgin,,,,
Stevenson Feedyards,3300 Pheasant Ridge Road,"Lincoln, NE 68532-9218",,
Steve Stevenson,,,,
Stuart's Feedlot,11449 Rd 87,"Bayard, NE 69334",,
Mary Stuart,,,,
Sweetwater Cattle Co LLC,5622 E 78th St,"Kearney, NE 68847-9767",,
Mike Twitchell,,,,
T & E Cattle Company Inc.,4444 W 13th St,"Grand Island, NE 68803",,
Jim Jonak or Greg Baxter,,,,
Timmerman & Sons Feeding Co Inc.,PO Box 367,"Springfield, NE 68059",,
Mary Meister,,,,
Timmerman Feeding Corp,660 Co Rd C,"Ashland, NE 68003",,
Doug Anderson,,,,
Timmerman Feeding Corp.,71870 Drive 392,"Indianola, NE 69034",,
Norman Timmerman,,,,
Twin Valley Feeders,PO Box 326,"Paxton, NE 69155-3710",,
Dan Krier or Jim Wunschel,,,,
Valley Feed Yards Inc.,7775 L62A,"Bayard, NE 69334",,
Joe Burford,,,,
VanHousen Feed Yard,777 123rd Rd,"Stromsburg, NE 68666",,
Terry VanHousen,,,,
Vering Feedyard,602 Thornbird Drive,"Fremont, NE 68025-6445",,
Bob Vering or Tom Vering,,,,
Wagonhammer Cattle Co,Box 548,"Albion, NE 68620",,
Arlyn Wilke,,,,
Weborg Feeding Co LLC,1737 V Rd,"Pender, NE 68047",,
Kent Weborg or Craig Weborg or Brian Weborg,,,,
Weitzenkamp Farms Inc.,206 Co Rd 20,"Hooper, NE 68031",,
Jim Weitzenkamp or Harlan Weitzenkamp,,,,
Whers Feedyard,3150 Old Cheney Rd,"Milford, NE 68405",,
Bob and Shari Wehrs,,,,
Wilke Cattle Co,14111 298th St,"Columbus, NE 68601-9630",,
Paul Wilke,,,,
Will Feed Inc.,PO Box 88,"Cozad, NE 69130-0088",,
Anne Burkholder,,,,
Wisner Feedlots Inc.,PO Box 430,"Wisner, NE 68791-0649",,
Gene Ott or Ron Kvols,,,,
Wright's Feedyard Inc.,903 Road 24,"Benedict, NE 68316-9012",,
Steve Wright,,,,
York Feedlot Inc.,PO Box 388,"York, NE 68467",,
Jesse Munoz,,,,
Zochol Feedlot,1573 Co Rd 54,"Alliance, NE 69301",,
Richard Zochol or Phil Zochol,,,,
4 Daughters Land & Cattle Co.,2920 Los Lentes Rd,"Los Lunas, NM 87031",,
Martin Encinias,,,,
Clayton Cattle Feeders Inc.,PO Box 370,"Clayton, NM 88415-0370",,
Bruce Whitney or Bob Podzemny,,,,
Double A Feeders Inc.,PO Box 220,"Clayton, NM 88415-0220",,
Tee J. Arnett,,,,
NAPI Feedlot,PO Box 1119,"Aztec, NM 87410",,
Bruce Sterling or Harold Dodge,,,,
New Mexico Feeding Co,PO Box 661,"Deming, NM 88031",,
Bill Porter & Asa Porter,,,,
"Oppliger Feeders, LLC- North Yard",520 CR 14,"Clovis, NM 88101",,
Keith Espenson,,,,
Union County Feedlot Inc.,PO Box 370,"Clayton, NM 88415",,
Jim Dellinger,,,,
"Union Ganadera Reg De Chih, Inc. Santa Teresa Intl",100 Frontera Blvd,"Santa Teresa, NM 88008",,
Jose L. Gabilonda,,,,
Wheeler Feed Yard Inc.,PO Box 1801,"Clovis, NM 88101",,
Don McCasland,,,,
Dave Stix Livestock,4830 Farm District Rd,"Fernley, NV 89408",,
Dave Stix,,,,
L-M Feedlot,PO Box 643,"Yerington, NV 89447",,
Larry Masini,,,,
R. N. Fulstone Company,Box 34,"Smith, NV 89430",,
Carl Weatherford,,,,
Sandhill Feedlot,3300 Feedlot Rd,"Winnemucca, NV 89445",,
Steve Lucas,,,,
Smith Valley Cattle Feeders,PO Box 18,"Smith, NV 89430",,
Matt Stinebaugh,,,,
"Snyder Livestock Co., Inc.",PO Box 550,"Yerington, NV 89447",,
Eddie Snyder & Lucy Rechel,,,,
Western Nevada Cattle Feeders,2105 N Meridian Rd,"Lovelock, NV 89419-5610",,
Rick Marvel,,,,
Brad Huffines,2581 Lodi-Interlaken Rd,"Lodi, NY 14860-9743",,
,,,,
5 C's Farm Inc.,5327 Thiel Rd,"Hicksville, OH 43526-9737",,
William Cleland,,,,
Humbert Farms,13149 S Road 66,"Fayette, OH 43521",,
Kip Humbert,,,,
Alfadale Stock Farms LLC,1200 N Alfadale Rd,"El Reno, OK 73036",,
Peter Jeffrey,,,,
Boise City Feedyards Inc.,PO Box 754,"Boise City, OK 73933-0754",,
Ron Overstreet,,,,
Buffalo Feeders LLC / Pratt Feeders,PO Box 409,"Buffalo, OK 73834-0409",,
Tom Fanning,,,,
C & M Cattle,PO Box 67,"Boise City, OK 73933",,
Chuck Murdock or Will Murdock,,,,
Cattleman's Choice Feedyard Inc.,RR 2 Box 24A,"Gage, OK 73843",,
Dale Moore,,,,
Celebity Feeders LLC,PO Box 201,"Felt, OK 73949",,
John Choate,,,,
Cow Creek Feeders LLP,Rt 2 Box 94,"Keyes, OK 73947",,
Rod Weeden,,,,
CRI Feeders of Guymon LLC,RR 2 Box 114,"Guymon, OK 73942",,
Doug Schmidt,,,,
Freeman Feedlot Inc.,PO Box 589,"Texhoma, OK 73949",,
Luke Freeman,,,,
Herbel Farms and Feedlot,RR 1 Box 16,"Hooker, OK 73945",,
James Herbel,,,,
Heritage Feeders LP,PO Box 2410,"Oklahoma City, OK 73101-2410",,
"Mike Schartz, Mgr.",,,,
Hitch Feeders I,RR 1 Box 53,"Hooker, OK 73945",,
Robert Bergner,,,,
"Hitch, Henry C., Feedlot Inc.",3633 Road Z,"Guymon, OK 73942",,
Hunter Herron,,,,
