iso3c,year,animal,product,fao_headcount
CRI,2017,goats,meat and milk,5699
CRI,2017,pigs,meat,485624
CRI,2017,sheep,meat and milk,2811
CUB,2010,chickens,eggs,8694113.48086182
CUB,2010,chickens,eggs&meat,4041718.776732666
CUB,2010,chickens,meat,18214167.742405515
CUB,2010,cows,meat,3560700
CUB,2010,cows,milk,431800
CUB,2010,goats,meat and milk,938100
CUB,2010,pigs,meat,1591000
CUB,2010,sheep,meat and milk,2361900
CUB,2017,chickens,eggs,9460934.289873833
CUB,2017,chickens,eggs&meat,3347640.0918107238
CUB,2017,chickens,meat,12826425.618315443
CUB,2017,cows,meat,3535300
CUB,2017,cows,milk,330200
CUB,2017,goats,meat and milk,1157700
CUB,2017,pigs,meat,2069400
CUB,2017,sheep,meat and milk,1567200
CYM,2010,chickens,eggs,1140
CYM,2010,chickens,eggs&meat,0
CYM,2010,chickens,meat,4860
CYM,2010,cows,meat,1463
CYM,2010,cows,milk,537
CYM,2010,goats,meat and milk,2100
CYM,2010,pigs,meat,1063
CYM,2017,chickens,eggs,1100
CYM,2017,chickens,eggs&meat,0
CYM,2017,chickens,meat,4900
CYM,2017,cows,meat,1555
CYM,2017,cows,milk,557
CYM,2017,goats,meat and milk,2400
CYM,2017,pigs,meat,1187
CYP,2010,chickens,eggs,599460.000210825
CYP,2010,chickens,eggs&meat,89429.99898305908
CYP,2010,chickens,meat,2292110.000806116
CYP,2010,cows,meat,35602
CYP,2010,cows,milk,19113
CYP,2010,goats,meat and milk,307428
CYP,2010,pigs,meat,463729
CYP,2010,sheep,meat and milk,328864
CYP,2017,chickens,eggs,582970.0002050257
CYP,2017,chickens,eggs&meat,86699.9990141029
CYP,2017,chickens,meat,2220330.0007808716
CYP,2017,cows,meat,36725
CYP,2017,cows,milk,30137
CYP,2017,goats,meat and milk,257637
CYP,2017,pigs,meat,350147
CYP,2017,sheep,meat and milk,321488
CZE,2010,chickens,eggs,3997983.3117046384
CZE,2010,chickens,eggs&meat,100.35517686054618
CZE,2010,chickens,meat,20043916.333118502
CZE,2010,cows,meat,970871
CZE,2010,cows,milk,378415
CZE,2010,goats,meat and milk,21709
CZE,2010,pigs,meat,1909232
CZE,2010,sheep,meat and milk,196913
CZE,2017,chickens,eggs,4754460.154035385
CZE,2017,chickens,eggs&meat,85.93345087879811
CZE,2017,chickens,meat,15832453.912513737
CZE,2017,cows,meat,1056600
CZE,2017,cows,milk,364642
CZE,2017,goats,meat and milk,28174
CZE,2017,pigs,meat,1490776
CZE,2017,sheep,meat and milk,217141
DEU,2010,buffaloes,meat and milk,4200
DEU,2010,chickens,eggs,33333498.57067699
DEU,2010,chickens,eggs&meat,227205.91629749842
DEU,2010,chickens,meat,80552295.5130255
DEU,2010,cows,meat,8627813
DEU,2010,cows,milk,4181679
DEU,2010,goats,meat and milk,150000
DEU,2010,pigs,meat,26509000
DEU,2010,sheep,meat and milk,2088541
DEU,2017,buffaloes,meat and milk,8674
DEU,2017,chickens,eggs,40488224.656101644
DEU,2017,chickens,eggs&meat,318569.72130782425
DEU,2017,chickens,meat,119193205.62259053
DEU,2017,cows,meat,8082185
DEU,2017,cows,milk,4199010
DEU,2017,goats,meat and milk,140000
DEU,2017,pigs,meat,27577600
DEU,2017,sheep,meat and milk,1579800
DJI,2010,cows,meat,271852
DJI,2010,cows,milk,25148
DJI,2010,goats,meat and milk,512000
DJI,2010,sheep,meat and milk,466000
DJI,2017,cows,meat,275257
DJI,2017,cows,milk,25409
DJI,2017,goats,meat and milk,514462
DJI,2017,sheep,meat and milk,468817
DMA,2010,chickens,eggs,46403.330108231894
DMA,2010,chickens,eggs&meat,13667.345588718803
DMA,2010,chickens,meat,129929.3243030493
DMA,2010,cows,meat,5600
DMA,2010,cows,milk,7900
DMA,2010,goats,meat and milk,9700
DMA,2010,pigs,meat,5000
DMA,2010,sheep,meat and milk,7600
DMA,2017,chickens,eggs,46403.330108231894
DMA,2017,chickens,eggs&meat,14314.746169237062
DMA,2017,chickens,meat,138281.92372253104
DMA,2017,cows,meat,6569
DMA,2017,cows,milk,7453
DMA,2017,goats,meat and milk,9703
DMA,2017,pigs,meat,5058
DMA,2017,sheep,meat and milk,7979
DNK,2010,chickens,eggs,3899999.9999434636
DNK,2010,chickens,eggs&meat,2.621549790582378e-4
DNK,2010,chickens,meat,14183999.99979438
DNK,2010,cows,meat,1002848
DNK,2010,cows,milk,568202
DNK,2010,pigs,meat,13173060
DNK,2010,sheep,meat and milk,159626
DNK,2017,chickens,eggs,6147999.999910875
DNK,2017,chickens,eggs&meat,3.005562475566492e-4
DNK,2017,chickens,meat,14584999.999788567
DNK,2017,cows,meat,975379
DNK,2017,cows,milk,570038
DNK,2017,pigs,meat,12307667
DNK,2017,sheep,meat and milk,154129
DOM,2010,chickens,eggs,6045584.873793481
DOM,2010,chickens,eggs&meat,19795963.855059966
DOM,2010,chickens,meat,152591451.27114654
DOM,2010,cows,meat,2557381
DOM,2010,cows,milk,342619
DOM,2010,goats,meat and milk,225000
DOM,2010,pigs,meat,660000
DOM,2010,sheep,meat and milk,240000
DOM,2017,chickens,eggs,8534943.351237856
DOM,2017,chickens,eggs&meat,20413585.7679411
DOM,2017,chickens,meat,155051470.88082105
DOM,2017,cows,meat,2460000
DOM,2017,cows,milk,540000
DOM,2017,goats,meat and milk,224667
DOM,2017,pigs,meat,670000
DOM,2017,sheep,meat and milk,250000
DZA,2010,chickens,eggs,17016387.62696463
DZA,2010,chickens,eggs&meat,16992686.918626107
DZA,2010,chickens,meat,91990925.45440927
DZA,2010,cows,meat,832300
DZA,2010,cows,milk,915400
DZA,2010,goats,meat and milk,4287300
DZA,2010,pigs,meat,5500
DZA,2010,sheep,meat and milk,22868770
DZA,2017,chickens,eggs,19898160.324377775
DZA,2017,chickens,eggs&meat,18208877.7966592
DZA,2017,chickens,meat,96910961.87896302
DZA,2017,cows,meat,821417
DZA,2017,cows,milk,1073709
DZA,2017,goats,meat and milk,5007894
DZA,2017,pigs,meat,4789
DZA,2017,sheep,meat and milk,28393602
ECU,2010,chickens,eggs,5257353.202873637
ECU,2010,chickens,eggs&meat,22642063.099720925
ECU,2010,chickens,meat,155030583.69740543
ECU,2010,cows,meat,4164674
ECU,2010,cows,milk,1088862
ECU,2010,goats,meat and milk,134825
ECU,2010,pigs,meat,1489761
ECU,2010,sheep,meat and milk,792498
ECU,2017,chickens,eggs,7321740.560535352
ECU,2017,chickens,eggs&meat,19872733.193236716
ECU,2017,chickens,meat,133361526.24622793
ECU,2017,cows,meat,3334447
ECU,2017,cows,milk,856164
ECU,2017,goats,meat and milk,39583
ECU,2017,pigs,meat,1115473
ECU,2017,sheep,meat and milk,390120
EGY,2010,buffaloes,meat and milk,3818236
EGY,2010,chickens,eggs,21082440.388274908
EGY,2010,chickens,eggs&meat,28706633.549783327
EGY,2010,chickens,meat,53999926.061941765
EGY,2010,cows,meat,3188721
EGY,2010,cows,milk,1540000
EGY,2010,goats,meat and milk,4174986
EGY,2010,pigs,meat,10500
EGY,2010,sheep,meat and milk,5529529
EGY,2017,buffaloes,meat and milk,3432581
EGY,2017,chickens,eggs,25753521.52566952
EGY,2017,chickens,eggs&meat,40048891.67549525
EGY,2017,chickens,meat,78994586.79883523
EGY,2017,cows,meat,2803841
EGY,2017,cows,milk,1583448
EGY,2017,goats,meat and milk,3973692
EGY,2017,pigs,meat,9766
EGY,2017,sheep,meat and milk,5305337
ERI,2010,chickens,eggs,34778.45685183506
ERI,2010,chickens,eggs&meat,1170958.0526094658
ERI,2010,chickens,meat,44263.49053869917
ERI,2010,cows,meat,1660312
ERI,2010,cows,milk,396258
ERI,2010,goats,meat and milk,1750000
ERI,2010,sheep,meat and milk,2271560
ERI,2017,chickens,eggs,38446.00321075584
ERI,2017,chickens,eggs&meat,1123182.9640629995
ERI,2017,chickens,meat,37371.03272624458
ERI,2017,cows,meat,1403489
ERI,2017,cows,milk,720000
ERI,2017,goats,meat and milk,1811352
ERI,2017,sheep,meat and milk,2412833
ESH,2010,goats,meat and milk,175000
ESH,2010,sheep,meat and milk,35000
ESH,2017,goats,meat and milk,179757
ESH,2017,sheep,meat and milk,36895
ESP,2010,chickens,eggs,50853359.95905998
ESP,2010,chickens,eggs&meat,689638.6989888841
ESP,2010,chickens,meat,86457001.34195113
ESP,2010,cows,meat,5246800
ESP,2010,cows,milk,828300
ESP,2010,goats,meat and milk,2903779
ESP,2010,pigs,meat,25704040
ESP,2010,sheep,meat and milk,18551600
ESP,2017,chickens,eggs,48659697.586935975
ESP,2017,chickens,eggs&meat,687140.0080505186
ESP,2017,chickens,meat,88153162.4050135
ESP,2017,cows,meat,5739616
ESP,2017,cows,milk,726131
ESP,2017,goats,meat and milk,3059731
ESP,2017,pigs,meat,29971357
ESP,2017,sheep,meat and milk,15963106
EST,2010,chickens,eggs,577999.4234645824
EST,2010,chickens,eggs&meat,1.7645175669294133
EST,2010,chickens,meat,1190998.8120178506
EST,2010,cows,meat,138000
EST,2010,cows,milk,96700
EST,2010,goats,meat and milk,3900
EST,2010,pigs,meat,365100
EST,2010,sheep,meat and milk,76500
EST,2017,chickens,eggs,819399.1826762609
EST,2017,chickens,eggs&meat,2.189438134205801
EST,2017,chickens,meat,1375598.6278856047
EST,2017,cows,meat,164500
EST,2017,cows,milk,86400
EST,2017,goats,meat and milk,5100
EST,2017,pigs,meat,289100
EST,2017,sheep,meat and milk,80800
ETH,2010,chickens,eggs,362460.1125545209
ETH,2010,chickens,eggs&meat,47302047.60361393
ETH,2010,chickens,meat,1622492.2838315538
ETH,2010,cows,meat,42705409
ETH,2010,cows,milk,10676783
ETH,2010,goats,meat and milk,22786946
ETH,2010,pigs,meat,31000
ETH,2010,sheep,meat and milk,25509004
ETH,2017,chickens,eggs,443006.80423330335
ETH,2017,chickens,eggs&meat,56775509.40683329
ETH,2017,chickens,meat,1939483.788933402
ETH,2017,cows,meat,49102030
ETH,2017,cows,milk,11900000
ETH,2017,goats,meat and milk,30747916
ETH,2017,pigs,meat,35388
ETH,2017,sheep,meat and milk,32039974
FIN,2010,chickens,eggs,3393974.7879393254
FIN,2010,chickens,eggs&meat,34.28959106484619
FIN,2010,chickens,meat,1221990.9224696099
FIN,2010,cows,meat,636469
FIN,2010,cows,milk,289339
FIN,2010,goats,meat and milk,4890
FIN,2010,pigs,meat,1366932
FIN,2010,sheep,meat and milk,125673
FIN,2017,chickens,eggs,3745972.173135154
FIN,2017,chickens,eggs&meat,59.77650331430185
FIN,2017,chickens,meat,4300968.050361532
FIN,2017,cows,meat,618224
FIN,2017,cows,milk,274954
FIN,2017,goats,meat and milk,5278
FIN,2017,pigs,meat,1135598
FIN,2017,sheep,meat and milk,155926
FJI,2010,chickens,eggs,400161.35893749923
FJI,2010,chickens,eggs&meat,1280439.2963522791
FJI,2010,chickens,meat,3019399.3447102215
FJI,2010,cows,meat,277430
FJI,2010,cows,milk,31570
FJI,2010,goats,meat and milk,250500
FJI,2010,pigs,meat,145700
FJI,2010,sheep,meat and milk,11268
FJI,2017,chickens,eggs,340500.9381504539
FJI,2017,chickens,eggs&meat,1441175.2931284164
FJI,2017,chickens,meat,3508323.7687211297
FJI,2017,cows,meat,44247
FJI,2017,cows,milk,8321
FJI,2017,goats,meat and milk,261779
FJI,2017,pigs,meat,153542
FJI,2017,sheep,meat and milk,24031
FLK,2010,chickens,eggs,1075.0415572655688
FLK,2010,chickens,eggs&meat,54.89336783277521
FLK,2010,chickens,meat,2870.065074901656
FLK,2010,cows,meat,2600
FLK,2010,cows,milk,1700
FLK,2010,pigs,meat,40
FLK,2010,sheep,meat and milk,700000
FLK,2017,chickens,eggs,970.4962315131373
FLK,2017,chickens,eggs&meat,54.89336783277521
FLK,2017,chickens,meat,2974.6104006540877
FLK,2017,cows,meat,2739
FLK,2017,cows,milk,1460
FLK,2017,pigs,meat,46
FLK,2017,sheep,meat and milk,699223
FRA,2010,chickens,eggs,56303797.78061081
FRA,2010,chickens,eggs&meat,693692.2467111859
FRA,2010,chickens,meat,174529509.972678
FRA,2010,cows,meat,15838897
FRA,2010,cows,milk,3716276
FRA,2010,goats,meat and milk,1436109
FRA,2010,pigs,meat,14287056
FRA,2010,sheep,meat and milk,7962418
FRA,2017,chickens,eggs,61229993.74742678
FRA,2017,chickens,eggs&meat,504083.17243099096
FRA,2017,chickens,meat,106508923.08014223
FRA,2017,cows,meat,15356731
FRA,2017,cows,milk,3596837
FRA,2017,goats,meat and milk,1270737
FRA,2017,pigs,meat,12930857
FRA,2017,sheep,meat and milk,6901456
FRO,2010,cows,meat,1357
FRO,2010,cows,milk,633
FRO,2010,sheep,meat and milk,68000
FRO,2017,cows,meat,1288
FRO,2017,cows,milk,551
FRO,2017,sheep,meat and milk,70418
FSM,2010,buffaloes,meat and milk,150
FSM,2010,chickens,eggs,0
FSM,2010,chickens,eggs&meat,185000
FSM,2010,chickens,meat,0
FSM,2010,cows,meat,12431
FSM,2010,cows,milk,2569
FSM,2010,goats,meat and milk,4100
FSM,2010,pigs,meat,33000
FSM,2017,buffaloes,meat and milk,173
FSM,2017,chickens,eggs,0
FSM,2017,chickens,eggs&meat,191000
FSM,2017,chickens,meat,0
FSM,2017,cows,meat,14533
FSM,2017,cows,milk,3145
FSM,2017,goats,meat and milk,4617
FSM,2017,pigs,meat,37437
GAB,2010,chickens,eggs,387029.3520495218
GAB,2010,chickens,eggs&meat,373202.2923783689
GAB,2010,chickens,meat,2339768.355572109
GAB,2010,cows,meat,27400
GAB,2010,cows,milk,9600
GAB,2010,goats,meat and milk,95000
GAB,2010,pigs,meat,215000
GAB,2010,sheep,meat and milk,197000
GAB,2017,chickens,eggs,580544.0280742828
GAB,2017,chickens,eggs&meat,382592.54360595363
GAB,2017,chickens,meat,2214863.4283197634
GAB,2017,cows,meat,27881
GAB,2017,cows,milk,10100
GAB,2017,goats,meat and milk,110666
GAB,2017,pigs,meat,221882
GAB,2017,sheep,meat and milk,217189
GBR,2010,chickens,eggs,47059886.233923
GBR,2010,chickens,eggs&meat,152021.83207810193
GBR,2010,chickens,meat,104788091.9339989
GBR,2010,cows,meat,8262000
GBR,2010,cows,milk,1850000
GBR,2010,goats,meat and milk,93000
GBR,2010,pigs,meat,4460000
GBR,2010,sheep,meat and milk,31084000
GBR,2017,chickens,eggs,53945992.24386699
GBR,2017,chickens,eggs&meat,171024.56108786468
GBR,2017,chickens,meat,116882983.19504514
GBR,2017,cows,meat,8107000
GBR,2017,cows,milk,1897000
GBR,2017,goats,meat and milk,104000
GBR,2017,pigs,meat,4969000
GBR,2017,sheep,meat and milk,34832000
GEO,2010,buffaloes,meat and milk,17000
GEO,2010,chickens,eggs,1627094.2149640317
GEO,2010,chickens,eggs&meat,2161314.723749058
GEO,2010,chickens,meat,2401591.0612869104
GEO,2010,cows,meat,458800
GEO,2010,cows,milk,573600
GEO,2010,goats,meat and milk,71500
GEO,2010,pigs,meat,135200
GEO,2010,sheep,meat and milk,602300
GEO,2017,buffaloes,meat and milk,18316
GEO,2017,chickens,eggs,1807376.2539820464
GEO,2017,chickens,eggs&meat,2809359.978559761
GEO,2017,chickens,meat,3429263.767458193
GEO,2017,cows,meat,453400
GEO,2017,cows,milk,509300
GEO,2017,goats,meat and milk,60600
GEO,2017,pigs,meat,136200
GEO,2017,sheep,meat and milk,875900
GHA,2010,chickens,eggs,2771536.1543156104
GHA,2010,chickens,eggs&meat,38196303.65047805
GHA,2010,chickens,meat,6784160.195206341
GHA,2010,cows,meat,1184625
GHA,2010,cows,milk,269375
GHA,2010,goats,meat and milk,4855000
GHA,2010,pigs,meat,536000
GHA,2010,sheep,meat and milk,3759000
GHA,2017,chickens,eggs,3561974.263308149
GHA,2017,chickens,eggs&meat,61945810.51273185
GHA,2017,chickens,meat,11935215.223959995
GHA,2017,cows,meat,1548442
GHA,2017,cows,milk,333883
GHA,2017,goats,meat and milk,6400000
GHA,2017,pigs,meat,819843
GHA,2017,sheep,meat and milk,4891413
GIN,2010,chickens,eggs,1171308.8590787097
GIN,2010,chickens,eggs&meat,17546843.2019111
GIN,2010,chickens,meat,2512847.939010192
GIN,2010,cows,meat,4332968
GIN,2010,cows,milk,599883
GIN,2010,goats,meat and milk,1915578
GIN,2010,pigs,meat,87288
GIN,2010,sheep,meat and milk,1807261
GIN,2017,chickens,eggs,1204279.0343712957
GIN,2017,chickens,eggs&meat,23499926.503845327
GIN,2017,chickens,meat,3729794.461783376
GIN,2017,cows,meat,6409251
GIN,2017,cows,milk,720000
GIN,2017,goats,meat and milk,3044131
GIN,2017,pigs,meat,133430
GIN,2017,sheep,meat and milk,2538815
GLP,2010,chickens,eggs,138724.4769012176
GLP,2010,chickens,eggs&meat,49081.49601853803
GLP,2010,chickens,meat,112194.02708024436
GLP,2010,cows,meat,74728
GLP,2010,cows,milk,272
GLP,2010,goats,meat and milk,18786
GLP,2010,pigs,meat,16319
GLP,2010,sheep,meat and milk,1600
GLP,2017,chickens,eggs,117095.30185801558
GLP,2017,chickens,eggs&meat,48263.47108489574
GLP,2017,chickens,meat,129641.22705708868
GLP,2017,cows,meat,76651
GLP,2017,cows,milk,281
GLP,2017,goats,meat and milk,14029
GLP,2017,pigs,meat,15731
GLP,2017,sheep,meat and milk,1385
GMB,2010,chickens,eggs,39176.98009292183
GMB,2010,chickens,eggs&meat,695114.2647489137
GMB,2010,chickens,meat,115708.75515816448
GMB,2010,cows,meat,374129
GMB,2010,cows,milk,50871
GMB,2010,goats,meat and milk,352000
GMB,2010,pigs,meat,28500
GMB,2010,sheep,meat and milk,251000
GMB,2017,chickens,eggs,47741.2501597466
GMB,2017,chickens,eggs&meat,1112182.823598262
GMB,2017,chickens,meat,200075.9262419915
GMB,2017,cows,meat,406405
GMB,2017,cows,milk,54175
GMB,2017,goats,meat and milk,342685
GMB,2017,pigs,meat,13500
GMB,2017,sheep,meat and milk,65000
GNB,2010,chickens,eggs,56825.28976440801
GNB,2010,chickens,eggs&meat,1272095.8483428743
GNB,2010,chickens,meat,267078.8618927176
GNB,2010,cows,meat,541923
GNB,2010,cows,milk,99577
GNB,2010,goats,meat and milk,689163
GNB,2010,pigs,meat,394147
GNB,2010,sheep,meat and milk,453760
GNB,2017,chickens,eggs,63928.450984959
GNB,2017,chickens,eggs&meat,1631566.5423294888
GNB,2017,chickens,meat,351505.00668555236
GNB,2017,cows,meat,611763
GNB,2017,cows,milk,109177
GNB,2017,goats,meat and milk,810646
GNB,2017,pigs,meat,460489
GNB,2017,sheep,meat and milk,498607
GNQ,2010,chickens,eggs,64671.046277834976
GNQ,2010,chickens,eggs&meat,6846.125235395568
GNQ,2010,chickens,meat,268482.82848676946
GNQ,2010,cows,meat,4671
GNQ,2010,cows,milk,529
GNQ,2010,goats,meat and milk,9200
GNQ,2010,pigs,meat,6400
GNQ,2010,sheep,meat and milk,39000
GNQ,2017,chickens,eggs,67610.63929046383
GNQ,2017,chickens,eggs&meat,7510.602096478079
GNQ,2017,chickens,meat,297878.7586130581
GNQ,2017,cows,meat,4805
GNQ,2017,cows,milk,568
GNQ,2017,goats,meat and milk,9594
GNQ,2017,pigs,meat,6896
GNQ,2017,sheep,meat and milk,40427
GRC,2010,buffaloes,meat and milk,1785
GRC,2010,chickens,eggs,10462004.607919276
GRC,2010,chickens,eggs&meat,1722575.476230223
GRC,2010,chickens,meat,15656419.915850502
GRC,2010,cows,meat,396332
GRC,2010,cows,milk,230860
GRC,2010,goats,meat and milk,5274759
GRC,2010,pigs,meat,839630
GRC,2010,sheep,meat and milk,8931392
GRC,2017,buffaloes,meat and milk,4583
GRC,2017,chickens,eggs,7301451.027926446
GRC,2017,chickens,eggs&meat,2305470.615110469
GRC,2017,chickens,meat,27655078.356963087
GRC,2017,cows,meat,486687
GRC,2017,cows,milk,124003
GRC,2017,goats,meat and milk,3998205
GRC,2017,pigs,meat,716856
GRC,2017,sheep,meat and milk,8827820
GRD,2010,chickens,eggs,136449.79992535824
GRD,2010,chickens,eggs&meat,24733.732908283553
GRD,2010,chickens,meat,108816.4671663582
GRD,2010,cows,meat,3778
GRD,2010,cows,milk,672
GRD,2010,goats,meat and milk,7200
GRD,2010,pigs,meat,3000
GRD,2010,sheep,meat and milk,13200
GRD,2017,chickens,eggs,138984.2180186393
GRD,2017,chickens,eggs&meat,25191.764999177693
GRD,2017,chickens,meat,110824.01698218299
GRD,2017,cows,meat,3868
GRD,2017,cows,milk,685
GRD,2017,goats,meat and milk,7116
GRD,2017,pigs,meat,2864
GRD,2017,sheep,meat and milk,13638
GRL,2010,cows,meat,48
GRL,2010,cows,milk,17
GRL,2010,sheep,meat and milk,19500
GRL,2017,cows,meat,116
GRL,2017,cows,milk,44
GRL,2017,sheep,meat and milk,18180
GTM,2010,chickens,eggs,11738868.591220574
GTM,2010,chickens,eggs&meat,9234192.422682274
GTM,2010,chickens,meat,12026938.986097153
GTM,2010,cows,meat,2722000
GTM,2010,cows,milk,634400
GTM,2010,goats,meat and milk,108700
GTM,2010,pigs,meat,2733400
GTM,2010,sheep,meat and milk,564400
GTM,2017,chickens,eggs,14547554.941267215
GTM,2017,chickens,eggs&meat,10171323.04157812
GTM,2017,chickens,meat,11630122.017154666
GTM,2017,cows,meat,3171969
GTM,2017,cows,milk,676979
GTM,2017,goats,meat and milk,113914
GTM,2017,pigs,meat,2866116
GTM,2017,sheep,meat and milk,586341
GUF,2010,chickens,eggs,102999.02949807607
GUF,2010,chickens,eggs&meat,18000.97050192394
GUF,2010,chickens,meat,0
GUF,2010,cows,meat,14773
GUF,2010,cows,milk,469
GUF,2010,goats,meat and milk,1984
GUF,2010,pigs,meat,5164
GUF,2010,sheep,meat and milk,1228
GUF,2017,chickens,eggs,90230.55476690961
GUF,2017,chickens,eggs&meat,15769.445233090393
GUF,2017,chickens,meat,0
GUF,2017,cows,meat,17947
GUF,2017,cows,milk,635
GUF,2017,goats,meat and milk,1640
GUF,2017,pigs,meat,4772
GUF,2017,sheep,meat and milk,1040
GUM,2010,buffaloes,meat and milk,70
GUM,2010,chickens,eggs,64444.47595882791
GUM,2010,chickens,eggs&meat,3851.8461152703853
GUM,2010,chickens,meat,131703.6779259017
GUM,2010,cows,meat,116
GUM,2010,cows,milk,24
GUM,2010,goats,meat and milk,700
GUM,2010,pigs,meat,5200
GUM,2017,buffaloes,meat and milk,92
GUM,2017,chickens,eggs,74536.29847619725
GUM,2017,chickens,eggs&meat,5565.917636565707
GUM,2017,chickens,meat,208897.78388723705
GUM,2017,cows,meat,128
GUM,2017,cows,milk,28
GUM,2017,goats,meat and milk,854
GUM,2017,pigs,meat,5602
GUY,2010,chickens,eggs,141039.0886494178
GUY,2010,chickens,eggs&meat,584575.882085925
GUY,2010,chickens,meat,20674385.02926466
GUY,2010,cows,meat,92890
GUY,2010,cows,milk,19910
GUY,2010,goats,meat and milk,80000
GUY,2010,pigs,meat,9100
GUY,2010,sheep,meat and milk,130000
GUY,2017,chickens,eggs,285968.9107788195
GUY,2017,chickens,eggs&meat,768471.4352729551
GUY,2017,chickens,meat,27077559.653948225
GUY,2017,cows,meat,61557
GUY,2017,cows,milk,39000
GUY,2017,goats,meat and milk,82510
GUY,2017,pigs,meat,12600
GUY,2017,sheep,meat and milk,131679
HKG,2010,buffaloes,meat and milk,280
HKG,2010,chickens,eggs,60308.12399951856
HKG,2010,chickens,eggs&meat,90228.38462464308
HKG,2010,chickens,meat,1099463.4913758384
HKG,2010,cows,meat,1580
HKG,2010,cows,milk,20
HKG,2010,goats,meat and milk,700
HKG,2010,pigs,meat,170000
HKG,2010,sheep,meat and milk,18
HKG,2017,buffaloes,meat and milk,326
HKG,2017,chickens,eggs,61235.941291818846
HKG,2017,chickens,eggs&meat,93837.5200096288
HKG,2017,chickens,meat,1144926.5386985524
HKG,2017,cows,meat,1565
HKG,2017,cows,milk,20
HKG,2017,goats,meat and milk,693
HKG,2017,pigs,meat,160000
HKG,2017,sheep,meat and milk,20
HND,2010,chickens,eggs,3002572.4898207127
HND,2010,chickens,eggs&meat,11274286.002943177
HND,2010,chickens,meat,29041141.50723611
HND,2010,cows,meat,2136004
HND,2010,cows,milk,558877
HND,2010,goats,meat and milk,24500
HND,2010,pigs,meat,469636
HND,2010,sheep,meat and milk,15500
HND,2017,chickens,eggs,3328794.334612764
HND,2017,chickens,eggs&meat,12045980.402470546
HND,2017,chickens,meat,30908225.26291669
HND,2017,cows,meat,2352943
HND,2017,cows,milk,500154
HND,2017,goats,meat and milk,25352
HND,2017,pigs,meat,462556
HND,2017,sheep,meat and milk,16506
HRV,2010,chickens,eggs,4621590.557138355
HRV,2010,chickens,eggs&meat,418492.46060824406
HRV,2010,chickens,meat,916.9822534004674
HRV,2010,cows,meat,261600
HRV,2010,cows,milk,182400
HRV,2010,goats,meat and milk,75215
HRV,2010,pigs,meat,1230574
HRV,2010,sheep,meat and milk,630000
HRV,2017,chickens,eggs,3193849.1885938277
HRV,2017,chickens,eggs&meat,816894.6265394012
HRV,2017,chickens,meat,5829256.184866771
HRV,2017,cows,meat,305657
HRV,2017,cows,milk,145100
HRV,2017,goats,meat and milk,76771
HRV,2017,pigs,meat,1121032
HRV,2017,sheep,meat and milk,636808
HTI,2010,chickens,eggs,103170.8322287688
HTI,2010,chickens,eggs&meat,4470752.965070255
HTI,2010,chickens,meat,1026076.2027009759
HTI,2010,cows,meat,1267255
HTI,2010,cows,milk,187745
HTI,2010,goats,meat and milk,1910000
HTI,2010,pigs,meat,1001000
HTI,2010,sheep,meat and milk,153500
HTI,2017,chickens,eggs,104858.65324347629
HTI,2017,chickens,eggs&meat,4620842.528897613
HTI,2017,chickens,meat,1062298.81785891
HTI,2017,cows,meat,1310221
HTI,2017,cows,milk,193186
HTI,2017,goats,meat and milk,1985731
HTI,2017,pigs,meat,1039264
HTI,2017,sheep,meat and milk,157413
HUN,2010,chickens,eggs,13148266.392968392
HUN,2010,chickens,eggs&meat,1060301.0463125336
HUN,2010,chickens,meat,17919432.560719077
HUN,2010,cows,meat,388000
HUN,2010,cows,milk,312000
HUN,2010,goats,meat and milk,58000
HUN,2010,pigs,meat,3247000
HUN,2010,sheep,meat and milk,1223000
HUN,2017,chickens,eggs,11062452.565680547
HUN,2017,chickens,eggs&meat,1056967.804103944
HUN,2017,chickens,meat,19907579.63021551
HUN,2017,cows,meat,608000
HUN,2017,cows,milk,244000
HUN,2017,goats,meat and milk,81000
HUN,2017,pigs,meat,2907000
HUN,2017,sheep,meat and milk,1141000
IDN,2010,buffaloes,meat and milk,1999604
IDN,2010,chickens,eggs,168093019.26719436
IDN,2010,chickens,eggs&meat,257364520.84012294
IDN,2010,chickens,meat,924168459.8926827
IDN,2010,cows,meat,13086570
IDN,2010,cows,milk,495000
IDN,2010,goats,meat and milk,16619599
IDN,2010,pigs,meat,7476666
IDN,2010,sheep,meat and milk,10725458
IDN,2017,buffaloes,meat and milk,1395191
IDN,2017,chickens,eggs,134930055.13377202
IDN,2017,chickens,eggs&meat,414874446.63486147
IDN,2017,chickens,meat,1625807498.2313664
IDN,2017,cows,meat,16054456
IDN,2017,cows,milk,544791
IDN,2017,goats,meat and milk,18410379
IDN,2017,pigs,meat,8138276
IDN,2017,sheep,meat and milk,16462274
IND,2010,buffaloes,meat and milk,107375000
IND,2010,chickens,eggs,153898703.03029558
IND,2010,chickens,eggs&meat,327129012.5075083
IND,2010,chickens,meat,182272284.46219617
IND,2010,cows,meat,151429992
IND,2010,cows,milk,42755000
IND,2010,goats,meat and milk,137320992
IND,2010,pigs,meat,10640000
IND,2010,sheep,meat and milk,67744000
IND,2017,buffaloes,meat and milk,113276848
IND,2017,chickens,eggs,204234644.73959652
IND,2017,chickens,eggs&meat,386250442.6784152
IND,2017,chickens,meat,192691912.58198833
IND,2017,cows,meat,134194999
IND,2017,cows,milk,50905190
