iso3c,ID_0,Country,gleam_country,Species,Variable,Unit,Broilers,Layers,prop_broilers,prop_layers,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name,gapfilled
NIC,161,Nicaragua,Nicaragua,Chickens,HERD: total number of animals,heads/year,10633100.778354904,438103.4575374283,0.9604285633068609,0.039571436693139235,World,Americas,Latin America and the Caribbean,Central America,NA
NER,162,Niger,Niger,Chickens,HERD: total number of animals,heads/year,439772.53532642033,34367.755245362714,0.9275156405630127,0.07248435943698728,World,Africa,Sub-Saharan Africa,Western Africa,NA
NGA,163,Nigeria,Nigeria,Chickens,HERD: total number of animals,heads/year,16245393.973466877,9032411.836074473,0.6426742137300103,0.35732578626998956,World,Africa,Sub-Saharan Africa,Western Africa,NA
NIU,164,Niue,Niue,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
NFK,165,Norfolk Island,Norfolk Island,Chickens,HERD: total number of animals,heads/year,1539965.481149792,0,1,0,World,Oceania,Australia and New Zealand,Australia and New Zealand,NA
PRK,166,North Korea,North Korea,Chickens,HERD: total number of animals,heads/year,1557410.1128529597,1803449.6711711017,0.46339633693025545,0.5366036630697445,World,Asia,Eastern Asia,Eastern Asia,NA
MNP,168,Northern Mariana Islands,Northern Mariana Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Micronesia,Micronesia,NA
NOR,169,Norway,Norway,Chickens,HERD: total number of animals,heads/year,2498240.6209355923,345220.5135426412,0.8785914428874414,0.12140855711255856,World,Europe,Northern Europe,Northern Europe,NA
OMN,170,Oman,Oman,Chickens,HERD: total number of animals,heads/year,0,1225851.47772942,0,1,World,Asia,Western Asia,Western Asia,NA
PAK,171,Pakistan,Pakistan,Chickens,HERD: total number of animals,heads/year,119377299.82306188,20591752.2722706,0.8528835341526382,0.14711646584736193,World,Asia,Southern Asia,Southern Asia,NA
PLW,172,Palau,Palau,Chickens,HERD: total number of animals,heads/year,185283.4218486395,0,1,0,World,Oceania,Micronesia,Micronesia,NA
PSE,173,Palestina,Palestinian Territories,Chickens,HERD: total number of animals,heads/year,729436.6437102691,292409.8615017517,0.7138416973485855,0.28615830265141456,World,Asia,Western Asia,Western Asia,NA
PAN,174,Panama,Panama,Chickens,HERD: total number of animals,heads/year,12914388.660468863,696227.0080349027,0.948846766010296,0.05115323398970385,World,Americas,Latin America and the Caribbean,Central America,NA
PNG,175,Papua New Guinea,Papua New Guinea,Chickens,HERD: total number of animals,heads/year,1295987.8117198602,150209.27204424964,0.8961349917444928,0.10386500825550715,World,Oceania,Melanesia,Melanesia,NA
PRY,177,Paraguay,Paraguay,Chickens,HERD: total number of animals,heads/year,1315037.9636031713,3102314.3661194574,0.2976982285870197,0.7023017714129802,World,Americas,Latin America and the Caribbean,South America,NA
PER,178,Peru,Peru,Chickens,HERD: total number of animals,heads/year,86725855.77193378,6225470.408260449,0.9330244046632338,0.06697559533676618,World,Americas,Latin America and the Caribbean,South America,NA
PHL,179,Philippines,Philippines,Chickens,HERD: total number of animals,heads/year,30655647.089368526,3133464.2600900433,0.9072640819794673,0.09273591802053277,World,Asia,South-eastern Asia,South-eastern Asia,NA
PCN,180,Pitcairn Islands,Pitcairn Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
POL,181,Poland,Poland,Chickens,HERD: total number of animals,heads/year,80401489.26259957,13256167.87425441,0.8584614618868344,0.14153853811316566,World,Europe,Eastern Europe,Eastern Europe,NA
PRT,182,Portugal,Portugal,Chickens,HERD: total number of animals,heads/year,29373664.71718449,2674182.0861207936,0.916556575468746,0.08344342453125399,World,Europe,Southern Europe,Southern Europe,NA
XMI,300,Madeira Island,Madeira Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Northern Africa,Macronesia,NA
PRI,183,Puerto Rico,Puerto Rico,Chickens,HERD: total number of animals,heads/year,10370507.931295447,632551.7730995025,0.9425112841251927,0.057488715874807306,World,Americas,Latin America and the Caribbean,Caribbean,NA
QAT,184,Qatar,Qatar,Chickens,HERD: total number of animals,heads/year,805440.7467448588,1782516.8746524968,0.3112264049787511,0.6887735950212489,World,Asia,Western Asia,Western Asia,NA
COG,185,Republic of Congo,Congo - Brazzaville,Chickens,HERD: total number of animals,heads/year,1617628.7629853904,49786.721783338806,0.970141382134133,0.029858617865866965,World,Africa,Sub-Saharan Africa,Middle Africa,NA
REU,186,Reunion,Réunion,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ROU,187,Romania,Romania,Chickens,HERD: total number of animals,heads/year,45134434.27776463,6886354.04626685,0.8676230355570056,0.13237696444299432,World,Europe,Eastern Europe,Eastern Europe,NA
RUS,188,Russia,Russia,Chickens,HERD: total number of animals,heads/year,217595734.89707187,30128549.849972997,0.8783786987992004,0.12162130120079963,World,Europe,Eastern Europe,Eastern Europe,NA
RWA,189,Rwanda,Rwanda,Chickens,HERD: total number of animals,heads/year,229119.42466902907,26593.688083357956,0.8960018600645276,0.10399813993547231,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
BLM,190,Saint-Barthélemy,NA,NA,NA,NA,NA,NA,0.7063762084608551,0.29362379153914486,World,Americas,Latin America and the Caribbean,Caribbean,prop gf with regional average
MAF,191,Saint-Martin,NA,NA,NA,NA,NA,NA,0.7063762084608551,0.29362379153914486,World,Americas,Latin America and the Caribbean,Caribbean,prop gf with regional average
SHN,192,Saint Helena,St. Helena,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Western Africa,NA
KNA,193,Saint Kitts and Nevis,St. Kitts & Nevis,Chickens,HERD: total number of animals,heads/year,19655.387513395766,11864.856860042411,0.623579794640145,0.37642020535985493,World,Americas,Latin America and the Caribbean,Caribbean,NA
LCA,194,Saint Lucia,St. Lucia,Chickens,HERD: total number of animals,heads/year,188056.4403680814,47272.95946430693,0.7991200440829886,0.20087995591701144,World,Americas,Latin America and the Caribbean,Caribbean,NA
SPM,195,Saint Pierre and Miquelon,St. Pierre & Miquelon,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Northern America,Northern America,NA
VCT,196,Saint Vincent and the Grenadines,St. Vincent & Grenadines,Chickens,HERD: total number of animals,heads/year,56486.22949254068,37751.99910013495,0.5993982520266823,0.4006017479733177,World,Americas,Latin America and the Caribbean,Caribbean,NA
WSM,197,Samoa,Samoa,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
SMR,198,San Marino,San Marino,Chickens,HERD: total number of animals,heads/year,62359.20767934979,0,1,0,World,Europe,Southern Europe,Southern Europe,NA
STP,199,São Tomé and Príncipe,São Tomé & Príncipe,Chickens,HERD: total number of animals,heads/year,116960.71855144655,10397.714829181365,0.9183586469055693,0.08164135309443063,World,Africa,Sub-Saharan Africa,Middle Africa,NA
SAU,200,Saudi Arabia,Saudi Arabia,Chickens,HERD: total number of animals,heads/year,108213923.01865564,7392906.63037511,0.9360512985883349,0.06394870141166518,World,Asia,Western Asia,Western Asia,NA
SEN,201,Senegal,Senegal,Chickens,HERD: total number of animals,heads/year,8943555.006145686,681461.9706427339,0.9291988811774421,0.07080111882255789,World,Africa,Sub-Saharan Africa,Western Africa,NA
SRB,202,Serbia,Serbia,Chickens,HERD: total number of animals,heads/year,0,2415149.326738674,0,1,World,Europe,Southern Europe,Southern Europe,NA
SYC,203,Seychelles,Seychelles,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
SLE,204,Sierra Leone,Sierra Leone,Chickens,HERD: total number of animals,heads/year,1644129.4826917408,134815.08136776587,0.924216254912339,0.075783745087661,World,Africa,Sub-Saharan Africa,Western Africa,NA
SGP,205,Singapore,Singapore,Chickens,HERD: total number of animals,heads/year,2689002.7207059194,200999.87363657297,0.9304499331488307,0.06955006685116927,World,Asia,South-eastern Asia,South-eastern Asia,NA
SXM,206,Sint Maarten,NA,NA,NA,NA,NA,NA,0.7063762084608551,0.29362379153914486,World,Americas,Latin America and the Caribbean,Caribbean,prop gf with regional average
SVK,207,Slovakia,Slovakia,Chickens,HERD: total number of animals,heads/year,7135118.149881709,1261735.4904291988,0.849737110532454,0.15026288946754596,World,Europe,Eastern Europe,Eastern Europe,NA
SVN,208,Slovenia,Slovenia,Chickens,HERD: total number of animals,heads/year,2118422.063847784,145731.56265603224,0.9356353027682741,0.06436469723172586,World,Europe,Southern Europe,Southern Europe,NA
SLB,209,Solomon Islands,Solomon Islands,Chickens,HERD: total number of animals,heads/year,36598.724701721294,18392.808821744857,0.6655338077834069,0.3344661922165932,World,Oceania,Melanesia,Melanesia,NA
SOM,210,Somalia,Somalia,Chickens,HERD: total number of animals,heads/year,2060139.5903784155,235489.45111572754,0.8974183342085374,0.10258166579146248,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ZAF,211,South Africa,South Africa,Chickens,HERD: total number of animals,heads/year,118881408.39792654,5253013.974314554,0.9576828580346363,0.042317141965363764,World,Africa,Sub-Saharan Africa,Southern Africa,NA
KOR,213,South Korea,South Korea,Chickens,HERD: total number of animals,heads/year,84767477.29866391,29051014.78711106,0.7447601505279312,0.2552398494720688,World,Asia,Eastern Asia,Eastern Asia,NA
SSD,214,South Sudan,South Sudan,Chickens,HERD: total number of animals,heads/year,6282052.414021086,605729.3997062042,0.9120574059853361,0.08794259401466387,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ESP,215,Spain,Spain,Chickens,HERD: total number of animals,heads/year,92800459.23269932,11416210.331481997,0.8904569645218668,0.10954303547813318,World,Europe,Southern Europe,Southern Europe,NA
LKA,217,Sri Lanka,Sri Lanka,Chickens,HERD: total number of animals,heads/year,7909772.734201738,1371018.1039073726,0.8522735693732425,0.14772643062675755,World,Asia,Southern Asia,Southern Asia,NA
SDN,218,Sudan,Sudan,Chickens,HERD: total number of animals,heads/year,6808467.634552507,656520.171831302,0.9120534167155815,0.08794658328441847,World,Africa,Northern Africa,Northern Africa,NA
SUR,219,Suriname,Suriname,Chickens,HERD: total number of animals,heads/year,4850075.665134201,226484.28649089413,0.9553862677385712,0.04461373226142884,World,Americas,Latin America and the Caribbean,South America,NA
SJM,220,Svalbard and Jan Mayen,Svalbard & Jan Mayen,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Europe,Northern Europe,Northern Europe,NA
SWZ,221,Swaziland,Swaziland,Chickens,HERD: total number of animals,heads/year,2439462.368841578,66824.28564673258,0.9733373333305422,0.026662666669457883,World,Africa,Sub-Saharan Africa,Southern Africa,NA
SWE,222,Sweden,Sweden,Chickens,HERD: total number of animals,heads/year,4596268.963880796,781482.6849999318,0.8546822657452801,0.14531773425472,World,Europe,Northern Europe,Northern Europe,NA
CHE,223,Switzerland,Switzerland,Chickens,HERD: total number of animals,heads/year,5730088.063116214,1416336.4895066672,0.8018118740249145,0.19818812597508542,World,Europe,Western Europe,Western Europe,NA
SYR,224,Syria,Syria,Chickens,HERD: total number of animals,heads/year,12863316.190222753,2073228.4646850287,0.8611975853462323,0.13880241465376777,World,Asia,Western Asia,Western Asia,NA
TWN,225,Taiwan,NA,NA,NA,NA,NA,NA,0.6529562793460335,0.3470437206539665,World,Asia,Eastern Asia,Eastern Asia,prop gf with regional average
TJK,226,Tajikistan,Tajikistan,Chickens,HERD: total number of animals,heads/year,0,682244.5124007822,0,1,World,Asia,Central Asia,Central Asia,NA
TZA,227,Tanzania,Tanzania,Chickens,HERD: total number of animals,heads/year,7924519.122624994,455203.72428188706,0.9456779499038072,0.05432205009619281,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
THA,228,Thailand,Thailand,Chickens,HERD: total number of animals,heads/year,106272628.53756168,9934809.85269277,0.9145079696247229,0.08549203037527704,World,Asia,South-eastern Asia,South-eastern Asia,NA
TLS,229,Timor-Leste,Timor-Leste,Chickens,HERD: total number of animals,heads/year,93368.05323371054,49730.33861591668,0.6524745109073269,0.347525489092673,World,Asia,South-eastern Asia,South-eastern Asia,NA
TGO,230,Togo,Togo,Chickens,HERD: total number of animals,heads/year,5631905.064916821,185962.0649044555,0.9680360412579295,0.03196395874207052,World,Africa,Sub-Saharan Africa,Western Africa,NA
TKL,231,Tokelau,Tokelau,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
TON,232,Tonga,Tonga,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
TTO,233,Trinidad and Tobago,Trinidad & Tobago,Chickens,HERD: total number of animals,heads/year,29881992.08367461,514722.2635928744,0.9830665164098848,0.01693348359011524,World,Americas,Latin America and the Caribbean,Caribbean,NA
TUN,234,Tunisia,Tunisia,Chickens,HERD: total number of animals,heads/year,23563522.17567663,1798336.2862507512,0.9290928821738214,0.07090711782617867,World,Africa,Northern Africa,Northern Africa,NA
TUR,235,Turkey,Turkey,Chickens,HERD: total number of animals,heads/year,163167030.1481626,23010029.34297983,0.8764078162697884,0.1235921837302117,World,Asia,Western Asia,Western Asia,NA
TKM,236,Turkmenistan,Turkmenistan,Chickens,HERD: total number of animals,heads/year,3785213.939037726,3228337.020242937,0.5397000693391915,0.46029993066080865,World,Asia,Central Asia,Central Asia,NA
TCA,237,Turks and Caicos Islands,Turks & Caicos Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
TUV,238,Tuvalu,Tuvalu,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
UGA,239,Uganda,Uganda,Chickens,HERD: total number of animals,heads/year,2984530.21321427,107573.55435424087,0.9652102379349217,0.03478976206507837,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
UKR,240,Ukraine,Ukraine,Chickens,HERD: total number of animals,heads/year,31555093.67094594,2175768.4754640684,0.9354962091979724,0.06450379080202777,World,Europe,Eastern Europe,Eastern Europe,NA
ARE,241,United Arab Emirates,United Arab Emirates,Chickens,HERD: total number of animals,heads/year,11623183.744943004,1725340.815982449,0.8707467025207443,0.12925329747925574,World,Asia,Western Asia,Western Asia,NA
GBR,242,United Kingdom,United Kingdom,Chickens,HERD: total number of animals,heads/year,112431858.41849536,9743762.956990685,0.9202478952241635,0.07975210477583644,World,Europe,Northern Europe,Northern Europe,NA
USA,243,United States,United States,Chickens,HERD: total number of animals,heads/year,1522596610.4264126,192115760.96043822,0.88796035757002445,0.11203964242997556,World,Americas,Northern America,Northern America,NA
URY,245,Uruguay,Uruguay,Chickens,HERD: total number of animals,heads/year,7185273.537110902,1746878.1237456144,0.8044280717488284,0.19557192825117165,World,Americas,Latin America and the Caribbean,South America,NA
UZB,246,Uzbekistan,Uzbekistan,Chickens,HERD: total number of animals,heads/year,1639743.4727771715,7091196.16194328,0.1878083621442508,0.8121916378557491,World,Asia,Central Asia,Central Asia,NA
VUT,247,Vanuatu,Vanuatu,Chickens,HERD: total number of animals,heads/year,322365.78667155886,51874.35475050551,0.8613875183100624,0.13861248168993748,World,Oceania,Melanesia,Melanesia,NA
VEN,249,Venezuela,Venezuela,Chickens,HERD: total number of animals,heads/year,87487641.00282429,4356350.309511416,0.9525679334351153,0.047432066564884884,World,Americas,Latin America and the Caribbean,South America,NA
VNM,250,Vietnam,Vietnam,Chickens,HERD: total number of animals,heads/year,0,7495779.286762988,0,1,World,Asia,South-eastern Asia,South-eastern Asia,NA
VIR,251,"Virgin Islands, U.S.",U.S. Virgin Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
WLF,252,Wallis and Futuna,Wallis & Futuna,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
ESH,253,Western Sahara,Western Sahara,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Northern Africa,Northern Africa,NA
YEM,254,Yemen,Yemen,Chickens,HERD: total number of animals,heads/year,0,3209666.8115251465,0,1,World,Asia,Western Asia,Western Asia,NA
ZMB,255,Zambia,Zambia,Chickens,HERD: total number of animals,heads/year,0,938426.9822934996,0,1,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ZWE,256,Zimbabwe,Zimbabwe,Chickens,HERD: total number of animals,heads/year,0,1283141.8770353938,0,1,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
