iso3c,ID_0,Country,gleam_country,Species,Variable,Unit,Broilers,Layers,prop_broilers,prop_layers,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name,gapfilled
BHR,19,Bahrain,Bahrain,Chickens,HERD: total number of animals,heads/year,352055.0284417753,34933.63514241295,0.9097295646366829,0.09027043536331715,World,Asia,Western Asia,Western Asia,NA
BGD,20,Bangladesh,Bangladesh,Chickens,HERD: total number of animals,heads/year,16865559.725906402,8040110.230902615,0.6771775164110969,0.32282248358890303,World,Asia,Southern Asia,Southern Asia,NA
BRB,21,Barbados,Barbados,Chickens,HERD: total number of animals,heads/year,2887464.846009023,133227.25790806246,0.9558951216063034,0.044104878393696555,World,Americas,Latin America and the Caribbean,Caribbean,NA
BLR,22,Belarus,Belarus,Chickens,HERD: total number of animals,heads/year,18087517.70091862,2408327.304047998,0.8824968034514115,0.1175031965485885,World,Europe,Eastern Europe,Eastern Europe,NA
BEL,23,Belgium,Belgium,Chickens,HERD: total number of animals,heads/year,27527836.675071724,1923276.7121453055,0.9346959591354503,0.06530404086454962,World,Europe,Western Europe,Western Europe,NA
BLZ,24,Belize,Belize,Chickens,HERD: total number of animals,heads/year,1171913.9815535569,58877.16115814151,0.9521631582199865,0.04783684178001349,World,Americas,Latin America and the Caribbean,Central America,NA
BEN,25,Benin,Benin,Chickens,HERD: total number of animals,heads/year,2535677.2486994285,162963.7828835248,0.9396126491162352,0.0603873508837648,World,Africa,Sub-Saharan Africa,Western Africa,NA
BMU,26,Bermuda,Bermuda,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Northern America,Northern America,NA
BTN,27,Bhutan,Bhutan,Chickens,HERD: total number of animals,heads/year,46521.12862978545,83367.43871599698,0.35816184272738477,0.6418381572726152,World,Asia,Southern Asia,Southern Asia,NA
BOL,28,Bolivia,Bolivia,Chickens,HERD: total number of animals,heads/year,130397781.62580572,4075751.2701587,0.9696910523403003,0.030308947659699766,World,Americas,Latin America and the Caribbean,South America,NA
BES,29,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
BIH,30,Bosnia and Herzegovina,Bosnia & Herzegovina,Chickens,HERD: total number of animals,heads/year,12465643.026253786,1037074.6012953948,0.9231951204267589,0.07680487957324111,World,Europe,Southern Europe,Southern Europe,NA
BWA,31,Botswana,Botswana,Chickens,HERD: total number of animals,heads/year,3021895.6177318483,386565.0896306867,0.8865866082024426,0.11341339179755736,World,Africa,Sub-Saharan Africa,Southern Africa,NA
BRA,33,Brazil,Brazil,Chickens,HERD: total number of animals,heads/year,977036191.5508705,69296666.82024759,0.9337718716698572,0.06622812833014285,World,Americas,Latin America and the Caribbean,South America,NA
IOT,34,British Indian Ocean Territory,NA,NA,NA,NA,NA,NA,0.9047378700969368,0.09526212990306315,World,Africa,Sub-Saharan Africa,Eastern Africa,prop gf with regional average
VGB,35,British Virgin Islands,British Virgin Islands,Chickens,HERD: total number of animals,heads/year,114503.80575694561,0,1,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
BRN,36,Brunei,Brunei,Chickens,HERD: total number of animals,heads/year,10822374.456444765,1349282.943216134,0.8891455042717744,0.11085449572822556,World,Asia,South-eastern Asia,South-eastern Asia,NA
BGR,37,Bulgaria,Bulgaria,Chickens,HERD: total number of animals,heads/year,6963124.663080444,906588.5510276112,0.8848003063946006,0.11519969360539946,World,Europe,Eastern Europe,Eastern Europe,NA
BFA,38,Burkina Faso,Burkina Faso,Chickens,HERD: total number of animals,heads/year,403914.2574170105,80396.61123373256,0.8339979206791043,0.16600207932089572,World,Africa,Sub-Saharan Africa,Western Africa,NA
BDI,39,Burundi,Burundi,Chickens,HERD: total number of animals,heads/year,422597.543608253,17556.23500752742,0.960113406131059,0.03988659386894104,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
KHM,40,Cambodia,Cambodia,Chickens,HERD: total number of animals,heads/year,3535721.8524641893,879258.4886054969,0.8008465676672831,0.19915343233271685,World,Asia,South-eastern Asia,South-eastern Asia,NA
CMR,41,Cameroon,Cameroon,Chickens,HERD: total number of animals,heads/year,12047446.944128335,254179.9042510473,0.9793377000144877,0.020662299985512323,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CAN,42,Canada,Canada,Chickens,HERD: total number of animals,heads/year,119809028.0457057,11981369.054893512,0.9090876928935285,0.09091230710647154,World,Americas,Northern America,Northern America,NA
CPV,43,Cape Verde,Cape Verde,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Western Africa,NA
CYM,45,Cayman Islands,Cayman Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
CAF,46,Central African Republic,Central African Republic,Chickens,HERD: total number of animals,heads/year,1621630.0507253082,62808.084279696785,0.9627127390585288,0.037287260941471244,World,Africa,Sub-Saharan Africa,Middle Africa,NA
TCD,47,Chad,Chad,Chickens,HERD: total number of animals,heads/year,44752.39726819619,3044.4429717851976,0.9363045139281286,0.06369548607187142,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CHL,48,Chile,Chile,Chickens,HERD: total number of animals,heads/year,32593789.02281191,3446704.1941737416,0.9043657872986784,0.09563421270132154,World,Americas,Latin America and the Caribbean,South America,NA
CHN,49,China,China,Chickens,HERD: total number of animals,heads/year,1412903266.5050933,658960711.6672765,0.6819478891425304,0.31805211085746954,World,Asia,Eastern Asia,Eastern Asia,NA
CXR,50,Christmas Island,NA,NA,NA,NA,NA,NA,0.9603808417779147,0.03961915822208528,World,Oceania,Australia and New Zealand,Australia and New Zealand,prop gf with regional average
CCK,52,Cocos Islands,NA,NA,NA,NA,NA,NA,0.9603808417779147,0.03961915822208528,World,Oceania,Australia and New Zealand,Australia and New Zealand,prop gf with regional average
COL,53,Colombia,Colombia,Chickens,HERD: total number of animals,heads/year,84860384.71960124,11977959.341734806,0.8763097463320093,0.12369025366799058,World,Americas,Latin America and the Caribbean,South America,NA
COM,54,Comoros,Comoros,Chickens,HERD: total number of animals,heads/year,73162.35772704784,15353.3826449594,0.826546300348013,0.17345369965198695,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
COK,55,Cook Islands,Cook Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
CRI,56,Costa Rica,Costa Rica,Chickens,HERD: total number of animals,heads/year,11601787.92299542,1833309.399650002,0.8635432735898473,0.13645672641015275,World,Americas,Latin America and the Caribbean,Central America,NA
CIV,57,Côte d'Ivoire,Côte d’Ivoire,Chickens,HERD: total number of animals,heads/year,10515045.726789683,1590412.281613632,0.8686202306009729,0.13137976939902699,World,Africa,Sub-Saharan Africa,Western Africa,NA
HRV,58,Croatia,Croatia,Chickens,HERD: total number of animals,heads/year,1775036.9474862209,650059.5355246228,0.7319448772126581,0.26805512278734195,World,Europe,Southern Europe,Southern Europe,NA
CUB,59,Cuba,Cuba,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
CUW,60,Curaçao,NA,NA,NA,NA,NA,NA,0.7063762084608551,0.29362379153914486,World,Americas,Latin America and the Caribbean,Caribbean,prop gf with regional average
CZE,62,Czech Republic,Czechia,Chickens,HERD: total number of animals,heads/year,16419511.357002573,2042275.3155176335,0.8893782410259623,0.1106217589740378,World,Europe,Eastern Europe,Eastern Europe,NA
COD,301,Democratic Republic of the Congo,Congo - Kinshasa,Chickens,HERD: total number of animals,heads/year,1399588.6595773813,131090.50751930528,0.9143579462390209,0.08564205376097919,World,Africa,Sub-Saharan Africa,Middle Africa,NA
DNK,64,Denmark,Denmark,Chickens,HERD: total number of animals,heads/year,10949876.725255847,784625.7747955195,0.9331351478435422,0.06686485215645785,World,Europe,Northern Europe,Northern Europe,NA
DJI,65,Djibouti,Djibouti,Chickens,HERD: total number of animals,heads/year,12851027.704557767,0,1,0,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
DOM,67,Dominican Republic,Dominican Republic,Chickens,HERD: total number of animals,heads/year,62798116.92121396,5759688.867635071,0.9159878470239506,0.08401215297604943,World,Americas,Latin America and the Caribbean,Caribbean,NA
DMA,66,Dominica,Dominica,Chickens,HERD: total number of animals,heads/year,86825.85860452818,18857.4527524812,0.8215664090162852,0.17843359098371486,World,Americas,Latin America and the Caribbean,Caribbean,NA
ECU,68,Ecuador,Ecuador,Chickens,HERD: total number of animals,heads/year,47601062.64717638,8916009.11805884,0.8422421962147152,0.15775780378528487,World,Americas,Latin America and the Caribbean,South America,NA
EGY,69,Egypt,Egypt,Chickens,HERD: total number of animals,heads/year,0,2404389.6054220386,0,1,World,Africa,Northern Africa,Northern Africa,NA
SLV,70,El Salvador,El Salvador,Chickens,HERD: total number of animals,heads/year,6759371.157677529,1214668.631145032,0.8476721130928306,0.15232788690716936,World,Americas,Latin America and the Caribbean,Central America,NA
GNQ,71,Equatorial Guinea,Equatorial Guinea,Chickens,HERD: total number of animals,heads/year,112712.96414686013,46773.570758061964,0.706724014124791,0.29327598587520903,World,Africa,Sub-Saharan Africa,Middle Africa,NA
ERI,72,Eritrea,Eritrea,Chickens,HERD: total number of animals,heads/year,64882.65323257322,8227.154413121703,0.887468526069824,0.11253147393017604,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
EST,73,Estonia,Estonia,Chickens,HERD: total number of animals,heads/year,1056317.7298232103,129468.29491695392,0.8908164776648269,0.10918352233517317,World,Europe,Northern Europe,Northern Europe,NA
ETH,74,Ethiopia,Ethiopia,Chickens,HERD: total number of animals,heads/year,1297648.3931918389,81659.99714755833,0.9407964181763118,0.059203581823688324,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
FLK,75,Falkland Islands,Falkland Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,South America,NA
FRO,76,Faroe Islands,Faroe Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Europe,Northern Europe,Northern Europe,NA
FJI,77,Fiji,Fiji,Chickens,HERD: total number of animals,heads/year,2011969.4747756447,128950.22028924586,0.9397687729313278,0.06023122706867219,World,Oceania,Melanesia,Melanesia,NA
FIN,78,Finland,Finland,Chickens,HERD: total number of animals,heads/year,3155054.44852521,359587.57632289507,0.8976887051993764,0.10231129480062359,World,Europe,Northern Europe,Northern Europe,NA
FRA,79,France,France,Chickens,HERD: total number of animals,heads/year,85699688.73053639,15067572.607116481,0.8504715479303564,0.14952845206964366,World,Europe,Western Europe,Western Europe,NA
GUF,80,French Guiana,French Guiana,Chickens,HERD: total number of animals,heads/year,57561.544235151356,26530.51762511766,0.6845062775461266,0.3154937224538733,World,Americas,Latin America and the Caribbean,South America,NA
PYF,81,French Polynesia,French Polynesia,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Polynesia,Polynesia,NA
GAB,83,Gabon,Gabon,Chickens,HERD: total number of animals,heads/year,769786.2028872839,41266.93985164193,0.9491193145343306,0.05088068546566938,World,Africa,Sub-Saharan Africa,Middle Africa,NA
GMB,84,Gambia,Gambia,Chickens,HERD: total number of animals,heads/year,119053.93340376954,9685.292005997595,0.9247681351571749,0.0752318648428251,World,Africa,Sub-Saharan Africa,Western Africa,NA
GEO,85,Georgia,Georgia,Chickens,HERD: total number of animals,heads/year,419333.7574422109,55507.869578766535,0.8831023515629679,0.11689764843703208,World,Asia,Western Asia,Western Asia,NA
DEU,86,Germany,Germany,Chickens,HERD: total number of animals,heads/year,68823631.92479433,11666191.597627806,0.8550600425359618,0.1449399574640382,World,Europe,Western Europe,Western Europe,NA
GHA,87,Ghana,Ghana,Chickens,HERD: total number of animals,heads/year,5829168.667281264,791238.3773595425,0.880484935137025,0.11951506486297497,World,Africa,Sub-Saharan Africa,Western Africa,NA
GIB,88,Gibraltar,NA,NA,NA,NA,NA,NA,0.8607037255019048,0.13929627449809523,World,Europe,Southern Europe,Southern Europe,prop gf with regional average
GRC,89,Greece,Greece,Chickens,HERD: total number of animals,heads/year,18478469.198666524,2396341.2790523474,0.8852041659678718,0.11479583403212826,World,Europe,Southern Europe,Southern Europe,NA
GRL,90,Greenland,Greenland,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Northern America,Northern America,NA
GRD,91,Grenada,Grenada,Chickens,HERD: total number of animals,heads/year,44853.401618166594,42102.94973532292,0.515815129315067,0.48418487068493304,World,Americas,Latin America and the Caribbean,Caribbean,NA
GLP,92,Guadeloupe,Guadeloupe,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
GUM,93,Guam,Guam,Chickens,HERD: total number of animals,heads/year,0,36905.752765708836,0,1,World,Oceania,Micronesia,Micronesia,NA
GTM,94,Guatemala,Guatemala,Chickens,HERD: total number of animals,heads/year,8604668.923999665,3158591.3828381873,0.7314867391821522,0.26851326081784765,World,Americas,Latin America and the Caribbean,Central America,NA
GGY,95,Guernsey,Guernsey,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Europe,Northern Europe,Northern Europe,NA
GNB,97,Guinea-Bissau,Guinea-Bissau,Chickens,HERD: total number of animals,heads/year,276889.57874828187,26949.899494949834,0.9113021795233083,0.08869782047669168,World,Africa,Sub-Saharan Africa,Western Africa,NA
GIN,96,Guinea,Guinea,Chickens,HERD: total number of animals,heads/year,710782.247932253,852328.9884742969,0.45472275509085114,0.545277244909149,World,Africa,Sub-Saharan Africa,Western Africa,NA
GUY,98,Guyana,Guyana,Chickens,HERD: total number of animals,heads/year,12513534.115718393,77796.44138894795,0.9938214280821153,0.006178571917884781,World,Americas,Latin America and the Caribbean,South America,NA
HTI,99,Haiti,Haiti,Chickens,HERD: total number of animals,heads/year,902136.9478057794,73234.28889474455,0.9249164972892979,0.075083502710702,World,Americas,Latin America and the Caribbean,Caribbean,NA
HND,101,Honduras,Honduras,Chickens,HERD: total number of animals,heads/year,23297184.879699536,1415030.8283395413,0.9427396213655087,0.057260378634491314,World,Americas,Latin America and the Caribbean,Central America,NA
HKG,102,Hong Kong,Hong Kong SAR China,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Asia,Eastern Asia,Eastern Asia,NA
HUN,103,Hungary,Hungary,Chickens,HERD: total number of animals,heads/year,20534524.50337433,2791117.4513140838,0.8803412374786507,0.11965876252134934,World,Europe,Eastern Europe,Eastern Europe,NA
ISL,104,Iceland,Iceland,Chickens,HERD: total number of animals,heads/year,170266.34970344353,11828.531325328708,0.9350419338616129,0.06495806613838705,World,Europe,Northern Europe,Northern Europe,NA
IND,105,India,India,Chickens,HERD: total number of animals,heads/year,257572901.4029894,79530180.94240497,0.7640775623020892,0.23592243769791071,World,Asia,Southern Asia,Southern Asia,NA
IDN,106,Indonesia,Indonesia,Chickens,HERD: total number of animals,heads/year,724818201.7199013,108138516.01014799,0.8701751078917472,0.12982489210825274,World,Asia,South-eastern Asia,South-eastern Asia,NA
IRN,107,Iran,Iran,Chickens,HERD: total number of animals,heads/year,592983620.1213598,75003350.48767444,0.8877173451163419,0.11228265488365807,World,Asia,Southern Asia,Southern Asia,NA
IRQ,108,Iraq,Iraq,Chickens,HERD: total number of animals,heads/year,16789452.995740984,2936414.564116137,0.8511388888115698,0.1488611111884301,World,Asia,Western Asia,Western Asia,NA
IRL,109,Ireland,Ireland,Chickens,HERD: total number of animals,heads/year,10411099.408936447,997055.9719197892,0.9126014733641403,0.08739852663585963,World,Europe,Northern Europe,Northern Europe,NA
IMN,110,Isle of Man,Isle of Man,Chickens,HERD: total number of animals,heads/year,43038.09841987294,0,1,0,World,Europe,Northern Europe,Northern Europe,NA
ISR,111,Israel,Israel,Chickens,HERD: total number of animals,heads/year,34632088.91386716,1489588.9253012012,0.9587619121145593,0.041238087885440713,World,Asia,Western Asia,Western Asia,NA
ITA,112,Italy,Italy,Chickens,HERD: total number of animals,heads/year,82921148.50389346,18826087.60290817,0.8149719999947038,0.18502800000529626,World,Europe,Southern Europe,Southern Europe,NA
JAM,113,Jamaica,Jamaica,Chickens,HERD: total number of animals,heads/year,11546723.990927592,127611.12503700792,0.9890690884089408,0.010930911591059288,World,Americas,Latin America and the Caribbean,Caribbean,NA
JPN,114,Japan,Japan,Chickens,HERD: total number of animals,heads/year,123769706.63760899,65783117.26902407,0.6529562793460335,0.3470437206539665,World,Asia,Eastern Asia,Eastern Asia,NA
JEY,115,Jersey,Jersey,Chickens,HERD: total number of animals,heads/year,10496.470949801573,0,1,0,World,Europe,Northern Europe,Northern Europe,NA
JOR,116,Jordan,Jordan,Chickens,HERD: total number of animals,heads/year,17827218.808967505,1266022.108280556,0.9336926552297948,0.0663073447702052,World,Asia,Western Asia,Western Asia,NA
KAZ,117,Kazakhstan,Kazakhstan,Chickens,HERD: total number of animals,heads/year,9262051.111382937,7641297.490536792,0.5479417912691593,0.4520582087308406,World,Asia,Central Asia,Central Asia,NA
KEN,118,Kenya,Kenya,Chickens,HERD: total number of animals,heads/year,1333290.8667865503,1645607.7584638656,0.4475784625515645,0.5524215374484355,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
KIR,119,Kiribati,Kiribati,Chickens,HERD: total number of animals,heads/year,206577.62987605948,17994.69174768111,0.9198712841476951,0.08012871585230477,World,Oceania,Micronesia,Micronesia,NA
XKO,120,Kosovo,NA,NA,NA,NA,NA,NA,0.8607037255019048,0.13929627449809523,World,Europe,Southern Europe,Southern Europe,prop gf with regional average
KWT,121,Kuwait,Kuwait,Chickens,HERD: total number of animals,heads/year,12732416.030199628,4544790.645317948,0.7369487596766391,0.26305124032336086,World,Asia,Western Asia,Western Asia,NA
KGZ,122,Kyrgyzstan,Kyrgyzstan,Chickens,HERD: total number of animals,heads/year,249643.4854896149,688643.1085421025,0.2660631485918641,0.7339368514081359,World,Asia,Central Asia,Central Asia,NA
LAO,123,Laos,Laos,Chickens,HERD: total number of animals,heads/year,2720648.496843146,457218.09650553495,0.8561242005997046,0.1438757994002954,World,Asia,South-eastern Asia,South-eastern Asia,NA
LVA,124,Latvia,Latvia,Chickens,HERD: total number of animals,heads/year,1349416.6108395099,469665.04858171585,0.7418120037936349,0.2581879962063651,World,Europe,Northern Europe,Northern Europe,NA
LBN,125,Lebanon,Lebanon,Chickens,HERD: total number of animals,heads/year,26907478.48333562,1781801.5895330072,0.9378931229711109,0.062106877028888986,World,Asia,Western Asia,Western Asia,NA
LSO,126,Lesotho,Lesotho,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Southern Africa,NA
LBR,127,Liberia,Liberia,Chickens,HERD: total number of animals,heads/year,522321.9457415917,26625.980029866303,0.951496346411278,0.04850365358872205,World,Africa,Sub-Saharan Africa,Western Africa,NA
LBY,128,Libya,Libya,Chickens,HERD: total number of animals,heads/year,22977118.301396407,1813721.9608422192,0.9268390283807816,0.07316097161921849,World,Africa,Northern Africa,Northern Africa,NA
LIE,129,Liechtenstein,Liechtenstein,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Europe,Western Europe,Western Europe,NA
LTU,130,Lithuania,Lithuania,Chickens,HERD: total number of animals,heads/year,5660149.452586074,608612.1323004743,0.9029134982948168,0.09708650170518311,World,Europe,Northern Europe,Northern Europe,NA
LUX,131,Luxembourg,Luxembourg,Chickens,HERD: total number of animals,heads/year,0,22242.516039256698,0,1,World,Europe,Western Europe,Western Europe,NA
MAC,132,Macao,Macau SAR China,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Asia,Eastern Asia,Eastern Asia,NA
MKD,133,Macedonia,Macedonia,Chickens,HERD: total number of animals,heads/year,171199.17345883683,337820.7498910412,0.33633098746345536,0.6636690125365446,World,Europe,Southern Europe,Southern Europe,NA
MDG,134,Madagascar,Madagascar,Chickens,HERD: total number of animals,heads/year,8883690.169661673,368231.8479069588,0.9601994215680032,0.039800578431996844,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MWI,135,Malawi,Malawi,Chickens,HERD: total number of animals,heads/year,1674385.0234733403,152209.85664275155,0.9166701613479408,0.08332983865205931,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MYS,136,Malaysia,Malaysia,Chickens,HERD: total number of animals,heads/year,161570322.01472554,21204415.409071993,0.8839860710076931,0.11601392899230695,World,Asia,South-eastern Asia,South-eastern Asia,NA
MDV,137,Maldives,Maldives,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Asia,Southern Asia,Southern Asia,NA
MLI,138,Mali,Mali,Chickens,HERD: total number of animals,heads/year,1576630.018927537,64978.64469575645,0.9604177011637243,0.03958229883627573,World,Africa,Sub-Saharan Africa,Western Africa,NA
MLT,139,Malta,Malta,Chickens,HERD: total number of animals,heads/year,479605.7256341595,104748.38027314917,0.8207450256373068,0.1792549743626933,World,Europe,Southern Europe,Southern Europe,NA
MHL,140,Marshall Islands,Marshall Islands,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Micronesia,Micronesia,NA
MTQ,141,Martinique,Martinique,Chickens,HERD: total number of animals,heads/year,62393.51788568948,75726.5597713052,0.4517338749304543,0.5482661250695455,World,Americas,Latin America and the Caribbean,Caribbean,NA
MRT,142,Mauritania,Mauritania,Chickens,HERD: total number of animals,heads/year,776680.2623085644,172745.95072904744,0.8180522631913008,0.18194773680869927,World,Africa,Sub-Saharan Africa,Western Africa,NA
MUS,143,Mauritius,Mauritius,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MYT,144,Mayotte,Mayotte,Chickens,HERD: total number of animals,heads/year,120099.95689747778,0,1,0,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MEX,145,Mexico,Mexico,Chickens,HERD: total number of animals,heads/year,244189281.35632795,98822268.431136,0.7118981314408566,0.2881018685591433,World,Americas,Latin America and the Caribbean,Central America,NA
FSM,146,Micronesia,Micronesia (Federated States of),Chickens,HERD: total number of animals,heads/year,49040.42061667714,14451.349788513815,0.7723901901571121,0.22760980984288798,World,Oceania,Micronesia,Micronesia,NA
MDA,147,Moldova,Moldova,Chickens,HERD: total number of animals,heads/year,9139070.941677645,922802.4935608594,0.90828720918621,0.09171279081378998,World,Europe,Eastern Europe,Eastern Europe,NA
MCO,148,Monaco,Monaco,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Europe,Western Europe,Western Europe,NA
MNG,149,Mongolia,Mongolia,Chickens,HERD: total number of animals,heads/year,118685.26506152937,62708.34001979568,0.6542968535650342,0.34570314643496586,World,Asia,Eastern Asia,Eastern Asia,NA
MNE,150,Montenegro,Montenegro,Chickens,HERD: total number of animals,heads/year,0,47000.24794048094,0,1,World,Europe,Southern Europe,Southern Europe,NA
MSR,151,Montserrat,Montserrat,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Americas,Latin America and the Caribbean,Caribbean,NA
MAR,152,Morocco,Morocco,Chickens,HERD: total number of animals,heads/year,110858047.1782926,7035142.278256207,0.9403261349473533,0.05967386505264672,World,Africa,Northern Africa,Northern Africa,NA
MOZ,153,Mozambique,Mozambique,Chickens,HERD: total number of animals,heads/year,1847117.303718969,122636.30948062509,0.937740279464994,0.06225972053500603,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MMR,154,Myanmar,Myanmar (Burma),Chickens,HERD: total number of animals,heads/year,20697486.485560074,1480593.894176891,0.9332406651601083,0.06675933483989163,World,Asia,South-eastern Asia,South-eastern Asia,NA
NAM,155,Namibia,Namibia,Chickens,HERD: total number of animals,heads/year,1716028.8447454758,47810.913046329275,0.9728938454669006,0.027106154533099395,World,Africa,Sub-Saharan Africa,Southern Africa,NA
NRU,156,Nauru,Nauru,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Micronesia,Micronesia,NA
NPL,157,Nepal,Nepal,Chickens,HERD: total number of animals,heads/year,1585937.3881751345,2184127.757991028,0.42066577809348965,0.5793342219065104,World,Asia,Southern Asia,Southern Asia,NA
NLD,158,Netherlands,Netherlands,Chickens,HERD: total number of animals,heads/year,60925299.234628014,16371620.846167114,0.7881982771234021,0.21180172287659801,World,Europe,Western Europe,Western Europe,NA
NCL,159,New Caledonia,New Caledonia,Chickens,HERD: total number of animals,heads/year,0,0,0,0,World,Oceania,Melanesia,Melanesia,NA
NZL,160,New Zealand,New Zealand,Chickens,HERD: total number of animals,heads/year,10550594.872545743,684013.5207625659,0.939115499462359,0.060884500537641,World,Oceania,Australia and New Zealand,Australia and New Zealand,NA
