Country,Species,Production_system,Variable,Unit,Value,iso3c
China,Pigs,Intermediate,INTAKE: Total intake - Swill & Roughages,kg DM/year,452399510.31579703,CHN
China,Pigs,Intermediate,INTAKE: Total intake - Grains & Food crops,kg DM/year,5128725684.620513,CHN
China,Pigs,Intermediate,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,3385433099.522788,CHN
China,Pigs,Intermediate,INTAKE: Total intake - Additives,kg DM/year,81431911.85684347,CHN
China,Pigs,Intermediate,EI: Emission intensity of meat,kg CO2-eq/kg protein,63.96420338527156,CHN
China,Pigs,Industrial,EMSS: Total GHG emissions,kg CO2-eq/year,112502030894.56726,CHN
China,Pigs,Industrial,EMSS: Total CO2,kg CO2-eq/year,69255201546.40529,CHN
China,Pigs,Industrial,EMSS: Total CH4,kg CO2-eq/year,18806154272.5807,CHN
China,Pigs,Industrial,EMSS: Total N2O,kg CO2-eq/year,24440675075.58127,CHN
China,Pigs,Industrial,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,20005359584.01038,CHN
China,Pigs,Industrial,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,923667358.4981631,CHN
China,Pigs,Industrial,EMSS: Feed - CO2 feed production,kg CO2-eq/year,44037886409.43331,CHN
China,Pigs,Industrial,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,20237299732.7355,CHN
China,Pigs,Industrial,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,280537400.8370959,CHN
China,Pigs,Industrial,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,CHN
China,Pigs,Industrial,EMSS: Feed - CH4 rice,kg CO2-eq/year,3608173804.2204804,CHN
China,Pigs,Industrial,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,2285540347.1460605,CHN
China,Pigs,Industrial,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,12912440121.214159,CHN
China,Pigs,Industrial,EMSS: Manure - N2O from manure management,kg CO2-eq/year,3511648133.072729,CHN
China,Pigs,Industrial,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,4473453636.630077,CHN
China,Pigs,Industrial,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,226024366.76930836,CHN
China,Pigs,Industrial,PROD: Meat - carcass weight,kg CW/year,11772246412.184414,CHN
China,Pigs,Industrial,PROD: Meat - protein amount,kg protein/year,1545695953.9198136,CHN
China,Pigs,Industrial,HERD: total number of animals,heads/year,66243680.53503626,CHN
China,Pigs,Industrial,HERD: adult females,heads/year,6290217,CHN
China,Pigs,Industrial,HERD: adult males,heads/year,251609,CHN
China,Pigs,Industrial,HERD: replacement females,heads/year,1543907.135726703,CHN
China,Pigs,Industrial,HERD: replacement males,heads/year,161033.09997681732,CHN
China,Pigs,Industrial,HERD: fattening animals,heads/year,57996914.29933274,CHN
China,Pigs,Industrial,INTAKE: Total intake,kg DM/year,4781433273.436022,CHN
China,Pigs,Industrial,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,CHN
China,Pigs,Industrial,INTAKE: Total intake - Grains & Food crops,kg DM/year,3060117294.999054,CHN
China,Pigs,Industrial,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,1625687312.9682474,CHN
China,Pigs,Industrial,INTAKE: Total intake - Additives,kg DM/year,95628665.46872044,CHN
China,Pigs,Industrial,EI: Emission intensity of meat,kg CO2-eq/kg protein,72.78406248607128,CHN
Colombia,Pigs,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,3595958530.0246778,COL
Colombia,Pigs,All systems,EMSS: Total CO2,kg CO2-eq/year,1392282256.8971393,COL
Colombia,Pigs,All systems,EMSS: Total CH4,kg CO2-eq/year,1600773463.7716103,COL
Colombia,Pigs,All systems,EMSS: Total N2O,kg CO2-eq/year,602902809.3559282,COL
Colombia,Pigs,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,246516131.51354635,COL
Colombia,Pigs,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,30180389.3154314,COL
Colombia,Pigs,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,1098605455.745104,COL
Colombia,Pigs,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,230801547.90076008,COL
Colombia,Pigs,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COL
Colombia,Pigs,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COL
Colombia,Pigs,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,372034117.72911626,COL
Colombia,Pigs,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,179811589.67765307,COL
Colombia,Pigs,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,1048927756.364841,COL
Colombia,Pigs,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,326206288.5269505,COL
Colombia,Pigs,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,60678717.84303098,COL
Colombia,Pigs,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,2196535.4082442326,COL
Colombia,Pigs,All systems,PROD: Meat - carcass weight,kg CW/year,629013434.1816099,COL
Colombia,Pigs,All systems,PROD: Meat - protein amount,kg protein/year,82589463.90804538,COL
Colombia,Pigs,All systems,HERD: total number of animals,heads/year,5161673.181179438,COL
Colombia,Pigs,All systems,HERD: adult females,heads/year,640623,COL
Colombia,Pigs,All systems,HERD: adult males,heads/year,35265,COL
Colombia,Pigs,All systems,HERD: replacement females,heads/year,129055.28364711902,COL
Colombia,Pigs,All systems,HERD: replacement males,heads/year,11466.268095541953,COL
Colombia,Pigs,All systems,HERD: fattening animals,heads/year,4345263.629436776,COL
Colombia,Pigs,All systems,INTAKE: Total intake,kg DM/year,509384693.0937437,COL
Colombia,Pigs,All systems,INTAKE: Total intake - Swill & Roughages,kg DM/year,49221473.19862424,COL
Colombia,Pigs,All systems,INTAKE: Total intake - Grains & Food crops,kg DM/year,293966742.0242737,COL
Colombia,Pigs,All systems,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,162349396.54434818,COL
Colombia,Pigs,All systems,INTAKE: Total intake - Additives,kg DM/year,3847081.3264975473,COL
Colombia,Pigs,All systems,EI: Emission intensity of meat,kg CO2-eq/kg protein,43.54016069202722,COL
Colombia,Pigs,Backyard,EMSS: Total GHG emissions,kg CO2-eq/year,1068331372.1680099,COL
Colombia,Pigs,Backyard,EMSS: Total CO2,kg CO2-eq/year,154851441.20632365,COL
Colombia,Pigs,Backyard,EMSS: Total CH4,kg CO2-eq/year,724850947.9095118,COL
Colombia,Pigs,Backyard,EMSS: Total N2O,kg CO2-eq/year,188628983.05217445,COL
Colombia,Pigs,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,44154666.91584253,COL
Colombia,Pigs,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,9138760.02506171,COL
Colombia,Pigs,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,153243511.01289773,COL
Colombia,Pigs,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,COL
Colombia,Pigs,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COL
Colombia,Pigs,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COL
Colombia,Pigs,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,46000297.81376463,COL
Colombia,Pigs,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,83412261.74648623,COL
Colombia,Pigs,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,595438388.3492609,COL
Colombia,Pigs,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,135335556.11127022,COL
Colombia,Pigs,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,COL
Colombia,Pigs,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,1607930.1934259313,COL
Colombia,Pigs,Backyard,PROD: Meat - carcass weight,kg CW/year,193812410.2702502,COL
Colombia,Pigs,Backyard,PROD: Meat - protein amount,kg protein/year,25447569.46848385,COL
Colombia,Pigs,Backyard,HERD: total number of animals,heads/year,2581134.219527884,COL
Colombia,Pigs,Backyard,HERD: adult females,heads/year,351076,COL
Colombia,Pigs,Backyard,HERD: adult males,heads/year,23405,COL
Colombia,Pigs,Backyard,HERD: replacement females,heads/year,41999.05904613277,COL
Colombia,Pigs,Backyard,HERD: replacement males,heads/year,2737.8701458396604,COL
Colombia,Pigs,Backyard,HERD: fattening animals,heads/year,2161916.2903359113,COL
Colombia,Pigs,Backyard,INTAKE: Total intake,kg DM/year,246107365.9931212,COL
Colombia,Pigs,Backyard,INTAKE: Total intake - Swill & Roughages,kg DM/year,49221473.19862424,COL
Colombia,Pigs,Backyard,INTAKE: Total intake - Grains & Food crops,kg DM/year,97754320.9368358,COL
Colombia,Pigs,Backyard,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,99106961.12106186,COL
Colombia,Pigs,Backyard,INTAKE: Total intake - Additives,kg DM/year,24610.73659931212,COL
Colombia,Pigs,Backyard,EI: Emission intensity of meat,kg CO2-eq/kg protein,41.98166640201574,COL
Colombia,Pigs,Intermediate,EMSS: Total GHG emissions,kg CO2-eq/year,210202082.25921386,COL
Colombia,Pigs,Intermediate,EMSS: Total CO2,kg CO2-eq/year,90382904.85878675,COL
Colombia,Pigs,Intermediate,EMSS: Total CH4,kg CO2-eq/year,84088955.11711475,COL
Colombia,Pigs,Intermediate,EMSS: Total N2O,kg CO2-eq/year,35730222.283312365,COL
Colombia,Pigs,Intermediate,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,16274392.107830245,COL
Colombia,Pigs,Intermediate,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,1977834.2539951159,COL
Colombia,Pigs,Intermediate,EMSS: Feed - CO2 feed production,kg CO2-eq/year,72028733.83597758,COL
Colombia,Pigs,Intermediate,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,15814003.55895651,COL
Colombia,Pigs,Intermediate,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COL
Colombia,Pigs,Intermediate,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COL
Colombia,Pigs,Intermediate,EMSS: Feed - CH4 rice,kg CO2-eq/year,29652961.105710573,COL
Colombia,Pigs,Intermediate,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,8774516.050997388,COL
Colombia,Pigs,Intermediate,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,45661477.96040679,COL
Colombia,Pigs,Intermediate,EMSS: Manure - N2O from manure management,kg CO2-eq/year,17477995.921487007,COL
Colombia,Pigs,Intermediate,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,2260265.1592485835,COL
Colombia,Pigs,Intermediate,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,279902.3046040694,COL
Colombia,Pigs,Intermediate,PROD: Meat - carcass weight,kg CW/year,33239193.518361524,COL
Colombia,Pigs,Intermediate,PROD: Meat - protein amount,kg protein/year,4364306.108960868,COL
Colombia,Pigs,Intermediate,HERD: total number of animals,heads/year,258486.45578063116,COL
Colombia,Pigs,Intermediate,HERD: adult females,heads/year,27890,COL
Colombia,Pigs,Intermediate,HERD: adult males,heads/year,1394,COL
Colombia,Pigs,Intermediate,HERD: replacement females,heads/year,6182.834657034621,COL
Colombia,Pigs,Intermediate,HERD: replacement males,heads/year,301.7654428042124,COL
Colombia,Pigs,Intermediate,HERD: fattening animals,heads/year,222717.85568079233,COL
Colombia,Pigs,Intermediate,INTAKE: Total intake,kg DM/year,25337863.32222021,COL
Colombia,Pigs,Intermediate,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COL
Colombia,Pigs,Intermediate,INTAKE: Total intake - Grains & Food crops,kg DM/year,16904688.259450298,COL
Colombia,Pigs,Intermediate,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,8179796.42954771,COL
Colombia,Pigs,Intermediate,INTAKE: Total intake - Additives,kg DM/year,253378.6332222021,COL
Colombia,Pigs,Intermediate,EI: Emission intensity of meat,kg CO2-eq/kg protein,48.163918160466196,COL
Colombia,Pigs,Industrial,EMSS: Total GHG emissions,kg CO2-eq/year,2317425075.597454,COL
Colombia,Pigs,Industrial,EMSS: Total CO2,kg CO2-eq/year,1147047910.8320289,COL
Colombia,Pigs,Industrial,EMSS: Total CH4,kg CO2-eq/year,791833560.7449837,COL
Colombia,Pigs,Industrial,EMSS: Total N2O,kg CO2-eq/year,378543604.0204414,COL
Colombia,Pigs,Industrial,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,186087072.48987356,COL
Colombia,Pigs,Industrial,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,19063795.036374576,COL
Colombia,Pigs,Industrial,EMSS: Feed - CO2 feed production,kg CO2-eq/year,873333210.8962288,COL
Colombia,Pigs,Industrial,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,214987544.34180358,COL
Colombia,Pigs,Industrial,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COL
Colombia,Pigs,Industrial,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COL
Colombia,Pigs,Industrial,EMSS: Feed - CH4 rice,kg CO2-eq/year,296380858.80964106,COL
Colombia,Pigs,Industrial,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,87624811.88016944,COL
Colombia,Pigs,Industrial,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,407827890.0551732,COL
Colombia,Pigs,Industrial,EMSS: Manure - N2O from manure management,kg CO2-eq/year,173392736.4941933,COL
Colombia,Pigs,Industrial,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,58418452.6837824,COL
Colombia,Pigs,Industrial,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,308702.9102142321,COL
Colombia,Pigs,Industrial,PROD: Meat - carcass weight,kg CW/year,401961830.3929982,COL
Colombia,Pigs,Industrial,PROD: Meat - protein amount,kg protein/year,52777588.330600664,COL
Colombia,Pigs,Industrial,HERD: total number of animals,heads/year,2322052.5058709225,COL
Colombia,Pigs,Industrial,HERD: adult females,heads/year,261657,COL
Colombia,Pigs,Industrial,HERD: adult males,heads/year,10466,COL
Colombia,Pigs,Industrial,HERD: replacement females,heads/year,80873.38994395164,COL
Colombia,Pigs,Industrial,HERD: replacement males,heads/year,8426.63250689808,COL
Colombia,Pigs,Industrial,HERD: fattening animals,heads/year,1960629.4834200726,COL
Colombia,Pigs,Industrial,INTAKE: Total intake,kg DM/year,237939463.77840224,COL
Colombia,Pigs,Industrial,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COL
Colombia,Pigs,Industrial,INTAKE: Total intake - Grains & Food crops,kg DM/year,179307732.82798758,COL
Colombia,Pigs,Industrial,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,55062638.993738614,COL
Colombia,Pigs,Industrial,INTAKE: Total intake - Additives,kg DM/year,3569091.9566760333,COL
Colombia,Pigs,Industrial,EI: Emission intensity of meat,kg CO2-eq/kg protein,43.90926430895293,COL
Comoros,Pigs,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Total CO2,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Total CH4,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Total N2O,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,All systems,PROD: Meat - carcass weight,kg CW/year,0,COM
Comoros,Pigs,All systems,PROD: Meat - protein amount,kg protein/year,0,COM
Comoros,Pigs,All systems,HERD: total number of animals,heads/year,0,COM
Comoros,Pigs,All systems,HERD: adult females,heads/year,0,COM
Comoros,Pigs,All systems,HERD: adult males,heads/year,0,COM
Comoros,Pigs,All systems,HERD: replacement females,heads/year,0,COM
Comoros,Pigs,All systems,HERD: replacement males,heads/year,0,COM
Comoros,Pigs,All systems,HERD: fattening animals,heads/year,0,COM
Comoros,Pigs,All systems,INTAKE: Total intake,kg DM/year,0,COM
Comoros,Pigs,All systems,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COM
Comoros,Pigs,All systems,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,COM
Comoros,Pigs,All systems,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,COM
Comoros,Pigs,All systems,INTAKE: Total intake - Additives,kg DM/year,0,COM
Comoros,Pigs,All systems,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,COM
Comoros,Pigs,Backyard,EMSS: Total GHG emissions,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Total CO2,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Total CH4,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Total N2O,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Backyard,PROD: Meat - carcass weight,kg CW/year,0,COM
Comoros,Pigs,Backyard,PROD: Meat - protein amount,kg protein/year,0,COM
Comoros,Pigs,Backyard,HERD: total number of animals,heads/year,0,COM
Comoros,Pigs,Backyard,HERD: adult females,heads/year,0,COM
Comoros,Pigs,Backyard,HERD: adult males,heads/year,0,COM
Comoros,Pigs,Backyard,HERD: replacement females,heads/year,0,COM
Comoros,Pigs,Backyard,HERD: replacement males,heads/year,0,COM
Comoros,Pigs,Backyard,HERD: fattening animals,heads/year,0,COM
Comoros,Pigs,Backyard,INTAKE: Total intake,kg DM/year,0,COM
Comoros,Pigs,Backyard,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COM
Comoros,Pigs,Backyard,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,COM
Comoros,Pigs,Backyard,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,COM
Comoros,Pigs,Backyard,INTAKE: Total intake - Additives,kg DM/year,0,COM
Comoros,Pigs,Backyard,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,COM
Comoros,Pigs,Intermediate,EMSS: Total GHG emissions,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Total CO2,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Total CH4,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Total N2O,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Intermediate,PROD: Meat - carcass weight,kg CW/year,0,COM
Comoros,Pigs,Intermediate,PROD: Meat - protein amount,kg protein/year,0,COM
Comoros,Pigs,Intermediate,HERD: total number of animals,heads/year,0,COM
Comoros,Pigs,Intermediate,HERD: adult females,heads/year,0,COM
Comoros,Pigs,Intermediate,HERD: adult males,heads/year,0,COM
Comoros,Pigs,Intermediate,HERD: replacement females,heads/year,0,COM
Comoros,Pigs,Intermediate,HERD: replacement males,heads/year,0,COM
Comoros,Pigs,Intermediate,HERD: fattening animals,heads/year,0,COM
Comoros,Pigs,Intermediate,INTAKE: Total intake,kg DM/year,0,COM
Comoros,Pigs,Intermediate,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COM
Comoros,Pigs,Intermediate,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,COM
Comoros,Pigs,Intermediate,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,COM
Comoros,Pigs,Intermediate,INTAKE: Total intake - Additives,kg DM/year,0,COM
Comoros,Pigs,Intermediate,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,COM
Comoros,Pigs,Industrial,EMSS: Total GHG emissions,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Total CO2,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Total CH4,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Total N2O,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - CO2 feed production,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Feed - CH4 rice,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Manure - N2O from manure management,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,0,COM
Comoros,Pigs,Industrial,PROD: Meat - carcass weight,kg CW/year,0,COM
Comoros,Pigs,Industrial,PROD: Meat - protein amount,kg protein/year,0,COM
Comoros,Pigs,Industrial,HERD: total number of animals,heads/year,0,COM
Comoros,Pigs,Industrial,HERD: adult females,heads/year,0,COM
Comoros,Pigs,Industrial,HERD: adult males,heads/year,0,COM
Comoros,Pigs,Industrial,HERD: replacement females,heads/year,0,COM
Comoros,Pigs,Industrial,HERD: replacement males,heads/year,0,COM
Comoros,Pigs,Industrial,HERD: fattening animals,heads/year,0,COM
Comoros,Pigs,Industrial,INTAKE: Total intake,kg DM/year,0,COM
Comoros,Pigs,Industrial,INTAKE: Total intake - Swill & Roughages,kg DM/year,0,COM
Comoros,Pigs,Industrial,INTAKE: Total intake - Grains & Food crops,kg DM/year,0,COM
Comoros,Pigs,Industrial,INTAKE: Total intake - Agro-industrial by-products,kg DM/year,0,COM
Comoros,Pigs,Industrial,INTAKE: Total intake - Additives,kg DM/year,0,COM
Comoros,Pigs,Industrial,EI: Emission intensity of meat,kg CO2-eq/kg protein,0,COM
Congo - Brazzaville,Pigs,All systems,EMSS: Total GHG emissions,kg CO2-eq/year,52495713.74224271,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Total CO2,kg CO2-eq/year,19117257.94083924,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Total CH4,kg CO2-eq/year,18338515.514862582,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Total N2O,kg CO2-eq/year,15039940.286540888,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - N2O fertilizer and crop residues,kg CO2-eq/year,2342473.9156746,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - N2O manure applied and deposited,kg CO2-eq/year,98362.98360436846,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - CO2 feed production,kg CO2-eq/year,14467350.86350173,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - CO2 LUC soy,kg CO2-eq/year,2349257.765534047,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - CO2 LUC palm kernel cake,kg CO2-eq/year,0,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - CO2 LUC pasture expansion,kg CO2-eq/year,0,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Feed - CH4 rice,kg CO2-eq/year,946406.392616316,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Enteric - CH4 from enteric fermentation,kg CO2-eq/year,3881015.5616974076,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Manure - CH4 from manure management,kg CO2-eq/year,13511093.560548857,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Manure - N2O from manure management,kg CO2-eq/year,12599103.38726192,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Energy - CO2 direct energy use,kg CO2-eq/year,2251767.9584191423,COG
Congo - Brazzaville,Pigs,All systems,EMSS: Energy - CO2 indirect energy use,kg CO2-eq/year,48881.35338431985,COG
