iso3c,animal,product,fao_product_tonnes
NRU,pigs,meat,75
NPL,chickens,eggs,66916
NPL,buffaloes,meat,180080
NPL,cows,meat,52470
NPL,chickens,meat,57268
NPL,goats,meat,67706
NPL,pigs,meat,24535
NPL,sheep,meat,2714
NPL,buffaloes,milk,1245954
NPL,cows,milk,665285
NPL,goats,milk,125040
NPL,sheep,milk,17936
NLD,chickens,eggs,719564
NLD,cows,meat,440639
NLD,chickens,meat,1034319
NLD,goats,meat,1780
NLD,pigs,meat,1455677
NLD,sheep,meat,12336
NLD,cows,milk,14297361
NLD,goats,milk,246970
BES,chickens,eggs,520
BES,cows,meat,20
BES,chickens,meat,390
BES,goats,meat,40
BES,pigs,meat,235
BES,sheep,meat,42
BES,cows,milk,389
NCL,chickens,eggs,2204
NCL,cows,meat,2955
NCL,chickens,meat,880
NCL,goats,meat,2
NCL,pigs,meat,2876
NCL,sheep,meat,6
NCL,cows,milk,400
NZL,chickens,eggs,60000
NZL,cows,meat,641745
NZL,chickens,meat,220983
NZL,goats,meat,1416
NZL,pigs,meat,46741
NZL,sheep,meat,451276
NZL,cows,milk,21372000
NIC,chickens,eggs,38494
NIC,cows,meat,147749
NIC,chickens,meat,142712
NIC,goats,meat,40
NIC,pigs,meat,11913
NIC,sheep,meat,26
NIC,cows,milk,577573
NER,chickens,eggs,10000
NER,cows,meat,59811
NER,chickens,meat,18690
NER,goats,meat,30024
NER,pigs,meat,1502
NER,sheep,meat,19825
NER,cows,milk,690875
NER,goats,milk,362129
NER,sheep,milk,152223
NGA,chickens,eggs,510000
NGA,cows,meat,381796
NGA,chickens,meat,198288
NGA,goats,meat,249263
NGA,pigs,meat,284170
NGA,sheep,meat,143956
NGA,cows,milk,528398
NIU,chickens,eggs,15
NIU,cows,meat,3
NIU,chickens,meat,24
NIU,pigs,meat,62
NIU,cows,milk,56
MKD,chickens,eggs,12500
MKD,cows,meat,4636
MKD,chickens,meat,1716
MKD,pigs,meat,13105
MKD,sheep,meat,3422
MKD,cows,milk,394140
MKD,goats,milk,19167
MKD,sheep,milk,35364
NOR,chickens,eggs,69762
NOR,cows,meat,85196
NOR,chickens,meat,90944
NOR,goats,meat,356
NOR,pigs,meat,137250
NOR,sheep,meat,27445
NOR,cows,milk,1544074
NOR,goats,milk,21696
OMN,chickens,eggs,21835
OMN,cows,meat,14449
OMN,chickens,meat,6495
OMN,goats,meat,16794
OMN,sheep,meat,30300
OMN,cows,milk,96073
OMN,goats,milk,109419
OMN,sheep,milk,23291
PAK,chickens,eggs,802901
PAK,buffaloes,meat,922000
PAK,cows,meat,950000
PAK,chickens,meat,1276000
PAK,goats,meat,335000
PAK,sheep,meat,170000
PAK,buffaloes,milk,27298000
PAK,cows,milk,16115000
PAK,goats,milk,891000
PAK,sheep,milk,39000
PSE,chickens,eggs,25000
PSE,cows,meat,8092
PSE,chickens,meat,64533
PSE,goats,meat,3976
PSE,sheep,meat,11300
PSE,cows,milk,87956
PSE,goats,milk,20278
PSE,sheep,milk,52378
PAN,chickens,eggs,37366
PAN,cows,meat,70079
PAN,chickens,meat,198136
PAN,pigs,meat,40428
PAN,cows,milk,212407
PNG,chickens,eggs,5500
PNG,cows,meat,3255
PNG,chickens,meat,6516
PNG,goats,meat,12
PNG,pigs,meat,79673
PNG,sheep,meat,33
PNG,cows,milk,170
PNG,goats,milk,44
PRY,chickens,eggs,85000
PRY,cows,meat,485000
PRY,chickens,meat,42243
PRY,goats,meat,1096
PRY,pigs,meat,192000
PRY,sheep,meat,2820
PRY,cows,milk,508000
PER,chickens,eggs,415336
PER,cows,meat,188738
PER,chickens,meat,1464548
PER,goats,meat,5494
PER,pigs,meat,157824
PER,sheep,meat,33458
PER,cows,milk,2013674
PER,goats,milk,23750
PHL,chickens,eggs,492406
PHL,buffaloes,meat,101276
PHL,cows,meat,209700
PHL,chickens,meat,1267068
PHL,goats,meat,59888
PHL,pigs,meat,1837215
PHL,sheep,meat,117
PHL,buffaloes,milk,NA
PHL,cows,milk,20100
POL,chickens,eggs,594560
POL,cows,meat,572300
POL,chickens,meat,1472702
POL,goats,meat,NA
POL,pigs,meat,2047800
POL,sheep,meat,1400
POL,cows,milk,13694472
POL,goats,milk,7363
POL,sheep,milk,552
PRT,chickens,eggs,141211
PRT,cows,meat,91187
PRT,chickens,meat,317918
PRT,goats,meat,1149
PRT,pigs,meat,377866
PRT,sheep,meat,15803
PRT,cows,milk,1959423
PRT,goats,milk,24917
PRT,sheep,milk,71066
PRI,chickens,eggs,11757
PRI,cows,meat,8416
PRI,chickens,meat,39423
PRI,goats,meat,12
PRI,pigs,meat,10328
PRI,sheep,meat,22
PRI,cows,milk,343042
PRI,goats,milk,56
QAT,chickens,eggs,4500
QAT,cows,meat,556
QAT,chickens,meat,9900
QAT,goats,meat,2667
QAT,sheep,meat,9000
QAT,cows,milk,7500
QAT,goats,milk,9839
QAT,sheep,milk,13047
KOR,chickens,eggs,715000
KOR,cows,meat,281000
KOR,chickens,meat,766800
KOR,goats,meat,1707
KOR,pigs,meat,1280000
KOR,sheep,meat,11
KOR,cows,milk,2058230
KOR,goats,milk,8717
MDA,chickens,eggs,35550
MDA,cows,meat,7609
MDA,chickens,meat,44439
MDA,pigs,meat,62169
MDA,sheep,meat,2271
MDA,cows,milk,442687
MDA,goats,milk,21977
MDA,sheep,milk,20553
REU,chickens,eggs,7697
REU,cows,meat,1591
REU,chickens,meat,19644
REU,goats,meat,92
REU,pigs,meat,15490
REU,sheep,meat,7
REU,cows,milk,32240
REU,goats,milk,863
ROU,chickens,eggs,294046
ROU,buffaloes,meat,NA
ROU,cows,meat,110991
ROU,chickens,meat,436040
ROU,goats,meat,9729
ROU,pigs,meat,491906
ROU,sheep,meat,73426
ROU,cows,milk,3814132
ROU,sheep,milk,625094
RUS,chickens,eggs,2483658
RUS,cows,meat,1569267
RUS,chickens,meat,4542244
RUS,goats,meat,18244
RUS,pigs,meat,3515740
RUS,sheep,meat,201248
RUS,cows,milk,29867213
RUS,goats,milk,252267
RUS,sheep,milk,5837
RWA,chickens,eggs,7500
RWA,cows,meat,29833
RWA,chickens,meat,15870
RWA,goats,meat,13958
RWA,pigs,meat,9535
RWA,sheep,meat,4225
RWA,cows,milk,156812
RWA,goats,milk,76919
RWA,sheep,milk,8861
KNA,chickens,eggs,243
KNA,cows,meat,46
KNA,chickens,meat,122
KNA,goats,meat,6
KNA,pigs,meat,58
KNA,sheep,meat,8
LCA,chickens,eggs,746
LCA,cows,meat,450
LCA,chickens,meat,1601
LCA,goats,meat,60
LCA,pigs,meat,2314
LCA,sheep,meat,92
LCA,cows,milk,1032
SPM,chickens,eggs,14
SPM,chickens,meat,2
VCT,chickens,eggs,647
VCT,cows,meat,202
VCT,chickens,meat,455
VCT,goats,meat,35
VCT,pigs,meat,377
VCT,sheep,meat,58
VCT,cows,milk,1040
WSM,chickens,eggs,425
WSM,cows,meat,1906
WSM,chickens,meat,469
WSM,pigs,meat,2932
WSM,cows,milk,1941
STP,chickens,eggs,156
STP,cows,meat,161
STP,chickens,meat,728
STP,goats,meat,6
STP,pigs,meat,569
STP,sheep,meat,2
STP,cows,milk,530
SAU,chickens,eggs,283000
SAU,cows,meat,41600
SAU,chickens,meat,540258
SAU,goats,meat,31819
SAU,sheep,meat,88011
SAU,cows,milk,2159000
SAU,goats,milk,68102
SAU,sheep,milk,84597
SEN,chickens,eggs,26000
SEN,cows,meat,78777
SEN,chickens,meat,64583
SEN,goats,meat,18358
SEN,pigs,meat,13907
SEN,sheep,meat,28507
SEN,cows,milk,124332
SEN,goats,milk,13048
SEN,sheep,milk,10544
SRB,chickens,eggs,87933
SRB,cows,meat,62033
SRB,chickens,meat,85018
SRB,goats,meat,2858
SRB,pigs,meat,312377
SRB,sheep,meat,28689
SRB,cows,milk,1550704
SRB,goats,milk,33821
SRB,sheep,milk,14736
SYC,chickens,eggs,850
SYC,cows,meat,12
SYC,chickens,meat,633
SYC,goats,meat,22
SYC,pigs,meat,461
SYC,cows,milk,83
SLE,chickens,eggs,11800
SLE,cows,meat,13387
SLE,chickens,meat,15300
SLE,goats,meat,2000
SLE,pigs,meat,2084
SLE,sheep,meat,1980
SLE,cows,milk,173592
SGP,chickens,eggs,31288
SGP,buffaloes,meat,0
SGP,cows,meat,47
SGP,chickens,meat,96178
SGP,goats,meat,13
SGP,pigs,meat,20704
SGP,sheep,meat,23
SVK,chickens,eggs,74450
SVK,cows,meat,10534
SVK,chickens,meat,69656
SVK,goats,meat,332
SVK,pigs,meat,57929
SVK,sheep,meat,1050
SVK,cows,milk,933298
SVK,goats,milk,8505
SVK,sheep,milk,11379
SVN,chickens,eggs,23217
SVN,cows,meat,35795
SVN,chickens,meat,63236
SVN,goats,meat,297
SVN,pigs,meat,31438
SVN,sheep,meat,1423
SVN,cows,milk,648605
SVN,goats,milk,1475
SVN,sheep,milk,498
SLB,chickens,eggs,690
SLB,cows,meat,783
SLB,chickens,meat,294
SLB,pigs,meat,2399
SLB,cows,milk,3149
SOM,chickens,eggs,2640
SOM,cows,meat,59282
SOM,chickens,meat,3814
SOM,goats,meat,39736
SOM,pigs,meat,103
SOM,sheep,meat,40490
SOM,cows,milk,430000
SOM,goats,milk,375678
SOM,sheep,milk,380000
ZAF,chickens,eggs,445099
ZAF,cows,meat,1014071
ZAF,chickens,meat,1658159
ZAF,goats,meat,11158
ZAF,pigs,meat,235300
ZAF,sheep,meat,155803
ZAF,cows,milk,3642780
SSD,cows,meat,238910
SSD,chickens,meat,20000
SSD,goats,meat,50060
SSD,sheep,meat,124611
SSD,cows,milk,2622000
SSD,goats,milk,468000
SSD,sheep,milk,145918
ESP,chickens,eggs,850716
ESP,cows,meat,643861
ESP,chickens,meat,1317487
ESP,goats,meat,10713
ESP,pigs,meat,4298789
ESP,sheep,meat,115114
ESP,cows,milk,7018786
ESP,goats,milk,523662
ESP,sheep,milk,544106
LKA,chickens,eggs,116081
LKA,buffaloes,meat,3519
LKA,cows,meat,20814
LKA,chickens,meat,192000
LKA,goats,meat,853
LKA,pigs,meat,1325
LKA,sheep,meat,118
LKA,buffaloes,milk,68591
LKA,cows,milk,327607
LKA,goats,milk,14262
SDN,chickens,eggs,63000
SDN,cows,meat,379644
SDN,chickens,meat,68000
SDN,goats,meat,118000
SDN,sheep,meat,263000
SDN,cows,milk,2937000
SDN,goats,milk,1143000
SDN,sheep,milk,412000
SUR,chickens,eggs,4631
SUR,cows,meat,1903
SUR,chickens,meat,9129
SUR,goats,meat,6
SUR,pigs,meat,2344
SUR,sheep,meat,14
SUR,cows,milk,4300
SWE,chickens,eggs,137762
SWE,cows,meat,132070
SWE,chickens,meat,152500
SWE,pigs,meat,240700
SWE,sheep,meat,5260
SWE,cows,milk,2816660
CHE,chickens,eggs,58659
CHE,cows,meat,139744
CHE,chickens,meat,90103
CHE,goats,meat,492
CHE,pigs,meat,238602
CHE,sheep,meat,5061
CHE,cows,milk,3892500
CHE,goats,milk,22500
CHE,sheep,milk,6200
SYR,chickens,eggs,112000
SYR,buffaloes,meat,786
SYR,cows,meat,64800
SYR,chickens,meat,99000
SYR,goats,meat,13800
SYR,sheep,meat,161300
SYR,buffaloes,milk,6300
SYR,cows,milk,1428219
SYR,goats,milk,136030
SYR,sheep,milk,648346
TJK,chickens,eggs,18777
TJK,cows,meat,40720
TJK,chickens,meat,1800
TJK,pigs,meat,1500
TJK,sheep,meat,60702
TJK,cows,milk,949972
TJK,goats,milk,54502
THA,chickens,eggs,690000
THA,buffaloes,meat,28196
THA,cows,meat,106994
THA,chickens,meat,1734295
THA,goats,meat,1914
THA,pigs,meat,994412
THA,sheep,meat,172
THA,cows,milk,651919
TLS,chickens,eggs,1110
TLS,buffaloes,meat,727
TLS,cows,meat,1321
TLS,chickens,meat,943
TLS,goats,meat,344
TLS,pigs,meat,11502
TLS,sheep,meat,72
TLS,goats,milk,4798
TGO,chickens,eggs,12600
TGO,cows,meat,10703
TGO,chickens,meat,34782
TGO,goats,meat,6936
TGO,pigs,meat,9507
TGO,sheep,meat,3931
TGO,cows,milk,92724
TKL,chickens,eggs,8
TKL,chickens,meat,5
TKL,pigs,meat,19
TON,chickens,eggs,344
TON,cows,meat,382
TON,chickens,meat,296
TON,goats,meat,28
TON,pigs,meat,1688
TON,cows,milk,321
TTO,chickens,eggs,3250
TTO,cows,meat,1055
TTO,chickens,meat,63907
TTO,goats,meat,79
TTO,pigs,meat,2159
TTO,sheep,meat,201
TTO,cows,milk,3281
TUN,chickens,eggs,107100
TUN,cows,meat,59800
TUN,chickens,meat,140300
TUN,goats,meat,9700
TUN,pigs,meat,124
TUN,sheep,meat,49800
TUN,cows,milk,1313000
TUN,goats,milk,11464
TUN,sheep,milk,25000
TUR,chickens,eggs,1205075
TUR,buffaloes,meat,1339
TUR,cows,meat,987482
TUR,chickens,meat,2136734
TUR,goats,meat,67500
TUR,pigs,meat,NA
TUR,sheep,meat,333000
TUR,buffaloes,milk,69401
TUR,cows,milk,18762319
TUR,goats,milk,523395
TUR,sheep,milk,1344779
TKM,chickens,eggs,50000
TKM,cows,meat,143306
TKM,chickens,meat,21364
TKM,goats,meat,10560
TKM,pigs,meat,269
TKM,sheep,meat,131681
TKM,cows,milk,2105000
TUV,chickens,eggs,19
TUV,chickens,meat,62
TUV,pigs,meat,119
UGA,chickens,eggs,44000
UGA,cows,meat,231432
UGA,chickens,meat,68019
UGA,goats,meat,40058
UGA,pigs,meat,126857
UGA,sheep,meat,9973
UGA,cows,milk,1688683
UKR,chickens,eggs,886500
UKR,cows,meat,363500
UKR,chickens,meat,1184700
UKR,goats,meat,6000
UKR,pigs,meat,735900
UKR,sheep,meat,7500
UKR,cows,milk,10280500
UKR,goats,milk,222500
UKR,sheep,milk,17000
ARE,chickens,eggs,56000
ARE,cows,meat,16401
ARE,chickens,meat,47091
ARE,goats,meat,55000
ARE,sheep,meat,9445
ARE,cows,milk,43000
ARE,goats,milk,42311
ARE,sheep,milk,22523
GBR,chickens,eggs,752000
GBR,cows,meat,905000
GBR,chickens,meat,1660000
GBR,pigs,meat,903000
GBR,sheep,meat,299000
GBR,cows,milk,15267000
TZA,chickens,eggs,107000
TZA,cows,meat,320420
TZA,chickens,meat,99831
TZA,goats,meat,42559
TZA,pigs,meat,14886
TZA,sheep,meat,23484
TZA,cows,milk,1405588
TZA,goats,milk,206619
USA,chickens,eggs,6309907
USA,buffaloes,meat,NA
USA,cows,meat,11907239
USA,chickens,meat,19140570
USA,goats,meat,8815
USA,pigs,meat,11610981
USA,sheep,meat,68130
USA,cows,milk,97761519
USA,goats,milk,25715
VIR,chickens,eggs,180
VIR,cows,meat,507
VIR,chickens,meat,84
VIR,goats,meat,20
VIR,pigs,meat,108
VIR,sheep,meat,14
VIR,cows,milk,2242
URY,chickens,eggs,49140
URY,cows,meat,594122
URY,chickens,meat,32208
URY,pigs,meat,14267
URY,sheep,meat,14406
URY,cows,milk,2049000
UZB,chickens,eggs,352800
UZB,cows,meat,735139
UZB,chickens,meat,59887
UZB,pigs,meat,29090
UZB,sheep,meat,177802
UZB,cows,milk,10005484
UZB,goats,milk,NA
UZB,sheep,milk,NA
VUT,chickens,eggs,630
VUT,cows,meat,3129
VUT,chickens,meat,1136
VUT,goats,meat,56
VUT,pigs,meat,3731
VUT,cows,milk,3290
VEN,chickens,eggs,164155
VEN,cows,meat,432000
VEN,chickens,meat,600000
VEN,goats,meat,3800
VEN,pigs,meat,165889
VEN,sheep,meat,3000
VEN,cows,milk,1800000
VNM,chickens,eggs,532000
VNM,buffaloes,meat,87959
VNM,cows,meat,321666
VNM,chickens,meat,786354
VNM,goats,meat,9266
VNM,pigs,meat,3733349
VNM,buffaloes,milk,27919
VNM,cows,milk,881261
WLF,chickens,eggs,45
WLF,cows,meat,3
WLF,chickens,meat,48
WLF,goats,meat,13
WLF,pigs,meat,316
WLF,cows,milk,31
ESH,goats,meat,712
ESH,sheep,meat,74
ESH,goats,milk,6215
YEM,chickens,eggs,65500
YEM,cows,meat,111177
YEM,chickens,meat,169899
YEM,goats,meat,63290
YEM,sheep,meat,50000
YEM,cows,milk,230314
YEM,goats,milk,49329
YEM,sheep,milk,38719
ZMB,chickens,eggs,51700
ZMB,cows,meat,209300
ZMB,chickens,meat,48671
ZMB,goats,meat,10153
ZMB,pigs,meat,32414
ZMB,sheep,meat,956
ZMB,cows,milk,396700
ZWE,chickens,eggs,24000
ZWE,cows,meat,107633
ZWE,chickens,meat,69000
ZWE,goats,meat,25232
ZWE,pigs,meat,17328
ZWE,sheep,meat,429
ZWE,cows,milk,414102
