freshwater_tonnes,iso3c,million_kcal,tonnes_protein
940.9566816857954,AFG,447.6004655669634,67.5178755075585
0,ALA,0,0
1351.8355337913906,ALB,643.0500214004966,97.00028179161062
1.4411029560412048,DZA,0.6855133361700936,0.1034056209742237
0,ASM,0,0
0.02978313614713222,AND,0.014167438166884832,0.0021370740202450865
12923.102251612872,AGO,6147.346309320241,927.2907307832965
0,AIA,0,0
0,ATG,0,0
24127.95464781844,ARG,11477.344221833526,1731.2893036104738
920.8317435333,ARM,438.02730257031527,66.07382064804774
0,ABW,0,0
483.1265882604302,AUS,229.81683433686132,34.66650641357747
517.2275243023527,AUT,246.03819196757377,37.11340200312233
9072.060117640498,AZE,4315.457248289464,650.9611308807016
0,BHS,0,0
0,BHR,0,0
789765.5830854275,BGD,375680.88899106445,56669.23393687318
0,BRB,0,0
1832.91305694742,BLR,871.8921429662411,131.51975856469716
465.1004576715826,BEL,221.24204593163557,33.37305043981224
0,BLZ,0,0
14520.730576465092,BEN,6907.316662817988,1041.927751216019
0,BMU,0,0
259.39368601360206,BTN,123.39009529833886,18.612664047760372
5839.237373336335,BOL,2777.646854240741,418.9915537085847
0,BES,0,0
1904.476589246108,BIH,905.9339548774138,136.65476398914177
232.25027431538268,BWA,110.47833862593586,16.6650021334973
211579.40724475132,BRA,100645.48456945451,15181.774417841187
0,IOT,0,0
0,VGB,0,0
19.28788263296821,BRN,9.174986919536368,1.383992359865089
1267.021264738445,BGR,602.7050118440452,90.91447638670938
8880.106299427249,BFA,4224.147393041211,637.1875807762448
0.43258655056625545,BDI,0.2057756166676739,0.031040031316903405
297062.28869595483,KHM,141308.54407078525,21315.555770569816
68537.04561819443,CMR,32602.15281358912,4917.841388207835
15727.955908488351,CAN,7481.57755194814,1128.5516003937382
0,CPV,0,0
0,CYM,0,0
15111.527840132172,CAF,7188.35099247417,1084.3201130269956
52804.20536510528,TCD,25118.251844463695,3788.939314113116
0.18110275007180213,CHL,0.08614814775784141,0.012994937143671283
1300509.497870168,CHN,618634.9149230261,93317.40778574564
0.05364833827566988,CXR,0.025519794541511334,0.0038495096484086593
0,CCK,0,0
25160.771759647057,COL,11968.641461225874,1805.398578283552
0,COM,0,0
0,COK,0,0
1026.588865097443,CRI,488.3345460072019,73.66236994769541
10758.822774518449,CIV,5117.827607323322,771.9939406736535
624.2833472740857,HRV,296.9632102351023,44.7951389719431
2472.109178429205,CUB,1175.9491597582003,177.38495618229848
