iso3c,product,tonnes,million_kcal,tonnes_protein
LBY,bana,0,0,0
LCA,bana,8451.861286230052,5191.474034493984,68.93338377542135
LIE,bana,0,0,0
LKA,bana,0,0,0
LSO,bana,46.777564144902335,28.73266626497817,0.381517830461016
LTU,bana,0,0,0
LUX,bana,0,0,0
LVA,bana,0,0,0
MAC,bana,0,0,0
MAF,bana,0,0,0
MAR,bana,270159.18135729484,165942.66371616497,2203.4183830367656
MCO,bana,0,0,0
MDA,bana,0,0,0
MDG,bana,370430.13222147815,227533.12529573764,3021.2282953584886
MDV,bana,2865.8988074160775,1760.3506186770687,23.374271732901875
MEX,bana,2204888.7428455036,1354331.5809121937,17983.073401867277
MHL,bana,0,0,0
MKD,bana,0,0,0
MLI,bana,98275.3033745675,60364.6544143246,801.5334106585605
MLT,bana,0,0,0
MMR,bana,0,0,0
MNE,bana,0,0,0
MNG,bana,0,0,0
MNP,bana,0,0,0
MOZ,bana,522714.0473627205,321072.04702589795,4263.255963554796
MRT,bana,0,0,0
MSR,bana,195.5294053193521,120.10204572917743,1.59473790207824
MTQ,bana,168598.40652986584,103559.94024450854,1375.0886659939206
MUS,bana,8219.335265952499,5048.647175920019,67.03690146806515
MWI,bana,409776.71335044387,251701.38212810335,3342.1390255940487
MYS,bana,316823.56492304953,194605.80990527404,2584.013112652407
MYT,bana,0,0,0
"NAM",bana,0,0,0
NCL,bana,1349.2512236297462,828.76451189457,11.004493478786435
NER,bana,0,0,0
NFK,bana,0,0,0
NGA,bana,1872.486517020523,1150.1567292508362,15.27200072513878
NIC,bana,129777.854551743,79714.7917294122,1058.4682297071254
NIU,bana,80.7885442762361,49.62358179942699,0.6589113969871438
NLD,bana,0,0,0
NOR,bana,0,0,0
NPL,bana,263817.3995983559,162047.2856190826,2151.694808666096
NRU,bana,0,0,0
NZL,bana,0,0,0
OMN,bana,16463.765690899294,10112.708810489832,134.2784790621663
PAK,bana,109778.60155635313,67430.44404329987,895.3543148823488
PAN,bana,378125.43518481863,232259.89069909728,3083.9911891726983
PCN,bana,0,0,0
PER,bana,330524.170195049,203021.27415837496,2695.7552543163956
PHL,bana,5762884.85716198,3539796.2752273036,47002.09102573978
PLW,bana,0,0,0
PNG,bana,1318096.9048122426,809628.2729377237,10750.398842992106
POL,bana,0,0,0
PRI,bana,63556.32003348939,39038.8547572844,518.3653696919858
PRK,bana,0,0,0
PRT,bana,36281.42450373027,22285.514026648758,295.91131166685113
PRY,bana,56551.63389006968,34736.294054757345,461.2351469163935
PSE,bana,0,0,0
PYF,bana,172.9905521500983,106.25777320353998,1.4109110072964561
QAT,bana,0,0,0
REU,bana,0,0,0
ROU,bana,0,0,0
RUS,bana,0,0,0
RWA,bana,1841663.840525745,1131224.1983825234,15020.61096425122
SAU,bana,0,0,0
SDN,bana,905294.0751390784,556068.12813206,7383.578811551097
SEN,bana,16320.866279993415,10024.934229703586,133.11299141398337
SGP,bana,0,0,0
SHN,bana,0,0,0
SJM,bana,0,0,0
SLB,bana,317.2843461864032,194.88884033884008,2.587771244806685
SLE,bana,573.6983974074822,352.38869083477834,4.679084341370451
SLV,bana,0,0,0
SMR,bana,0,0,0
SOM,bana,21146.686512939308,12989.147624366295,172.47238301815335
SPM,bana,0,0,0
SRB,bana,0,0,0
SSD,bana,0,0,0
STP,bana,15168.934182867755,9317.371082462732,123.71783280391958
SUR,bana,56918.22209305815,34961.46731218729,464.22504043550714
SVK,bana,0,0,0
SVN,bana,0,0,0
SWE,bana,0,0,0
SWZ,bana,6772.694377384445,4160.062004453218,55.238097846033746
SXM,bana,0,0,0
SYC,bana,1778.6961583784246,1092.5469087525257,14.507046525376467
SYR,bana,185.6996600839543,114.0642198081109,1.514566496303958
TCA,bana,0,0,0
TCD,bana,0,0,0
TGO,bana,19740.391082457587,12125.344260240108,161.0026369671911
THA,bana,920635.5574413,565491.4852276612,7508.703946880263
TJK,bana,0,0,0
TKL,bana,15.858491644120615,9.740925082481418,0.1293418637128498
TKM,bana,1.5958231205941575,0.9802189143481677,0.013015533961593852
TLS,bana,0,0,0
TON,bana,810.9436651383687,498.1143015044784,6.614056832700882
TTO,bana,3863.326488872493,2373.0109232188406,31.509292271641975
TUN,bana,0,0,0
TUR,bana,362597.1843307059,222721.81282723558,2957.3427694652537
TUV,bana,0,0,0
TWN,bana,356542.3977387289,219002.71873516115,2907.959927782437
TZA,bana,3342831.5267005092,2053301.9278046405,27264.135167723296
UGA,bana,527283.1515313224,323878.57506142557,4300.52157884326
UKR,bana,0,0,0
URY,bana,0,0,0
USA,bana,3986.610942829954,2448.737206448273,32.514800323701316
UZB,bana,0,0,0
VCT,bana,48286.84163288234,29659.725361707555,393.82749821101004
VEN,bana,449464.16845168977,276079.01750043756,3665.829924073558
VGB,bana,424.05649372180505,260.47259908323457,3.458604919582571
VIR,bana,0,0,0
VNM,bana,1867679.1944091877,1147203.8778413075,15232.792200143303
VUT,bana,8499.436175111941,5220.696449765594,69.32140458673202
WLF,bana,5756.995680493675,3536.178905428788,46.95405889865565
WSM,bana,0,0,0
XKO,bana,0,0,0
XMI,bana,0,0,0
YEM,bana,107798.52950395444,66214.20393969068,879.2048464908879
ZAF,bana,305355.05490487994,187561.38856927046,2490.4759407039332
ZMB,bana,642.2369432158957,394.487829577869,5.23808474632481
ZWE,bana,103073.49718326374,63311.89854514105,840.6674811363358
ABW,barl,0,0,0
AFG,barl,79199.45257258913,263131.4282312749,8557.525722133298
AGO,barl,0,0,0
AIA,barl,0,0,0
ALA,barl,2568.6103235347264,8533.923923045042,277.5391521000631
ALB,barl,0,0,0
AND,barl,0,0,0
ARE,barl,0,0,0
ARG,barl,2949496.6254613297,9799376.566519031,318694.03663613665
ARM,barl,114008.51882685145,378780.7038432021,12318.656262287912
ASM,barl,0,0,0
ATG,barl,0,0,0
AUS,barl,8388207.691740143,27868893.010405228,906348.4753113867
AUT,barl,785108.1621929988,2608435.1005397565,84831.18347902173
AZE,barl,871200.1311709279,2894466.1527827294,94133.44776326645
BDI,barl,0,0,0
BEL,barl,0,0,0
BEN,barl,0,0,0
BES,barl,0,0,0
BFA,barl,0,0,0
BGD,barl,276.5369722214673,918.7635279763434,29.879906691742736
BGR,barl,497159.0118499858,1651755.8720022284,53718.18735738444
BHR,barl,0,0,0
BHS,barl,0,0,0
BIH,barl,86680.97682229422,287987.9657100852,9365.90676679943
BLM,barl,0,0,0
BLR,barl,1019387.018521423,3386800.708731139,110145.08747785236
BLZ,barl,0,0,0
BMU,barl,0,0,0
BOL,barl,0,0,0
BRA,barl,175160.9303730946,581952.8327818658,18926.193534061622
BRB,barl,0,0,0
BRN,barl,0,0,0
BTN,barl,3061.9527137758214,10172.999491555964,330.8449522940414
BWA,barl,0,0,0
CAF,barl,0,0,0
CAN,barl,7404776.736661556,24601552.34868156,800088.4517801155
CCK,barl,0,0,0
CHE,barl,55239.07612346394,183525.72552469614,5968.599522328346
CHL,barl,52437.57883213584,174218.0603892891,5665.896860222771
CHN,barl,1027284.010316793,3413037.5912139043,110998.35992130033
CIV,barl,0,0,0
CMR,barl,0,0,0
COD,barl,963.2298809837072,3200.224825619625,104.07729113140762
COG,barl,0,0,0
COK,barl,0,0,0
COL,barl,5860.604377357371,19471.210343267314,633.2401434279656
COM,barl,0,0,0
CPV,barl,0,0,0
CRI,barl,0,0,0
CUB,barl,0,0,0
CUW,barl,0,0,0
CXR,barl,0,0,0
CYM,barl,0,0,0
CYP,barl,3466.885053929773,11518.342439527536,374.598018811958
CZE,barl,1693682.306182745,5627072.280423161,183002.90506423463
DEU,barl,7583096.324631308,25193999.472240757,819355.9392594356
DJI,barl,0,0,0
DMA,barl,0,0,0
DNK,barl,3602989.713608224,11970535.129335564,389304.17003229674
DOM,barl,0,0,0
DZA,barl,969866.9391903242,3222275.717998718,104794.42735492336
ECU,barl,8877.725985902294,29495.26344232415,959.2410807231223
EGY,barl,83137.44755092359,276214.9813286528,8983.027316223763
ERI,barl,49816.531612078776,165509.92067275368,5382.691884986272
ESH,barl,1841.141650341399,6116.989654523078,198.93593350846567
ESP,barl,5431337.840459817,18045019.71597452,586857.7593100319
EST,barl,499661.21320284385,1660069.1594595667,53988.55099934793
ETH,barl,1946446.3736789953,6466852.959776668,210314.14193481402
FIN,barl,1773471.0949040758,5892161.712876556,191624.10874231363
FJI,barl,0,0,0
FLK,barl,0,0,0
FRA,barl,10088702.196911506,33518598.069099523,1090087.4406156333
FRO,barl,0,0,0
FSM,barl,0,0,0
GAB,barl,0,0,0
GBR,barl,7622761.590695281,25325782.935024425,823641.7837140623
GEO,barl,33310.3628944858,110669.99933231449,3599.195171480438
GGY,barl,0,0,0
GHA,barl,0,0,0
GIB,barl,0,0,0
GIN,barl,0,0,0
GLP,barl,0,0,0
GMB,barl,0,0,0
GNB,barl,0,0,0
GNQ,barl,0,0,0
GRC,barl,356600.92645983974,1184767.1674494497,38530.8420903506
GRD,barl,0,0,0
GRL,barl,0,0,0
GTM,barl,1705.4237303369384,5666.081864540304,184.27156963135266
GUF,barl,0,0,0
GUM,barl,0,0,0
GUY,barl,0,0,0
HKG,barl,0,0,0
HND,barl,0,0,0
HRV,barl,279645.99056444,929092.8978193213,30215.83710005192
HTI,barl,0,0,0
HUN,barl,1254533.0163161487,4168047.2986098304,135552.68638443254
IDN,barl,0,0,0
IMN,barl,0,0,0
IND,barl,1294091.345504806,4299475.47544368,139826.97627609922
IOT,barl,0,0,0
IRL,barl,1528614.791472762,5078653.705680923,165167.30826229177
IRN,barl,2083669.19479482,6922760.617383742,225141.11084960657
IRQ,barl,145586.4885628412,483695.01836651674,15730.665808954971
ISL,barl,0,0,0
ISR,barl,20163.714447720107,66991.71280525347,2178.6956782556795
ITA,barl,957472.0957692688,3181095.220581819,103455.16063082221
JAM,barl,0,0,0
JEY,barl,0,0,0
JOR,barl,69587.00573898003,231195.1359721014,7518.897823084936
JPN,barl,57578.80519809079,191299.21679367343,6221.407983606424
KAZ,barl,5146702.145317419,17099349.076145597,556102.7830633731
KEN,barl,0,0,0
KGZ,barl,451900.6662585315,1501390.0206227752,48828.00890337184
KHM,barl,0,0,0
KIR,barl,0,0,0
KNA,barl,0,0,0
KOR,barl,0,0,0
KWT,barl,2065.8190737396767,6863.45556293231,223.21239966397587
LAO,barl,0,0,0
LBN,barl,11694.75534775311,38854.53216547424,1263.6219879263426
LBR,barl,0,0,0
LBY,barl,90816.36222239508,301727.326668647,9812.736457949915
LCA,barl,0,0,0
LIE,barl,0,0,0
LKA,barl,0,0,0
LSO,barl,431.9734298261048,1435.1839798883282,46.674864748931775
LTU,barl,645378.4708677318,2144198.6437153337,69733.34645084557
LUX,barl,27328.449665308104,90795.75373564915,2952.8475685176554
LVA,barl,238426.641780528,792146.1669522992,25762.073519494134
MAC,barl,0,0,0
MAF,barl,0,0,0
MAR,barl,2707612.770461234,8995744.190727964,292558.41014257073
MCO,barl,0,0,0
MDA,barl,169036.36259246175,561604.6332038434,18264.432062015112
MDG,barl,0,0,0
MDV,barl,0,0,0
MEX,barl,149384.6257528019,496313.9094187836,16141.055725090942
MHL,barl,0,0,0
MKD,barl,92792.77931321146,308293.75402381795,10026.288945283379
MLI,barl,0,0,0
MLT,barl,1216.5871103065786,4041.9762195872004,131.45261932362897
MMR,barl,0,0,0
MNE,barl,2883.7393343236017,9580.90523405835,311.58894067839424
MNG,barl,997.291593978694,3313.391102623371,107.75766991719993
MNP,barl,0,0,0
MOZ,barl,0,0,0
MRT,barl,0,0,0
MSR,barl,0,0,0
MTQ,barl,0,0,0
MUS,barl,0,0,0
MWI,barl,0,0,0
MYS,barl,0,0,0
MYT,barl,0,0,0
"NAM",barl,0,0,0
NCL,barl,0,0,0
NER,barl,0,0,0
NFK,barl,0,0,0
NGA,barl,0,0,0
NIC,barl,0,0,0
NIU,barl,0,0,0
NLD,barl,0,0,0
NOR,barl,516124.3593280962,1714766.142991712,55767.399108240614
NPL,barl,0,0,0
NRU,barl,0,0,0
NZL,barl,297998.39202355547,990066.7234020769,32198.81984106713
OMN,barl,916.7265147909088,3045.7225308890165,99.05258781043558
PAK,barl,0,0,0
PAN,barl,0,0,0
PCN,barl,0,0,0
PER,barl,142291.09473551172,472746.4365745532,15374.597471031997
PHL,barl,0,0,0
PLW,barl,0,0,0
PNG,barl,0,0,0
POL,barl,3303238.00279566,10974643.198029762,356915.9035454679
PRI,barl,0,0,0
PRK,barl,0,0,0
PRT,barl,32614.715638309775,108358.78820500277,3524.0302669907055
PRY,barl,0,0,0
PSE,barl,0,0,0
PYF,barl,0,0,0
QAT,barl,505.6815875370853,1680.0711878271736,54.63905433679111
REU,barl,0,0,0
ROU,barl,1647254.971278662,5472822.591246507,177986.41694788507
RUS,barl,32411160.28930298,107682498.05439621,3502036.0476063364
RWA,barl,0,0,0
SAU,barl,649611.0994525459,2158261.084408012,70190.6832986424
SDN,barl,0,0,0
SEN,barl,3.2549012495518097,10.81404967744375,0.35169310217787586
SGP,barl,0,0,0
SHN,barl,0,0,0
SJM,barl,0,0,0
SLB,barl,0,0,0
SLE,barl,0,0,0
SLV,barl,0,0,0
SMR,barl,0,0,0
SOM,barl,0,0,0
SPM,barl,0,0,0
SRB,barl,86190.02679976066,286356.83851888357,9312.859462687544
SSD,barl,0,0,0
STP,barl,0,0,0
SUR,barl,0,0,0
SVK,barl,663113.4643836543,2203121.1996413353,71649.618069709
SVN,barl,88110.6378974954,292737.8566295906,9520.382094943314
SWE,barl,1769407.7777576416,5878661.790725985,191185.06604860403
SWZ,barl,0,0,0
SXM,barl,0,0,0
SYC,barl,0,0,0
SYR,barl,811578.1658470517,2696378.7622764865,87691.27568643828
TCA,barl,0,0,0
TCD,barl,0,0,0
TGO,barl,0,0,0
THA,barl,61832.47060391893,205431.54999923025,6681.0178665202
TJK,barl,114694.08891102992,381058.4346802578,12392.732325178691
TKL,barl,0,0,0
TKM,barl,28366.627572342004,94244.98509473726,3065.0230174003404
TLS,barl,0,0,0
TON,barl,0,0,0
TTO,barl,0,0,0
TUN,barl,1152405.186249741,3828738.870146834,124517.74227370242
TUR,barl,6748283.610253339,22420426.490299106,729154.1633076924
TUV,barl,0,0,0
TWN,barl,0,0,0
TZA,barl,0,0,0
UGA,barl,0,0,0
UKR,barl,8429358.689712575,28005612.65325508,910794.8535652993
URY,barl,513666.9597217697,1706601.7043858387,55501.87630905933
USA,barl,2773688.075159926,9215272.088098822,299697.86756544374
UZB,barl,62850.96287730659,208815.37801613964,6791.066276505366
VCT,barl,0,0,0
VEN,barl,0,0,0
VGB,barl,0,0,0
VIR,barl,0,0,0
VNM,barl,0,0,0
VUT,barl,0,0,0
WLF,barl,0,0,0
WSM,barl,0,0,0
XKO,barl,3846.800224204621,12780.568605415801,415.64797226808673
XMI,barl,0,0,0
YEM,barl,0,0,0
ZAF,barl,340952.9003927423,1132778.330225332,36840.0679597205
ZMB,barl,1333.820915903613,4431.472582273068,144.11976883429887
ZWE,barl,0,0,0
ABW,coco,0,0,0
AFG,coco,0,0,0
AGO,coco,484.9333431571722,2097.057632967239,26.901249740817846
AIA,coco,0,0,0
ALA,coco,0,0,0
ALB,coco,0,0,0
AND,coco,0,0,0
ARE,coco,0,0,0
ARG,coco,0,0,0
ARM,coco,0,0,0
ASM,coco,0.9000000357627869,3.8919822101311534,0.04992670863004079
ATG,coco,0,0,0
AUS,coco,0,0,0
AUT,coco,0,0,0
AZE,coco,0,0,0
BDI,coco,0.20000000298023224,0.8648849141050519,0.011094823864466138
BEL,coco,0,0,0
BEN,coco,0,0,0
BES,coco,0,0,0
BFA,coco,0,0,0
BGD,coco,0,0,0
BGR,coco,0,0,0
BHR,coco,0,0,0
BHS,coco,0,0,0
BIH,coco,0,0,0
BLM,coco,0,0,0
BLR,coco,0,0,0
BLZ,coco,274.6923052445054,1187.886136432681,15.23831349099121
BMU,coco,0,0,0
BOL,coco,5608.024042919278,24251.476601921368,311.1001902836493
BRA,coco,234159.3334600553,1012604.3599434999,12989.782611237684
BRB,coco,0,0,0
BRN,coco,4.600000023841858,19.892352831099355,0.25518094640283484
BTN,coco,0,0,0
BWA,coco,0,0,0
CAF,coco,221.3024795502424,957.0058658247333,12.276559973962794
CAN,coco,0,0,0
CCK,coco,0,0,0
CHE,coco,0,0,0
CHL,coco,0,0,0
CHN,coco,0,0,0
CIV,coco,2103926.2478426695,9098270.225169066,116713.45397904175
CMR,coco,279747.6488693431,1209747.5882906164,15518.75422227195
COD,coco,4086.282735563814,17670.821200469574,226.68293267960797
COG,coco,3901.33332285285,16871.021427756008,216.42302704316947
COK,coco,0,0,0
COL,coco,57913.301217764616,250441.69901445962,3212.6893342315516
COM,coco,0,0,0
CPV,coco,0,0,0
CRI,coco,494.4338349401951,2138.1417924536145,27.4282811477567
CUB,coco,216.28086516447365,935.2902735147994,11.997990342486938
CUW,coco,0,0,0
CXR,coco,0,0,0
CYM,coco,0,0,0
CYP,coco,0,0,0
CZE,coco,0,0,0
DEU,coco,0,0,0
DJI,coco,0,0,0
DMA,coco,144.7462501525879,625.9442313239508,8.02967063277317
DNK,coco,0,0,0
DOM,coco,82964.66675260663,358774.4380442565,4602.391754390521
DZA,coco,0,0,0
ECU,coco,247407.0746302232,1069893.2165100623,13724.689374711967
EGY,coco,0,0,0
ERI,coco,0,0,0
ESH,coco,0,0,0
ESP,coco,0,0,0
EST,coco,0,0,0
ETH,coco,0,0,0
FIN,coco,0,0,0
FJI,coco,19.80000078678131,85.62360862288537,1.0983875898608975
FLK,coco,0,0,0
FRA,coco,0,0,0
FRO,coco,0,0,0
FSM,coco,33.124242424964905,143.24328568806214,1.8375381493628593
GAB,coco,1240.6240240335464,5364.984932370083,68.82252411785149
GBR,coco,0,0,0
GEO,coco,0,0,0
GGY,coco,0,0,0
GHA,coco,960894.9980098308,4155317.8771694712,53304.802981524605
GIB,coco,0,0,0
GIN,coco,30332.604317322373,131171.05744324837,1682.6744861823806
GLP,coco,0,0,0
GMB,coco,0,0,0
GNB,coco,0,0,0
GNQ,coco,628.9949944578111,2720.041368238983,34.892942855755976
GRC,coco,0,0,0
GRD,coco,944.5800045281647,4084.764919540716,52.39974309986606
GRL,coco,0,0,0
GTM,coco,11794.82528078556,51005.831489235454,654.3075352623987
GUF,coco,0,0,0
GUM,coco,0,0,0
GUY,coco,486.3751941546798,2103.292808754986,26.981235153906727
HKG,coco,0,0,0
HND,coco,1102.9049680009484,4769.429271507642,61.18268088438293
HRV,coco,0,0,0
HTI,coco,13433.16112318635,58090.69115531299,745.1927719194957
HUN,coco,0,0,0
IDN,coco,618043.2850019485,2672681.5274845134,34285.406427670954
IMN,coco,0,0,0
IND,coco,19177.990687578917,82933.77290686137,1063.8821279122205
IOT,coco,0,0,0
IRL,coco,0,0,0
IRN,coco,0,0,0
IRQ,coco,0,0,0
ISL,coco,0,0,0
ISR,coco,0,0,0
ITA,coco,0,0,0
JAM,coco,221.29188375547528,956.960045110181,12.275972181588328
JEY,coco,0,0,0
JOR,coco,0,0,0
JPN,coco,0,0,0
KAZ,coco,0,0,0
KEN,coco,0,0,0
KGZ,coco,0,0,0
KHM,coco,0,0,0
KIR,coco,0,0,0
KNA,coco,0,0,0
KOR,coco,0,0,0
KWT,coco,0,0,0
LAO,coco,0.4000000059604645,1.7297698282101037,0.022189647728932275
LBN,coco,0,0,0
LBR,coco,9989.932450681925,43200.70870387581,554.1826965331868
LBY,coco,0,0,0
LCA,coco,90.48000091314316,391.2739332595082,5.01929829214692
LIE,coco,0,0,0
LKA,coco,1460.7936407625675,6317.091818448693,81.03623952543047
LSO,coco,0,0,0
LTU,coco,0,0,0
LUX,coco,0,0,0
LVA,coco,0,0,0
MAC,coco,0,0,0
MAF,coco,0,0,0
MAR,coco,0,0,0
MCO,coco,0,0,0
MDA,coco,0,0,0
MDG,coco,8844.24418208003,38246.26627879818,490.6266497616298
MDV,coco,0,0,0
MEX,coco,28179.70315915346,121860.99891568112,1563.2441922245844
MHL,coco,0,0,0
MKD,coco,0,0,0
MLI,coco,0,0,0
MLT,coco,0,0,0
MMR,coco,0,0,0
MNE,coco,0,0,0
MNG,coco,0,0,0
MNP,coco,0,0,0
MOZ,coco,0,0,0
MRT,coco,0,0,0
MSR,coco,0,0,0
MTQ,coco,0,0,0
MUS,coco,0,0,0
MWI,coco,305.5,1321.1116866093687,16.947343200436933
MYS,coco,931.0329482657836,4026.181697454345,51.648232095498784
MYT,coco,0,0,0
"NAM",coco,0,0,0
NCL,coco,0,0,0
NER,coco,0,0,0
NFK,coco,0,0,0
NGA,coco,312696.5284586325,1352232.5306346267,17346.564272908803
NIC,coco,5790.766105428338,25041.730855328304,321.23764511342586
NIU,coco,0,0,0
NLD,coco,0,0,0
NOR,coco,0,0,0
NPL,coco,0,0,0
NRU,coco,0,0,0
NZL,coco,0,0,0
OMN,coco,0,0,0
PAK,coco,0,0,0
PAN,coco,742.7189752757549,3211.832137817789,41.201680443453526
PCN,coco,0,0,0
PER,coco,121895.54036802052,527128.0619501014,6762.047650473185
PHL,coco,7047.817842908204,30477.756194304613,390.9714821536119
PLW,coco,0,0,0
PNG,coco,55309.4533823207,239181.55562474616,3068.2431708633594
POL,coco,0,0,0
PRI,coco,0,0,0
PRK,coco,0,0,0
PRT,coco,0,0,0
PRY,coco,0,0,0
PSE,coco,0,0,0
PYF,coco,0,0,0
QAT,coco,0,0,0
REU,coco,0,0,0
ROU,coco,0,0,0
RUS,coco,0,0,0
RWA,coco,0,0,0
SAU,coco,0,0,0
SDN,coco,0,0,0
SEN,coco,0,0,0
SGP,coco,0,0,0
SHN,coco,0,0,0
SJM,coco,0,0,0
SLB,coco,5061.416112288833,21887.71187148194,280.7775971691656
SLE,coco,39466.21039879322,170668.64741089987,2189.353232238958
SLV,coco,343.30000338703394,1484.5749475864038,19.044265067467187
SMR,coco,0,0,0
SOM,coco,0,0,0
SPM,coco,0,0,0
SRB,coco,0,0,0
SSD,coco,0,0,0
