GENuS_foodID,GENuS_FoodName,FCT_FoodName,general,Calories,Protein,Region
214,Pelagic Fish,SEER,seer,126,22.5,India
214,Pelagic Fish,SURMAI fresh,mackerel,92,20,India
214,Pelagic Fish,TARTOOR,,79,18.2,India
214,Pelagic Fish,TUNNY,tunny,113,23.8,India
214,Pelagic Fish,WHITE BAIT,whitebait,81,14.5,India
215,Marine Fish; Other,BHEKTI fresh,bass,79,15,India
215,Marine Fish; Other,GHOL,croaker,82,18.4,India
215,Marine Fish; Other,GOGGLER,,93,18.7,India
215,Marine Fish; Other,INDIAN WHITING,whiting,89,19.2,India
215,Marine Fish; Other,KATLA,carp,111,19,India
215,Marine Fish; Other,RAVAS,perch,112,22.2,India
215,Marine Fish; Other,RAY,ray,97,20.9,India
215,Marine Fish; Other,SHARK,shark,93,22,India
215,Marine Fish; Other,SILVER BELLY,silver belly,91,19,India
215,Marine Fish; Other,SOLE,sole,94,16.2,India
215,Marine Fish; Other,"SOLE, MALAHAR",sole,120,19.5,India
215,Marine Fish; Other,ANCHOVY,anchovy,164,19,India
215,Marine Fish; Other,BHOLA,jewfish,86,15.2,India
215,Marine Fish; Other,BIG JAWED JUMPER,jumper,130,19,India
215,Marine Fish; Other,HILSA,hilsa,273,22,India
215,Marine Fish; Other,"HERRING, INDIAN",herring,119,20.3,India
215,Marine Fish; Other,"HERRING, OX-EYED",herring,106,20.7,India
215,Marine Fish; Other,HORSE MACKEREL,mackerel,99,21.2,India
215,Marine Fish; Other,JEW FISH - kora,jewfish,83,19,India
215,Marine Fish; Other,JEW FISH - pallikora,jewfish,100,20,India
215,Marine Fish; Other,MULLET,mullet,155,19,India
215,Marine Fish; Other,OIL sardines,sardines,97,20,India
215,Marine Fish; Other,POMFRETS - black,pomfret,111,20,India
215,Marine Fish; Other,"POMFRETS, WHITE",pomfret,87,17,India
215,Marine Fish; Other,PUTI,barb,106,18.1,India
215,Marine Fish; Other,RIBBON FISH fresh,ribbonfish,104,18,India
215,Marine Fish; Other,ROHU,rohu,97,17,India
215,Marine Fish; Other,sardines,sardines,101,21,India
215,Marine Fish; Other,SEER,seer,126,22.5,India
215,Marine Fish; Other,SURMAI fresh,mackerel,92,20,India
215,Marine Fish; Other,TARTOOR,,79,18.2,India
215,Marine Fish; Other,TUNNY,tunny,113,23.8,India
215,Marine Fish; Other,WHITE BAIT,whitebait,81,14.5,India
216,Crustaceans,CRAB muscle,crab,59,9,India
216,Crustaceans,CRAB small,crab,169,11,India
216,Crustaceans,PRAWN,prawn,89,19,India
218,Molluscs; Other,BLUE MUSSEL,mussel,72,10,India
212,Freshwater Fish,"Aracu, inteiro, cru",,159.3,18,LATIN
212,Freshwater Fish,"Aruanã, filé, cru",,93.4,19.3,LATIN
212,Freshwater Fish,Bagre,catfish,76.9,15.2,LATIN
212,Freshwater Fish,"Bagre, carne, crudo",,97.1,17.6,LATIN
212,Freshwater Fish,"Bagre, con piel, sin hueso",,178.2,18.9,LATIN
212,Freshwater Fish,"Bagre, rayado, de río, carne, crudo",,NA,17.3,LATIN
212,Freshwater Fish,"Boga, músculo",,NA,NA,LATIN
212,Freshwater Fish,"Branquinha, filé, cru",,223.5,21,LATIN
212,Freshwater Fish,"Branquinha, inteiro, cru",,217.2,17.4,LATIN
212,Freshwater Fish,"Buco, carne, crudo",,140.5,24.1,LATIN
212,Freshwater Fish,"Cachama, carne, crudo",,80.5,17.1,LATIN
212,Freshwater Fish,Carachama,,66.8,14.2,LATIN
212,Freshwater Fish,"Carpa, carne",,96.3,18,LATIN
212,Freshwater Fish,"Curimatã, filé, cru",,159.79,17.2,LATIN
212,Freshwater Fish,"Curimatã, inteiro, cru",,250.7,16.1,LATIN
212,Freshwater Fish,"Curvinata, carne, crudo",,NA,18.9,LATIN
212,Freshwater Fish,"Curvinata, carne, crudo",,242.2,31.8,LATIN
212,Freshwater Fish,"Charal, fresco",,157.9,25.3,LATIN
212,Freshwater Fish,"Dorado, carne, cruda",,79.67,18.78,LATIN
212,Freshwater Fish,"Dorado, músculo, crudo",,NA,NA,LATIN
212,Freshwater Fish,"Dourado, filé, cru",,76.3,18.4,LATIN
212,Freshwater Fish,"Jaraqui, filé, cru",,123.72,18.42,LATIN
212,Freshwater Fish,"Jaraqui, inteiro, cru",,177,18.6,LATIN
212,Freshwater Fish,"Mandi, cru",,211.59,17.92,LATIN
212,Freshwater Fish,"Mapará, filé, cru",,194.8,12.61,LATIN
212,Freshwater Fish,"Palometa, carne, crudo",,90.2,17.5,LATIN
212,Freshwater Fish,"Patí, carne, crudo",,90.24,18.2,LATIN
212,Freshwater Fish,"Patí, músculo, crudo",,NA,NA,LATIN
212,Freshwater Fish,"Pejerrey, filete, crudo",,103.3,16.4,LATIN
212,Freshwater Fish,"Pejerrey, agua dulce, carne, crudo",,76.8,18.3,LATIN
212,Freshwater Fish,"Pescada, filé, cru",,89.3,19.4,LATIN
212,Freshwater Fish,"Pescada, inteiro, cru",,96.6,20.1,LATIN
212,Freshwater Fish,"Pirarucu, filé, cru",,98,19.55,LATIN
212,Freshwater Fish,Róbalo,,89,20,LATIN
212,Freshwater Fish,Róbalo,,91.7,21.3,LATIN
212,Freshwater Fish,"Róbalo, carne, crudo",,NA,21.1,LATIN
212,Freshwater Fish,"Surimi, músculo, cru",,117.4,14.3,LATIN
212,Freshwater Fish,"Surubí, carne, crudo",,110,18.2,LATIN
212,Freshwater Fish,"Surubí, carne, zona dorsal, crudo",,NA,NA,LATIN
212,Freshwater Fish,"Surubí, carne, zona ventral, crudo",,NA,NA,LATIN
212,Freshwater Fish,"Tambaqui, filé, cru",,151.4,24.8,LATIN
212,Freshwater Fish,"Tambaqui, inteiro, cru",,138.1,19,LATIN
212,Freshwater Fish,"Tararira, carne, cruda",,79.24,18.1,LATIN
212,Freshwater Fish,"Tilapia, carne, cruda",,87.9,16.5,LATIN
212,Freshwater Fish,"Tilápia, filé, cru",,71.59,16.15,LATIN
212,Freshwater Fish,"Tilápia, inteiro, cru",,99.32,16.03,LATIN
212,Freshwater Fish,"Tucunaré, filé, cru",,102.3,20.4,LATIN
212,Freshwater Fish,"Tucunaré, inteiro, cru",,142,22,LATIN
212,Freshwater Fish,"Amarillo, músculo dorsal, crudo",,NA,17.29,LATIN
212,Freshwater Fish,"Armado, músculo dorsal, crudo",,76.21,15.4,LATIN
212,Freshwater Fish,"Armado, músculo ventral, crudo",,NA,14.63,LATIN
212,Freshwater Fish,"Boga, músculo ventral, cruda",,180.18,18.47,LATIN
212,Freshwater Fish,Ispi fresco,,122.51,17.59,LATIN
212,Freshwater Fish,Ispi integro salado (crudo),,215.42,30.95,LATIN
212,Freshwater Fish,"Moncholo, músculo dorsal, crudo",,112.5,17.48,LATIN
212,Freshwater Fish,"Moncholo, músculo ventral, crudo",,148.43,16.7,LATIN
212,Freshwater Fish,"Sábalo, músculo dorsal, crudo",,NA,18.03,LATIN
212,Freshwater Fish,"Sábalo, músculo ventral, crudo",,150.91,17.51,LATIN
212,Freshwater Fish,"Surubí, músculo dorsal, crudo",,187.25,17.58,LATIN
212,Freshwater Fish,Trucha cruda,,155.07,18.45,LATIN
213,Demersal Fish,"Abadejo, carne, cruda",pollock,72.1,15.8,LATIN
213,Demersal Fish,Ayanque,weakfish,88.5,19.6,LATIN
213,Demersal Fish,"Bagre, de mar, carne, crudo",catfish,NA,18.2,LATIN
213,Demersal Fish,"Barbudo, carne, crudo",threadfin,NA,22.6,LATIN
213,Demersal Fish,"Betaracroa, cru",croaker,80.08,16.96,LATIN
213,Demersal Fish,"Bombache, carne, crudo",drum,NA,18.6,LATIN
213,Demersal Fish,"Brótola, carne, cruda",hake,82.23,17.58,LATIN
213,Demersal Fish,"Brótola, filete",hake,66.9,15.6,LATIN
213,Demersal Fish,"Cação anjo, filé, cru",hake,89.55,20.21,LATIN
213,Demersal Fish,"Castañeta, carne, cruda",,95.19,18.43,LATIN
213,Demersal Fish,"Castañeta, entera, cruda",,170.12,16.98,LATIN
213,Demersal Fish,"Cojinoba austral, filete, cruda",,187.3,17.2,LATIN
213,Demersal Fish,"Cojinoba, filete, cruda, fresca",,187.3,17.2,LATIN
213,Demersal Fish,Cojinova,,97.1,20.2,LATIN
213,Demersal Fish,"Congrio colorado, filete, crudo",eel,NA,17.4,LATIN
213,Demersal Fish,"Congrio dorado, filete, crudo",eel,72.7,16.11,LATIN
213,Demersal Fish,"Congrio dorado, filete, crudo",eel,NA,16.1,LATIN
213,Demersal Fish,"Congrio negro, filete, crudo",eel,NA,16.2,LATIN
213,Demersal Fish,"Congrio, carne, crudo",ell,107.21,17.2,LATIN
213,Demersal Fish,"Cornalito, carne, crudo",ell,85.55,16,LATIN
213,Demersal Fish,Corvina,corvina,126.5,19.5,LATIN
213,Demersal Fish,"Corvina, água doce, crua",corvina,97.27,17.42,LATIN
213,Demersal Fish,"Corvina, blanca, carne, cruda",corvina,96.58,19.5,LATIN
213,Demersal Fish,"Corvina, cruda",corvina,NA,NA,LATIN
213,Demersal Fish,"Corvina, filé, cru",corvina,80.46,17.93,LATIN
213,Demersal Fish,"Corvina, filete, cruda, fresca",corvina,97.3,20.5,LATIN
213,Demersal Fish,"Corvina, negra, carne, cruda",corvina,84.3,18.78,LATIN
213,Demersal Fish,"Curvinata, carne, cruda",curvinata,NA,18.6,LATIN
213,Demersal Fish,"Gallina de mar, carne, cruda",gurnard,90.9,20.3,LATIN
213,Demersal Fish,"Gatuso, carne, crudo",,71.92,17.44,LATIN
213,Demersal Fish,"Goete, filé, cru",,86.84,19.01,LATIN
213,Demersal Fish,Gurrubata,croaker,NA,17.8,LATIN
213,Demersal Fish,"Lamparosa, carne, cruda",lookdown,NA,20.2,LATIN
213,Demersal Fish,Lenguado,sole,NA,16.7,LATIN
213,Demersal Fish,"Lenguado, carne, crudo",sole,77.9,17.5,LATIN
213,Demersal Fish,"Lenguado, carne, crudo",sole,NA,19,LATIN
213,Demersal Fish,"Lenguado, filete, crudo, fresco",sole,84.8,18.9,LATIN
213,Demersal Fish,"Lebranche, carne, crudo",mullet,144.8,19.3,LATIN
213,Demersal Fish,Lisa,mullet,82,19.6,LATIN
213,Demersal Fish,"Lisa, carne, cruda",mullet,146.04,17.89,LATIN
213,Demersal Fish,Lorna,,94.2,19.7,LATIN
213,Demersal Fish,"Maria Luísa, cru",,82.13,18.35,LATIN
213,Demersal Fish,Mero,grouper,73.8,18,LATIN
213,Demersal Fish,"Michole, cru",,83.53,19.33,LATIN
213,Demersal Fish,"Pacu, filé, cru",,145.2,18.3,LATIN
213,Demersal Fish,"Pacu, inteiro, cru",,292.1,17,LATIN
213,Demersal Fish,"Palometa, carne, cruda",pompano,215.28,20.13,LATIN
213,Demersal Fish,Pargo,snapper,103.3,21.1,LATIN
213,Demersal Fish,"Pargo, carne, crudo",snapper,112.58,19.1,LATIN
213,Demersal Fish,"Pejegallo, filé, crudo",elephantfish,89.52,19.74,LATIN
213,Demersal Fish,Pejesapo,clingfish,NA,22.1,LATIN
213,Demersal Fish,"Perlita, carne, cruda",,71,15.1,LATIN
213,Demersal Fish,"Pescadilla, carne, cruda",weakfish,97.3,17.75,LATIN
213,Demersal Fish,"Pescadilla, lomo",weakfish,69.5,14.7,LATIN
213,Demersal Fish,"Pez gallo, carne, crudo",roosterfish,84.4,20.2,LATIN
213,Demersal Fish,"Pez palo, carne, crudo",flathead,NA,20.1,LATIN
213,Demersal Fish,"Raya, filete, cruda, fresca",ray,75,16.5,LATIN
213,Demersal Fish,"Reineta, filete, cruda",bream,105.1,19.3,LATIN
213,Demersal Fish,"Roncador, carne, crudo",croaker,NA,14.9,LATIN
213,Demersal Fish,"Rubio, carne, crudo",,NA,17.13,LATIN
213,Demersal Fish,"Testolin, carne, crudo",,98.2,18.9,LATIN
213,Demersal Fish,"Tiburón, carne, crudo",shark,109.6,25.9,LATIN
213,Demersal Fish,"Tonquicha, carne, crudo",,85.3,17.3,LATIN
213,Demersal Fish,"Tortinha, cru",,79.73,17.03,LATIN
214,Pelagic Fish,"Albacora, filete, cruda, fresca",albacore,103,18.9,LATIN
214,Pelagic Fish,"Anchoa, carne, cruda",anchovy,91.6,21.5,LATIN
214,Pelagic Fish,"Anchoita, carne, cruda",anchovy,128.36,19.2,LATIN
214,Pelagic Fish,"Anchova, carne, cruda",anchovy,NA,21,LATIN
214,Pelagic Fish,Anchoveta,anchovy,165,21,LATIN
214,Pelagic Fish,"Anchoveta, filete, cruda, fresca",anchovy,NA,NA,LATIN
214,Pelagic Fish,"Atún, filete",tuna,NA,21.2,LATIN
214,Pelagic Fish,"Atún, filete",tuna,NA,11,LATIN
214,Pelagic Fish,"Atún, filete",tuna,99.9,19.8,LATIN
214,Pelagic Fish,"Besugo, crudo",seabream,99.03,20.35,LATIN
214,Pelagic Fish,Bonito,bonito,132.6,23.4,LATIN
214,Pelagic Fish,"Bonito, carne",bonito,162.5,24,LATIN
214,Pelagic Fish,"Bonito, carne, crudo",bonito,218.5,22,LATIN
214,Pelagic Fish,"Bonito, carne, crudo",bonito,136,24.4,LATIN
214,Pelagic Fish,"Bonito, filete, crudo, fresco",bonito,NA,22.6,LATIN
214,Pelagic Fish,"Boquerón, carne, crudo",anchovy,NA,17.7,LATIN
214,Pelagic Fish,"Caballa, carne, cruda",mackerel,231.67,22.02,LATIN
214,Pelagic Fish,"Caballa, carne, cruda",mackerel,NA,21.1,LATIN
214,Pelagic Fish,"Caballa, filete, cruda, fresca",mackerel,NA,20.1,LATIN
214,Pelagic Fish,"Cabaña blanca, carne, cruda",,105.6,23.1,LATIN
214,Pelagic Fish,Cabrilla,grouper,97.6,19.4,LATIN
214,Pelagic Fish,"Cabrilla, carne",grouper,NA,20.1,LATIN
214,Pelagic Fish,"Cação azul, filé, cru",shark,55.81,13.3,LATIN
214,Pelagic Fish,"Carite, carne, crudo",mackerel,95,20.7,LATIN
214,Pelagic Fish,Cazón,dogfish,110.2,17.6,LATIN
214,Pelagic Fish,Cazón,dogfish,96.9,21.8,LATIN
214,Pelagic Fish,"Cazón, carne, crudo",dogfish,NA,23.8,LATIN
214,Pelagic Fish,"Cazón, lomo",dogfish,95.5,21.4,LATIN
214,Pelagic Fish,"Cunaro, carne, crudo",,84.8,17.7,LATIN
214,Pelagic Fish,"Chicharra, carne, cruda",,NA,20.9,LATIN
214,Pelagic Fish,"Chicharro, carne, crudo",,105.1,21.3,LATIN
214,Pelagic Fish,"Lamparosa, carne, cruda",lookdown,NA,22,LATIN
214,Pelagic Fish,Machete,ladyfish,96.4,18.7,LATIN
214,Pelagic Fish,"Matrinchã, filé, cru",,187.8,20.4,LATIN
214,Pelagic Fish,"Matrinchã, inteiro, cru",,245.5,19.3,LATIN
214,Pelagic Fish,"Merluza común, filete, cruda",hake,NA,16.3,LATIN
214,Pelagic Fish,"Merluza del Sur, filete, cruda",hake,78.5,16.2,LATIN
214,Pelagic Fish,"Merluza, carne, cruda",hake,80.57,17.12,LATIN
214,Pelagic Fish,"Merluza, filete",hake,98.2,15.6,LATIN
214,Pelagic Fish,"Mero, carne, crudo",grouper,82.63,17.94,LATIN
214,Pelagic Fish,Pampanito,pompano,104.3,19.2,LATIN
214,Pelagic Fish,Pampano,pompano,85.4,19.1,LATIN
214,Pelagic Fish,"Pejerrey, de mar, carne, crudo",silverside,86.43,18.65,LATIN
214,Pelagic Fish,Pintadilla,morwong,87.7,18.8,LATIN
214,Pelagic Fish,"Puia, filete",,91.3,18.4,LATIN
214,Pelagic Fish,"Rayado, carne, crudo",,85.2,19.2,LATIN
214,Pelagic Fish,"Sardina común, filete, cruda",sardine,197.9,16.5,LATIN
214,Pelagic Fish,"Sardina española, filete, cruda",sardine,171.4,17.1,LATIN
214,Pelagic Fish,"Sardina, carne, cruda",sardine,NA,20.2,LATIN
214,Pelagic Fish,"Sardina, carne, cruda",sardine,NA,21.2,LATIN
214,Pelagic Fish,"Sardina, filete, cruda, fresca",sardine,NA,16.5,LATIN
214,Pelagic Fish,"Sardina, fueguina, carne, cruda",sardine,136.46,14,LATIN
214,Pelagic Fish,"Sardinha verdadeira, crua",sardine,NA,NA,LATIN
214,Pelagic Fish,"Sardinha verdadeira, filé, cru",sardine,101.5,20.45,LATIN
214,Pelagic Fish,"Sardinha, filé, cru",sardine,NA,NA,LATIN
214,Pelagic Fish,"Sardinha, filé, cru",sardine,129.82,19.29,LATIN
214,Pelagic Fish,"Sardinha, filé, cru",sardine,151.5,18.3,LATIN
214,Pelagic Fish,"Sardinha, filé, cru",sardine,108.05,20.28,LATIN
214,Pelagic Fish,"Sardinha, inteira, crua",sardine,260.3,18.5,LATIN
214,Pelagic Fish,Sierra,sierra,112.7,19.4,LATIN
214,Pelagic Fish,"Sierra, carne, cruda",sierra,NA,23,LATIN
214,Pelagic Fish,"Sierra, filete, cruda, fresca",sierra,155.9,22.1,LATIN
214,Pelagic Fish,"Tainha, cru",mullet,NA,NA,LATIN
214,Pelagic Fish,"Tainha, filé, cru",mullet,150.14,25.16,LATIN
214,Pelagic Fish,"Tajalí, carne, crudo",beltfish,NA,18.9,LATIN
214,Pelagic Fish,"Tollo, filete, crudo, fresco",catfish,NA,17.3,LATIN
214,Pelagic Fish,"Trucha, de cultivo, filete, cruda",trout,143.3,19.9,LATIN
214,Pelagic Fish,"Trucha, de cultivo, filete, cruda",trout,118.3,19.4,LATIN
214,Pelagic Fish,Trucha ahumada,trout,137.18,23.54,LATIN
215,Marine Fish; Other,"Boquilla, carne",,NA,19.5,LATIN
215,Marine Fish; Other,"Boquita de huevo, carne, cruda",,82.4,17.4,LATIN
215,Marine Fish; Other,"Cação machote, filé, cru",,77.41,17.89,LATIN
215,Marine Fish; Other,"Cagalona, carne, cruda",,NA,18.1,LATIN
215,Marine Fish; Other,"Catalana, carne, cruda",,NA,18.9,LATIN
215,Marine Fish; Other,"Corocoro, carne, crudo",grunt,94,19.7,LATIN
215,Marine Fish; Other,"Corocoro, carne, crudo",grunt,86.9,18.6,LATIN
215,Marine Fish; Other,Cherna,,84.4,19.3,LATIN
215,Marine Fish; Other,Huachinango,snapper,91.2,20.1,LATIN
