iso3c,product,tonnes,million_kcal,tonnes_protein,grouping,global_tonnes,global_kcal,global_protein,percent_tonnes,percent_kcal,percent_protein
ALB,goats_milk,86849,65159.800345783755,3083.784907437854,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0726689844078054e-5,6.094001188740345e-6,8.365169002795559e-6
ALB,pigs_meat,12331.73,39835.89728725256,1364.8503282117467,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5230876918664885e-6,3.7256100254267197e-6,3.702334631535041e-6
ALB,sheep_meat,21672,47794.782887788,2904.8002125288776,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.6767011974905826e-6,4.469956356344379e-6,7.879649659920454e-6
ALB,sheep_milk,86927,82799.02602258594,5090.3771983099705,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0736323597003685e-5,7.743691053848214e-6,1.380831245692125e-5
AND,chickens_eggs,0.40073556460123655,0.5400573575611519,0.04250755528263601,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.949471048565866e-11,5.050829133147558e-11,1.1530729104266854e-10
AND,chickens_meat,0.40073556460123655,0.5201298317923345,0.04960769079482881,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.949471048565866e-11,4.864459062829065e-11,1.345673352043057e-10
ARE,chickens_eggs,61775.02579700223,83252.04983590337,6552.713450240736,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.6298119936253e-6,7.786059625302298e-6,1.777509037869237e-5
ARE,chickens_meat,52866.02579700223,68616.81251746614,6544.369137535335,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.52946449600424e-6,6.417314583992107e-6,1.775245534152603e-5
ARE,cows_meat,17978.02,37482.28700272224,2582.0918473599595,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.2204590098980087e-6,3.5054911208928546e-6,7.004261105179541e-6
ARE,cows_milk,43000,28672.063668863742,1452.4652984804,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.3109150743860764e-6,2.6815243317884178e-6,3.940001672353763e-6
ARE,goats_meat,66000,92962.97424453728,10077.327031423927,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.151637090918163e-6,8.69426352672527e-6,2.7336064688227625e-5
ARE,goats_milk,42311,31744.479642027614,1502.3549288834995,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.225816923543006e-6,2.9688687756542127e-6,4.075333805539303e-6
ARE,sheep_meat,11126.26,24537.52219698598,1491.3050208864686,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3742005105939262e-6,2.294845727636592e-6,4.045359488057703e-6
ARE,sheep_milk,22523,21453.43176581158,1318.9292813226668,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.7818079121022696e-6,2.006409442472688e-6,3.5777677990410032e-6
ARG,chickens_eggs,1223096.715755443,1648324.827395591,129738.5504396647,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5106425081715545e-4,1.5415783050705623e-4,3.519327492614309e-4
ARG,chickens_meat,2526096.715755443,3278716.380375372,312709.51685490087,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.119973285363428e-4,3.066384705526928e-4,8.482653738153131e-4
ARG,cows_meat,3325744.68,6933829.0086192265,477659.8437774993,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.1076157103654183e-4,6.484790008074664e-4,0.0012957146620084848
ARG,cows_milk,10097500,6732934.020845386,341076.0081722288,livestock,8096533158.171552,10692449562.723593,368645858.3690638,0.0012471387200840326,6.296905102379895e-4,9.252131834091192e-4
ARG,goats_meat,8235.74,11600.286144010686,1257.4885655421106,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0171933887145205e-6,1.0849044529938234e-6,3.4111018393246028e-6
ARG,pigs_meat,617169.16,1993677.0645010832,68307.00401226495,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.62263487276789e-5,1.8645653204215362e-4,1.852916626120902e-4
ARG,sheep_meat,57536.96,126890.29675264594,7711.949687904463,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.106369958101132e-6,1.1867280365297725e-5,2.0919669956481023e-5
ARM,chickens_eggs,34851.23642398885,46967.79700500859,3696.804051906583,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.304464113608267e-6,4.39261337914087e-6,1.0028063432644313e-5
ARM,chickens_meat,11301.236423988848,14668.301791741162,1398.9979718380248,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3958117879851947e-6,1.3718373610924787e-6,3.7949645712211984e-6
ARM,cows_meat,84158.49,175461.62902787566,12087.25715707985,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0394385887873719e-5,1.6409862679135414e-5,3.278826245479988e-5
ARM,cows_milk,693800,462620.41333622474,23435.35869966748,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.569099717695487e-5,4.3266083288251264e-5,6.357146884369864e-5
ARM,goats_meat,54.38,76.59585665784752,8.303106726800504,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.7164549243049965e-9,7.163546220959394e-9,2.2523260571906342e-8
ARM,goats_milk,4300,3226.1412507555656,152.68195491004818,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.310915074386076e-7,3.017214373404815e-7,4.141697280569829e-7
ARM,pigs_meat,19221.05,62090.8642626092,2127.345992904028,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.3739852137332206e-6,5.806982197893421e-6,5.770703629536699e-6
ARM,sheep_meat,13444.44,29649.967277957392,1802.0216024977733,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.6605181177367243e-6,2.772981729212377e-6,4.888218764941905e-6
ARM,sheep_milk,60100,57245.98184634711,3519.4090399810098,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.422930138851237e-6,5.353869710633954e-6,9.546856312319155e-6
ASM,chickens_eggs,35.75739178629127,48.18899101356105,3.792923419789632,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.416383047873097e-9,4.5068242530279745e-9,1.028879976183649e-8
ASM,chickens_meat,25.75739178629127,33.431492087666825,3.1885483602811173,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.1812865189461025e-9,3.1266448246075352e-9,8.64935354051626e-9
ASM,cows_meat,4.63,9.653064621276645,0.6649834216046379,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.718496928931984e-10,9.027926262032145e-10,1.8038543130434428e-9
ASM,cows_milk,33,22.00414188540706,1.1146826709268187,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.075818545459082e-9,2.0579140220701813e-9,3.023722213666842e-9
ASM,pigs_meat,334.09,1079.2301586799424,36.976389051030345,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.1263339934921955e-8,1.0093385546024869e-7,1.0030328080890044e-7
ATF,chickens_eggs,0,0,0,livestock,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ATF,chickens_meat,0,0,0,livestock,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ATG,chickens_eggs,280.59799114169414,378.1521357699911,29.764103000244088,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.4656560488299396e-8,3.536627725496306e-8,8.073901367541268e-8
ATG,chickens_meat,96.59799114169417,125.37818282737904,11.95801845221099,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.1930784356042703e-8,1.1725861514884019e-8,3.2437685601880315e-8
ATG,cows_meat,167.76,349.7620131458682,24.094518101165026,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.071997936927926e-8,3.271112116022705e-8,6.535952474215292e-8
ATG,cows_milk,3100,2067.055752871572,104.71261454161024,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.828799239673683e-7,1.9331919601265338e-7,2.8404663219294576e-7
ATG,goats_meat,16.759999999999998,23.60696133846128,2.559030318888864,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.0700217824816427e-9,2.2078160107259918e-9,6.941703699616591e-9
ATG,pigs_meat,92.43,298.58194967459997,10.229960908697462,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.1415997216872212e-8,2.7924560029305843e-8,2.7750103999421318e-8
ATG,sheep_meat,14.11,31.11777346560948,1.8912297433915863,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.7427212023159892e-9,2.9102567454789216e-9,5.130207488993983e-9
AUS,chickens_eggs,431886.8745546469,582038.892578509,45811.89397113941,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.3342197965157266e-5,5.443456984895531e-5,1.2427074095940494e-4
AUS,chickens_meat,1413812.874554647,1835041.1532844428,175018.13694136645,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.7461953739147406e-4,1.7162027676818136e-4,4.747595367425772e-4
AUS,cows_meat,2335309.38,4868875.238836608,335408.64406432083,livestock,8096533158.171552,10692449562.723593,368645858.3690638,0.00028843325092086513,4.5535639053287266e-4,9.098397186617296e-4
AUS,cows_milk,9331500,6222171.212232605,315201.8589016245,livestock,8096533158.171552,10692449562.723593,368645858.3690638,0.001152530325968225,5.819219605135725e-4,8.550261768737011e-4
AUS,goats_meat,35665.38,50235.75458123688,5445.631787272823,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.405018704086225e-6,4.698245643951466e-6,1.4771986891063938e-5
AUS,pigs_meat,430612.14,1391031.1837579985,47659.25953706112,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.31847559427825e-5,1.3009471549040196e-4,1.2928196114263092e-4
AUS,sheep_meat,755313.31,1665745.462518758,101238.19967764353,livestock,8096533158.171552,10692449562.723593,368645858.3690638,9.32884847433359e-5,1.557870769225735e-4,2.746218284549139e-4
AUT,chickens_eggs,128343.82244671816,172964.49762038013,13613.920524541982,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5851700961316407e-5,1.6176321113861063e-5,3.692953607229361e-5
AUT,chickens_meat,130815.82244671816,169790.79905895996,16193.898032148843,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.615701682326716e-5,1.587950432339572e-5,4.392806175496643e-5
AUT,cows_meat,237559.9,495287.4872838051,34119.52378791698,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.934094079022439e-5,4.632123671740238e-5,9.255366095489611e-5
AUT,cows_milk,3712727,2475617.3239327786,125409.46814491256,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.5855762305535336e-4,2.3152948343692597e-4,3.401895485812319e-4
AUT,goats_meat,630.38,887.9090864283545,96.2506880919548,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.785801499049987e-8,8.304075518147081e-8,2.6109255239643843e-7
AUT,goats_milk,23075,17312.37427004295,819.3339789649677,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.8499852404990397e-6,1.619121434100375e-6,2.2225503430034602e-6
AUT,pigs_meat,526699.34,1701427.197117007,58293.99176497623,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.505245266221389e-5,1.5912417329033606e-4,1.581300601690638e-4
AUT,sheep_meat,6957.41,15343.66465537676,932.534424448622,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.593072941321961e-7,1.4349999563120131e-6,2.529621324309116e-6
AUT,sheep_milk,11982,11413.000906537956,701.6565576880608,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.4798926609603247e-6,1.0673887998804667e-6,1.9033349806024644e-6
AZE,chickens_eggs,121956.2485791222,164356.18688161846,12936.3661138948,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5062773930103153e-5,1.537123798597124e-5,3.509158131092786e-5
AZE,chickens_meat,123476.2485791222,160264.48879753146,15285.320548261649,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5250508602500056e-5,1.4988566264203047e-5,4.146342675836873e-5
AZE,cows_meat,171856.03,358301.80629504484,24682.810119392936,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.1225878612817342e-5,3.350979625325235e-5,6.695534361512382e-5
AZE,cows_milk,1985063,1323624.4819233876,67051.9795999395,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.4517444210014064e-4,1.237905752240212e-4,1.818872451099437e-4
AZE,goats_milk,6125,4595.3756188088,217.48301716838256,livestock,8096533158.171552,10692449562.723593,368645858.3690638,7.564966239677842e-7,4.2977762876987195e-7,5.89951066127679e-7
AZE,pigs_meat,504.55,1629.876909102233,55.84254870153959,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.231679536701151e-8,1.524325085230581e-7,1.5148020094025778e-7
AZE,sheep_meat,88010.89,194096.5937297431,11796.514026248416,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0870194474677553e-5,1.81526779800215e-5,3.1999583769739596e-5
AZE,sheep_milk,32955,31390.038797776524,1929.8190501260265,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.070260611078911e-6,2.9357200717794005e-6,5.234886019508782e-6
BDI,chickens_eggs,22457.66363562323,30265.41078808564,2382.170345823989,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.773738240416824e-6,2.8305404304732955e-6,6.46194794202494e-6
BDI,chickens_meat,25957.66363562323,33691.432488537976,3213.340329984267,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.206022025541272e-6,3.1509554747860843e-6,8.716604993747912e-6
BDI,cows_meat,12027.93,25076.97312099179,1727.5105931363007,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.4855654593176865e-6,2.345297302913268e-6,4.686097928182423e-6
BDI,cows_milk,66000,44008.28377081411,2229.3653418536373,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.151637090918163e-6,4.115828044140361e-6,6.047444427333684e-6
BDI,goats_meat,4611.54,6495.492034055354,704.1211620983743,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.695697047007992e-7,6.074840003641613e-7,1.9100205417022613e-6
BDI,goats_milk,56435,42341.22825264892,2003.861889615946,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.970267260999493e-6,3.959918445653506e-6,5.435736884394378e-6
BDI,pigs_meat,9404.6,30380.220749861975,1040.8816440759076,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.1615588815946813e-6,2.8412779103279203e-6,2.823527297121689e-6
BDI,sheep_meat,1304.98,2877.9639983806564,174.91261449547503,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.6117762683191493e-7,2.6915852924982874e-7,4.744732933371629e-7
BDI,sheep_milk,1227,1168.732441355539,71.85216126550247,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5154634409934222e-7,1.0930446147999769e-7,1.9490836431307157e-7
BEL,chickens_eggs,188058.48046173068,253439.8615860071,19948.082877420944,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.3227037645356856e-5,2.370269413938209e-5,5.411177807794668e-5
BEL,chickens_meat,505102.4804617307,655591.5955746949,62527.43675341182,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.238503203706986e-5,6.131350835268302e-5,1.6961383217497996e-4
BEL,cows_meat,306561.42,639148.4228186458,44029.86220379621,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.7863294574493047e-5,5.977567806790208e-5,1.1943674723104154e-4
BEL,cows_milk,4025417,2684116.5701796855,135971.5931258855,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.971778564183716e-4,2.5102915421150554e-4,3.6884069097491324e-4
BEL,goats_meat,338.82,477.2381050535472,51.73333249677356,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.1847540593104425e-8,4.463318739583416e-8,1.4033341572220127e-7
BEL,goats_milk,32865,24657.472606065505,1166.9517321206356,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.059144742318567e-6,2.306063962370913e-6,3.1655088633936608e-6
BEL,pigs_meat,1111994.68,3592140.4260757635,123073.26741403811,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3734207694532838e-4,3.3595112186442423e-4,3.338522992189032e-4
BEL,sheep_meat,3115.2,6870.169234590125,417.5449253446825,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.847572706913373e-7,6.425252879883726e-7,1.1326451006175803e-6
BEN,chickens_eggs,152550.3923970255,205586.84851152395,16181.604057670826,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.8841446013601717e-5,1.9227291866612897e-5,4.3894712744801476e-5
BEN,chickens_meat,151534.3923970255,196682.2138849797,18758.682649727325,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.8715960206262737e-5,1.8394495361536275e-5,5.088537474072847e-5
BEN,cows_meat,48960,102076.4673558757,7031.876527378633,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.047032605626565e-6,9.546593299980429e-6,1.9074882757366514e-5
BEN,cows_milk,118903,79283.590381835,4016.3367764003488,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.4685668257900643e-5,7.414913665642749e-6,1.0894837647625105e-5
BEN,goats_meat,7234.87,10190.530810190536,1104.6689548460308,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.935762824238044e-7,9.53058581236346e-7,2.9965587019835974e-6
BEN,goats_milk,26892,20176.13732914388,954.8658445211664,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.321421585590474e-6,1.8869518355721466e-6,2.5901982155600893e-6
BEN,pigs_meat,6942.84,22427.855712201657,768.4191474125402,livestock,8096533158.171552,10692449562.723593,368645858.3690638,8.575077584895495e-7,2.097541408134434e-6,2.084437217909145e-6
BEN,sheep_meat,4106.38,9056.08806546488,550.397448169266,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.071775684455232e-7,8.469610272501583e-7,1.4930249063540124e-6
BES,chickens_eggs,520,700.7858816105997,55.15839046870192,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.422501950420372e-8,6.554025600024386e-8,1.496243324493856e-7
BES,chickens_meat,390,506.19573683424585,48.2787182346419,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.816876462815279e-8,4.7341419182276426e-8,1.3096232370067332e-7
BES,cows_meat,22.68,47.28542237808948,3.25741339135922,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.8011989276064236e-9,4.4223189551379924e-9,8.836158924368312e-9
BES,cows_milk,389,259.382157376465,13.139744211834318,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.804525497526008e-8,2.4258441048039404e-8,3.5643270942921256e-8
BES,goats_meat,47.03,66.24316179879678,7.180858943755566,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.8086589755436555e-9,6.195321419119535e-9,1.9479017004353717e-8
BES,pigs_meat,244.98,791.3729961190467,27.11387886414264,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.025739476565351e-8,7.401231976608616e-8,7.35499348455938e-8
BES,sheep_meat,50.39,111.12860417661672,6.75400898437293,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.2236514092631256e-9,1.0393184791260303e-8,1.8321130784578797e-8
BFA,chickens_eggs,154690.56479292436,208471.08427932905,16408.62033590799,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.910577796334972e-5,1.949703695644341e-5,4.4510524025691796e-5
BFA,chickens_meat,154763.56479292436,200873.47875756127,19158.42701955472,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.9114794168010888e-5,1.878647896155187e-5,5.1969733511489975e-5
BFA,cows_meat,123060,256567.19919963367,17674.483771634284,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.5199097884975595e-5,2.3995175071396883e-5,4.794434379333176e-5
BFA,cows_milk,212236,141517.30476337127,7168.96337414619,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.621319469133496e-5,1.3235255769335967e-5,1.944674871938775e-5
BFA,goats_meat,33894,47740.71286430827,5175.165490955797,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.1862361751451555e-6,4.4648995147700935e-6,1.4038311765799807e-5
BFA,goats_milk,180332,135296.8614026169,6403.126114613676,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.2272742725446276e-5,1.2653495404298538e-5,1.7369315209295774e-5
BFA,pigs_meat,46846.47,151330.84872847187,5184.870245704516,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.785991248948258e-6,1.4153057055891756e-5,1.4064637179549613e-5
BFA,sheep_meat,18167.94,40067.03339877995,2435.1345502589465,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.24391596317539e-6,3.747226785007535e-6,6.605620258511222e-6
BFA,sheep_milk,74489,70951.67956327039,4362.017636924217,livestock,8096533158.171552,10692449562.723593,368645858.3690638,9.20011053432429e-6,6.635680547011857e-6,1.1832542093982389e-5
BGD,buffaloes_milk,35562,38169.87797573322,1493.441576645122,livestock,8096533158.171552,10692449562.723593,368645858.3690638,4.392250276170178e-6,3.5697973370669377e-6,4.051155174378732e-6
BGD,chickens_eggs,753715.7369319022,1015756.4369030884,79949.51330787553,livestock,8096533158.171552,10692449562.723593,368645858.3690638,9.309116904822441e-5,9.499754298063331e-5,2.1687348845198575e-4
BGD,chickens_meat,457143.73693190224,593344.1301420638,56590.547866837354,livestock,8096533158.171552,10692449562.723593,368645858.3690638,5.646166427053075e-5,5.549188019652688e-5,1.5350924629182366e-4
BGD,cows_meat,237085.18,494297.7458503251,34051.34216158779,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.928230828780317e-5,4.6228672200013356e-5,9.236870939561145e-5
BGD,cows_milk,827372,551685.1781822124,27947.188812426175,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.0218842853313853e-4,5.15957709172197e-5,7.581039682927159e-5
BGD,goats_meat,284438.57,400640.2341979244,43430.00742788739,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.51309090499958e-5,3.746945279916503e-5,1.1780956286889338e-4
BGD,goats_milk,1114318,836034.2479673118,39566.569914291875,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3762902939208708e-4,7.81892159568304e-5,1.0732948442534908e-4
BGD,sheep_meat,5601.2,12352.719541854844,750.7552118132497,livestock,8096533158.171552,10692449562.723593,368645858.3690638,6.918022677825881e-7,1.1552749881485851e-6,2.036521487409858e-6
BGD,sheep_milk,28169,26831.31551796592,1649.554629737522,livestock,8096533158.171552,10692449562.723593,368645858.3690638,3.4791434123344507e-6,2.5093703141239245e-6,4.474632204021935e-6
BGR,buffaloes_milk,10375,11135.832742765657,435.7026139613391,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.2814126487617567e-6,1.0414669414563154e-6,1.1819002006124331e-6
BGR,chickens_eggs,105397.08549154535,142039.97976034685,11179.87229962657,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3017557444962936e-5,1.3284138393837441e-5,3.03268626130448e-5
BGR,chickens_meat,113035.08549154535,146712.50868849942,13992.792418140963,livestock,8096533158.171552,10692449562.723593,368645858.3690638,1.3960924173757374e-5,1.3721131703999233e-5,3.7957275527377026e-5
BGR,cows_meat,21139.59,44073.82901453425,3036.172114366995,livestock,8096533158.171552,10692449562.723593,368645858.3690638,2.6109434231939802e-6,4.121958093511709e-6,8.236013088006487e-6
