iso3c,product,tonnes,million_kcal,tonnes_protein,grouping,global_tonnes,global_kcal,global_protein,percent_tonnes,percent_kcal,percent_protein
CUB,orts,197812.46535483003,175596.7949296015,3005.7729750462713,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.443174893382419e-5,1.64225039266749e-5,8.153551455438002e-6
CUW,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
CXR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
CYM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
CYP,orts,1460.140027552843,1296.156480971935,22.18692045887537,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.8034138797778827e-7,1.2122165958029328e-7,6.018491719134762e-8
CZE,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
DEU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
DJI,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
DMA,orts,17525.123413085938,15556.93417279615,266.29536336304585,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.1645219096519646e-6,1.4549457616364448e-6,7.223609253096466e-7
DNK,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
DOM,orts,34550.194981113076,30669.97568628262,524.9924071798304,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.2672825894923625e-6,2.86837693330866e-6,1.4241104172510267e-6
DZA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ECU,orts,26032.047931343317,23108.473846671237,395.5586217318755,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.215209204086328e-6,2.1611954969825475e-6,1.0730043828021755e-6
EGY,orts,107782.44369587302,95677.750280935,1637.7610777175985,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.3312172208804199e-5,8.948160074983216e-6,4.4426406550809e-6
ERI,orts,54476.70336776972,48358.60314744021,827.7769677392893,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.728398723691789e-6,4.522687047880005e-6,2.245453051884212e-6
ESH,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ESP,orts,6958.907464951277,6177.375348238061,105.74104092215931,produce,8096533158.171552,10692449562.723593,368645858.3690638,8.594922455085473e-7,5.777324748646794e-7,2.8683637296230896e-7
EST,orts,59.50000023841858,52.81774999080824,0.9041062827414906,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.348824376562613e-9,4.939724024973978e-9,2.4525062799874436e-9
ETH,orts,5590259.429230772,4962435.693003906,84944.3470902536,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.904510016844328e-4,4.641065327354108e-4,2.3042262692454544e-4
FIN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
FJI,orts,51370.08822888136,45600.88178498688,780.5717533884625,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.344701766216482e-6,4.264774083570367e-6,2.117402747563234e-6
FLK,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
FRA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
FRO,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
FSM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GAB,orts,90820.07784289122,80620.37220891053,1380.016851223656,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.1217156290063439e-5,7.539934767611363e-6,3.7434758044726886e-6
GBR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GEO,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GGY,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GHA,orts,1414857.7184114456,1255959.6797340668,21498.85289538408,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.7474858569355435e-4,1.1746229639582675e-4,5.831844413090043e-5
GIB,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GIN,orts,160628.5720229149,142588.902932622,2440.7613541477062,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.983917917520019e-5,1.3335475851082864e-5,6.620883698370965e-6
GLP,orts,4856.63189125061,4311.199462211611,73.79683005458537,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.998409191159774e-7,4.032003552526889e-7,2.0018353218742762e-7
GMB,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GNB,orts,95602.34771049024,84865.56100291538,1452.6837456057813,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.180781278144981e-5,7.936961545161437e-6,3.940594238689237e-6
GNQ,orts,41133.34267234802,36513.791610903456,625.0237544741383,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.080364875778167e-6,3.414913617006824e-6,1.6954585011189952e-6
GRC,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GRD,orts,3826.517837524414,3396.774145678632,58.14418158093365,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.7261188990036327e-7,3.1767969778605175e-7,1.5772368049425785e-7
GRL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
GTM,orts,258.1000061035156,229.1136393340608,3.92184598586159,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.1877842165448827e-8,2.1427610014902956e-8,1.0638519047012587e-8
GUF,orts,3884.655703604222,3448.3827383391013,59.02759014861964,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.797924775598026e-7,3.2250633665469685e-7,1.601200415210555e-7
GUM,orts,2221.3290519714355,1971.8588578860265,33.75323603153236,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.7435558016946115e-7,1.844160074189541e-7,9.15600576142669e-8
GUY,orts,21503.793601483107,19088.772936906866,326.7515095793867,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.65592608359543e-6,1.7852572345494004e-6,8.863561115944093e-7
HKG,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
HND,orts,6023.231307283044,5346.781916808617,91.52338227729356,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.43927208054969e-7,5.000521055015086e-7,2.4826911844935586e-7
HRV,orts,387.59999084472656,344.0699047200617,5.889606479144033,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.787234033044566e-8,3.2178772759384406e-8,1.5976326182533018e-8
HTI,orts,60418.27724613249,53632.89831385688,918.0595601977004,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.462240451044705e-6,5.015959906964055e-6,2.4903563660237845e-6
HUN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
IDN,orts,427157.65180242807,379184.97427153983,6490.687649885323,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.2758093304578465e-5,3.5462872379914544e-5,1.760683730071172e-5
IMN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
IND,orts,2719.999981701374,2414.5256879468634,41.33057248166345,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.359462536080856e-7,2.2581595300336704e-7,1.1211457159593536e-7
IOT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
IRL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
IRN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
IRQ,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ISL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ISR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ITA,orts,106.1999969482422,94.273022947233855,1.6137156988788757,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.3116724760283136e-8,8.816784441601847e-9,4.377414427000915e-9
JAM,orts,25994.46132659912,23075.10847046237,394.9874908854893,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.210566895580957e-6,2.1580750355753517e-6,1.0714551158473997e-6
JEY,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
JOR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
JPN,orts,211757.298005417,187975.5290749972,3217.6655928724094,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.615407037414497e-5,1.758021190301653e-5,8.72833783378924e-6
KAZ,orts,1.5,1.3315399103991346,0.02279259527190013,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.8526447933904918e-10,1.2453085727345374e-10,6.182788916370164e-11
KEN,orts,18764.088443756104,16656.755096746958,285.1215156964475,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.3175460505362293e-6,1.5578053465705693e-6,7.734293203722981e-7
KGZ,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
KHM,orts,41241.01960775256,36609.37570218386,626.6599123466677,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.0936640166945305e-6,3.4238530177231604e-6,1.699896792870781e-6
KIR,orts,11275.490859985352,10009.17739294077,171.33179977577018,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.392631962311596e-6,9.36097695315312e-7,4.6475986610500353e-7
KNA,orts,523.1764152050018,464.420184683339,7.949698858380789,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.461733744361659e-8,4.343440499382083e-8,2.1564595608238403e-8
KOR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
KWT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LAO,orts,115.99999833106996,102.9724182560351,1.762627342334112,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.4327119529424166e-8,9.63038615725823e-9,4.7813566932019786e-9
LBN,orts,760.8881223797798,675.4352681982251,11.561743347065558,produce,8096533158.171552,10692449562.723593,368645858.3690638,9.397702788530442e-8,6.316936677942837e-8,3.1362737664316055e-8
LBR,orts,28862.815901637077,25621.327533021697,438.5723208355848,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.5648363735170817e-6,2.3962074717044914e-6,1.1896846550124952e-6
LBY,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LCA,orts,2316.660918235779,2056.4843143285634,35.20180979438442,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.861299858813834e-7,1.92330513439872e-7,9.5489502988374e-8
LIE,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LKA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LSO,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LTU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LUX,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
LVA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MAC,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MAF,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MAR,orts,138.41500091552734,122.8700652779716,2.1032247302848672,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.709558871821946e-8,1.1491292482344337e-8,5.705271556799258e-9
MCO,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MDA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MDG,orts,230185.0309818983,204333.7036859059,3497.6761658801333,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.843007327766953e-5,1.9110092826461536e-5,9.487903055128024e-6
MDV,orts,2398.699977874756,2129.3098357425056,36.44839851627674,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.9626260166103695e-7,1.9914144305770525e-7,9.887103757934266e-8
MEX,orts,235674.96461230516,209207.08084212535,3581.096056085105,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.9108133074765037e-5,1.9565870254040824e-5,9.714190393805941e-6
MHL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MKD,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MLI,orts,129.7000026702881,115.13381995624194,1.9707997784188285,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.6019202309989472e-8,1.0767768347266809e-8,5.346051593086919e-9
MLT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MMR,orts,36.00000016391277,31.956957995083492,0.5470222890162681,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.44634752438199e-9,2.9887405881710215e-9,1.4838693466850933e-9
MNE,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MNG,orts,27.899999618530273,24.76664199479579,0.4239422662608857,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.445919268591121e-9,2.3162739136164044e-9,1.1499987227212053e-9
MNP,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MOZ,orts,10052.20598076284,8923.275633959063,152.7439083395342,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.2415444714899357e-6,8.345398855158234e-7,4.143377848195357e-7
MRT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MSR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
MTQ,orts,4353.647560119629,3864.703654740734,66.15395119620146,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.377174989675232e-7,3.6144230861878504e-7,1.79451225869931e-7
MUS,orts,637.0655052661896,565.5187638670143,9.680250815480546,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.868373942533927e-8,5.288954234009636e-8,2.6258943633077036e-8
MWI,orts,12.559143006801603,11.148666769311015,0.19083697567729588,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.5511753933998397e-9,1.04266723017127e-9,5.176702012104054e-10
MYS,orts,5779.027094513178,5130.003479748165,87.81268375372254,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.13765630500828e-7,4.797781321908284e-7,2.3820336444905968e-7
MYT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
"NAM",orts,358855.1344794184,318553.2890739961,5452.826560955118,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.432207309831595e-5,2.9792358355801663e-5,1.4791503653612486e-5
NCL,orts,197.87109111249447,175.6488366203399,3.0066637971575743,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.44389897808039e-8,1.6427371070581738e-8,8.155967926669345e-9
NER,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
NFK,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
NGA,orts,3326470.857124798,2952885.80469419,50545.93595347749,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.1085126092116423e-4,2.7616551168860765e-4,1.3711244764039708e-4
NIC,orts,62371.9995187521,55367.204433742685,947.7464942200442,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.703544010784688e-6,5.178159046619762e-6,2.5708860487759047e-6
NIU,orts,2329.7607421875,2068.1129399358433,35.4008624513609,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.8774794059061597e-7,1.9341806831109813e-7,9.602945929727469e-8
NLD,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
NOR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
NPL,orts,173986.0612065643,154446.25623312464,2643.729250688843,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.148895802779072e-5,1.4444422237123364e-5,7.171460605538979e-6
NRU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
NZL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
OMN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PAK,orts,491766.5591115951,436537.866704496,7472.4241000570255,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.0737917020110276e-5,4.082674078972233e-5,2.0269925540777755e-5
PAN,orts,1358.789405150339,1206.188215190117,20.646891314225073,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.6782360778439593e-7,1.1280747298497198e-7,5.600738715896484e-8
PCN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PER,orts,275824.96510484815,244847.96621436923,4191.17786368052,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.4067045699240735e-5,2.2899146241284797e-5,1.1369116914056284e-5
PHL,orts,124298.82339090107,110339.22944042552,1888.7285162148007,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.5352104531981142e-5,1.0319359356633691e-5,5.123422583860771e-6
PLW,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PNG,orts,630482.2551084757,559674.8569835892,9580.217911201584,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.787064448345422e-5,5.234299714957255e-5,2.5987591325685002e-5
POL,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PRI,orts,3960.1071159243584,3515.3604495392633,60.1740791510904,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.891114553057266e-7,3.287703560271765e-7,1.632300425598383e-7
PRK,orts,14.600000381469728,12.960322133179687,0.221847933109618,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.8032409793486057e-9,1.2121003757981177e-9,6.017914702503413e-10
PRT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PRY,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PSE,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
PYF,orts,5688.822998046875,5049.929910063915,86.44202677863996,produce,8096533158.171552,10692449562.723593,368645858.3690638,7.026245538567754e-7,4.722893365491444e-7,2.3448527853010607e-7
QAT,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
REU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ROU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
RUS,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
RWA,orts,195750.78261590004,173766.65302995732,2974.4455748812757,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.417711121436408e-5,1.625134184740501e-5,8.068571794189148e-6
SAU,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SDN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SEN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SGP,orts,15.676923155784609,13.916299236125036,0.23821184306565196,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.9362513373964796e-9,1.3015071199999433e-9,6.461807115358124e-10
SHN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SJM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SLB,orts,47015.35143947601,41735.2112287358,714.4012512840826,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.80684973691796e-6,3.9032413465137695e-6,1.9379066251949356e-6
SLE,orts,2831.5199930891395,2513.5212519275137,43.02512613784947,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.4972005150517835e-7,2.3507440808420956e-7,1.1671126953168036e-7
SLV,orts,46724.205936431885,41476.76332404481,709.9772768733369,produce,8096533158.171552,10692449562.723593,368645858.3690638,5.770890456895709e-6,3.879070280456839e-6,1.925906017266454e-6
SMR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SOM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SPM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SRB,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SSD,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
STP,orts,11459.332802653313,10172.37264885257,174.12528977125731,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.4153382168376355e-6,9.513603584641509e-7,4.7233757227494635e-7
SUR,orts,2077.2085630893707,1843.924069317557,31.56331604921417,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.565553086129112e-7,1.724510420648522e-7,8.561961387238771e-8
SVK,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SVN,orts,35694.240436553955,31685.537141769477,542.376250538844,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.408583246587336e-6,2.9633562408592276e-6,1.47126636099585e-6
SWE,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SWZ,orts,67663.03368377686,60064.0198724199,1028.1440944155145,produce,8096533158.171552,10692449562.723593,368645858.3690638,8.35703780395031e-6,5.617423726908872e-6,2.788975031386911e-6
SXM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SYC,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
SYR,orts,3.299999952316284,2.929387760549582,0.0501437088736232,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.07581848656509e-10,2.739678820428689e-10,1.3602135419468795e-10
TCA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
TCD,orts,29872.927966564897,26517.997218639743,453.9210378190268,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.6895949640390446e-6,2.480067552629638e-6,1.2313200528746783e-6
TGO,orts,15578.46233510971,13828.89622789885,236.71572464179724,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.9240904756113924e-6,1.2933328463956147e-6,6.421222950640426e-7
THA,orts,404024.42660439014,358649.7658665809,6139.176823703589,produce,8096533158.171552,10692449562.723593,368645858.3690638,4.9900916690080153e-5,3.354233880297353e-5,1.6653318311682894e-5
TJK,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
TKL,orts,202,179.31404126708344,3.0694028299492175,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.4948949884325288e-8,1.6770155446158436e-8,8.326155740711821e-9
TKM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
TLS,orts,26678.030674383044,23681.908382528905,405.37437054169976,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.2949943084538385e-6,2.2148253534989434e-6,1.099630882427725e-6
TON,orts,5626.687103271484,4994.772294222718,85.49786791099137,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.949501710608896e-7,4.67130779053256e-7,2.3192412438659918e-7
TTO,orts,6674.683846473694,5925.0719539174215,101.422244987043,produce,8096533158.171552,10692449562.723593,368645858.3690638,8.243878850464739e-7,5.541360676204284e-7,2.751210753750169e-7
TUN,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
TUR,orts,899.3201526999474,798.3204503641492,13.66522684023555,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.1107471989937996e-7,7.466207305267851e-8,3.706871114921039e-8
TUV,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
TWN,orts,12865.723436534405,11420.816154602044,195.49548477941917,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.5890410358598327e-6,1.0681197126631964e-6,5.303070150965919e-7
TZA,orts,2822.0469035208225,2505.112054037514,42.8811819401794,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.485500335007741e-7,2.342879467742291e-7,1.1632080211043523e-7
UGA,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
UKR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
URY,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
USA,orts,1711.7440971806643,1519.5037211907927,26.010060277401976,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.1141691928391103e-7,1.421099732364548e-7,7.055568287807109e-8
UZB,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
VCT,orts,8146.863637924194,7231.916052317032,123.79211042304404,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.0062163000841718e-6,6.763572752804185e-7,3.358022546915788e-7
VEN,orts,165113.3672941029,146570.0255283261,2508.908103143386,produce,8096533158.171552,10692449562.723593,368645858.3690638,2.0393094682439443e-5,1.3707806117627514e-5,6.805740648336902e-6
VGB,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
VIR,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
VNM,orts,55.799999475479126,49.53328420123415,0.8478845361445568,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.891838566629238e-9,4.632547847026456e-9,2.299997455269689e-9
VUT,orts,53066.56045949459,47106.82877295045,806.3497566833859,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.554232462561626e-6,4.405616177716283e-6,2.1873289455923357e-6
WLF,orts,2647.0289916992188,2349.7498309540592,40.221773653857454,produce,8096533158.171552,10692449562.723593,368645858.3690638,3.2693363196168274e-7,2.1975785970932635e-7,1.0910681007458948e-7
WSM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
XKO,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
XMI,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
YEM,orts,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ZAF,orts,893.70001220703125,793.3314894519038,13.579828448484712,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.1038057829789169e-7,7.419548577695844e-8,3.6837056866890085e-8
ZMB,orts,131.59999644756317,116.82043165220978,1.999670304541868,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.6253869881919007e-8,1.0925506916532337e-8,5.424366662868977e-9
ZWE,orts,1203.0999970659614,1067.9837748629393,18.28118086983246,produce,8096533158.171552,10692449562.723593,368645858.3690638,1.4859446303282462e-7,9.988204934687587e-8,4.9590088847629355e-8
ABW,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
AFG,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
AGO,plnt,54.5,41.982972271823755,0.4352569443671944,produce,8096533158.171552,10692449562.723593,368645858.3690638,6.73127608265212e-9,3.9264129351787e-9,1.1806912636773584e-9
AIA,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ALA,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ALB,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
AND,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ARE,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ARG,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ARM,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ASM,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
ATG,plnt,0,0,0,produce,8096533158.171552,10692449562.723593,368645858.3690638,0,0,0
