iso3c,organism,tonnes_product,million_kcals,tonnes_protein
BRN,salmon,0,0,0
BGR,salmon,0,0,0
BFA,salmon,0,0,0
BDI,salmon,0,0,0
KHM,salmon,0,0,0
CMR,salmon,0,0,0
CAN,salmon,141725.737681159,178933.96969774645,25782.378297336505
CPV,salmon,0,0,0
CYM,salmon,0,0,0
CAF,salmon,0,0,0
TCD,salmon,0,0,0
CHL,salmon,852241.12,1075985.8388200589,155037.49224306783
CHN,salmon,0,0,0
CXR,salmon,0,0,0
CCK,salmon,0,0,0
COL,salmon,0,0,0
COM,salmon,0,0,0
COK,salmon,0,0,0
CRI,salmon,0,0,0
CIV,salmon,0,0,0
HRV,salmon,0,0,0
CUB,salmon,0,0,0
CUW,salmon,0,0,0
CYP,salmon,0,0,0
CZE,salmon,0,0,0
DNK,salmon,13036,16458.430678466077,2371.475280235988
DJI,salmon,0,0,0
DMA,salmon,0,0,0
DOM,salmon,0,0,0
ECU,salmon,0,0,0
EGY,salmon,0,0,0
SLV,salmon,0,0,0
GNQ,salmon,0,0,0
ERI,salmon,0,0,0
EST,salmon,0,0,0
ETH,salmon,0,0,0
FLK,salmon,0,0,0
FRO,salmon,86800,109588.2005899705,15790.430678466077
FJI,salmon,0,0,0
FIN,salmon,12011.5268656716,15164.99557081842,2185.1057870382524
FRA,salmon,0,0,0
GUF,salmon,0,0,0
PYF,salmon,0,0,0
GAB,salmon,0,0,0
GMB,salmon,0,0,0
GEO,salmon,0,0,0
DEU,salmon,0,0,0
GHA,salmon,0,0,0
GIB,salmon,0,0,0
GRC,salmon,0,0,0
GRL,salmon,0,0,0
GRD,salmon,0,0,0
GLP,salmon,0,0,0
GUM,salmon,0,0,0
GTM,salmon,0,0,0
GGY,salmon,0,0,0
GIN,salmon,0,0,0
GNB,salmon,0,0,0
GUY,salmon,0,0,0
HTI,salmon,0,0,0
HND,salmon,0,0,0
HKG,salmon,0,0,0
HUN,salmon,0,0,0
ISL,salmon,15719,19845.81710914454,2859.559675516224
IND,salmon,0,0,0
IDN,salmon,0,0,0
IRN,salmon,0,0,0
IRQ,salmon,0,0,0
IRL,salmon,18342,23157.451327433628,3336.729026548672
IMN,salmon,0,0,0
ISR,salmon,0,0,0
ITA,salmon,0,0,0
JAM,salmon,0,0,0
JPN,salmon,15648,19756.17699115044,2846.6435398230087
JEY,salmon,0,0,0
JOR,salmon,0,0,0
KAZ,salmon,0,0,0
KEN,salmon,0,0,0
KIR,salmon,0,0,0
XKO,salmon,0,0,0
KWT,salmon,0,0,0
KGZ,salmon,0,0,0
LAO,salmon,0,0,0
LVA,salmon,0,0,0
LBN,salmon,0,0,0
LSO,salmon,0,0,0
LBR,salmon,0,0,0
LBY,salmon,0,0,0
LIE,salmon,0,0,0
LTU,salmon,0,0,0
LUX,salmon,0,0,0
MAC,salmon,0,0,0
MKD,salmon,0,0,0
MDG,salmon,0,0,0
MWI,salmon,0,0,0
MYS,salmon,0,0,0
MDV,salmon,0,0,0
MLI,salmon,0,0,0
MLT,salmon,0,0,0
MHL,salmon,0,0,0
MTQ,salmon,0,0,0
MRT,salmon,0,0,0
MUS,salmon,0,0,0
MYT,salmon,0,0,0
MEX,salmon,0,0,0
FSM,salmon,0,0,0
MDA,salmon,0,0,0
MCO,salmon,0,0,0
MNG,salmon,0,0,0
MNE,salmon,0,0,0
MSR,salmon,0,0,0
MAR,salmon,0,0,0
MOZ,salmon,0,0,0
MMR,salmon,0,0,0
"NAM",salmon,0,0,0
NRU,salmon,0,0,0
NPL,salmon,0,0,0
NLD,salmon,0,0,0
NCL,salmon,0,0,0
NZL,salmon,13234,16708.41297935103,2407.494926253687
NIC,salmon,0,0,0
NER,salmon,0,0,0
NGA,salmon,0,0,0
NIU,salmon,0,0,0
NFK,salmon,0,0,0
PRK,salmon,0,0,0
MNP,salmon,0,0,0
NOR,salmon,1303255.33,1645407.9092625368,237084.8265519174
OMN,salmon,0,0,0
PAK,salmon,0,0,0
PLW,salmon,0,0,0
PSE,salmon,0,0,0
PAN,salmon,0,0,0
PNG,salmon,0,0,0
PRY,salmon,0,0,0
PER,salmon,0,0,0
PHL,salmon,0,0,0
PCN,salmon,0,0,0
POL,salmon,0,0,0
PRT,salmon,0,0,0
PRI,salmon,0,0,0
QAT,salmon,0,0,0
COG,salmon,0,0,0
REU,salmon,0,0,0
ROU,salmon,0,0,0
RUS,salmon,13061.8455223881,16491.06160348704,2376.1770305772097
RWA,salmon,0,0,0
BLM,salmon,0,0,0
MAF,salmon,0,0,0
SHN,salmon,0,0,0
KNA,salmon,0,0,0
LCA,salmon,0,0,0
SPM,salmon,0,0,0
VCT,salmon,0,0,0
WSM,salmon,0,0,0
SMR,salmon,0,0,0
STP,salmon,0,0,0
SAU,salmon,0,0,0
SEN,salmon,0,0,0
SRB,salmon,0,0,0
SYC,salmon,0,0,0
SLE,salmon,0,0,0
SGP,salmon,0,0,0
SXM,salmon,0,0,0
SVK,salmon,0,0,0
SVN,salmon,0,0,0
SLB,salmon,0,0,0
SOM,salmon,0,0,0
ZAF,salmon,0,0,0
KOR,salmon,0,0,0
SSD,salmon,0,0,0
ESP,salmon,0,0,0
LKA,salmon,0,0,0
SDN,salmon,0,0,0
SUR,salmon,0,0,0
SJM,salmon,0,0,0
SWZ,salmon,0,0,0
SWE,salmon,2856,3605.8053097345132,519.5561061946903
CHE,salmon,0,0,0
SYR,salmon,0,0,0
TWN,salmon,0,0,0
TJK,salmon,0,0,0
TZA,salmon,0,0,0
THA,salmon,0,0,0
TLS,salmon,0,0,0
TGO,salmon,0,0,0
TKL,salmon,0,0,0
TON,salmon,0,0,0
TTO,salmon,0,0,0
TUN,salmon,0,0,0
TUR,salmon,5952,7514.619469026547,1082.7723893805307
TKM,salmon,0,0,0
TCA,salmon,0,0,0
TUV,salmon,0,0,0
UGA,salmon,0,0,0
UKR,salmon,0,0,0
ARE,salmon,0,0,0
GBR,salmon,193189,243908.23598820058,35144.44138643068
USA,salmon,13871.2623188406,17512.9801547604,2523.424033046902
URY,salmon,0,0,0
UZB,salmon,0,0,0
VUT,salmon,0,0,0
VEN,salmon,0,0,0
VNM,salmon,0,0,0
VIR,salmon,0,0,0
WLF,salmon,0,0,0
ESH,salmon,0,0,0
YEM,salmon,0,0,0
ZMB,salmon,0,0,0
ZWE,salmon,0,0,0
XMI,salmon,0,0,0
COD,salmon,0,0,0
HSX,salmon,0,0,0
AFG,shrimp,0,0,0
ALA,shrimp,0,0,0
ALB,shrimp,0,0,0
DZA,shrimp,0,0,0
ASM,shrimp,0,0,0
AND,shrimp,0,0,0
AGO,shrimp,0,0,0
AIA,shrimp,0,0,0
ATG,shrimp,0,0,0
ARG,shrimp,0,0,0
ARM,shrimp,0,0,0
ABW,shrimp,0,0,0
AUS,shrimp,4264.1,1440.0943439560442,250.68085505952388
AUT,shrimp,0,0,0
AZE,shrimp,0,0,0
BHS,shrimp,0,0,0
BHR,shrimp,0,0,0
BGD,shrimp,81722,27599.584901098904,4804.329363095239
BRB,shrimp,0,0,0
BLR,shrimp,0,0,0
BEL,shrimp,0,0,0
BLZ,shrimp,500,168.86263736263737,29.394345238095244
BEN,shrimp,0,0,0
BMU,shrimp,0,0,0
BTN,shrimp,0,0,0
BOL,shrimp,0,0,0
BES,shrimp,0,0,0
BIH,shrimp,0,0,0
BWA,shrimp,0,0,0
BRA,shrimp,60000,20263.516483516483,3527.321428571429
IOT,shrimp,0,0,0
VGB,shrimp,0,0,0
BRN,shrimp,1240,418.77934065934073,72.8979761904762
BGR,shrimp,0,0,0
BFA,shrimp,0,0,0
BDI,shrimp,0,0,0
KHM,shrimp,1000,337.72527472527474,58.78869047619049
CMR,shrimp,0,0,0
CAN,shrimp,0,0,0
CPV,shrimp,0,0,0
CYM,shrimp,0,0,0
CAF,shrimp,0,0,0
TCD,shrimp,0,0,0
CHL,shrimp,0,0,0
CHN,shrimp,1345154,454292.5041978022,79079.84214880953
CXR,shrimp,0,0,0
CCK,shrimp,0,0,0
COL,shrimp,3700,1249.5835164835166,217.5181547619048
COM,shrimp,0,0,0
COK,shrimp,0,0,0
CRI,shrimp,3269.65765765766,1104.2460306900316,192.2188919991422
CIV,shrimp,0,0,0
HRV,shrimp,0,0,0
CUB,shrimp,5631,1901.7310219780222,331.0391160714286
CUW,shrimp,0,0,0
CYP,shrimp,0,0,0
CZE,shrimp,0,0,0
DNK,shrimp,0,0,0
DJI,shrimp,0,0,0
DMA,shrimp,0,0,0
DOM,shrimp,0,0,0
ECU,shrimp,440000,148599.1208791209,25867.023809523816
EGY,shrimp,0,0,0
SLV,shrimp,1150,388.384065934066,67.60699404761905
GNQ,shrimp,0,0,0
ERI,shrimp,0,0,0
EST,shrimp,0,0,0
ETH,shrimp,0,0,0
FLK,shrimp,0,0,0
FRO,shrimp,0,0,0
FJI,shrimp,0,0,0
FIN,shrimp,0,0,0
FRA,shrimp,0,0,0
GUF,shrimp,0,0,0
PYF,shrimp,0,0,0
GAB,shrimp,0,0,0
GMB,shrimp,0,0,0
GEO,shrimp,0,0,0
DEU,shrimp,0,0,0
GHA,shrimp,0,0,0
GIB,shrimp,0,0,0
GRC,shrimp,0,0,0
GRL,shrimp,0,0,0
GRD,shrimp,0,0,0
GLP,shrimp,0,0,0
GUM,shrimp,0,0,0
GTM,shrimp,16455,5557.269395604396,967.3679017857145
GGY,shrimp,0,0,0
GIN,shrimp,0,0,0
GNB,shrimp,0,0,0
GUY,shrimp,0,0,0
HTI,shrimp,0,0,0
HND,shrimp,30829.7872340426,10411.998363338806,1812.4428191489392
HKG,shrimp,0,0,0
HUN,shrimp,0,0,0
ISL,shrimp,0,0,0
IND,shrimp,569791.508634223,192432.99378962172,33497.29663705896
IDN,shrimp,893855,301877.42543956044,52548.564925595245
IRN,shrimp,32174.2829268293,10866.068540552142,1891.4839602787479
IRQ,shrimp,157.717073170732,53.26504186545172,9.27198019744485
IRL,shrimp,0,0,0
IMN,shrimp,0,0,0
ISR,shrimp,0,0,0
ITA,shrimp,0,0,0
JAM,shrimp,0,0,0
JPN,shrimp,1354,457.280021978022,79.59988690476192
JEY,shrimp,0,0,0
JOR,shrimp,0,0,0
KAZ,shrimp,0,0,0
KEN,shrimp,0,0,0
KIR,shrimp,0,0,0
XKO,shrimp,0,0,0
KWT,shrimp,0,0,0
KGZ,shrimp,0,0,0
LAO,shrimp,0,0,0
LVA,shrimp,0,0,0
LBN,shrimp,0,0,0
LSO,shrimp,0,0,0
LBR,shrimp,0,0,0
LBY,shrimp,0,0,0
LIE,shrimp,0,0,0
LTU,shrimp,0,0,0
LUX,shrimp,0,0,0
MAC,shrimp,0,0,0
MKD,shrimp,0,0,0
MDG,shrimp,5439,1836.8877692307692,319.75168750000006
MWI,shrimp,0,0,0
MYS,shrimp,46453.7521348315,15688.606201755785,2730.955255712282
MDV,shrimp,0,0,0
MLI,shrimp,0,0,0
MLT,shrimp,0,0,0
MHL,shrimp,0,0,0
MTQ,shrimp,0,0,0
MRT,shrimp,0,0,0
MUS,shrimp,0,0,0
MYT,shrimp,0,0,0
MEX,shrimp,149020.680605381,50328.05029719972,8760.730666660986
FSM,shrimp,0,0,0
MDA,shrimp,0,0,0
MCO,shrimp,0,0,0
MNG,shrimp,0,0,0
MNE,shrimp,0,0,0
MSR,shrimp,0,0,0
MAR,shrimp,0,0,0
MOZ,shrimp,0,0,0
MMR,shrimp,55316.6314954035,18681.82456866193,3251.992327168766
"NAM",shrimp,0,0,0
NRU,shrimp,0,0,0
NPL,shrimp,0,0,0
NLD,shrimp,0,0,0
NCL,shrimp,1450,489.70164835164843,85.24360119047621
NZL,shrimp,0,0,0
NIC,shrimp,25221.8884416331,8518.06920304077,1482.7617928201748
NER,shrimp,0,0,0
NGA,shrimp,0,0,0
NIU,shrimp,0,0,0
NFK,shrimp,0,0,0
PRK,shrimp,0,0,0
MNP,shrimp,0,0,0
NOR,shrimp,0,0,0
OMN,shrimp,0,0,0
PAK,shrimp,0,0,0
PLW,shrimp,0,0,0
PSE,shrimp,0,0,0
PAN,shrimp,7588.66666666667,2562.884534798536,446.12777579365104
PNG,shrimp,0,0,0
PRY,shrimp,0,0,0
PER,shrimp,27491.66,9284.628426153848,1616.198690416667
PHL,shrimp,62421.3,21081.250691208796,3669.6664848214295
PCN,shrimp,0,0,0
POL,shrimp,0,0,0
PRT,shrimp,0,0,0
PRI,shrimp,0,0,0
QAT,shrimp,0,0,0
COG,shrimp,0,0,0
REU,shrimp,0,0,0
ROU,shrimp,0,0,0
RUS,shrimp,0,0,0
RWA,shrimp,0,0,0
BLM,shrimp,0,0,0
MAF,shrimp,0,0,0
SHN,shrimp,0,0,0
KNA,shrimp,0,0,0
LCA,shrimp,0,0,0
SPM,shrimp,0,0,0
VCT,shrimp,0,0,0
WSM,shrimp,0,0,0
SMR,shrimp,0,0,0
STP,shrimp,0,0,0
SAU,shrimp,39200,13238.83076923077,2304.516666666667
SEN,shrimp,0,0,0
SRB,shrimp,0,0,0
SYC,shrimp,0,0,0
SLE,shrimp,0,0,0
SGP,shrimp,0,0,0
SXM,shrimp,0,0,0
SVK,shrimp,0,0,0
SVN,shrimp,0,0,0
SLB,shrimp,0,0,0
SOM,shrimp,0,0,0
ZAF,shrimp,0,0,0
KOR,shrimp,5144,1737.2588131868133,302.40902380952383
SSD,shrimp,0,0,0
ESP,shrimp,0,0,0
LKA,shrimp,4630,1563.6680219780221,272.19163690476194
SDN,shrimp,0,0,0
SUR,shrimp,0,0,0
SJM,shrimp,0,0,0
SWZ,shrimp,0,0,0
SWE,shrimp,0,0,0
CHE,shrimp,0,0,0
SYR,shrimp,0,0,0
TWN,shrimp,5000.97,1688.9539671428572,294.0004774107143
TJK,shrimp,0,0,0
TZA,shrimp,0,0,0
THA,shrimp,358591.086369765,121105.2731582636,21081.100384113004
TLS,shrimp,0,0,0
TGO,shrimp,0,0,0
TKL,shrimp,0,0,0
TON,shrimp,0,0,0
TTO,shrimp,0,0,0
TUN,shrimp,0,0,0
TUR,shrimp,0,0,0
TKM,shrimp,0,0,0
TCA,shrimp,0,0,0
TUV,shrimp,0,0,0
UGA,shrimp,0,0,0
UKR,shrimp,0,0,0
ARE,shrimp,0,0,0
GBR,shrimp,0,0,0
USA,shrimp,2642.16939461883,892.3273846683574,155.32967872591001
URY,shrimp,0,0,0
UZB,shrimp,0,0,0
VUT,shrimp,0,0,0
VEN,shrimp,24500,8274.26923076923,1440.322916666667
VNM,shrimp,708403.73,239245.84433065934,41646.12761514881
VIR,shrimp,0,0,0
WLF,shrimp,0,0,0
ESH,shrimp,0,0,0
YEM,shrimp,0,0,0
ZMB,shrimp,0,0,0
ZWE,shrimp,0,0,0
XMI,shrimp,0,0,0
COD,shrimp,0,0,0
HSX,shrimp,73369.4913657771,24778.731627960744,4313.2963182982
AFG,tuna,0,0,0
ALA,tuna,0,0,0
ALB,tuna,0,0,0
DZA,tuna,0,0,0
ASM,tuna,0,0,0
AND,tuna,0,0,0
AGO,tuna,0,0,0
AIA,tuna,0,0,0
ATG,tuna,0,0,0
ARG,tuna,0,0,0
ARM,tuna,0,0,0
ABW,tuna,0,0,0
AUS,tuna,8100,9177.672413793105,1534.6833855799375
AUT,tuna,0,0,0
AZE,tuna,0,0,0
BHS,tuna,0,0,0
BHR,tuna,0,0,0
BGD,tuna,0,0,0
BRB,tuna,0,0,0
BLR,tuna,0,0,0
BEL,tuna,0,0,0
BLZ,tuna,0,0,0
BEN,tuna,0,0,0
BMU,tuna,0,0,0
BTN,tuna,0,0,0
BOL,tuna,0,0,0
BES,tuna,0,0,0
BIH,tuna,0,0,0
BWA,tuna,0,0,0
BRA,tuna,0,0,0
IOT,tuna,0,0,0
VGB,tuna,0,0,0
BRN,tuna,0,0,0
BGR,tuna,0,0,0
BFA,tuna,0,0,0
BDI,tuna,0,0,0
KHM,tuna,0,0,0
CMR,tuna,0,0,0
CAN,tuna,0,0,0
CPV,tuna,0,0,0
CYM,tuna,0,0,0
CAF,tuna,0,0,0
TCD,tuna,0,0,0
CHL,tuna,0,0,0
CHN,tuna,0,0,0
CXR,tuna,0,0,0
CCK,tuna,0,0,0
COL,tuna,0,0,0
COM,tuna,0,0,0
COK,tuna,0,0,0
CRI,tuna,0,0,0
CIV,tuna,0,0,0
HRV,tuna,1081,1224.8227011494255,204.81391849529783
CUB,tuna,0,0,0
CUW,tuna,0,0,0
CYP,tuna,0,0,0
CZE,tuna,0,0,0
DNK,tuna,0,0,0
DJI,tuna,0,0,0
DMA,tuna,0,0,0
DOM,tuna,0,0,0
ECU,tuna,0,0,0
EGY,tuna,0,0,0
SLV,tuna,0,0,0
GNQ,tuna,0,0,0
ERI,tuna,0,0,0
EST,tuna,0,0,0
ETH,tuna,0,0,0
FLK,tuna,0,0,0
FRO,tuna,0,0,0
FJI,tuna,0,0,0
FIN,tuna,0,0,0
FRA,tuna,0,0,0
GUF,tuna,0,0,0
PYF,tuna,0,0,0
GAB,tuna,0,0,0
GMB,tuna,0,0,0
GEO,tuna,0,0,0
DEU,tuna,0,0,0
GHA,tuna,0,0,0
GIB,tuna,0,0,0
GRC,tuna,0,0,0
GRL,tuna,0,0,0
GRD,tuna,0,0,0
GLP,tuna,0,0,0
GUM,tuna,0,0,0
GTM,tuna,0,0,0
GGY,tuna,0,0,0
GIN,tuna,0,0,0
GNB,tuna,0,0,0
GUY,tuna,0,0,0
HTI,tuna,0,0,0
HND,tuna,0,0,0
HKG,tuna,0,0,0
HUN,tuna,0,0,0
ISL,tuna,0,0,0
IND,tuna,0,0,0
IDN,tuna,0,0,0
IRN,tuna,0,0,0
IRQ,tuna,0,0,0
IRL,tuna,0,0,0
IMN,tuna,0,0,0
ISR,tuna,0,0,0
ITA,tuna,0,0,0
JAM,tuna,0,0,0
JPN,tuna,15858,17967.84310344828,3004.5690282131663
JEY,tuna,0,0,0
JOR,tuna,0,0,0
KAZ,tuna,0,0,0
KEN,tuna,0,0,0
KIR,tuna,0,0,0
XKO,tuna,0,0,0
KWT,tuna,0,0,0
KGZ,tuna,0,0,0
LAO,tuna,0,0,0
LVA,tuna,0,0,0
LBN,tuna,0,0,0
LSO,tuna,0,0,0
LBR,tuna,0,0,0
LBY,tuna,0,0,0
LIE,tuna,0,0,0
LTU,tuna,0,0,0
LUX,tuna,0,0,0
MAC,tuna,0,0,0
MKD,tuna,0,0,0
MDG,tuna,0,0,0
MWI,tuna,0,0,0
MYS,tuna,0,0,0
MDV,tuna,0,0,0
MLI,tuna,0,0,0
MLT,tuna,4505,5104.372126436782,853.5492163009405
MHL,tuna,0,0,0
MTQ,tuna,0,0,0
MRT,tuna,0,0,0
MUS,tuna,0,0,0
MYT,tuna,0,0,0
MEX,tuna,5721.56,6482.790540229886,1084.0472927899687
FSM,tuna,0,0,0
MDA,tuna,0,0,0
MCO,tuna,0,0,0
MNG,tuna,0,0,0
MNE,tuna,0,0,0
MSR,tuna,0,0,0
MAR,tuna,0,0,0
MOZ,tuna,0,0,0
MMR,tuna,0,0,0
"NAM",tuna,0,0,0
NRU,tuna,0,0,0
NPL,tuna,0,0,0
NLD,tuna,0,0,0
NCL,tuna,0,0,0
NZL,tuna,0,0,0
NIC,tuna,0,0,0
NER,tuna,0,0,0
NGA,tuna,0,0,0
NIU,tuna,0,0,0
NFK,tuna,0,0,0
PRK,tuna,0,0,0
MNP,tuna,0,0,0
NOR,tuna,0,0,0
OMN,tuna,0,0,0
PAK,tuna,0,0,0
PLW,tuna,0,0,0
PSE,tuna,0,0,0
PAN,tuna,0,0,0
PNG,tuna,0,0,0
PRY,tuna,0,0,0
PER,tuna,0,0,0
PHL,tuna,0,0,0
PCN,tuna,0,0,0
POL,tuna,0,0,0
PRT,tuna,0,0,0
PRI,tuna,0,0,0
QAT,tuna,0,0,0
COG,tuna,0,0,0
REU,tuna,0,0,0
ROU,tuna,0,0,0
RUS,tuna,0,0,0
RWA,tuna,0,0,0
BLM,tuna,0,0,0
MAF,tuna,0,0,0
SHN,tuna,0,0,0
KNA,tuna,0,0,0
LCA,tuna,0,0,0
SPM,tuna,0,0,0
VCT,tuna,0,0,0
WSM,tuna,0,0,0
SMR,tuna,0,0,0
STP,tuna,0,0,0
SAU,tuna,0,0,0
SEN,tuna,0,0,0
SRB,tuna,0,0,0
SYC,tuna,0,0,0
SLE,tuna,0,0,0
SGP,tuna,0,0,0
SXM,tuna,0,0,0
SVK,tuna,0,0,0
SVN,tuna,0,0,0
SLB,tuna,0,0,0
SOM,tuna,0,0,0
ZAF,tuna,0,0,0
KOR,tuna,0,0,0
SSD,tuna,0,0,0
ESP,tuna,1030,1167.0373563218393,195.15109717868341
LKA,tuna,0,0,0
SDN,tuna,0,0,0
SUR,tuna,0,0,0
SJM,tuna,0,0,0
SWZ,tuna,0,0,0
SWE,tuna,0,0,0
CHE,tuna,0,0,0
SYR,tuna,0,0,0
TWN,tuna,0,0,0
TJK,tuna,0,0,0
TZA,tuna,0,0,0
THA,tuna,0,0,0
TLS,tuna,0,0,0
TGO,tuna,0,0,0
TKL,tuna,0,0,0
TON,tuna,0,0,0
TTO,tuna,0,0,0
TUN,tuna,0,0,0
TUR,tuna,777,880.3767241379311,147.2159247648903
TKM,tuna,0,0,0
TCA,tuna,0,0,0
TUV,tuna,0,0,0
UGA,tuna,0,0,0
UKR,tuna,0,0,0
ARE,tuna,0,0,0
GBR,tuna,0,0,0
USA,tuna,0,0,0
URY,tuna,0,0,0
UZB,tuna,0,0,0
VUT,tuna,0,0,0
VEN,tuna,0,0,0
VNM,tuna,0,0,0
VIR,tuna,0,0,0
WLF,tuna,0,0,0
ESH,tuna,0,0,0
YEM,tuna,0,0,0
ZMB,tuna,0,0,0
ZWE,tuna,0,0,0
XMI,tuna,0,0,0
COD,tuna,0,0,0
HSX,tuna,0,0,0
