iso3c,species_class_final,million_kcal,tonnes_protein,tonnes_product
ALB,Medium pelagic,197.54539162063116,34.49644153845268,287.6160046673046
ALB,Reef-associated,461.9840394197091,79.61761716904314,669.2396253410941
ALB,Small pelagic,0.7641776285148169,0.12586119598001497,1.06486028077118
AND,Benthic,0,0,0
AND,Demersal,0,0,0
AND,forage_fish,0,0,0
AND,Large pelagic,0,0,0
AND,Medium pelagic,0,0,0
AND,Reef-associated,0,0,0
AND,Small pelagic,0,0,0
ARE,Benthic,922.7233502039929,159.294499129792,4186.124215926685
ARE,Demersal,29603.61682668325,5370.78171716364,46354.02650711287
ARE,forage_fish,38738.39543589394,5578.845656783152,42779.87741242078
ARE,Large pelagic,7178.810999855954,1200.1100415841145,8163.969351941043
ARE,Medium pelagic,8408.98926831467,1587.5004736642197,12068.131382644258
ARE,Reef-associated,43122.57796976417,7524.265250610691,59365.62071799296
ARE,Small pelagic,0,0,0
ARG,Benthic,852.4151216060553,147.15682638450454,3867.1564795540567
ARG,Demersal,453294.0629642597,83607.12732487416,867875.0459986606
ARG,forage_fish,44880.51076024987,8092.899801459693,63246.018207696325
ARG,Large pelagic,1865.2287551598745,308.0630709928985,2141.803613163355
ARG,Medium pelagic,1484.4193395312038,259.73219018797215,2200.6674345262195
ARG,Reef-associated,263.2111748926824,45.439974383152055,386.7937860558149
ARG,Small pelagic,198355.57543768067,34822.36707109042,295096.0672431578
ARM,Benthic,0,0,0
ARM,Demersal,0,0,0
ARM,forage_fish,0,0,0
ARM,Large pelagic,0,0,0
ARM,Medium pelagic,0,0,0
ARM,Reef-associated,0,0,0
ARM,Small pelagic,0,0,0
ASM,Benthic,18.502539981721156,3.194189069091653,83.9405772667521
ASM,Demersal,382.5425440913096,66.65428275117712,568.174139812588
ASM,forage_fish,257.63052564931166,43.37165036140791,345.1580867407462
ASM,Large pelagic,3656.6975920415966,618.7407566992539,4158.092622498623
ASM,Medium pelagic,25.324183290898162,4.563342087920089,34.76268655258429
ASM,Reef-associated,33.10789790626076,5.8313295575918005,46.479815537108976
ASM,Small pelagic,0,0,0
ATG,Benthic,29.535739857080383,5.098907365811556,133.9949572357751
ATG,Demersal,1935.085424307959,336.0844944662287,2847.1583392515295
ATG,forage_fish,98.50399726343313,15.796492858501841,124.91639575538228
ATG,Large pelagic,331.05887194606436,58.41567582084947,417.5624428107672
ATG,Medium pelagic,8.88561159005209,1.5679727880616419,12.32019613120898
ATG,Reef-associated,300.1108107331544,51.91005527848826,408.21903777190914
ATG,Small pelagic,0,0,0
AUS,Benthic,10830.993781896748,1869.8104141221813,49137.03044680264
AUS,Demersal,61268.85650580458,10768.976033590121,110074.97368014292
AUS,forage_fish,47479.40506345182,8073.654671039725,63515.696118411004
AUS,Large pelagic,44832.994929398155,7558.097306752976,51432.1947164407
AUS,Medium pelagic,14404.279478890108,2484.2217170987597,18757.663039395826
AUS,Reef-associated,9823.65368833456,1732.9675528704608,13709.299288158996
AUS,Small pelagic,33.84395906278442,5.84270247454315,47.2503321979884
AUT,Benthic,0,0,0
AUT,Demersal,0,0,0
AUT,forage_fish,0,0,0
AUT,Large pelagic,0,0,0
AUT,Medium pelagic,0,0,0
AUT,Reef-associated,0,0,0
AUT,Small pelagic,0,0,0
AZE,Benthic,0,0,0
AZE,Demersal,0,0,0
AZE,forage_fish,0,0,0
AZE,Large pelagic,0,0,0
AZE,Medium pelagic,0,0,0
AZE,Reef-associated,0,0,0
AZE,Small pelagic,0,0,0
BDI,Benthic,0,0,0
BDI,Demersal,0,0,0
BDI,forage_fish,0,0,0
BDI,Large pelagic,0,0,0
BDI,Medium pelagic,0,0,0
BDI,Reef-associated,0,0,0
BDI,Small pelagic,0,0,0
BEL,Benthic,46.484128263437086,8.024795219035282,210.88480630385806
BEL,Demersal,3733.210298063113,708.8961216948222,6614.630102721652
BEL,forage_fish,3471.2447644061526,571.069069169219,4558.039622479901
BEL,Large pelagic,0,0,0
BEL,Medium pelagic,44.06428034904778,8.132164235764451,67.57766399627776
BEL,Reef-associated,18.825209764475904,3.2886998616391483,27.24906444440218
BEL,Small pelagic,0.35444556111485154,0.06442139425211169,0.554375826073597
BEN,Benthic,8.380493828961772,1.446767946914585,38.019833518990545
BEN,Demersal,3757.14337938119,662.7762801831014,5660.960562263318
BEN,forage_fish,17817.38799778855,2786.973056263032,21607.992360301392
BEN,Large pelagic,15850.344568063832,2627.922815441328,16829.564244035184
BEN,Medium pelagic,4942.780766910999,862.1288089996874,6826.978942820637
BEN,Reef-associated,3060.8408476858335,543.6310934504982,4288.042161424614
BEN,Small pelagic,0,0,0
BES,Benthic,22.23608442463017,3.838730135360896,100.87856935316098
BES,Demersal,748.4847665050203,129.5762215057488,1099.1147931683129
BES,forage_fish,1133.8337906416364,142.19567901056152,1142.5086242823882
BES,Large pelagic,190.46732549014718,34.755638280543764,257.5982148137495
BES,Medium pelagic,21.95548688035506,3.618729003512247,28.822166707981662
BES,Reef-associated,78.9357282560025,13.900958020043193,115.00440305603409
BES,Small pelagic,0.04690721461270835,0.006335000766377658,0.0501903398407594
BFA,Benthic,0,0,0
BFA,Demersal,0,0,0
BFA,forage_fish,0,0,0
BFA,Large pelagic,0,0,0
BFA,Medium pelagic,0,0,0
BFA,Reef-associated,0,0,0
BFA,Small pelagic,0,0,0
BGD,Benthic,39533.627903735956,6824.894432677962,179352.4322048178
BGD,Demersal,170576.79338704987,29466.572507120272,252561.1040008443
BGD,forage_fish,542157.0584515175,53704.13435414016,420608.3155542697
BGD,Large pelagic,5926.734192562271,982.0535260448133,6869.204581973338
BGD,Medium pelagic,4415.026431271977,775.7158806234565,6169.437880715206
BGD,Reef-associated,1617.7412451945672,279.2230794126609,2296.187970552733
BGD,Small pelagic,0,0,0
BGR,Benthic,101.74106231530716,17.564085225400298,461.56925000115837
BGR,Demersal,2477.833495257404,428.6235377295617,5419.761374160322
BGR,forage_fish,5594.7286341850095,905.7336294951425,7165.862164255277
BGR,Large pelagic,366.7293060091483,59.921387268535895,416.6798977230638
BGR,Medium pelagic,52.64604308149579,8.702215500359479,69.19287348807966
BGR,Reef-associated,29.60668329735298,5.090327545192718,42.81646871487018
BGR,Small pelagic,0,0,0
BHR,Benthic,297.36600849205576,51.335830366160515,1349.0620442918841
BHR,Demersal,27863.81212688277,4952.897568757241,43458.90687935916
BHR,forage_fish,25363.51731727679,3343.834301314869,25960.192357059343
BHR,Large pelagic,7578.188598578749,1278.9241515987997,8611.812898929864
BHR,Medium pelagic,4735.12877326393,840.3192943797677,6623.677196272222
BHR,Reef-associated,12460.380853865174,2256.703264254342,17793.324148368814
BHR,Small pelagic,0,0,0
BHS,Benthic,1744.7151015084855,301.1991819189749,7915.258820211929
BHS,Demersal,5639.721938185282,982.2665983474136,8328.75911249096
BHS,forage_fish,571.9881665290103,76.5180972520687,596.9119550095137
BHS,Large pelagic,583.9584853619191,98.59781952320206,664.536392919991
BHS,Medium pelagic,28.178184880522203,4.941938826877468,38.53150246428506
BHS,Reef-associated,410.93468222564195,75.64209363774974,594.2759874103397
BHS,Small pelagic,0,0,0
BIH,Benthic,8.912963110316486,1.5386908699192405,40.435489904431826
BIH,Demersal,220.2770190881524,37.81392670477103,329.07495375576025
BIH,forage_fish,2226.2324929317433,293.5011647755349,2308.084046519421
BIH,Large pelagic,47.5231018890579,8.33219112173603,59.55089717323336
BIH,Medium pelagic,23.946898316546548,4.1229854407110915,34.48146059807815
BIH,Reef-associated,44.44285243232889,7.66831477588366,65.19485731797461
BIH,Small pelagic,0,0,0
BLM,Benthic,0.9141365284115526,0.1578121117205635,4.147168333174574
BLM,Demersal,56.8582032050629,9.823937556399057,83.34693984646482
BLM,forage_fish,0.2392095956204085,0.04129598835118779,0.3297959892578753
BLM,Large pelagic,2.989615003718135,0.5797226365258886,4.394958141506819
BLM,Medium pelagic,0.041396140156999855,0.007146429545495019,0.0565419831948377
BLM,Reef-associated,0.45555975748795635,0.08279640057062322,0.648074172264659
BLM,Small pelagic,0,0,0
BLR,Benthic,0,0,0
BLR,Demersal,0,0,0
BLR,forage_fish,0,0,0
BLR,Large pelagic,0,0,0
BLR,Medium pelagic,0,0,0
BLR,Reef-associated,0,0,0
BLR,Small pelagic,0,0,0
BLZ,Benthic,486.07129018550074,83.91299807721725,2205.162357777566
BLZ,Demersal,10384.37759253674,1828.311414580982,15474.168009284225
BLZ,forage_fish,113.08980304428995,18.355689634435794,139.83763795898903
BLZ,Large pelagic,1696.1207708751376,292.60545615949076,2005.0799139463977
BLZ,Medium pelagic,185.72061018331863,29.886063105543844,241.07369558208165
BLZ,Reef-associated,580.9316642838406,100.97501600356001,827.3912306700212
BLZ,Small pelagic,0,0,0
BMU,Benthic,5.3297861264960025,0.9201085149751543,24.17967071593292
BMU,Demersal,29.524178999538695,4.988160185191109,42.26914630495213
BMU,forage_fish,126.16658362307874,18.199109794385198,141.78608939804124
BMU,Large pelagic,1145.0232304714418,196.55597678193448,1346.5246326787615
BMU,Medium pelagic,19.527006186648315,3.547675111257888,28.065271197145208
BMU,Reef-associated,95.4063713163305,17.44694840084324,138.59505005223744
BMU,Small pelagic,0,0,0
BOL,Benthic,0,0,0
BOL,Demersal,0,0,0
BOL,forage_fish,0,0,0
BOL,Large pelagic,0,0,0
BOL,Medium pelagic,0,0,0
BOL,Reef-associated,0,0,0
BOL,Small pelagic,0,0,0
BRA,Benthic,5807.624774334749,1002.6002694706946,26347.48399884293
BRA,Demersal,185667.07577474654,33210.03113864659,303999.9639746229
BRA,forage_fish,114483.43567700667,16068.733486138564,129895.20182078134
BRA,Large pelagic,30695.479071417518,5036.376532457505,35351.462094253606
BRA,Medium pelagic,8170.3736703644245,1341.9255538766033,10842.391611691419
BRA,Reef-associated,26662.65497943598,4623.226568012631,37276.07568633635
BRA,Small pelagic,14.113166059330176,2.481190979276035,21.0526784575964
BRB,Benthic,0,0,0
BRB,Demersal,82.09662810756252,14.173410799663305,120.27523549483594
BRB,forage_fish,971.4559489315378,167.1562964190021,1334.0450484163296
BRB,Large pelagic,659.7600984283783,117.73877911986813,824.6295282986999
BRB,Medium pelagic,86.77744772165914,14.972239164658427,118.37034917866795
BRB,Reef-associated,38.29123340292391,6.610413451260606,51.9934459813705
BRB,Small pelagic,0,0,0
BRN,Benthic,1077.7195987968323,186.05230230138693,4889.296569231536
BRN,Demersal,26118.285325736015,4529.828900341242,40225.62127171069
BRN,forage_fish,12649.233288707643,1967.622722147903,15521.319958383132
BRN,Large pelagic,6319.962575743616,1059.570157220537,7271.489357319014
BRN,Medium pelagic,7410.829943230499,1299.954385508685,10448.62385865359
BRN,Reef-associated,1630.1391597550587,286.59256327136177,2373.1930278650652
BRN,Small pelagic,0,0,0
BTN,Benthic,0,0,0
BTN,Demersal,0,0,0
BTN,forage_fish,0,0,0
BTN,Large pelagic,0,0,0
BTN,Medium pelagic,0,0,0
BTN,Reef-associated,0,0,0
BTN,Small pelagic,0,0,0
BWA,Benthic,0,0,0
BWA,Demersal,0,0,0
BWA,forage_fish,0,0,0
BWA,Large pelagic,0,0,0
BWA,Medium pelagic,0,0,0
BWA,Reef-associated,0,0,0
BWA,Small pelagic,0,0,0
CAF,Benthic,0,0,0
CAF,Demersal,0,0,0
CAF,forage_fish,0,0,0
CAF,Large pelagic,0,0,0
CAF,Medium pelagic,0,0,0
CAF,Reef-associated,0,0,0
CAF,Small pelagic,0,0,0
CAN,Benthic,10457.88689266383,1805.3990442038917,47444.35432258652
CAN,Demersal,291097.3830837619,56076.04673133078,506728.0277792536
CAN,forage_fish,194406.26784396602,32593.111008973116,267192.86639711907
CAN,Large pelagic,6878.991211470377,1134.1321044403098,7558.627342876962
CAN,Medium pelagic,4334.229780500461,664.8127847999334,4928.690627536979
CAN,Reef-associated,39.27194803135292,7.469292573058763,61.89564166423161
CAN,Small pelagic,1135.346857850833,199.564680111365,1693.0393007792647
CCK,Benthic,9.796879604655285,1.6912859410281837,44.4455588389512
CCK,Demersal,97.5626539678374,17.573655004913636,154.11617927393218
CCK,forage_fish,527.3653727589722,91.18514801518326,725.9298093057408
CCK,Large pelagic,744.5165277252836,124.33154452632557,846.7127257575696
CCK,Medium pelagic,2.551108996976235,0.47228437711311316,3.8255227002801933
CCK,Reef-associated,17.48044012835678,3.0177386907997,23.777104459001162
CCK,Small pelagic,0,0,0
CHE,Benthic,0,0,0
CHE,Demersal,0,0,0
CHE,forage_fish,0,0,0
CHE,Large pelagic,0,0,0
CHE,Medium pelagic,0,0,0
CHE,Reef-associated,0,0,0
CHE,Small pelagic,0,0,0
CHL,Benthic,6450.825344174459,1113.639306891783,29265.495643946088
CHL,Demersal,176782.98985109015,31730.10198090488,272648.7782484524
CHL,forage_fish,1457210.5417378475,224358.68041483292,1706528.9287846144
CHL,Large pelagic,19265.805735925314,3108.636118276589,21435.110511679217
CHL,Medium pelagic,185891.71539055975,32612.069750580864,274564.0297824797
CHL,Reef-associated,3432.9116362043956,592.692567239831,5040.941586896792
CHL,Small pelagic,622.3989890858396,120.84893015603141,1003.7975916627951
CHN,Benthic,178402.48088758023,30798.541979258138,809359.5390858955
CHN,Demersal,2960646.574701161,510951.7141281531,4961498.874163652
CHN,forage_fish,1365318.0198584339,191974.71165716148,1506392.4528630855
CHN,Large pelagic,398254.2899819189,65964.21134339043,462322.71710661286
CHN,Medium pelagic,473660.9399930135,84776.05189145467,655826.4692511013
CHN,Reef-associated,258701.4416501011,45202.80657552294,369391.2701296396
CHN,Small pelagic,22.37718051428068,3.869749163913105,31.441800316144068
CIV,Benthic,380.6002747872612,65.704991780575,1726.6714086330162
CIV,Demersal,175699.34666843427,30366.31027162496,257895.9506866271
CIV,forage_fish,28959.198668814646,4190.307348323796,33642.90164752086
CIV,Large pelagic,15934.916622130286,2662.2184103926747,17287.21439369176
CIV,Medium pelagic,7803.890879403311,1312.095093413892,10396.0037845741
CIV,Reef-associated,1083.3989161353563,187.2544309812102,1517.1814879589724
CIV,Small pelagic,0,0,0
CMR,Benthic,13025.27187953895,2248.619978698728,59091.824241699935
CMR,Demersal,69360.70432609692,12155.892115974557,104212.46588315815
CMR,forage_fish,369142.64867290086,43378.331987992824,368597.0016178826
CMR,Large pelagic,277.5625052040458,47.48391517758962,350.7691470258995
CMR,Medium pelagic,7846.162187145491,1461.317238172192,11574.245434178903
CMR,Reef-associated,10918.015580867745,1900.5520155380118,14991.148001876269
CMR,Small pelagic,0,0,0
COD,Benthic,61.87928304734848,10.68254032734605,280.7280916554464
COD,Demersal,4804.975143295981,843.7870950394396,7347.266455444205
COD,forage_fish,8141.318512848098,1150.980089875494,8889.799315632943
COD,Large pelagic,2122.133884771213,348.4681566324311,2306.718704990306
COD,Medium pelagic,284.708634086044,51.19421680457608,405.5580645792289
COD,Reef-associated,1153.497785539862,210.7057645058612,1705.540751169222
COD,Small pelagic,0,0,0
COG,Benthic,15.670342573310851,2.7052521981327944,71.09173134450454
COG,Demersal,11412.920310315509,2020.988902868574,17908.49928240323
COG,forage_fish,26341.65437736117,3319.5297029124827,26752.097326704108
COG,Large pelagic,1032.7684703535072,166.96495507310811,1142.5434460097583
COG,Medium pelagic,147.56919152885467,26.40165634128986,208.75987040412073
COG,Reef-associated,499.84374121451384,90.81557532576183,727.236765660035
COG,Small pelagic,0,0,0
COK,Benthic,4.270349795514542,0.737212547655928,19.373319950697
COK,Demersal,215.26006278125334,37.164311460942486,315.3686472309846
COK,forage_fish,95.31736784998557,16.45492733423918,131.31099715042205
COK,Large pelagic,3826.558112878547,642.971398041947,4334.063026510955
COK,Medium pelagic,0.35816678570915483,0.06253844762134987,0.5179816286273078
COK,Reef-associated,119.30454256794026,21.52856801759583,176.5944818971772
COK,Small pelagic,0,0,0
COL,Benthic,151.38936603436028,26.135128400824353,686.8089889023835
COL,Demersal,9466.017546135523,1668.263671335689,14315.218059710536
COL,forage_fish,5614.933817123545,755.3440094427517,5957.362745514501
COL,Large pelagic,3787.7464484890706,634.0834889769029,4332.024881354019
COL,Medium pelagic,2565.417173285435,444.98981557611773,3409.014000094459
COL,Reef-associated,3866.6561619956183,677.879197941782,5372.843661545916
COL,Small pelagic,0.21687145760387957,0.029289329188900454,0.2320507036875
COM,Benthic,31.318243087551807,5.406630107663063,142.0816496733235
COM,Demersal,7761.4651838094405,1340.0052448850229,11371.10204258339
COM,forage_fish,101.1400980528008,15.13204613747193,121.26387402125302
COM,Large pelagic,4510.05680151987,793.3162533452987,5565.107273951194
COM,Medium pelagic,2015.2498232720368,362.4752699616268,2849.5612510750952
COM,Reef-associated,2574.3223085667737,453.46510894003956,3569.093184624468
COM,Small pelagic,0,0,0
CPV,Benthic,1.7160659379056722,0.29625332879237015,7.785285998458508
CPV,Demersal,4112.64666046765,710.0258595443786,6025.189065489522
CPV,forage_fish,3636.572492570936,470.2755883880276,3609.9646498233324
CPV,Large pelagic,6848.771885283137,1167.4864460384529,7985.98000001325
CPV,Medium pelagic,486.26090759689555,77.56198097712239,547.7193159261868
CPV,Reef-associated,2.0373707202416274,0.35172183336516294,2.99974075870982
CPV,Small pelagic,0,0,0
CRI,Benthic,70.69848952078308,12.205045504653425,320.7382352976769
CRI,Demersal,6570.4521640619205,1173.871860116035,10638.286102413927
CRI,forage_fish,1207.6048519540357,183.0521024983625,1418.6411103420498
CRI,Large pelagic,3578.401147614404,667.2944071429926,4931.7540372939975
CRI,Medium pelagic,55.12976516329839,10.237626849413115,78.46993439197917
CRI,Reef-associated,835.5325782518775,144.69350767809263,1153.1654926529022
CRI,Small pelagic,0,0,0
CUB,Benthic,1109.752528565167,191.5823124631311,5034.6205419918
CUB,Demersal,5714.3727143325095,994.9396677874095,8729.730266923503
CUB,forage_fish,2901.200306169628,413.0724494446665,3300.261255865753
CUB,Large pelagic,2069.816822943788,351.8757346108256,2281.0784958413224
CUB,Medium pelagic,1.0920025559053834,0.1826529566257459,1.4546243633849052
CUB,Reef-associated,1369.658371363485,251.72000341805938,1984.3736411883337
CUB,Small pelagic,0,0,0
CUW,Benthic,4.66168698629993,0.8047711087167669,21.14870158656573
CUW,Demersal,618.9936056552382,112.34587389856627,982.1655174902194
CUW,forage_fish,2092.898079544986,260.2055907897921,2090.2001678311344
CUW,Large pelagic,275.7884622871316,49.54765224634771,345.7554389725262
CUW,Medium pelagic,80.74380197073053,13.512845564592084,107.97905250226212
CUW,Reef-associated,61.21681711843524,10.808713125434776,85.16385463721195
CUW,Small pelagic,0.09277298700740017,0.01252935073300637,0.0992663449405128
CXR,Benthic,26.093952362289304,4.504733808837281,118.38058053789122
CXR,Demersal,178.13983430077872,31.01940296375152,271.8010639779114
CXR,forage_fish,1306.3150580534993,225.71679061434278,1799.3728413731521
CXR,Large pelagic,867.26521499644,145.10734677406202,993.888063481858
CXR,Medium pelagic,670.0899899329302,107.04410904418808,757.7516683669713
CXR,Reef-associated,62.0239958666708,10.707522848994076,89.84586177872043
CXR,Small pelagic,0,0,0
CYM,Benthic,0,0,0
CYM,Demersal,90.26752767303918,15.58334966291091,132.241659979822
CYM,forage_fish,1.7799476148031539,0.22189851827026347,1.83503297583927
CYM,Large pelagic,0.9169739784918828,0.15246141606510744,1.038458641404229
CYM,Medium pelagic,0,0,0
CYM,Reef-associated,0,0,0
CYM,Small pelagic,0,0,0
CYP,Benthic,1.6208198078496456,0.2798104972784916,7.353182344191291
CYP,Demersal,897.0272030032897,157.00452294710632,1374.528552782949
CYP,forage_fish,2158.030189530275,336.715700924096,2651.5863111547187
CYP,Large pelagic,1291.1384095579592,202.69470655519427,1403.7774692934754
CYP,Medium pelagic,178.74883258812574,29.00383040582872,220.5787049244149
CYP,Reef-associated,285.2027805363847,50.228757185952794,408.72689442698663
CYP,Small pelagic,0,0,0
CZE,Benthic,0,0,0
CZE,Demersal,0,0,0
CZE,forage_fish,0,0,0
CZE,Large pelagic,0,0,0
CZE,Medium pelagic,0,0,0
CZE,Reef-associated,0,0,0
CZE,Small pelagic,0,0,0
DEU,Benthic,650.5148681109825,112.30174252045634,2951.1944632350687
DEU,Demersal,78043.21437053026,14627.52635795052,133118.24028120228
DEU,forage_fish,104817.2300028385,16288.336983150266,135682.8372979451
DEU,Large pelagic,0,0,0
DEU,Medium pelagic,352.90351299659557,64.05279508374488,523.1505453141349
DEU,Reef-associated,1131.375666805151,195.31522674435013,1662.5301855044404
DEU,Small pelagic,0,0,0
DJI,Benthic,21.595308579160363,3.7281096906349482,97.97155796875303
DJI,Demersal,7993.746541022209,1380.819449103719,11722.762370095572
DJI,forage_fish,1195.5258294953442,162.7980596303334,1285.7329093712535
DJI,Large pelagic,575.330663280748,96.94697164166811,693.0947316688174
DJI,Medium pelagic,1119.4282698763702,195.7627439555214,1549.6630088423206
DJI,Reef-associated,1628.5329724527735,284.9799559953222,2272.367498237556
DJI,Small pelagic,0,0,0
DMA,Benthic,6.578950196465818,1.1357581620907096,29.846760382418687
DMA,Demersal,653.38572970578,112.84319132074353,957.4863400736482
DMA,forage_fish,243.66359299918705,42.042528889058815,335.72333320103166
DMA,Large pelagic,372.11236061825406,70.58977608134221,518.839553646335
DMA,Medium pelagic,0.012846064567896491,0.002070739167940141,0.014865927766653741
DMA,Reef-associated,0,0,0
DMA,Small pelagic,0,0,0
DNK,Benthic,1241.3759166393509,214.30513796918123,5631.757107439986
DNK,Demersal,132593.69225677353,24302.099516984414,216446.57408529022
DNK,forage_fish,187993.78154587204,30410.064282169034,253969.4149141506
DNK,Large pelagic,0,0,0
DNK,Medium pelagic,543.122733546144,99.63461494302882,828.9265788920961
DNK,Reef-associated,416.2614625245079,71.8784376274397,607.9063559630126
DNK,Small pelagic,0.003634408527614007,5.985925089883666e-4,0.00506444724464633
DOM,Benthic,1226.426666529227,211.724371688441,5563.936760331506
DOM,Demersal,23477.447426920997,4078.2381939166376,34593.84792905996
DOM,forage_fish,889.0167442626638,127.11628215684279,1013.3958354135239
DOM,Large pelagic,1076.9210974928524,201.78492594497837,1454.8255946516736
DOM,Medium pelagic,1284.640447230737,218.31857262444217,1743.5739012370811
DOM,Reef-associated,5782.312103217052,1014.195402645517,8109.652191842545
DOM,Small pelagic,0,0,0
DZA,Benthic,140.07104504271445,24.181188172742072,635.4610983604509
DZA,Demersal,13492.828944569777,2324.1786439632533,20662.744164283802
DZA,forage_fish,83451.19543834258,10838.376146926954,86224.89971476492
DZA,Large pelagic,3060.5804723024257,509.9556665635787,3478.0556481977155
DZA,Medium pelagic,568.220459831334,98.23196823287051,774.2186605471311
DZA,Reef-associated,1689.4249748032712,292.05075543596195,2471.171623502059
DZA,Small pelagic,16.295288952922196,2.683858411873081,22.7070321377771
ECU,Benthic,266.92817361474005,46.081189676396455,1210.9745475008472
ECU,Demersal,113186.33039661286,20151.28731023968,171377.56240377112
ECU,forage_fish,142593.64172717853,22771.572179754978,172132.17270214277
ECU,Large pelagic,39904.850895924865,7206.1129317428895,51810.680694072675
ECU,Medium pelagic,92968.1207479117,15467.496078922004,117871.80490905876
ECU,Reef-associated,4738.820663042413,837.7624805987084,6751.37754536449
ECU,Small pelagic,0,0,0
EGY,Benthic,1296.2823264175756,223.78391515922834,5880.851325692303
EGY,Demersal,31935.79271509764,5646.7582855385035,49977.9745101953
EGY,forage_fish,41654.446698162334,6121.7366008935805,48106.95734887041
EGY,Large pelagic,9106.539346718295,1551.5866435674154,10544.77903963418
EGY,Medium pelagic,10421.9471317031,1846.3355694124868,14554.290868183964
EGY,Reef-associated,10335.48339614318,1845.7728150823111,14782.490746191303
EGY,Small pelagic,0,0,0
ERI,Benthic,187.67198201247845,32.39878384866273,851.4125370076644
ERI,Demersal,15691.617300213644,2766.8025161373694,25020.580461877435
ERI,forage_fish,20994.115544886055,3464.4263640367017,27486.644070705766
ERI,Large pelagic,9568.423289531138,1636.168054670832,11054.608126289515
ERI,Medium pelagic,3557.666241273196,641.4169765369568,4996.94945472892
ERI,Reef-associated,4277.226396608557,735.3695952674145,5965.936494242539
ERI,Small pelagic,0,0,0
ESH,Benthic,156.99488563302683,27.102838209657534,712.2395812133313
ESH,Demersal,52182.15715302914,9042.10922884146,77104.92124043388
ESH,forage_fish,131123.14402199918,16296.797658326923,129735.73365741057
ESH,Large pelagic,7417.287952015881,1227.901599355691,8234.507483747357
ESH,Medium pelagic,1968.801373468679,335.6701222848116,2688.6108951195065
ESH,Reef-associated,20969.719204326553,3620.59163224173,30623.182226777382
ESH,Small pelagic,234.64531635367987,38.646433820341144,326.971725068208
ESP,Benthic,893.8227996613751,154.30524777699623,4055.0109256286564
ESP,Demersal,74482.5437088247,13050.68693549116,119307.07484375747
ESP,forage_fish,257928.78648543492,34160.60041629311,267977.5242666865
ESP,Large pelagic,34258.62243375725,5694.613538227162,39546.9552637794
ESP,Medium pelagic,37871.24080344268,6637.375576572173,52397.02357413572
ESP,Reef-associated,11377.0200054742,1964.4616579319659,16639.591652412695
ESP,Small pelagic,255.7753690513654,43.34218022400257,367.17100329018444
EST,Benthic,1.8400372046339213,0.317655129056335,8.34770714193071
EST,Demersal,2595.921423401352,505.36592332137127,4855.010677927738
EST,forage_fish,46008.37249414486,7213.028681706352,61923.767199595684
EST,Large pelagic,0,0,0
EST,Medium pelagic,281.1324441041708,55.719194706271324,443.21764172676785
EST,Reef-associated,0,0,0
EST,Small pelagic,0,0,0
ETH,Benthic,0,0,0
ETH,Demersal,0,0,0
ETH,forage_fish,0,0,0
ETH,Large pelagic,0,0,0
ETH,Medium pelagic,0,0,0
