iso3c,product,tonnes,product_tonnes_to_mill_kcal,product_tonnes_to_tonnes_protein,million_kcal,tonnes_protein
CHN,chickens_eggs,29392384.632049117,1.347665156943461,0.10607382782442676,39611092.648093045,3117762.746809305
CHN,chickens_meat,16940246.632049117,1.2979377867544766,0.12379158521703051,21987386.220676806,2097059.9845488225
CHN,cows_meat,6955435.2,2.0848951665824287,0.143624929072276,14501353.229957288,998973.8872668119
CHN,cows_milk,30386000,0.6667921783456684,0.03377826275535814,20261147.13121148,1026386.2920843124
CHN,goats_meat,2714493.77,1.4085299127960191,0.15268677320339286,3823445.673143437,414467.2946220129
CHN,goats_milk,221735,0.7502654071524572,0.035507431374429806,166360.10005495007,7873.2402958091925
CHN,pigs_meat,56916792,3.2303575643687106,0.11067792825595003,183861589.57680053,6299432.621534831
CHN,sheep_meat,2882948.4,2.205370196003507,0.1340347089575894,6357968.477975997,386415.149733748
CHN,sheep_milk,1171320,0.9525121771438787,0.058559218635291344,1115696.563332168,68591.58397188946
CIV,chickens_eggs,275466.9957944391,1.347665156943461,0.10607382782442676,371237.2721200565,29219.838683211423
CIV,chickens_meat,263390.9957944391,1.2979377867544766,0.12379158521703051,341865.1261324919,32605.588901285835
CIV,cows_meat,39896.48,2.0848951665824287,0.143624929072276,83179.97831565254,5730.129110233479
CIV,cows_milk,33000,0.6667921783456684,0.03377826275535814,22004.141885407058,1114.6826709268187
CIV,goats_meat,5362.91,1.4085299127960191,0.15268677320339286,7553.819154632899,818.8454228802076
CIV,pigs_meat,7734.3,3.2303575643687106,0.11067792825595003,24984.554510096918,856.0163005099944
CIV,sheep_meat,9968.35,2.205370196003507,0.1340347089575894,21983.90199333156,1336.1048910373863
CMR,chickens_eggs,219852.38256785544,1.347665156943461,0.10607382782442676,296287.39565770276,23320.5837752927
CMR,chickens_meat,280673.3825678554,1.2979377867544766,0.12379158521703051,364296.5889710147,34745.00295630088
CMR,cows_meat,101050.56,2.0848951665824287,0.143624929072276,210679.8241244477,14513.379512713771
CMR,cows_milk,172348,0.6667921783456684,0.03377826275535814,114920.29835351926,5821.616029360464
CMR,goats_meat,19620.06,1.4085299127960191,0.15268677320339286,27635.441400852666,2995.7236514569604
CMR,goats_milk,54037,0.7502654071524572,0.035507431374429806,40542.09180629733,1918.7150691800634
CMR,pigs_meat,35929.21,3.2303575643687106,0.11067792825595003,116064.19530529191,3976.5705266729624
CMR,sheep_meat,20293.04,2.205370196003507,0.1340347089575894,44753.66560230701,2719.97171026472
CMR,sheep_milk,18377,0.9525121771438787,0.058559218635291344,17504.31627937306,1076.142760860749
COD,chickens_eggs,183927.1007804281,1.347665156943461,0.10607382782442676,247872.1451394114,19509.85162042912
COD,chickens_meat,185434.1007804281,1.2979377867544766,0.12379158521703051,240681.9263557554,22955.18128890379
COD,cows_meat,19017.54,2.0848951665824287,0.143624929072276,39649.577226288005,2731.392833629172
COD,cows_milk,7165,0.6667921783456684,0.03377826275535814,4777.565957846714,242.02125264214106
COD,goats_meat,22013.13,1.4085299127960191,0.15268677320339286,31006.152079267435,3361.1137878068034
COD,pigs_meat,26600.18,3.2303575643687106,0.11067792825595003,85928.09267656929,2944.052813635357
COD,sheep_meat,3386.62,2.205370196003507,0.1340347089575894,7468.7508131893965,453.92462604995137
COG,chickens_eggs,9962.53485690716,1.347665156943461,0.10607382782442676,13426.161101488487,1056.7642071064201
COG,chickens_meat,15317.53485690716,1.2979377867544766,0.12379158521703051,19881.207290708626,1896.181921553658
COG,cows_meat,7806.93,2.0848951665824287,0.143624929072276,16276.63062284736,1121.2697675222237
COG,cows_milk,4200,0.6667921783456684,0.03377826275535814,2800.527149051807,141.8687035725042
COG,goats_meat,1317.64,1.4085299127960191,0.15268677320339286,1855.9353542965468,201.18619984371858
COG,pigs_meat,2350.69,3.2303575643687106,0.11067792825595003,7593.569222985884,260.16949917197917
COG,sheep_meat,556.53,2.205370196003507,0.1340347089575894,1227.3546751818317,74.59433657616722
COK,chickens_eggs,36,1.347665156943461,0.10607382782442676,48.51594564996459,3.8186578016793633
COK,chickens_meat,18,1.2979377867544766,0.12379158521703051,23.362880161580577,2.2282485339065494
COK,cows_meat,3.43,2.0848951665824287,0.143624929072276,7.151190421377731,0.49263350671790673
COK,goats_meat,2.41,1.4085299127960191,0.15268677320339286,3.3945570898384063,0.3679751234201768
COK,pigs_meat,589.87,3.2303575643687106,0.11067792825595003,1905.4910164941714,65.28558954033724
COL,chickens_eggs,878390.8173016503,1.347665156943461,0.10607382782442676,1183776.6986565236,93174.27631701276
COL,chickens_meat,1642959.8173016503,1.2979377867544766,0.12379158521703051,2132459.628995043,203384.60023165413
COL,cows_meat,882592.86,2.0848951665824287,0.143624929072276,1840113.5878741622,126762.33691719722
COL,cows_milk,7100000,0.6667921783456684,0.03377826275535814,4734224.4662542455,239825.6655630428
COL,goats_meat,5442.32,1.4085299127960191,0.15268677320339286,7665.670515008031,830.970279540289
COL,pigs_meat,368432.43,3.2303575643687106,0.11067792825595003,1190168.4872092453,40777.33805470533
COL,sheep_meat,3604.97,2.205370196003507,0.1340347089575894,7950.293395486762,483.191104750841
COM,chickens_eggs,1060,1.347665156943461,0.10607382782442676,1428.5250663600686,112.43825749389237
COM,chickens_meat,596,1.2979377867544766,0.12379158521703051,773.570920905668,73.77978478935019
COM,cows_meat,1510.56,2.0848951665824287,0.143624929072276,3149.3592428327534,216.95407285941724
COM,cows_milk,13375,0.6667921783456684,0.03377826275535814,8918.345385373315,451.7842643529151
COM,goats_meat,465.24,1.4085299127960191,0.15268677320339286,655.30445662922,71.0359943651465
COM,sheep_meat,112.85,2.205370196003507,0.1340347089575894,248.87602661899575,15.125816905863964
CPV,chickens_eggs,3529.60891588976,1.347665156943461,0.10607382782442676,4756.730953581612,374.39912843165195
CPV,chickens_meat,1827.6089158897598,1.2979377867544766,0.12379158521703051,2372.122671342703,226.24260485477197
CPV,cows_meat,795.3199999999999,2.0848951665824287,0.143624929072276,1658.1588238863371,114.22777858976254
CPV,cows_milk,4649,0.6667921783456684,0.03377826275535814,3099.9168371290125,157.03514354966
CPV,goats_meat,1091.12,1.4085299127960191,0.15268677320339286,1536.8751584499923,166.599591977686
CPV,goats_milk,5433,0.7502654071524572,0.035507431374429806,4076.1919570592995,192.91187465727714
CPV,pigs_meat,3068.15,3.2303575643687106,0.11067792825595003,9911.22156111786,339.57648557849313
CPV,sheep_meat,62.43,2.205370196003507,0.1340347089575894,137.68126133649895,8.367786880222306
CRI,chickens_eggs,79787.23941579208,1.347665156943461,0.10607382782442676,107526.48252936894,8463.337896377045
CRI,chickens_meat,145674.23941579208,1.2979377867544766,0.12379158521703051,189076.0998944749,18033.24502256613
CRI,cows_meat,85535.41,2.0848951665824287,0.143624929072276,178332.36288064634,12285.017194418047
CRI,cows_milk,1144352,0.6667921783456684,0.03377826275535814,763044.9628742223,38654.2225406196
CRI,goats_meat,26.57,1.4085299127960191,0.15268677320339286,37.424639782990226,4.056887564014148
CRI,goats_milk,27,0.7502654071524572,0.035507431374429806,20.25716599311634,0.9587006471096048
CRI,pigs_meat,63512.42,3.2303575643687106,0.11067792825595003,205167.82637836257,7029.4230641217655
CRI,sheep_meat,18,2.205370196003507,0.1340347089575894,39.69666352806313,2.412624761236609
CUB,chickens_eggs,125419.87772734626,1.347665156943461,0.10607382782442676,169023.99920125378,13303.766515811183
CUB,chickens_meat,43111.87772734627,1.2979377867544766,0.12379158521703051,55956.53516026143,5336.887685550985
CUB,cows_meat,100260,2.0848951665824287,0.143624929072276,209031.5894015543,14399.835388786392
CUB,cows_milk,536400,0.6667921783456684,0.03377826275535814,357667.32446461654,18118.660141974105
CUB,goats_meat,4204.87,1.4085299127960191,0.15268677320339286,5922.685174418597,642.0280320397505
CUB,goats_milk,4700,0.7502654071524572,0.035507431374429806,3526.247413616549,166.8849274598201
CUB,pigs_meat,242110,3.2303575643687106,0.11067792825595003,782101.8699093085,26796.233210048063
CUB,sheep_meat,12062.72,2.205370196003507,0.1340347089575894,26602.763170735423,1616.8231644368927
CUW,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
CUW,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
CXR,chickens_eggs,4.324208598568607,1.347665156943461,0.10607382782442676,5.8275852596462245,0.4586853583614721
CXR,chickens_meat,4.324208598568607,1.2979377867544766,0.12379158521703051,5.612553737890814,0.5353006372259218
CYM,chickens_eggs,7.131721246246779,1.347665156943461,0.10607382782442676,9.61117223260018,0.7564889715661871
CYM,chickens_meat,0.13172124624677925,1.2979377867544766,0.12379158521703051,0.17096598282208605,0.016305981879651633
CYP,chickens_eggs,9841.909322042506,1.347665156943461,0.10607382782442676,13263.598271113726,1043.9689948899575
CYP,chickens_meat,25306.909322042506,1.2979377867544766,0.12379158521703051,32846.79387504808,3132.782421919289
CYP,cows_meat,5957.6,2.0848951665824287,0.143624929072276,12420.971444431478,855.6598774409915
CYP,cows_milk,216368,0.6667921783456684,0.03377826275535814,144272.49004429558,7308.53515585133
CYP,goats_meat,2431.33,1.4085299127960191,0.15268677320339286,3424.601032878345,371.23193229260517
CYP,goats_milk,30356,0.7502654071524572,0.035507431374429806,22775.056699519988,1077.863586802191
CYP,pigs_meat,45300.17,3.2303575643687106,0.11067792825595003,146335.74682668853,5013.72896524234
CYP,sheep_meat,3641.06,2.205370196003507,0.1340347089575894,8029.885205860529,488.02841739712045
CYP,sheep_milk,32294,0.9525121771438787,0.058559218635291344,30760.42824868442,1891.1114066080986
CZE,chickens_eggs,92843.53645563987,1.347665156943461,0.10607382782442676,125121.99912867584,9848.269300606433
CZE,chickens_meat,160402.53645563987,1.2979377867544766,0.12379158521703051,208192.51315703747,19856.48426067619
CZE,cows_meat,77296.17,2.0848951665824287,0.143624929072276,161154.41122833372,11101.656933808588
CZE,cows_milk,3079213,0.6667921783456684,0.03377826275535814,2053195.1438603005,104010.46579371461
CZE,goats_meat,292.89,1.4085299127960191,0.15268677320339286,412.54432615882604,44.72042900354173
CZE,goats_milk,10858,0.7502654071524572,0.035507431374429806,8146.38179086138,385.5396898635588
CZE,pigs_meat,231125.23,3.2303575643687106,0.11067792825595003,746617.1350469581,25580.46162407995
CZE,sheep_meat,4121.11,2.205370196003507,0.1340347089575894,9088.573168452012,552.3717794322112
CZE,sheep_milk,2631,0.9525121771438787,0.058559218635291344,2506.059538065545,154.06930422945152
DEU,chickens_eggs,893538.7421719237,1.347665156943461,0.10607382782442676,1204191.0292041884,94781.0746915995
DEU,chickens_meat,1076903.7421719239,1.2979377867544766,0.12379158521703051,1397754.0596622403,133311.62136961476
DEU,cows_meat,1237837.01,2.0848951665824287,0.143624929072276,2580760.3991658455,177784.2527642882
DEU,cows_milk,32598198,0.6667921783456684,0.03377826275535814,21736223.45456341,1101110.4973951902
DEU,goats_meat,435.91,1.4085299127960191,0.15268677320339286,613.9922742869128,66.55769130709098
DEU,goats_milk,28284,0.7502654071524572,0.035507431374429806,21220.5067759001,1004.2921889943726
DEU,pigs_meat,5798725.83,3.2303575643687106,0.11067792825595003,18731957.84864073,641790.9613886643
DEU,sheep_meat,32514.9,2.205370196003507,0.1340347089575894,71707.39138603443,4358.125158285124
DJI,chickens_eggs,108.16333400676302,1.347665156943461,0.10607382782442676,145.76795649975227,11.473298868349344
DJI,chickens_meat,108.16333400676302,1.2979377867544766,0.12379158521703051,140.3892783487232,13.38971057905634
DJI,cows_meat,7525.95,2.0848951665824287,0.143624929072276,15690.816778941029,1080.9140349514955
DJI,cows_milk,8850,0.6667921783456684,0.03377826275535814,5901.110778359165,298.93762538491956
DJI,goats_meat,2887.54,1.4085299127960191,0.15268677320339286,4067.186464395017,440.889165095725
DJI,sheep_meat,2627.63,2.205370196003507,0.1340347089575894,5794.896888124696,352.19362229823065
DMA,chickens_eggs,436.2052604629636,1.347665156943461,0.10607382782442676,587.8586308013831,46.269961694457635
DMA,chickens_meat,468.2052604629636,1.2979377867544766,0.12379158521703051,607.7012995121022,57.95987139966293
DMA,cows_meat,641.75,2.0848951665824287,0.143624929072276,1337.9814731542735,92.17129823213313
DMA,cows_milk,6964,0.6667921783456684,0.03377826275535814,4643.540729999235,235.23182182831408
DMA,goats_meat,52.05,1.4085299127960191,0.15268677320339286,73.3139819610328,7.947346545236598
DMA,pigs_meat,443.02,3.2303575643687106,0.11067792825595003,1431.113008166626,49.03253577595098
DMA,sheep_meat,30.87,2.205370196003507,0.1340347089575894,68.07977795062827,4.1376514655207846
DNK,chickens_eggs,92556.99748188243,1.347665156943461,0.10607382782442676,124735.8405376366,9817.875014839097
DNK,chickens_meat,156369.99748188243,1.2979377867544766,0.12379158521703051,202958.52844643756,19357.289868665295
DNK,cows_meat,135295.98,2.0848951665824287,0.143624929072276,282077.934760033,19431.875531264075
DNK,cows_milk,5557160,0.6667921783456684,0.03377826275535814,3705470.8218154144,187711.21065356606
DNK,pigs_meat,1600249.85,3.2303575643687106,0.11067792825595003,5169379.207827395,177112.33808989482
DNK,sheep_meat,1908.47,2.205370196003507,0.1340347089575894,4208.882857966813,255.80122100429065
DOM,chickens_eggs,212728.65204570498,1.347665156943461,0.10607382782442676,286686.9922455459,22564.9424104185
DOM,chickens_meat,416485.652045705,1.2979377867544766,0.12379158521703051,540572.4654311974,51557.41908688641
DOM,cows_meat,76028.42,2.0848951665824287,0.143624929072276,158511.28538089886,10919.57642997721
DOM,cows_milk,847686,0.6667921783456684,0.03377826275535814,565230.3944931263,28633.36044203852
DOM,goats_meat,1067.03,1.4085299127960191,0.15268677320339286,1502.9436728507362,162.92136761121628
DOM,pigs_meat,80461.78,3.2303575643687106,0.11067792825595003,259920.31966557103,8905.343114186035
DOM,sheep_meat,1112.5,2.205370196003507,0.1340347089575894,2453.4743430539015,149.1136137153182
DZA,chickens_eggs,403179.40503842366,1.347665156943461,0.10607382782442676,543350.8361674785,42766.78279240057
DZA,chickens_meat,289193.40503842366,1.2979377867544766,0.12379158521703051,375355.0480795625,35799.71004401724
DZA,cows_meat,191234.69,2.0848951665824287,0.143624929072276,398704.2808638891,27466.06878740869
DZA,cows_milk,2666000,0.6667921783456684,0.03377826275535814,1777667.947469552,90052.8485057848
DZA,goats_meat,22849.18,1.4085299127960191,0.15268677320339286,32183.753512860545,3488.7675645435
DZA,goats_milk,399830,0.7502654071524572,0.035507431374429806,299978.61774176697,14196.93628643827
DZA,pigs_meat,125.56,3.2303575643687106,0.11067792825595003,405.60369578213533,13.896720671817086
DZA,sheep_meat,366250.92,2.205370196003507,0.1340347089575894,807718.8632268647,49090.335467649355
DZA,sheep_milk,515828,0.9525121771438787,0.058559218635291344,491332.4513117727,30206.484630205065
ECU,chickens_eggs,226991.0282242553,1.347665156943461,0.10607382782442676,305907.8996765986,24077.80724554925
ECU,chickens_meat,414491.0282242553,1.2979377867544766,0.12379158521703051,537983.5678029772,51310.5014421175
ECU,cows_meat,259795.19,2.0848951665824287,0.143624929072276,541645.7359323637,37313.06573706847
ECU,cows_milk,1850000,0.6667921783456684,0.03377826275535814,1233565.5299394866,62489.78609741256
ECU,goats_meat,528,1.4085299127960191,0.15268677320339286,743.7037939562981,80.61861625139143
ECU,goats_milk,1200,0.7502654071524572,0.035507431374429806,900.3184885829486,42.608917649315764
ECU,pigs_meat,230734.47,3.2303575643687106,0.11067792825595003,745354.8405251054,25537.213116834657
ECU,sheep_meat,5845.74,2.205370196003507,0.1340347089575894,12892.02076958554,783.5320595417386
ECU,sheep_milk,4300,0.9525121771438787,0.058559218635291344,4095.8023617186786,251.8046401317528
EGY,buffaloes_milk,2351119,1.0733332764111474,0.041995432670972443,2523534.2595025003,98736.25966594406
EGY,chickens_eggs,576126.529782953,1.347665156943461,0.10607382782442676,776425.6501792349,61111.94632528143
EGY,chickens_meat,1183899.529782953,1.2979377867544766,0.12379158521703051,1536627.9354261516,146556.79952952877
EGY,cows_meat,441354.96,2.0848951665824287,0.143624929072276,920178.8228511811,63389.574825697215
EGY,cows_milk,2961482,0.6667921783456684,0.03377826275535814,1974693.0339114866,100033.71714126354
EGY,goats_meat,38909.89,1.4085299127960191,0.15268677320339286,54805.7439686027,5941.025549798964
EGY,goats_milk,16269,0.7502654071524572,0.035507431374429806,12206.067908963325,577.6704010305986
EGY,pigs_meat,526.02,3.2303575643687106,0.11067792825595003,1699.2326860092292,58.21880382119483
EGY,sheep_meat,67719.67,2.205370196003507,0.1340347089575894,149346.94190119283,9076.786259153998
EGY,sheep_milk,94552,0.9525121771438787,0.058559218635291344,90061.93137330802,5536.8912404040675
ERI,chickens_eggs,2644.59017175024,1.347665156943461,0.10607382782442676,3564.022028862922,280.52180254440617
ERI,chickens_meat,1722.5901717502402,1.2979377867544766,0.12379158521703051,2235.8148750065207,213.24216804023908
ERI,cows_meat,28109.21,2.0848951665824287,0.143624929072276,58604.75606545047,4037.1832925277113
ERI,cows_milk,120000,0.6667921783456684,0.03377826275535814,80015.06140148021,4053.3915306429767
ERI,goats_meat,8318.78,1.4085299127960191,0.15268677320339286,11717.250467969268,1270.1676751889206
ERI,goats_milk,18696,0.7502654071524572,0.035507431374429806,14026.962052122339,663.8469369763396
ERI,sheep_meat,8244.23,2.205370196003507,0.1340347089575894,18181.57913099799,1105.0129686294272
ERI,sheep_milk,13542,0.9525121771438787,0.058559218635291344,12898.919902882406,793.0089387591154
ESH,chickens_eggs,0.8261346417951717,1.347665156943461,0.10607382782442676,1.11335287169132,0.08763126375357552
ESH,chickens_meat,0.8261346417951717,1.2979377867544766,0.12379158521703051,1.0722713685328276,0.10226851691052798
ESH,goats_meat,849.4300000000001,1.4085299127960191,0.15268677320339286,1196.4475638263227,129.696725762158
ESH,goats_milk,6215,0.7502654071524572,0.035507431374429806,4662.899505452521,220.67868599208126
ESH,sheep_meat,87.55,2.205370196003507,0.1340347089575894,193.08016066010703,11.734738769236952
ESP,chickens_eggs,881889.9759196241,1.347665156943461,0.10607382782442676,1188492.3928045852,93545.44546578606
ESP,chickens_meat,1348660.975919624,1.2979377867544766,0.12379158521703051,1750478.0421672494,166952.8801294377
ESP,cows_meat,735487.3200000001,2.0848951665824287,0.143624929072276,1533413.9585506641,105634.31416855837
ESP,cows_milk,7018786,0.6667921783456684,0.03377826275535814,4680071.6062820805,237082.39773162914
ESP,goats_meat,13734.73,1.4085299127960191,0.15268677320339286,19345.778049176868,2097.111604519836
ESP,goats_milk,523662,0.7502654071524572,0.035507431374429806,392885.48364027,18593.89252839666
ESP,pigs_meat,4619837.79,3.2303575643687106,0.11067792825595003,14923727.951082926,511314.07547574677
ESP,sheep_meat,140955.87,2.205370196003507,0.1340347089575894,310859.87464974483,18892.979011313808
ESP,sheep_milk,544106,0.9525121771438787,0.058559218635291344,518267.5906570473,31862.422214773833
EST,chickens_eggs,13523.043173541937,1.347665156943461,0.10607382782442676,18224.534100824592,1434.440953252577
EST,chickens_meat,21288.043173541937,1.2979377867544766,0.12379158521703051,27630.555641000767,2635.2806106213416
EST,cows_meat,14196.49,2.0848951665824287,0.143624929072276,29598.193383435784,2038.9698693252756
EST,cows_milk,790028,0.6667921783456684,0.03377826275535814,526784.4910740717,26685.773368090082
EST,goats_meat,17.9,1.4085299127960191,0.15268677320339286,25.21268543904874,2.733093240340732
EST,goats_milk,618,0.7502654071524572,0.035507431374429806,463.66402162021853,21.94359258939762
EST,pigs_meat,40269.47,3.2303575643687106,0.11067792825595003,130084.78702761886,4456.941511565133
EST,sheep_meat,703.64,2.205370196003507,0.1340347089575894,1551.7866847159078,94.3121826109182
ETH,chickens_eggs,225097.9006074616,1.347665156943461,0.10607382782442676,303356.5975497983,23876.99595267581
ETH,chickens_meat,241226.9006074616,1.2979377867544766,0.12379158521703051,313097.5094800908,29861.860423188733
ETH,cows_meat,481462.73,2.0848951665824287,0.143624929072276,1003799.3186665808,69150.05044719437
ETH,cows_milk,3100000,0.6667921783456684,0.03377826275535814,2067055.752871572,104712.61454161024
ETH,goats_meat,112254.88,1.4085299127960191,0.15268677320339286,158114.3563373276,17139.83540353408
ETH,goats_milk,79128,0.7502654071524572,0.035507431374429806,59367.00113715963,2809.632029795882
ETH,pigs_meat,2123.36,3.2303575643687106,0.11067792825595003,6859.2120378779455,235.0090857415541
ETH,sheep_meat,131650.88,2.205370196003507,0.1340347089575894,290338.9270296342,17645.787384810526
ETH,sheep_milk,81854,0.9525121771438787,0.058559218635291344,77966.93174793504,4793.306282173137
FIN,chickens_eggs,75011.01699636126,1.347665156943461,0.10607382782442676,101089.73399288981,7956.705701807173
FIN,chickens_meat,122261.01699636126,1.2979377867544766,0.12379158521703051,158687.1938066086,15134.88510422587
FIN,cows_meat,92867.08,2.0848951665824287,0.143624929072276,193618.12622662375,13338.027778149382
FIN,cows_milk,2405761,0.6667921783456684,0.03377826275535814,1604142.6177690534,81262.42718459315
FIN,goats_meat,0,1.4085299127960191,0.15268677320339286,0,0
FIN,pigs_meat,188601.09,3.2303575643687106,0.11067792825595003,609248.957729684,20873.977908013974
FIN,sheep_meat,1449,2.205370196003507,0.1340347089575894,3195.5814140090815,194.21629327954705
FJI,chickens_eggs,17352.090958837885,1.347665156943461,0.10607382782442676,23384.80838533947,1840.602708761562
FJI,chickens_meat,42280.090958837885,1.2979377867544766,0.12379158521703051,54876.927682892,5233.919482914782
FJI,cows_meat,4804.39,2.0848951665824287,0.143624929072276,10016.649489376956,690.0301729855521
FJI,cows_milk,14444,0.6667921783456684,0.03377826275535814,9631.146224024835,487.89322723839297
FJI,goats_meat,202.8,1.4085299127960191,0.15268677320339286,285.6498663150327,30.964877605648073
FJI,pigs_meat,4604.51,3.2303575643687106,0.11067792825595003,14874.213708711372,509.6176274338045
FJI,sheep_meat,98.11,2.205370196003507,0.1340347089575894,216.36886992990406,13.150145295829097
FLK,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
FLK,chickens_meat,9,1.2979377867544766,0.12379158521703051,11.681440080790289,1.1141242669532747
FLK,cows_meat,164.31,2.0848951665824287,0.143624929072276,342.5691248211589,23.59901209586567
FLK,cows_milk,1490,0.6667921783456684,0.03377826275535814,993.5203457350459,50.329611505483626
FLK,sheep_meat,940.87,2.205370196003507,0.1340347089575894,2074.96665631382,126.10923661692713
FRA,chickens_eggs,980849.0416420416,1.347665156943461,0.10607382782442676,1321856.0776423654,104042.41236489192
FRA,chickens_meat,1264738.0416420416,1.2979377867544766,0.12379158521703051,1641551.2945930625,156563.9270591511
FRA,cows_meat,1625654.22,2.0848951665824287,0.143624929072276,3389318.625812328,233484.47204354618
FRA,cows_milk,25539489,0.6667921783456684,0.03377826275535814,17029531.504145235,862679.5700795789
FRA,goats_meat,13380.13,1.4085299127960191,0.15268677320339286,18846.313342099398,2042.9688747419127
FRA,goats_milk,648897,0.7502654071524572,0.035507431374429806,486844.971905008,23040.66569657338
FRA,pigs_meat,2423249,3.2303575643687106,0.11067792825595003,7827960.737498914,268200.1789683027
FRA,sheep_meat,109818.49,2.205370196003507,0.1340347089575894,242190.42481610918,14719.489345311942
FRA,sheep_milk,320679,0.9525121771438787,0.058559218635291344,305450.65245432185,18778.711672746595
FRO,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
FRO,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
FRO,cows_meat,111.07,2.0848951665824287,0.143624929072276,231.56930615231033,15.952420872057695
FRO,sheep_meat,639.44,2.205370196003507,0.1340347089575894,1410.2019181324827,85.70715429584098
FSM,chickens_eggs,284.4524192259729,1.347665156943461,0.10607382782442676,383.34661419911794,30.17295694121751
FSM,chickens_meat,193.45241922597287,1.2979377867544766,0.12379158521703051,251.08920485245838,23.94778164005273
FSM,cows_meat,339.21,2.0848951665824287,0.143624929072276,707.2172894564256,48.71901219060674
FSM,goats_meat,19.03,1.4085299127960191,0.15268677320339286,26.804324240508247,2.9056292940605664
FSM,pigs_meat,1079.18,3.2303575643687106,0.11067792825595003,3486.1372763154254,119.44140661525617
GAB,chickens_eggs,4621.843859789552,1.347665156943461,0.10607382782442676,6228.697930671458,490.25666981470096
GAB,chickens_meat,6021.843859789552,1.2979377867544766,0.12379158521703051,7815.978691556285,745.4535973327903
GAB,cows_meat,1419.22,2.0848951665824287,0.143624929072276,2958.9249183171146,203.83537183795556
GAB,cows_milk,14000,0.6667921783456684,0.03377826275535814,9335.090496839357,472.89567857501396
GAB,goats_meat,415.94,1.4085299127960191,0.15268677320339286,585.8639319283762,63.508536446219225
GAB,pigs_meat,3883.71,3.2303575643687106,0.11067792825595003,12545.771976314405,429.8409767469157
GAB,sheep_meat,988.84,2.205370196003507,0.1340347089575894,2180.758264616108,132.5388816056227
GBR,chickens_eggs,764992.1627795063,1.347665156943461,0.10607382782442676,1030953.283112761,81145.6469617092
GBR,chickens_meat,1672992.1627795063,1.2979377867544766,0.12379158521703051,2171439.7450156175,207102.35188614344
GBR,cows_meat,990472.22,2.0848951665824287,0.143624929072276,2065030.744112168,142256.50234555974
GBR,cows_milk,15267000,0.6667921783456684,0.03377826275535814,10179916.186803319,515692.73748605273
GBR,pigs_meat,932703.95,3.2303575643687106,0.11067792825595003,3012967.2601990756,103229.7408621412
GBR,sheep_meat,341798.04,2.205370196003507,0.1340347089575894,753791.2104684145,45812.8008136745
GEO,buffaloes_milk,6171,1.0733332764111474,0.041995432670972443,6623.539648733191,259.15381501257093
GEO,chickens_eggs,44356.77805749752,1.347665156943461,0.10607382782442676,59778.08426236366,4705.093238517303
GEO,chickens_meat,26849.778057497515,1.2979377867544766,0.12379158521703051,34849.34150679723,3323.77658846306
GEO,cows_meat,27004.76,2.0848951665824287,0.143624929072276,56302.0935987185,3878.556739613836
GEO,cows_milk,518100,0.6667921783456684,0.03377826275535814,345465.0276008908,17500.51793355105
GEO,goats_meat,27.42,1.4085299127960191,0.15268677320339286,38.621890208866844,4.186671321237032
GEO,goats_milk,3099,0.7502654071524572,0.035507431374429806,2325.0724967654646,110.03752982935796
GEO,pigs_meat,18157.14,3.2303575643687106,0.11067792825595003,58654.05454630169,2009.5946382532406
GEO,sheep_meat,7816.67,2.205370196003507,0.1340347089575894,17238.651049994733,1047.7050884675202
GEO,sheep_milk,7210,0.9525121771438787,0.058559218635291344,6867.6127972073655,422.21196636045056
GGY,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
GGY,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
GHA,chickens_eggs,461535.1563201856,1.347665156943461,0.10607382782442676,621994.8488771677,48956.80070642725
GHA,chickens_meat,473259.1563201856,1.2979377867544766,0.12379158521703051,614260.9419155126,58585.50117935022
GHA,cows_meat,26717.91,2.0848951665824287,0.143624929072276,55704.04142018434,3837.3579287094535
GHA,cows_milk,45213,0.6667921783456684,0.03377826275535814,30147.674759542704,1527.2165939580077
GHA,goats_meat,28126.53,1.4085299127960191,0.15268677320339286,39617.058848154615,4294.549107108425
GHA,pigs_meat,29023.4,3.2303575643687106,0.11067792825595003,93755.95973369884,3212.2497829437402
GHA,sheep_meat,25032.09,2.205370196003507,0.1340347089575894,55205.02522967743,3355.168897750184
GIB,chickens_eggs,0,1.347665156943461,0.10607382782442676,0,0
GIB,chickens_meat,0,1.2979377867544766,0.12379158521703051,0,0
GIN,chickens_eggs,116639.21657427904,1.347665156943461,0.10607382782442676,157190.6081103381,12372.368176476099
GIN,chickens_meat,106128.21657427904,1.2979377867544766,0.12379158521703051,137747.8225326195,13137.780165986334
GIN,cows_meat,97255.81,2.0848951665824287,0.143624929072276,202768.16819105903,13968.35881311675
GIN,cows_milk,202533,0.6667921783456684,0.03377826275535814,135047.42025688326,6841.21289063095
GIN,goats_meat,17202.41,1.4085299127960191,0.15268677320339286,24230.109057181366,2626.5804742217774
GIN,goats_milk,35890,0.7502654071524572,0.035507431374429806,26927.025462701688,1274.3617120282856
