iso3c,product,cumulative_pressure,tonnes,pressure_per_tonne,plot_names
AFG,bana,2.991223875097502e-7,495,6.042876515348489e-4,banana
AFG,barl,2.756760150008585e-4,89223.49950434268,0.0030897243050575576,barley
AFG,maiz,6.15106418378222e-4,174405.6559126228,0.003526871965014656,maize
AFG,ocer,3.485942529589678e-8,20.600000739097595,0.0016922050507374804,other cereals
AFG,pota,8.060932368722912e-5,547134.0653067231,1.47330113035531e-4,potato
AFG,rice,7.289358580006243e-4,333931.45344668627,0.0021828906815362405,rice
AFG,sorg,1.8425267392152484e-9,2.000000067055226,9.212633387198636e-4,sorghum
AFG,soyb,2.021113925983604e-8,0.20000000298023224,0.10105569479333301,soybean
AFG,spis,1.36269293120702e-4,18847.993294386193,0.007229909889732894,spices
AFG,sugb,2.1739898536805925e-6,2474.1646463302895,8.786763067304676e-4,sugarbeet
AFG,sugc,5.780257266838442e-6,37485.994535148144,1.5419778342598529e-4,sugarcane
AFG,tnut,2.456687687659455e-4,37805.99623676017,0.006498142972544463,tree nuts
AFG,vege,3.626435594738664e-4,609325.5545635521,5.951556713120638e-4,vegetables
AFG,whea,0.0031260779527134716,4092846.151596278,7.637907306860897e-4,wheat
AFG,xfru,0.0017456702717688149,2563057.4210582227,6.810890218167921e-4,other fruits
AFG,xmil,4.512147322489825e-6,13021.647285014393,3.465112534327747e-4,millet
AFG,xoil,2.8791172500985225e-4,92444.44836840034,0.0031144295854575858,other oil crops
AFG,xpul,1.3834610622979316e-4,39602.8882906884,0.003493333749152879,pulses
AGO,bana,6.612178508418503e-4,4413958.762603492,1.4980154695687354e-4,banana
AGO,cass,5.705844885183898e-4,8271136.202451028,6.898501905328382e-5,cassava
AGO,coco,1.469604262480787e-6,484.9333431571722,0.0030305283874952522,cocoa
AGO,maiz,9.276175215195972e-4,2750496.0328606367,3.372546298693746e-4,maize
AGO,oilp,1.3961633791701474e-5,280448.19191503525,4.9783290440793073e-5,oilpalm
AGO,orts,5.4159219013811033e-8,501.9999876022339,1.0788689313021414e-4,other roots
AGO,plnt,2.0173752477970206e-8,54.5,3.7016059592605885e-4,plantain
AGO,pota,8.050541613027586e-5,802756.1244341135,1.0028626836952069e-4,potato
AGO,rice,8.28386000387267e-5,65380.52197396755,0.0012670226167926647,rice
AGO,sorg,1.0453574180894939e-4,79829.8673248291,0.0013094815926925152,sorghum
AGO,soyb,9.024341484250313e-6,15075.83331477642,5.985965283527776e-4,soybean
AGO,sugc,4.406847147825498e-5,567045.8270800114,7.771589062771963e-5,sugarcane
AGO,swpo,1.6047852055344248e-4,1319752.43290174,1.2159744248441983e-4,sweet potato
AGO,tnut,6.319388180759221e-6,2343.9931594356894,0.002695992586548588,tree nuts
AGO,vege,2.290563795890167e-4,813913.196296975,2.814260545610323e-4,vegetables
AGO,whea,3.009759522673477e-6,2824.03163780272,0.0010657669278150387,wheat
AGO,xfru,2.1581444266673044e-4,942841.8627352118,2.2889781542012402e-4,other fruits
AGO,xmil,9.738608788664664e-5,74637.50211149454,0.0013047876085291541,millet
AGO,xoil,1.9482642142493967e-4,201328.56118105352,9.677038383527387e-4,other oil crops
AGO,xpul,3.780247212269257e-4,320769.37366625667,0.001178493809762026,pulses
AGO,yams,9.442853322587072e-9,49.700000286102295,1.8999704765047245e-4,yams
ALA,barl,8.343477333151571e-7,2604.199998855591,3.2038542880032605e-4,barley
ALA,ocer,4.921963780064701e-6,20859.79995727539,2.3595450532343384e-4,other cereals
ALA,pota,2.1300106173659917e-6,23574.499706864357,9.03523147405661e-5,potato
ALA,sugb,2.9085857676229304e-7,7249.999943256378,4.011842469500107e-5,sugarbeet
ALA,vege,3.604081015754371e-7,4307.000099182129,8.367961301971557e-5,vegetables
ALA,whea,3.0950550470428687e-6,5475.100006103516,5.652965322263653e-4,wheat
ALA,xfru,9.563251679014944e-7,4312.699939727783,2.2174627988652914e-4,other fruits
ALA,xoil,3.6145827424761324e-7,410.7999975681305,8.798886961718299e-4,other oil crops
ALA,xpul,2.4739903304213565e-8,64.5999996215105,3.829706416279246e-4,pulses
ALB,barl,2.005485369655987e-6,8458.987869292498,2.370833722242616e-4,barley
ALB,maiz,2.0548455239382537e-4,347235.2759361267,5.917732633582536e-4,maize
ALB,ocer,1.7442826429562967e-5,37660.1584559083,4.6316391498948825e-4,other cereals
ALB,pota,1.906578541351535e-5,255155.69141872227,7.47221639756705e-5,potato
ALB,soyb,2.384012543829928e-7,533.3999839574099,4.4694649710006043e-4,soybean
ALB,spis,1.1770731383680867e-6,359.2849278789945,0.0032761550708982692,spices
ALB,sugb,1.817160355377117e-6,31521.74040490389,5.764784342600634e-5,sugarbeet
ALB,tnut,3.679058215019044e-5,13841.402236521244,0.0026580097537456586,tree nuts
ALB,vege,1.3600492691486502e-4,841226.7423079014,1.6167451660147676e-4,vegetables
ALB,whea,5.560482718906116e-5,285912.62757892907,1.9448188651167877e-4,wheat
ALB,xfru,1.344701427306017e-4,748417.0767285228,1.79672734511079e-4,other fruits
ALB,xmil,1.2989935980208215e-10,0.30000001192092896,4.329978488011519e-4,millet
ALB,xoil,4.520371805761569e-5,110598.98827840388,4.087172835960055e-4,other oil crops
ALB,xpul,2.7521326167277895e-5,24280.857895746827,0.001133457733884217,pulses
AND,bana,7.685149317474283e-10,9,8.539054797193647e-5,banana
AND,ocer,5.77392779083319e-10,0.4000000059604645,0.0014434819261987407,other cereals
AND,pota,3.17508876166611e-10,2.0999999046325684,1.5119470980269628e-4,potato
AND,rice,2.1099403652440916e-10,0.30000001192092896,7.033134271341992e-4,rice
AND,vege,3.1248433781998985e-9,7.199999809265137,4.340060362472195e-4,vegetables
AND,xfru,2.5138084397247742e-8,95.8000030517578,2.6240170768748733e-4,other fruits
ARE,bana,2.225046882975049e-7,1307.1545317173004,1.7022064560735976e-4,banana
ARE,barl,4.8082161442442566e-8,138.5890909433365,3.4694044902929216e-4,barley
ARE,maiz,1.016029130337749e-6,12925.86015510559,7.86043727957576e-5,maize
ARE,ocer,2.0855260312147182e-7,66.39999961853027,0.003140852474692951,other cereals
ARE,pota,2.0521643304382997e-7,561.3509217631072,3.655760150874613e-4,potato
ARE,sorg,9.91096025155964e-6,101760.20155715942,9.739524981180962e-5,sorghum
ARE,sugc,3.891913367337464e-9,55.69999933242798,6.987277224385228e-5,sugarcane
ARE,tnut,6.139385100241285e-7,670.388044655323,9.157957319178957e-4,tree nuts
ARE,vege,6.123986665699079e-5,282316.46873664856,2.1691921456454876e-4,vegetables
ARE,whea,1.0260805349818106e-7,82.59999984502792,0.0012422282529139436,wheat
ARE,xfru,2.0718485292608896e-4,293498.2961193025,7.059150109746175e-4,other fruits
ARG,bana,4.694686492532255e-5,174473.91067779064,2.690767046084132e-4,banana
ARG,barl,6.920004662973014e-4,3536643.379055321,1.9566588771586656e-4,barley
ARG,cass,1.5456898282496695e-5,194066.57092176375,7.964740248194527e-5,cassava
ARG,maiz,0.0029961320067322782,43383973.11934459,6.906080267222748e-5,maize
ARG,ocer,2.3808362055060907e-4,621515.372776553,3.8306956027008005e-4,other cereals
ARG,orts,1.7235080309498938e-9,2.099999964237213,8.207181239528863e-4,other roots
ARG,pota,2.493894443887952e-4,2229750.746977508,1.1184633292615772e-4,potato
ARG,rice,8.956989927669156e-4,1527933.3889190704,5.862159955811777e-4,rice
ARG,sorg,6.930507728276057e-4,2215360.105453536,3.128388793864833e-4,sorghum
ARG,soyb,0.010925991601876545,46281361.502102286,2.3607757523253162e-4,soybean
ARG,spis,1.0572094875722172e-4,147012.913062118,7.191269566405435e-4,spices
ARG,sugb,5.3441530749755176e-8,700.5999751091003,7.627966407140257e-5,sugarbeet
ARG,sugc,0.001545845053197306,21955420.397987485,7.040835589461106e-5,sugarcane
ARG,swpo,2.183293540320773e-5,335660.90274070203,6.504461861640664e-5,sweet potato
ARG,tnut,1.2039553799854693e-4,191062.02412172407,6.301385037240258e-4,tree nuts
ARG,vege,6.067444324013932e-4,3335608.255773604,1.8189918775718923e-4,vegetables
ARG,whea,0.004099153784232867,22855084.704630375,1.793541278542009e-4,wheat
ARG,xfru,0.0016850272235016995,7473027.298729017,2.2548120810267643e-4,other fruits
ARG,xmil,3.6753322580442174e-6,4470.493044197559,8.22131299994882e-4,millet
ARG,xoil,0.0017997947256984837,6434490.084865399,2.797105445747428e-4,other oil crops
ARG,xpul,2.59345553155808e-4,568221.6092812642,4.564162096613162e-4,pulses
ARG,yams,2.047786887634368e-9,28.699999809265137,7.135145997364388e-5,yams
ARM,barl,6.644999987027107e-5,120361.8032824099,5.520854461972181e-4,barley
ARM,maiz,3.146721150954293e-6,12756.762052066624,2.4667083528805936e-4,maize
ARM,ocer,7.954101651291146e-6,27606.40166780353,2.881252597497255e-4,other cereals
