iso3c,product,cumulative_pressure,million_kcal,tonnes_protein,pressure_per_tonne_protein,pressure_per_mill_kcal,plot_names
ALB,cattle_meat,6.603701469267758e-5,91476.276558324,6301.647172995042,0.010479325941266807,7.219031772743101e-4,cattle meat
ALB,cows_milk,3.698526440848116e-4,655129.9831464026,33187.48093976692,0.011144342192047345,5.645484920542252e-4,cows milk
ALB,goats_meat,1.8080802947731497e-5,18019.914756962848,1953.3860180357503,0.009256134108051442,0.0010033789388901035,goats meat
ALB,goats_milk,6.472517758766041e-5,65159.800345783755,3083.784907437854,0.02098887553134728,9.933298942627674e-4,goats milk
ALB,pigs_meat,2.3045555133504437e-4,39835.89728725256,1364.8503282117467,0.1688504201314086,0.00578512264135167,pigs meat
ALB,sheep_meat,4.429721199353191e-5,47794.782887788,2904.8002125288776,0.015249658755349437,9.268210737044743e-4,sheep meat
ALB,sheep_milk,1.2991243535035273e-4,82799.02602258594,5090.3771983099705,0.025521180511629722,0.0015690092213755653,sheep milk
ARE,chickens_eggs,4.512728471289106e-5,83252.04983590337,6552.713450240736,0.006886808809140456,5.420561391802441e-4,chickens eggs
ARE,chickens_meat,4.453420601174283e-5,68616.81251746614,6544.369137535335,0.006804965471204271,6.49027612589944e-4,chickens meat
ARE,cattle_meat,2.3408119443794367e-5,37482.28700272224,2582.0918473599595,0.009065564212104934,6.245115043832383e-4,cattle meat
ARE,cows_milk,2.0826913361016048e-5,28672.063668863742,1452.4652984804,0.014339009257436723,7.263834791087226e-4,cows milk
ARE,goats_meat,1.109720780528813e-4,92962.97424453728,10077.327031423927,0.011012054854113527,0.0011937234039110175,goats meat
ARE,goats_milk,6.707011617749532e-5,31744.479642027614,1502.3549288834995,0.04464332288465257,0.002112811957663936,goats milk
ARE,sheep_meat,1.0642825411967362e-4,24537.52219698598,1491.3050208864686,0.07136585247759042,0.004337367614597472,sheep meat
ARE,sheep_milk,4.551313443442143e-5,21453.43176581158,1318.9292813226668,0.03450763818722662,0.002121485034713731,sheep milk
ARG,chickens_eggs,3.9725891281078144e-4,1648324.827395591,129738.5504396647,0.0030619959253786167,2.410076619657935e-4,chickens eggs
ARG,chickens_meat,4.5765997830122423e-4,3278716.380375372,312709.51685490087,0.001463530700645677,1.39585107464778e-4,chickens meat
ARG,cattle_meat,0.024188993361389684,6933829.0086192265,477659.8437774993,0.05064062570153429,0.0034885477174763178,cattle meat
ARG,cows_milk,0.0011518423045439288,6732934.020845386,341076.0081722288,0.003377083925417286,1.7107583424667272e-4,cows milk
ARG,goats_meat,3.8769775840118284e-4,11600.286144010686,1257.4885655421106,0.3083111600573832,0.03342139612662521,goats meat
ARG,pigs_meat,0.0013187179584556422,1993677.0645010832,68307.00401226495,0.01930575023051601,6.614501324895618e-4,pigs meat
ARG,sheep_meat,0.0010401104691196608,126890.29675264594,7711.949687904463,0.13486997597390782,0.008196926760658491,sheep meat
ARM,chickens_eggs,2.2746120821214462e-5,46967.79700500859,3696.804051906583,0.006152914923765953,4.8429183976393106e-4,chickens eggs
ARM,chickens_meat,1.0598722270665759e-5,14668.301791741162,1398.9979718380248,0.007575938267259242,7.225595996827159e-4,chickens meat
ARM,cattle_meat,1.5269587999657656e-4,175461.62902787566,12087.25715707985,0.01263279816191701,8.702522645125887e-4,cattle meat
ARM,cows_milk,1.671841889458841e-4,462620.41333622474,23435.35869966748,0.007133843824982985,3.6138523966165205e-4,cows milk
ARM,goats_meat,6.036820142755855e-7,76.59585665784752,8.303106726800504,0.07270555879127025,0.007881392553284227,goats meat
ARM,goats_milk,1.695830393973343e-6,3226.1412507555656,152.68195491004818,0.011106947084692708,5.256528658118047e-4,goats milk
ARM,pigs_meat,1.1031385518920851e-4,62090.8642626092,2127.345992904028,0.051855154524544304,0.0017766519519303737,pigs meat
ARM,sheep_meat,1.6555219637658477e-5,29649.967277957392,1802.0216024977733,0.009187026179215258,5.583554100569306e-4,sheep meat
ARM,sheep_milk,3.801193510393284e-5,57245.98184634711,3519.4090399810098,0.010800658483316832,6.640105362496878e-4,sheep milk
ASM,chickens_eggs,8.46870519305053e-8,48.18899101356105,3.792923419789632,0.022327646134021426,0.0017573941713507385,chickens eggs
ASM,chickens_meat,8.548772517025595e-8,33.431492087666825,3.1885483602811173,0.02681086046401346,0.002557101697587501,chickens meat
ASM,cows_milk,2.0778292204406235e-8,22.00414188540706,1.1146826709268187,0.018640544745465386,9.442900483288651e-4,cows milk
ASM,pigs_meat,1.0008833807067313e-6,1079.2301586799424,36.976389051030345,0.02706817529763204,9.274049401389591e-4,pigs meat
ATG,chickens_eggs,4.067127775890521e-7,378.1521357699911,29.764103000244088,0.013664540053020136,0.001075526855774346,chickens eggs
ATG,chickens_meat,3.2089878770107156e-7,125.37818282737904,11.95801845221099,0.026835448446873623,0.0025594467910169485,chickens meat
ATG,cattle_meat,6.776941632849056e-7,349.7620131458682,24.094518101165026,0.028126487545403013,0.0019375865240181852,cattle meat
ATG,cows_milk,2.2312303646584266e-6,2067.055752871572,104.71261454161024,0.021308133451025522,0.0010794243752539241,cows milk
ATG,goats_meat,2.101464209956179e-6,23.60696133846128,2.559030318888864,0.8211955108326495,0.08901883558102841,goats meat
ATG,pigs_meat,1.3600144559032445e-6,298.58194967459997,10.229960908697462,0.13294424759208678,0.0045549118337039896,pigs meat
ATG,sheep_meat,9.664594993931786e-7,31.11777346560948,1.8912297433915863,0.5110217321667141,0.031058118617043197,sheep meat
AUS,chickens_eggs,1.6851407786845212e-4,582038.892578509,45811.89397113941,0.0036783914232974666,2.895237414838595e-4,chickens eggs
AUS,chickens_meat,3.7404889991477695e-4,1835041.1532844428,175018.13694136645,0.0021372007864538557,2.0383679093261025e-4,chickens meat
AUS,cattle_meat,0.014231349166668017,4868875.238836608,335408.64406432083,0.042429881932139146,0.0029229233587978573,cattle meat
AUS,cows_milk,0.001459675024633472,6222171.212232605,315201.8589016245,0.004630921371212602,2.345925521566803e-4,cows milk
AUS,goats_meat,3.546710437583502e-4,50235.75458123688,5445.631787272823,0.06512945744647378,0.0070601317072844436,goats meat
AUS,pigs_meat,4.21556062934577e-4,1391031.1837579985,47659.25953706112,0.008845207983283157,3.0305292063669237e-4,pigs meat
AUS,sheep_meat,0.00810114110430585,1665745.462518758,101238.19967764353,0.08002059627789715,0.00486337275807805,sheep meat
AUT,chickens_eggs,8.385478570830231e-5,172964.49762038013,13613.920524541982,0.006159488411669236,4.848092346230816e-4,chickens eggs
AUT,chickens_meat,4.901859560949258e-5,169790.79905895996,16193.898032148843,0.0030269793913842544,2.8869995241892255e-4,chickens meat
AUT,cattle_meat,8.138960597498462e-4,495287.4872838051,34119.52378791698,0.023854261999930893,0.0016432800760086128,cattle meat
AUT,cows_milk,6.11612363670414e-4,2475617.3239327786,125409.46814491256,0.0048769233513030015,2.470544852622066e-4,cows milk
AUT,goats_meat,4.004967784610588e-6,887.9090864283545,96.2506880919548,0.04160975743658446,0.0045105606484113275,goats meat
AUT,goats_milk,4.01319406272244e-6,17312.37427004295,819.3339789649677,0.004898117453632461,2.3181072683177867e-4,goats milk
AUT,pigs_meat,2.1199533610854565e-4,1701427.197117007,58293.99176497623,0.0036366584220762724,1.2459853496391872e-4,pigs meat
AUT,sheep_meat,3.291648944915611e-5,15343.66465537676,932.534424448622,0.03529788132874407,0.0021452821205670347,sheep meat
AUT,sheep_milk,3.0990174770583086e-6,11413.000906537956,701.6565576880608,0.004416715618349647,2.7153397274182564e-4,sheep milk
AZE,chickens_eggs,1.3008036369528762e-4,164356.18688161846,12936.3661138948,0.01005540215467231,7.914540131609476e-4,chickens eggs
AZE,chickens_meat,8.004990389741704e-5,160264.48879753146,15285.320548261649,0.005237044499306943,4.994862211712246e-4,chickens meat
AZE,cattle_meat,5.391675841919228e-4,358301.80629504484,24682.810119392936,0.021843849285552233,0.0015047861180692555,cattle meat
AZE,cows_milk,7.771498874266386e-4,1323624.4819233876,67051.9795999395,0.011590260154337631,5.871377403788612e-4,cows milk
AZE,goats_milk,1.0140916754156471e-5,4595.3756188088,217.48301716838256,0.04662854546617328,0.0022067655824803216,goats milk
AZE,pigs_meat,9.491170510463629e-4,1629.876909102233,55.84254870153959,16.99630609840334,0.5823243741572819,pigs meat
AZE,sheep_meat,6.024778059254212e-4,194096.5937297431,11796.514026248416,0.05107252910350025,0.0031040101958940166,sheep meat
AZE,sheep_milk,2.9063024272054662e-5,31390.038797776524,1929.8190501260265,0.015059973768088106,9.25867739740204e-4,sheep milk
BDI,chickens_eggs,4.960396469078533e-6,30265.41078808564,2382.170345823989,0.0020823013256689414,1.638965518694118e-4,chickens eggs
BDI,chickens_meat,4.831374736095781e-6,33691.432488537976,3213.340329984267,0.001503536581859487,0.00014340069208216191,chickens meat
BDI,cattle_meat,3.057720423134603e-4,25076.97312099179,1727.5105931363007,0.17700154403008914,0.012193339317236028,cattle meat
BDI,cows_milk,6.055640635009927e-5,44008.28377081411,2229.3653418536373,0.027163069781890835,0.001376022902085078,cows milk
BDI,goats_meat,1.9886383919032118e-4,6495.492034055354,704.1211620983743,0.2824284368867435,0.030615669782626736,goats meat
BDI,goats_milk,5.531171579402823e-5,42341.22825264892,2003.861889615946,0.027602558879259442,0.0013063323402898181,goats milk
BDI,pigs_meat,3.681016987750496e-4,30380.220749861975,1040.8816440759076,0.3536441447210355,0.012116491904579791,pigs meat
BDI,sheep_meat,2.7952981280562777e-5,2877.9639983806564,174.91261449547503,0.15981112260651684,0.009712762667042074,sheep meat
BDI,sheep_milk,4.736091604210571e-6,1168.732441355539,71.85216126550247,0.0659143931204816,0.004052331771262785,sheep milk
BEL,chickens_eggs,1.1035871958837186e-4,253439.8615860071,19948.082877420944,0.0055322970265621815,4.354434180075522e-4,chickens eggs
BEL,chickens_meat,1.0714292199600442e-4,655591.5955746949,62527.43675341182,0.0017135345307459473,1.6342937084494257e-4,chickens meat
BEL,cattle_meat,0.0010771598041706008,639148.4228186458,44029.86220379621,0.024464301050611263,0.0016853046424183038,cattle meat
BEL,cows_milk,5.839060837759591e-4,2684116.5701796855,135971.5931258855,0.004294324059550924,2.175412537082434e-4,cows milk
BEL,goats_meat,1.0093438622721842e-6,477.2381050535472,51.73333249677356,0.019510513117150022,0.0021149691350797178,goats meat
BEL,goats_milk,5.29899705042429e-6,24657.472606065505,1166.9517321206356,0.004540887942978346,2.1490430649898754e-4,goats milk
BEL,pigs_meat,3.927710183344316e-4,3592140.4260757635,123073.26741403811,0.003191359314554372,1.0934177725438051e-4,pigs meat
BEL,sheep_meat,8.369879236375191e-6,6870.169234590125,417.5449253446825,0.02004545793357654,0.0012182930216965084,sheep meat
BEN,chickens_eggs,5.4070781200333394e-5,205586.84851152395,16181.604057670826,0.003341496986802205,2.6300700454242584e-4,chickens eggs
BEN,chickens_meat,4.883175676497768e-5,196682.2138849797,18758.682649727325,0.002603154905746406,2.482774410579628e-4,chickens meat
BEN,cattle_meat,6.097562895019198e-4,102076.4673558757,7031.876527378633,0.08671316783334175,0.005973524606568598,cattle meat
BEN,cows_milk,2.6907883614747815e-4,79283.590381835,4016.3367764003488,0.06699608402576257,0.0033938780377071307,cows milk
BEN,goats_meat,1.0923645773244239e-4,10190.530810190536,1104.6689548460308,0.09888614797513505,0.010719408023692532,goats meat
BEN,goats_milk,2.7040784371201967e-5,20176.13732914388,954.8658445211664,0.028318935614208743,0.0013402359396187443,goats milk
BEN,pigs_meat,0.0033401729347310614,22427.855712201657,768.4191474125402,4.346811171973344,0.14892966040056485,pigs meat
BEN,sheep_meat,5.832937807155696e-5,9056.08806546488,550.397448169266,0.10597683231557914,0.006440902258227179,sheep meat
BES,chickens_eggs,3.6452709445896516e-7,700.7858816105997,55.15839046870192,0.00660873334702915,5.201690045769488e-4,chickens eggs
BES,chickens_meat,2.0087744630937098e-7,506.19573683424585,48.2787182346419,0.004160786649990915,3.9683749129469344e-4,chickens meat
BES,cattle_meat,8.050438126633728e-8,47.28542237808948,3.25741339135922,0.024714204675368282,0.0017025200837296607,cattle meat
BES,cows_milk,1.5914885620116294e-7,259.382157376465,13.139744211834318,0.012112020876161762,6.13569020363169e-4,cows milk
BES,goats_meat,8.999492840466668e-7,66.24316179879678,7.180858943755566,0.12532613314027807,0.013585542410854749,goats meat
BES,pigs_meat,1.5708341930427895e-7,791.3729961190467,27.11387886414264,0.005793469097186882,1.9849479332075768e-4,pigs meat
BES,sheep_meat,6.439758886772088e-7,111.12860417661672,6.75400898437293,0.0953472064024798,0.005794870667625212,sheep meat
BFA,chickens_eggs,9.927484317192197e-5,208471.08427932905,16408.62033590799,0.006050163946731874,4.7620437872767166e-4,chickens eggs
BFA,chickens_meat,9.836774153315698e-5,200873.47875756127,19158.42701955472,0.005134437260050343,4.896999949499517e-4,chickens meat
BFA,cattle_meat,0.002499524479168277,256567.19919963367,17674.483771634284,0.14141994252639814,0.009742182504098699,cattle meat
BFA,cows_milk,7.058776741103176e-4,141517.30476337127,7168.96337414619,0.09846300465921774,0.004987924800367021,cows milk
BFA,goats_meat,8.25375323564623e-4,47740.71286430827,5175.165490955797,0.15948771590146482,0.017288709657741347,goats meat
BFA,goats_milk,1.7475677637882931e-4,135296.8614026169,6403.126114613676,0.02729241518138879,0.0012916543263985071,goats milk
BFA,pigs_meat,0.007349812262038131,151330.84872847187,5184.870245704516,1.4175498930040138,0.048567838770439097,pigs meat
BFA,sheep_meat,5.155323234239282e-4,40067.03339877995,2435.1345502589465,0.21170588843606516,0.01286674554347281,sheep meat
BFA,sheep_milk,8.205430548160126e-5,70951.67956327039,4362.017636924217,0.018811089800971115,0.001156481509481819,sheep milk
BGD,buffaloes_milk,3.46407352467279e-5,38169.87797573322,1493.441576645122,0.023195239632035087,9.075411576833177e-4,buffaloes milk
BGD,chickens_eggs,8.787230696944812e-4,1015756.4369030884,79949.51330787553,0.01099097459556294,8.650922974936744e-4,chickens eggs
BGD,chickens_meat,6.820592108005303e-4,593344.1301420638,56590.547866837354,0.012052528849967612,0.0011495170781199529,chickens meat
BGD,cattle_meat,0.004348347477659287,494297.7458503251,34051.34216158779,0.1276997381490741,0.008797020650334868,cattle meat
BGD,cows_milk,0.0019365462750495954,551685.1781822124,27947.188812426175,0.06929306156863074,0.003510237997385506,cows milk
BGD,goats_meat,0.002610503312055801,400640.2341979244,43430.00742788739,0.06010828610587661,0.006515829138533699,goats meat
BGD,goats_milk,0.002687951246173314,836034.2479673118,39566.569914291875,0.06793490696807652,0.0032151209746594145,goats milk
BGD,sheep_meat,1.2272085003247363e-4,12352.719541854844,750.7552118132497,0.1634632009228068,0.00993472324994163,sheep meat
BGD,sheep_milk,4.5601868706113885e-5,26831.31551796592,1649.554629737522,0.02764495815053429,0.0016995763280998814,sheep milk
BGR,buffaloes_milk,6.221103674383172e-6,11135.832742765657,435.7026139613391,0.014278325341732252,5.586563500089101e-4,buffaloes milk
BGR,chickens_eggs,7.510981860612798e-5,142039.97976034685,11179.87229962657,0.0067183073825124815,5.287935040039784e-4,chickens eggs
BGR,chickens_meat,3.4165153693050476e-5,146712.50868849942,13992.792418140963,0.002441625136149168,2.3287144360396744e-4,chickens meat
BGR,cattle_meat,2.1835833337496006e-4,44073.82901453425,3036.172114366995,0.07191895753923196,0.004954376287636636,cattle meat
BGR,cows_milk,2.8683091163645205e-4,645572.8508541742,32703.337099694378,0.008770692445301936,4.443044828433207e-4,cows milk
BGR,goats_meat,4.831935809330922e-6,2732.7733956103248,296.2367698982947,0.01631106027448869,0.0017681436071840053,goats meat
BGR,goats_milk,2.6485904473198985e-5,32668.80662363944,1546.100084336797,0.01713078263271693,8.107398834101748e-4,goats milk
BGR,pigs_meat,1.0407034037955982e-4,283157.5414655253,9701.492616523105,0.010727250382308423,3.6753511787440945e-4,pigs meat
BGR,sheep_meat,4.399046957846759e-5,23308.667870070865,1416.6195407082105,0.03105312916725364,0.0018873008883940928,sheep meat
BGR,sheep_milk,1.4037913390437732e-4,66080.53228935659,4062.545792823337,0.03455447422952454,0.0021243644541130277,sheep milk
BHR,chickens_eggs,2.5002363094744474e-6,3829.492359387486,301.41679562742286,0.00829494688333478,6.528897500854007e-4,chickens eggs
BHR,chickens_meat,1.1468743093824246e-6,8879.939427116848,846.9294827009651,0.0013541556089473915,1.2915339330808853e-4,chickens meat
BHR,cattle_meat,1.385302992328489e-6,2554.5803497101183,175.98075309367837,0.00787190057989502,5.422820200138495e-4,cattle meat
BHR,cows_milk,3.261297612454826e-6,9081.709469068004,460.05993872797785,0.00708885372952056,3.59106137843618e-4,cows milk
BHR,goats_meat,1.1751601840568086e-6,290.7205740010984,31.514549989180285,0.03728944834878714,0.004042232608045032,goats meat
BHR,goats_milk,2.0860663765285868e-7,205.57272155977327,9.729036196593766,0.021441655004418008,0.0010147583593293201,goats milk
BHR,sheep_meat,2.6688468045557753e-6,41871.004165408864,2544.773601839165,0.0010487560868388999,6.373973726573783e-5,sheep meat
BHR,sheep_milk,7.98236789345087e-8,130.49416826871138,8.022612953034914,0.009949835471535717,6.117030361857791e-4,sheep milk
BHS,chickens_eggs,8.647429204715908e-7,1774.145365103078,139.64180124703176,0.006192579247397611,4.8741379228603915e-4,chickens eggs
BHS,chickens_meat,4.867509764771176e-6,9770.172935257362,931.8360308503944,0.0052235689580806205,4.982009834448195e-4,chickens meat
BHS,cattle_meat,3.2062021167321224e-8,42.34422083328912,2.9170223094579253,0.010991352744669051,7.571758444570435e-4,cattle meat
BHS,cows_milk,4.3172479705023217e-7,450.08472038332616,22.800327359866746,0.018935026249235192,9.59207850207718e-4,cows milk
BHS,goats_meat,5.478272624964776e-7,128.99316941385942,13.983054689966718,0.03917793891556192,0.004246947842167039,goats meat
BHS,goats_milk,5.719675856236259e-7,1587.5616015345993,75.13372478829346,0.007612661121690373,3.602805617563058e-4,goats milk
BHS,pigs_meat,1.11070152784537e-5,1129.462218805876,38.697430835410366,0.28702203321183134,0.009833897135750669,pigs meat
BHS,sheep_meat,4.4147523826055347e-7,79.1727900365259,4.811846051577459,0.09174758159933763,0.0055760980263153724,sheep meat
BIH,chickens_eggs,4.716000585735518e-5,42677.322465188634,3359.1036555750916,0.014039461324476813,0.0011050366595941677,chickens eggs
BIH,chickens_meat,4.1363755967128527e-5,91449.58269571056,8722.058117782035,0.0047424306750259385,4.5231213470664305e-4,chickens meat
BIH,cattle_meat,1.1117455334268157e-4,38314.472908463606,2639.419737799158,0.04212083123822619,0.0029016333751553007,cattle meat
BIH,cows_milk,2.4358719651294442e-4,453227.9787120476,22959.558090495502,0.010609402652822899,5.374496014238881e-4,cows milk
BIH,pigs_meat,2.881142302259435e-4,31761.457037234748,1088.2053126395867,0.26476091127241796,0.009071190590789964,pigs meat
BIH,sheep_meat,6.4444961839535e-5,3926.573419176404,238.6434379106296,0.2700470727532396,0.016412519252741307,sheep meat
BIH,sheep_milk,2.7191670649428628e-5,15822.17977453697,972.7271807508243,0.027954056581867122,0.0017185793005075611,sheep milk
BLR,chickens_eggs,2.5488918895497e-4,314128.6822637313,24724.85957322633,0.010309024736827238,8.11416477852774e-4,chickens eggs
BLR,chickens_meat,1.7353614871358012e-4,640890.5894283222,61125.31958437909,0.0028390223542966676,2.70773438674416e-4,chickens meat
BLR,cattle_meat,0.001560871247492544,777596.4075793436,53567.31152507297,0.029138502625093574,0.002007302544454306,cattle meat
BLR,cows_milk,0.0012686472154378756,4870250.070636762,246716.43116513584,0.005142126973248596,2.604891323931557e-4,cows milk
BLR,goats_milk,3.6403712178366e-6,12604.45884016128,596.5248470904207,0.006102631324734736,2.8881614546095183e-4,goats milk
BLR,pigs_meat,6.086948678464685e-4,1382569.2298145588,47369.337597215366,0.012849976350149575,4.402635721381645e-4,pigs meat
BLR,sheep_meat,8.760690391966915e-6,3396.270101845401,206.4134517946877,0.0424424392683519,0.002579503434431407,sheep meat
BLZ,chickens_eggs,4.480756066076411e-6,4666.362970644805,367.28632462167576,0.012199626737237837,9.602245033796104e-4,chickens eggs
BLZ,chickens_meat,5.283671984579179e-6,26250.21246276467,2503.6295623807036,0.002110404855403181,2.012811131366631e-4,chickens meat
BLZ,cattle_meat,4.8373344863784007e-5,3470.4956453414447,239.0766206844199,0.20233406648171012,0.013938454274886375,cattle meat
BLZ,cows_milk,4.131218233191323e-6,3190.6005733840234,161.6289872843887,0.02555988441554967,0.0012948089672063397,cows milk
BLZ,pigs_meat,1.6270937348930982e-5,6075.624203489027,208.16194068450827,0.07816480426453812,0.002678068426218186,pigs meat
BLZ,sheep_meat,1.0665422027374193e-6,112.54004110205896,6.839791198105787,0.15593198269455766,0.009477002072268717,sheep meat
BMU,chickens_eggs,1.5711012125165812e-7,487.3169612151152,38.35639377743711,0.004096060807053167,3.223982207799768e-4,chickens eggs
BMU,chickens_meat,1.5711012125165812e-7,156.5324917751715,14.929379121686503,0.01052355358994394,0.001003690157039832,chickens meat
BMU,pigs_meat,5.394824710297628e-6,246.1855499805394,8.434764912385951,0.6395939621714469,0.02191365297729327,pigs meat
BOL,chickens_eggs,3.381200071208797e-4,584176.7831580798,45980.16591619673,0.007353605633723372,5.787974066565796e-4,chickens eggs
BOL,chickens_meat,5.409913156397269e-4,1067639.8061050768,101826.77890057562,0.005312858969721065,5.067170711940303e-4,chickens meat
BOL,cattle_meat,0.0042433718724120785,624467.800294769,43018.53875572811,0.09864053952430114,0.00679518122537154,cattle meat
BOL,cows_milk,1.3116961669659046e-4,362406.88326829753,18358.75603363919,0.007144798724719977,3.6194019140492646e-4,cows milk
BOL,goats_meat,1.321264333676331e-4,12586.862750830402,1364.434962096963,0.09683600687318329,0.010497169627031665,goats meat
BOL,goats_milk,4.171874317106501e-5,22156.83800402637,1048.605463349661,0.03978497597923897,0.001882883431448288,goats milk
BOL,pigs_meat,0.011349632266707614,353999.6704950388,12128.672864527478,0.9357686857810874,0.03206113794071081,pigs meat
BOL,sheep_meat,4.2251157240306763e-4,63612.66829641139,3866.15612044465,0.10928466395052723,0.006641940728446113,sheep meat
BOL,sheep_milk,9.96018168570748e-5,33337.926200035756,2049.572652235197,0.04859638264027982,0.0029876428503512607,sheep milk
BRA,chickens_eggs,0.0035928698828600197,4594825.089289454,361655.625578434,0.009934505725200774,7.819383356365418e-4,chickens eggs
BRA,chickens_meat,0.00413287870784989,18804691.21207084,1793508.5629026075,0.0023043540428718417,2.1977913177308495e-4,chickens meat
BRA,cattle_meat,0.09949750904671788,22470702.25730192,1547968.9672836235,0.06427616518780487,0.004427877148983445,cattle meat
BRA,cows_milk,0.011585417859205482,22212280.39708548,1125226.521867641,0.010296076064734155,5.215771479602621e-4,cows milk
BRA,goats_meat,4.0097957771679615e-4,60029.319406104114,6507.269028826942,0.06162025512399635,0.006679728867224544,goats meat
BRA,goats_milk,4.020910469742721e-4,198344.6646272665,9386.95760273251,0.04283507649562888,0.0020272339955798163,goats milk
BRA,pigs_meat,0.015520662758104344,13166996.450999564,451125.2576570015,0.03440433115785545,0.0011787549891020214,pigs meat
BRA,sheep_meat,0.0013732166981556939,240308.2957297339,14605.100103646266,0.09402309387888828,0.005714395726480043,sheep meat
BRB,chickens_eggs,5.973508527994635e-6,4609.9763097119085,362.8481680569132,0.016462832263928317,0.0012957785738313128,chickens eggs
BRB,chickens_meat,7.578548123884841e-6,20583.62341801702,1963.175275756668,0.003860352265777102,3.6818338394450386e-4,chickens meat
BRB,cattle_meat,3.5685217261808937e-6,380.639310562954,26.22160330072543,0.13609090509283117,0.009375074058701815,cattle meat
BRB,cows_milk,1.82731179557136e-6,3241.94357111664,164.22991351655128,0.011126546659157813,5.636470084955763e-4,cows milk
BRB,goats_meat,4.279716056094124e-7,53.073407114154,5.753237614303843,0.07438795931970178,0.00806376731550136,goats meat
BRB,pigs_meat,1.7029618821772242e-5,8396.66841706359,287.68513891569097,0.05919533725641262,0.002028139968843463,pigs meat
BRB,sheep_meat,9.462651958463967e-7,262.24057000677703,15.938067242146955,0.05937138935793127,0.0036083859786528935,sheep meat
BRN,buffaloes_milk,2.295441994339077e-7,225.39998804634095,8.819040860904213,0.026028249903172873,0.0010183860319758079,buffaloes milk
BRN,chickens_eggs,1.935617312057361e-5,12210.995182754596,961.1193061621584,0.020139199157141758,0.001585142965899294,chickens eggs
BRN,chickens_meat,4.172638134771261e-5,30810.255713329247,2938.5463884461055,0.01419966739738194,0.0013543016888905857,chickens meat
BRN,cattle_meat,2.496688066159807e-7,1676.6309950622576,115.50029546134292,0.0021616291596374577,1.4891100507581268e-4,cattle meat
BRN,cows_milk,7.990974348779722e-8,36.67356980901176,1.8578044515446976,0.04301300033023128,0.002178946415741646,cows milk
BRN,goats_meat,5.678427732197073e-7,84.77941545119239,9.190216879112215,0.06178774458634554,0.006697884978301307,goats meat
BRN,pigs_meat,4.649513340179328e-6,190.6233998733976,6.531104546383611,0.7119030643528507,0.02439109439485026,pigs meat
BRN,sheep_meat,2.607114413592162e-7,70.43952406035201,4.281068604105406,0.060898683358917065,0.0037012095813685614,sheep meat
BTN,buffaloes_milk,1.4015085779965546e-7,311.26665015923277,12.17867547458201,0.011507890007592607,4.5025979406389775e-4,buffaloes milk
BTN,chickens_eggs,7.842534237583888e-6,7710.804642930679,606.9123030063865,0.012922022174761155,0.0010170837676161306,chickens eggs
BTN,chickens_meat,3.4460116834211556e-6,2456.4806003509866,234.28829230152823,0.014708424606152109,0.0014028247090283486,chickens meat
