iso3c,product,cumulative_pressure,tonnes,million_kcal,tonnes_protein,grouping,global_pressure,global_tonnes,global_kcal,global_protein,percent_pressure,percent_tonnes,percent_kcal,percent_protein
ABW,bana,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,barl,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,benthic,4.424044231733172e-7,133.39620552707535,29.403760452243375,5.076123079292403,marine fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,1.0952861664887397e-7,1.2469137882751815e-8,1.869330897057694e-9,8.419384693515256e-9
ABW,bivalve,0,0,0,0,mariculture,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,cass,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,chickens_eggs,0,0,0,0,livestock,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,chickens_meat,0,0,0,0,livestock,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,cnut,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,coco,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,crustaceans,0,0,0,0,mariculture,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,demersal,2.724978287344652e-6,964.9821100440236,641.0200870208315,109.67778278308938,marine fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,6.746386034530018e-7,9.02011787890435e-8,4.075256483771376e-8,1.819143135732154e-7
ABW,freshwater fish,2.5155838782630713e-9,0,0,0,freshwater fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,6.22797620950598e-10,0,0,0
ABW,forage fish,3.18990759368895e-6,1561.3278565008256,1558.1539631446751,194.78524170027492,marine fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,7.897438354444591e-7,1.4594427364681406e-7,9.905894011107718e-8,3.2307567347688736e-7
ABW,large pelagic,2.288398818691418e-7,77.65844673873306,59.48179956985425,10.909693614672932,marine fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,5.665521044169017e-8,7.259081143421718e-9,3.781528758170733e-9,1.8095090681513273e-8
ABW,maiz,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,marine-fish-general,0,0,0,0,mariculture,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,medium pelagic,2.5258524830589344e-7,96.49483292925586,71.20403984053885,12.13780397488509,marine fisheries,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,6.253398787113534e-8,9.019802115164193e-9,4.526764931493347e-9,2.013206524008901e-8
ABW,ocer,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,oilp,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,orts,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,plnt,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
ABW,pota,0,0,0,0,produce,4.039167449649931,10698109747.555067,15729564251.31825,602909032.4382153,0,0,0,0
