ID_0,split_rest_names,production,prod_system,iso3c,Country,prop
1,whea,2107.32811999321,H,AFG,Afghanistan,2.534455674616476e-6
1,rice,171.32512784004211,H,AFG,Afghanistan,2.217141357196907e-7
1,maiz,194.2498848438263,H,AFG,Afghanistan,1.6555925148469286e-7
1,barl,75.36559816077352,H,AFG,Afghanistan,4.359177407492283e-7
1,pmil,0,H,AFG,Afghanistan,0
1,smil,0,H,AFG,Afghanistan,0
1,sorg,0.6000000163912773,H,AFG,Afghanistan,1.0914838263968125e-8
1,ocer,0,H,AFG,Afghanistan,0
1,pota,2946.693115234375,H,AFG,Afghanistan,7.499630734127494e-6
1,swpo,0,H,AFG,Afghanistan,0
1,yams,0,H,AFG,Afghanistan,0
1,cass,0,H,AFG,Afghanistan,0
1,orts,0,H,AFG,Afghanistan,0
1,bean,0,H,AFG,Afghanistan,0
1,chic,0,H,AFG,Afghanistan,0
1,cowp,0,H,AFG,Afghanistan,0
1,pige,0,H,AFG,Afghanistan,0
1,lent,0,H,AFG,Afghanistan,0
1,opul,22.298890113830566,H,AFG,Afghanistan,6.778044235191458e-7
1,soyb,0,H,AFG,Afghanistan,0
1,grou,6.300000011920929,H,AFG,Afghanistan,1.4168825933630623e-7
1,cnut,0,H,AFG,Afghanistan,0
1,oilp,0,H,AFG,Afghanistan,0
1,sunf,0,H,AFG,Afghanistan,0
1,rape,0.8000000193715096,H,AFG,Afghanistan,9.987747696033517e-9
1,sesa,3.9000000059604645,H,AFG,Afghanistan,6.366578952379512e-7
1,sugc,0,H,AFG,Afghanistan,0
1,sugb,317.8445358276367,H,AFG,Afghanistan,9.241284269043441e-7
1,cott,129.5863914489746,H,AFG,Afghanistan,1.71937632106847e-6
1,acof,0,H,AFG,Afghanistan,0
1,rcof,0,H,AFG,Afghanistan,0
1,coco,0,H,AFG,Afghanistan,0
1,teas,0,H,AFG,Afghanistan,0
1,toba,0,H,AFG,Afghanistan,0
1,bana,33,H,AFG,Afghanistan,2.9318137584832615e-7
1,plnt,0,H,AFG,Afghanistan,0
1,temf,891888.4168393761,H,AFG,Afghanistan,0.0031495226855661296
1,ooil,0,H,AFG,Afghanistan,0
1,ofib,0,H,AFG,Afghanistan,0
1,trof,0,H,AFG,Afghanistan,0
1,vege,0,H,AFG,Afghanistan,0
1,tnut,0,H,AFG,Afghanistan,0
1,othr,0,H,AFG,Afghanistan,0
1,spis,0,H,AFG,Afghanistan,0
1,whea,827884.8866542652,S,AFG,Afghanistan,9.956862099466891e-4
1,rice,0,S,AFG,Afghanistan,0
1,maiz,8595.47062125802,S,AFG,Afghanistan,7.32592291294413e-6
