SPAM_short_name,iso3c,2017,2010,coef
bana,CMR,1245215,1333851,0.9335487996785248
bana,COD,310254,316472,0.9803521322581461
bana,COG,82787,83115,0.9960536605907477
bana,COK,30,42,0.7142857142857143
bana,COL,3724951,2019625,1.8443775453363866
bana,COM,46876,57840,0.8104426002766252
bana,CPV,10416,7000,1.488
bana,CRI,2598710,2019826,1.2866009250301758
bana,CUB,295526,249200,1.1858988764044944
bana,CYM,216,195,1.1076923076923078
bana,CYP,5842,6010,0.9720465890183029
bana,DMA,26174,21000,1.2463809523809524
bana,DOM,1145149,892753,1.2827164960520996
bana,DZA,315,227,1.3876651982378854
bana,ECU,6282105,7931060,0.792088951539895
bana,EGY,1365554,1028946,1.3271386447879674
bana,ESP,421313,396589,1.0623416181487635
bana,ETH,500573,270572,1.85005469893411
bana,FJI,4356,4442,0.9806393516434039
bana,FSM,2035,2036,0.99950884086444
bana,GAB,18861,16500,1.1430909090909092
bana,GHA,88115,70000,1.2587857142857144
bana,GIN,232443,191905,1.2112399364268778
bana,GLP,59164,42495,1.3922579126956112
bana,GNB,8784,6582,1.3345487693710119
bana,GNQ,30657,27402,1.1187869498576746
bana,GRC,2412,4172,0.5781399808245445
bana,GRD,2311,2703,0.854975952645209
bana,GTM,4082703,2560574,1.5944483541580912
bana,GUF,8800,7580,1.1609498680738786
bana,GUM,354,348,1.0172413793103448
bana,GUY,15597,5795,2.691458153580673
bana,HND,679050,856270,0.7930325715019795
bana,HTI,264054,255000,1.0355058823529413
bana,IDN,7162685,5755073,1.2445862980365323
bana,IND,30477000,29780000,1.0234049697783747
bana,IRN,133481,102043,1.308085806963731
bana,ISR,126000,101286,1.2440021325750845
bana,ITA,341,354,0.963276836158192
bana,JAM,64816,53649,1.208149266528733
bana,JOR,32157,43753,0.7349667451374763
bana,JPN,53,102,0.5196078431372549
bana,KEN,1434162,1583143,0.9058954244815535
bana,KHM,144127,157753,0.9136244635601225
bana,KIR,8110,6742,1.2029071492138832
bana,LAO,946820,178600,5.301343784994401
bana,LBN,72234,87180,0.82856159669649
bana,LBR,139676,124500,1.1218955823293173
bana,LCA,4500,21702,0.20735416090682887
bana,LKA,62549,0,0
bana,MAR,333619,289171,1.1537083594136341
bana,MDG,378543,339885,1.1137384703649764
bana,MDV,1099,3245,0.3386748844375963
bana,MEX,2229519,2103361,1.0599792427453014
bana,MLI,191228,172182,1.110615511493652
bana,MOZ,547811,320640,1.7084923902195608
bana,MSR,199,170,1.1705882352941177
bana,MTQ,182110,199564,0.9125393357519392
bana,MUS,8644,11936,0.724195710455764
bana,MWI,435165,394056,1.1043227358548025
bana,MYS,350493,332639,1.0536738025306713
bana,NCL,1598,1089,1.4674012855831038
bana,NIC,112910,35214,3.206395183733742
bana,NIU,81,80,1.0125
bana,NPL,247622,91042,2.719865556556315
bana,OMN,18397,56686,0.32454221500899694
bana,PAK,137449,154825,0.8877700629743258
bana,PAN,358925,338280,1.061029324819676
bana,PER,245000,78000,3.141025641025641
bana,PHL,6041369,9101341,0.6637888856158669
bana,PNG,1344002,1050000,1.2800019047619047
bana,PRI,73006,61874,1.1799140188124253
bana,PRT,27844,20944,1.329449961802903
bana,PRY,72266,79856,0.9049539170506913
bana,PSE,3115,3355,0.9284649776453056
bana,PYF,191,236,0.809322033898305
bana,REU,10318,9364,1.1018795386586928
bana,RWA,1729150,2749152,0.6289757714378834
bana,SEN,30000,40000,0.75
bana,SLB,312,313,0.9968051118210862
bana,SLV,13811,0,0
bana,SOM,21430,28089,0.7629321086546335
bana,STP,6624,36877,0.17962415597798084
bana,SUR,62887,94272,0.6670803632043448
bana,SWZ,6719,5750,1.1685217391304348
bana,SYC,1983,1780,1.1140449438202247
bana,SYR,153,189,0.8095238095238095
bana,TGO,26134,21000,1.2444761904761905
bana,THA,1000000,1584898,0.6309554305702954
bana,TKL,16,21,0.7619047619047619
bana,TLS,566,710,0.7971830985915493
bana,TON,779,823,0.9465370595382746
bana,TTO,3177,3500,0.9077142857142857
bana,TUR,369009,210178,1.7556975515991207
bana,TUV,290,277,1.0469314079422383
bana,TWN,356017,287895,1.2366209902915994
bana,TZA,3439372,3155710,1.089888487852179
bana,UGA,539632,600000,0.8993866666666667
bana,USA,3992,8074,0.49442655437205846
bana,VCT,58948,55170,1.0684792459670112
bana,VEN,428660,375118,1.142733753112354
bana,VGB,472,411,1.1484184914841848
bana,VNM,2045352,1618231,1.2639431576826794
bana,VUT,16623,16000,1.0389375
bana,WLF,6651,5591,1.1895904131640136
bana,WSM,23005,24854,0.9256055363321799
bana,XMI,27844,20944,1.329449961802903
bana,YEM,116581,133352,0.8742351070850081
bana,ZAF,335208,399898,0.8382337496061496
bana,ZMB,656,720,0.9111111111111111
bana,ZWE,105118,97699,1.0759373176798124
barl,AFG,94995,437000,0.21737986270022883
barl,ALB,9035,7300,1.2376712328767123
barl,ARE,114,110,1.0363636363636364
barl,ARG,3741158,2964075,1.2621671179035618
barl,ARM,92930,118574,0.7837299913977769
barl,AUS,13505990,7864551,1.7173249941414328
barl,AUT,782029,777961,1.0052290538985889
barl,AZE,792182,513302,1.5433058900997854
barl,BEL,381128,373400,1.0206963042313872
barl,BGD,287,528,0.5435606060606061
barl,BGR,595237,833271,0.7143378324698687
barl,BIH,76324,50183,1.5209134567483011
barl,BLR,1419829,1965780,0.7222725839107123
barl,BOL,45483,49314,0.9223141501399197
barl,BRA,302731,278558,1.086779054990343
barl,BTN,2005,1445,1.3875432525951557
barl,CAN,7891300,7627200,1.0346260750996434
barl,CHE,207374,174113,1.1910311119790022
barl,CHL,95482,97370,0.980610044161446
barl,CHN,1897318,1972200,0.962031234154751
barl,COD,1054,800,1.3175
barl,COL,10863,11747,0.9247467438494935
barl,CYP,18754,46062,0.40714688897572837
barl,CZE,1712279,1584456,1.0806731143054777
barl,DEU,10853400,10326918,1.0509815222702457
barl,DNK,3992300,2981300,1.3391138094120014
barl,DZA,969696,1503900,0.644787552363854
barl,ECU,13513,18733,0.7213473549351412
barl,EGY,97666,117113,0.8339467010494138
barl,ERI,65000,67000,0.9701492537313433
barl,ESH,1868,2000,0.934
barl,ESP,5785944,8154392,0.7095494060133484
barl,EST,425683,254822,1.6705111803533448
barl,ETH,2039041,1703347,1.197079044962653
barl,FIN,1460100,1340200,1.089464259065811
barl,FRA,12086796,10101597,1.1965232824077223
barl,GBR,7169000,5252000,1.365003808073115
barl,GEO,43900,23300,1.8841201716738198
barl,GGY,7169000,5252000,1.365003808073115
barl,GRC,376543,311067,1.2104884156789373
barl,GTM,18,13,1.3846153846153846
barl,HRV,260426,172359,1.5109509802215144
barl,HUN,1416376,943817,1.5006892225929391
barl,IND,1750000,1354700,1.2917989222706134
barl,IRL,1505600,1223100,1.2309704848336196
barl,IRN,3100000,3294000,0.9411050394656952
barl,IRQ,303114,1137169,0.2665514096849281
barl,ISL,7400,5256,1.4079147640791476
barl,ISR,13750,4387,3.1342603145657626
barl,ITA,984281,990700,0.9935207429090542
barl,JOR,41200,10659,3.8652781686837416
barl,JPN,184800,160900,1.1485394655065257
barl,KAZ,3305224,1312810,2.517671254789345
barl,KEN,77000,64219,1.1990220962643454
barl,KGZ,424412,231500,1.8333131749460043
barl,KOR,74853,81216,0.9216533687943262
barl,KWT,2243,1831,1.2250136537411251
barl,LBN,30000,22110,1.3568521031207599
barl,LBY,93656,102000,0.9181960784313725
barl,LSO,458,671,0.6825633383010432
barl,LTU,519732,550000,0.9449672727272728
barl,LUX,34951,43003,0.8127572494942213
barl,LVA,240900,228400,1.0547285464098073
barl,MAR,2466462,2566450,0.9610403475618071
barl,MDA,248843,208405,1.1940356517358028
barl,MEX,1008158,672367,1.4994162414276726
barl,MKD,93666,126315,0.7415271345445908
barl,MLT,2174,2131,1.0201783200375412
barl,MNE,1073,542,1.9797047970479704
barl,MNG,1694,4320,0.3921296296296296
barl,MRT,1459,1333,1.0945236309077269
barl,NLD,204316,204444,0.9993739116824167
barl,NOR,574100,541200,1.060790835181079
barl,NPL,30510,27587,1.1059557037735166
barl,NZL,297599,308298,0.9652965637143284
barl,OMN,1695,2163,0.7836338418862691
barl,PAK,58060,71400,0.8131652661064426
barl,PER,202974,216193,0.9388555596157138
barl,POL,3793032,3397171,1.1165266629204122
barl,PRK,21000,80000,0.2625
barl,PRT,55261,30620,1.8047354670150229
barl,PSE,15528,8700,1.7848275862068965
barl,QAT,592,709,0.8349788434414669
barl,ROU,1906703,1311035,1.4543494262166914
barl,RUS,20628955,8350023,2.47052672789045
barl,SAU,637612,16391,38.90012811908974
barl,SVK,545285,361390,1.5088546999086858
barl,SVN,97929,80120,1.2222790813779332
barl,SWE,1635200,1232300,1.3269496064270063
barl,SYR,777000,679800,1.1429832303618712
barl,THA,28032,25412,1.1031008972139147
barl,TJK,145620,116399,1.2510416756157698
barl,TKM,26667,22400,1.1904910714285715
barl,TUN,478000,236900,2.017728999577881
barl,TUR,7100000,7250000,0.9793103448275862
barl,TZA,12816,15228,0.8416075650118203
barl,UKR,8284890,8484900,0.9764275359756744
barl,URY,385000,186400,2.065450643776824
barl,USA,3119070,3924280,0.794813316073267
barl,UZB,134270,179100,0.7496929089893914
barl,XMI,55261,30620,1.8047354670150229
barl,YEM,17301,39622,0.43665135530765736
barl,ZAF,307000,194000,1.5824742268041236
barl,ZMB,8617,5500,1.5667272727272727
barl,ZWE,54913,49459,1.110273155542975
bean,AGO,300791,250117,1.2026011826465215
bean,ALB,21200,24000,0.8833333333333333
bean,ARG,413605,338120,1.2232491423163374
bean,ARM,3672,4185,0.8774193548387097
bean,AUS,35396,43500,0.8137011494252874
bean,AZE,9291,9783,0.9497086783195339
bean,BDI,371211,201551,1.841772057692594
bean,BEL,556,900,0.6177777777777778
bean,BEN,106502,107363,0.991980477445675
bean,BGD,137495,48300,2.846687370600414
bean,BGR,2502,2075,1.2057831325301205
bean,BIH,7851,11382,0.6897733263046916
bean,BLR,351725,147904,2.378062797490264
bean,BLZ,6891,8954,0.7696001786910878
bean,BOL,104881,76697,1.3674720002086131
bean,BRA,3046079,3158905,0.9642831930684842
bean,BRB,128,222,0.5765765765765766
bean,BTN,5273,2197,2.400091033227128
bean,CAN,322400,253500,1.2717948717948717
bean,CHL,17442,23420,0.7447480785653288
bean,CHN,1322214,1330000,0.9941458646616541
bean,CIV,40708,33102,1.2297746359736572
bean,CMR,412070,353729,1.1649313457477335
bean,COD,216530,115237,1.8789971970807986
bean,COG,4214,3600,1.1705555555555556
bean,COL,122783,136626,0.8986796071026013
bean,CRI,9143,12830,0.712626656274357
bean,CUB,132174,80439,1.6431581695446238
bean,CYP,81,193,0.41968911917098445
bean,DJI,2233,1600,1.395625
bean,DOM,35777,33021,1.083462039308319
bean,DZA,1480,845,1.7514792899408285
bean,ECU,19383,14644,1.3236137667304015
bean,EGY,145873,52904,2.757315136851656
bean,ERI,199,189,1.052910052910053
bean,ESP,19675,12226,1.6092753149026664
bean,EST,25465,402,63.34577114427861
bean,ETH,548361,340280,1.61149935347361
bean,FRA,11047,7521,1.4688206355537827
bean,GEO,5700,5800,0.9827586206896551
bean,GHA,170490,199266,0.8555900153563578
bean,GRC,18013,20203,0.8916002573875167
bean,GRD,134,117,1.1452991452991452
bean,GTM,253197,209142,1.2106463551080127
bean,HND,121959,83577,1.4592411787932087
bean,HRV,1340,1641,0.8165752589884216
bean,HTI,106239,92070,1.1538937764744217
bean,HUN,1713,545,3.143119266055046
bean,IDN,241334,291705,0.8273221233780703
bean,IND,6340000,4890000,1.296523517382413
bean,IRL,87700,19400,4.520618556701031
bean,IRN,224606,149001,1.507412701928175
bean,IRQ,4846,4657,1.04058406699592
bean,ITA,11176,13181,0.8478871102344283
bean,JAM,149,116,1.2844827586206897
bean,JPN,70300,76900,0.9141742522756827
bean,KAZ,456044,710,642.3154929577465
bean,KEN,846000,390598,2.1659097076789946
bean,KGZ,98490,71400,1.3794117647058823
bean,KHM,84124,71220,1.1811850603762988
bean,KOR,7270,6104,1.1910222804718218
bean,LAO,4475,4465,1.002239641657335
bean,LBN,912,659,1.3839150227617603
bean,LBY,1259,1100,1.1445454545454545
bean,LKA,6802,11700,0.5813675213675213
bean,LSO,6643,8899,0.7464883694797169
bean,LTU,229767,3500,65.64771428571429
bean,LUX,0,0,0
bean,LVA,140700,2500,56.28
bean,MDA,12890,13341,0.9661944381980361
bean,MDG,86538,82153,1.0533760179177876
bean,MEX,1183868,1156251,1.023884952315717
bean,MKD,7065,7000,1.0092857142857143
bean,MLI,207978,138469,1.5019823931710348
bean,MLT,324,400,0.81
bean,MMR,4765212,3530000,1.3499184135977338
bean,MNE,265,124,2.1370967741935485
bean,MOZ,55000,226190,0.24315840664927715
bean,MRT,13129,10620,1.2362523540489643
bean,MWI,198486,153815,1.2904203101127978
bean,NAM,132,130,1.0153846153846153
bean,NER,19499,12700,1.5353543307086615
bean,NIC,193316,150837,1.2816218832249382
bean,NLD,4648,6400,0.72625
bean,NPL,19432,26673,0.7285269748434747
bean,PAK,129259,87492,1.4773807891007178
bean,PAN,5928,2778,2.1339092872570196
bean,PER,75706,92758,0.8161667996291425
bean,PHL,35341,27055,1.3062650157087414
bean,POL,49924,33436,1.493121186744826
bean,PRI,4,17,0.23529411764705882
bean,PRK,322518,334734,0.963505350517127
bean,PRT,2397,2042,1.17384916748286
bean,PRY,61200,48775,1.2547411583803179
bean,REU,2199,1741,1.2630672027570362
bean,ROU,16125,21059,0.7657058739731232
bean,RUS,4368,5985,0.7298245614035088
bean,RWA,455822,327497,1.3918356504029044
bean,SLV,94401,71294,1.3241086206412882
bean,SOM,26468,23169,1.142388536406405
bean,SVK,73,162,0.4506172839506173
bean,SVN,896,522,1.7164750957854407
bean,SWZ,750,1100,0.6818181818181818
bean,SYR,1489,2212,0.6731464737793852
bean,TCD,151974,91559,1.659847748446357
bean,TGO,199359,76190,2.6166032287701797
bean,THA,83163,102000,0.8153235294117647
bean,TJK,19980,4359,4.583620096352375
bean,TLS,10809,8521,1.2685130853186246
bean,TUN,202,140,1.4428571428571428
bean,TUR,239000,212758,1.1233420129912859
bean,TWN,11641,8693,1.3391234326469572
bean,TZA,1139027,867530,1.3129540188811915
bean,UGA,1026017,949000,1.0811559536354056
bean,UKR,64330,28800,2.2336805555555554
bean,URY,3373,3513,0.9601480216339311
bean,USA,1631160,1442470,1.1308103461423809
bean,VEN,22939,40871,0.5612537006679553
bean,VNM,162832,186590,0.8726727048609251
bean,XMI,2397,2042,1.17384916748286
bean,YEM,6061,3657,1.6573694284933005
bean,ZAF,68525,52255,1.3113577648071955
bean,ZWE,14012,31248,0.44841269841269843
cass,AGO,8404385,13858681,0.6064346960580159
cass,ARG,192951,181800,1.0613366336633663
cass,ASM,74,96,0.7708333333333334
cass,ATG,134,105,1.276190476190476
cass,BDI,2285265,598409,3.8189014536880292
cass,BEN,3959450,3444950,1.149349047155982
cass,BFA,3762,4142,0.908256880733945
cass,BHS,919,865,1.06242774566474
cass,BLZ,573,411,1.3941605839416058
cass,BOL,203318,266240,0.7636643629807692
cass,BRA,18501645,24967052,0.7410424346454679
cass,BRB,479,400,1.1975
cass,BRN,3289,3100,1.060967741935484
cass,CAF,708493,678958,1.0435004816203652
cass,CHN,4860939,4550000,1.0683382417582417
cass,CIV,5367000,2306839,2.326560284441177
cass,CMR,4999803,3808239,1.3128910764266633
cass,COD,31020431,15013710,2.066140281116393
cass,COG,1409211,1148500,1.2270013060513714
cass,COK,846,1120,0.7553571428571428
cass,COL,2191354,2082440,1.0523011467317185
cass,COM,66281,63784,1.0391477486516996
cass,CPV,0,4758,0
cass,CRI,149940,130150,1.1520553207837112
cass,CUB,907458,405896,2.235690915899639
cass,CYM,7,9,0.7777777777777778
cass,DMA,1256,1080,1.162962962962963
cass,DOM,173795,204920,0.848111458130002
cass,ECU,102526,53857,1.9036708320181221
cass,FJI,68135,51716,1.3174839508082605
cass,FSM,8749,10534,0.8305486994494019
cass,GAB,316029,260558,1.2128930986574966
cass,GHA,19008725,13504086,1.4076276617314196
cass,GIN,1389830,1062233,1.3084040883685595
cass,GLP,1229,1205,1.0199170124481327
cass,GMB,12584,9397,1.3391507928062147
cass,GNB,53105,68328,0.77720700152207
cass,GNQ,76254,64145,1.1887754306648999
cass,GRD,230,217,1.0599078341013826
cass,GTM,4904,4096,1.197265625
cass,GUF,29100,21263,1.3685745191177163
cass,GUY,5374,9612,0.5590928006658343
cass,HND,24724,23184,1.066425120772947
cass,HTI,467810,561330,0.8333956852475372
cass,IDN,19053748,23918118,0.7966240487650408
cass,IND,4171000,8059800,0.5175066378818333
cass,JAM,20763,18490,1.1229313142239048
cass,KEN,789830,323389,2.4423527083481504
cass,KHM,7667657,4247419,1.8052509064916835
cass,LAO,2277050,500090,4.553280409526285
cass,LBR,538000,493000,1.0912778904665315
cass,LCA,1440,1211,1.1890999174236168
cass,LKA,306347,282760,1.0834170321120384
cass,MDG,2522722,3008886,0.838423921677325
cass,MDV,4,3,1.3333333333333333
cass,MEX,18989,18750,1.0127466666666667
cass,MLI,71120,38172,1.8631457612909987
cass,MMR,398745,607097,0.6568060787650079
cass,MOZ,8703086,9738066,0.8937181161023143
cass,MTQ,253,244,1.0368852459016393
cass,MUS,465,449,1.0356347438752784
cass,MWI,4960556,4000986,1.2398333810715658
cass,MYS,44229,37187,1.1893672519966656
cass,NCL,817,742,1.101078167115903
cass,NER,319653,113008,2.828587356647317
cass,NGA,59350878,42533180,1.395401848627354
cass,NIC,201251,73789,2.7273848405588907
cass,NIU,43,42,1.0238095238095237
cass,PAN,21415,24493,0.8743314416363859
cass,PER,1196449,1240121,0.9647840815533323
cass,PHL,2807671,2101454,1.3360611272005003
cass,PNG,151698,144555,1.0494137179620213
cass,PRI,149,340,0.43823529411764706
cass,PRY,3166800,2624084,1.206821123104291
cass,PYF,3967,4129,0.9607653184790507
cass,REU,139,105,1.3238095238095238
cass,RWA,1041986,977200,1.0662975849365535
cass,SEN,337589,181236,1.8627038778167693
cass,SGP,0,0,0
cass,SLB,3327,2950,1.1277966101694916
cass,SLE,22418,3250044,0.006897752768885591
cass,SLV,39562,20091,1.9691404111293613
cass,SOM,92462,87187,1.0605021390803675
cass,STP,1431,2108,0.678842504743833
cass,SUR,7659,4243,1.8050907376855998
cass,SYC,232,188,1.2340425531914894
cass,TCD,290584,302467,0.96071306952494
cass,TGO,1041682,908755,1.1462737481499414
cass,THA,30839862,22005740,1.4014462590215098
cass,TLS,26592,27857,0.9545895107154395
cass,TON,6718,8306,0.8088129063327715
cass,TTO,1356,2311,0.5867589787970575
cass,TWN,12202,15318,0.7965791878835357
cass,TZA,5011697,4547940,1.1019707823761966
cass,UGA,2293871,3017118,0.7602854777307351
cass,VCT,724,527,1.3738140417457305
cass,VEN,336070,374430,0.8975509441017012
cass,VNM,10267568,8595600,1.1945144027176695
cass,WLF,1675,2224,0.7531474820143885
cass,WSM,452,410,1.102439024390244
cass,ZMB,1081678,1151700,0.939201180863072
cass,ZWE,251316,213345,1.1779793292554313
chic,ARG,53278,19500,2.7322051282051283
chic,AUS,2004000,487046,4.114601084907791
chic,BGD,6237,5744,1.0858286908077994
chic,BGR,32383,1035,31.28792270531401
chic,BIH,5551,4678,1.1866182129115006
chic,BOL,652,642,1.0155763239875388
chic,CAN,95600,128300,0.745128604832424
chic,CHL,245,2989,0.08196721311475409
chic,CHN,15626,8500,1.8383529411764705
chic,COL,104,0,0
chic,CYP,81,78,1.0384615384615385
chic,DOM,3,1,3
chic,DZA,29371,23474,1.2512141092272302
chic,EGY,4140,7581,0.5461020973486348
chic,ERI,3916,4356,0.898989898989899
chic,ESP,56498,30143,1.8743323491357862
chic,ETH,473884,322839,1.467864787092018
chic,GRC,17125,3395,5.044182621502209
chic,HUN,134,4,33.5
chic,IND,9075000,7480000,1.213235294117647
chic,IRN,251939,157000,1.6047070063694266
chic,IRQ,1,800,0.00125
chic,ISR,36300,16785,2.162645218945487
chic,ITA,33541,9143,3.6684895548507055
chic,JOR,1650,3935,0.4193138500635324
chic,KAZ,6676,11200,0.5960714285714286
chic,KEN,1343,1942,0.6915550978372812
chic,LBN,3183,2329,1.3666809789609273
chic,LBY,134,195,0.6871794871794872
chic,LTU,0,0,0
chic,MAR,25364,56620,0.44796891557753443
chic,MDA,3056,1200,2.546666666666667
chic,MEX,188939,131895,1.4324955456992305
chic,MKD,1138,1000,1.138
chic,MMR,526772,459400,1.1466521549847628
chic,MWI,1847,61384,0.03008927407793562
chic,NER,249,250,0.996
chic,NPL,10969,7064,1.5528029445073612
chic,PAK,329751,561500,0.5872680320569902
chic,PER,970,2532,0.3830963665086888
chic,PRT,1506,605,2.4892561983471073
chic,PSE,1532,719,2.1307371349095967
chic,ROU,1768,134,13.194029850746269
chic,RUS,418646,0,0
chic,SVK,218,318,0.6855345911949685
chic,SYR,27400,42928,0.6382780469623556
chic,TGO,1334,1000,1.334
chic,TUN,4900,4450,1.101123595505618
chic,TUR,470000,530634,0.8857329157196863
chic,TZA,105837,38290,2.764089840689475
chic,UGA,5183,4500,1.1517777777777778
chic,USA,320100,87952,3.639485173731126
chic,UZB,6829,3700,1.8456756756756756
chic,XMI,1506,605,2.4892561983471073
chic,YEM,46891,65074,0.7205796477855979
chic,ZWE,482,394,1.2233502538071066
cnut,ASM,7242,6501,1.1139824642362715
cnut,BEN,18014,17821,1.0108299197575894
cnut,BGD,408635,402000,1.0165049751243782
cnut,BHS,2981,2118,1.4074598677998111
cnut,BLZ,1824,642,2.8411214953271027
cnut,BRA,2210139,2843453,0.7772729143052479
cnut,BRB,2518,1905,1.3217847769028872
cnut,BRN,396,358,1.106145251396648
cnut,CHN,372565,232572,1.6019340247321259
cnut,CIV,138634,150816,0.9192260768088266
cnut,CMR,5095,5000,1.019
cnut,COG,3417,3305,1.0338880484114978
cnut,COK,1710,1830,0.9344262295081968
cnut,COL,128584,101105,1.2717867563424163
cnut,COM,104410,92077,1.133942243991442
cnut,CPV,5505,5545,0.9927862939585211
cnut,CRI,15000,29500,0.5084745762711864
cnut,CUB,58552,72131,0.8117452967517433
cnut,CYM,19,14,1.3571428571428572
cnut,DMA,7563,9365,0.807581420181527
cnut,DOM,390939,128370,3.0454078055620473
cnut,ECU,14026,19390,0.7233625580195977
cnut,FJI,22663,206250,0.10988121212121212
cnut,FRA,4442,861,5.159117305458769
cnut,FSM,48875,32000,1.52734375
cnut,GHA,383382,292000,1.3129520547945206
cnut,GIN,56214,41679,1.3487367739149212
cnut,GLP,234,237,0.9873417721518988
cnut,GNB,39709,42050,0.9443281807372176
cnut,GNQ,7584,6890,1.1007256894049346
cnut,GRD,5993,6474,0.9257028112449799
cnut,GTM,20000,23220,0.8613264427217916
cnut,GUF,2560,261,9.808429118773946
cnut,GUM,36533,49200,0.7425406504065041
cnut,GUY,136606,76745,1.7799986969835169
cnut,HND,13844,14760,0.937940379403794
cnut,HTI,27033,28593,0.9454411919001154
cnut,IDN,18747003,18000000,1.0415001666666666
cnut,IND,11166772,10840000,1.0301450184501846
cnut,JAM,251484,289830,0.8676948556050098
cnut,KEN,92313,74613,1.2372240762333642
cnut,KHM,69088,65500,1.0547786259541985
cnut,KIR,169544,163750,1.0353832061068702
cnut,KNA,3012,1165,2.5854077253218883
cnut,LBR,6553,6650,0.9854135338345865
cnut,LCA,12418,14657,0.847240226512929
cnut,LKA,2445000,1990440,1.2283716163260385
cnut,MDG,73737,78100,0.9441357234314981
cnut,MDV,435,4260,0.10211267605633803
cnut,MEX,1157614,1131618,1.0229724164868357
cnut,MHL,30442,27200,1.1191911764705882
cnut,MMR,545994,428075,1.275463411785318
