ID_0,production,iso3c,Country,split_rest_names,prod_system
49,10437859.531288266,CHN,China,soyb,H
49,9258806.316641644,CHN,China,grou,H
49,315240.1010133028,CHN,China,cnut,H
49,549927.5062739253,CHN,China,oilp,H
49,1673971.7062936202,CHN,China,sunf,H
49,8810124.52221781,CHN,China,rape,H
49,258069.9660236463,CHN,China,sesa,H
49,80288998.94484425,CHN,China,sugc,H
49,5496228.437951192,CHN,China,sugb,H
49,3538168.8024966866,CHN,China,cott,H
49,104078.41491270065,CHN,China,acof,H
49,773.0348013937473,CHN,China,rcof,H
49,0,CHN,China,coco,H
49,2400771.172398418,CHN,China,teas,H
49,2318438.2441455424,CHN,China,toba,H
49,8086990.24956435,CHN,China,bana,H
49,0,CHN,China,plnt,H
49,57258234.30063474,CHN,China,temf,H
49,74.98214507102966,CHN,China,ooil,H
49,182359.92048566788,CHN,China,ofib,H
49,93363613.08701247,CHN,China,trof,H
49,127430237.44551349,CHN,China,vege,H
49,1511583.982223779,CHN,China,tnut,H
49,330399.47571384534,CHN,China,othr,H
49,440660.92921851575,CHN,China,spis,H
49,164.32971323281527,CHN,China,whea,S
49,3167.8525061011314,CHN,China,rice,S
49,4208.215468883514,CHN,China,maiz,S
49,4.329140603542328,CHN,China,barl,S
49,79394.76602378488,CHN,China,pmil,S
49,108.03079688549042,CHN,China,smil,S
49,0,CHN,China,sorg,S
49,0.783787339925766,CHN,China,ocer,S
49,2744.225408554077,CHN,China,pota,S
49,43.52517378330231,CHN,China,swpo,S
49,0,CHN,China,yams,S
49,163796.33673465252,CHN,China,cass,S
49,106950.49841690063,CHN,China,orts,S
49,379164.15080165863,CHN,China,bean,S
49,452.9701725244522,CHN,China,chic,S
49,0,CHN,China,cowp,S
49,0,CHN,China,pige,S
49,13993.058484107256,CHN,China,lent,S
49,314903.121514827,CHN,China,opul,S
49,212187.73234719038,CHN,China,soyb,S
49,17.371695280075073,CHN,China,grou,S
49,17500.008185982704,CHN,China,cnut,S
49,30533.188220977783,CHN,China,oilp,S
49,106430.95028273016,CHN,China,sunf,S
49,564010.0018858835,CHN,China,rape,S
49,14921.265043124557,CHN,China,sesa,S
49,76.80319476127625,CHN,China,sugc,S
49,271669.83862683177,CHN,China,sugb,S
49,0,CHN,China,cott,S
49,6232.543650716543,CHN,China,acof,S
49,0,CHN,China,rcof,S
49,0,CHN,China,coco,S
49,96947.92124545574,CHN,China,teas,S
49,128589.31701955944,CHN,China,toba,S
49,473137.7402996868,CHN,China,bana,S
49,35.30000019073486,CHN,China,plnt,S
49,13574360.856583953,CHN,China,temf,S
49,0.42203834652900696,CHN,China,ooil,S
49,1517.192970033735,CHN,China,ofib,S
49,8978979.768032238,CHN,China,trof,S
49,95002616.6733959,CHN,China,vege,S
49,500719.17032223195,CHN,China,tnut,S
49,109446.35156770237,CHN,China,othr,S
49,145970.9670820497,CHN,China,spis,S
49,96421071.9171521,CHN,China,whea,I
49,213311560.1271027,CHN,China,rice,I
49,122273216.92391741,CHN,China,maiz,I
49,931230.6492206156,CHN,China,barl,I
49,162306.05407634377,CHN,China,pmil,I
49,0,CHN,China,smil,I
49,307347.0673738718,CHN,China,sorg,I
49,2671992.01361081,CHN,China,ocer,I
49,11461449.650408506,CHN,China,pota,I
49,997013.509100318,CHN,China,swpo,I
49,0,CHN,China,yams,I
49,802.10833740234375,CHN,China,cass,I
49,0,CHN,China,orts,I
49,153258.2225973606,CHN,China,bean,I
49,1518.6633744835854,CHN,China,chic,I
49,0,CHN,China,cowp,I
49,0,CHN,China,pige,I
49,17051.28966651857,CHN,China,lent,I
49,388089.27133725584,CHN,China,opul,I
49,2258816.708060771,CHN,China,soyb,I
49,7006381.288023613,CHN,China,grou,I
49,0,CHN,China,cnut,I
49,0,CHN,China,oilp,I
49,424726.83007550985,CHN,China,sunf,I
49,2949927.1377976984,CHN,China,rape,I
49,61585.20507287979,CHN,China,sesa,I
49,26319957.160543203,CHN,China,sugc,I
49,3385417.359231472,CHN,China,sugb,I
49,14744609.99437587,CHN,China,cott,I
49,0,CHN,China,acof,I
49,0,CHN,China,rcof,I
49,0,CHN,China,coco,I
49,0,CHN,China,teas,I
49,134.0360872745514,CHN,China,toba,I
49,636.75018310546875,CHN,China,bana,I
49,0,CHN,China,plnt,I
49,0,CHN,China,temf,I
49,0,CHN,China,ooil,I
49,14230.083422534168,CHN,China,ofib,I
49,547.2054443359375,CHN,China,trof,I
49,253352943.88481173,CHN,China,vege,I
49,689937.5675164238,CHN,China,tnut,I
49,150805.38928367384,CHN,China,othr,I
49,201132.41053034738,CHN,China,spis,I
49,261.9478582292795,CHN,China,whea,L
49,432.60703974962234,CHN,China,rice,L
49,5266191.740011692,CHN,China,maiz,L
49,118055.75896392763,CHN,China,barl,L
49,251237.99875366688,CHN,China,pmil,L
49,20.692150115966797,CHN,China,smil,L
49,505489.8730995953,CHN,China,sorg,L
49,137074.20786598325,CHN,China,ocer,L
49,19048758.116939694,CHN,China,pota,L
49,16267472.708575845,CHN,China,swpo,L
49,0,CHN,China,yams,L
49,921875.0490799844,CHN,China,cass,L
49,463243.7274674475,CHN,China,orts,L
49,2642.7379627227783,CHN,China,bean,L
49,1788.3497728407383,CHN,China,chic,L
49,0,CHN,China,cowp,L
49,0,CHN,China,pige,L
49,28957.215164735913,CHN,China,lent,L
49,645110.4306380004,CHN,China,opul,L
49,3397.2021090984344,CHN,China,soyb,L
49,592326.405597344,CHN,China,grou,L
49,44557.63490861654,CHN,China,cnut,L
49,86916.11568313837,CHN,China,oilp,L
49,253534.287523143,CHN,China,sunf,L
49,1272951.6814140752,CHN,China,rape,L
49,42263.58501654863,CHN,China,sesa,L
49,528.9525604248047,CHN,China,sugc,L
49,0,CHN,China,sugb,L
49,0.19316940009593964,CHN,China,cott,L
49,6.725481986999512,CHN,China,acof,L
49,0.19780829548835754,CHN,China,rcof,L
49,0,CHN,China,coco,L
49,29.01103401184082,CHN,China,teas,L
49,32.872270822525024,CHN,China,toba,L
49,2559323.8444494307,CHN,China,bana,L
49,0,CHN,China,plnt,L
49,30147244.475739926,CHN,China,temf,L
49,628.8371505737305,CHN,China,ooil,L
49,0.6292321085929871,CHN,China,ofib,L
49,30363466.834050186,CHN,China,trof,L
49,68516590.70327348,CHN,China,vege,L
49,1075613.5446392521,CHN,China,tnut,L
49,235105.79360518046,CHN,China,othr,L
49,313565.68368981406,CHN,China,spis,L
50,0,CXR,Christmas Island,whea,A
50,67250,CXR,Christmas Island,rice,A
50,0,CXR,Christmas Island,maiz,A
50,0,CXR,Christmas Island,barl,A
50,0,CXR,Christmas Island,pmil,A
50,0,CXR,Christmas Island,smil,A
50,0,CXR,Christmas Island,sorg,A
50,0,CXR,Christmas Island,ocer,A
50,0,CXR,Christmas Island,pota,A
50,0,CXR,Christmas Island,swpo,A
50,0,CXR,Christmas Island,yams,A
50,0,CXR,Christmas Island,cass,A
50,0,CXR,Christmas Island,orts,A
50,0,CXR,Christmas Island,bean,A
50,0,CXR,Christmas Island,chic,A
50,0,CXR,Christmas Island,cowp,A
50,0,CXR,Christmas Island,pige,A
50,0,CXR,Christmas Island,lent,A
50,24.200000762939453,CXR,Christmas Island,opul,A
50,0,CXR,Christmas Island,soyb,A
50,0,CXR,Christmas Island,grou,A
50,0,CXR,Christmas Island,cnut,A
50,0,CXR,Christmas Island,oilp,A
50,0,CXR,Christmas Island,sunf,A
50,0,CXR,Christmas Island,rape,A
50,34.900001525878906,CXR,Christmas Island,sesa,A
50,0,CXR,Christmas Island,sugc,A
50,0,CXR,Christmas Island,sugb,A
50,0,CXR,Christmas Island,cott,A
50,0,CXR,Christmas Island,acof,A
50,0,CXR,Christmas Island,rcof,A
50,0,CXR,Christmas Island,coco,A
50,0,CXR,Christmas Island,teas,A
50,0.6000000238418579,CXR,Christmas Island,toba,A
50,0,CXR,Christmas Island,bana,A
50,0,CXR,Christmas Island,plnt,A
50,0,CXR,Christmas Island,temf,A
50,0.10000000149011612,CXR,Christmas Island,ooil,A
50,0,CXR,Christmas Island,ofib,A
50,0,CXR,Christmas Island,trof,A
50,0,CXR,Christmas Island,vege,A
50,0,CXR,Christmas Island,tnut,A
50,0,CXR,Christmas Island,othr,A
50,0,CXR,Christmas Island,spis,A
50,0,CXR,Christmas Island,whea,H
50,20969.400390625,CXR,Christmas Island,rice,H
50,0,CXR,Christmas Island,maiz,H
50,0,CXR,Christmas Island,barl,H
50,0,CXR,Christmas Island,pmil,H
50,0,CXR,Christmas Island,smil,H
50,0,CXR,Christmas Island,sorg,H
50,0,CXR,Christmas Island,ocer,H
50,0,CXR,Christmas Island,pota,H
50,0,CXR,Christmas Island,swpo,H
50,0,CXR,Christmas Island,yams,H
50,0,CXR,Christmas Island,cass,H
50,0,CXR,Christmas Island,orts,H
50,0,CXR,Christmas Island,bean,H
50,0,CXR,Christmas Island,chic,H
50,0,CXR,Christmas Island,cowp,H
50,0,CXR,Christmas Island,pige,H
50,0,CXR,Christmas Island,lent,H
50,24.200000762939453,CXR,Christmas Island,opul,H
50,0,CXR,Christmas Island,soyb,H
50,0,CXR,Christmas Island,grou,H
50,0,CXR,Christmas Island,cnut,H
50,0,CXR,Christmas Island,oilp,H
50,0,CXR,Christmas Island,sunf,H
50,0,CXR,Christmas Island,rape,H
50,33.20000076293945,CXR,Christmas Island,sesa,H
50,0,CXR,Christmas Island,sugc,H
50,0,CXR,Christmas Island,sugb,H
50,0,CXR,Christmas Island,cott,H
50,0,CXR,Christmas Island,acof,H
50,0,CXR,Christmas Island,rcof,H
50,0,CXR,Christmas Island,coco,H
50,0,CXR,Christmas Island,teas,H
50,0.20000000298023224,CXR,Christmas Island,toba,H
50,0,CXR,Christmas Island,bana,H
50,0,CXR,Christmas Island,plnt,H
50,0,CXR,Christmas Island,temf,H
50,0,CXR,Christmas Island,ooil,H
50,0,CXR,Christmas Island,ofib,H
50,0,CXR,Christmas Island,trof,H
50,0,CXR,Christmas Island,vege,H
50,0,CXR,Christmas Island,tnut,H
50,0,CXR,Christmas Island,othr,H
50,0,CXR,Christmas Island,spis,H
50,0,CXR,Christmas Island,whea,S
50,0,CXR,Christmas Island,rice,S
50,0,CXR,Christmas Island,maiz,S
50,0,CXR,Christmas Island,barl,S
50,0,CXR,Christmas Island,pmil,S
50,0,CXR,Christmas Island,smil,S
50,0,CXR,Christmas Island,sorg,S
50,0,CXR,Christmas Island,ocer,S
50,0,CXR,Christmas Island,pota,S
50,0,CXR,Christmas Island,swpo,S
50,0,CXR,Christmas Island,yams,S
50,0,CXR,Christmas Island,cass,S
50,0,CXR,Christmas Island,orts,S
50,0,CXR,Christmas Island,bean,S
50,0,CXR,Christmas Island,chic,S
50,0,CXR,Christmas Island,cowp,S
50,0,CXR,Christmas Island,pige,S
50,0,CXR,Christmas Island,lent,S
50,0,CXR,Christmas Island,opul,S
50,0,CXR,Christmas Island,soyb,S
50,0,CXR,Christmas Island,grou,S
50,0,CXR,Christmas Island,cnut,S
50,0,CXR,Christmas Island,oilp,S
50,0,CXR,Christmas Island,sunf,S
50,0,CXR,Christmas Island,rape,S
50,0,CXR,Christmas Island,sesa,S
50,0,CXR,Christmas Island,sugc,S
50,0,CXR,Christmas Island,sugb,S
50,0,CXR,Christmas Island,cott,S
50,0,CXR,Christmas Island,acof,S
50,0,CXR,Christmas Island,rcof,S
50,0,CXR,Christmas Island,coco,S
50,0,CXR,Christmas Island,teas,S
50,0.30000001192092896,CXR,Christmas Island,toba,S
50,0,CXR,Christmas Island,bana,S
50,0,CXR,Christmas Island,plnt,S
50,0,CXR,Christmas Island,temf,S
50,0,CXR,Christmas Island,ooil,S
50,0,CXR,Christmas Island,ofib,S
50,0,CXR,Christmas Island,trof,S
50,0,CXR,Christmas Island,vege,S
50,0,CXR,Christmas Island,tnut,S
50,0,CXR,Christmas Island,othr,S
50,0,CXR,Christmas Island,spis,S
50,0,CXR,Christmas Island,whea,I
50,45786,CXR,Christmas Island,rice,I
50,0,CXR,Christmas Island,maiz,I
50,0,CXR,Christmas Island,barl,I
50,0,CXR,Christmas Island,pmil,I
50,0,CXR,Christmas Island,smil,I
50,0,CXR,Christmas Island,sorg,I
50,0,CXR,Christmas Island,ocer,I
50,0,CXR,Christmas Island,pota,I
50,0,CXR,Christmas Island,swpo,I
50,0,CXR,Christmas Island,yams,I
50,0,CXR,Christmas Island,cass,I
50,0,CXR,Christmas Island,orts,I
50,0,CXR,Christmas Island,bean,I
50,0,CXR,Christmas Island,chic,I
50,0,CXR,Christmas Island,cowp,I
50,0,CXR,Christmas Island,pige,I
50,0,CXR,Christmas Island,lent,I
50,0,CXR,Christmas Island,opul,I
50,0,CXR,Christmas Island,soyb,I
50,0,CXR,Christmas Island,grou,I
50,0,CXR,Christmas Island,cnut,I
50,0,CXR,Christmas Island,oilp,I
50,0,CXR,Christmas Island,sunf,I
50,0,CXR,Christmas Island,rape,I
50,0,CXR,Christmas Island,sesa,I
50,0,CXR,Christmas Island,sugc,I
50,0,CXR,Christmas Island,sugb,I
50,0,CXR,Christmas Island,cott,I
50,0,CXR,Christmas Island,acof,I
50,0,CXR,Christmas Island,rcof,I
50,0,CXR,Christmas Island,coco,I
50,0,CXR,Christmas Island,teas,I
50,0,CXR,Christmas Island,toba,I
50,0,CXR,Christmas Island,bana,I
50,0,CXR,Christmas Island,plnt,I
50,0,CXR,Christmas Island,temf,I
50,0.10000000149011612,CXR,Christmas Island,ooil,I
50,0,CXR,Christmas Island,ofib,I
50,0,CXR,Christmas Island,trof,I
50,0,CXR,Christmas Island,vege,I
50,0,CXR,Christmas Island,tnut,I
50,0,CXR,Christmas Island,othr,I
50,0,CXR,Christmas Island,spis,I
50,0,CXR,Christmas Island,whea,L
50,494.70001220703125,CXR,Christmas Island,rice,L
50,0,CXR,Christmas Island,maiz,L
50,0,CXR,Christmas Island,barl,L
50,0,CXR,Christmas Island,pmil,L
50,0,CXR,Christmas Island,smil,L
50,0,CXR,Christmas Island,sorg,L
50,0,CXR,Christmas Island,ocer,L
50,0,CXR,Christmas Island,pota,L
50,0,CXR,Christmas Island,swpo,L
50,0,CXR,Christmas Island,yams,L
50,0,CXR,Christmas Island,cass,L
50,0,CXR,Christmas Island,orts,L
50,0,CXR,Christmas Island,bean,L
50,0,CXR,Christmas Island,chic,L
50,0,CXR,Christmas Island,cowp,L
50,0,CXR,Christmas Island,pige,L
50,0,CXR,Christmas Island,lent,L
50,0,CXR,Christmas Island,opul,L
50,0,CXR,Christmas Island,soyb,L
50,0,CXR,Christmas Island,grou,L
50,0,CXR,Christmas Island,cnut,L
50,0,CXR,Christmas Island,oilp,L
50,0,CXR,Christmas Island,sunf,L
50,0,CXR,Christmas Island,rape,L
50,1.7999999523162842,CXR,Christmas Island,sesa,L
50,0,CXR,Christmas Island,sugc,L
50,0,CXR,Christmas Island,sugb,L
50,0,CXR,Christmas Island,cott,L
50,0,CXR,Christmas Island,acof,L
50,0,CXR,Christmas Island,rcof,L
50,0,CXR,Christmas Island,coco,L
50,0,CXR,Christmas Island,teas,L
50,0.10000000149011612,CXR,Christmas Island,toba,L
50,0,CXR,Christmas Island,bana,L
50,0,CXR,Christmas Island,plnt,L
50,0,CXR,Christmas Island,temf,L
50,0,CXR,Christmas Island,ooil,L
50,0,CXR,Christmas Island,ofib,L
50,0,CXR,Christmas Island,trof,L
50,0,CXR,Christmas Island,vege,L
50,0,CXR,Christmas Island,tnut,L
50,0,CXR,Christmas Island,othr,L
50,0,CXR,Christmas Island,spis,L
52,0,CCK,Cocos Islands,whea,A
52,0,CCK,Cocos Islands,rice,A
52,0,CCK,Cocos Islands,maiz,A
52,0,CCK,Cocos Islands,barl,A
52,0,CCK,Cocos Islands,pmil,A
52,0,CCK,Cocos Islands,smil,A
52,0,CCK,Cocos Islands,sorg,A
52,0,CCK,Cocos Islands,ocer,A
52,0,CCK,Cocos Islands,pota,A
52,0,CCK,Cocos Islands,swpo,A
52,0,CCK,Cocos Islands,yams,A
52,0,CCK,Cocos Islands,cass,A
52,0,CCK,Cocos Islands,orts,A
52,0,CCK,Cocos Islands,bean,A
52,0,CCK,Cocos Islands,chic,A
52,0,CCK,Cocos Islands,cowp,A
52,0,CCK,Cocos Islands,pige,A
52,0,CCK,Cocos Islands,lent,A
52,0,CCK,Cocos Islands,opul,A
52,0,CCK,Cocos Islands,soyb,A
52,0,CCK,Cocos Islands,grou,A
52,0,CCK,Cocos Islands,cnut,A
52,0,CCK,Cocos Islands,oilp,A
52,0,CCK,Cocos Islands,sunf,A
52,0,CCK,Cocos Islands,rape,A
52,0,CCK,Cocos Islands,sesa,A
52,0,CCK,Cocos Islands,sugc,A
52,0,CCK,Cocos Islands,sugb,A
52,0,CCK,Cocos Islands,cott,A
52,0,CCK,Cocos Islands,acof,A
52,0,CCK,Cocos Islands,rcof,A
52,0,CCK,Cocos Islands,coco,A
52,0,CCK,Cocos Islands,teas,A
52,0,CCK,Cocos Islands,toba,A
52,0,CCK,Cocos Islands,bana,A
52,0,CCK,Cocos Islands,plnt,A
52,0,CCK,Cocos Islands,temf,A
52,0,CCK,Cocos Islands,ooil,A
52,0,CCK,Cocos Islands,ofib,A
52,0,CCK,Cocos Islands,trof,A
52,0,CCK,Cocos Islands,vege,A
52,0,CCK,Cocos Islands,tnut,A
52,0,CCK,Cocos Islands,othr,A
52,0,CCK,Cocos Islands,spis,A
52,0,CCK,Cocos Islands,whea,H
52,0,CCK,Cocos Islands,rice,H
52,0,CCK,Cocos Islands,maiz,H
52,0,CCK,Cocos Islands,barl,H
52,0,CCK,Cocos Islands,pmil,H
52,0,CCK,Cocos Islands,smil,H
52,0,CCK,Cocos Islands,sorg,H
52,0,CCK,Cocos Islands,ocer,H
52,0,CCK,Cocos Islands,pota,H
52,0,CCK,Cocos Islands,swpo,H
52,0,CCK,Cocos Islands,yams,H
52,0,CCK,Cocos Islands,cass,H
52,0,CCK,Cocos Islands,orts,H
52,0,CCK,Cocos Islands,bean,H
52,0,CCK,Cocos Islands,chic,H
52,0,CCK,Cocos Islands,cowp,H
52,0,CCK,Cocos Islands,pige,H
52,0,CCK,Cocos Islands,lent,H
52,0,CCK,Cocos Islands,opul,H
52,0,CCK,Cocos Islands,soyb,H
52,0,CCK,Cocos Islands,grou,H
52,0,CCK,Cocos Islands,cnut,H
52,0,CCK,Cocos Islands,oilp,H
52,0,CCK,Cocos Islands,sunf,H
52,0,CCK,Cocos Islands,rape,H
52,0,CCK,Cocos Islands,sesa,H
52,0,CCK,Cocos Islands,sugc,H
52,0,CCK,Cocos Islands,sugb,H
52,0,CCK,Cocos Islands,cott,H
52,0,CCK,Cocos Islands,acof,H
52,0,CCK,Cocos Islands,rcof,H
52,0,CCK,Cocos Islands,coco,H
52,0,CCK,Cocos Islands,teas,H
52,0,CCK,Cocos Islands,toba,H
52,0,CCK,Cocos Islands,bana,H
52,0,CCK,Cocos Islands,plnt,H
52,0,CCK,Cocos Islands,temf,H
52,0,CCK,Cocos Islands,ooil,H
52,0,CCK,Cocos Islands,ofib,H
52,0,CCK,Cocos Islands,trof,H
52,0,CCK,Cocos Islands,vege,H
52,0,CCK,Cocos Islands,tnut,H
52,0,CCK,Cocos Islands,othr,H
52,0,CCK,Cocos Islands,spis,H
52,0,CCK,Cocos Islands,whea,S
52,0,CCK,Cocos Islands,rice,S
52,0,CCK,Cocos Islands,maiz,S
52,0,CCK,Cocos Islands,barl,S
52,0,CCK,Cocos Islands,pmil,S
52,0,CCK,Cocos Islands,smil,S
52,0,CCK,Cocos Islands,sorg,S
52,0,CCK,Cocos Islands,ocer,S
52,0,CCK,Cocos Islands,pota,S
52,0,CCK,Cocos Islands,swpo,S
52,0,CCK,Cocos Islands,yams,S
52,0,CCK,Cocos Islands,cass,S
52,0,CCK,Cocos Islands,orts,S
52,0,CCK,Cocos Islands,bean,S
52,0,CCK,Cocos Islands,chic,S
52,0,CCK,Cocos Islands,cowp,S
52,0,CCK,Cocos Islands,pige,S
52,0,CCK,Cocos Islands,lent,S
52,0,CCK,Cocos Islands,opul,S
52,0,CCK,Cocos Islands,soyb,S
52,0,CCK,Cocos Islands,grou,S
52,0,CCK,Cocos Islands,cnut,S
52,0,CCK,Cocos Islands,oilp,S
52,0,CCK,Cocos Islands,sunf,S
52,0,CCK,Cocos Islands,rape,S
52,0,CCK,Cocos Islands,sesa,S
52,0,CCK,Cocos Islands,sugc,S
52,0,CCK,Cocos Islands,sugb,S
52,0,CCK,Cocos Islands,cott,S
52,0,CCK,Cocos Islands,acof,S
52,0,CCK,Cocos Islands,rcof,S
52,0,CCK,Cocos Islands,coco,S
52,0,CCK,Cocos Islands,teas,S
52,0,CCK,Cocos Islands,toba,S
52,0,CCK,Cocos Islands,bana,S
52,0,CCK,Cocos Islands,plnt,S
52,0,CCK,Cocos Islands,temf,S
52,0,CCK,Cocos Islands,ooil,S
52,0,CCK,Cocos Islands,ofib,S
52,0,CCK,Cocos Islands,trof,S
52,0,CCK,Cocos Islands,vege,S
52,0,CCK,Cocos Islands,tnut,S
52,0,CCK,Cocos Islands,othr,S
52,0,CCK,Cocos Islands,spis,S
52,0,CCK,Cocos Islands,whea,I
52,0,CCK,Cocos Islands,rice,I
52,0,CCK,Cocos Islands,maiz,I
52,0,CCK,Cocos Islands,barl,I
52,0,CCK,Cocos Islands,pmil,I
52,0,CCK,Cocos Islands,smil,I
52,0,CCK,Cocos Islands,sorg,I
52,0,CCK,Cocos Islands,ocer,I
52,0,CCK,Cocos Islands,pota,I
52,0,CCK,Cocos Islands,swpo,I
52,0,CCK,Cocos Islands,yams,I
52,0,CCK,Cocos Islands,cass,I
52,0,CCK,Cocos Islands,orts,I
52,0,CCK,Cocos Islands,bean,I
52,0,CCK,Cocos Islands,chic,I
52,0,CCK,Cocos Islands,cowp,I
52,0,CCK,Cocos Islands,pige,I
52,0,CCK,Cocos Islands,lent,I
52,0,CCK,Cocos Islands,opul,I
52,0,CCK,Cocos Islands,soyb,I
52,0,CCK,Cocos Islands,grou,I
52,0,CCK,Cocos Islands,cnut,I
52,0,CCK,Cocos Islands,oilp,I
52,0,CCK,Cocos Islands,sunf,I
52,0,CCK,Cocos Islands,rape,I
52,0,CCK,Cocos Islands,sesa,I
52,0,CCK,Cocos Islands,sugc,I
52,0,CCK,Cocos Islands,sugb,I
52,0,CCK,Cocos Islands,cott,I
52,0,CCK,Cocos Islands,acof,I
52,0,CCK,Cocos Islands,rcof,I
52,0,CCK,Cocos Islands,coco,I
52,0,CCK,Cocos Islands,teas,I
52,0,CCK,Cocos Islands,toba,I
52,0,CCK,Cocos Islands,bana,I
52,0,CCK,Cocos Islands,plnt,I
52,0,CCK,Cocos Islands,temf,I
52,0,CCK,Cocos Islands,ooil,I
52,0,CCK,Cocos Islands,ofib,I
52,0,CCK,Cocos Islands,trof,I
52,0,CCK,Cocos Islands,vege,I
52,0,CCK,Cocos Islands,tnut,I
52,0,CCK,Cocos Islands,othr,I
52,0,CCK,Cocos Islands,spis,I
52,0,CCK,Cocos Islands,whea,L
52,0,CCK,Cocos Islands,rice,L
52,0,CCK,Cocos Islands,maiz,L
52,0,CCK,Cocos Islands,barl,L
52,0,CCK,Cocos Islands,pmil,L
52,0,CCK,Cocos Islands,smil,L
52,0,CCK,Cocos Islands,sorg,L
52,0,CCK,Cocos Islands,ocer,L
52,0,CCK,Cocos Islands,pota,L
52,0,CCK,Cocos Islands,swpo,L
52,0,CCK,Cocos Islands,yams,L
52,0,CCK,Cocos Islands,cass,L
52,0,CCK,Cocos Islands,orts,L
52,0,CCK,Cocos Islands,bean,L
52,0,CCK,Cocos Islands,chic,L
52,0,CCK,Cocos Islands,cowp,L
52,0,CCK,Cocos Islands,pige,L
52,0,CCK,Cocos Islands,lent,L
52,0,CCK,Cocos Islands,opul,L
52,0,CCK,Cocos Islands,soyb,L
52,0,CCK,Cocos Islands,grou,L
52,0,CCK,Cocos Islands,cnut,L
52,0,CCK,Cocos Islands,oilp,L
52,0,CCK,Cocos Islands,sunf,L
52,0,CCK,Cocos Islands,rape,L
52,0,CCK,Cocos Islands,sesa,L
52,0,CCK,Cocos Islands,sugc,L
52,0,CCK,Cocos Islands,sugb,L
52,0,CCK,Cocos Islands,cott,L
52,0,CCK,Cocos Islands,acof,L
52,0,CCK,Cocos Islands,rcof,L
52,0,CCK,Cocos Islands,coco,L
52,0,CCK,Cocos Islands,teas,L
52,0,CCK,Cocos Islands,toba,L
52,0,CCK,Cocos Islands,bana,L
52,0,CCK,Cocos Islands,plnt,L
52,0,CCK,Cocos Islands,temf,L
52,0,CCK,Cocos Islands,ooil,L
52,0,CCK,Cocos Islands,ofib,L
52,0,CCK,Cocos Islands,trof,L
52,0,CCK,Cocos Islands,vege,L
52,0,CCK,Cocos Islands,tnut,L
52,0,CCK,Cocos Islands,othr,L
52,0,CCK,Cocos Islands,spis,L
53,11471.905979037285,COL,Colombia,whea,A
53,3577069.4031783044,COL,Colombia,rice,A
53,1460117.5759564042,COL,Colombia,maiz,A
53,10721.97620113194,COL,Colombia,barl,A
53,0,COL,Colombia,pmil,A
53,0,COL,Colombia,smil,A
53,13563.229926086962,COL,Colombia,sorg,A
53,8155.3463542461395,COL,Colombia,ocer,A
53,3869006.956917003,COL,Colombia,pota,A
53,13.399999618530273,COL,Colombia,swpo,A
53,418626.71447470784,COL,Colombia,yams,A
53,2161483.382101409,COL,Colombia,cass,A
53,154578.24368813634,COL,Colombia,orts,A
53,123772.44594396651,COL,Colombia,bean,A
53,0,COL,Colombia,chic,A
53,0,COL,Colombia,cowp,A
53,0,COL,Colombia,pige,A
53,1073.5981761962175,COL,Colombia,lent,A
53,68630.54882359505,COL,Colombia,opul,A
53,89929.12523442507,COL,Colombia,soyb,A
53,2105.3280804008245,COL,Colombia,grou,A
53,127803.24999524653,COL,Colombia,cnut,A
53,5637599.392106682,COL,Colombia,oilp,A
53,0,COL,Colombia,sunf,A
53,0,COL,Colombia,rape,A
53,2666.3559670597315,COL,Colombia,sesa,A
53,37331665.33262484,COL,Colombia,sugc,A
53,37218.67346382141,COL,Colombia,sugb,A
53,71136.67126101255,COL,Colombia,cott,A
53,698252.6327646226,COL,Colombia,acof,A
53,3.975839853286743,COL,Colombia,rcof,A
53,57729.701220959425,COL,Colombia,coco,A
53,149.00000762939453,COL,Colombia,teas,A
53,15430.154235385358,COL,Colombia,toba,A
53,3723328.1269159317,COL,Colombia,bana,A
53,3479065.495233029,COL,Colombia,plnt,A
53,948213.0700185895,COL,Colombia,temf,A
53,0,COL,Colombia,ooil,A
53,15295.755762726068,COL,Colombia,ofib,A
53,3939075.895351976,COL,Colombia,trof,A
53,1936563.1617804244,COL,Colombia,vege,A
53,48631.53326457739,COL,Colombia,tnut,A
53,0,COL,Colombia,othr,A
53,13288.57805864513,COL,Colombia,spis,A
53,10753.35989664495,COL,Colombia,whea,H
53,854385.0547802746,COL,Colombia,rice,H
53,770735.3491758108,COL,Colombia,maiz,H
53,10461.290034636855,COL,Colombia,barl,H
53,0,COL,Colombia,pmil,H
53,0,COL,Colombia,smil,H
53,11842.071117423475,COL,Colombia,sorg,H
53,7553.338903188705,COL,Colombia,ocer,H
53,3198797.706978008,COL,Colombia,pota,H
53,12,COL,Colombia,swpo,H
53,0,COL,Colombia,yams,H
53,1006530.5715911686,COL,Colombia,cass,H
53,77418.40821704268,COL,Colombia,orts,H
53,118677.02285815775,COL,Colombia,bean,H
53,0,COL,Colombia,chic,H
53,0,COL,Colombia,cowp,H
53,0,COL,Colombia,pige,H
53,1073.5981761962175,COL,Colombia,lent,H
53,68630.54882359505,COL,Colombia,opul,H
53,70298.33802419901,COL,Colombia,soyb,H
53,0.1987236589193344,COL,Colombia,grou,H
53,127803.24999524653,COL,Colombia,cnut,H
53,5637590.141255528,COL,Colombia,oilp,H
