iso3c	SPAM_short_name	production
AFG	whea	4333041.2006602585
AFG	rice	663087.0995029211
AFG	maiz	301854.4003980458
AFG	barl	410449.7000811696
AFG	pmil	44.30000001192093
AFG	smil	16303.59999384731
AFG	sorg	2.0000000670552254
AFG	ocer	20.600000739097595
AFG	pota	262269.20021112263
AFG	swpo	0
AFG	yams	0
AFG	cass	0
AFG	orts	0
AFG	bean	304.0999944880605
AFG	chic	3.099999964237213
AFG	cowp	0
AFG	pige	0
AFG	lent	16.400000028312206
AFG	opul	57424.6000372991
AFG	soyb	0.20000000298023224
AFG	grou	92.09999960660934
AFG	cnut	0
AFG	oilp	0
AFG	sunf	3127.900011666119
AFG	rape	214.69999397546053
AFG	sesa	31946.20001796633
AFG	sugc	102704.40031075478
AFG	sugb	17891.200023956597
AFG	cott	40214.49996112287
AFG	acof	0
AFG	rcof	0
AFG	coco	0
AFG	teas	0
AFG	toba	0.7000000178813934
AFG	bana	495
AFG	plnt	0
AFG	temf	812255.0982189402
AFG	ooil	9205.600006520748
AFG	ofib	0
AFG	trof	602221.2968953848
AFG	vege	661090.699433595
AFG	rest	80215.70006217808
ALA	whea	5475.100006103516
ALA	rice	0
ALA	maiz	0
ALA	barl	2604.199998855591
ALA	pmil	0
ALA	smil	0
ALA	sorg	0
ALA	ocer	20859.79995727539
ALA	pota	23574.499706864357
ALA	swpo	0
ALA	yams	0
ALA	cass	0
ALA	orts	0
ALA	bean	0
ALA	chic	0
ALA	cowp	0
ALA	pige	0
ALA	lent	0
ALA	opul	64.5999996215105
ALA	soyb	0
ALA	grou	0
ALA	cnut	0
ALA	oilp	0
ALA	sunf	0
ALA	rape	410.7999975681305
ALA	sesa	0
ALA	sugc	0
ALA	sugb	7249.999943256378
ALA	cott	0
ALA	acof	0
ALA	rcof	0
ALA	coco	0
ALA	teas	0
ALA	toba	0
ALA	bana	0
ALA	plnt	0
ALA	temf	4312.699939727783
ALA	ooil	0
ALA	ofib	0
ALA	trof	0
ALA	vege	4307.000099182129
ALA	rest	0
ALB	whea	306739.500578925
ALB	rice	0
ALB	maiz	329867.99869573116
ALB	barl	6834.599993020296
ALB	pmil	0.30000001192092896
ALB	smil	0
ALB	sorg	0
ALB	ocer	30139.09998179972
ALB	pota	212456.1009222418
ALB	swpo	0
ALB	yams	0
ALB	cass	0
ALB	orts	0
ALB	bean	24044.79998189956
ALB	chic	0.20000000298023224
ALB	cowp	38.99999928474426
ALB	pige	0
ALB	lent	0.10000000149011612
ALB	opul	2673.0000032633543
ALB	soyb	533.3999839574099
ALB	grou	0
ALB	cnut	0
ALB	oilp	0
ALB	sunf	2633.300018697977
ALB	rape	6.300000190734863
ALB	sesa	0.20000000298023224
ALB	sugc	0
ALB	sugb	39902.200027525425
ALB	cott	739.5000042393804
ALB	acof	0
ALB	rcof	0
ALB	coco	0
ALB	teas	4
ALB	toba	1723.7999873682857
ALB	bana	0
ALB	plnt	0
ALB	temf	324835.3999745846
ALB	ooil	69821.70018792152
ALB	ofib	0
ALB	trof	290699.7910900116
ALB	vege	593809.5977619886
ALB	rest	12359.59999320656
DZA	whea	2705908.399384737
DZA	rice	392.80000798404217
DZA	maiz	503.000000461936
DZA	barl	1539118.101384282
DZA	pmil	0.6000000238418579
DZA	smil	0
DZA	sorg	480.29999811947346
DZA	ocer	83644.00001328439
DZA	pota	3266309.608524516
DZA	swpo	0
DZA	yams	0
DZA	cass	0
DZA	orts	0
DZA	bean	979.6000033468008
DZA	chic	21752.200043991208
DZA	cowp	0
DZA	pige	0
DZA	lent	5177.299985542893
DZA	opul	44125.89996869117
DZA	soyb	0
DZA	grou	3160.500012382865
DZA	cnut	0
DZA	oilp	0
DZA	sunf	153.00000274926424
DZA	rape	25411.19999179244
DZA	sesa	0
DZA	sugc	0
DZA	sugb	14.100000381469727
DZA	cott	138.20000206679106
DZA	acof	0
DZA	rcof	0
DZA	coco	0
DZA	teas	0
DZA	toba	7851.599984124303
DZA	bana	264.7000011205673
DZA	plnt	0
DZA	temf	1632574.9005565792
DZA	ooil	460108.09978256375
DZA	ofib	0
DZA	trof	2858213.100085616
DZA	vege	3982225.406267628
DZA	rest	53108.80020146817
ASM	whea	0
ASM	rice	0
ASM	maiz	0
ASM	barl	0
ASM	pmil	0
ASM	smil	0
ASM	sorg	0
ASM	ocer	0
ASM	pota	0
ASM	swpo	0
ASM	yams	0
ASM	cass	0
ASM	orts	0
ASM	bean	0
ASM	chic	0
ASM	cowp	0
ASM	pige	0
ASM	lent	0
ASM	opul	0
ASM	soyb	0
ASM	grou	0
ASM	cnut	0
ASM	oilp	0
ASM	sunf	0
ASM	rape	0
ASM	sesa	0
ASM	sugc	0
ASM	sugb	0
ASM	cott	0
ASM	acof	0
ASM	rcof	0
ASM	coco	0
ASM	teas	0
ASM	toba	0
ASM	bana	0
ASM	plnt	0
ASM	temf	0
ASM	ooil	0
ASM	ofib	0
ASM	trof	0
ASM	vege	0
ASM	rest	0
AND	whea	0
AND	rice	0.30000001192092896
AND	maiz	0
AND	barl	0
AND	pmil	0
AND	smil	0
AND	sorg	0
AND	ocer	0.4000000059604645
AND	pota	2.0999999046325684
AND	swpo	0
AND	yams	0
AND	cass	0
AND	orts	0
AND	bean	0
AND	chic	0
AND	cowp	0
AND	pige	0
AND	lent	0
AND	opul	0
AND	soyb	0
AND	grou	0
AND	cnut	0
AND	oilp	0
AND	sunf	0
AND	rape	0
AND	sesa	0
AND	sugc	0
AND	sugb	0
AND	cott	0
AND	acof	0
AND	rcof	0
AND	coco	0
AND	teas	0
AND	toba	0
AND	bana	9
AND	plnt	0
AND	temf	0
AND	ooil	0
AND	ofib	0
AND	trof	95.80000305175781
AND	vege	7.199999809265137
AND	rest	0
AGO	whea	3995.800006516278
AGO	rice	18365.699976854026
AGO	maiz	1100840.2007767856
AGO	barl	0
AGO	pmil	43420.90001887083
AGO	smil	0
AGO	sorg	49800.000029824674
AGO	ocer	0
AGO	pota	834821.1003345102
AGO	swpo	995326.1004941612
AGO	yams	49.700000286102295
AGO	cass	13569429.899005689
AGO	orts	501.9999876022339
AGO	bean	266507.1995911151
AGO	chic	0
AGO	cowp	41.499999433755875
AGO	pige	22.200000762939453
AGO	lent	0
AGO	opul	20.100000202655792
AGO	soyb	6622.40001629293
AGO	grou	128594.40014150739
AGO	cnut	0
AGO	oilp	279995.19991636276
AGO	sunf	11261.400003559887
AGO	rape	0
AGO	sesa	3002.0000043064356
AGO	sugc	503351.7031738758
AGO	sugb	0
AGO	cott	4145.400001831353
AGO	acof	0.800000011920929
AGO	rcof	10702.89999397099
AGO	coco	363.7000038102269
AGO	teas	0.6000000089406967
AGO	toba	3139.400011487305
AGO	bana	2198900.1029035375
AGO	plnt	54.5
AGO	temf	33894.60007569939
AGO	ooil	3846.100027233362
AGO	ofib	1344.2999994009733
AGO	trof	556446.9991349652
AGO	vege	717140.9999848828
AGO	rest	1934.9000211432576
AIA	whea	0
AIA	rice	0
AIA	maiz	0
AIA	barl	0
AIA	pmil	0
AIA	smil	0
AIA	sorg	0
AIA	ocer	0
AIA	pota	0
AIA	swpo	0
AIA	yams	0
AIA	cass	0
AIA	orts	0
AIA	bean	0
AIA	chic	0
AIA	cowp	0
AIA	pige	0
AIA	lent	0
AIA	opul	0
AIA	soyb	0
AIA	grou	0
AIA	cnut	0
AIA	oilp	0
AIA	sunf	0
AIA	rape	0
AIA	sesa	0
AIA	sugc	0
AIA	sugb	0
AIA	cott	0
AIA	acof	0
AIA	rcof	0
AIA	coco	0
AIA	teas	0
AIA	toba	0
AIA	bana	0
AIA	plnt	0
AIA	temf	0
AIA	ooil	0
AIA	ofib	0
AIA	trof	0
AIA	vege	0
AIA	rest	0
ATG	whea	0
ATG	rice	0
ATG	maiz	62.00000178813934
ATG	barl	0
ATG	pmil	0
ATG	smil	0
ATG	sorg	0
ATG	ocer	0
ATG	pota	0
ATG	swpo	250.5999937057495
ATG	yams	103.80000114440918
ATG	cass	98.4000004529953
ATG	orts	39.0000005364418
ATG	bean	0
ATG	chic	0
ATG	cowp	0
ATG	pige	0
ATG	lent	0
ATG	opul	0
ATG	soyb	0
ATG	grou	0
ATG	cnut	0
ATG	oilp	0
ATG	sunf	0
ATG	rape	0
ATG	sesa	0
ATG	sugc	0
ATG	sugb	0
ATG	cott	68.39999771118164
ATG	acof	0
ATG	rcof	0
ATG	coco	0
ATG	teas	0
ATG	toba	0
ATG	bana	216.30000162124634
ATG	plnt	0
ATG	temf	0
ATG	ooil	0
ATG	ofib	0
ATG	trof	9127.399826049805
ATG	vege	2046.5
ATG	rest	0
ARG	whea	11200305.40396455
ARG	rice	1430015.8008591682
ARG	maiz	19872042.496589556
ARG	barl	2801485.1022000387
ARG	pmil	0
