Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Value
QC,Crops,238,Ethiopia,5510,Production,83,Sorghum,2010,2010,3959897
QC,Crops,238,Ethiopia,5510,Production,83,Sorghum,2017,2017,4816092
QC,Crops,238,Ethiopia,5510,Production,236,Soybeans,2010,2010,15824
QC,Crops,238,Ethiopia,5510,Production,236,Soybeans,2017,2017,80991
QC,Crops,238,Ethiopia,5510,Production,723,Spices nes,2010,2010,17905
QC,Crops,238,Ethiopia,5510,Production,723,Spices nes,2017,2017,38984
QC,Crops,238,Ethiopia,5510,Production,156,Sugar cane,2010,2010,2969095
QC,Crops,238,Ethiopia,5510,Production,156,Sugar cane,2017,2017,1496470
QC,Crops,238,Ethiopia,5510,Production,122,Sweet potatoes,2010,2010,736349
QC,Crops,238,Ethiopia,5510,Production,122,Sweet potatoes,2017,2017,2051364
QC,Crops,238,Ethiopia,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,9000
QC,Crops,238,Ethiopia,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,9236
QC,Crops,238,Ethiopia,5510,Production,667,Tea,2010,2010,7586
QC,Crops,238,Ethiopia,5510,Production,667,Tea,2017,2017,10345
QC,Crops,238,Ethiopia,5510,Production,826,"Tobacco, unmanufactured",2010,2010,2532
QC,Crops,238,Ethiopia,5510,Production,826,"Tobacco, unmanufactured",2017,2017,2073
QC,Crops,238,Ethiopia,5510,Production,388,Tomatoes,2010,2010,55635
QC,Crops,238,Ethiopia,5510,Production,388,Tomatoes,2017,2017,41227
QC,Crops,238,Ethiopia,5510,Production,463,"Vegetables, fresh nes",2010,2010,461549
QC,Crops,238,Ethiopia,5510,Production,463,"Vegetables, fresh nes",2017,2017,587405
QC,Crops,238,Ethiopia,5510,Production,420,"Vegetables, leguminous nes",2010,2010,8352
QC,Crops,238,Ethiopia,5510,Production,420,"Vegetables, leguminous nes",2017,2017,10808
QC,Crops,238,Ethiopia,5510,Production,205,Vetches,2010,2010,200949
QC,Crops,238,Ethiopia,5510,Production,205,Vetches,2017,2017,313934
QC,Crops,238,Ethiopia,5510,Production,15,Wheat,2010,2010,2855682
QC,Crops,238,Ethiopia,5510,Production,15,Wheat,2017,2017,4796031
QC,Crops,238,Ethiopia,5510,Production,137,Yams,2010,2010,339740
QC,Crops,238,Ethiopia,5510,Production,137,Yams,2017,2017,1400000
QC,Crops,64,Faroe Islands,5510,Production,116,Potatoes,2010,2010,1415
QC,Crops,64,Faroe Islands,5510,Production,116,Potatoes,2017,2017,1476
QC,Crops,66,Fiji,5510,Production,486,Bananas,2010,2010,4442
QC,Crops,66,Fiji,5510,Production,486,Bananas,2017,2017,4356
QC,Crops,66,Fiji,5510,Production,358,Cabbages and other brassicas,2010,2010,3263
QC,Crops,66,Fiji,5510,Production,358,Cabbages and other brassicas,2017,2017,3132
QC,Crops,66,Fiji,5510,Production,125,Cassava,2010,2010,51716
QC,Crops,66,Fiji,5510,Production,125,Cassava,2017,2017,68135
QC,Crops,66,Fiji,5510,Production,401,"Chillies and peppers, green",2010,2010,2279
QC,Crops,66,Fiji,5510,Production,401,"Chillies and peppers, green",2017,2017,135
QC,Crops,66,Fiji,5510,Production,661,"Cocoa, beans",2010,2010,4
QC,Crops,66,Fiji,5510,Production,661,"Cocoa, beans",2017,2017,12
QC,Crops,66,Fiji,5510,Production,249,Coconuts,2010,2010,206250
QC,Crops,66,Fiji,5510,Production,249,Coconuts,2017,2017,22663
QC,Crops,66,Fiji,5510,Production,656,"Coffee, green",2010,2010,15
QC,Crops,66,Fiji,5510,Production,656,"Coffee, green",2017,2017,19
QC,Crops,66,Fiji,5510,Production,397,Cucumbers and gherkins,2010,2010,1124
QC,Crops,66,Fiji,5510,Production,397,Cucumbers and gherkins,2017,2017,1229
QC,Crops,66,Fiji,5510,Production,399,Eggplants (aubergines),2010,2010,1777
QC,Crops,66,Fiji,5510,Production,399,Eggplants (aubergines),2017,2017,1366
QC,Crops,66,Fiji,5510,Production,619,"Fruit, fresh nes",2010,2010,6928
QC,Crops,66,Fiji,5510,Production,619,"Fruit, fresh nes",2017,2017,4723
QC,Crops,66,Fiji,5510,Production,603,"Fruit, tropical fresh nes",2010,2010,0
QC,Crops,66,Fiji,5510,Production,603,"Fruit, tropical fresh nes",2017,2017,
QC,Crops,66,Fiji,5510,Production,720,Ginger,2010,2010,2319
QC,Crops,66,Fiji,5510,Production,720,Ginger,2017,2017,7585
QC,Crops,66,Fiji,5510,Production,242,"Groundnuts, with shell",2010,2010,301
QC,Crops,66,Fiji,5510,Production,242,"Groundnuts, with shell",2017,2017,337
QC,Crops,66,Fiji,5510,Production,56,Maize,2010,2010,923
QC,Crops,66,Fiji,5510,Production,56,Maize,2017,2017,961
QC,Crops,66,Fiji,5510,Production,571,"Mangoes, mangosteens, guavas",2010,2010,167
QC,Crops,66,Fiji,5510,Production,571,"Mangoes, mangosteens, guavas",2017,2017,275
QC,Crops,66,Fiji,5510,Production,568,"Melons, other (inc.cantaloupes)",2010,2010,208
QC,Crops,66,Fiji,5510,Production,568,"Melons, other (inc.cantaloupes)",2017,2017,204
QC,Crops,66,Fiji,5510,Production,430,Okra,2010,2010,934
QC,Crops,66,Fiji,5510,Production,430,Okra,2017,2017,923
QC,Crops,66,Fiji,5510,Production,403,"Onions, dry",2010,2010,
QC,Crops,66,Fiji,5510,Production,403,"Onions, dry",2017,2017,
QC,Crops,66,Fiji,5510,Production,490,Oranges,2010,2010,95
QC,Crops,66,Fiji,5510,Production,490,Oranges,2017,2017,684
QC,Crops,66,Fiji,5510,Production,600,Papayas,2010,2010,2129
QC,Crops,66,Fiji,5510,Production,600,Papayas,2017,2017,3434
QC,Crops,66,Fiji,5510,Production,687,Pepper (piper spp.),2010,2010,145
QC,Crops,66,Fiji,5510,Production,687,Pepper (piper spp.),2017,2017,104
QC,Crops,66,Fiji,5510,Production,574,Pineapples,2010,2010,3345
QC,Crops,66,Fiji,5510,Production,574,Pineapples,2017,2017,5906
QC,Crops,66,Fiji,5510,Production,489,Plantains and others,2017,2017,5137
QC,Crops,66,Fiji,5510,Production,116,Potatoes,2010,2010,434
QC,Crops,66,Fiji,5510,Production,116,Potatoes,2017,2017,270
QC,Crops,66,Fiji,5510,Production,211,Pulses nes,2010,2010,1836
QC,Crops,66,Fiji,5510,Production,211,Pulses nes,2017,2017,1836
QC,Crops,66,Fiji,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,1714
QC,Crops,66,Fiji,5510,Production,394,"Pumpkins, squash and gourds",2017,2017,2082
QC,Crops,66,Fiji,5510,Production,27,"Rice, paddy",2010,2010,7664
QC,Crops,66,Fiji,5510,Production,27,"Rice, paddy",2017,2017,9081
QC,Crops,66,Fiji,5510,Production,30,"Rice, paddy (rice milled equivalent)",2010,2010,5112
QC,Crops,66,Fiji,5510,Production,30,"Rice, paddy (rice milled equivalent)",2017,2017,6057
QC,Crops,66,Fiji,5510,Production,149,Roots and tubers nes,2010,2010,3301
QC,Crops,66,Fiji,5510,Production,149,Roots and tubers nes,2017,2017,3363
QC,Crops,66,Fiji,5510,Production,83,Sorghum,2010,2010,30
QC,Crops,66,Fiji,5510,Production,83,Sorghum,2017,2017,25
QC,Crops,66,Fiji,5510,Production,156,Sugar cane,2010,2010,1751000
QC,Crops,66,Fiji,5510,Production,156,Sugar cane,2017,2017,1472340
QC,Crops,66,Fiji,5510,Production,122,Sweet potatoes,2010,2010,7464
QC,Crops,66,Fiji,5510,Production,122,Sweet potatoes,2017,2017,8411
QC,Crops,66,Fiji,5510,Production,136,Taro (cocoyam),2010,2010,61138
QC,Crops,66,Fiji,5510,Production,136,Taro (cocoyam),2017,2017,42985
QC,Crops,66,Fiji,5510,Production,826,"Tobacco, unmanufactured",2010,2010,452
QC,Crops,66,Fiji,5510,Production,826,"Tobacco, unmanufactured",2017,2017,458
QC,Crops,66,Fiji,5510,Production,388,Tomatoes,2010,2010,60
QC,Crops,66,Fiji,5510,Production,388,Tomatoes,2017,2017,374
QC,Crops,66,Fiji,5510,Production,692,Vanilla,2010,2010,
QC,Crops,66,Fiji,5510,Production,692,Vanilla,2017,2017,
QC,Crops,66,Fiji,5510,Production,463,"Vegetables, fresh nes",2010,2010,9150
QC,Crops,66,Fiji,5510,Production,463,"Vegetables, fresh nes",2017,2017,24022
QC,Crops,66,Fiji,5510,Production,567,Watermelons,2010,2010,3398
QC,Crops,66,Fiji,5510,Production,567,Watermelons,2017,2017,4013
QC,Crops,66,Fiji,5510,Production,137,Yams,2010,2010,1700
QC,Crops,66,Fiji,5510,Production,137,Yams,2017,2017,4425
QC,Crops,67,Finland,5510,Production,515,Apples,2010,2010,4262
QC,Crops,67,Finland,5510,Production,515,Apples,2017,2017,6758
QC,Crops,67,Finland,5510,Production,367,Asparagus,2010,2010,5
QC,Crops,67,Finland,5510,Production,367,Asparagus,2017,2017,11
QC,Crops,67,Finland,5510,Production,44,Barley,2010,2010,1340200
QC,Crops,67,Finland,5510,Production,44,Barley,2017,2017,1460100
QC,Crops,67,Finland,5510,Production,414,"Beans, green",2010,2010,36
QC,Crops,67,Finland,5510,Production,414,"Beans, green",2017,2017,87
QC,Crops,67,Finland,5510,Production,558,Berries nes,2010,2010,158
QC,Crops,67,Finland,5510,Production,558,Berries nes,2017,2017,303
QC,Crops,67,Finland,5510,Production,358,Cabbages and other brassicas,2010,2010,26912
QC,Crops,67,Finland,5510,Production,358,Cabbages and other brassicas,2017,2017,26213
QC,Crops,67,Finland,5510,Production,426,Carrots and turnips,2010,2010,67509
QC,Crops,67,Finland,5510,Production,426,Carrots and turnips,2017,2017,63823
QC,Crops,67,Finland,5510,Production,393,Cauliflowers and broccoli,2010,2010,2258
QC,Crops,67,Finland,5510,Production,393,Cauliflowers and broccoli,2017,2017,4288
QC,Crops,67,Finland,5510,Production,108,Cereals nes,2010,2010,2448
QC,Crops,67,Finland,5510,Production,108,Cereals nes,2017,2017,3243
QC,Crops,67,Finland,5510,Production,401,"Chillies and peppers, green",2010,2010,771
QC,Crops,67,Finland,5510,Production,401,"Chillies and peppers, green",2017,2017,1016
QC,Crops,67,Finland,5510,Production,397,Cucumbers and gherkins,2010,2010,42571
QC,Crops,67,Finland,5510,Production,397,Cucumbers and gherkins,2017,2017,50763
QC,Crops,67,Finland,5510,Production,550,Currants,2010,2010,1438
QC,Crops,67,Finland,5510,Production,550,Currants,2017,2017,1888
QC,Crops,67,Finland,5510,Production,619,"Fruit, fresh nes",2010,2010,
QC,Crops,67,Finland,5510,Production,619,"Fruit, fresh nes",2017,2017,
QC,Crops,67,Finland,5510,Production,541,"Fruit, stone nes",2010,2010,10
QC,Crops,67,Finland,5510,Production,541,"Fruit, stone nes",2017,2017,175
QC,Crops,67,Finland,5510,Production,406,Garlic,2010,2010,17
QC,Crops,67,Finland,5510,Production,406,Garlic,2017,2017,75
QC,Crops,67,Finland,5510,Production,549,Gooseberries,2010,2010,55
QC,Crops,67,Finland,5510,Production,549,Gooseberries,2017,2017,48
QC,Crops,67,Finland,5510,Production,103,"Grain, mixed",2010,2010,46500
QC,Crops,67,Finland,5510,Production,103,"Grain, mixed",2017,2017,28900
QC,Crops,67,Finland,5510,Production,407,"Leeks, other alliaceous vegetables",2010,2010,424
QC,Crops,67,Finland,5510,Production,407,"Leeks, other alliaceous vegetables",2017,2017,628
QC,Crops,67,Finland,5510,Production,372,Lettuce and chicory,2010,2010,13072
QC,Crops,67,Finland,5510,Production,372,Lettuce and chicory,2017,2017,14099
QC,Crops,67,Finland,5510,Production,449,Mushrooms and truffles,2010,2010,1645
QC,Crops,67,Finland,5510,Production,449,Mushrooms and truffles,2017,2017,1320
QC,Crops,67,Finland,5510,Production,75,Oats,2010,2010,809700
QC,Crops,67,Finland,5510,Production,75,Oats,2017,2017,1013900
QC,Crops,67,Finland,5510,Production,403,"Onions, dry",2010,2010,19991
QC,Crops,67,Finland,5510,Production,403,"Onions, dry",2017,2017,26252
QC,Crops,67,Finland,5510,Production,187,"Peas, dry",2010,2010,12000
QC,Crops,67,Finland,5510,Production,187,"Peas, dry",2017,2017,9100
QC,Crops,67,Finland,5510,Production,417,"Peas, green",2010,2010,4610
QC,Crops,67,Finland,5510,Production,417,"Peas, green",2017,2017,7096
QC,Crops,67,Finland,5510,Production,116,Potatoes,2010,2010,659100
QC,Crops,67,Finland,5510,Production,116,Potatoes,2017,2017,611900
QC,Crops,67,Finland,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,1239
QC,Crops,67,Finland,5510,Production,394,"Pumpkins, squash and gourds",2017,2017,1686
QC,Crops,67,Finland,5510,Production,270,Rapeseed,2010,2010,178500
QC,Crops,67,Finland,5510,Production,270,Rapeseed,2017,2017,91300
QC,Crops,67,Finland,5510,Production,547,Raspberries,2010,2010,529
QC,Crops,67,Finland,5510,Production,547,Raspberries,2017,2017,1071
QC,Crops,67,Finland,5510,Production,71,Rye,2010,2010,68500
QC,Crops,67,Finland,5510,Production,71,Rye,2017,2017,113500
QC,Crops,67,Finland,5510,Production,373,Spinach,2010,2010,471
QC,Crops,67,Finland,5510,Production,373,Spinach,2017,2017,1028
QC,Crops,67,Finland,5510,Production,544,Strawberries,2010,2010,10286
QC,Crops,67,Finland,5510,Production,544,Strawberries,2017,2017,13861
QC,Crops,67,Finland,5510,Production,157,Sugar beet,2010,2010,542100
QC,Crops,67,Finland,5510,Production,157,Sugar beet,2017,2017,430300
QC,Crops,67,Finland,5510,Production,388,Tomatoes,2010,2010,39198
QC,Crops,67,Finland,5510,Production,388,Tomatoes,2017,2017,39386
QC,Crops,67,Finland,5510,Production,463,"Vegetables, fresh nes",2010,2010,31598
QC,Crops,67,Finland,5510,Production,463,"Vegetables, fresh nes",2017,2017,33112
QC,Crops,67,Finland,5510,Production,15,Wheat,2010,2010,724400
QC,Crops,67,Finland,5510,Production,15,Wheat,2017,2017,802000
QC,Crops,68,France,5510,Production,221,"Almonds, with shell",2010,2010,713
QC,Crops,68,France,5510,Production,221,"Almonds, with shell",2017,2017,1078
QC,Crops,68,France,5510,Production,515,Apples,2010,2010,1751269
QC,Crops,68,France,5510,Production,515,Apples,2017,2017,1695949
QC,Crops,68,France,5510,Production,526,Apricots,2010,2010,143212
QC,Crops,68,France,5510,Production,526,Apricots,2017,2017,654938
QC,Crops,68,France,5510,Production,366,Artichokes,2010,2010,48009
QC,Crops,68,France,5510,Production,366,Artichokes,2017,2017,47249
QC,Crops,68,France,5510,Production,367,Asparagus,2010,2010,18665
QC,Crops,68,France,5510,Production,367,Asparagus,2017,2017,21693
QC,Crops,68,France,5510,Production,572,Avocados,2010,2010,1983
QC,Crops,68,France,5510,Production,572,Avocados,2017,2017,2568
QC,Crops,68,France,5510,Production,44,Barley,2010,2010,10101597
QC,Crops,68,France,5510,Production,44,Barley,2017,2017,12086796
QC,Crops,68,France,5510,Production,176,"Beans, dry",2010,2010,7521
QC,Crops,68,France,5510,Production,176,"Beans, dry",2017,2017,11047
QC,Crops,68,France,5510,Production,414,"Beans, green",2010,2010,40046
QC,Crops,68,France,5510,Production,414,"Beans, green",2017,2017,37663
QC,Crops,68,France,5510,Production,558,Berries nes,2010,2010,
QC,Crops,68,France,5510,Production,558,Berries nes,2017,2017,
QC,Crops,68,France,5510,Production,552,Blueberries,2010,2010,11001
QC,Crops,68,France,5510,Production,552,Blueberries,2017,2017,8496
QC,Crops,68,France,5510,Production,181,"Broad beans, horse beans, dry",2010,2010,484248
QC,Crops,68,France,5510,Production,181,"Broad beans, horse beans, dry",2017,2017,199045
QC,Crops,68,France,5510,Production,89,Buckwheat,2010,2010,125900
QC,Crops,68,France,5510,Production,89,Buckwheat,2017,2017,263485
QC,Crops,68,France,5510,Production,358,Cabbages and other brassicas,2010,2010,197674
QC,Crops,68,France,5510,Production,358,Cabbages and other brassicas,2017,2017,186117
QC,Crops,68,France,5510,Production,426,Carrots and turnips,2010,2010,679243
QC,Crops,68,France,5510,Production,426,Carrots and turnips,2017,2017,582944
QC,Crops,68,France,5510,Production,393,Cauliflowers and broccoli,2010,2010,377572
QC,Crops,68,France,5510,Production,393,Cauliflowers and broccoli,2017,2017,293704
QC,Crops,68,France,5510,Production,108,Cereals nes,2010,2010,135968
QC,Crops,68,France,5510,Production,108,Cereals nes,2017,2017,164210
QC,Crops,68,France,5510,Production,531,Cherries,2010,2010,44099
QC,Crops,68,France,5510,Production,531,Cherries,2017,2017,40464
QC,Crops,68,France,5510,Production,220,Chestnut,2010,2010,9464
QC,Crops,68,France,5510,Production,220,Chestnut,2017,2017,5706
QC,Crops,68,France,5510,Production,459,Chicory roots,2010,2010,113591
QC,Crops,68,France,5510,Production,459,Chicory roots,2017,2017,50335
QC,Crops,68,France,5510,Production,401,"Chillies and peppers, green",2010,2010,18137
QC,Crops,68,France,5510,Production,401,"Chillies and peppers, green",2017,2017,29614
QC,Crops,68,France,5510,Production,249,Coconuts,2010,2010,861
QC,Crops,68,France,5510,Production,249,Coconuts,2017,2017,4442
QC,Crops,68,France,5510,Production,554,Cranberries,2010,2010,
QC,Crops,68,France,5510,Production,554,Cranberries,2017,2017,
QC,Crops,68,France,5510,Production,397,Cucumbers and gherkins,2010,2010,138895
QC,Crops,68,France,5510,Production,397,Cucumbers and gherkins,2017,2017,145981
QC,Crops,68,France,5510,Production,550,Currants,2010,2010,13221
QC,Crops,68,France,5510,Production,550,Currants,2017,2017,1757
QC,Crops,68,France,5510,Production,399,Eggplants (aubergines),2010,2010,21215
QC,Crops,68,France,5510,Production,399,Eggplants (aubergines),2017,2017,30089
QC,Crops,68,France,5510,Production,569,Figs,2010,2010,3405
QC,Crops,68,France,5510,Production,569,Figs,2017,2017,3718
QC,Crops,68,France,5510,Production,773,Flax fibre and tow,2010,2010,372100
QC,Crops,68,France,5510,Production,773,Flax fibre and tow,2017,2017,596787
QC,Crops,68,France,5510,Production,512,"Fruit, citrus nes",2010,2010,
QC,Crops,68,France,5510,Production,512,"Fruit, citrus nes",2017,2017,
QC,Crops,68,France,5510,Production,619,"Fruit, fresh nes",2010,2010,744
QC,Crops,68,France,5510,Production,619,"Fruit, fresh nes",2017,2017,39887
QC,Crops,68,France,5510,Production,541,"Fruit, stone nes",2010,2010,9280
QC,Crops,68,France,5510,Production,541,"Fruit, stone nes",2017,2017,13476
QC,Crops,68,France,5510,Production,603,"Fruit, tropical fresh nes",2010,2010,
QC,Crops,68,France,5510,Production,603,"Fruit, tropical fresh nes",2017,2017,
QC,Crops,68,France,5510,Production,406,Garlic,2010,2010,18791
QC,Crops,68,France,5510,Production,406,Garlic,2017,2017,20464
QC,Crops,68,France,5510,Production,103,"Grain, mixed",2010,2010,190858
QC,Crops,68,France,5510,Production,103,"Grain, mixed",2017,2017,317649
QC,Crops,68,France,5510,Production,507,Grapefruit (inc. pomelos),2010,2010,4153
QC,Crops,68,France,5510,Production,507,Grapefruit (inc. pomelos),2017,2017,9701
QC,Crops,68,France,5510,Production,560,Grapes,2010,2010,5893530
QC,Crops,68,France,5510,Production,560,Grapes,2017,2017,5011054
QC,Crops,68,France,5510,Production,225,"Hazelnuts, with shell",2010,2010,10073
QC,Crops,68,France,5510,Production,225,"Hazelnuts, with shell",2017,2017,11111
QC,Crops,68,France,5510,Production,777,Hemp tow waste,2010,2010,1047
QC,Crops,68,France,5510,Production,777,Hemp tow waste,2017,2017,1256
QC,Crops,68,France,5510,Production,336,Hempseed,2010,2010,55947
QC,Crops,68,France,5510,Production,336,Hempseed,2017,2017,129624
QC,Crops,68,France,5510,Production,677,Hops,2010,2010,791
QC,Crops,68,France,5510,Production,677,Hops,2017,2017,629
QC,Crops,68,France,5510,Production,592,Kiwi fruit,2010,2010,72174
QC,Crops,68,France,5510,Production,592,Kiwi fruit,2017,2017,54416
QC,Crops,68,France,5510,Production,407,"Leeks, other alliaceous vegetables",2010,2010,168605
QC,Crops,68,France,5510,Production,407,"Leeks, other alliaceous vegetables",2017,2017,156149
QC,Crops,68,France,5510,Production,497,Lemons and limes,2010,2010,4129
QC,Crops,68,France,5510,Production,497,Lemons and limes,2017,2017,16578
QC,Crops,68,France,5510,Production,201,Lentils,2010,2010,19545
QC,Crops,68,France,5510,Production,201,Lentils,2017,2017,39994
QC,Crops,68,France,5510,Production,372,Lettuce and chicory,2010,2010,327802
QC,Crops,68,France,5510,Production,372,Lettuce and chicory,2017,2017,220537
QC,Crops,68,France,5510,Production,333,Linseed,2010,2010,35756
QC,Crops,68,France,5510,Production,333,Linseed,2017,2017,54730
QC,Crops,68,France,5510,Production,210,Lupins,2010,2010,16206
QC,Crops,68,France,5510,Production,210,Lupins,2017,2017,12547
QC,Crops,68,France,5510,Production,56,Maize,2010,2010,13975285
QC,Crops,68,France,5510,Production,56,Maize,2017,2017,14534897
QC,Crops,68,France,5510,Production,446,"Maize, green",2010,2010,312341
QC,Crops,68,France,5510,Production,446,"Maize, green",2017,2017,420312
QC,Crops,68,France,5510,Production,568,"Melons, other (inc.cantaloupes)",2010,2010,290532
QC,Crops,68,France,5510,Production,568,"Melons, other (inc.cantaloupes)",2017,2017,286564
QC,Crops,68,France,5510,Production,79,Millet,2010,2010,37500
QC,Crops,68,France,5510,Production,79,Millet,2017,2017,40604
QC,Crops,68,France,5510,Production,449,Mushrooms and truffles,2010,2010,119373
QC,Crops,68,France,5510,Production,449,Mushrooms and truffles,2017,2017,86165
QC,Crops,68,France,5510,Production,292,Mustard seed,2010,2010,16016
QC,Crops,68,France,5510,Production,292,Mustard seed,2017,2017,16275
QC,Crops,68,France,5510,Production,75,Oats,2010,2010,448233
QC,Crops,68,France,5510,Production,75,Oats,2017,2017,537340
QC,Crops,68,France,5510,Production,339,Oilseeds nes,2010,2010,16267
QC,Crops,68,France,5510,Production,339,Oilseeds nes,2017,2017,21309
QC,Crops,68,France,5510,Production,260,Olives,2010,2010,31706
QC,Crops,68,France,5510,Production,260,Olives,2017,2017,18333
QC,Crops,68,France,5510,Production,403,"Onions, dry",2010,2010,286620
QC,Crops,68,France,5510,Production,403,"Onions, dry",2017,2017,459012
QC,Crops,68,France,5510,Production,402,"Onions, shallots, green",2010,2010,60187
QC,Crops,68,France,5510,Production,402,"Onions, shallots, green",2017,2017,49476
QC,Crops,68,France,5510,Production,490,Oranges,2010,2010,6074
QC,Crops,68,France,5510,Production,490,Oranges,2017,2017,10842
QC,Crops,68,France,5510,Production,534,Peaches and nectarines,2010,2010,301096
QC,Crops,68,France,5510,Production,534,Peaches and nectarines,2017,2017,221853
QC,Crops,68,France,5510,Production,521,Pears,2010,2010,146552
QC,Crops,68,France,5510,Production,521,Pears,2017,2017,130153
QC,Crops,68,France,5510,Production,187,"Peas, dry",2010,2010,1073331
QC,Crops,68,France,5510,Production,187,"Peas, dry",2017,2017,791664
QC,Crops,68,France,5510,Production,417,"Peas, green",2010,2010,208610
QC,Crops,68,France,5510,Production,417,"Peas, green",2017,2017,247687
QC,Crops,68,France,5510,Production,536,Plums and sloes,2010,2010,248520
QC,Crops,68,France,5510,Production,536,Plums and sloes,2017,2017,211142
QC,Crops,68,France,5510,Production,296,Poppy seed,2010,2010,6311
QC,Crops,68,France,5510,Production,296,Poppy seed,2017,2017,5057
QC,Crops,68,France,5510,Production,116,Potatoes,2010,2010,6622043
QC,Crops,68,France,5510,Production,116,Potatoes,2017,2017,8547354
QC,Crops,68,France,5510,Production,211,Pulses nes,2010,2010,10692
QC,Crops,68,France,5510,Production,211,Pulses nes,2017,2017,6146
QC,Crops,68,France,5510,Production,394,"Pumpkins, squash and gourds",2010,2010,104126
QC,Crops,68,France,5510,Production,394,"Pumpkins, squash and gourds",2017,2017,95974
QC,Crops,68,France,5510,Production,523,Quinces,2010,2010,
QC,Crops,68,France,5510,Production,523,Quinces,2017,2017,
QC,Crops,68,France,5510,Production,270,Rapeseed,2010,2010,4815239
QC,Crops,68,France,5510,Production,270,Rapeseed,2017,2017,5317377
QC,Crops,68,France,5510,Production,547,Raspberries,2010,2010,3590
QC,Crops,68,France,5510,Production,547,Raspberries,2017,2017,4627
QC,Crops,68,France,5510,Production,27,"Rice, paddy",2010,2010,120170
QC,Crops,68,France,5510,Production,27,"Rice, paddy",2017,2017,92544
QC,Crops,68,France,5510,Production,30,"Rice, paddy (rice milled equivalent)",2010,2010,80153
QC,Crops,68,France,5510,Production,30,"Rice, paddy (rice milled equivalent)",2017,2017,61727
QC,Crops,68,France,5510,Production,149,Roots and tubers nes,2010,2010,35682
QC,Crops,68,France,5510,Production,149,Roots and tubers nes,2017,2017,35700
QC,Crops,68,France,5510,Production,71,Rye,2010,2010,151038
QC,Crops,68,France,5510,Production,71,Rye,2017,2017,109715
QC,Crops,68,France,5510,Production,83,Sorghum,2010,2010,285862
QC,Crops,68,France,5510,Production,83,Sorghum,2017,2017,325792
QC,Crops,68,France,5510,Production,236,Soybeans,2010,2010,140059
QC,Crops,68,France,5510,Production,236,Soybeans,2017,2017,415202
QC,Crops,68,France,5510,Production,373,Spinach,2010,2010,80245
QC,Crops,68,France,5510,Production,373,Spinach,2017,2017,120626
QC,Crops,68,France,5510,Production,544,Strawberries,2010,2010,51801
QC,Crops,68,France,5510,Production,544,Strawberries,2017,2017,56909
QC,Crops,68,France,5510,Production,423,String beans,2010,2010,331299
QC,Crops,68,France,5510,Production,423,String beans,2017,2017,393589
QC,Crops,68,France,5510,Production,157,Sugar beet,2010,2010,31874920
QC,Crops,68,France,5510,Production,157,Sugar beet,2017,2017,46300141
QC,Crops,68,France,5510,Production,156,Sugar cane,2017,2017,2860410
QC,Crops,68,France,5510,Production,267,Sunflower seed,2010,2010,1640837
QC,Crops,68,France,5510,Production,267,Sunflower seed,2017,2017,1598972
QC,Crops,68,France,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2010,2010,27729
QC,Crops,68,France,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2017,2017,41761
QC,Crops,68,France,5510,Production,826,"Tobacco, unmanufactured",2010,2010,18428
QC,Crops,68,France,5510,Production,826,"Tobacco, unmanufactured",2017,2017,7896
QC,Crops,68,France,5510,Production,388,Tomatoes,2010,2010,645194
QC,Crops,68,France,5510,Production,388,Tomatoes,2017,2017,810969
QC,Crops,68,France,5510,Production,97,Triticale,2010,2010,2059361
QC,Crops,68,France,5510,Production,97,Triticale,2017,2017,1579317
QC,Crops,68,France,5510,Production,463,"Vegetables, fresh nes",2010,2010,835030
QC,Crops,68,France,5510,Production,463,"Vegetables, fresh nes",2017,2017,1045414
QC,Crops,68,France,5510,Production,420,"Vegetables, leguminous nes",2010,2010,9086
QC,Crops,68,France,5510,Production,420,"Vegetables, leguminous nes",2017,2017,10530
QC,Crops,68,France,5510,Production,222,"Walnuts, with shell",2010,2010,31594
QC,Crops,68,France,5510,Production,222,"Walnuts, with shell",2017,2017,32629
QC,Crops,68,France,5510,Production,567,Watermelons,2010,2010,15761
QC,Crops,68,France,5510,Production,567,Watermelons,2017,2017,17447
QC,Crops,68,France,5510,Production,15,Wheat,2010,2010,38207431
QC,Crops,68,France,5510,Production,15,Wheat,2017,2017,38677896
QC,Crops,69,French Guyana,5510,Production,572,Avocados,2010,2010,1760
QC,Crops,69,French Guyana,5510,Production,572,Avocados,2017,2017,900
QC,Crops,69,French Guyana,5510,Production,486,Bananas,2010,2010,7580
QC,Crops,69,French Guyana,5510,Production,486,Bananas,2017,2017,8800
QC,Crops,69,French Guyana,5510,Production,414,"Beans, green",2010,2010,776
QC,Crops,69,French Guyana,5510,Production,414,"Beans, green",2017,2017,540
QC,Crops,69,French Guyana,5510,Production,358,Cabbages and other brassicas,2010,2010,5046
QC,Crops,69,French Guyana,5510,Production,358,Cabbages and other brassicas,2017,2017,6400
QC,Crops,69,French Guyana,5510,Production,125,Cassava,2010,2010,21263
