lat,lon,prod,sub_rgn,iso3c
21.186050529545593,107.60858937642442,0,Quang Ninh,VNM
20.840947248646557,106.77685003845498,1650,Hai Phong,VNM
20.454148639095266,106.59728856581118,0,Thai Binh,VNM
20.146554460540862,106.3298019452741,0,Nam Dinh,VNM
19.955496263213185,106.03097468374126,1005,Ninh Binh,VNM
19.726817666482322,105.87661730467457,970,Thanh Hoa,VNM
18.982876968029743,105.6165097440173,0,Nghe An,VNM
18.456817613512555,105.92726656633255,200,Ha Tinh,VNM
17.56001328746647,106.58039999954293,110,Quang Binh,VNM
16.905826522213328,107.19194145855845,20,Quang Tri,VNM
16.495115996149718,107.74891583338649,82,TT Hue,VNM
16.167986126005765,108.15075180169012,0,Da Nang,VNM
15.699026568754403,108.48016289264334,135,Quang Nam,VNM
15.010595152983287,108.92174225624275,0,Quang Ngai,VNM
14.17668770026659,109.19617116389627,130,Binh Dinh,VNM
13.335760529041393,109.29183511586322,0,Phu Yen,VNM
12.299111935360338,109.23699322130719,0,Khanh Hoa,VNM
11.62183927318579,109.1546891359726,5,Ninh Thuân,VNM
10.830102342204183,108.03702110643216,0,Binh Thuân,VNM
10.510731358280973,106.7310999868549,250,Long An,VNM
10.30006571666483,106.78122716883196,0,Tien Giang,VNM
10.037866832581582,106.69637036338817,637,Ben Tre,VNM
9.592223563185232,106.54126727713718,1196,Tra Vinh,VNM
9.389580381208823,106.1857446280396,0,Soc Trang,VNM
9.147921315425062,105.59613926925006,3466,Bac Lieu,VNM
8.674166818318303,105.12379673906345,0,Ca Mau,VNM
10.087872204898957,104.88743812284027,170,Kien Giang,VNM
10.055231,105.789267,0,Can Tho,VNM
