iso3c,animal,product,counts_2010,counts_2016,prop_change,ID_0,Country,Global_Name,Region_Name,Sub_region_Name,Intermediate_Region_Name,gapfilled
BWA,chickens,meat,961000,200000,0.2081165452653486,31,Botswana,World,Africa,Sub-Saharan Africa,Southern Africa,NA
BWA,chickens,eggs,800000,750000,0.9375,31,Botswana,World,Africa,Sub-Saharan Africa,Southern Africa,NA
BRA,chickens,meat,953913000,1025749079,1.075306740761474,33,Brazil,World,Americas,Latin America and the Caribbean,South America,NA
BRA,chickens,eggs,285000000,319655921,1.1215997228070176,33,Brazil,World,Americas,Latin America and the Caribbean,South America,NA
BRN,chickens,meat,13189716,15463350,1.1723792991448792,36,Brunei,World,Asia,South-eastern Asia,South-eastern Asia,NA
BRN,chickens,eggs,1720284,2035650,1.1833220561256164,36,Brunei,World,Asia,South-eastern Asia,South-eastern Asia,NA
BGR,chickens,meat,9110000,8352000,0.916794731064764,37,Bulgaria,World,Europe,Eastern Europe,Eastern Europe,NA
BGR,chickens,eggs,6892000,5906000,0.8569355774811376,37,Bulgaria,World,Europe,Eastern Europe,Eastern Europe,NA
BFA,chickens,meat,22500000,26500000,1.1777777777777778,38,Burkina Faso,World,Africa,Sub-Saharan Africa,Western Africa,NA
BFA,chickens,eggs,16500000,16500000,1,38,Burkina Faso,World,Africa,Sub-Saharan Africa,Western Africa,NA
BDI,chickens,meat,920000,1076675,1.1702989130434782,39,Burundi,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
BDI,chickens,eggs,800000,601325,0.75165625,39,Burundi,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
CPV,chickens,meat,241850,741000,3.063882571842051,43,Cape Verde,World,Africa,Sub-Saharan Africa,Western Africa,NA
CPV,chickens,eggs,376150,310000,0.8241393061278746,43,Cape Verde,World,Africa,Sub-Saharan Africa,Western Africa,NA
KHM,chickens,meat,12348000,8142096,0.6593858114674441,40,Cambodia,World,Asia,South-eastern Asia,South-eastern Asia,NA
KHM,chickens,eggs,5100000,5000000,0.9803921568627451,40,Cambodia,World,Asia,South-eastern Asia,South-eastern Asia,NA
CMR,chickens,meat,40650000,46280000,1.1384993849938498,41,Cameroon,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CMR,chickens,eggs,4350000,4520000,1.0390804597701149,41,Cameroon,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CAN,chickens,meat,138486000,139608325,1.0081042488049334,42,Canada,World,Americas,Northern America,Northern America,NA
CAN,chickens,eggs,26514000,30498000,1.1502602398732744,42,Canada,World,Americas,Northern America,Northern America,NA
CYM,chickens,meat,4854,5140,1.0589204779563246,45,Cayman Islands,World,Americas,Latin America and the Caribbean,Caribbean,NA
CYM,chickens,eggs,1146,1135,0.9904013961605584,45,Cayman Islands,World,Americas,Latin America and the Caribbean,Caribbean,NA
CAF,chickens,meat,5611000,6642478,1.1838314026020318,46,Central African Republic,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CAF,chickens,eggs,765000,711600,0.9301960784313725,46,Central African Republic,World,Africa,Sub-Saharan Africa,Middle Africa,NA
TCD,chickens,meat,4450000,4793349,1.0771570786516853,47,Chad,World,Africa,Sub-Saharan Africa,Middle Africa,NA
TCD,chickens,eggs,1100000,1139957,1.0363245454545456,47,Chad,World,Africa,Sub-Saharan Africa,Middle Africa,NA
CHL,chickens,meat,36275000,94900000,2.6161268090971745,48,Chile,World,Americas,Latin America and the Caribbean,South America,NA
CHL,chickens,eggs,11204000,12280000,1.0960371295965727,48,Chile,World,Americas,Latin America and the Caribbean,South America,NA
HKG,chickens,meat,1185000,1235000,1.0421940928270041,102,Hong Kong,World,Asia,Eastern Asia,Eastern Asia,NA
HKG,chickens,eggs,65000,65000,1,102,Hong Kong,World,Asia,Eastern Asia,Eastern Asia,NA
MAC,chickens,meat,595000,662013,1.1126268907563026,132,Macao,World,Asia,Eastern Asia,Eastern Asia,NA
MAC,chickens,eggs,105000,110000,1.0476190476190477,132,Macao,World,Asia,Eastern Asia,Eastern Asia,NA
CHN,chickens,meat,2673000000,1975356882,0.7390036969696969,49,China,World,Asia,Eastern Asia,Eastern Asia,NA
CHN,chickens,eggs,2527000000,2978000000,1.178472497032054,49,China,World,Asia,Eastern Asia,Eastern Asia,NA
TWN,chickens,meat,64645000,51705000,0.7998298398948102,225,Taiwan,World,Asia,Eastern Asia,Eastern Asia,NA
TWN,chickens,eggs,36125000,39270000,1.0870588235294119,225,Taiwan,World,Asia,Eastern Asia,Eastern Asia,NA
COL,chickens,meat,119409965,107203414,0.8977761110640975,53,Colombia,World,Americas,Latin America and the Caribbean,South America,NA
COL,chickens,eggs,38590035,49931586,1.293898437770269,53,Colombia,World,Americas,Latin America and the Caribbean,South America,NA
COM,chickens,meat,340000,352464,1.0366588235294119,54,Comoros,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
COM,chickens,eggs,210000,200969,0.9569952380952381,54,Comoros,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
COG,chickens,meat,2100000,2421949,1.1533090476190475,185,Republic of Congo,World,Africa,Sub-Saharan Africa,Middle Africa,NA
COG,chickens,eggs,500000,530000,1.06,185,Republic of Congo,World,Africa,Sub-Saharan Africa,Middle Africa,NA
COK,chickens,meat,14000,13551,0.9679285714285715,55,Cook Islands,World,Oceania,Polynesia,Polynesia,NA
COK,chickens,eggs,6000,6000,1,55,Cook Islands,World,Oceania,Polynesia,Polynesia,NA
CRI,chickens,meat,21250000,21465335,1.0101334117647058,56,Costa Rica,World,Americas,Latin America and the Caribbean,Central America,NA
CRI,chickens,eggs,2650000,3170658,1.196474716981132,56,Costa Rica,World,Americas,Latin America and the Caribbean,Central America,NA
CIV,chickens,meat,36752000,52035814,1.4158634632128864,57,Côte d'Ivoire,World,Africa,Sub-Saharan Africa,Western Africa,NA
CIV,chickens,eggs,8300000,14000000,1.6867469879518073,57,Côte d'Ivoire,World,Africa,Sub-Saharan Africa,Western Africa,NA
HRV,chickens,meat,1000,5723000,1.0535979073243646,58,Croatia,World,Europe,Southern Europe,Southern Europe,gf with un regional means
HRV,chickens,eggs,5040000,3497000,0.6938492063492063,58,Croatia,World,Europe,Southern Europe,Southern Europe,NA
CUB,chickens,meat,20950000,21044000,1.0044868735083532,59,Cuba,World,Americas,Latin America and the Caribbean,Caribbean,NA
CUB,chickens,eggs,10000000,10292000,1.0292,59,Cuba,World,Americas,Latin America and the Caribbean,Caribbean,NA
CYP,chickens,meat,2363000,2021000,0.8552687261955142,61,Cyprus,World,Asia,Western Asia,Western Asia,NA
CYP,chickens,eggs,618000,593000,0.959546925566343,61,Cyprus,World,Asia,Western Asia,Western Asia,NA
CZE,chickens,meat,20044000,16081000,0.8022849730592696,62,Czech Republic,World,Europe,Eastern Europe,Eastern Europe,NA
CZE,chickens,eggs,3998000,4341000,1.0857928964482242,62,Czech Republic,World,Europe,Eastern Europe,Eastern Europe,NA
PRK,chickens,meat,769000,0,0,166,North Korea,World,Asia,Eastern Asia,Eastern Asia,NA
PRK,chickens,eggs,15800000,15072639,0.9539644936708861,166,North Korea,World,Asia,Eastern Asia,Eastern Asia,NA
COD,chickens,meat,17217000,16503160,0.95853865365627,301,Democratic Republic of the Congo,World,Africa,Sub-Saharan Africa,Middle Africa,NA
COD,chickens,eggs,2850000,2900000,1.0175438596491229,301,Democratic Republic of the Congo,World,Africa,Sub-Saharan Africa,Middle Africa,NA
DNK,chickens,meat,14184000,13254000,0.9344331641285956,64,Denmark,World,Europe,Northern Europe,Northern Europe,NA
DNK,chickens,eggs,3900000,4644000,1.1907692307692308,64,Denmark,World,Europe,Northern Europe,Northern Europe,NA
DMA,chickens,meat,140000,149529,1.0680642857142857,66,Dominica,World,Americas,Latin America and the Caribbean,Caribbean,NA
DMA,chickens,eggs,50000,49375,0.9875,66,Dominica,World,Americas,Latin America and the Caribbean,Caribbean,NA
DOM,chickens,meat,171633000,166100000,0.9677626097545344,67,Dominican Republic,World,Americas,Latin America and the Caribbean,Caribbean,NA
DOM,chickens,eggs,6800000,8900000,1.3088235294117647,67,Dominican Republic,World,Americas,Latin America and the Caribbean,Caribbean,NA
ECU,chickens,meat,176930000,149700000,0.8460973266263494,68,Ecuador,World,Americas,Latin America and the Caribbean,South America,NA
ECU,chickens,eggs,6000000,10300000,1.7166666666666666,68,Ecuador,World,Americas,Latin America and the Caribbean,South America,NA
EGY,chickens,meat,74646000,115901957,1.552688114567425,69,Egypt,World,Africa,Northern Africa,Northern Africa,NA
EGY,chickens,eggs,29143000,34200000,1.173523659197749,69,Egypt,World,Africa,Northern Africa,Northern Africa,NA
SLV,chickens,meat,10030000,10638924,1.0607102691924228,70,El Salvador,World,Americas,Latin America and the Caribbean,Central America,NA
SLV,chickens,eggs,4970000,6292197,1.2660356136820925,70,El Salvador,World,Americas,Latin America and the Caribbean,Central America,NA
GNQ,chickens,meat,274000,300000,1.094890510948905,71,Equatorial Guinea,World,Africa,Sub-Saharan Africa,Middle Africa,NA
GNQ,chickens,eggs,66000,67725,1.0261363636363636,71,Equatorial Guinea,World,Africa,Sub-Saharan Africa,Middle Africa,NA
ERI,chickens,meat,700000,742000,1.06,72,Eritrea,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ERI,chickens,eggs,550000,608000,1.1054545454545455,72,Eritrea,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
EST,chickens,meat,1191000,1404000,1.1788413098236776,73,Estonia,World,Europe,Northern Europe,Northern Europe,NA
EST,chickens,eggs,578000,699000,1.2093425605536332,73,Estonia,World,Europe,Northern Europe,Northern Europe,NA
SWZ,chickens,meat,3280000,3602656,1.098370731707317,221,Swaziland,World,Africa,Sub-Saharan Africa,Southern Africa,NA
SWZ,chickens,eggs,220000,240000,1.0909090909090908,221,Swaziland,World,Africa,Sub-Saharan Africa,Southern Africa,NA
ETH,chickens,meat,40287000,48483787,1.2034598505721448,74,Ethiopia,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
ETH,chickens,eggs,9000000,11011213,1.2234681111111112,74,Ethiopia,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
FLK,chickens,meat,2910,3224,1.1079037800687286,75,Falkland Islands,World,Americas,Latin America and the Caribbean,South America,NA
FLK,chickens,eggs,1090,1090,1,75,Falkland Islands,World,Americas,Latin America and the Caribbean,South America,NA
FJI,chickens,meat,4150000,4554937,1.0975751807228915,77,Fiji,World,Oceania,Melanesia,Melanesia,NA
FJI,chickens,eggs,550000,623000,1.1327272727272728,77,Fiji,World,Oceania,Melanesia,Melanesia,NA
FIN,chickens,meat,1222000,4673000,3.824058919803601,78,Finland,World,Europe,Northern Europe,Northern Europe,NA
FIN,chickens,eggs,3394000,3599000,1.0604007071302297,78,Finland,World,Europe,Northern Europe,Northern Europe,NA
FRA,chickens,meat,175054000,108074000,0.61737520993522,79,France,World,Europe,Western Europe,Western Europe,NA
FRA,chickens,eggs,56473000,59339000,1.050749915889009,79,France,World,Europe,Western Europe,Western Europe,NA
GUF,chickens,meat,0,0,1.1079037800687286,80,French Guiana,World,Americas,Latin America and the Caribbean,South America,gf with un regional means
GUF,chickens,eggs,121000,107000,0.8842975206611571,80,French Guiana,World,Americas,Latin America and the Caribbean,South America,NA
PYF,chickens,meat,110000,167090,1.519,81,French Polynesia,World,Oceania,Polynesia,Polynesia,NA
PYF,chickens,eggs,190000,150395,0.7915526315789474,81,French Polynesia,World,Oceania,Polynesia,Polynesia,NA
GAB,chickens,meat,2660000,2519558,0.9472022556390978,83,Gabon,World,Africa,Sub-Saharan Africa,Middle Africa,NA
GAB,chickens,eggs,440000,651772,1.4813,83,Gabon,World,Africa,Sub-Saharan Africa,Middle Africa,NA
GMB,chickens,meat,635000,1085744,1.7098330708661418,84,Gambia,World,Africa,Sub-Saharan Africa,Western Africa,NA
GMB,chickens,eggs,215000,260060,1.2095813953488372,84,Gambia,World,Africa,Sub-Saharan Africa,Western Africa,NA
GEO,chickens,meat,3690000,5440529,1.4743981029810298,85,Georgia,World,Asia,Western Asia,Western Asia,NA
GEO,chickens,eggs,2500000,2868471,1.1473884,85,Georgia,World,Asia,Western Asia,Western Asia,NA
DEU,chickens,meat,80713000,118251000,1.4650799747252612,86,Germany,World,Europe,Western Europe,Western Europe,NA
DEU,chickens,eggs,33400000,40398000,1.2095209580838324,86,Germany,World,Europe,Western Europe,Western Europe,NA
GHA,chickens,meat,33902000,54027787,1.5936460090850098,87,Ghana,World,Africa,Sub-Saharan Africa,Western Africa,NA
GHA,chickens,eggs,13850000,17566213,1.2683186281588448,87,Ghana,World,Africa,Sub-Saharan Africa,Western Africa,NA
GRC,chickens,meat,16689075,22279711,1.3349877689446539,89,Greece,World,Europe,Southern Europe,Southern Europe,NA
GRC,chickens,eggs,11152000,9000000,0.8070301291248206,89,Greece,World,Europe,Southern Europe,Southern Europe,NA
GRD,chickens,meat,119782,120912,1.0094338047452873,91,Grenada,World,Americas,Latin America and the Caribbean,Caribbean,NA
GRD,chickens,eggs,150218,152144,1.0128213662810048,91,Grenada,World,Americas,Latin America and the Caribbean,Caribbean,NA
GLP,chickens,meat,134135,158034,1.17817124538711,92,Guadeloupe,World,Americas,Latin America and the Caribbean,Caribbean,NA
GLP,chickens,eggs,165865,131966,0.7956229463720496,92,Guadeloupe,World,Americas,Latin America and the Caribbean,Caribbean,NA
GUM,chickens,meat,134284,207489,1.5451505763903368,93,Guam,World,Oceania,Micronesia,Micronesia,NA
GUM,chickens,eggs,65716,74884,1.1395094041025016,93,Guam,World,Oceania,Micronesia,Micronesia,NA
GTM,chickens,meat,16700000,15927663,0.9537522754491018,94,Guatemala,World,Americas,Latin America and the Caribbean,Central America,NA
GTM,chickens,eggs,16300000,20100000,1.2331288343558282,94,Guatemala,World,Americas,Latin America and the Caribbean,Central America,NA
GIN,chickens,meat,14481000,23216000,1.6032041986050687,96,Guinea,World,Africa,Sub-Saharan Africa,Western Africa,NA
GIN,chickens,eggs,6750000,6900000,1.0222222222222221,96,Guinea,World,Africa,Sub-Saharan Africa,Western Africa,NA
GNB,chickens,meat,1316000,1730303,1.3148199088145898,97,Guinea-Bissau,World,Africa,Sub-Saharan Africa,Western Africa,NA
GNB,chickens,eggs,280000,310000,1.1071428571428572,97,Guinea-Bissau,World,Africa,Sub-Saharan Africa,Western Africa,NA
GUY,chickens,meat,21255000,26659970,1.2542916960715127,98,Guyana,World,Americas,Latin America and the Caribbean,South America,NA
GUY,chickens,eggs,145000,200000,1.3793103448275863,98,Guyana,World,Americas,Latin America and the Caribbean,South America,NA
HTI,chickens,meat,5088367,5240213,1.029841794037262,99,Haiti,World,Americas,Latin America and the Caribbean,Caribbean,NA
HTI,chickens,eggs,511633,522556,1.0213492874775474,99,Haiti,World,Americas,Latin America and the Caribbean,Caribbean,NA
HND,chickens,meat,39259000,41148043,1.0481174507756184,101,Honduras,World,Americas,Latin America and the Caribbean,Central America,NA
HND,chickens,eggs,4059000,4500000,1.1086474501108647,101,Honduras,World,Americas,Latin America and the Caribbean,Central America,NA
HUN,chickens,meat,18531000,20043000,1.0815930063137444,103,Hungary,World,Europe,Eastern Europe,Eastern Europe,NA
HUN,chickens,eggs,13597000,12389000,0.911156872839597,103,Hungary,World,Europe,Eastern Europe,Eastern Europe,NA
ISL,chickens,meat,43000,0,0,104,Iceland,World,Europe,Northern Europe,Northern Europe,NA
ISL,chickens,eggs,175000,226000,1.2914285714285714,104,Iceland,World,Europe,Northern Europe,Northern Europe,NA
IND,chickens,meat,359642000,392608803,1.0916656091335273,105,India,World,Asia,Southern Asia,Southern Asia,NA
IND,chickens,eggs,303658000,382677000,1.2602236726844016,105,India,World,Asia,Southern Asia,Southern Asia,NA
IDN,chickens,meat,1141926000,1926729000,1.6872625721806842,106,Indonesia,World,Asia,South-eastern Asia,South-eastern Asia,NA
IDN,chickens,eggs,207700000,161350000,0.7768415984593163,106,Indonesia,World,Asia,South-eastern Asia,South-eastern Asia,NA
IRN,chickens,meat,813500000,977938678,1.2021372808850646,107,Iran,World,Asia,Southern Asia,Southern Asia,NA
IRN,chickens,eggs,66500000,53000000,0.7969924812030075,107,Iran,World,Asia,Southern Asia,Southern Asia,NA
IRQ,chickens,meat,29794817,41253000,1.384569671966772,108,Iraq,World,Asia,Western Asia,Western Asia,NA
IRQ,chickens,eggs,4205183,3500000,0.8323062278145802,108,Iraq,World,Asia,Western Asia,Western Asia,NA
IRL,chickens,meat,10000000,10904696,1.0904696,109,Ireland,World,Europe,Northern Europe,Northern Europe,NA
IRL,chickens,eggs,3800000,4500000,1.1842105263157894,109,Ireland,World,Europe,Northern Europe,Northern Europe,NA
ISR,chickens,meat,33594000,32751000,0.9749062332559386,111,Israel,World,Asia,Western Asia,Western Asia,NA
ISR,chickens,eggs,9005000,9571000,1.0628539700166575,111,Israel,World,Asia,Western Asia,Western Asia,NA
ITA,chickens,meat,62000000,74131703,1.1956726290322581,112,Italy,World,Europe,Southern Europe,Southern Europe,NA
ITA,chickens,eggs,68000000,68326898,1.0048073235294117,112,Italy,World,Europe,Southern Europe,Southern Europe,NA
JAM,chickens,meat,12510000,12494499,0.9987609112709832,113,Jamaica,World,Americas,Latin America and the Caribbean,Caribbean,NA
JAM,chickens,eggs,990000,1500000,1.5151515151515151,113,Jamaica,World,Americas,Latin America and the Caribbean,Caribbean,NA
JPN,chickens,meat,145934177,175559000,1.2030012681676343,114,Japan,World,Asia,Eastern Asia,Eastern Asia,NA
JPN,chickens,eggs,140065823,134569000,0.9607554299666664,114,Japan,World,Asia,Eastern Asia,Eastern Asia,NA
JOR,chickens,meat,26400000,27098598,1.0264620454545454,116,Jordan,World,Asia,Western Asia,Western Asia,NA
JOR,chickens,eggs,2600000,1950000,0.75,116,Jordan,World,Asia,Western Asia,Western Asia,NA
KAZ,chickens,meat,13769000,15458000,1.1226668603384413,117,Kazakhstan,World,Asia,Central Asia,Central Asia,NA
KAZ,chickens,eggs,17191000,19882000,1.1565353964283638,117,Kazakhstan,World,Asia,Central Asia,Central Asia,NA
KEN,chickens,meat,13553000,26389453,1.9471300081162841,118,Kenya,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
KEN,chickens,eggs,16845000,17407024,1.0333644404867914,118,Kenya,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
KIR,chickens,meat,447000,557944,1.2481968680089486,119,Kiribati,World,Oceania,Micronesia,Micronesia,NA
KIR,chickens,eggs,133000,101881,0.7660225563909775,119,Kiribati,World,Oceania,Micronesia,Micronesia,NA
KWT,chickens,meat,23725000,40236000,1.6959325605900948,121,Kuwait,World,Asia,Western Asia,Western Asia,NA
KWT,chickens,eggs,6834000,9345000,1.3674275680421422,121,Kuwait,World,Asia,Western Asia,Western Asia,NA
KGZ,chickens,meat,1221758,452000,0.3699586988585301,122,Kyrgyzstan,World,Asia,Central Asia,Central Asia,NA
KGZ,chickens,eggs,3200000,3800000,1.1875,122,Kyrgyzstan,World,Asia,Central Asia,Central Asia,NA
LAO,chickens,meat,22860687,32439168,1.4189935761773038,123,Laos,World,Asia,South-eastern Asia,South-eastern Asia,NA
LAO,chickens,eggs,2244313,2710832,1.2078671736072464,123,Laos,World,Asia,South-eastern Asia,South-eastern Asia,NA
LVA,chickens,meat,2703000,0,0,124,Latvia,World,Europe,Northern Europe,Northern Europe,NA
LVA,chickens,eggs,2126000,2035857,0.9575997177798683,124,Latvia,World,Europe,Northern Europe,Northern Europe,NA
LBN,chickens,meat,45243000,63840648,1.4110613354552086,125,Lebanon,World,Asia,Western Asia,Western Asia,NA
LBN,chickens,eggs,3757000,2050000,0.5456481235027948,125,Lebanon,World,Asia,Western Asia,Western Asia,NA
LSO,chickens,meat,162000,19842,0.12248148148148148,126,Lesotho,World,Africa,Sub-Saharan Africa,Southern Africa,NA
LSO,chickens,eggs,340000,272158,0.800464705882353,126,Lesotho,World,Africa,Sub-Saharan Africa,Southern Africa,NA
LBR,chickens,meat,5765000,7185240,1.2463555941023416,127,Liberia,World,Africa,Sub-Saharan Africa,Western Africa,NA
LBR,chickens,eggs,1035000,1211378,1.1704135265700484,127,Liberia,World,Africa,Sub-Saharan Africa,Western Africa,NA
LBY,chickens,meat,23100000,27087744,1.1726296103896103,128,Libya,World,Africa,Northern Africa,Northern Africa,NA
LBY,chickens,eggs,9900000,9649455,0.9746924242424242,128,Libya,World,Africa,Northern Africa,Northern Africa,NA
LIE,chickens,meat,0,0,0,129,Liechtenstein,World,Europe,Western Europe,Western Europe,NA
LIE,chickens,eggs,13000,12679,0.9753076923076923,129,Liechtenstein,World,Europe,Western Europe,Western Europe,NA
LTU,chickens,meat,5202000,5937000,1.1412918108419838,130,Lithuania,World,Europe,Northern Europe,Northern Europe,NA
LTU,chickens,eggs,3823000,3211000,0.8399162961025373,130,Lithuania,World,Europe,Northern Europe,Northern Europe,NA
LUX,chickens,meat,2975,7558,2.5405042016806725,131,Luxembourg,World,Europe,Western Europe,Western Europe,NA
LUX,chickens,eggs,87025,106590,1.2248204538925596,131,Luxembourg,World,Europe,Western Europe,Western Europe,NA
MDG,chickens,meat,22750000,34164447,1.5017339340659341,134,Madagascar,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MDG,chickens,eggs,3750000,3840000,1.024,134,Madagascar,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MWI,chickens,meat,11200000,13019514,1.162456607142857,135,Malawi,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MWI,chickens,eggs,4800000,5080779,1.058495625,135,Malawi,World,Africa,Sub-Saharan Africa,Eastern Africa,NA
MYS,chickens,meat,139228000,184528908,1.3253721090585227,136,Malaysia,World,Asia,South-eastern Asia,South-eastern Asia,NA
MYS,chickens,eggs,78000000,105137092,1.347911435897436,136,Malaysia,World,Asia,South-eastern Asia,South-eastern Asia,NA
MLI,chickens,meat,29013000,48587000,1.6746630820666597,138,Mali,World,Africa,Sub-Saharan Africa,Western Africa,NA
MLI,chickens,eggs,7737000,9500000,1.2278660979707896,138,Mali,World,Africa,Sub-Saharan Africa,Western Africa,NA
MLT,chickens,meat,669000,704857,1.0535979073243646,139,Malta,World,Europe,Southern Europe,Southern Europe,NA
MLT,chickens,eggs,301000,287000,0.9534883720930233,139,Malta,World,Europe,Southern Europe,Southern Europe,NA
