iso3c,country,animal,system,product,headcount,headcount_system,product_prop,animal_rgn_total,animal_rgn_syst_total,gapfill
DZA,Algeria,cows,mixed,meat,0,798728.4977999663,0,1728451.241592015,798728.4977999663,NA
DZA,Algeria,sheep,grassland,milk,18224037.445263736,18224037.445263736,1,25126708.038166367,18224037.445263736,NA
DZA,Algeria,sheep,grassland,meat,0,18224037.445263736,0,25126708.038166367,18224037.445263736,NA
DZA,Algeria,sheep,mixed,milk,6902670.592902631,6902670.592902631,1,25126708.038166367,6902670.592902631,NA
DZA,Algeria,sheep,mixed,meat,0,6902670.592902631,0,25126708.038166367,6902670.592902631,NA
DZA,Algeria,goats,grassland,milk,3317998.7022639713,3317998.7022639713,1,4158668.968553584,3317998.7022639713,NA
DZA,Algeria,goats,grassland,meat,0,3317998.7022639713,0,4158668.968553584,3317998.7022639713,NA
DZA,Algeria,goats,mixed,milk,840670.2662896127,840670.2662896127,1,4158668.968553584,840670.2662896127,NA
DZA,Algeria,goats,mixed,meat,0,840670.2662896127,0,4158668.968553584,840670.2662896127,NA
AGO,Angola,cows,grassland,milk,665574.6787384916,3025141.8858422684,0.22001436754203033,4510361.378428215,3025141.8858422684,NA
AGO,Angola,cows,grassland,meat,2359567.2071037767,3025141.8858422684,0.7799856324579697,4510361.378428215,3025141.8858422684,NA
AGO,Angola,cows,mixed,milk,415402.86967258016,1485219.4925859473,0.2796912320005398,4510361.378428215,1485219.4925859473,NA
AGO,Angola,cows,mixed,meat,1069816.622913367,1485219.4925859473,0.7203087679994602,4510361.378428215,1485219.4925859473,NA
AGO,Angola,sheep,grassland,milk,0,722046.9435568253,0,874995.3319598954,722046.9435568253,NA
AGO,Angola,sheep,grassland,meat,722046.9435568253,722046.9435568253,1,874995.3319598954,722046.9435568253,NA
AGO,Angola,sheep,mixed,milk,0,152948.3884030702,0,874995.3319598954,152948.3884030702,NA
AGO,Angola,sheep,mixed,meat,152948.3884030702,152948.3884030702,1,874995.3319598954,152948.3884030702,NA
AGO,Angola,goats,grassland,milk,0,3020052.4573005233,0,3711607.185783469,3020052.4573005233,NA
AGO,Angola,goats,grassland,meat,3020052.4573005233,3020052.4573005233,1,3711607.185783469,3020052.4573005233,NA
AGO,Angola,goats,mixed,milk,0,691554.7284829457,0,3711607.185783469,691554.7284829457,NA
AGO,Angola,goats,mixed,meat,691554.7284829457,691554.7284829457,1,3711607.185783469,691554.7284829457,NA
ATG,Antigua & Barbuda,cows,grassland,milk,22922.60376735305,22922.60376735305,1,33750.12777551974,22922.60376735305,NA
ATG,Antigua & Barbuda,cows,grassland,meat,0,22922.60376735305,0,33750.12777551974,22922.60376735305,NA
ATG,Antigua & Barbuda,cows,mixed,milk,10827.524008166689,10827.524008166689,1,33750.12777551974,10827.524008166689,NA
ATG,Antigua & Barbuda,cows,mixed,meat,0,10827.524008166689,0,33750.12777551974,10827.524008166689,NA
ATG,Antigua & Barbuda,sheep,grassland,milk,0,20763.387553489818,0,20763.387553489818,20763.387553489818,NA
ATG,Antigua & Barbuda,sheep,grassland,meat,20763.387553489818,20763.387553489818,1,20763.387553489818,20763.387553489818,NA
ATG,Antigua & Barbuda,goats,grassland,milk,0,31789.43839976468,0,42598.23954719611,31789.43839976468,NA
ATG,Antigua & Barbuda,goats,grassland,meat,31789.43839976468,31789.43839976468,1,42598.23954719611,31789.43839976468,NA
ATG,Antigua & Barbuda,goats,mixed,milk,0,10808.801147431433,0,42598.23954719611,10808.801147431433,NA
ATG,Antigua & Barbuda,goats,mixed,meat,10808.801147431433,10808.801147431433,1,42598.23954719611,10808.801147431433,NA
ARG,Argentina,cows,grassland,milk,1999681.908295088,18203595.49235127,0.10985093077547828,48640317.99382173,18203595.49235127,NA
ARG,Argentina,cows,grassland,meat,16203913.584056184,18203595.49235127,0.8901490692245217,48640317.99382173,18203595.49235127,NA
ARG,Argentina,cows,mixed,milk,3031647.0822688383,27243142.58664351,0.11128110762651748,48640317.99382173,27243142.58664351,NA
ARG,Argentina,cows,mixed,meat,24211495.50437467,27243142.58664351,0.8887188923734826,48640317.99382173,27243142.58664351,NA
ARG,Argentina,cows,feedlot,meat,3193579.914826949,3193579.914826949,1,48640317.99382173,3193579.914826949,NA
ARG,Argentina,sheep,grassland,milk,0,12480462.465647964,0,14972042.612770528,12480462.465647964,NA
ARG,Argentina,sheep,grassland,meat,12480462.465647964,12480462.465647964,1,14972042.612770528,12480462.465647964,NA
ARG,Argentina,sheep,mixed,milk,0,2491580.147122563,0,14972042.612770528,2491580.147122563,NA
ARG,Argentina,sheep,mixed,meat,2491580.147122563,2491580.147122563,1,14972042.612770528,2491580.147122563,NA
ARG,Argentina,goats,grassland,milk,0,3942237.4908810547,0,4246508.019127795,3942237.4908810547,NA
ARG,Argentina,goats,grassland,meat,3942237.4908810547,3942237.4908810547,1,4246508.019127795,3942237.4908810547,NA
ARG,Argentina,goats,mixed,milk,0,304270.52824674017,0,4246508.019127795,304270.52824674017,NA
ARG,Argentina,goats,mixed,meat,304270.52824674017,304270.52824674017,1,4246508.019127795,304270.52824674017,NA
ARM,Armenia,cows,grassland,milk,137747.69527491918,137747.69527491918,1,570612.6845312562,137747.69527491918,NA
ARM,Armenia,cows,grassland,meat,0,137747.69527491918,0,570612.6845312562,137747.69527491918,NA
ARM,Armenia,cows,mixed,milk,432864.989256337,432864.989256337,1,570612.6845312562,432864.989256337,NA
ARM,Armenia,cows,mixed,meat,0,432864.989256337,0,570612.6845312562,432864.989256337,NA
ARM,Armenia,sheep,grassland,milk,179152.439287498,179152.439287498,1,623433.3152514127,179152.439287498,NA
ARM,Armenia,sheep,grassland,meat,0,179152.439287498,0,623433.3152514127,179152.439287498,NA
ARM,Armenia,sheep,mixed,milk,444280.8759639147,444280.8759639147,1,623433.3152514127,444280.8759639147,NA
ARM,Armenia,sheep,mixed,meat,0,444280.8759639147,0,623433.3152514127,444280.8759639147,NA
ARM,Armenia,goats,grassland,milk,10656.431407862354,10656.431407862354,1,37821.216512280036,10656.431407862354,NA
ARM,Armenia,goats,grassland,meat,0,10656.431407862354,0,37821.216512280036,10656.431407862354,NA
ARM,Armenia,goats,mixed,milk,27164.785104417682,27164.785104417682,1,37821.216512280036,27164.785104417682,NA
ARM,Armenia,goats,mixed,meat,0,27164.785104417682,0,37821.216512280036,27164.785104417682,NA
AUS,Australia,cows,grassland,milk,2083320.6026650292,14415552.635013748,0.1445189550073078,26253741.033370536,14415552.635013748,NA
AUS,Australia,cows,grassland,meat,12332232.032348718,14415552.635013748,0.8554810449926922,26253741.033370536,14415552.635013748,NA
AUS,Australia,cows,mixed,milk,1377920.586010743,9654238.564979939,0.14272700811528022,26253741.033370536,9654238.564979939,NA
AUS,Australia,cows,mixed,meat,8276317.978969196,9654238.564979939,0.8572729918847198,26253741.033370536,9654238.564979939,NA
AUS,Australia,cows,feedlot,meat,2183949.83337685,2183949.83337685,1,26253741.033370536,2183949.83337685,NA
AUS,Australia,sheep,grassland,milk,0,25484755.514615007,0,67615912.09260365,25484755.514615007,NA
AUS,Australia,sheep,grassland,meat,25484755.514615007,25484755.514615007,1,67615912.09260365,25484755.514615007,NA
AUS,Australia,sheep,mixed,milk,0,42131156.57798864,0,67615912.09260365,42131156.57798864,NA
AUS,Australia,sheep,mixed,meat,42131156.57798864,42131156.57798864,1,67615912.09260365,42131156.57798864,NA
AUS,Australia,goats,grassland,milk,103901.82052950312,2377812.4941164297,0.043696389343816595,3406859.022979238,2377812.4941164297,NA
AUS,Australia,goats,grassland,meat,2273910.6735869264,2377812.4941164297,0.9563036106561833,3406859.022979238,2377812.4941164297,NA
AUS,Australia,goats,mixed,milk,44964.50538615992,1029046.5288628085,0.04369530835097404,3406859.022979238,1029046.5288628085,NA
AUS,Australia,goats,mixed,meat,984082.0234766486,1029046.5288628085,0.956304691649026,3406859.022979238,1029046.5288628085,NA
AUT,Austria,cows,grassland,milk,1245742.6173878093,1564589.8302471975,0.7962103506648692,2020527.1644640798,1564589.8302471975,NA
AUT,Austria,cows,grassland,meat,318847.2128593882,1564589.8302471975,0.2037896493351308,2020527.1644640798,1564589.8302471975,NA
AUT,Austria,cows,mixed,milk,363020.9580489693,455937.33421688224,0.7962080110690956,2020527.1644640798,455937.33421688224,NA
AUT,Austria,cows,mixed,meat,92916.37616791298,455937.33421688224,0.20379198893090453,2020527.1644640798,455937.33421688224,NA
AUT,Austria,sheep,grassland,milk,49310.47666994107,279968.00047170604,0.1761289739786689,342581.9792897497,279968.00047170604,NA
AUT,Austria,sheep,grassland,meat,230657.523801765,279968.00047170604,0.8238710260213312,342581.9792897497,279968.00047170604,NA
AUT,Austria,sheep,mixed,milk,11028.430559346238,62613.97881804363,0.17613368080943848,342581.9792897497,62613.97881804363,NA
AUT,Austria,sheep,mixed,meat,51585.54825869739,62613.97881804363,0.8238663191905615,342581.9792897497,62613.97881804363,NA
AUT,Austria,goats,grassland,milk,53031.51340555292,53031.51340555292,1,67736.26754054279,53031.51340555292,NA
AUT,Austria,goats,grassland,meat,0,53031.51340555292,0,67736.26754054279,53031.51340555292,NA
AUT,Austria,goats,mixed,milk,14704.754134989875,14704.754134989875,1,67736.26754054279,14704.754134989875,NA
AUT,Austria,goats,mixed,meat,0,14704.754134989875,0,67736.26754054279,14704.754134989875,NA
AZE,Azerbaijan,cows,grassland,milk,357197.4680277234,357197.4680277234,1,2336675.931672932,357197.4680277234,NA
AZE,Azerbaijan,cows,grassland,meat,0,357197.4680277234,0,2336675.931672932,357197.4680277234,NA
AZE,Azerbaijan,cows,mixed,milk,1979478.4636452086,1979478.4636452086,1,2336675.931672932,1979478.4636452086,NA
AZE,Azerbaijan,cows,mixed,meat,0,1979478.4636452086,0,2336675.931672932,1979478.4636452086,NA
AZE,Azerbaijan,sheep,grassland,milk,158668.41533717228,1595958.8936714928,0.09941886095333988,7731390.413883241,1595958.8936714928,NA
AZE,Azerbaijan,sheep,grassland,meat,1437290.4783343205,1595958.8936714928,0.90058113904666,7731390.413883241,1595958.8936714928,NA
AZE,Azerbaijan,sheep,mixed,milk,608021.3582210778,6135431.520211749,0.09910001541343803,7731390.413883241,6135431.520211749,NA
AZE,Azerbaijan,sheep,mixed,meat,5527410.1619906705,6135431.520211749,0.9008999845865618,7731390.413883241,6135431.520211749,NA
AZE,Azerbaijan,goats,grassland,milk,73484.78254142348,186955.4794534684,0.3930603304928177,609894.5341713796,186955.4794534684,NA
AZE,Azerbaijan,goats,grassland,meat,113470.69691204492,186955.4794534684,0.6069396695071823,609894.5341713796,186955.4794534684,NA
AZE,Azerbaijan,goats,mixed,milk,166240.64684388344,422939.05471791123,0.39306052488995463,609894.5341713796,422939.05471791123,NA
AZE,Azerbaijan,goats,mixed,meat,256698.4078740278,422939.05471791123,0.6069394751100453,609894.5341713796,422939.05471791123,NA
BHS,Bahamas,goats,grassland,milk,12175.144937753863,12175.144937753863,1,12175.144937753863,12175.144937753863,NA
BHS,Bahamas,goats,grassland,meat,0,12175.144937753863,0,12175.144937753863,12175.144937753863,NA
BHR,Bahrain,sheep,grassland,milk,0,25894.42187129065,0,25894.42187129065,25894.42187129065,NA
BHR,Bahrain,sheep,grassland,meat,25894.42187129065,25894.42187129065,1,25894.42187129065,25894.42187129065,NA
BGD,Bangladesh,cows,grassland,milk,123261.54166964375,222182.7687044494,0.5547754328041882,23629301.197349835,222182.7687044494,NA
BGD,Bangladesh,cows,grassland,meat,98921.22703480568,222182.7687044494,0.44522456719581194,23629301.197349835,222182.7687044494,NA
BGD,Bangladesh,cows,mixed,milk,11694734.16677492,23407118.428645387,0.49962297590903054,23629301.197349835,23407118.428645387,NA
BGD,Bangladesh,cows,mixed,meat,11712384.261870466,23407118.428645387,0.5003770240909694,23629301.197349835,23407118.428645387,NA
BGD,Bangladesh,sheep,grassland,milk,12196.981539310249,12196.981539310249,1,1438971.254649898,12196.981539310249,NA
BGD,Bangladesh,sheep,grassland,meat,0,12196.981539310249,0,1438971.254649898,12196.981539310249,NA
BGD,Bangladesh,sheep,mixed,milk,1200553.2862328547,1426774.2731105878,0.8414458466618293,1438971.254649898,1426774.2731105878,NA
BGD,Bangladesh,sheep,mixed,meat,226220.9868777331,1426774.2731105878,0.15855415333817066,1438971.254649898,1426774.2731105878,NA
BGD,Bangladesh,goats,grassland,milk,539987.7113014946,539987.7113014946,1,50444217.33987536,539987.7113014946,NA
BGD,Bangladesh,goats,grassland,meat,0,539987.7113014946,0,50444217.33987536,539987.7113014946,NA
BGD,Bangladesh,goats,mixed,milk,49904229.628573865,49904229.628573865,1,50444217.33987536,49904229.628573865,NA
BGD,Bangladesh,goats,mixed,meat,0,49904229.628573865,0,50444217.33987536,49904229.628573865,NA
BRB,Barbados,sheep,mixed,milk,0,11538.859258686593,0,11538.859258686593,11538.859258686593,NA
BRB,Barbados,sheep,mixed,meat,11538.859258686593,11538.859258686593,1,11538.859258686593,11538.859258686593,NA
BLR,Belarus,cows,grassland,milk,1092368.5645522238,1092368.5645522238,1,4112052.329239717,1092368.5645522238,NA
BLR,Belarus,cows,grassland,meat,0,1092368.5645522238,0,4112052.329239717,1092368.5645522238,NA
BLR,Belarus,cows,mixed,milk,3019683.7646874934,3019683.7646874934,1,4112052.329239717,3019683.7646874934,NA
BLR,Belarus,cows,mixed,meat,0,3019683.7646874934,0,4112052.329239717,3019683.7646874934,NA
BLR,Belarus,sheep,grassland,milk,0,16893.947987192812,0,53803.09147693673,16893.947987192812,NA
BLR,Belarus,sheep,grassland,meat,16893.947987192812,16893.947987192812,1,53803.09147693673,16893.947987192812,NA
BLR,Belarus,sheep,mixed,milk,0,36909.14348974392,0,53803.09147693673,36909.14348974392,NA
BLR,Belarus,sheep,mixed,meat,36909.14348974392,36909.14348974392,1,53803.09147693673,36909.14348974392,NA
BLR,Belarus,goats,grassland,milk,24681.999180490806,24681.999180490806,1,74934.81265120536,24681.999180490806,NA
BLR,Belarus,goats,grassland,meat,0,24681.999180490806,0,74934.81265120536,24681.999180490806,NA
BLR,Belarus,goats,mixed,milk,50252.81347071455,50252.81347071455,1,74934.81265120536,50252.81347071455,NA
BLR,Belarus,goats,mixed,meat,0,50252.81347071455,0,74934.81265120536,50252.81347071455,NA
BEL,Belgium,cows,grassland,milk,185432.92457640453,351973.53669218125,0.526837688762309,2567384.621161062,351973.53669218125,NA
BEL,Belgium,cows,grassland,meat,166540.61211577675,351973.53669218125,0.4731623112376911,2567384.621161062,351973.53669218125,NA
BEL,Belgium,cows,mixed,milk,1167156.1864699316,2215411.0844688807,0.5268350396241445,2567384.621161062,2215411.0844688807,NA
BEL,Belgium,cows,mixed,meat,1048254.8979989489,2215411.0844688807,0.4731649603758555,2567384.621161062,2215411.0844688807,NA
BEL,Belgium,sheep,grassland,milk,0,12802.942425854275,0,123819.64351984175,12802.942425854275,NA
BEL,Belgium,sheep,grassland,meat,12802.942425854275,12802.942425854275,1,123819.64351984175,12802.942425854275,NA
BEL,Belgium,sheep,mixed,milk,0,111016.70109398747,0,123819.64351984175,111016.70109398747,NA
BEL,Belgium,sheep,mixed,meat,111016.70109398747,111016.70109398747,1,123819.64351984175,111016.70109398747,NA
BEL,Belgium,goats,mixed,milk,21593.96616546477,21593.96616546477,1,21593.96616546477,21593.96616546477,NA
BEL,Belgium,goats,mixed,meat,0,21593.96616546477,0,21593.96616546477,21593.96616546477,NA
BLZ,Belize,cows,grassland,milk,0,66914.1211806335,0,86899.116582992865,66914.1211806335,NA
BLZ,Belize,cows,grassland,meat,66914.1211806335,66914.1211806335,1,86899.116582992865,66914.1211806335,NA
BLZ,Belize,cows,mixed,milk,0,19984.995402359353,0,86899.116582992865,19984.995402359353,NA
BLZ,Belize,cows,mixed,meat,19984.995402359353,19984.995402359353,1,86899.116582992865,19984.995402359353,NA
BEN,Benin,cows,grassland,milk,189127.77540417045,623356.6032897348,0.3034022169750952,2007477.7857815064,623356.6032897348,NA
BEN,Benin,cows,grassland,meat,434228.8278855643,623356.6032897348,0.6965977830249047,2007477.7857815064,623356.6032897348,NA
BEN,Benin,cows,mixed,milk,553963.552163313,1384121.1824917716,0.40022763842544273,2007477.7857815064,1384121.1824917716,NA
BEN,Benin,cows,mixed,meat,830157.6303284586,1384121.1824917716,0.5997723615745573,2007477.7857815064,1384121.1824917716,NA
BEN,Benin,sheep,grassland,milk,0,199903.016564595,0,836229.202320917,199903.016564595,NA
BEN,Benin,sheep,grassland,meat,199903.016564595,199903.016564595,1,836229.202320917,199903.016564595,NA
BEN,Benin,sheep,mixed,milk,0,636326.185756322,0,836229.202320917,636326.185756322,NA
BEN,Benin,sheep,mixed,meat,636326.185756322,636326.185756322,1,836229.202320917,636326.185756322,NA
BEN,Benin,goats,grassland,milk,92385.29334015118,291696.8896219755,0.3167167584813053,1626764.9809619777,291696.8896219755,NA
BEN,Benin,goats,grassland,meat,199311.59628182428,291696.8896219755,0.6832832415186947,1626764.9809619777,291696.8896219755,NA
BEN,Benin,goats,mixed,milk,422835.95725012856,1335068.0913400021,0.3167149001559388,1626764.9809619777,1335068.0913400021,NA
BEN,Benin,goats,mixed,meat,912232.1340898736,1335068.0913400021,0.6832850998440613,1626764.9809619777,1335068.0913400021,NA
BTN,Bhutan,cows,grassland,milk,208581.81402916327,208581.81402916327,1,308672.2733613765,208581.81402916327,NA
BTN,Bhutan,cows,grassland,meat,0,208581.81402916327,0,308672.2733613765,208581.81402916327,NA
BTN,Bhutan,cows,mixed,milk,100090.4593322132,100090.4593322132,1,308672.2733613765,100090.4593322132,NA
BTN,Bhutan,cows,mixed,meat,0,100090.4593322132,0,308672.2733613765,100090.4593322132,NA
BTN,Bhutan,sheep,grassland,milk,0,13731.552431604272,0,13731.552431604272,13731.552431604272,NA
BTN,Bhutan,sheep,grassland,meat,13731.552431604272,13731.552431604272,1,13731.552431604272,13731.552431604272,NA
BTN,Bhutan,goats,grassland,milk,0,37973.34557085119,0,62584.72231133988,37973.34557085119,NA
BTN,Bhutan,goats,grassland,meat,37973.34557085119,37973.34557085119,1,62584.72231133988,37973.34557085119,NA
BTN,Bhutan,goats,mixed,milk,0,24611.376740488686,0,62584.72231133988,24611.376740488686,NA
BTN,Bhutan,goats,mixed,meat,24611.376740488686,24611.376740488686,1,62584.72231133988,24611.376740488686,NA
BOL,Bolivia,cows,grassland,milk,401876.9324324692,7511894.068352743,0.053498748621277535,8203572.558984007,7511894.068352743,NA
BOL,Bolivia,cows,grassland,meat,7110017.135920274,7511894.068352743,0.9465012513787225,8203572.558984007,7511894.068352743,NA
BOL,Bolivia,cows,mixed,milk,37517.93059641168,691678.4906312639,0.05424186396510718,8203572.558984007,691678.4906312639,NA
BOL,Bolivia,cows,mixed,meat,654160.5600348522,691678.4906312639,0.9457581360348928,8203572.558984007,691678.4906312639,NA
BOL,Bolivia,sheep,grassland,milk,2684632.0412478317,8066752.383937035,0.33280208855717697,8690085.695081092,8066752.383937035,NA
BOL,Bolivia,sheep,grassland,meat,5382120.342689203,8066752.383937035,0.667197911442823,8690085.695081092,8066752.383937035,NA
BOL,Bolivia,sheep,mixed,milk,207447.46513788583,623333.3111440579,0.33280343185436284,8690085.695081092,623333.3111440579,NA
BOL,Bolivia,sheep,mixed,meat,415885.84600617207,623333.3111440579,0.6671965681456371,8690085.695081092,623333.3111440579,NA
BOL,Bolivia,goats,grassland,milk,1371849.9581733798,2121878.466902981,0.6465261698874223,2196996.4214077536,2121878.466902981,NA
BOL,Bolivia,goats,grassland,meat,750028.5087296013,2121878.466902981,0.35347383011257777,2196996.4214077536,2121878.466902981,NA
BOL,Bolivia,goats,mixed,milk,48565.936946120295,75117.9545047725,0.6465290124884157,2196996.4214077536,75117.9545047725,NA
BOL,Bolivia,goats,mixed,meat,26552.017558652202,75117.9545047725,0.35347098751158434,2196996.4214077536,75117.9545047725,NA
BIH,Bosnia & Herzegovina,cows,grassland,milk,182906.47839906556,182906.47839906556,1,462434.3046388794,182906.47839906556,NA
BIH,Bosnia & Herzegovina,cows,grassland,meat,0,182906.47839906556,0,462434.3046388794,182906.47839906556,NA
BIH,Bosnia & Herzegovina,cows,mixed,milk,279527.8262398138,279527.8262398138,1,462434.3046388794,279527.8262398138,NA
BIH,Bosnia & Herzegovina,cows,mixed,meat,0,279527.8262398138,0,462434.3046388794,279527.8262398138,NA
BIH,Bosnia & Herzegovina,sheep,grassland,milk,248382.99174791842,356308.7003842278,0.6971005520776591,1045367.2009750613,356308.7003842278,NA
BIH,Bosnia & Herzegovina,sheep,grassland,meat,107925.7086363094,356308.7003842278,0.30289944792234097,1045367.2009750613,356308.7003842278,NA
BIH,Bosnia & Herzegovina,sheep,mixed,milk,480342.69142974954,689058.5005908334,0.6971000154818199,1045367.2009750613,689058.5005908334,NA
BIH,Bosnia & Herzegovina,sheep,mixed,meat,208715.8091610839,689058.5005908334,0.3028999845181802,1045367.2009750613,689058.5005908334,NA
BIH,Bosnia & Herzegovina,goats,grassland,milk,0,20788.210483090344,0,64490.79815559593,20788.210483090344,NA
BIH,Bosnia & Herzegovina,goats,grassland,meat,20788.210483090344,20788.210483090344,1,64490.79815559593,20788.210483090344,NA
BIH,Bosnia & Herzegovina,goats,mixed,milk,0,43702.58767250558,0,64490.79815559593,43702.58767250558,NA
BIH,Bosnia & Herzegovina,goats,mixed,meat,43702.58767250558,43702.58767250558,1,64490.79815559593,43702.58767250558,NA
BWA,Botswana,cows,grassland,milk,793404.5464608665,2095157.3388812058,0.378684947300682,2647487.179961137,2095157.3388812058,NA
BWA,Botswana,cows,grassland,meat,1301752.7924203393,2095157.3388812058,0.6213150526993181,2647487.179961137,2095157.3388812058,NA
BWA,Botswana,cows,mixed,milk,269133.51300342864,552329.8410799312,0.4872695497987417,2647487.179961137,552329.8410799312,NA
BWA,Botswana,cows,mixed,meat,283196.32807650266,552329.8410799312,0.5127304502012584,2647487.179961137,552329.8410799312,NA
BWA,Botswana,sheep,grassland,milk,0,205120.35803179437,0,280380.69585433975,205120.35803179437,NA
BWA,Botswana,sheep,grassland,meat,205120.35803179437,205120.35803179437,1,280380.69585433975,205120.35803179437,NA
BWA,Botswana,sheep,mixed,milk,0,75260.33782254535,0,280380.69585433975,75260.33782254535,NA
BWA,Botswana,sheep,mixed,meat,75260.33782254535,75260.33782254535,1,280380.69585433975,75260.33782254535,NA
BWA,Botswana,goats,grassland,milk,254356.52584260452,1423625.2961422405,0.1786681695891913,1931244.3849528637,1423625.2961422405,NA
BWA,Botswana,goats,grassland,meat,1169268.770299636,1423625.2961422405,0.8213318304108087,1931244.3849528637,1423625.2961422405,NA
BWA,Botswana,goats,mixed,milk,90695.6488704744,507619.08881062304,0.1786687121695499,1931244.3849528637,507619.08881062304,NA
BWA,Botswana,goats,mixed,meat,416923.4399401486,507619.08881062304,0.8213312878304501,1931244.3849528637,507619.08881062304,NA
BRA,Brazil,cows,grassland,milk,16687597.11689188,63678230.43724166,0.2620612570780906,209370007.67800057,63678230.43724166,NA
BRA,Brazil,cows,grassland,meat,46990633.32034978,63678230.43724166,0.7379387429219094,209370007.67800057,63678230.43724166,NA
BRA,Brazil,cows,mixed,milk,38651810.95588645,141794258.05908358,0.27259080505065875,209370007.67800057,141794258.05908358,NA
BRA,Brazil,cows,mixed,meat,103142447.10319713,141794258.05908358,0.7274091949493412,209370007.67800057,141794258.05908358,NA
BRA,Brazil,cows,feedlot,meat,3897519.1816753154,3897519.1816753154,1,209370007.67800057,3897519.1816753154,NA
BRA,Brazil,sheep,grassland,milk,0,7261362.710807555,0,17337031.15980315,7261362.710807555,NA
BRA,Brazil,sheep,grassland,meat,7261362.710807555,7261362.710807555,1,17337031.15980315,7261362.710807555,NA
BRA,Brazil,sheep,mixed,milk,0,10075668.448995594,0,17337031.15980315,10075668.448995594,NA
BRA,Brazil,sheep,mixed,meat,10075668.448995594,10075668.448995594,1,17337031.15980315,10075668.448995594,NA
BRA,Brazil,goats,grassland,milk,4385042.58337654,4385042.58337654,1,9311828.48430859,4385042.58337654,NA
BRA,Brazil,goats,grassland,meat,0,4385042.58337654,0,9311828.48430859,4385042.58337654,NA
BRA,Brazil,goats,mixed,milk,4926785.90093205,4926785.90093205,1,9311828.48430859,4926785.90093205,NA
BRA,Brazil,goats,mixed,meat,0,4926785.90093205,0,9311828.48430859,4926785.90093205,NA
BGR,Bulgaria,cows,grassland,milk,131329.15609952738,131329.15609952738,1,516121.0669647034,131329.15609952738,NA
BGR,Bulgaria,cows,grassland,meat,0,131329.15609952738,0,516121.0669647034,131329.15609952738,NA
BGR,Bulgaria,cows,mixed,milk,384791.910865176,384791.910865176,1,516121.0669647034,384791.910865176,NA
