iso3c,country,animal,system,headcount_system,headcount_total,system_prop
KOR,South Korea,sheep,mixed,0,0,0
KWT,Kuwait,cows,feedlot,0,22748.229462789375,0
KWT,Kuwait,cows,grassland,22748.229462789375,22748.229462789375,1
KWT,Kuwait,cows,mixed,0,22748.229462789375,0
KWT,Kuwait,goats,grassland,162801.11284980085,162801.11284980085,1
KWT,Kuwait,goats,mixed,0,162801.11284980085,0
KWT,Kuwait,sheep,grassland,425455.1778215436,444939.5441594842,0.9562089578377492
KWT,Kuwait,sheep,mixed,19484.366337940595,444939.5441594842,0.043791042162250736
LAO,Laos,cows,feedlot,0,1454224.9107516133,0
LAO,Laos,cows,grassland,804889.0588744391,1454224.9107516133,0.5534832012047117
LAO,Laos,cows,mixed,649335.8518771741,1454224.9107516133,0.4465167987952882
LAO,Laos,goats,grassland,222181.21787309472,365318.8873029571,0.6081843167578712
LAO,Laos,goats,mixed,143137.6694298624,365318.8873029571,0.39181568324212884
LAO,Laos,sheep,grassland,10967.587155078156,10967.587155078156,1
LAO,Laos,sheep,mixed,0,10967.587155078156,0
LBN,Lebanon,cows,feedlot,0,67853.73795871646,0
LBN,Lebanon,cows,grassland,0,67853.73795871646,0
LBN,Lebanon,cows,mixed,67853.73795871646,67853.73795871646,1
LBN,Lebanon,goats,grassland,73223.05285991449,397123.85170644615,0.18438341727718977
LBN,Lebanon,goats,mixed,323900.79884653166,397123.85170644615,0.8156165827228102
LBN,Lebanon,sheep,grassland,72832.80816857389,314846.4750483732,0.23132800885696372
LBN,Lebanon,sheep,mixed,242013.66687979936,314846.4750483732,0.7686719911430364
LBR,Liberia,cows,feedlot,0,24256.72528889004,0
LBR,Liberia,cows,grassland,0,24256.72528889004,0
LBR,Liberia,cows,mixed,24256.72528889004,24256.72528889004,1
LBR,Liberia,goats,grassland,41851.59241670545,302186.9146246625,0.1384957137164198
LBR,Liberia,goats,mixed,260335.32220795707,302186.9146246625,0.8615042862835803
LBR,Liberia,sheep,grassland,39821.31190889455,221128.405892289,0.18008229991171462
LBR,Liberia,sheep,mixed,181307.09398339447,221128.405892289,0.8199177000882855
LBY,Libya,cows,feedlot,0,188901.63267719405,0
LBY,Libya,cows,grassland,188901.63267719405,188901.63267719405,1
LBY,Libya,cows,mixed,0,188901.63267719405,0
LBY,Libya,goats,grassland,1872460.5066874088,2614353.4489734275,0.7162231669259043
LBY,Libya,goats,mixed,741892.9422860187,2614353.4489734275,0.28377683307409574
LBY,Libya,sheep,grassland,5128895.915175311,6935494.572863307,0.7395140838611969
LBY,Libya,sheep,mixed,1806598.6576879953,6935494.572863307,0.2604859161388031
LCA,St. Lucia,cows,feedlot,0,0,0
LCA,St. Lucia,cows,grassland,0,0,0
LCA,St. Lucia,cows,mixed,0,0,0
LCA,St. Lucia,goats,grassland,0,0,0
LCA,St. Lucia,goats,mixed,0,0,0
LCA,St. Lucia,sheep,grassland,0,0,0
LCA,St. Lucia,sheep,mixed,0,0,0
LIE,Liechtenstein,cows,feedlot,0,0,0
LIE,Liechtenstein,cows,grassland,0,0,0
LIE,Liechtenstein,cows,mixed,0,0,0
LIE,Liechtenstein,goats,grassland,0,0,0
LIE,Liechtenstein,goats,mixed,0,0,0
LIE,Liechtenstein,sheep,grassland,0,0,0
LIE,Liechtenstein,sheep,mixed,0,0,0
LKA,Sri Lanka,cows,feedlot,0,1101616.9758886045,0
LKA,Sri Lanka,cows,grassland,305929.1603644163,1101616.9758886045,0.2777091920879693
LKA,Sri Lanka,cows,mixed,795687.8155241882,1101616.9758886045,0.7222908079120307
LKA,Sri Lanka,goats,grassland,76701.2938673987,360878.58742962475,0.2125404403007321
LKA,Sri Lanka,goats,mixed,284177.29356222606,360878.58742962475,0.7874595596992678
LKA,Sri Lanka,sheep,grassland,0,0,0
LKA,Sri Lanka,sheep,mixed,0,0,0
LSO,Lesotho,cows,feedlot,0,647406.0966803466,0
LSO,Lesotho,cows,grassland,352185.10466359317,647406.0966803466,0.5439941119947203
LSO,Lesotho,cows,mixed,295220.99201675353,647406.0966803466,0.45600588800527986
LSO,Lesotho,goats,grassland,617336.1081969967,866137.9141569895,0.7127457395717965
LSO,Lesotho,goats,mixed,248801.80595999284,866137.9141569895,0.2872542604282035
LSO,Lesotho,sheep,grassland,800889.7691905728,1259068.0129805885,0.6360973044614393
LSO,Lesotho,sheep,mixed,458178.2437900157,1259068.0129805885,0.3639026955385607
LTU,Lithuania,cows,feedlot,0,754494.1637934687,0
LTU,Lithuania,cows,grassland,95215.55500401829,754494.1637934687,0.1261978681522076
LTU,Lithuania,cows,mixed,659278.6087894505,754494.1637934687,0.8738021318477924
LTU,Lithuania,goats,grassland,0,12440.300200113255,0
LTU,Lithuania,goats,mixed,12440.300200113255,12440.300200113255,1
LTU,Lithuania,sheep,grassland,0,43075.09491320178,0
LTU,Lithuania,sheep,mixed,43075.09491320178,43075.09491320178,1
LUX,Luxembourg,cows,feedlot,0,194090.39146157226,0
LUX,Luxembourg,cows,grassland,77945.54095857726,194090.39146157226,0.4015940221028902
LUX,Luxembourg,cows,mixed,116144.850502995,194090.39146157226,0.5984059778971098
LUX,Luxembourg,goats,grassland,0,0,0
LUX,Luxembourg,goats,mixed,0,0,0
LUX,Luxembourg,sheep,grassland,0,0,0
LUX,Luxembourg,sheep,mixed,0,0,0
LVA,Latvia,cows,feedlot,0,374295.1962480104,0
LVA,Latvia,cows,grassland,115904.53807273341,374295.1962480104,0.3096607683843592
LVA,Latvia,cows,mixed,258390.658175277,374295.1962480104,0.6903392316156409
LVA,Latvia,goats,grassland,0,0,0
LVA,Latvia,goats,mixed,0,0,0
LVA,Latvia,sheep,grassland,20438.142702634337,70128.72249056186,0.2914375448003486
LVA,Latvia,sheep,mixed,49690.57978792752,70128.72249056186,0.7085624551996513
MAC,Macau SAR China,cows,feedlot,0,0,0
MAC,Macau SAR China,cows,grassland,0,0,0
MAC,Macau SAR China,cows,mixed,0,0,0
MAC,Macau SAR China,goats,grassland,0,0,0
MAC,Macau SAR China,goats,mixed,0,0,0
MAC,Macau SAR China,sheep,grassland,0,0,0
MAC,Macau SAR China,sheep,mixed,0,0,0
MAR,Morocco,cows,feedlot,0,2878885.035511868,0
MAR,Morocco,cows,grassland,1546598.430456871,2878885.035511868,0.5372213240122958
MAR,Morocco,cows,mixed,1332286.6050549974,2878885.035511868,0.4627786759877043
MAR,Morocco,goats,grassland,3903793.469235737,5498747.698257499,0.7099422783978272
MAR,Morocco,goats,mixed,1594954.2290217627,5498747.698257499,0.2900577216021729
MAR,Morocco,sheep,grassland,7350122.074771058,19132767.780205708,0.38416407700172445
MAR,Morocco,sheep,mixed,11782645.70543465,19132767.780205708,0.6158359229982756
MCO,Monaco,cows,feedlot,0,0,0
MCO,Monaco,cows,grassland,0,0,0
MCO,Monaco,cows,mixed,0,0,0
MCO,Monaco,goats,grassland,0,0,0
MCO,Monaco,goats,mixed,0,0,0
MCO,Monaco,sheep,grassland,0,0,0
MCO,Monaco,sheep,mixed,0,0,0
MDA,Moldova,cows,feedlot,0,222374.81502285565,0
MDA,Moldova,cows,grassland,0,222374.81502285565,0
MDA,Moldova,cows,mixed,222374.81502285565,222374.81502285565,1
MDA,Moldova,goats,grassland,0,109389.33749227834,0
MDA,Moldova,goats,mixed,109389.33749227834,109389.33749227834,1
MDA,Moldova,sheep,grassland,11922.584023659927,800393.3165249376,0.014895906521838701
MDA,Moldova,sheep,mixed,788470.7325012777,800393.3165249376,0.9851040934781613
MDG,Madagascar,cows,feedlot,0,9064936.516358336,0
MDG,Madagascar,cows,grassland,7965635.3115750905,9064936.516358336,0.878730402270388
MDG,Madagascar,cows,mixed,1099301.2047832464,9064936.516358336,0.12126959772961206
MDG,Madagascar,goats,grassland,1011049.0458546554,1116984.76043601,0.9051592122528126
MDG,Madagascar,goats,mixed,105935.71458135471,1116984.76043601,0.0948407877471875
MDG,Madagascar,sheep,grassland,582744.2777271803,614140.619721327,0.9488776006895732
MDG,Madagascar,sheep,mixed,31396.34199414667,614140.619721327,0.05112239931042683
MDV,Maldives,cows,feedlot,0,0,0
MDV,Maldives,cows,grassland,0,0,0
MDV,Maldives,cows,mixed,0,0,0
MDV,Maldives,goats,grassland,0,0,0
MDV,Maldives,goats,mixed,0,0,0
MDV,Maldives,sheep,grassland,0,0,0
MDV,Maldives,sheep,mixed,0,0,0
MEX,Mexico,cows,feedlot,2493966.985586035,32093934.488179363,0.07770835908276055
MEX,Mexico,cows,grassland,16301727.145107092,32093934.488179363,0.5079379454429697
MEX,Mexico,cows,mixed,13298240.357486237,32093934.488179363,0.4143536954742698
MEX,Mexico,goats,grassland,6836506.175815239,8955165.468916582,0.7634148357777175
MEX,Mexico,goats,mixed,2118659.293101344,8955165.468916582,0.2365851642222826
MEX,Mexico,sheep,grassland,5205076.348735629,8064390.985773061,0.6454394830208824
MEX,Mexico,sheep,mixed,2859314.6370374328,8064390.985773061,0.3545605169791176
MHL,Marshall Islands,cows,feedlot,0,0,0
MHL,Marshall Islands,cows,grassland,0,0,0
MHL,Marshall Islands,cows,mixed,0,0,0
MHL,Marshall Islands,goats,grassland,11411.93044480446,11411.93044480446,1
MHL,Marshall Islands,goats,mixed,0,11411.93044480446,0
MHL,Marshall Islands,sheep,grassland,0,0,0
MHL,Marshall Islands,sheep,mixed,0,0,0
MKD,Macedonia,cows,feedlot,0,257978.78327260222,0
MKD,Macedonia,cows,grassland,83287.90979332873,257978.78327260222,0.3228479053074674
MKD,Macedonia,cows,mixed,174690.8734792735,257978.78327260222,0.6771520946925327
MKD,Macedonia,goats,grassland,31279.497259633885,80379.41907623617,0.38914808814389074
MKD,Macedonia,goats,mixed,49099.921816602284,80379.41907623617,0.6108519118561093
MKD,Macedonia,sheep,grassland,230316.70651495425,780406.8406761342,0.2951238950127742
MKD,Macedonia,sheep,mixed,550090.13416118,780406.8406761342,0.7048761049872259
MLI,Mali,cows,feedlot,0,9058882.908388972,0
MLI,Mali,cows,grassland,4295944.540057327,9058882.908388972,0.47422453557480804
MLI,Mali,cows,mixed,4762938.368331646,9058882.908388972,0.525775464425192
MLI,Mali,goats,grassland,11001545.11585008,16461428.889606846,0.6683226097581395
MLI,Mali,goats,mixed,5459883.773756767,16461428.889606846,0.3316773902418605
MLI,Mali,sheep,grassland,7856972.052843228,11845777.951385193,0.6632719341091877
MLI,Mali,sheep,mixed,3988805.898541964,11845777.951385193,0.3367280658908123
MLT,Malta,cows,feedlot,0,13213.33543162594,0
MLT,Malta,cows,grassland,0,13213.33543162594,0
MLT,Malta,cows,mixed,13213.33543162594,13213.33543162594,1
MLT,Malta,goats,grassland,0,0,0
MLT,Malta,goats,mixed,0,0,0
MLT,Malta,sheep,grassland,0,10090.58738905428,0
MLT,Malta,sheep,mixed,10090.58738905428,10090.58738905428,1
MMR,Myanmar (Burma),cows,feedlot,0,13269255.24027469,0
MMR,Myanmar (Burma),cows,grassland,3395843.7272528587,13269255.24027469,0.2559181857430727
MMR,Myanmar (Burma),cows,mixed,9873411.513021832,13269255.24027469,0.7440818142569274
MMR,Myanmar (Burma),goats,grassland,405234.0941862437,3428828.507134071,0.1181844158560592
MMR,Myanmar (Burma),goats,mixed,3023594.4129478275,3428828.507134071,0.8818155841439408
MMR,Myanmar (Burma),sheep,grassland,0,619760.5224784475,0
MMR,Myanmar (Burma),sheep,mixed,619760.5224784475,619760.5224784475,1
MNE,Montenegro,cows,feedlot,0,92650.49497689266,0
MNE,Montenegro,cows,grassland,36985.048575921166,92650.49497689266,0.39918889354174913
MNE,Montenegro,cows,mixed,55665.4464009715,92650.49497689266,0.600811106458251
MNE,Montenegro,goats,grassland,0,24165.906799749635,0
MNE,Montenegro,goats,mixed,24165.906799749635,24165.906799749635,1
MNE,Montenegro,sheep,grassland,63878.82376218683,187826.37274733256,0.3400950719956552
MNE,Montenegro,sheep,mixed,123947.54898514571,187826.37274733256,0.6599049280043447
MNG,Mongolia,cows,feedlot,0,2177743.9556229096,0
MNG,Mongolia,cows,grassland,1450844.5386893158,2177743.9556229096,0.6662144716063851
MNG,Mongolia,cows,mixed,726899.4169335939,2177743.9556229096,0.3337855283936149
MNG,Mongolia,goats,grassland,11370321.258826554,13894710.00364925,0.8183201560766867
MNG,Mongolia,goats,mixed,2524388.744822695,13894710.00364925,0.18167984392331324
MNG,Mongolia,sheep,grassland,10963480.473239303,14538917.706633275,0.7540781710482682
MNG,Mongolia,sheep,mixed,3575437.2333939727,14538917.706633275,0.24592182895173179
MNP,Northern Mariana Islands,cows,feedlot,0,0,0
MNP,Northern Mariana Islands,cows,grassland,0,0,0
MNP,Northern Mariana Islands,cows,mixed,0,0,0
MNP,Northern Mariana Islands,goats,grassland,0,0,0
MNP,Northern Mariana Islands,goats,mixed,0,0,0
MNP,Northern Mariana Islands,sheep,grassland,10914.367031845011,218071.5861801997,0.0500494687227437
MNP,Northern Mariana Islands,sheep,mixed,207157.2191483547,218071.5861801997,0.9499505312772564
MOZ,Mozambique,cows,feedlot,0,1100865.741425598,0
MOZ,Mozambique,cows,grassland,666012.4866513018,1100865.741425598,0.6049897472409576
MOZ,Mozambique,cows,mixed,434853.25477429613,1100865.741425598,0.39501025275904245
MOZ,Mozambique,goats,grassland,2639390.104254132,3847862.306874484,0.6859367341546165
MOZ,Mozambique,goats,mixed,1208472.202620352,3847862.306874484,0.3140632658453836
MOZ,Mozambique,sheep,grassland,170286.8390399307,240443.94198673812,0.7082184630350262
MOZ,Mozambique,sheep,mixed,70157.10294680744,240443.94198673812,0.2917815369649738
MRT,Mauritania,cows,feedlot,0,1722041.1958852522,0
MRT,Mauritania,cows,grassland,1540334.6158812493,1722041.1958852522,0.8944818623165443
MRT,Mauritania,cows,mixed,181706.58000400296,1722041.1958852522,0.10551813768345582
MRT,Mauritania,goats,grassland,5317875.663673528,5487821.560117665,0.9690321752297476
MRT,Mauritania,goats,mixed,169945.89644413677,5487821.560117665,0.03096782477025236
MRT,Mauritania,sheep,grassland,8350723.08827589,8816919.151306722,0.9471248340797432
MRT,Mauritania,sheep,mixed,466196.06303083216,8816919.151306722,0.052875165920256734
MSR,Montserrat,cows,feedlot,0,0,0
MSR,Montserrat,cows,grassland,0,0,0
MSR,Montserrat,cows,mixed,0,0,0
MSR,Montserrat,goats,grassland,0,0,0
MSR,Montserrat,goats,mixed,0,0,0
MSR,Montserrat,sheep,grassland,0,0,0
MSR,Montserrat,sheep,mixed,0,0,0
MTQ,Martinique,cows,feedlot,0,13964.932286895164,0
MTQ,Martinique,cows,grassland,0,13964.932286895164,0
MTQ,Martinique,cows,mixed,13964.932286895164,13964.932286895164,1
MTQ,Martinique,goats,grassland,0,0,0
MTQ,Martinique,goats,mixed,0,0,0
MTQ,Martinique,sheep,grassland,0,0,0
MTQ,Martinique,sheep,mixed,0,0,0
MUS,Mauritius,cows,feedlot,0,0,0
MUS,Mauritius,cows,grassland,0,0,0
MUS,Mauritius,cows,mixed,0,0,0
MUS,Mauritius,goats,grassland,0,0,0
MUS,Mauritius,goats,mixed,0,0,0
MUS,Mauritius,sheep,grassland,0,0,0
MUS,Mauritius,sheep,mixed,0,0,0
MWI,Malawi,cows,feedlot,0,813995.0095488855,0
MWI,Malawi,cows,grassland,606943.7772039804,813995.0095488855,0.7456357472515064
MWI,Malawi,cows,mixed,207051.2323449051,813995.0095488855,0.2543642527484935
MWI,Malawi,goats,grassland,2503751.885126783,3606005.030723808,0.6943284504026948
MWI,Malawi,goats,mixed,1102253.1455970248,3606005.030723808,0.3056715495973053
MWI,Malawi,sheep,grassland,140696.9876037345,192038.00552201446,0.7326517853655046
MWI,Malawi,sheep,mixed,51341.01791827996,192038.00552201446,0.26734821463449554
MYS,Malaysia,cows,feedlot,0,798627.8821768652,0
MYS,Malaysia,cows,grassland,243586.90830976015,798627.8821768652,0.30500676691352363
MYS,Malaysia,cows,mixed,555040.9738671051,798627.8821768652,0.6949932330864763
MYS,Malaysia,goats,grassland,131649.98104570067,490175.2310954013,0.26857738354404537
MYS,Malaysia,goats,mixed,358525.2500497006,490175.2310954013,0.7314226164559546
MYS,Malaysia,sheep,grassland,35977.62726677963,108320.1642179391,0.3321415502509117
MYS,Malaysia,sheep,mixed,72342.53695115948,108320.1642179391,0.6678584497490883
MYT,Mayotte,cows,feedlot,0,0,0
MYT,Mayotte,cows,grassland,0,0,0
MYT,Mayotte,cows,mixed,0,0,0
MYT,Mayotte,goats,grassland,0,0,0
MYT,Mayotte,goats,mixed,0,0,0
MYT,Mayotte,sheep,grassland,0,0,0
MYT,Mayotte,sheep,mixed,0,0,0
NAM,Namibia,cows,feedlot,0,2357903.8996494925,0
NAM,Namibia,cows,grassland,1930823.2199940747,2357903.8996494925,0.8188727370445825
NAM,Namibia,cows,mixed,427080.67965541757,2357903.8996494925,0.1811272629554173
NAM,Namibia,goats,grassland,1582707.6380000208,1957209.2488596705,0.8086553029126314
NAM,Namibia,goats,mixed,374501.61085964984,1957209.2488596705,0.1913446970873686
NAM,Namibia,sheep,grassland,2771738.8709472935,2796980.753381773,0.9909753106438219
NAM,Namibia,sheep,mixed,25241.882434479405,2796980.753381773,0.00902468935617807
NCL,New Caledonia,cows,feedlot,0,0,0
NCL,New Caledonia,cows,grassland,0,0,0
NCL,New Caledonia,cows,mixed,0,0,0
NCL,New Caledonia,goats,grassland,0,0,0
NCL,New Caledonia,goats,mixed,0,0,0
NCL,New Caledonia,sheep,grassland,0,0,0
NCL,New Caledonia,sheep,mixed,0,0,0
NER,Niger,cows,feedlot,0,9890546.306069752,0
NER,Niger,cows,grassland,3704705.494199527,9890546.306069752,0.374570360377968
NER,Niger,cows,mixed,6185840.811870225,9890546.306069752,0.625429639622032
NER,Niger,goats,grassland,4692839.27832923,13352088.489427261,0.3514685573006212
NER,Niger,goats,mixed,8659249.21109803,13352088.489427261,0.6485314426993788
NER,Niger,sheep,grassland,4581153.0930028595,11256950.332739795,0.40696218403655926
NER,Niger,sheep,mixed,6675797.239736935,11256950.332739795,0.5930378159634407
NFK,Norfolk Island,cows,feedlot,0,0,0
NFK,Norfolk Island,cows,grassland,0,0,0
NFK,Norfolk Island,cows,mixed,0,0,0
NFK,Norfolk Island,goats,grassland,0,0,0
NFK,Norfolk Island,goats,mixed,0,0,0
NFK,Norfolk Island,sheep,grassland,18519.36128385826,18519.36128385826,1
NFK,Norfolk Island,sheep,mixed,0,18519.36128385826,0
NGA,Nigeria,cows,feedlot,0,16142969.239996899,0
NGA,Nigeria,cows,grassland,2532115.950847949,16142969.239996899,0.1568556511012986
NGA,Nigeria,cows,mixed,13610853.28914895,16142969.239996899,0.8431443488987014
NGA,Nigeria,goats,grassland,8082120.760917044,60044184.05310191,0.134602890993895
NGA,Nigeria,goats,mixed,51962063.29218487,60044184.05310191,0.865397109006105
NGA,Nigeria,sheep,grassland,3839607.5068532005,36488334.00054601,0.10522835892687632
NGA,Nigeria,sheep,mixed,32648726.49369281,36488334.00054601,0.8947716410731238
NIC,Nicaragua,cows,feedlot,0,3654188.489124461,0
NIC,Nicaragua,cows,grassland,1735000.015486609,3654188.489124461,0.4747976248762999
NIC,Nicaragua,cows,mixed,1919188.473637852,3654188.489124461,0.5252023751237
NIC,Nicaragua,goats,grassland,0,0,0
NIC,Nicaragua,goats,mixed,0,0,0
NIC,Nicaragua,sheep,grassland,0,0,0
NIC,Nicaragua,sheep,mixed,0,0,0
NIU,Niue,cows,feedlot,0,0,0
NIU,Niue,cows,grassland,0,0,0
NIU,Niue,cows,mixed,0,0,0
NIU,Niue,goats,grassland,0,0,0
NIU,Niue,goats,mixed,0,0,0
NIU,Niue,sheep,grassland,0,0,0
NIU,Niue,sheep,mixed,0,0,0
NLD,Netherlands,cows,feedlot,0,3877050.8027949156,0
NLD,Netherlands,cows,grassland,351197.71364733914,3877050.8027949156,0.09058372755759746
NLD,Netherlands,cows,mixed,3525853.0891475766,3877050.8027949156,0.9094162724424025
NLD,Netherlands,goats,grassland,19364.785146601378,346414.56198811583,0.055900609476300565
NLD,Netherlands,goats,mixed,327049.77684151445,346414.56198811583,0.9440993905236994
NLD,Netherlands,sheep,grassland,105718.89468815332,1113960.7881068932,0.09490360506119429
NLD,Netherlands,sheep,mixed,1008241.8934187399,1113960.7881068932,0.9050963949388058
NOR,Norway,cows,feedlot,0,794361.845645237,0
NOR,Norway,cows,grassland,685473.7877256412,794361.845645237,0.862923857035015
NOR,Norway,cows,mixed,108888.05791959589,794361.845645237,0.13707614296498505
NOR,Norway,goats,grassland,62185.93192888182,62185.93192888182,1
NOR,Norway,goats,mixed,0,62185.93192888182,0
NOR,Norway,sheep,grassland,2079331.7558129157,2259499.352442955,0.9202621605378009
NOR,Norway,sheep,mixed,180167.5966300394,2259499.352442955,0.0797378394621992
NPL,Nepal,cows,feedlot,0,7140434.795822821,0
NPL,Nepal,cows,grassland,3436891.3136420846,7140434.795822821,0.48132801599878455
NPL,Nepal,cows,mixed,3703543.482180736,7140434.795822821,0.5186719840012154
NPL,Nepal,goats,grassland,4045054.0839772136,8784201.539187826,0.4604919486343221
NPL,Nepal,goats,mixed,4739147.455210613,8784201.539187826,0.5395080513656779
NPL,Nepal,sheep,grassland,555907.8832616853,817192.1306777312,0.6802658302652129
NPL,Nepal,sheep,mixed,261284.24741604604,817192.1306777312,0.3197341697347871
NRU,Nauru,cows,feedlot,0,0,0
NRU,Nauru,cows,grassland,0,0,0
NRU,Nauru,cows,mixed,0,0,0
NRU,Nauru,goats,grassland,0,0,0
NRU,Nauru,goats,mixed,0,0,0
NRU,Nauru,sheep,grassland,0,0,0
NRU,Nauru,sheep,mixed,0,0,0
NZL,New Zealand,cows,feedlot,0,9360769.703749053,0
NZL,New Zealand,cows,grassland,4967111.096689481,9360769.703749053,0.5306306269558281
NZL,New Zealand,cows,mixed,4393658.607059572,9360769.703749053,0.4693693730441719
NZL,New Zealand,goats,grassland,51214.613110160535,92207.10385900005,0.555430232235427
NZL,New Zealand,goats,mixed,40992.49074883951,92207.10385900005,0.44456976776457297
NZL,New Zealand,sheep,grassland,15608703.711410511,32387444.33524671,0.4819368749766965
NZL,New Zealand,sheep,mixed,16778740.623836197,32387444.33524671,0.5180631250233034
OMN,Oman,cows,feedlot,0,332781.2721988884,0
OMN,Oman,cows,grassland,312428.1892295722,332781.2721988884,0.9388394580174809
OMN,Oman,cows,mixed,20353.0829693162,332781.2721988884,0.06116054198251901
OMN,Oman,goats,grassland,1703118.3554605185,1775080.1741021504,0.9594599614758073
OMN,Oman,goats,mixed,71961.81864163183,1775080.1741021504,0.04054003852419268
OMN,Oman,sheep,grassland,426899.10717669217,426899.10717669217,1
OMN,Oman,sheep,mixed,0,426899.10717669217,0
PAK,Pakistan,cows,feedlot,0,33744963.70949439,0
PAK,Pakistan,cows,grassland,8845611.63841258,33744963.70949439,0.26213131282532104
PAK,Pakistan,cows,mixed,24899352.07108181,33744963.70949439,0.7378686871746789
PAK,Pakistan,goats,grassland,21084589.20109257,59546343.653508395,0.35408705064715246
PAK,Pakistan,goats,mixed,38461754.452415824,59546343.653508395,0.6459129493528476
PAK,Pakistan,sheep,grassland,12989186.660214972,28777312.30316187,0.45136899941791303
PAK,Pakistan,sheep,mixed,15788125.642946899,28777312.30316187,0.548631000582087
PAN,Panama,cows,feedlot,0,1553178.7699196672,0
PAN,Panama,cows,grassland,505809.9909208603,1553178.7699196672,0.32566115421924136
PAN,Panama,cows,mixed,1047368.7789988068,1553178.7699196672,0.6743388457807586
PAN,Panama,goats,grassland,0,0,0
PAN,Panama,goats,mixed,0,0,0
PAN,Panama,sheep,grassland,45256.99635077142,62907.4306541508,0.7194221076931752
PAN,Panama,sheep,mixed,17650.434303379378,62907.4306541508,0.2805778923068249
PCN,Pitcairn Islands,cows,feedlot,0,0,0
PCN,Pitcairn Islands,cows,grassland,0,0,0
PCN,Pitcairn Islands,cows,mixed,0,0,0
PCN,Pitcairn Islands,goats,grassland,0,0,0
PCN,Pitcairn Islands,goats,mixed,0,0,0
PCN,Pitcairn Islands,sheep,grassland,0,0,0
PCN,Pitcairn Islands,sheep,mixed,0,0,0
PER,Peru,cows,feedlot,0,5507736.136930703,0
PER,Peru,cows,grassland,4142244.647955941,5507736.136930703,0.7520775405672012
PER,Peru,cows,mixed,1365491.488974762,5507736.136930703,0.24792245943279875
PER,Peru,goats,grassland,1507212.5162142636,1934437.2389175803,0.7791477985905754
PER,Peru,goats,mixed,427224.72270331666,1934437.2389175803,0.2208522014094246
PER,Peru,sheep,grassland,10541949.176916257,14134684.646444388,0.7458213211405539
PER,Peru,sheep,mixed,3592735.469528132,14134684.646444388,0.25417867885944617
PHL,Philippines,cows,feedlot,0,2374868.566461551,0
PHL,Philippines,cows,grassland,198968.04764982863,2374868.566461551,0.08378065652125002
PHL,Philippines,cows,mixed,2175900.5188117223,2374868.566461551,0.9162193434787499
PHL,Philippines,goats,grassland,397657.9651426592,4090543.6573472726,0.09721396431704174
PHL,Philippines,goats,mixed,3692885.6922046132,4090543.6573472726,0.9027860356829582
PHL,Philippines,sheep,grassland,0,23754.70014468318,0
PHL,Philippines,sheep,mixed,23754.70014468318,23754.70014468318,1
PLW,Palau,cows,feedlot,0,0,0
PLW,Palau,cows,grassland,0,0,0
PLW,Palau,cows,mixed,0,0,0
PLW,Palau,goats,grassland,0,0,0
PLW,Palau,goats,mixed,0,0,0
PLW,Palau,sheep,grassland,0,0,0
PLW,Palau,sheep,mixed,0,0,0
PNG,Papua New Guinea,cows,feedlot,0,84528.40424585491,0
PNG,Papua New Guinea,cows,grassland,48172.75925126905,84528.40424585491,0.5699002563819409
PNG,Papua New Guinea,cows,mixed,36355.64499458585,84528.40424585491,0.430099743618059
PNG,Papua New Guinea,goats,grassland,0,0,0
PNG,Papua New Guinea,goats,mixed,0,0,0
PNG,Papua New Guinea,sheep,grassland,0,0,0
PNG,Papua New Guinea,sheep,mixed,0,0,0
POL,Poland,cows,feedlot,0,5667241.145200053,0
POL,Poland,cows,grassland,1021520.4744850524,5667241.145200053,0.18025004553586765
POL,Poland,cows,mixed,4645720.6707150005,5667241.145200053,0.8197499544641322
POL,Poland,goats,grassland,30595.498662439517,121942.79224241016,0.2509004271578324
POL,Poland,goats,mixed,91347.29357997065,121942.79224241016,0.7490995728421677
POL,Poland,sheep,grassland,63784.42381120034,252761.80766050183,0.25234992739438183
POL,Poland,sheep,mixed,188977.3838493015,252761.80766050183,0.7476500726056182
PRI,Puerto Rico,cows,feedlot,0,365976.11403832503,0
PRI,Puerto Rico,cows,grassland,102962.90074095441,365976.11403832503,0.2813377616501282
PRI,Puerto Rico,cows,mixed,263013.2132973706,365976.11403832503,0.7186622383498718
PRI,Puerto Rico,goats,grassland,0,0,0
PRI,Puerto Rico,goats,mixed,0,0,0
PRI,Puerto Rico,sheep,grassland,0,0,0
PRI,Puerto Rico,sheep,mixed,0,0,0
PRK,North Korea,cows,feedlot,0,575174.6971981389,0
PRK,North Korea,cows,grassland,436815.15776129544,575174.6971981389,0.7594477988846914
PRK,North Korea,cows,mixed,138359.5394368435,575174.6971981389,0.24055220111530873
PRK,North Korea,goats,grassland,2136173.818119138,3520139.0801343815,0.6068435847249506
PRK,North Korea,goats,mixed,1383965.2620152435,3520139.0801343815,0.39315641527504946
PRK,North Korea,sheep,grassland,117822.25279388299,167548.69945003494,0.703211980639808
PRK,North Korea,sheep,mixed,49726.446656151944,167548.69945003494,0.2967880193601919
PRT,Portugal,cows,feedlot,0,1405424.209826683,0
PRT,Portugal,cows,grassland,735498.0462152944,1405424.209826683,0.5233281461018777
PRT,Portugal,cows,mixed,669926.1636113885,1405424.209826683,0.4766718538981223
PRT,Portugal,goats,grassland,292699.50363910134,416603.9666310375,0.7025845337145546
PRT,Portugal,goats,mixed,123904.46299193615,416603.9666310375,0.2974154662854454
