iso3c,country,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,year,fao_rgn_animal_headcount,fao_allocated_headcount
DMA,Dominica,cows,feedlot,meat,0,11718.51080955065,0,2016,6576,0
DOM,Dominican Republic,cows,grassland,meat,169538.84483237594,800235.2230742655,0.21186126271855188,2016,2602551,551379.7411494299
DOM,Dominican Republic,cows,grassland,milk,436427.9995261182,2059973.606297746,0.21186096666086965,2016,500000,105930.48333043483
DOM,Dominican Republic,cows,mixed,meat,630696.3782418895,800235.2230742655,0.788138737281448,2016,2602551,2051171.2588505698
DOM,Dominican Republic,cows,mixed,milk,1623545.606771628,2059973.606297746,0.7881390333391304,2016,500000,394069.5166695652
DOM,Dominican Republic,cows,feedlot,meat,0,800235.2230742655,0,2016,2602551,0
ECU,Ecuador,cows,grassland,meat,777733.5696124029,3014119.9488694565,0.2580300660908061,2016,3231141,833731.5257787133
ECU,Ecuador,cows,grassland,milk,566094.4582326426,2141148.167922487,0.2643882692069427,2016,896170,236936.83521518583
ECU,Ecuador,cows,mixed,meat,2236386.3792570536,3014119.9488694565,0.741969933909194,2016,3231141,2397409.474221287
ECU,Ecuador,cows,mixed,milk,1575053.7096898444,2141148.167922487,0.7356117307930573,2016,896170,659233.1647848141
ECU,Ecuador,cows,feedlot,meat,0,3014119.9488694565,0,2016,3231141,0
EGY,Egypt,cows,grassland,meat,815597.0889480306,4259622.203669976,0.19147169630333272,2016,3227337,617943.6899325089
EGY,Egypt,cows,grassland,milk,0,0,0,2016,1784880,0
EGY,Egypt,cows,mixed,meat,3444025.1147219455,4259622.203669976,0.8085283036966672,2016,3227337,2609393.3100674907
EGY,Egypt,cows,mixed,milk,0,0,0,2016,1784880,0
EGY,Egypt,cows,feedlot,meat,0,4259622.203669976,0,2016,3227337,0
SLV,El Salvador,cows,grassland,meat,188115.0382815186,681084.9146025131,0.27619909683553057,2016,759967,209902.19902480766
SLV,El Salvador,cows,grassland,milk,155481.7125940144,550583.4735499623,0.2823944416484657,2016,181736,51321.236247425564
SLV,El Salvador,cows,mixed,meat,492969.87632099446,681084.9146025131,0.7238009031644693,2016,759967,550064.8009751922
SLV,El Salvador,cows,mixed,milk,395101.76095594786,550583.4735499623,0.7176055583515343,2016,181736,130414.76375257444
SLV,El Salvador,cows,feedlot,meat,0,681084.9146025131,0,2016,759967,0
GNQ,Equatorial Guinea,cows,grassland,meat,0,0,0,2016,4773,0
GNQ,Equatorial Guinea,cows,grassland,milk,0,0,0,2016,578,0
GNQ,Equatorial Guinea,cows,mixed,meat,0,0,0,2016,4773,0
GNQ,Equatorial Guinea,cows,mixed,milk,0,0,0,2016,578,0
GNQ,Equatorial Guinea,cows,feedlot,meat,0,0,0,2016,4773,0
ERI,Eritrea,cows,grassland,meat,851523.6861630933,1802140.3684393032,0.4725068596629536,2016,1394669,658990.6694592718
ERI,Eritrea,cows,grassland,milk,0,0,0,2016,720000,0
ERI,Eritrea,cows,mixed,meat,950616.6822762098,1802140.3684393032,0.5274931403370463,2016,1394669,735678.330540728
ERI,Eritrea,cows,mixed,milk,0,0,0,2016,720000,0
ERI,Eritrea,cows,feedlot,meat,0,1802140.3684393032,0,2016,1394669,0
EST,Estonia,cows,grassland,meat,77420.4485890276,230491.16045717787,0.3358933524195227,2016,165600,55623.939160672955
EST,Estonia,cows,grassland,milk,0,0,0,2016,90600,0
EST,Estonia,cows,mixed,meat,153070.71186815028,230491.16045717787,0.6641066475804773,2016,165600,109976.06083932705
EST,Estonia,cows,mixed,milk,0,0,0,2016,90600,0
EST,Estonia,cows,feedlot,meat,0,230491.16045717787,0,2016,165600,0
ETH,Ethiopia,cows,grassland,meat,5272526.28433683,33060947.62674015,0.15947898238925062,2016,47653488,7599729.773538366
ETH,Ethiopia,cows,grassland,milk,4254953.122977426,16495438.777089084,0.25794725320597317,2016,11833179,3052336.0197446044
ETH,Ethiopia,cows,mixed,meat,27788421.342403322,33060947.62674015,0.8405210176107495,2016,47653488,40053758.22646164
ETH,Ethiopia,cows,mixed,milk,12240485.654111657,16495438.777089084,0.7420527467940268,2016,11833179,8780842.980255395
ETH,Ethiopia,cows,feedlot,meat,0,33060947.62674015,0,2016,47653488,0
FLK,Falkland Islands,cows,grassland,meat,0,0,0,2016,2732,0
FLK,Falkland Islands,cows,grassland,milk,0,0,0,2016,1460,0
FLK,Falkland Islands,cows,mixed,meat,0,0,0,2016,2732,0
FLK,Falkland Islands,cows,mixed,milk,0,0,0,2016,1460,0
FLK,Falkland Islands,cows,feedlot,meat,0,0,0,2016,2732,0
FRO,Faroe Islands,cows,grassland,meat,0,0,0,2016,1292,0
FRO,Faroe Islands,cows,grassland,milk,0,0,0,2016,560,0
FRO,Faroe Islands,cows,mixed,meat,0,0,0,2016,1292,0
FRO,Faroe Islands,cows,mixed,milk,0,0,0,2016,560,0
FRO,Faroe Islands,cows,feedlot,meat,0,0,0,2016,1292,0
FSM,Micronesia (Federated States of),cows,grassland,meat,0,0,0,2016,14258,0
FSM,Micronesia (Federated States of),cows,grassland,milk,0,0,0,2016,3024,0
FSM,Micronesia (Federated States of),cows,mixed,meat,0,0,0,2016,14258,0
FSM,Micronesia (Federated States of),cows,mixed,milk,0,0,0,2016,3024,0
FSM,Micronesia (Federated States of),cows,feedlot,meat,0,0,0,2016,14258,0
FJI,Fiji,cows,grassland,meat,20087.324339377275,67041.08707637156,0.29962706774868203,2016,279226,83663.66761919348
FJI,Fiji,cows,grassland,milk,50746.02549262496,169368.08909251128,0.2996197557906363,2016,31774,9520.11812049168
FJI,Fiji,cows,mixed,meat,46953.76273699429,67041.08707637156,0.700372932251318,2016,279226,195562.33238080653
FJI,Fiji,cows,mixed,milk,118622.06359988631,169368.08909251128,0.7003802442093637,2016,31774,22253.881879508324
FJI,Fiji,cows,feedlot,meat,0,67041.08707637156,0,2016,279226,0
FIN,Finland,cows,grassland,meat,690274.7213187522,758257.4896381985,0.9103434265425004,2016,626578,570401.1635161468
FIN,Finland,cows,grassland,milk,94468.5913332972,94468.5913332972,1,2016,282443,282443
FIN,Finland,cows,mixed,meat,67982.76831944633,758257.4896381985,0.08965657345749953,2016,626578,56176.83648385314
FIN,Finland,cows,mixed,milk,0,94468.5913332972,0,2016,282443,0
FIN,Finland,cows,feedlot,meat,0,758257.4896381985,0,2016,626578,0
FRA,France,cows,grassland,meat,1817351.6288868147,11643887.044715479,0.15607774464899252,2016,15695194,2449670.4813483995
FRA,France,cows,grassland,milk,1217090.2568760507,7797975.276841051,0.15607772705956724,2016,3630321,566612.2501766152
FRA,France,cows,mixed,meat,9826535.415828664,11643887.044715479,0.8439222553510074,2016,15695194,13245523.518651599
FRA,France,cows,mixed,milk,6580885.019965,7797975.276841051,0.8439222729404328,2016,3630321,3063708.749823385
FRA,France,cows,feedlot,meat,0,11643887.044715479,0,2016,15695194,0
GUF,French Guiana,cows,grassland,meat,0,0,0,2016,18328,0
GUF,French Guiana,cows,grassland,milk,12071.32084142826,12071.32084142826,1,2016,617,617
GUF,French Guiana,cows,mixed,meat,0,0,0,2016,18328,0
GUF,French Guiana,cows,mixed,milk,0,12071.32084142826,0,2016,617,0
GUF,French Guiana,cows,feedlot,meat,0,0,0,2016,18328,0
PYF,French Polynesia,cows,grassland,meat,0,0,0,2016,6857,0
PYF,French Polynesia,cows,grassland,milk,0,0,0,2016,599,0
PYF,French Polynesia,cows,mixed,meat,0,0,0,2016,6857,0
PYF,French Polynesia,cows,mixed,milk,0,0,0,2016,599,0
PYF,French Polynesia,cows,feedlot,meat,0,0,0,2016,6857,0
GAB,Gabon,cows,grassland,meat,24289.69300616205,24289.69300616205,1,2016,27711,27711
GAB,Gabon,cows,grassland,milk,0,0,0,2016,10000,0
GAB,Gabon,cows,mixed,meat,0,24289.69300616205,0,2016,27711,0
GAB,Gabon,cows,mixed,milk,0,0,0,2016,10000,0
GAB,Gabon,cows,feedlot,meat,0,24289.69300616205,0,2016,27711,0
GMB,Gambia,cows,grassland,meat,15132.774520387686,153670.10782932802,0.09847572006128044,2016,404287,39812.453436414886
GMB,Gambia,cows,grassland,milk,32980.848605395506,226695.71528582802,0.145485099106579,2016,54121,7873.7990487471625
GMB,Gambia,cows,mixed,meat,138537.33330894032,153670.10782932802,0.9015242799387194,2016,404287,364474.54656358506
GMB,Gambia,cows,mixed,milk,193714.86668043252,226695.71528582802,0.8545149008934211,2016,54121,46247.200951252846
GMB,Gambia,cows,feedlot,meat,0,153670.10782932802,0,2016,404287,0
GEO,Georgia,cows,grassland,meat,451707.2915711453,1010213.5863160612,0.4471403846570537,2016,447100,199916.4659801687
GEO,Georgia,cows,grassland,milk,0,0,0,2016,545000,0
GEO,Georgia,cows,mixed,meat,558506.2947449159,1010213.5863160612,0.5528596153429464,2016,447100,247183.5340198313
GEO,Georgia,cows,mixed,milk,0,0,0,2016,545000,0
GEO,Georgia,cows,feedlot,meat,0,1010213.5863160612,0,2016,447100,0
DEU,Germany,cows,grassland,meat,3105257.906574577,12295094.213322382,0.252560724846652,2016,8248886,2083344.6273373996
DEU,Germany,cows,grassland,milk,97332.85881014552,385384.49630189314,0.2525603903222388,2016,4217700,1065223.9582621066
DEU,Germany,cows,mixed,meat,9189836.306747805,12295094.213322382,0.7474392751533481,2016,8248886,6165541.372662601
DEU,Germany,cows,mixed,milk,288051.6374917476,385384.49630189314,0.7474396096777612,2016,4217700,3152476.0417378936
DEU,Germany,cows,feedlot,meat,0,12295094.213322382,0,2016,8248886,0
GHA,Ghana,cows,grassland,meat,354234.49186363886,846796.5321277326,0.41832303088624995,2016,1420793,594350.4340219677
GHA,Ghana,cows,grassland,milk,328825.0954299717,567761.0873675223,0.5791610287253045,2016,313207,181397.28832396644
GHA,Ghana,cows,mixed,meat,492562.0402640938,846796.5321277326,0.58167696911375,2016,1420793,826442.5659780322
GHA,Ghana,cows,mixed,milk,238935.99193755066,567761.0873675223,0.4208389712746956,2016,313207,131809.7116760336
GHA,Ghana,cows,feedlot,meat,0,846796.5321277326,0,2016,1420793,0
GRC,Greece,cows,grassland,meat,157203.00631398725,598564.3838223589,0.262633411814629,2016,448000,117659.7684929538
GRC,Greece,cows,grassland,milk,16628.787994860046,63318.31957850501,0.26262206744515537,2016,106000,27837.93914918647
GRC,Greece,cows,mixed,meat,441361.3775083717,598564.3838223589,0.737366588185371,2016,448000,330340.2315070462
GRC,Greece,cows,mixed,milk,46689.531583644966,63318.31957850501,0.7373779325548446,2016,106000,78162.06085081353
GRC,Greece,cows,feedlot,meat,0,598564.3838223589,0,2016,448000,0
GRL,Greenland,cows,grassland,meat,0,0,0,2016,112,0
GRL,Greenland,cows,grassland,milk,0,0,0,2016,43,0
GRL,Greenland,cows,mixed,meat,0,0,0,2016,112,0
GRL,Greenland,cows,mixed,milk,0,0,0,2016,43,0
GRL,Greenland,cows,feedlot,meat,0,0,0,2016,112,0
GRD,Grenada,cows,grassland,meat,0,0,0,2016,3862,0
GRD,Grenada,cows,grassland,milk,0,0,0,2016,684,0
GRD,Grenada,cows,mixed,meat,0,0,0,2016,3862,0
GRD,Grenada,cows,mixed,milk,0,0,0,2016,684,0
GRD,Grenada,cows,feedlot,meat,0,0,0,2016,3862,0
GLP,Guadeloupe,cows,grassland,meat,0,0,0,2016,77051,0
GLP,Guadeloupe,cows,grassland,milk,33490.18923746378,55415.63850484522,0.6043454544791647,2016,276,166.79934543624944
GLP,Guadeloupe,cows,mixed,meat,0,0,0,2016,77051,0
GLP,Guadeloupe,cows,mixed,milk,21925.449267381442,55415.63850484522,0.3956545455208354,2016,276,109.20065456375058
GLP,Guadeloupe,cows,feedlot,meat,0,0,0,2016,77051,0
GUM,Guam,cows,grassland,meat,0,0,0,2016,127,0
GUM,Guam,cows,grassland,milk,0,0,0,2016,27,0
GUM,Guam,cows,mixed,meat,0,0,0,2016,127,0
GUM,Guam,cows,mixed,milk,0,0,0,2016,27,0
GUM,Guam,cows,feedlot,meat,0,0,0,2016,127,0
GTM,Guatemala,cows,grassland,meat,688610.7570527524,1540957.2921805768,0.4468720583932041,2016,3099634,1385139.8258455608
GTM,Guatemala,cows,grassland,milk,769661.9353724382,1694904.6313034864,0.45410338797677396,2016,668766,303688.9063636752
GTM,Guatemala,cows,mixed,meat,852346.5351278245,1540957.2921805768,0.553127941606796,2016,3099634,1714494.1741544395
GTM,Guatemala,cows,mixed,milk,925242.6959310484,1694904.6313034864,0.545896612023226,2016,668766,365077.0936363248
GTM,Guatemala,cows,feedlot,meat,0,1540957.2921805768,0,2016,3099634,0
GGY,Guernsey,cows,grassland,meat,0,0,0,NA,NA,0
GGY,Guernsey,cows,grassland,milk,0,0,0,NA,NA,0
GGY,Guernsey,cows,mixed,meat,0,0,0,NA,NA,0
GGY,Guernsey,cows,mixed,milk,0,0,0,NA,NA,0
GGY,Guernsey,cows,feedlot,meat,0,0,0,NA,NA,0
GNB,Guinea-Bissau,cows,grassland,meat,155602.06349536724,280559.54524310166,0.5546133294468375,2016,598092,331709.7954355179
GNB,Guinea-Bissau,cows,grassland,milk,238441.27144331014,352185.67481809726,0.6770328508292232,2016,107927,73070.12449144556
GNB,Guinea-Bissau,cows,mixed,meat,124957.48174773443,280559.54524310166,0.4453866705531626,2016,598092,266382.20456448215
GNB,Guinea-Bissau,cows,mixed,milk,113744.4033747871,352185.67481809726,0.3229671491707768,2016,107927,34856.875508554425
GNB,Guinea-Bissau,cows,feedlot,meat,0,280559.54524310166,0,2016,598092,0
GIN,Guinea,cows,grassland,meat,1167063.7632755768,1757926.7338634436,0.6638864639771925,2016,5977743,3968542.6628344147
GIN,Guinea,cows,grassland,milk,2365934.5841706675,3124801.446952908,0.7571471737757177,2016,780857,591223.6706729856
GIN,Guinea,cows,mixed,meat,590862.9705878668,1757926.7338634436,0.33611353602280747,2016,5977743,2009200.3371655853
GIN,Guinea,cows,mixed,milk,758866.8627822404,3124801.446952908,0.24285282622428228,2016,780857,189633.3293270144
GIN,Guinea,cows,feedlot,meat,0,1757926.7338634436,0,2016,5977743,0
GUY,Guyana,cows,grassland,meat,88077.97693481087,88077.97693481087,1,2016,60815,60815
GUY,Guyana,cows,grassland,milk,18062.01530078814,18062.01530078814,1,2016,39000,39000
GUY,Guyana,cows,mixed,meat,0,88077.97693481087,0,2016,60815,0
GUY,Guyana,cows,mixed,milk,0,18062.01530078814,0,2016,39000,0
GUY,Guyana,cows,feedlot,meat,0,88077.97693481087,0,2016,60815,0
HTI,Haiti,cows,grassland,meat,59008.524074001514,425618.93249956577,0.13864168054615783,2016,1310212,181649.99355174255
HTI,Haiti,cows,grassland,milk,127964.55983301377,922974.0395441795,0.13864372598844754,2016,193398,26813.41931871378
HTI,Haiti,cows,mixed,meat,366610.40842556424,425618.93249956577,0.8613583194538421,2016,1310212,1128562.0064482575
HTI,Haiti,cows,mixed,milk,795009.4797111657,922974.0395441795,0.8613562740115525,2016,193398,166584.58068128623
HTI,Haiti,cows,feedlot,meat,0,425618.93249956577,0,2016,1310212,0
HND,Honduras,cows,grassland,meat,702418.0811294542,1378450.437061214,0.5095707921330663,2016,2342182,1193507.5370598095
HND,Honduras,cows,grassland,milk,655516.802158251,1266730.1008781656,0.5174873492812806,2016,499530,258500.45558647809
HND,Honduras,cows,mixed,meat,676032.3559317598,1378450.437061214,0.4904292078669338,2016,2342182,1148674.4629401907
HND,Honduras,cows,mixed,milk,611213.2987199144,1266730.1008781656,0.48251265071871935,2016,499530,241029.5444135219
HND,Honduras,cows,feedlot,meat,0,1378450.437061214,0,2016,2342182,0
HUN,Hungary,cows,grassland,meat,69019.20857770676,698584.9465361238,0.09879859123780559,2016,571000,56413.99559678699
HUN,Hungary,cows,grassland,milk,0,0,0,2016,250000,0
HUN,Hungary,cows,mixed,meat,629565.737958417,698584.9465361238,0.9012014087621945,2016,571000,514586.00440321304
HUN,Hungary,cows,mixed,milk,0,0,0,2016,250000,0
HUN,Hungary,cows,feedlot,meat,0,698584.9465361238,0,2016,571000,0
ISL,Iceland,cows,grassland,meat,69213.2229215002,69213.2229215002,1,2016,53582,53582
ISL,Iceland,cows,grassland,milk,0,0,0,2016,26341,0
ISL,Iceland,cows,mixed,meat,0,69213.2229215002,0,2016,53582,0
ISL,Iceland,cows,mixed,milk,0,0,0,2016,26341,0
ISL,Iceland,cows,feedlot,meat,0,69213.2229215002,0,2016,53582,0
IND,India,cows,grassland,meat,15541907.599446902,101627476.3229244,0.15293017362806507,2016,136913808,20938252.429519564
IND,India,cows,grassland,milk,19867437.732876915,107619467.87578203,0.18460821378348174,2016,49128270,9069482.170972614
IND,India,cows,mixed,meat,86085568.7234775,101627476.3229244,0.8470698263719348,2016,136913808,115975555.57048042
IND,India,cows,mixed,milk,87752030.14290512,107619467.87578203,0.8153917862165183,2016,49128270,40058787.82902739
IND,India,cows,feedlot,meat,0,101627476.3229244,0,2016,136913808,0
IDN,Indonesia,cows,grassland,meat,255688.03355469875,2046343.3969594396,0.12494874219772348,2016,15470164,1932977.5333925027
IDN,Indonesia,cows,grassland,milk,1978636.062229264,10790179.386185301,0.18337378753522093,2016,533933,97909.31650004312
IDN,Indonesia,cows,mixed,meat,1366598.0447638347,2046343.3969594396,0.6678243968213717,2016,15470164,10331352.9420277
IDN,Indonesia,cows,mixed,milk,8811543.323956037,10790179.386185301,0.8166262124647791,2016,533933,436023.68349995685
IDN,Indonesia,cows,feedlot,meat,424057.31864090625,2046343.3969594396,0.2072268609809048,2016,15470164,3205833.524579798
IRN,Iran,cows,grassland,meat,3877415.688043878,8458158.706493016,0.4584231417964916,2016,3573337,1638100.3742376498
IRN,Iran,cows,grassland,milk,0,0,0,2016,1600000,0
IRN,Iran,cows,mixed,meat,4580743.018449138,8458158.706493016,0.5415768582035083,2016,3573337,1935236.6257623497
IRN,Iran,cows,mixed,milk,0,0,0,2016,1600000,0
IRN,Iran,cows,feedlot,meat,0,8458158.706493016,0,2016,3573337,0
IRQ,Iraq,cows,grassland,meat,386910.01242971973,999672.6377667165,0.38703671363265724,2016,1473279,570213.0624240076
IRQ,Iraq,cows,grassland,milk,523389.0287805605,1561293.098338216,0.33522791418064735,2016,387608,129937.02135973236
IRQ,Iraq,cows,mixed,meat,612762.6253369969,999672.6377667165,0.6129632863673429,2016,1473279,903065.9375759925
IRQ,Iraq,cows,mixed,milk,1037904.0695576555,1561293.098338216,0.6647720858193525,2016,387608,257670.9786402676
IRQ,Iraq,cows,feedlot,meat,0,999672.6377667165,0,2016,1473279,0
IRL,Ireland,cows,grassland,meat,1742940.8610842575,2769352.765484782,0.6293675846598588,2016,5823300,3664996.2557497555
IRL,Ireland,cows,grassland,milk,2278320.91698617,3620014.859691165,0.6293678355730675,2016,1397900,879793.2973475911
IRL,Ireland,cows,mixed,meat,1026411.9044005243,2769352.765484782,0.3706324153401412,2016,5823300,2158303.744250244
IRL,Ireland,cows,mixed,milk,1341693.9427049947,3620014.859691165,0.3706321644269325,2016,1397900,518106.7026524089
IRL,Ireland,cows,feedlot,meat,0,2769352.765484782,0,2016,5823300,0
IMN,Isle of Man,cows,grassland,meat,0,0,0,NA,NA,0
IMN,Isle of Man,cows,grassland,milk,16631.555179962063,16631.555179962063,1,NA,NA,NA
IMN,Isle of Man,cows,mixed,meat,0,0,0,NA,NA,0
IMN,Isle of Man,cows,mixed,milk,0,16631.555179962063,0,NA,NA,0
IMN,Isle of Man,cows,feedlot,meat,0,0,0,NA,NA,0
ISR,Israel,cows,grassland,meat,0,331248.14850948093,0,2016,391500,0
ISR,Israel,cows,grassland,milk,0,70356.74883504493,0,2016,115200,0
ISR,Israel,cows,mixed,meat,331248.14850948093,331248.14850948093,1,2016,391500,391500
ISR,Israel,cows,mixed,milk,70356.74883504493,70356.74883504493,1,2016,115200,115200
ISR,Israel,cows,feedlot,meat,0,331248.14850948093,0,2016,391500,0
ITA,Italy,cows,grassland,meat,1001825.6557670869,4956722.953457996,0.20211451500798036,2016,4108003,830287.0339963284
ITA,Italy,cows,grassland,milk,215729.44423242135,1067363.0984094082,0.20211439251919316,2016,1821764,368204.7241733354
ITA,Italy,cows,mixed,meat,3954897.2976909094,4956722.953457996,0.7978854849920196,2016,4108003,3277715.9660036718
ITA,Italy,cows,mixed,milk,851633.6541769868,1067363.0984094082,0.7978856074808067,2016,1821764,1453559.2758266644
ITA,Italy,cows,feedlot,meat,0,4956722.953457996,0,2016,4108003,0
JAM,Jamaica,cows,grassland,meat,0,21906.363240525043,0,2016,127929,0
JAM,Jamaica,cows,grassland,milk,34378.947929321694,133034.96273977714,0.2584203973249392,2016,10874,2810.063400511389
JAM,Jamaica,cows,mixed,meat,21906.363240525043,21906.363240525043,1,2016,127929,127929
JAM,Jamaica,cows,mixed,milk,98656.01481045545,133034.96273977714,0.7415796026750608,2016,10874,8063.936599488612
JAM,Jamaica,cows,feedlot,meat,0,21906.363240525043,0,2016,127929,0
JPN,Japan,cows,grassland,meat,1587392.1651816256,2875896.097460331,0.5519643656749048,2016,2953000,1629950.771837994
JPN,Japan,cows,grassland,milk,847372.1822968356,1281391.1356150447,0.6612908102334516,2016,871000,575984.2957133363
JPN,Japan,cows,mixed,meat,822046.036862831,2875896.097460331,0.2858399639641953,2016,2953000,844085.4135862688
JPN,Japan,cows,mixed,milk,434018.95331820904,1281391.1356150447,0.3387091897665483,2016,871000,295015.70428666356
JPN,Japan,cows,feedlot,meat,466457.8954158745,2875896.097460331,0.16219567036089996,2016,2953000,478963.8145757376
JEY,Jersey,cows,grassland,meat,0,0,0,NA,NA,0
JEY,Jersey,cows,grassland,milk,0,0,0,NA,NA,0
JEY,Jersey,cows,mixed,meat,0,0,0,NA,NA,0
JEY,Jersey,cows,mixed,milk,0,0,0,NA,NA,0
JEY,Jersey,cows,feedlot,meat,0,0,0,NA,NA,0
JOR,Jordan,cows,grassland,meat,44213.037177794075,66032.79598890357,0.669561791465317,2016,31085,20813.32828769938
JOR,Jordan,cows,grassland,milk,0,0,0,2016,43657,0
JOR,Jordan,cows,mixed,meat,21819.758811109492,66032.79598890357,0.3304382085346829,2016,31085,10271.671712300618
JOR,Jordan,cows,mixed,milk,0,0,0,2016,43657,0
JOR,Jordan,cows,feedlot,meat,0,66032.79598890357,0,2016,31085,0
KAZ,Kazakhstan,cows,grassland,meat,3863688.63267111,6064753.138733537,0.6370726960006057,2016,4133055,2633056.4915687833
KAZ,Kazakhstan,cows,grassland,milk,0,0,0,2016,2280150,0
KAZ,Kazakhstan,cows,mixed,meat,2201064.506062427,6064753.138733537,0.36292730399939427,2016,4133055,1499998.5084312165
KAZ,Kazakhstan,cows,mixed,milk,0,0,0,2016,2280150,0
KAZ,Kazakhstan,cows,feedlot,meat,0,6064753.138733537,0,2016,4133055,0
KEN,Kenya,cows,grassland,meat,6855557.5444370825,16854321.067197252,0.4067537053022991,2016,14029190,5706425.014889961
KEN,Kenya,cows,grassland,milk,942639.8336960638,942639.8336960638,1,2016,6500000,6500000
KEN,Kenya,cows,mixed,meat,9998763.52276017,16854321.067197252,0.5932462946977008,2016,14029190,8322764.985110038
KEN,Kenya,cows,mixed,milk,0,942639.8336960638,0,2016,6500000,0
KEN,Kenya,cows,feedlot,meat,0,16854321.067197252,0,2016,14029190,0
KIR,Kiribati,cows,grassland,meat,0,0,0,NA,NA,0
KIR,Kiribati,cows,grassland,milk,15053.675874830747,15053.675874830747,1,NA,NA,NA
KIR,Kiribati,cows,mixed,meat,0,0,0,NA,NA,0
KIR,Kiribati,cows,mixed,milk,0,15053.675874830747,0,NA,NA,0
KIR,Kiribati,cows,feedlot,meat,0,0,0,NA,NA,0
KWT,Kuwait,cows,grassland,meat,22748.229462789375,22748.229462789375,1,2016,14426,14426
KWT,Kuwait,cows,grassland,milk,0,0,0,2016,9820,0
KWT,Kuwait,cows,mixed,meat,0,22748.229462789375,0,2016,14426,0
KWT,Kuwait,cows,mixed,milk,0,0,0,2016,9820,0
KWT,Kuwait,cows,feedlot,meat,0,22748.229462789375,0,2016,14426,0
KGZ,Kyrgyzstan,cows,grassland,meat,1002908.174214682,1410308.1666901296,0.7111269706169397,2016,770560,547965.9984785891
KGZ,Kyrgyzstan,cows,grassland,milk,0,0,0,2016,757203,0
KGZ,Kyrgyzstan,cows,mixed,meat,407399.99247544754,1410308.1666901296,0.2888730293830602,2016,770560,222594.00152141086
KGZ,Kyrgyzstan,cows,mixed,milk,0,0,0,2016,757203,0
KGZ,Kyrgyzstan,cows,feedlot,meat,0,1410308.1666901296,0,2016,770560,0
LAO,Laos,cows,grassland,meat,62965.93011689202,110696.40509484541,0.5688163952834999,2016,1880327,1069560.8260942376
LAO,Laos,cows,grassland,milk,741923.1287575471,1343528.5056567679,0.5522198640622566,2016,42673,23564.878259128676
LAO,Laos,cows,mixed,meat,47730.47497795339,110696.40509484541,0.4311836047165001,2016,1880327,810766.1739057625
LAO,Laos,cows,mixed,milk,601605.3768992207,1343528.5056567679,0.4477801359377434,2016,42673,19108.121740871324
LAO,Laos,cows,feedlot,meat,0,110696.40509484541,0,2016,1880327,0
LVA,Latvia,cows,grassland,meat,115904.53807273341,374295.1962480104,0.3096607683843592,2016,256670,79480.62942121347
LVA,Latvia,cows,grassland,milk,0,0,0,2016,162414,0
LVA,Latvia,cows,mixed,meat,258390.658175277,374295.1962480104,0.6903392316156409,2016,256670,177189.37057878656
LVA,Latvia,cows,mixed,milk,0,0,0,2016,162414,0
LVA,Latvia,cows,feedlot,meat,0,374295.1962480104,0,2016,256670,0
LBN,Lebanon,cows,grassland,meat,0,67853.73795871646,0,2016,32702,0
LBN,Lebanon,cows,grassland,milk,0,0,0,2016,48512,0
LBN,Lebanon,cows,mixed,meat,67853.73795871646,67853.73795871646,1,2016,32702,32702
LBN,Lebanon,cows,mixed,milk,0,0,0,2016,48512,0
LBN,Lebanon,cows,feedlot,meat,0,67853.73795871646,0,2016,32702,0
LSO,Lesotho,cows,grassland,meat,225169.00772596005,468119.85724887263,0.4810071699356486,2016,369007,177495.0127564439
LSO,Lesotho,cows,grassland,milk,127016.09693763312,179286.239431474,0.7084542424472049,2016,125000,88556.78030590061
LSO,Lesotho,cows,mixed,meat,242950.8495229126,468119.85724887263,0.5189928300643515,2016,369007,191511.98724355616
LSO,Lesotho,cows,mixed,milk,52270.142493840896,179286.239431474,0.2915457575527951,2016,125000,36443.21969409939
LSO,Lesotho,cows,feedlot,meat,0,468119.85724887263,0,2016,369007,0
LBR,Liberia,cows,grassland,meat,0,13142.085559562267,0,2016,36843,0
LBR,Liberia,cows,grassland,milk,0,11114.639729327773,0,2016,6599,0
LBR,Liberia,cows,mixed,meat,13142.085559562267,13142.085559562267,1,2016,36843,36843
LBR,Liberia,cows,mixed,milk,11114.639729327773,11114.639729327773,1,2016,6599,6599
LBR,Liberia,cows,feedlot,meat,0,13142.085559562267,0,2016,36843,0
LBY,Libya,cows,grassland,meat,188901.63267719405,188901.63267719405,1,2016,61799,61799
LBY,Libya,cows,grassland,milk,0,0,0,2016,95169,0
LBY,Libya,cows,mixed,meat,0,188901.63267719405,0,2016,61799,0
LBY,Libya,cows,mixed,milk,0,0,0,2016,95169,0
LBY,Libya,cows,feedlot,meat,0,188901.63267719405,0,2016,61799,0
LIE,Liechtenstein,cows,grassland,meat,0,0,0,2016,4000,0
LIE,Liechtenstein,cows,grassland,milk,0,0,0,2016,2232,0
LIE,Liechtenstein,cows,mixed,meat,0,0,0,2016,4000,0
LIE,Liechtenstein,cows,mixed,milk,0,0,0,2016,2232,0
LIE,Liechtenstein,cows,feedlot,meat,0,0,0,2016,4000,0
LTU,Lithuania,cows,grassland,meat,95215.55500401829,754494.1637934687,0.1261978681522076,2016,422113,53269.76071933281
LTU,Lithuania,cows,grassland,milk,0,0,0,2016,300489,0
