iso3c,animal,system,product,headcount,gleam_rgn_animal_headcount,gleam_prop,ID_0,Country,gf_prop,year,fao_product,fao_rgn_animal_headcount,fao_allocated_headcount
LIE,sheep,grassland,milk,0,0,0,129,Liechtenstein,0,2016,meat and milk,4050,0
LIE,sheep,mixed,meat,0,0,0,129,Liechtenstein,0,2016,meat and milk,4050,0
LIE,sheep,mixed,milk,0,0,0,129,Liechtenstein,0,2016,meat and milk,4050,0
LIE,goats,grassland,meat,0,0,0,129,Liechtenstein,0,2016,meat and milk,323,0
LIE,goats,grassland,milk,0,0,0,129,Liechtenstein,0,2016,meat and milk,323,0
LIE,goats,mixed,meat,0,0,0,129,Liechtenstein,0,2016,meat and milk,323,0
LIE,goats,mixed,milk,0,0,0,129,Liechtenstein,0,2016,meat and milk,323,0
LTU,sheep,grassland,meat,0,43075.09491320178,0,130,Lithuania,NA,2016,meat and milk,147073,0
LTU,sheep,grassland,milk,0,43075.09491320178,0,130,Lithuania,NA,2016,meat and milk,147073,0
LTU,sheep,mixed,meat,0,43075.09491320178,0,130,Lithuania,NA,2016,meat and milk,147073,0
LTU,sheep,mixed,milk,43075.09491320178,43075.09491320178,1,130,Lithuania,NA,2016,meat and milk,147073,147073
LTU,goats,grassland,meat,0,12440.300200113255,0,130,Lithuania,NA,2016,meat and milk,13526,0
LTU,goats,grassland,milk,0,12440.300200113255,0,130,Lithuania,NA,2016,meat and milk,13526,0
LTU,goats,mixed,meat,12440.300200113255,12440.300200113255,1,130,Lithuania,NA,2016,meat and milk,13526,13526
LTU,goats,mixed,milk,0,12440.300200113255,0,130,Lithuania,NA,2016,meat and milk,13526,0
LUX,sheep,grassland,meat,0,0,0,131,Luxembourg,0,2016,meat and milk,8951,0
LUX,sheep,grassland,milk,0,0,0,131,Luxembourg,0,2016,meat and milk,8951,0
LUX,sheep,mixed,meat,0,0,0.5,131,Luxembourg,0.5,2016,meat and milk,8951,4475.5
LUX,sheep,mixed,milk,0,0,0.5,131,Luxembourg,0.5,2016,meat and milk,8951,4475.5
LUX,goats,grassland,meat,0,0,0,131,Luxembourg,0,2016,meat and milk,5130,0
LUX,goats,grassland,milk,0,0,0,131,Luxembourg,0,2016,meat and milk,5130,0
LUX,goats,mixed,meat,0,0,0.5,131,Luxembourg,0.5,2016,meat and milk,5130,2565
LUX,goats,mixed,milk,0,0,0.5,131,Luxembourg,0.5,2016,meat and milk,5130,2565
MDG,sheep,grassland,meat,0,614140.619721327,0,134,Madagascar,NA,2016,meat and milk,776534,0
MDG,sheep,grassland,milk,582744.2777271803,614140.619721327,0.9488776006895732,134,Madagascar,NA,2016,meat and milk,776534,736835.718773877
MDG,sheep,mixed,meat,0,614140.619721327,0,134,Madagascar,NA,2016,meat and milk,776534,0
MDG,sheep,mixed,milk,31396.34199414667,614140.619721327,0.05112239931042683,134,Madagascar,NA,2016,meat and milk,776534,39698.281226122985
MDG,goats,grassland,meat,0,1116984.76043601,0,134,Madagascar,NA,2016,meat and milk,1405063,0
MDG,goats,grassland,milk,1011049.0458546554,1116984.76043601,0.9051592122528126,134,Madagascar,NA,2016,meat and milk,1405063,1271805.7182455736
MDG,goats,mixed,meat,0,1116984.76043601,0,134,Madagascar,NA,2016,meat and milk,1405063,0
MDG,goats,mixed,milk,105935.71458135471,1116984.76043601,0.0948407877471875,134,Madagascar,NA,2016,meat and milk,1405063,133257.2817544265
XMI,sheep,grassland,meat,0,0,0,300,Madeira Island,0,NA,NA,NA,0
XMI,sheep,grassland,milk,0,0,0,300,Madeira Island,0,NA,NA,NA,0
XMI,sheep,mixed,meat,0,0,0.5,300,Madeira Island,0.5,NA,NA,NA,0
XMI,sheep,mixed,milk,0,0,0.5,300,Madeira Island,0.5,NA,NA,NA,0
XMI,goats,grassland,meat,0,0,0,300,Madeira Island,0,NA,NA,NA,0
XMI,goats,grassland,milk,0,0,0,300,Madeira Island,0,NA,NA,NA,0
XMI,goats,mixed,meat,0,0,0.5,300,Madeira Island,0.5,NA,NA,NA,0
XMI,goats,mixed,milk,0,0,0.5,300,Madeira Island,0.5,NA,NA,NA,0
MWI,sheep,grassland,meat,0,192038.00552201446,0,135,Malawi,NA,2016,meat and milk,286974,0
MWI,sheep,grassland,milk,140696.9876037345,192038.00552201446,0.7326517853655046,135,Malawi,NA,2016,meat and milk,286974,210252.01345348032
MWI,sheep,mixed,meat,0,192038.00552201446,0,135,Malawi,NA,2016,meat and milk,286974,0
MWI,sheep,mixed,milk,51341.01791827996,192038.00552201446,0.26734821463449554,135,Malawi,NA,2016,meat and milk,286974,76721.98654651972
MWI,goats,grassland,meat,0,3606005.030723808,0,135,Malawi,NA,2016,meat and milk,7348361,0
MWI,goats,grassland,milk,2503751.885126783,3606005.030723808,0.6943284504026948,135,Malawi,NA,2016,meat and milk,7348361,5102176.106129596
MWI,goats,mixed,meat,0,3606005.030723808,0,135,Malawi,NA,2016,meat and milk,7348361,0
MWI,goats,mixed,milk,1102253.1455970248,3606005.030723808,0.3056715495973053,135,Malawi,NA,2016,meat and milk,7348361,2246184.893870404
MYS,sheep,grassland,meat,0,108320.1642179391,0,136,Malaysia,NA,2016,meat and milk,138479,0
MYS,sheep,grassland,milk,35977.62726677963,108320.1642179391,0.3321415502509117,136,Malaysia,NA,2016,meat and milk,138479,45994.629737196
MYS,sheep,mixed,meat,0,108320.1642179391,0,136,Malaysia,NA,2016,meat and milk,138479,0
MYS,sheep,mixed,milk,72342.53695115948,108320.1642179391,0.6678584497490883,136,Malaysia,NA,2016,meat and milk,138479,92484.37026280399
MYS,goats,grassland,meat,0,490175.2310954013,0,136,Malaysia,NA,2016,meat and milk,416529,0
MYS,goats,grassland,milk,131649.98104570067,490175.2310954013,0.26857738354404537,136,Malaysia,NA,2016,meat and milk,416529,111870.26899021768
MYS,goats,mixed,meat,0,490175.2310954013,0,136,Malaysia,NA,2016,meat and milk,416529,0
MYS,goats,mixed,milk,358525.2500497006,490175.2310954013,0.7314226164559546,136,Malaysia,NA,2016,meat and milk,416529,304658.73100978235
MDV,sheep,grassland,meat,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,sheep,grassland,milk,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,sheep,mixed,meat,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,sheep,mixed,milk,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,goats,grassland,meat,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,goats,grassland,milk,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,goats,mixed,meat,0,0,0,137,Maldives,0,NA,NA,NA,0
MDV,goats,mixed,milk,0,0,0,137,Maldives,0,NA,NA,NA,0
MLI,sheep,grassland,meat,7650258.076989105,11845777.951385193,0.6458214993042747,138,Mali,NA,2016,meat and milk,15900300,10268755.585387759
MLI,sheep,grassland,milk,206713.97585412307,11845777.951385193,0.01745043480491299,138,Mali,NA,2016,meat and milk,15900300,277467.148528558
MLI,sheep,mixed,meat,3883862.0533568407,11845777.951385193,0.32786888875480563,138,Mali,NA,2016,meat and milk,15900300,5213213.691868036
MLI,sheep,mixed,milk,104943.84518512356,11845777.951385193,0.008859177136006664,138,Mali,NA,2016,meat and milk,15900300,140863.57421564675
MLI,goats,grassland,meat,11001545.11585008,16461428.889606846,0.6683226097581395,138,Mali,NA,2016,meat and milk,22141497,14797663.058992017
MLI,goats,grassland,milk,0,16461428.889606846,0,138,Mali,NA,2016,meat and milk,22141497,0
MLI,goats,mixed,meat,5459883.773756767,16461428.889606846,0.3316773902418605,138,Mali,NA,2016,meat and milk,22141497,7343833.941007983
MLI,goats,mixed,milk,0,16461428.889606846,0,138,Mali,NA,2016,meat and milk,22141497,0
MLT,sheep,grassland,meat,0,10090.58738905428,NA,139,Malta,NA,2016,meat and milk,11523,NA
MLT,sheep,grassland,milk,0,10090.58738905428,NA,139,Malta,NA,2016,meat and milk,11523,NA
MLT,sheep,mixed,meat,10090.58738905428,10090.58738905428,NA,139,Malta,NA,2016,meat and milk,11523,NA
MLT,sheep,mixed,milk,0,10090.58738905428,NA,139,Malta,NA,2016,meat and milk,11523,NA
MLT,goats,grassland,meat,0,0,0,139,Malta,0,2016,meat and milk,4971,0
MLT,goats,grassland,milk,0,0,0,139,Malta,0,2016,meat and milk,4971,0
MLT,goats,mixed,meat,0,0,0.5,139,Malta,0.5,2016,meat and milk,4971,2485.5
MLT,goats,mixed,milk,0,0,0.5,139,Malta,0.5,2016,meat and milk,4971,2485.5
MHL,sheep,grassland,meat,0,0,0,140,Marshall Islands,0,NA,NA,NA,0
MHL,sheep,grassland,milk,0,0,0,140,Marshall Islands,0,NA,NA,NA,0
MHL,sheep,mixed,meat,0,0,0,140,Marshall Islands,0,NA,NA,NA,0
MHL,sheep,mixed,milk,0,0,0,140,Marshall Islands,0,NA,NA,NA,0
MHL,goats,grassland,meat,0,11411.93044480446,NA,140,Marshall Islands,NA,NA,NA,NA,0
MHL,goats,grassland,milk,11411.93044480446,11411.93044480446,NA,140,Marshall Islands,NA,NA,NA,NA,NA
MHL,goats,mixed,meat,0,11411.93044480446,NA,140,Marshall Islands,NA,NA,NA,NA,0
MHL,goats,mixed,milk,0,11411.93044480446,NA,140,Marshall Islands,NA,NA,NA,NA,0
MTQ,sheep,grassland,meat,0,0,0,141,Martinique,0,2016,meat and milk,14535,0
MTQ,sheep,grassland,milk,0,0,0,141,Martinique,0,2016,meat and milk,14535,0
MTQ,sheep,mixed,meat,0,0,0.5,141,Martinique,0.5,2016,meat and milk,14535,7267.5
MTQ,sheep,mixed,milk,0,0,0.5,141,Martinique,0.5,2016,meat and milk,14535,7267.5
MTQ,goats,grassland,meat,0,0,0,141,Martinique,0,2016,meat and milk,5465,0
MTQ,goats,grassland,milk,0,0,0,141,Martinique,0,2016,meat and milk,5465,0
MTQ,goats,mixed,meat,0,0,0.5,141,Martinique,0.5,2016,meat and milk,5465,2732.5
MTQ,goats,mixed,milk,0,0,0.5,141,Martinique,0.5,2016,meat and milk,5465,2732.5
MRT,sheep,grassland,meat,4250711.212077118,8816919.151306722,0.4821084484422358,142,Mauritania,NA,2016,meat and milk,11412950,5502279.616648816
MRT,sheep,grassland,milk,4100011.8761987714,8816919.151306722,0.4650163856375074,142,Mauritania,NA,2016,meat and milk,11412950,5307208.75846159
MRT,sheep,mixed,meat,237304.1873493282,8816919.151306722,0.026914638013229172,142,Mauritania,NA,2016,meat and milk,11412950,307175.41791308386
MRT,sheep,mixed,milk,228891.87568150397,8816919.151306722,0.025960527907027565,142,Mauritania,NA,2016,meat and milk,11412950,296286.20697651024
MRT,goats,grassland,meat,3283393.308886245,5487821.560117664,0.5983054064199285,142,Mauritania,NA,2016,meat and milk,7699277,4606519.054624608
MRT,goats,grassland,milk,2034482.3547872822,5487821.560117664,0.37072676880981914,142,Mauritania,NA,2016,meat and milk,7699277,2854328.084381758
MRT,goats,mixed,meat,104929.37427783485,5487821.560117664,0.019120405634250447,142,Mauritania,NA,2016,meat and milk,7699277,147213.29933045487
MRT,goats,mixed,milk,65016.52216630192,5487821.560117664,0.01184741913600192,142,Mauritania,NA,2016,meat and milk,7699277,91216.56166317945
MUS,sheep,grassland,meat,0,0,0,143,Mauritius,0,2016,meat and milk,2845,0
MUS,sheep,grassland,milk,0,0,0,143,Mauritius,0,2016,meat and milk,2845,0
MUS,sheep,mixed,meat,0,0,0.5,143,Mauritius,0.5,2016,meat and milk,2845,1422.5
MUS,sheep,mixed,milk,0,0,0.5,143,Mauritius,0.5,2016,meat and milk,2845,1422.5
MUS,goats,grassland,meat,0,0,0,143,Mauritius,0,2016,meat and milk,26959,0
MUS,goats,grassland,milk,0,0,0,143,Mauritius,0,2016,meat and milk,26959,0
MUS,goats,mixed,meat,0,0,0.5,143,Mauritius,0.5,2016,meat and milk,26959,13479.5
MUS,goats,mixed,milk,0,0,0.5,143,Mauritius,0.5,2016,meat and milk,26959,13479.5
MYT,sheep,grassland,meat,0,0,0,144,Mayotte,0,NA,NA,NA,0
MYT,sheep,grassland,milk,0,0,0,144,Mayotte,0,NA,NA,NA,0
MYT,sheep,mixed,meat,0,0,0.5,144,Mayotte,0.5,NA,NA,NA,0
MYT,sheep,mixed,milk,0,0,0.5,144,Mayotte,0.5,NA,NA,NA,0
MYT,goats,grassland,meat,0,0,0,144,Mayotte,0,NA,NA,NA,0
MYT,goats,grassland,milk,0,0,0,144,Mayotte,0,NA,NA,NA,0
MYT,goats,mixed,meat,0,0,0.5,144,Mayotte,0.5,NA,NA,NA,0
MYT,goats,mixed,milk,0,0,0.5,144,Mayotte,0.5,NA,NA,NA,0
MEX,sheep,grassland,meat,0,8064390.985773061,0,145,Mexico,NA,2016,meat and milk,8834241,0
MEX,sheep,grassland,milk,5205076.348735629,8064390.985773061,0.6454394830208824,145,Mexico,NA,2016,meat and milk,8834241,5701967.943921883
MEX,sheep,mixed,meat,0,8064390.985773061,0,145,Mexico,NA,2016,meat and milk,8834241,0
MEX,sheep,mixed,milk,2859314.6370374328,8064390.985773061,0.3545605169791176,145,Mexico,NA,2016,meat and milk,8834241,3132273.056078117
MEX,goats,grassland,meat,1379837.609187206,8955165.468916582,0.15408287138597587,145,Mexico,NA,2016,meat and milk,8755443,1349063.7976962428
MEX,goats,grassland,milk,5456668.566628032,8955165.468916582,0.6093319643917415,145,Mexico,NA,2016,meat and milk,8755443,5334971.282309922
MEX,goats,mixed,meat,427617.8203271542,8955165.468916582,0.04775096806546093,145,Mexico,NA,2016,meat and milk,8755443,418080.87909196346
MEX,goats,mixed,milk,1691041.4727741897,8955165.468916582,0.18883419615682165,145,Mexico,NA,2016,meat and milk,8755443,1653327.040901871
MCO,sheep,grassland,meat,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,sheep,grassland,milk,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,sheep,mixed,meat,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,sheep,mixed,milk,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,goats,grassland,meat,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,goats,grassland,milk,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,goats,mixed,meat,0,0,0,148,Monaco,0,NA,NA,NA,0
MCO,goats,mixed,milk,0,0,0,148,Monaco,0,NA,NA,NA,0
MNG,sheep,grassland,meat,2966852.365018459,14538917.706633275,0.20406280748565309,149,Mongolia,NA,2016,meat and milk,27856603,5684496.615193266
MNG,sheep,grassland,milk,7996628.108220844,14538917.706633275,0.5500153635626152,149,Mongolia,NA,2016,meat and milk,27856603,15321559.626664435
MNG,sheep,mixed,meat,967556.474979039,14538917.706633275,0.06654941547248723,149,Mongolia,NA,2016,meat and milk,27856603,1853840.6466991343
MNG,sheep,mixed,milk,2607880.758414934,14538917.706633275,0.17937241347924457,149,Mongolia,NA,2016,meat and milk,27856603,4996706.111443165
MNG,goats,grassland,meat,4418922.9245216185,13894710.00364925,0.31802915810125226,149,Mongolia,NA,2016,meat and milk,25574861,8133551.51238655
MNG,goats,grassland,milk,6951398.334304936,13894710.00364925,0.5002909979754345,149,Mongolia,NA,2016,meat and milk,25574861,12794872.732773019
MNG,goats,mixed,meat,981069.6878218295,13894710.00364925,0.07060742452085472,149,Mongolia,NA,2016,meat and milk,25574861,1805775.0676888512
MNG,goats,mixed,milk,1543319.0570008652,13894710.00364925,0.1110724194024585,149,Mongolia,NA,2016,meat and milk,25574861,2840661.687151579
MNE,sheep,grassland,meat,63878.82376218683,187826.37274733256,0.3400950719956552,150,Montenegro,NA,2016,meat and milk,191992,65295.533062589835
MNE,sheep,grassland,milk,0,187826.37274733256,0,150,Montenegro,NA,2016,meat and milk,191992,0
MNE,sheep,mixed,meat,123947.54898514571,187826.37274733256,0.6599049280043447,150,Montenegro,NA,2016,meat and milk,191992,126696.46693741015
MNE,sheep,mixed,milk,0,187826.37274733256,0,150,Montenegro,NA,2016,meat and milk,191992,0
MNE,goats,grassland,meat,0,24165.906799749635,0,150,Montenegro,NA,2016,meat and milk,31458,0
MNE,goats,grassland,milk,0,24165.906799749635,0,150,Montenegro,NA,2016,meat and milk,31458,0
MNE,goats,mixed,meat,0,24165.906799749635,0,150,Montenegro,NA,2016,meat and milk,31458,0
MNE,goats,mixed,milk,24165.906799749635,24165.906799749635,1,150,Montenegro,NA,2016,meat and milk,31458,31458
MSR,sheep,grassland,meat,0,0,0,151,Montserrat,0,2016,meat and milk,4829,0
MSR,sheep,grassland,milk,0,0,0,151,Montserrat,0,2016,meat and milk,4829,0
MSR,sheep,mixed,meat,0,0,0,151,Montserrat,0,2016,meat and milk,4829,0
MSR,sheep,mixed,milk,0,0,0,151,Montserrat,0,2016,meat and milk,4829,0
MSR,goats,grassland,meat,0,0,0,151,Montserrat,0,2016,meat and milk,7170,0
MSR,goats,grassland,milk,0,0,0,151,Montserrat,0,2016,meat and milk,7170,0
MSR,goats,mixed,meat,0,0,0,151,Montserrat,0,2016,meat and milk,7170,0
MSR,goats,mixed,milk,0,0,0,151,Montserrat,0,2016,meat and milk,7170,0
MAR,sheep,grassland,meat,812190.9490231196,19132767.780205708,0.042450259071423656,152,Morocco,NA,2016,meat and milk,19870000,843486.647749188
MAR,sheep,grassland,milk,6537931.125747939,19132767.780205708,0.3417138179303008,152,Morocco,NA,2016,meat and milk,19870000,6789853.562275077
MAR,sheep,mixed,meat,1306670.831680086,19132767.780205708,0.06829491930759414,152,Morocco,NA,2016,meat and milk,19870000,1357020.0466418955
MAR,sheep,mixed,milk,10475974.873754565,19132767.780205708,0.5475410036906815,152,Morocco,NA,2016,meat and milk,19870000,10879639.74333384
MAR,goats,grassland,meat,3570685.27972153,5498747.698257499,0.649363359743355,152,Morocco,NA,2016,meat and milk,5600000,3636434.8145627882
MAR,goats,grassland,milk,333108.1895142067,5498747.698257499,0.0605789186544721,152,Morocco,NA,2016,meat and milk,5600000,339241.9444650437
MAR,goats,mixed,meat,1458859.0650364046,5498747.698257499,0.2653075109262975,152,Morocco,NA,2016,meat and milk,5600000,1485722.0611872661
MAR,goats,mixed,milk,136095.1639853581,5498747.698257499,0.024750210675875406,152,Morocco,NA,2016,meat and milk,5600000,138601.17978490228
MOZ,sheep,grassland,meat,0,240443.94198673812,0,153,Mozambique,NA,2016,meat and milk,133353,0
MOZ,sheep,grassland,milk,170286.8390399307,240443.94198673812,0.7082184630350262,153,Mozambique,NA,2016,meat and milk,133353,94443.05670110985
MOZ,sheep,mixed,meat,0,240443.94198673812,0,153,Mozambique,NA,2016,meat and milk,133353,0
MOZ,sheep,mixed,milk,70157.10294680744,240443.94198673812,0.2917815369649738,153,Mozambique,NA,2016,meat and milk,133353,38909.943298890146
MOZ,goats,grassland,meat,324976.3650309612,3847862.3068744843,0.08445633942003783,153,Mozambique,NA,2016,meat and milk,3500000,295597.1879701324
MOZ,goats,grassland,milk,2314413.739223171,3847862.3068744843,0.6014803947345786,153,Mozambique,NA,2016,meat and milk,3500000,2105181.381571025
MOZ,goats,mixed,meat,149232.83461581526,3847862.3068744843,0.03878330946229547,153,Mozambique,NA,2016,meat and milk,3500000,135741.58311803415
MOZ,goats,mixed,milk,1059239.3680045367,3847862.3068744843,0.2752799563830881,153,Mozambique,NA,2016,meat and milk,3500000,963479.8473408084
MMR,sheep,grassland,meat,0,619760.5224784475,0,154,Myanmar,NA,2016,meat and milk,1496476,0
MMR,sheep,grassland,milk,0,619760.5224784475,0,154,Myanmar,NA,2016,meat and milk,1496476,0
MMR,sheep,mixed,meat,284633.444186399,619760.5224784475,0.45926359273117023,154,Myanmar,NA,2016,meat and milk,1496476,687276.9441959707
MMR,sheep,mixed,milk,335127.07829204854,619760.5224784475,0.5407364072688298,154,Myanmar,NA,2016,meat and milk,1496476,809199.0558040293
MMR,goats,grassland,meat,220463.44755505497,3428828.507134071,0.06429701779962324,154,Myanmar,NA,2016,meat and milk,7289158,468671.12167026615
MMR,goats,grassland,milk,184770.64663118872,3428828.507134071,0.05388739805643595,154,Myanmar,NA,2016,meat and milk,7289158,392793.7586422546
MMR,goats,mixed,meat,1644949.4320063791,3428828.507134071,0.4797409460939423,154,Myanmar,NA,2016,meat and milk,7289158,3496907.555148228
MMR,goats,mixed,milk,1378644.9809414484,3428828.507134071,0.4020746380499985,154,Myanmar,NA,2016,meat and milk,7289158,2930785.564539251
NAM,sheep,grassland,meat,0,2796980.753381773,0,155,Namibia,NA,2016,meat and milk,1941310,0
NAM,sheep,grassland,milk,2771738.8709472935,2796980.753381773,0.9909753106438219,155,Namibia,NA,2016,meat and milk,1941310,1923790.280305958
NAM,sheep,mixed,meat,0,2796980.753381773,0,155,Namibia,NA,2016,meat and milk,1941310,0
NAM,sheep,mixed,milk,25241.882434479405,2796980.753381773,0.00902468935617807,155,Namibia,NA,2016,meat and milk,1941310,17519.71969404205
NAM,goats,grassland,meat,0,1957209.2488596705,0,155,Namibia,NA,2016,meat and milk,1971561,0
NAM,goats,grassland,milk,1582707.6380000208,1957209.2488596705,0.8086553029126314,155,Namibia,NA,2016,meat and milk,1971561,1594313.2576657305
NAM,goats,mixed,meat,0,1957209.2488596705,0,155,Namibia,NA,2016,meat and milk,1971561,0
NAM,goats,mixed,milk,374501.61085964984,1957209.2488596705,0.1913446970873686,155,Namibia,NA,2016,meat and milk,1971561,377247.7423342695
NRU,sheep,grassland,meat,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,sheep,grassland,milk,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,sheep,mixed,meat,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,sheep,mixed,milk,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,goats,grassland,meat,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,goats,grassland,milk,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,goats,mixed,meat,0,0,0,156,Nauru,0,NA,NA,NA,0
NRU,goats,mixed,milk,0,0,0,156,Nauru,0,NA,NA,NA,0
NPL,sheep,grassland,meat,496320.9325181774,817192.1306777314,0.6073491335587848,157,Nepal,NA,2016,meat and milk,800658,486278.94257690955
NPL,sheep,grassland,milk,59586.95074350793,817192.1306777314,0.07291669670642814,157,Nepal,NA,2016,meat and milk,800658,58381.33655157534
NPL,sheep,mixed,meat,237977.0585961992,817192.1306777314,0.2912131060278749,157,Nepal,NA,2016,meat and milk,800658,233162.10304606627
NPL,sheep,mixed,milk,23307.188819846826,817192.1306777314,0.028521063706912115,157,Nepal,NA,2016,meat and milk,800658,22835.61782544884
NPL,goats,grassland,meat,1995569.1708819894,8784201.539187826,0.2271770703323932,157,Nepal,NA,2016,meat and milk,10986114,2495793.1928576897
NPL,goats,grassland,milk,2049484.9130952242,8784201.539187826,0.2333148783019289,157,Nepal,NA,2016,meat and milk,10986114,2563223.8509211172
NPL,goats,mixed,meat,2337991.062069542,8784201.539187826,0.2661586316797678,157,Nepal,NA,2016,meat and milk,10986114,2924049.0697179404
NPL,goats,mixed,milk,2401156.393141072,8784201.539187826,0.27334941968591026,157,Nepal,NA,2016,meat and milk,10986114,3003047.886503254
BES,sheep,grassland,meat,0,0,0.5,29,"Bonaire, Sint Eustatius and Saba",0.5,2016,meat and milk,9912,4956
BES,sheep,grassland,milk,0,0,0.5,29,"Bonaire, Sint Eustatius and Saba",0.5,2016,meat and milk,9912,4956
BES,sheep,mixed,meat,0,0,0,29,"Bonaire, Sint Eustatius and Saba",0,2016,meat and milk,9912,0
BES,sheep,mixed,milk,0,0,0,29,"Bonaire, Sint Eustatius and Saba",0,2016,meat and milk,9912,0
BES,goats,grassland,meat,0,0,0.5,29,"Bonaire, Sint Eustatius and Saba",0.5,2016,meat and milk,14043,7021.5
BES,goats,grassland,milk,0,0,0.5,29,"Bonaire, Sint Eustatius and Saba",0.5,2016,meat and milk,14043,7021.5
BES,goats,mixed,meat,0,0,0,29,"Bonaire, Sint Eustatius and Saba",0,2016,meat and milk,14043,0
BES,goats,mixed,milk,0,0,0,29,"Bonaire, Sint Eustatius and Saba",0,2016,meat and milk,14043,0
NLD,sheep,grassland,meat,0,1113960.7881068932,0,158,Netherlands,NA,2016,meat and milk,1040000,0
NLD,sheep,grassland,milk,105718.89468815332,1113960.7881068932,0.09490360506119429,158,Netherlands,NA,2016,meat and milk,1040000,98699.74926364206
NLD,sheep,mixed,meat,0,1113960.7881068932,0,158,Netherlands,NA,2016,meat and milk,1040000,0
NLD,sheep,mixed,milk,1008241.8934187399,1113960.7881068932,0.9050963949388058,158,Netherlands,NA,2016,meat and milk,1040000,941300.250736358
NLD,goats,grassland,meat,19364.785146601378,346414.56198811583,0.055900609476300565,158,Netherlands,NA,2016,meat and milk,504000,28173.907176055483
NLD,goats,grassland,milk,0,346414.56198811583,0,158,Netherlands,NA,2016,meat and milk,504000,0
NLD,goats,mixed,meat,327049.77684151445,346414.56198811583,0.9440993905236994,158,Netherlands,NA,2016,meat and milk,504000,475826.0928239445
NLD,goats,mixed,milk,0,346414.56198811583,0,158,Netherlands,NA,2016,meat and milk,504000,0
NCL,sheep,grassland,meat,0,0,0.4748079576545638,159,New Caledonia,0.4748079576545638,2016,meat and milk,2261,1073.5407922569686
NCL,sheep,grassland,milk,0,0,0.4748079576545638,159,New Caledonia,0.4748079576545638,2016,meat and milk,2261,1073.5407922569686
NCL,sheep,mixed,meat,0,0,0.025192042345436188,159,New Caledonia,0.025192042345436188,2016,meat and milk,2261,56.95920774303122
NCL,sheep,mixed,milk,0,0,0.025192042345436188,159,New Caledonia,0.025192042345436188,2016,meat and milk,2261,56.95920774303122
NCL,goats,grassland,meat,0,0,0.2627129289483514,159,New Caledonia,0.2627129289483514,2016,meat and milk,2100,551.697150791538
NCL,goats,grassland,milk,0,0,0.2627129289483514,159,New Caledonia,0.2627129289483514,2016,meat and milk,2100,551.697150791538
NCL,goats,mixed,meat,0,0,0.23728707105164865,159,New Caledonia,0.23728707105164865,2016,meat and milk,2100,498.30284920846213
NCL,goats,mixed,milk,0,0,0.23728707105164865,159,New Caledonia,0.23728707105164865,2016,meat and milk,2100,498.30284920846213
NZL,sheep,grassland,meat,0,32387444.33524671,0,160,New Zealand,NA,2016,meat and milk,27583673,0
NZL,sheep,grassland,milk,15608703.711410511,32387444.33524671,0.4819368749766965,160,New Zealand,NA,2016,meat and milk,27583673,13293589.16599908
NZL,sheep,mixed,meat,0,32387444.33524671,0,160,New Zealand,NA,2016,meat and milk,27583673,0
NZL,sheep,mixed,milk,16778740.623836197,32387444.33524671,0.5180631250233034,160,New Zealand,NA,2016,meat and milk,27583673,14290083.834000919
NZL,goats,grassland,meat,0,92207.10385900005,0,160,New Zealand,NA,2016,meat and milk,112385,0
NZL,goats,grassland,milk,51214.613110160535,92207.10385900005,0.555430232235427,160,New Zealand,NA,2016,meat and milk,112385,62422.02664977846
NZL,goats,mixed,meat,0,92207.10385900005,0,160,New Zealand,NA,2016,meat and milk,112385,0
NZL,goats,mixed,milk,40992.49074883951,92207.10385900005,0.44456976776457297,160,New Zealand,NA,2016,meat and milk,112385,49962.97335022153
NIC,sheep,grassland,meat,0,0,2.4995332192479365e-4,161,Nicaragua,2.4995332192479365e-4,2016,meat and milk,6705,1.6759370235057414
NIC,sheep,grassland,milk,0,0,2.4995332192479365e-4,161,Nicaragua,2.4995332192479365e-4,2016,meat and milk,6705,1.6759370235057414
NIC,sheep,mixed,meat,0,0,0.49975004667807527,161,Nicaragua,0.49975004667807527,2016,meat and milk,6705,3350.8240629764946
NIC,sheep,mixed,milk,0,0,0.49975004667807527,161,Nicaragua,0.49975004667807527,2016,meat and milk,6705,3350.8240629764946
NIC,goats,grassland,meat,0,0,0.009337346041791853,161,Nicaragua,0.009337346041791853,2016,meat and milk,7689,71.79485371533755
