iso3c,animal,system,system_prop,gapfill
HKG,goats,mixed,1,NA
HND,goats,grassland,0.10671085566061198,NA
HND,goats,mixed,0.893289144339388,NA
HRV,goats,grassland,0.07970799134845594,NA
HRV,goats,mixed,0.920292008651544,NA
HTI,goats,grassland,0.0036793311008921055,NA
HTI,goats,mixed,0.9963206688991079,NA
IDN,goats,grassland,0.008139289704853395,NA
IDN,goats,mixed,0.9918607102951466,NA
IND,goats,grassland,0.03681731258437309,NA
IND,goats,mixed,0.963182687415627,NA
IRL,goats,grassland,0.32260039346061076,NA
IRL,goats,mixed,0.6773996065393892,NA
IRN,goats,grassland,0.7463650348646971,NA
IRN,goats,mixed,0.2536349651353029,NA
IRQ,goats,grassland,0.31843670113746164,NA
IRQ,goats,mixed,0.6815632988625384,NA
ISL,goats,grassland,6.59272757181256e-10,NA
ISL,goats,mixed,0.9999999993407273,NA
ISR,goats,grassland,0.09992773585485179,NA
ISR,goats,mixed,0.9000722641451483,NA
ITA,goats,grassland,0.2890735891256243,NA
ITA,goats,mixed,0.7109264108743757,NA
JOR,goats,grassland,0.6411514201526965,NA
JOR,goats,mixed,0.3588485798473035,NA
JPN,goats,grassland,4.4787490670537085e-4,NA
JPN,goats,mixed,0.9995521250932947,NA
KEN,goats,grassland,0.7034265238643805,NA
KEN,goats,mixed,0.2965734761356194,NA
KGZ,goats,grassland,0.14886295975694813,NA
KGZ,goats,mixed,0.8511370402430519,NA
KHM,goats,grassland,0.1786758567817823,NA
KHM,goats,mixed,0.8213241432182177,NA
KOR,goats,grassland,0,NA
KOR,goats,mixed,1,NA
KWT,goats,grassland,0.9756897640208211,NA
KWT,goats,mixed,0.024310235979178856,NA
LAO,goats,grassland,0.40205042047428124,NA
LAO,goats,mixed,0.5979495795257188,NA
LBN,goats,grassland,0.10625203311434792,NA
LBN,goats,mixed,0.8937479668856522,NA
LBR,goats,grassland,0.004896181418364962,NA
LBR,goats,mixed,0.995103818581635,NA
LBY,goats,grassland,0.6332051723181964,NA
LBY,goats,mixed,0.36679482768180355,NA
LKA,goats,grassland,0.0010329231458822794,NA
LKA,goats,mixed,0.9989670768541177,NA
MAR,goats,grassland,0.452635153813723,NA
MAR,goats,mixed,0.5473648461862771,NA
MDG,goats,grassland,0.7850541279847447,NA
MDG,goats,mixed,0.21494587201525528,NA
MEX,goats,grassland,0.4081966093662946,NA
MEX,goats,mixed,0.5918033906337054,NA
MKD,goats,grassland,0.046629378602436516,NA
MKD,goats,mixed,0.9533706213975636,NA
MLI,goats,grassland,0.6667621829824818,NA
MLI,goats,mixed,0.3332378170175181,NA
MMR,goats,grassland,0.04545971900108906,NA
MMR,goats,mixed,0.9545402809989109,NA
MNE,goats,grassland,0.009045806480835162,NA
MNE,goats,mixed,0.9909541935191648,NA
MOZ,goats,grassland,0.5597860473072335,NA
MOZ,goats,mixed,0.4402139526927665,NA
MRT,goats,grassland,0.9013721004464755,NA
MRT,goats,mixed,0.09862789955352447,NA
MWI,goats,grassland,0.1281229513604718,NA
MWI,goats,mixed,0.8718770486395282,NA
MYS,goats,grassland,0.002069478515538952,NA
MYS,goats,mixed,0.997930521484461,NA
NAM,goats,grassland,0.8146907939925588,NA
NAM,goats,mixed,0.1853092060074412,NA
NCL,goats,grassland,0.5254258578967028,NA
NCL,goats,mixed,0.4745741421032973,NA
NER,goats,grassland,0.3811092577604904,NA
NER,goats,mixed,0.6188907422395096,NA
NGA,goats,grassland,0.0637954876741418,NA
NGA,goats,mixed,0.9362045123258581,NA
NIC,goats,grassland,0.018674692083583706,NA
NIC,goats,mixed,0.9813253079164164,NA
NOR,goats,grassland,0.0011834847188260341,NA
NOR,goats,mixed,0.998816515281174,NA
NPL,goats,grassland,0.02545640149201624,NA
NPL,goats,mixed,0.9745435985079838,NA
NZL,goats,grassland,0.24179028886701184,NA
NZL,goats,mixed,0.7582097111329882,NA
OMN,goats,grassland,0.957898154667413,NA
OMN,goats,mixed,0.04210184533258696,NA
PAK,goats,grassland,0.2797871468129761,NA
PAK,goats,mixed,0.7202128531870239,NA
PAN,goats,grassland,0.00761478554442004,NA
PAN,goats,mixed,0.9923852144555799,NA
PER,goats,grassland,0.5153292593121617,NA
PER,goats,mixed,0.48467074068783844,NA
PHL,goats,grassland,0.0038540658038240115,NA
PHL,goats,mixed,0.996145934196176,NA
PNG,goats,grassland,0.1806562969864815,NA
PNG,goats,mixed,0.8193437030135184,NA
POL,goats,grassland,3.3466130516813917e-4,NA
POL,goats,mixed,0.9996653386948319,NA
PRI,goats,grassland,0.3095512952257112,NA
PRI,goats,mixed,0.6904487047742889,NA
PRK,goats,grassland,0,NA
PRK,goats,mixed,1,NA
PRT,goats,grassland,0.11886444736072777,NA
PRT,goats,mixed,0.8811355526392723,NA
PRY,goats,grassland,0.3690624078106167,NA
PRY,goats,mixed,0.6309375921893834,NA
PSE,goats,grassland,0.6151525522176347,NA
PSE,goats,mixed,0.38484744778236546,NA
QAT,goats,grassland,0.845735621341499,NA
QAT,goats,mixed,0.15426437865850096,NA
RUS,goats,grassland,0.008280495375661593,NA
RUS,goats,mixed,0.9917195046243384,NA
RWA,goats,grassland,0.0029964829583602787,NA
RWA,goats,mixed,0.9970035170416397,NA
SAU,goats,grassland,0.813336060303223,NA
SAU,goats,mixed,0.18666393969677694,NA
SDN,goats,grassland,0.4584794894315379,NA
SDN,goats,mixed,0.5415205105684621,NA
SEN,goats,grassland,0.1660337848328249,NA
SEN,goats,mixed,0.8339662151671752,NA
SJM,goats,grassland,4.410178502112176e-6,NA
SJM,goats,mixed,0.9999955898214978,NA
SLB,goats,grassland,0.8594992954450503,NA
SLB,goats,mixed,0.14050070455494978,NA
SLE,goats,grassland,0.09619497217150318,NA
SLE,goats,mixed,0.9038050278284968,NA
SLV,goats,grassland,0.0011911914540779533,NA
SLV,goats,mixed,0.998808808545922,NA
SOM,goats,grassland,0.8050502449446456,NA
SOM,goats,mixed,0.19494975505535433,NA
SSD,goats,grassland,0.6820147121226691,NA
SSD,goats,mixed,0.31798528787733094,NA
SUR,goats,grassland,0.2806268937215036,NA
SUR,goats,mixed,0.7193731062784964,NA
SWZ,goats,grassland,0.37652440303461,NA
SWZ,goats,mixed,0.6234755969653899,NA
SYR,goats,grassland,0.36692465200368213,NA
SYR,goats,mixed,0.6330753479963178,NA
TCA,goats,grassland,0.22303498619642292,NA
TCA,goats,mixed,0.7769650138035772,NA
TCD,goats,grassland,0.5212315086301454,NA
TCD,goats,mixed,0.47876849136985455,NA
TGO,goats,grassland,0.17444163539372168,NA
TGO,goats,mixed,0.8255583646062783,NA
THA,goats,grassland,0.0223059524488454,NA
THA,goats,mixed,0.9776940475511546,NA
TJK,goats,grassland,0.575506059320454,NA
TJK,goats,mixed,0.42449394067954604,NA
TKM,goats,grassland,0.3014614922245546,NA
TKM,goats,mixed,0.6985385077754455,NA
TTO,goats,grassland,0.0596353092770313,NA
TTO,goats,mixed,0.9403646907229687,NA
TUN,goats,grassland,0.26563821649877684,NA
TUN,goats,mixed,0.7343617835012232,NA
TUR,goats,grassland,0.047151463857755094,NA
TUR,goats,mixed,0.9528485361422449,NA
TWN,goats,grassland,0.03160448460874523,NA
TWN,goats,mixed,0.9683955153912549,NA
TZA,goats,grassland,0.17990286578631695,NA
TZA,goats,mixed,0.820097134213683,NA
UGA,goats,grassland,0.05691427371073409,NA
UGA,goats,mixed,0.9430857262892658,NA
UKR,goats,grassland,0,NA
UKR,goats,mixed,1,NA
URY,goats,grassland,0.4295977426737575,NA
URY,goats,mixed,0.5704022573262425,NA
USA,goats,grassland,0.328122831788789,NA
USA,goats,mixed,0.6718771682112111,NA
UZB,goats,grassland,0.3153035203933326,NA
UZB,goats,mixed,0.6846964796066674,NA
VEN,goats,grassland,0.7669233711941176,NA
VEN,goats,mixed,0.23307662880588245,NA
VIR,goats,grassland,1,NA
VIR,goats,mixed,0,NA
VNM,goats,grassland,0.015551919615561231,NA
VNM,goats,mixed,0.9844480803844388,NA
VUT,goats,grassland,0.020843933826100728,NA
VUT,goats,mixed,0.9791560661738993,NA
XMI,goats,grassland,0,NA
XMI,goats,mixed,1,NA
YEM,goats,grassland,0.843310926773002,NA
YEM,goats,mixed,0.156689073226998,NA
ZAF,goats,grassland,0.37063863154381094,NA
ZAF,goats,mixed,0.629361368456189,NA
ZMB,goats,grassland,0.6710477884746135,NA
ZMB,goats,mixed,0.3289522115253864,NA
ZWE,goats,grassland,0.42413957760439636,NA
ZWE,goats,mixed,0.5758604223956038,NA
AND,goats,grassland,0,NA
AND,goats,mixed,1,NA
ATG,goats,grassland,0,NA
ATG,goats,mixed,1,NA
BEL,goats,grassland,0,NA
BEL,goats,mixed,1,NA
BLR,goats,grassland,0,NA
BLR,goats,mixed,1,NA
BRB,goats,grassland,0,NA
BRB,goats,mixed,1,NA
COM,goats,grassland,0,NA
COM,goats,mixed,1,NA
CRI,goats,grassland,0,NA
CRI,goats,mixed,1,NA
CXR,goats,grassland,0,NA
CXR,goats,mixed,1,NA
CZE,goats,grassland,0,NA
CZE,goats,mixed,1,NA
DJI,goats,grassland,1,NA
DJI,goats,mixed,0,NA
ESH,goats,grassland,1,NA
ESH,goats,mixed,0,NA
FIN,goats,grassland,0,NA
FIN,goats,mixed,1,NA
FLK,goats,grassland,0,NA
FLK,goats,mixed,1,NA
FRO,goats,grassland,0,NA
FRO,goats,mixed,1,NA
GGY,goats,grassland,0,NA
GGY,goats,mixed,1,NA
GRD,goats,grassland,0,NA
GRD,goats,mixed,1,NA
GTM,goats,grassland,0,NA
GTM,goats,mixed,1,NA
HUN,goats,grassland,0,NA
HUN,goats,mixed,1,NA
IMN,goats,grassland,0,NA
IMN,goats,mixed,1,NA
JAM,goats,grassland,0,NA
JAM,goats,mixed,1,NA
JEY,goats,grassland,0,NA
JEY,goats,mixed,1,NA
KAZ,goats,grassland,0,NA
KAZ,goats,mixed,1,NA
KNA,goats,grassland,0,NA
KNA,goats,mixed,1,NA
LCA,goats,grassland,0,NA
LCA,goats,mixed,1,NA
LSO,goats,grassland,0,NA
LSO,goats,mixed,1,NA
LTU,goats,grassland,0,NA
LTU,goats,mixed,1,NA
LUX,goats,grassland,0,NA
LUX,goats,mixed,1,NA
LVA,goats,grassland,0,NA
LVA,goats,mixed,1,NA
MAF,goats,grassland,1,NA
MAF,goats,mixed,0,NA
MDA,goats,grassland,0,NA
MDA,goats,mixed,1,NA
MLT,goats,grassland,0,NA
MLT,goats,mixed,1,NA
MNG,goats,grassland,0,NA
MNG,goats,mixed,1,NA
MTQ,goats,grassland,0,NA
MTQ,goats,mixed,1,NA
MUS,goats,grassland,0,NA
MUS,goats,mixed,1,NA
MYT,goats,grassland,0,NA
MYT,goats,mixed,1,NA
NLD,goats,grassland,0,NA
NLD,goats,mixed,1,NA
PLW,goats,grassland,0,NA
PLW,goats,mixed,1,NA
REU,goats,grassland,0,NA
REU,goats,mixed,1,NA
ROU,goats,grassland,0,NA
ROU,goats,mixed,1,NA
SGP,goats,grassland,0,NA
SGP,goats,mixed,1,NA
SMR,goats,grassland,0,NA
SMR,goats,mixed,1,NA
SRB,goats,grassland,0,NA
SRB,goats,mixed,1,NA
STP,goats,grassland,0,NA
STP,goats,mixed,1,NA
SVK,goats,grassland,0,NA
SVK,goats,mixed,1,NA
SVN,goats,grassland,0,NA
SVN,goats,mixed,1,NA
SWE,goats,grassland,0,NA
SWE,goats,mixed,1,NA
TLS,goats,grassland,0,NA
TLS,goats,mixed,1,NA
XKO,goats,grassland,0,NA
XKO,goats,mixed,1,NA
ALA,goats,grassland,0,gapfilled with un region general medians
ALA,goats,mixed,1,gapfilled with un region general medians
ASM,goats,grassland,0.25,gapfilled with un region general medians
ASM,goats,mixed,0.75,gapfilled with un region general medians
IOT,goats,grassland,0.38,gapfilled with un region general medians
IOT,goats,mixed,0.62,gapfilled with un region general medians
CYM,goats,grassland,0.25,gapfilled with un region general medians
CYM,goats,mixed,0.75,gapfilled with un region general medians
CCK,goats,grassland,0.25,gapfilled with un region general medians
CCK,goats,mixed,0.75,gapfilled with un region general medians
COK,goats,grassland,0.25,gapfilled with un region general medians
COK,goats,mixed,0.75,gapfilled with un region general medians
PYF,goats,grassland,0.25,gapfilled with un region general medians
PYF,goats,mixed,0.75,gapfilled with un region general medians
GIB,goats,grassland,0,gapfilled with un region general medians
GIB,goats,mixed,1,gapfilled with un region general medians
KIR,goats,grassland,0.25,gapfilled with un region general medians
KIR,goats,mixed,0.75,gapfilled with un region general medians
LIE,goats,grassland,0,gapfilled with un region general medians
LIE,goats,mixed,1,gapfilled with un region general medians
MAC,goats,grassland,0.25,gapfilled with un region general medians
MAC,goats,mixed,0.75,gapfilled with un region general medians
MDV,goats,grassland,0.25,gapfilled with un region general medians
MDV,goats,mixed,0.75,gapfilled with un region general medians
MHL,goats,grassland,0.25,gapfilled with un region general medians
MHL,goats,mixed,0.75,gapfilled with un region general medians
FSM,goats,grassland,0.25,gapfilled with un region general medians
FSM,goats,mixed,0.75,gapfilled with un region general medians
MCO,goats,grassland,0,gapfilled with un region general medians
MCO,goats,mixed,1,gapfilled with un region general medians
MSR,goats,grassland,0.25,gapfilled with un region general medians
MSR,goats,mixed,0.75,gapfilled with un region general medians
NRU,goats,grassland,0.25,gapfilled with un region general medians
NRU,goats,mixed,0.75,gapfilled with un region general medians
NIU,goats,grassland,0.25,gapfilled with un region general medians
NIU,goats,mixed,0.75,gapfilled with un region general medians
NFK,goats,grassland,0.25,gapfilled with un region general medians
NFK,goats,mixed,0.75,gapfilled with un region general medians
PCN,goats,grassland,0.25,gapfilled with un region general medians
PCN,goats,mixed,0.75,gapfilled with un region general medians
BLM,goats,grassland,0.25,gapfilled with un region general medians
BLM,goats,mixed,0.75,gapfilled with un region general medians
SHN,goats,grassland,0.38,gapfilled with un region general medians
SHN,goats,mixed,0.62,gapfilled with un region general medians
WSM,goats,grassland,0.25,gapfilled with un region general medians
WSM,goats,mixed,0.75,gapfilled with un region general medians
SYC,goats,grassland,0.38,gapfilled with un region general medians
SYC,goats,mixed,0.62,gapfilled with un region general medians
SXM,goats,grassland,0.25,gapfilled with un region general medians
SXM,goats,mixed,0.75,gapfilled with un region general medians
TKL,goats,grassland,0.25,gapfilled with un region general medians
TKL,goats,mixed,0.75,gapfilled with un region general medians
TON,goats,grassland,0.25,gapfilled with un region general medians
TON,goats,mixed,0.75,gapfilled with un region general medians
TUV,goats,grassland,0.25,gapfilled with un region general medians
TUV,goats,mixed,0.75,gapfilled with un region general medians
WLF,goats,grassland,0.25,gapfilled with un region general medians
WLF,goats,mixed,0.75,gapfilled with un region general medians
GRL,goats,grassland,0.25,gapfilled with un region general medians
GRL,goats,mixed,0.75,gapfilled with un region general medians
MNP,goats,grassland,0.25,gapfilled with un region general medians
MNP,goats,mixed,0.75,gapfilled with un region general medians
SPM,goats,grassland,0.25,gapfilled with un region general medians
SPM,goats,mixed,0.75,gapfilled with un region general medians
AIA,goats,grassland,0.25,gapfilled with un region general medians
AIA,goats,mixed,0.75,gapfilled with un region general medians
BMU,goats,grassland,0.25,gapfilled with un region general medians
BMU,goats,mixed,0.75,gapfilled with un region general medians
VCT,goats,grassland,0.25,gapfilled with un region general medians
VCT,goats,mixed,0.75,gapfilled with un region general medians
VGB,goats,grassland,0.25,gapfilled with un region general medians
VGB,goats,mixed,0.75,gapfilled with un region general medians
ABW,cows,grassland,0,NA
ABW,cows,mixed,1,NA
AFG,cows,grassland,0.33584352923065897,NA
AFG,cows,mixed,0.6641564707693411,NA
AGO,cows,grassland,0.5649408622101949,NA
AGO,cows,mixed,0.4350591377898051,NA
ALB,cows,grassland,0.0891946416261314,NA
ALB,cows,mixed,0.9108053583738686,NA
ARE,cows,grassland,0.8722406655151056,NA
ARE,cows,mixed,0.12775933448489435,NA
ARG,cows,grassland,0.18478714170440264,NA
ARG,cows,mixed,0.8152128582955974,NA
ARM,cows,grassland,0.1667601945338658,NA
ARM,cows,mixed,0.8332398054661342,NA
AUS,cows,grassland,0.6254947355319613,NA
AUS,cows,mixed,0.37450526446803856,NA
AUT,cows,grassland,0.01364189822081685,NA
AUT,cows,mixed,0.9863581017791831,NA
AZE,cows,grassland,0.11702437294496373,NA
AZE,cows,mixed,0.8829756270550363,NA
BDI,cows,grassland,0.0017689761801479434,NA
BDI,cows,mixed,0.9982310238198521,NA
BEN,cows,grassland,0.31524928863793966,NA
BEN,cows,mixed,0.6847507113620604,NA
BFA,cows,grassland,0.4059289306242726,NA
BFA,cows,mixed,0.5940710693757274,NA
BGD,cows,grassland,0.006185352314337698,NA
BGD,cows,mixed,0.9938146476856623,NA
BGR,cows,grassland,0.0013812218434772884,NA
BGR,cows,mixed,0.9986187781565227,NA
BHR,cows,grassland,1,NA
BHR,cows,mixed,0,NA
BHS,cows,grassland,0,NA
BHS,cows,mixed,1,NA
BIH,cows,grassland,0.005026804440569074,NA
BIH,cows,mixed,0.994973195559431,NA
BLZ,cows,grassland,0.022348494252770544,NA
BLZ,cows,mixed,0.9776515057472295,NA
BOL,cows,grassland,0.4331093190774853,NA
BOL,cows,mixed,0.5668906809225147,NA
BRA,cows,grassland,0.1195117525616727,NA
BRA,cows,mixed,0.8804882474383272,NA
BRN,cows,grassland,6.315756355893093e-15,NA
BRN,cows,mixed,0.9999999999999937,NA
BTN,cows,grassland,0.1860520460978585,NA
BTN,cows,mixed,0.8139479539021416,NA
BWA,cows,grassland,0.7722236039553887,NA
BWA,cows,mixed,0.2277763960446114,NA
CAF,cows,grassland,0.8416743660749937,NA
CAF,cows,mixed,0.15832563392500623,NA
CAN,cows,grassland,2.9823968851099133e-4,NA
CAN,cows,mixed,0.999701760311489,NA
CHE,cows,grassland,0.0397821505308587,NA
CHE,cows,mixed,0.9602178494691415,NA
CHL,cows,grassland,0.187848860294135,NA
CHL,cows,mixed,0.812151139705865,NA
CHN,cows,grassland,0.12595357723761869,NA
CHN,cows,mixed,0.8740464227623813,NA
CIV,cows,grassland,0.5750289131071362,NA
CIV,cows,mixed,0.42497108689286384,NA
CMR,cows,grassland,0.44549705330681755,NA
CMR,cows,mixed,0.5545029466931826,NA
COD,cows,grassland,0.41971573083782965,NA
COD,cows,mixed,0.5802842691621704,NA
COG,cows,grassland,0.7783600436513841,NA
COG,cows,mixed,0.22163995634861594,NA
COL,cows,grassland,0.1285572367263978,NA
COL,cows,mixed,0.8714427632736023,NA
CPV,cows,grassland,0.2679599218959755,NA
CPV,cows,mixed,0.7320400781040245,NA
CUB,cows,grassland,0.004669128733430429,NA
CUB,cows,mixed,0.9953308712665695,NA
CUW,cows,grassland,0,NA
CUW,cows,mixed,1,NA
CYP,cows,grassland,0.348822246303487,NA
CYP,cows,mixed,0.651177753696513,NA
DEU,cows,grassland,0,NA
DEU,cows,mixed,1,NA
DMA,cows,grassland,0.8080165629153396,NA
DMA,cows,mixed,0.19198343708466034,NA
DNK,cows,grassland,0,NA
DNK,cows,mixed,1,NA
DOM,cows,grassland,0.007901389465714032,NA
DOM,cows,mixed,0.992098610534286,NA
DZA,cows,grassland,0.4345055720492081,NA
DZA,cows,mixed,0.5654944279507919,NA
ECU,cows,grassland,0.02376889377706755,NA
ECU,cows,mixed,0.9762311062229324,NA
EGY,cows,grassland,0.16087059434201917,NA
EGY,cows,mixed,0.8391294056579808,NA
ERI,cows,grassland,0.48358902656636304,NA
ERI,cows,mixed,0.5164109734336368,NA
ESP,cows,grassland,0.01737409269712157,NA
ESP,cows,mixed,0.9826259073028784,NA
EST,cows,grassland,0,NA
EST,cows,mixed,1,NA
ETH,cows,grassland,0.14804662899100146,NA
ETH,cows,mixed,0.8519533710089985,NA
FJI,cows,grassland,0.45026299678219184,NA
FJI,cows,mixed,0.5497370032178082,NA
FRA,cows,grassland,0.0011298836582396767,NA
FRA,cows,mixed,0.9988701163417603,NA
GAB,cows,grassland,0.36959258519745886,NA
GAB,cows,mixed,0.630407414802541,NA
GBR,cows,grassland,0.06961497506162026,NA
GBR,cows,mixed,0.9303850249383797,NA
GEO,cows,grassland,0.07018560394210804,NA
GEO,cows,mixed,0.929814396057892,NA
GHA,cows,grassland,0.39428601858269147,NA
GHA,cows,mixed,0.6057139814173085,NA
GIN,cows,grassland,0.6815107204109501,NA
GIN,cows,mixed,0.31848927958905,NA
GLP,cows,grassland,0.1355536739979566,NA
GLP,cows,mixed,0.8644463260020434,NA
GMB,cows,grassland,0.14520817135853314,NA
GMB,cows,mixed,0.8547918286414669,NA
GNB,cows,grassland,0.5828823282015161,NA
GNB,cows,mixed,0.41711767179848397,NA
GNQ,cows,grassland,0,NA
GNQ,cows,mixed,1,NA
GRC,cows,grassland,0.07577968351620563,NA
GRC,cows,mixed,0.9242203164837944,NA
GUF,cows,grassland,0.030359815671753474,NA
GUF,cows,mixed,0.9696401843282465,NA
GUM,cows,grassland,1,NA
GUM,cows,mixed,0,NA
GUY,cows,grassland,0.4352172754933448,NA
GUY,cows,mixed,0.5647827245066552,NA
HKG,cows,grassland,0,NA
HKG,cows,mixed,1,NA
HND,cows,grassland,0.03950691057261684,NA
HND,cows,mixed,0.9604930894273832,NA
HRV,cows,grassland,0.006772158314624471,NA
HRV,cows,mixed,0.9932278416853755,NA
HTI,cows,grassland,0.010055715603826286,NA
HTI,cows,mixed,0.9899442843961738,NA
IDN,cows,grassland,0.003997109357568942,NA
IDN,cows,mixed,0.9960028906424311,NA
IND,cows,grassland,0.019348691442230274,NA
IND,cows,mixed,0.9806513085577697,NA
IRL,cows,grassland,0.36787724594360116,NA
IRL,cows,mixed,0.6321227540563988,NA
IRN,cows,grassland,0.39093155488404246,NA
IRN,cows,mixed,0.6090684451159575,NA
IRQ,cows,grassland,0.27276666598382,NA
IRQ,cows,mixed,0.72723333401618,NA
ISL,cows,grassland,0.0023199634733687045,NA
ISL,cows,mixed,0.9976800365266313,NA
ISR,cows,grassland,0.08877080236630708,NA
ISR,cows,mixed,0.9112291976336929,NA
ITA,cows,grassland,0.06649216754200504,NA
ITA,cows,mixed,0.933507832457995,NA
JOR,cows,grassland,0.8200619232015284,NA
JOR,cows,mixed,0.17993807679847162,NA
JPN,cows,grassland,6.872992815947511e-4,NA
JPN,cows,mixed,0.9993127007184053,NA
KEN,cows,grassland,0.41817781692597694,NA
KEN,cows,mixed,0.581822183074023,NA
KGZ,cows,grassland,0.05475223794860883,NA
KGZ,cows,mixed,0.9452477620513913,NA
KHM,cows,grassland,0.07171410902767189,NA
KHM,cows,mixed,0.9282858909723282,NA
KOR,cows,grassland,0,NA
KOR,cows,mixed,1,NA
KWT,cows,grassland,0.9447349545518391,NA
KWT,cows,mixed,0.05526504544816102,NA
LAO,cows,grassland,0.4251381462089428,NA
LAO,cows,mixed,0.5748618537910571,NA
LBN,cows,grassland,0.05535495980257515,NA
LBN,cows,mixed,0.9446450401974248,NA
LBR,cows,grassland,0.010306598263813199,NA
LBR,cows,mixed,0.9896934017361869,NA
LBY,cows,grassland,0.5590442165228605,NA
LBY,cows,mixed,0.44095578347713943,NA
LKA,cows,grassland,0.0017974087830974611,NA
LKA,cows,mixed,0.9982025912169025,NA
MAR,cows,grassland,0.17164364369888652,NA
MAR,cows,mixed,0.8283563563011135,NA
MDG,cows,grassland,0.7867936509516741,NA
MDG,cows,mixed,0.21320634904832583,NA
MEX,cows,grassland,0.20185736844808996,NA
MEX,cows,mixed,0.79814263155191,NA
MKD,cows,grassland,0.019319104721509356,NA
MKD,cows,mixed,0.9806808952784906,NA
MLI,cows,grassland,0.5061926482332235,NA
MLI,cows,mixed,0.4938073517667764,NA
MMR,cows,grassland,0.09286403472055486,NA
MMR,cows,mixed,0.9071359652794451,NA
MNE,cows,grassland,0.002299026447054369,NA
MNE,cows,mixed,0.9977009735529457,NA
MNP,cows,grassland,0,NA
MNP,cows,mixed,1,NA
MOZ,cows,grassland,0.5695064812577685,NA
MOZ,cows,mixed,0.4304935187422316,NA
MRT,cows,grassland,0.8481559471833208,NA
MRT,cows,mixed,0.15184405281667912,NA
MWI,cows,grassland,0.13274223083602746,NA
MWI,cows,mixed,0.8672577691639725,NA
MYS,cows,grassland,0.0021056161481736975,NA
MYS,cows,mixed,0.9978943838518264,NA
NAM,cows,grassland,0.7595501980649262,NA
NAM,cows,mixed,0.24044980193507373,NA
NCL,cows,grassland,0.4050022376409205,NA
NCL,cows,mixed,0.5949977623590795,NA
NER,cows,grassland,0.3663374738103884,NA
NER,cows,mixed,0.6336625261896116,NA
NGA,cows,grassland,0.06404680338685113,NA
NGA,cows,mixed,0.9359531966131489,NA
NIC,cows,grassland,0.006995371582026175,NA
NIC,cows,mixed,0.9930046284179738,NA
NOR,cows,grassland,0.0025668133074326937,NA
NOR,cows,mixed,0.9974331866925673,NA
NPL,cows,grassland,0.026911647213514925,NA
NPL,cows,mixed,0.9730883527864851,NA
NZL,cows,grassland,0.2795121573738722,NA
NZL,cows,mixed,0.7204878426261278,NA
OMN,cows,grassland,0.8293817833282866,NA
OMN,cows,mixed,0.17061821667171348,NA
PAK,cows,grassland,0.1257144959756584,NA
PAK,cows,mixed,0.8742855040243416,NA
PAN,cows,grassland,0.007123612959760935,NA
PAN,cows,mixed,0.9928763870402392,NA
PER,cows,grassland,0.1712994595000402,NA
PER,cows,mixed,0.8287005404999599,NA
PHL,cows,grassland,0.0062547467625675155,NA
PHL,cows,mixed,0.9937452532374325,NA
PNG,cows,grassland,0.12040592092570078,NA
PNG,cows,mixed,0.8795940790742992,NA
POL,cows,grassland,1.5945094707440322e-4,NA
POL,cows,mixed,0.9998405490529256,NA
PRI,cows,grassland,0.008572148479119225,NA
PRI,cows,mixed,0.9914278515208808,NA
PRK,cows,grassland,0,NA
PRK,cows,mixed,1,NA
PRT,cows,grassland,0.036840170370735795,NA
PRT,cows,mixed,0.9631598296292642,NA
PRY,cows,grassland,0.11486981855727761,NA
PRY,cows,mixed,0.8851301814427224,NA
PSE,cows,grassland,0.4345723696184601,NA
PSE,cows,mixed,0.5654276303815399,NA
QAT,cows,grassland,0.9182131710696566,NA
QAT,cows,mixed,0.08178682893034342,NA
RUS,cows,grassland,0.0029628599107135757,NA
RUS,cows,mixed,0.9970371400892865,NA
RWA,cows,grassland,0.006353243944584914,NA
RWA,cows,mixed,0.9936467560554152,NA
SAU,cows,grassland,0.7121076374310492,NA
SAU,cows,mixed,0.2878923625689508,NA
SDN,cows,grassland,0.29094985122491246,NA
SDN,cows,mixed,0.7090501487750875,NA
SEN,cows,grassland,0.2529697454601975,NA
SEN,cows,mixed,0.7470302545398025,NA
SJM,cows,grassland,0.005479861905564984,NA
SJM,cows,mixed,0.994520138094435,NA
SLB,cows,grassland,0.703942869710449,NA
SLB,cows,mixed,0.29605713028955116,NA
SLE,cows,grassland,0.11773487831849204,NA
SLE,cows,mixed,0.882265121681508,NA
SLV,cows,grassland,0.0011016580458075378,NA
SLV,cows,mixed,0.9988983419541925,NA
SOM,cows,grassland,0.8044608980390452,NA
SOM,cows,mixed,0.19553910196095484,NA
SSD,cows,grassland,0.6947224187643177,NA
SSD,cows,mixed,0.3052775812356822,NA
SUR,cows,grassland,0.4570366052060952,NA
SUR,cows,mixed,0.5429633947939048,NA
SWZ,cows,grassland,0.3739940103157208,NA
SWZ,cows,mixed,0.6260059896842792,NA
SYR,cows,grassland,0.37216213396858755,NA
SYR,cows,mixed,0.6278378660314125,NA
TCA,cows,grassland,0.2207511338413414,NA
TCA,cows,mixed,0.7792488661586585,NA
TCD,cows,grassland,0.47375586984419105,NA
TCD,cows,mixed,0.526244130155809,NA
TGO,cows,grassland,0.21519248187804513,NA
TGO,cows,mixed,0.7848075181219548,NA
THA,cows,grassland,0.04138525271415749,NA
THA,cows,mixed,0.9586147472858426,NA
TJK,cows,grassland,0.4843442372368995,NA
TJK,cows,mixed,0.5156557627631005,NA
