lat,lon,prod,sub_rgn,iso3c
14.510536378070825, 121.08748285435844,1.81,Metro Manila,PHL
17.08773382905305, 120.43638606220428,0.06,llocos Norte,PHL
17.205031284221167, 120.4139227279512,0.1,llocos Sur,PHL
16.5330902343553, 120.31511351999148,0.06,La Union,PHL
16.124387999329027, 120.09336724359946,11.26,Pangasinan,PHL
18.35920136671901, 121.62457647441146,44.93,Gagayan,PHL
14.588280500720717, 120.39232212075018,130.93,Bataan,PHL
14.759345796261423, 120.79195178365572,36.21,Bulacan,PHL
14.855971440318308, 120.58766325017285,4185.62,Pampanga,PHL
15.272079732639275, 120.00987788280406,1.9,Zarrbales,PHL
14.294681717859676, 120.71661934172276,0.01,Gavite,PHL
14.664908885542868, 121.61549543341468,616.36,Quezon,PHL
13.344206870917525, 121.82133665840661,1.19,Marinduque,PHL
13.415437014491157, 121.0922973705213,0.18,Oriental Mindoro,PHL
10.038412865363988, 118.7206892394855,9.74,Palaw an,PHL
12.585717059110207, 122.27016916837972,0.1,Romblom,PHL
13.21836252920181, 123.77011641931539,0.49,Albay,PHL
14.278379190276917, 122.80695157663077,198.87,Camarines Norte,PHL
13.728018225223346, 123.21602051808212,121.82,Camarines Sur,PHL
13.600373850277089, 124.08856214435265,16.8,Catanduanes,PHL
12.576951933159716, 123.28286940887746,68.59,Masbate,PHL
12.818661572681938, 123.83950186846029,705.97,Sorsogon,PHL
11.737731148020183, 122.36341263788152,37.7,Aklan,PHL
11.096612509189843, 122.04466274447995,4.29,Antique,PHL
11.544441602769396, 122.87251489793287,2048.37,Capiz,PHL
10.565159685797113, 122.51279683720878,6.74,Guimaras,PHL
10.891325726593882, 122.7831164266059,1.25,lloilo,PHL
9.943820309588942, 122.44630440874657,0.19,Negros Occidental,PHL
10.062398891617871, 124.08857333922121,5.41,Bohol,PHL
11.457019560196713, 125.50124809292508,0.02,Eastern Samar,PHL
10.86506672011331, 124.72028684317488,0.85,Leyte,PHL
12.509837523018708, 124.65010656730024,141.47,Northern Samar,PHL
12.007625357698121, 124.69126813617964,249.13,Samar,PHL
8.18224915422801, 122.95491554623727,4.86,Zamboanga del Norte,PHL
7.81172076996685, 123.42354992829671,200.46,Zamboanga del Sur,PHL
7.703880319874889, 122.52615049321432,183.04,Zamboanga Sibugay,PHL
6.9053988560744335, 122.0691745144182,93.54,Zamboanga City,PHL
8.187575265346036, 124.12440346213432,7513.52,Lanao del Norte,PHL
8.483931963597566, 123.80942490173003,1155.37,Misamis Occidental,PHL
8.846965587470466, 125.16333794567215,0.02,Misamis Oriental,PHL
7.226273453773761, 125.8615542691359,0.9,Compostela Valley,PHL
7.29064081849023, 125.70838297490391,3.31,Davao del Norte,PHL
6.8067269257546394, 125.38044959114181,0,Davao del Sur,PHL
7.021850825639651, 126.44668668618641,0.02,Davao Oriental,PHL
6.373081834977807, 124.08215994073517,0.41,Sultan Kudarat,PHL
9.190611500208238, 125.52994229122065,48,Agusan del Norte,PHL
10.249781995409927, 125.64231490812028,0.04,Dinagat Islands,PHL
9.555721530351239, 125.78630860627861,13.07,Surigao del Norte,PHL
9.013346905513, 126.23742298508941,140.43,Surigao del Sur,PHL
6.994603962157642, 123.99059538388416,162.21,Maguindanao,PHL
