iso3c,animal,system,product,leach_n_leave_rate
SYR,goats,grassland,meat,8.67e-4
TCA,goats,grassland,meat,8.8025e-4
TCD,goats,grassland,meat,9.63e-4
TGO,goats,grassland,meat,6.66e-4
THA,goats,grassland,meat,5.099999999999999e-4
TJK,goats,grassland,meat,9.839999999999998e-4
TKL,goats,grassland,meat,0.0015214999999999998
TKM,goats,grassland,meat,8.97e-4
TLS,goats,grassland,meat,0.0010769999999999998
TON,goats,grassland,meat,0.0015214999999999998
TTO,goats,grassland,meat,8.8025e-4
TUN,goats,grassland,meat,6.45e-4
TUR,goats,grassland,meat,0.001041
TUV,goats,grassland,meat,0.0015214999999999998
TWN,goats,grassland,meat,8.856e-4
TZA,goats,grassland,meat,9.209999999999999e-4
UGA,goats,grassland,meat,7.23e-4
UKR,goats,grassland,meat,0.0018419999999999999
URY,goats,grassland,meat,0.001056
USA,goats,grassland,meat,0.001863
UZB,goats,grassland,meat,8.639999999999999e-4
VCT,goats,grassland,meat,4.89e-4
VEN,goats,grassland,meat,0.001062
VGB,goats,grassland,meat,8.8025e-4
VIR,goats,grassland,meat,8.8025e-4
VNM,goats,grassland,meat,9.51e-4
VUT,goats,grassland,meat,0.0013499999999999999
WLF,goats,grassland,meat,0.0015214999999999998
WSM,goats,grassland,meat,0.0015214999999999998
XKO,goats,grassland,meat,0.0015929999999999998
XMI,goats,grassland,meat,7.015e-4
YEM,goats,grassland,meat,9.18e-4
ZAF,goats,grassland,meat,0.00114
ZMB,goats,grassland,meat,9.269999999999999e-4
ZWE,goats,grassland,meat,0.00114
