iso3c,animal,system,product,leach_n_leave_rate
GLP,goats,mixed,meat,1.9649999999999998e-4
GMB,goats,mixed,meat,3.51e-4
GNB,goats,mixed,meat,3.15e-4
GNQ,goats,mixed,meat,3.9e-4
GRC,goats,mixed,meat,0.0015
GRD,goats,mixed,meat,4.40125e-4
GRL,goats,mixed,meat,0.001716
GTM,goats,mixed,meat,4.8449999999999996e-4
GUF,goats,mixed,meat,5.13e-4
GUM,goats,mixed,meat,0.0015214999999999998
GUY,goats,mixed,meat,4.785e-4
HKG,goats,mixed,meat,4.427999999999999e-4
HND,goats,mixed,meat,4.77e-4
HRV,goats,mixed,meat,0.0012333599999999998
HTI,goats,mixed,meat,3.75e-4
HUN,goats,mixed,meat,5.424e-4
IDN,goats,mixed,meat,6.345e-4
IMN,goats,mixed,meat,0.00169584
IND,goats,mixed,meat,8.13e-4
IOT,goats,mixed,meat,4.074e-4
IRL,goats,mixed,meat,0.0015179999999999998
IRN,goats,mixed,meat,5.055e-4
IRQ,goats,mixed,meat,4.965e-4
ISL,goats,mixed,meat,7.419300000000001e-4
ISR,goats,mixed,meat,5.685e-4
ITA,goats,mixed,meat,0.0012312
JAM,goats,mixed,meat,6.66e-4
JEY,goats,mixed,meat,0.0010599000000000001
JOR,goats,mixed,meat,4.74e-4
JPN,goats,mixed,meat,4.17e-4
KAZ,goats,mixed,meat,4.6649999999999996e-4
KEN,goats,mixed,meat,5.325e-4
KGZ,goats,mixed,meat,4.53e-4
KHM,goats,mixed,meat,4.6094999999999996e-4
KIR,goats,mixed,meat,0.0015214999999999998
KNA,goats,mixed,meat,4.40125e-4
KOR,goats,mixed,meat,4.065e-4
KWT,goats,mixed,meat,5.16e-4
LAO,goats,mixed,meat,5.13e-4
LBN,goats,mixed,meat,5.625e-4
LBR,goats,mixed,meat,3.615e-4
LBY,goats,mixed,meat,3.525e-4
LCA,goats,mixed,meat,3.72e-4
LIE,goats,mixed,meat,4.6509000000000003e-4
LKA,goats,mixed,meat,5.28e-4
LSO,goats,mixed,meat,4.86e-4
LTU,goats,mixed,meat,0.0011970000000000001
LUX,goats,mixed,meat,7.884e-4
LVA,goats,mixed,meat,8.526900000000001e-4
MAC,goats,mixed,meat,4.427999999999999e-4
MAF,goats,mixed,meat,4.3767391304347825e-4
MAR,goats,mixed,meat,2.775e-4
MCO,goats,mixed,meat,5.9829e-4
MDA,goats,mixed,meat,6.734999999999999e-4
MDG,goats,mixed,meat,4.68e-4
MDV,goats,mixed,meat,4.6706250000000003e-4
MEX,goats,mixed,meat,4.95e-4
MHL,goats,mixed,meat,0.0015214999999999998
MKD,goats,mixed,meat,0.0011469599999999998
MLI,goats,mixed,meat,3.945e-4
MLT,goats,mixed,meat,0.0014471999999999998
MMR,goats,mixed,meat,5.265e-4
MNE,goats,mixed,meat,0.0010195199999999997
MNG,goats,mixed,meat,6.045000000000001e-4
MNP,goats,mixed,meat,0.0015214999999999998
MOZ,goats,mixed,meat,5.16e-4
MRT,goats,mixed,meat,4.62e-4
MSR,goats,mixed,meat,4.40125e-4
MTQ,goats,mixed,meat,4.395e-4
MUS,goats,mixed,meat,4.074e-4
MWI,goats,mixed,meat,3.7349999999999997e-4
MYS,goats,mixed,meat,6.315e-4
MYT,goats,mixed,meat,4.074e-4
NAM,goats,mixed,meat,5.13e-4
NCL,goats,mixed,meat,0.0013499999999999999
NER,goats,mixed,meat,3.975e-4
NFK,goats,mixed,meat,0.0017039999999999998
NGA,goats,mixed,meat,3.1200000000000005e-4
NIC,goats,mixed,meat,4.74e-4
NIU,goats,mixed,meat,0.0015214999999999998
NLD,goats,mixed,meat,4.0626000000000003e-4
NOR,goats,mixed,meat,0.001242
NPL,goats,mixed,meat,4.005e-4
NRU,goats,mixed,meat,0.0015214999999999998
NZL,goats,mixed,meat,0.0018059999999999997
OMN,goats,mixed,meat,5.925e-4
PAK,goats,mixed,meat,4.065e-4
PAN,goats,mixed,meat,4.6499999999999997e-4
PCN,goats,mixed,meat,0.0015214999999999998
PER,goats,mixed,meat,5.235e-4
PHL,goats,mixed,meat,4.065e-4
PLW,goats,mixed,meat,0.0015214999999999998
PNG,goats,mixed,meat,0.0013169999999999998
POL,goats,mixed,meat,1.608e-4
PRI,goats,mixed,meat,4.935e-4
PRK,goats,mixed,meat,4.095e-4
PRT,goats,mixed,meat,0.0012744
PRY,goats,mixed,meat,5.07e-4
PSE,goats,mixed,meat,0.001095
PYF,goats,mixed,meat,0.0015214999999999998
QAT,goats,mixed,meat,5.55e-4
REU,goats,mixed,meat,4.074e-4
ROU,goats,mixed,meat,0.00117576
RUS,goats,mixed,meat,2.6244e-4
RWA,goats,mixed,meat,3.3899999999999995e-4
SAU,goats,mixed,meat,5.009999999999999e-4
SDN,goats,mixed,meat,3.1995833333333334e-4
SEN,goats,mixed,meat,3.044999999999999e-4
SGP,goats,mixed,meat,3.555e-4
SHN,goats,mixed,meat,1.815e-4
SJM,goats,mixed,meat,0.0010599000000000001
SLB,goats,mixed,meat,0.001339
SLE,goats,mixed,meat,3.72e-4
SLV,goats,mixed,meat,4.0500000000000003e-4
SMR,goats,mixed,meat,0.0011469599999999998
SOM,goats,mixed,meat,3.3600000000000004e-4
SPM,goats,mixed,meat,0.001716
SRB,goats,mixed,meat,0.0010195199999999997
SSD,goats,mixed,meat,4.074e-4
STP,goats,mixed,meat,1.425e-4
SUR,goats,mixed,meat,4.875e-4
SVK,goats,mixed,meat,7.545000000000001e-4
SVN,goats,mixed,meat,7.010400000000001e-4
SWE,goats,mixed,meat,0.0010599000000000001
SWZ,goats,mixed,meat,5.415e-4
SXM,goats,mixed,meat,4.3767391304347825e-4
SYC,goats,mixed,meat,4.074e-4
SYR,goats,mixed,meat,4.335e-4
TCA,goats,mixed,meat,4.40125e-4
TCD,goats,mixed,meat,4.815e-4
TGO,goats,mixed,meat,3.33e-4
THA,goats,mixed,meat,2.5499999999999996e-4
TJK,goats,mixed,meat,4.919999999999999e-4
TKL,goats,mixed,meat,0.0015214999999999998
TKM,goats,mixed,meat,4.485e-4
TLS,goats,mixed,meat,5.384999999999999e-4
TON,goats,mixed,meat,0.0015214999999999998
TTO,goats,mixed,meat,4.40125e-4
TUN,goats,mixed,meat,3.225e-4
TUR,goats,mixed,meat,5.205e-4
TUV,goats,mixed,meat,0.0015214999999999998
TWN,goats,mixed,meat,4.428e-4
TZA,goats,mixed,meat,4.6049999999999997e-4
UGA,goats,mixed,meat,3.615e-4
UKR,goats,mixed,meat,0.0018419999999999999
URY,goats,mixed,meat,5.28e-4
USA,goats,mixed,meat,9.315e-4
UZB,goats,mixed,meat,4.3199999999999993e-4
VCT,goats,mixed,meat,2.445e-4
VEN,goats,mixed,meat,5.31e-4
VGB,goats,mixed,meat,4.40125e-4
VIR,goats,mixed,meat,4.40125e-4
VNM,goats,mixed,meat,4.755e-4
VUT,goats,mixed,meat,0.0013499999999999999
WLF,goats,mixed,meat,0.0015214999999999998
WSM,goats,mixed,meat,0.0015214999999999998
XKO,goats,mixed,meat,0.0011913771428571428
XMI,goats,mixed,meat,5.050799999999999e-4
YEM,goats,mixed,meat,4.59e-4
ZAF,goats,mixed,meat,5.7e-4
ZMB,goats,mixed,meat,4.6349999999999994e-4
ZWE,goats,mixed,meat,5.7e-4
