iso3c,animal,system,product,leach_n_leave_rate
ABW,pigs,intermediate,meat,0
AFG,pigs,intermediate,meat,0
AGO,pigs,intermediate,meat,0
AIA,pigs,intermediate,meat,0
ALA,pigs,intermediate,meat,0
ALB,pigs,intermediate,meat,0
AND,pigs,intermediate,meat,0
ARE,pigs,intermediate,meat,0
ARG,pigs,intermediate,meat,0
ARM,pigs,intermediate,meat,0
ASM,pigs,intermediate,meat,0
ATG,pigs,intermediate,meat,0
AUS,pigs,intermediate,meat,0
AUT,pigs,intermediate,meat,0
AZE,pigs,intermediate,meat,0
BDI,pigs,intermediate,meat,0
BEL,pigs,intermediate,meat,0
BEN,pigs,intermediate,meat,0
BES,pigs,intermediate,meat,0
BFA,pigs,intermediate,meat,0
BGD,pigs,intermediate,meat,0
BGR,pigs,intermediate,meat,0
BHR,pigs,intermediate,meat,0
BHS,pigs,intermediate,meat,0
BIH,pigs,intermediate,meat,0
BLM,pigs,intermediate,meat,0
BLR,pigs,intermediate,meat,0
BLZ,pigs,intermediate,meat,0
BMU,pigs,intermediate,meat,0
BOL,pigs,intermediate,meat,0
BRA,pigs,intermediate,meat,0
BRB,pigs,intermediate,meat,0
BRN,pigs,intermediate,meat,0
BTN,pigs,intermediate,meat,0
BWA,pigs,intermediate,meat,0
CAF,pigs,intermediate,meat,0
CAN,pigs,intermediate,meat,0
CCK,pigs,intermediate,meat,0
CHE,pigs,intermediate,meat,0
CHL,pigs,intermediate,meat,0
CHN,pigs,intermediate,meat,0
CIV,pigs,intermediate,meat,0
CMR,pigs,intermediate,meat,0
COD,pigs,intermediate,meat,0
COG,pigs,intermediate,meat,0
COK,pigs,intermediate,meat,0
COL,pigs,intermediate,meat,0
COM,pigs,intermediate,meat,0
CPV,pigs,intermediate,meat,0
CRI,pigs,intermediate,meat,0
CUB,pigs,intermediate,meat,0
CUW,pigs,intermediate,meat,0
CXR,pigs,intermediate,meat,0
CYM,pigs,intermediate,meat,0
CYP,pigs,intermediate,meat,0
CZE,pigs,intermediate,meat,0
DEU,pigs,intermediate,meat,0
DJI,pigs,intermediate,meat,0
DMA,pigs,intermediate,meat,0
DNK,pigs,intermediate,meat,0
DOM,pigs,intermediate,meat,0
DZA,pigs,intermediate,meat,0
ECU,pigs,intermediate,meat,0
EGY,pigs,intermediate,meat,0
ERI,pigs,intermediate,meat,0
ESH,pigs,intermediate,meat,0
ESP,pigs,intermediate,meat,0
EST,pigs,intermediate,meat,0
ETH,pigs,intermediate,meat,0
FIN,pigs,intermediate,meat,0
FJI,pigs,intermediate,meat,0
FLK,pigs,intermediate,meat,0
FRA,pigs,intermediate,meat,0
FRO,pigs,intermediate,meat,0
FSM,pigs,intermediate,meat,0
GAB,pigs,intermediate,meat,0
GBR,pigs,intermediate,meat,0
GEO,pigs,intermediate,meat,0
GGY,pigs,intermediate,meat,0
GHA,pigs,intermediate,meat,0
GIB,pigs,intermediate,meat,0
GIN,pigs,intermediate,meat,0
GLP,pigs,intermediate,meat,0
GMB,pigs,intermediate,meat,0
GNB,pigs,intermediate,meat,0
GNQ,pigs,intermediate,meat,0
GRC,pigs,intermediate,meat,0
GRD,pigs,intermediate,meat,0
GRL,pigs,intermediate,meat,0
GTM,pigs,intermediate,meat,0
GUF,pigs,intermediate,meat,0
GUM,pigs,intermediate,meat,0
GUY,pigs,intermediate,meat,0
HKG,pigs,intermediate,meat,0
HND,pigs,intermediate,meat,0
HRV,pigs,intermediate,meat,0
HTI,pigs,intermediate,meat,0
HUN,pigs,intermediate,meat,0
IDN,pigs,intermediate,meat,0
IMN,pigs,intermediate,meat,0
IND,pigs,intermediate,meat,0
IOT,pigs,intermediate,meat,0
IRL,pigs,intermediate,meat,0
IRN,pigs,intermediate,meat,0
IRQ,pigs,intermediate,meat,0
ISL,pigs,intermediate,meat,0
ISR,pigs,intermediate,meat,0
ITA,pigs,intermediate,meat,0
