iso3c,animal,system,product,leach_n_leave_rate
ABW,sheep,grassland,milk,0.001153
AFG,sheep,grassland,milk,0.001272
AGO,sheep,grassland,milk,0.001023
AIA,sheep,grassland,milk,0.001153
ALA,sheep,grassland,milk,0.001378125
ALB,sheep,grassland,milk,0.001443
AND,sheep,grassland,milk,0.0014730000000000001
ARE,sheep,grassland,milk,0.0012929999999999999
ARG,sheep,grassland,milk,0.001461
ARM,sheep,grassland,milk,0.001284
ASM,sheep,grassland,milk,0.0017595
ATG,sheep,grassland,milk,0.001153
AUS,sheep,grassland,milk,0.00189
AUT,sheep,grassland,milk,0.0016769999999999999
AZE,sheep,grassland,milk,0.001116
BDI,sheep,grassland,milk,7.62e-4
BEL,sheep,grassland,milk,0.0016049999999999999
BEN,sheep,grassland,milk,9.329999999999999e-4
BES,sheep,grassland,milk,0.0011444347826086955
BFA,sheep,grassland,milk,9.78e-4
BGD,sheep,grassland,milk,7.56e-4
BGR,sheep,grassland,milk,0.001302
BHR,sheep,grassland,milk,0.001098
BHS,sheep,grassland,milk,0.0013289999999999999
BIH,sheep,grassland,milk,0.001443
BLM,sheep,grassland,milk,0.0011444347826086955
BLR,sheep,grassland,milk,0.001221
BLZ,sheep,grassland,milk,0.0013559999999999998
BMU,sheep,grassland,milk,0.0019424999999999998
BOL,sheep,grassland,milk,0.0015179999999999998
BRA,sheep,grassland,milk,0.0015
BRB,sheep,grassland,milk,0.001153
BRN,sheep,grassland,milk,4.41e-4
BTN,sheep,grassland,milk,0.001143
BWA,sheep,grassland,milk,0.001074
CAF,sheep,grassland,milk,0.001107
CAN,sheep,grassland,milk,0.001941
CCK,sheep,grassland,milk,0.00189
CHE,sheep,grassland,milk,0.001647
CHL,sheep,grassland,milk,0.00171
CHN,sheep,grassland,milk,0.0012090000000000002
CIV,sheep,grassland,milk,8.309999999999999e-4
CMR,sheep,grassland,milk,0.0010350000000000001
COD,sheep,grassland,milk,9.48e-4
COG,sheep,grassland,milk,0.001029
COK,sheep,grassland,milk,0.0017595
COL,sheep,grassland,milk,0.001452
COM,sheep,grassland,milk,4.41e-4
CPV,sheep,grassland,milk,8.399999999999999e-4
CRI,sheep,grassland,milk,0.001332
CUB,sheep,grassland,milk,9.809999999999999e-4
CUW,sheep,grassland,milk,0.0011444347826086955
CXR,sheep,grassland,milk,0.00189
CYM,sheep,grassland,milk,0.001153
CYP,sheep,grassland,milk,0.0012059999999999998
CZE,sheep,grassland,milk,0.001341
DEU,sheep,grassland,milk,0.0015719999999999998
DJI,sheep,grassland,milk,8.37e-4
DMA,sheep,grassland,milk,0.0015029999999999998
DNK,sheep,grassland,milk,0.001629
DOM,sheep,grassland,milk,0.0012299999999999998
DZA,sheep,grassland,milk,9.689999999999999e-4
ECU,sheep,grassland,milk,0.0011459999999999999
EGY,sheep,grassland,milk,7.170000000000001e-4
ERI,sheep,grassland,milk,9.689999999999999e-4
ESH,sheep,grassland,milk,6.089999999999998e-4
ESP,sheep,grassland,milk,0.001461
EST,sheep,grassland,milk,0.001404
ETH,sheep,grassland,milk,8.309999999999999e-4
FIN,sheep,grassland,milk,0.001251
FJI,sheep,grassland,milk,0.001629
FLK,sheep,grassland,milk,0.0014639999999999998
FRA,sheep,grassland,milk,0.001671
FRO,sheep,grassland,milk,0.0013781249999999998
FSM,sheep,grassland,milk,0.0017595
GAB,sheep,grassland,milk,9.51e-4
GBR,sheep,grassland,milk,0.0013781249999999998
GEO,sheep,grassland,milk,0.001212
