iso3c,animal,system,product,leach_n_leave_rate
CXR,sheep,mixed,milk,0.00189
CYM,sheep,mixed,milk,5.765e-4
CYP,sheep,mixed,milk,6.029999999999999e-4
CZE,sheep,mixed,milk,6.705e-4
DEU,sheep,mixed,milk,5.0304e-4
DJI,sheep,mixed,milk,4.185e-4
DMA,sheep,mixed,milk,7.514999999999999e-4
DNK,sheep,mixed,milk,0.0011891699999999998
DOM,sheep,mixed,milk,6.149999999999999e-4
DZA,sheep,mixed,milk,4.8449999999999996e-4
ECU,sheep,mixed,milk,5.729999999999999e-4
EGY,sheep,mixed,milk,3.5850000000000004e-4
ERI,sheep,mixed,milk,4.8449999999999996e-4
ESH,sheep,mixed,milk,3.044999999999999e-4
ESP,sheep,mixed,milk,0.0012126300000000001
EST,sheep,mixed,milk,0.001404
ETH,sheep,mixed,milk,4.1549999999999996e-4
FIN,sheep,mixed,milk,4.1283000000000004e-4
FJI,sheep,mixed,milk,0.001629
FLK,sheep,mixed,milk,7.319999999999999e-4
FRA,sheep,mixed,milk,6.354028125e-4
FRO,sheep,mixed,milk,0.0013229999999999997
FSM,sheep,mixed,milk,0.0017595
GAB,sheep,mixed,milk,4.755e-4
GBR,sheep,mixed,milk,0.0013229999999999997
GEO,sheep,mixed,milk,6.06e-4
GGY,sheep,mixed,milk,8.268749999999999e-4
GHA,sheep,mixed,milk,4.065e-4
GIB,sheep,mixed,milk,0.0011054721428571427
GIN,sheep,mixed,milk,4.785e-4
GLP,sheep,mixed,milk,2.79e-4
GMB,sheep,mixed,milk,4.725e-4
GNB,sheep,mixed,milk,2.535e-4
GNQ,sheep,mixed,milk,4.785e-4
GRC,sheep,mixed,milk,0.001545
GRD,sheep,mixed,milk,5.765e-4
GRL,sheep,mixed,milk,0.0019424999999999998
GTM,sheep,mixed,milk,6.464999999999999e-4
GUF,sheep,mixed,milk,7.365000000000001e-4
GUM,sheep,mixed,milk,0.0017595
GUY,sheep,mixed,milk,7.005e-4
HKG,sheep,mixed,milk,1.9649999999999998e-4
HND,sheep,mixed,milk,6.749999999999999e-4
HRV,sheep,mixed,milk,0.0010367999999999998
HTI,sheep,mixed,milk,5.715e-4
HUN,sheep,mixed,milk,4.919999999999999e-4
IDN,sheep,mixed,milk,4.875e-4
IMN,sheep,mixed,milk,0.0013229999999999997
IND,sheep,mixed,milk,8.249999999999999e-4
IOT,sheep,mixed,milk,4.393125e-4
IRL,sheep,mixed,milk,0.0013830000000000001
IRN,sheep,mixed,milk,5.039999999999999e-4
IRQ,sheep,mixed,milk,5.715e-4
ISL,sheep,mixed,milk,5.788125e-4
ISR,sheep,mixed,milk,6.51e-4
ITA,sheep,mixed,milk,0.0014175000000000001
JAM,sheep,mixed,milk,6.494999999999999e-4
JEY,sheep,mixed,milk,8.268749999999999e-4
JOR,sheep,mixed,milk,6.06e-4
JPN,sheep,mixed,milk,5.085000000000001e-4
KAZ,sheep,mixed,milk,6.855e-4
KEN,sheep,mixed,milk,4.8e-4
KGZ,sheep,mixed,milk,6.630000000000001e-4
KHM,sheep,mixed,milk,3.6750000000000004e-4
KIR,sheep,mixed,milk,0.0017595
KNA,sheep,mixed,milk,5.765e-4
KOR,sheep,mixed,milk,5.265e-4
KWT,sheep,mixed,milk,5.94e-4
LAO,sheep,mixed,milk,3.5699999999999995e-4
LBN,sheep,mixed,milk,6.42e-4
LBR,sheep,mixed,milk,3.8849999999999996e-4
LBY,sheep,mixed,milk,4.23e-4
LCA,sheep,mixed,milk,5.055e-4
LIE,sheep,mixed,milk,5.9829e-4
LKA,sheep,mixed,milk,3.4649999999999997e-4
LSO,sheep,mixed,milk,3.7949999999999995e-4
LTU,sheep,mixed,milk,8.154e-4
LUX,sheep,mixed,milk,0.0012473999999999999
LVA,sheep,mixed,milk,5.727600000000001e-4
MAC,sheep,mixed,milk,4.959999999999999e-4
MAF,sheep,mixed,milk,5.722173913043477e-4
MAR,sheep,mixed,milk,4.095e-4
MCO,sheep,mixed,milk,6.202125e-4
MDA,sheep,mixed,milk,6.36e-4
MDG,sheep,mixed,milk,5.055e-4
MDV,sheep,mixed,milk,4.98375e-4
MEX,sheep,mixed,milk,6.36e-4
MHL,sheep,mixed,milk,0.0017595
MKD,sheep,mixed,milk,0.0010389599999999998
MLI,sheep,mixed,milk,5.025e-4
MLT,sheep,mixed,milk,0.0011275199999999997
MMR,sheep,mixed,milk,4.514999999999999e-4
MNE,sheep,mixed,milk,0.00103248
MNG,sheep,mixed,milk,6.494999999999999e-4
MNP,sheep,mixed,milk,0.0017595
MOZ,sheep,mixed,milk,5.16e-4
MRT,sheep,mixed,milk,4.6499999999999997e-4
MSR,sheep,mixed,milk,5.765e-4
MTQ,sheep,mixed,milk,6.194999999999999e-4
MUS,sheep,mixed,milk,4.393125e-4
MWI,sheep,mixed,milk,4.53e-4
MYS,sheep,mixed,milk,4.3499999999999995e-4
MYT,sheep,mixed,milk,1.5600000000000002e-4
NAM,sheep,mixed,milk,3.8700000000000003e-4
NCL,sheep,mixed,milk,0.001629
NER,sheep,mixed,milk,4.904999999999999e-4
NFK,sheep,mixed,milk,0.00189
NGA,sheep,mixed,milk,4.005e-4
NIC,sheep,mixed,milk,6.180000000000001e-4
NIU,sheep,mixed,milk,0.0017595
NLD,sheep,mixed,milk,5.705399999999999e-4
NOR,sheep,mixed,milk,8.064000000000001e-4
NPL,sheep,mixed,milk,6.42e-4
NRU,sheep,mixed,milk,0.0017595
NZL,sheep,mixed,milk,0.00189
OMN,sheep,mixed,milk,6.45e-4
PAK,sheep,mixed,milk,4.965e-4
PAN,sheep,mixed,milk,7.170000000000001e-4
PCN,sheep,mixed,milk,0.0017595
PER,sheep,mixed,milk,6.149999999999999e-4
PHL,sheep,mixed,milk,2.8799999999999995e-4
PLW,sheep,mixed,milk,0.0017595
PNG,sheep,mixed,milk,0.001629
POL,sheep,mixed,milk,1.272e-4
PRI,sheep,mixed,milk,6.689999999999999e-4
PRK,sheep,mixed,milk,4.904999999999999e-4
PRT,sheep,mixed,milk,0.0011856000000000002
PRY,sheep,mixed,milk,7.305e-4
PSE,sheep,mixed,milk,0.001257
PYF,sheep,mixed,milk,0.0017595
QAT,sheep,mixed,milk,6.464999999999999e-4
REU,sheep,mixed,milk,4.393125e-4
ROU,sheep,mixed,milk,0.00124752
RUS,sheep,mixed,milk,2.1978e-4
RWA,sheep,mixed,milk,3.3449999999999994e-4
SAU,sheep,mixed,milk,5.955e-4
SDN,sheep,mixed,milk,4.01e-4
SEN,sheep,mixed,milk,4.8300000000000003e-4
SGP,sheep,mixed,milk,5.52e-4
SHN,sheep,mixed,milk,2.1449999999999998e-4
SJM,sheep,mixed,milk,8.268749999999999e-4
SLB,sheep,mixed,milk,0.001629
SLE,sheep,mixed,milk,3.81e-4
SLV,sheep,mixed,milk,5.895000000000001e-4
SMR,sheep,mixed,milk,0.0010605599999999999
SOM,sheep,mixed,milk,4.395e-4
SPM,sheep,mixed,milk,0.0019424999999999998
SRB,sheep,mixed,milk,0.00103248
SSD,sheep,mixed,milk,4.393125e-4
STP,sheep,mixed,milk,2.1599999999999996e-4
SUR,sheep,mixed,milk,7.139999999999999e-4
SVK,sheep,mixed,milk,6.315e-4
SVN,sheep,mixed,milk,6.486e-4
SWE,sheep,mixed,milk,7.938e-4
SWZ,sheep,mixed,milk,4.62e-4
SXM,sheep,mixed,milk,5.722173913043477e-4
SYC,sheep,mixed,milk,4.393125e-4
SYR,sheep,mixed,milk,5.61e-4
TCA,sheep,mixed,milk,5.765e-4
TCD,sheep,mixed,milk,5.13e-4
TGO,sheep,mixed,milk,4.1249999999999994e-4
THA,sheep,mixed,milk,3.7349999999999997e-4
TJK,sheep,mixed,milk,7.5e-4
TKL,sheep,mixed,milk,0.0017595
TKM,sheep,mixed,milk,7.89e-4
TLS,sheep,mixed,milk,4.755e-4
TON,sheep,mixed,milk,0.0017595
TTO,sheep,mixed,milk,5.765e-4
TUN,sheep,mixed,milk,4.2599999999999995e-4
TUR,sheep,mixed,milk,6.014999999999999e-4
TUV,sheep,mixed,milk,0.0017595
TWN,sheep,mixed,milk,4.96e-4
TZA,sheep,mixed,milk,4.919999999999999e-4
UGA,sheep,mixed,milk,4.3799999999999997e-4
UKR,sheep,mixed,milk,0.001362
URY,sheep,mixed,milk,8.730000000000001e-4
USA,sheep,mixed,milk,9.72e-4
UZB,sheep,mixed,milk,7.079999999999999e-4
VCT,sheep,mixed,milk,4.275e-4
VEN,sheep,mixed,milk,7.529999999999999e-4
VGB,sheep,mixed,milk,5.765e-4
VIR,sheep,mixed,milk,5.765e-4
VNM,sheep,mixed,milk,4.185e-4
VUT,sheep,mixed,milk,0.001629
WLF,sheep,mixed,milk,0.0017595
WSM,sheep,mixed,milk,0.0017595
XKO,sheep,mixed,milk,0.0011054721428571427
XMI,sheep,mixed,milk,6.223885714285713e-4
YEM,sheep,mixed,milk,5.79e-4
ZAF,sheep,mixed,milk,5.625e-4
ZMB,sheep,mixed,milk,5.535e-4
ZWE,sheep,mixed,milk,7.410000000000001e-4
