iso3c,animal,system,product,leach_n_leave_rate
ABW,cows,grassland,milk,0.01020425
AFG,cows,grassland,milk,0.010614
AGO,cows,grassland,milk,0.009668999999999999
AIA,cows,grassland,milk,0.01020425
ALA,cows,grassland,milk,0.018867333333333333
ALB,cows,grassland,milk,0.012741
AND,cows,grassland,milk,0.0140275
ARE,cows,grassland,milk,0.009224999999999999
ARG,cows,grassland,milk,0.014034
ARM,cows,grassland,milk,0.013368
ASM,cows,grassland,milk,0.013975875
ATG,cows,grassland,milk,0.01020425
AUS,cows,grassland,milk,0.014472
AUT,cows,grassland,milk,0.018677999999999997
AZE,cows,grassland,milk,0.014052000000000002
BDI,cows,grassland,milk,0.007928999999999999
BEL,cows,grassland,milk,0.018288
BEN,cows,grassland,milk,0.009602999999999999
BES,cows,grassland,milk,0.010171826086956522
BFA,cows,grassland,milk,0.010533
BGD,cows,grassland,milk,0.009590999999999999
BGR,cows,grassland,milk,0.014538
BHR,cows,grassland,milk,0.010287
BHS,cows,grassland,milk,0.011592
BIH,cows,grassland,milk,0.012764999999999999
BLM,cows,grassland,milk,0.010171826086956522
BLR,cows,grassland,milk,0.014114999999999997
BLZ,cows,grassland,milk,0.010485
BMU,cows,grassland,milk,0.0170505
BOL,cows,grassland,milk,0.013919999999999998
BRA,cows,grassland,milk,0.013049999999999999
BRB,cows,grassland,milk,0.01020425
BRN,cows,grassland,milk,0.008268
BTN,cows,grassland,milk,0.010062
BWA,cows,grassland,milk,0.007998
CAF,cows,grassland,milk,0.01044
CAN,cows,grassland,milk,0.01569
CCK,cows,grassland,milk,0.015487499999999998
CHE,cows,grassland,milk,0.01902
CHL,cows,grassland,milk,0.013788
CHN,cows,grassland,milk,0.011984999999999999
CIV,cows,grassland,milk,0.010065
CMR,cows,grassland,milk,0.009177
COD,cows,grassland,milk,0.007878
COG,cows,grassland,milk,0.008703
COK,cows,grassland,milk,0.013975875
COL,cows,grassland,milk,0.013278
COM,cows,grassland,milk,0.007785
CPV,cows,grassland,milk,0.0092124375
CRI,cows,grassland,milk,0.013371
CUB,cows,grassland,milk,0.008289
CUW,cows,grassland,milk,0.010171826086956522
CXR,cows,grassland,milk,0.015487499999999998
CYM,cows,grassland,milk,0.01020425
CYP,cows,grassland,milk,0.011306999999999998
CZE,cows,grassland,milk,0.016668000000000002
DEU,cows,grassland,milk,0.020043000000000002
DJI,cows,grassland,milk,0.008376
DMA,cows,grassland,milk,0.011981999999999998
DNK,cows,grassland,milk,0.018039
DOM,cows,grassland,milk,0.009848999999999998
DZA,cows,grassland,milk,0.0069
ECU,cows,grassland,milk,0.012941999999999999
EGY,cows,grassland,milk,0.0073349999999999995
ERI,cows,grassland,milk,0.008469
ESH,cows,grassland,milk,0.005111999999999999
ESP,cows,grassland,milk,0.014282999999999999
EST,cows,grassland,milk,0.019236000000000003
ETH,cows,grassland,milk,0.009345
FIN,cows,grassland,milk,0.020198999999999998
FJI,cows,grassland,milk,0.01246425
FLK,cows,grassland,milk,0.012927230769230769
FRA,cows,grassland,milk,0.017703
FRO,cows,grassland,milk,0.018867333333333337
FSM,cows,grassland,milk,0.013975875
GAB,cows,grassland,milk,0.009689999999999999
GBR,cows,grassland,milk,0.01848
GEO,cows,grassland,milk,0.012636
GGY,cows,grassland,milk,0.018867333333333337
GHA,cows,grassland,milk,0.009771
GIB,cows,grassland,milk,0.0140275
GIN,cows,grassland,milk,0.009717
GLP,cows,grassland,milk,0.010029
GMB,cows,grassland,milk,0.009306
GNB,cows,grassland,milk,0.00879
GNQ,cows,grassland,milk,0.007298999999999999
GRC,cows,grassland,milk,0.014936999999999999
GRD,cows,grassland,milk,0.01020425
GRL,cows,grassland,milk,0.0170505
GTM,cows,grassland,milk,0.010598999999999999
GUF,cows,grassland,milk,0.010662
GUM,cows,grassland,milk,0.013975875
GUY,cows,grassland,milk,0.012668999999999998
HKG,cows,grassland,milk,0.007686
HND,cows,grassland,milk,0.012159000000000001
HRV,cows,grassland,milk,0.013482
HTI,cows,grassland,milk,0.009906
HUN,cows,grassland,milk,0.017958
IDN,cows,grassland,milk,0.009192
IMN,cows,grassland,milk,0.018867333333333337
IND,cows,grassland,milk,0.020682
IOT,cows,grassland,milk,0.009178875
IRL,cows,grassland,milk,0.017685
IRN,cows,grassland,milk,0.010206
IRQ,cows,grassland,milk,0.009264
ISL,cows,grassland,milk,0.018867333333333337
ISR,cows,grassland,milk,0.022154999999999998
ITA,cows,grassland,milk,0.015684
JAM,cows,grassland,milk,0.009644999999999999
JEY,cows,grassland,milk,0.018867333333333337
JOR,cows,grassland,milk,0.01125
JPN,cows,grassland,milk,0.016668000000000002
KAZ,cows,grassland,milk,0.016481999999999997
KEN,cows,grassland,milk,0.010643999999999999
KGZ,cows,grassland,milk,0.016059
KHM,cows,grassland,milk,0.008943
KIR,cows,grassland,milk,0.013975875
KNA,cows,grassland,milk,0.01020425
KOR,cows,grassland,milk,0.013907999999999998
KWT,cows,grassland,milk,0.010356
LAO,cows,grassland,milk,0.010235999999999999
LBN,cows,grassland,milk,0.01095
LBR,cows,grassland,milk,0.009039
LBY,cows,grassland,milk,0.008357999999999999
LCA,cows,grassland,milk,0.010539
LIE,cows,grassland,milk,0.017601
LKA,cows,grassland,milk,0.008537999999999999
LSO,cows,grassland,milk,0.0071849999999999995
LTU,cows,grassland,milk,0.018621
LUX,cows,grassland,milk,0.018276
LVA,cows,grassland,milk,0.018402
MAC,cows,grassland,milk,0.011382500000000002
MAF,cows,grassland,milk,0.010171826086956522
MAR,cows,grassland,milk,0.007134000000000001
MCO,cows,grassland,milk,0.018645375000000002
MDA,cows,grassland,milk,0.014219999999999998
MDG,cows,grassland,milk,0.010235999999999999
MDV,cows,grassland,milk,0.009853875
MEX,cows,grassland,milk,0.012561
MHL,cows,grassland,milk,0.013975875
MKD,cows,grassland,milk,0.012936
MLI,cows,grassland,milk,0.009911999999999999
MLT,cows,grassland,milk,0.014918999999999998
MMR,cows,grassland,milk,0.008907
MNE,cows,grassland,milk,0.012831
MNG,cows,grassland,milk,0.009203999999999999
MNP,cows,grassland,milk,0.013975875
MOZ,cows,grassland,milk,0.010989
MRT,cows,grassland,milk,0.009590999999999999
MSR,cows,grassland,milk,0.01020425
MTQ,cows,grassland,milk,0.010497
MUS,cows,grassland,milk,0.009178875
MWI,cows,grassland,milk,0.009
MYS,cows,grassland,milk,0.007415999999999999
MYT,cows,grassland,milk,0.004083
NAM,cows,grassland,milk,0.007941
NCL,cows,grassland,milk,0.012471000000000001
NER,cows,grassland,milk,0.009290999999999999
NFK,cows,grassland,milk,0.015487499999999998
NGA,cows,grassland,milk,0.008523
NIC,cows,grassland,milk,0.013503
NIU,cows,grassland,milk,0.013975875
NLD,cows,grassland,milk,0.019554
NOR,cows,grassland,milk,0.018693
NPL,cows,grassland,milk,0.008997
NRU,cows,grassland,milk,0.013975875
NZL,cows,grassland,milk,0.016502999999999997
OMN,cows,grassland,milk,0.009087
PAK,cows,grassland,milk,0.010482
PAN,cows,grassland,milk,0.010695
PCN,cows,grassland,milk,0.013975875
PER,cows,grassland,milk,0.013814999999999997
PHL,cows,grassland,milk,0.007434
PLW,cows,grassland,milk,0.013975875
PNG,cows,grassland,milk,0.012461999999999999
POL,cows,grassland,milk,0.014603999999999999
PRI,cows,grassland,milk,0.010386
PRK,cows,grassland,milk,0.008844
PRT,cows,grassland,milk,0.016251
PRY,cows,grassland,milk,0.012666
PSE,cows,grassland,milk,0.018486
PYF,cows,grassland,milk,0.013975875
QAT,cows,grassland,milk,0.009411000000000001
REU,cows,grassland,milk,0.009178875
ROU,cows,grassland,milk,0.013392
RUS,cows,grassland,milk,0.013485
RWA,cows,grassland,milk,0.008529
SAU,cows,grassland,milk,0.012633
SDN,cows,grassland,milk,0.009351
SEN,cows,grassland,milk,0.009666
SGP,cows,grassland,milk,0.008706
SHN,cows,grassland,milk,0.004494
SJM,cows,grassland,milk,0.018867333333333337
SLB,cows,grassland,milk,0.012461999999999999
SLE,cows,grassland,milk,0.009768
SLV,cows,grassland,milk,0.010773
SMR,cows,grassland,milk,0.0140275
SOM,cows,grassland,milk,0.009371999999999998
SPM,cows,grassland,milk,0.0170505
SRB,cows,grassland,milk,0.012894
SSD,cows,grassland,milk,0.009178875
STP,cows,grassland,milk,0.008028
SUR,cows,grassland,milk,0.011007
SVK,cows,grassland,milk,0.016940999999999998
SVN,cows,grassland,milk,0.014606999999999998
