iso3c,animal,system,product,leach_n_leave_rate
ABW,cows,mixed,milk,0.0033674025
AFG,cows,mixed,milk,0.0031842
AGO,cows,mixed,milk,0.0024172499999999997
AIA,cows,mixed,milk,0.0033674025
ALA,cows,mixed,milk,0.006803690513315395
ALB,cows,mixed,milk,0.0016563300000000003
AND,cows,mixed,milk,0.0016424116666666666
ARE,cows,mixed,milk,0.0023062499999999997
ARG,cows,mixed,milk,0.00463122
ARM,cows,mixed,milk,0.003342
ASM,cows,mixed,milk,0.013975875
ATG,cows,mixed,milk,0.0033674025
AUS,cows,mixed,milk,0.013401072000000002
AUT,cows,mixed,milk,0.0019892069999999998
AZE,cows,mixed,milk,0.0035130000000000005
BDI,cows,mixed,milk,0.0019822499999999996
BEL,cows,mixed,milk,0.007827263999999999
BEN,cows,mixed,milk,0.0024007499999999997
BES,cows,mixed,milk,0.003356702608695652
BFA,cows,mixed,milk,0.00263325
BGD,cows,mixed,milk,0.0028772999999999997
BGR,cows,mixed,milk,0.0018899400000000005
BHR,cows,mixed,milk,0.00257175
BHS,cows,mixed,milk,0.0038253600000000003
BIH,cows,mixed,milk,0.0014935049999999998
BLM,cows,mixed,milk,0.003356702608695652
BLR,cows,mixed,milk,0.0033875999999999993
BLZ,cows,mixed,milk,0.0034600500000000005
BMU,cows,mixed,milk,0.0170505
BOL,cows,mixed,milk,0.0045936
BRA,cows,mixed,milk,0.0043064999999999996
BRB,cows,mixed,milk,0.0033674025
BRN,cows,mixed,milk,0.002067
BTN,cows,mixed,milk,0.0030185999999999998
BWA,cows,mixed,milk,0.0019995
CAF,cows,mixed,milk,0.00261
CAN,cows,mixed,milk,0.0026673
CCK,cows,mixed,milk,0.014855473999999999
CHE,cows,mixed,milk,0.0037089000000000002
CHL,cows,mixed,milk,0.00455004
CHN,cows,mixed,milk,0.0029962499999999998
CIV,cows,mixed,milk,0.00251625
CMR,cows,mixed,milk,0.00229425
COD,cows,mixed,milk,0.0019695
COG,cows,mixed,milk,0.00217575
COK,cows,mixed,milk,0.013975875
COL,cows,mixed,milk,0.00438174
COM,cows,mixed,milk,0.00194625
CPV,cows,mixed,milk,0.002303109375
CRI,cows,mixed,milk,0.00441243
CUB,cows,mixed,milk,0.00273537
CUW,cows,mixed,milk,0.003356702608695652
CXR,cows,mixed,milk,0.014855473999999999
CYM,cows,mixed,milk,0.0033674025
CYP,cows,mixed,milk,0.0028267499999999994
CZE,cows,mixed,milk,0.0013334400000000002
DEU,cows,mixed,milk,0.0029663640000000004
DJI,cows,mixed,milk,0.002094
DMA,cows,mixed,milk,0.00395406
DNK,cows,mixed,milk,9.0195e-4
DOM,cows,mixed,milk,0.00325017
DZA,cows,mixed,milk,0.001725
ECU,cows,mixed,milk,0.00427086
EGY,cows,mixed,milk,0.0018337499999999999
ERI,cows,mixed,milk,0.00211725
ESH,cows,mixed,milk,0.0012779999999999998
ESP,cows,mixed,milk,0.0016424116666666666
EST,cows,mixed,milk,0.006803690513315395
ETH,cows,mixed,milk,0.00233625
FIN,cows,mixed,milk,0.00565572
FJI,cows,mixed,milk,0.01246425
FLK,cows,mixed,milk,0.004265986153846154
FRA,cows,mixed,milk,0.008320409999999999
FRO,cows,mixed,milk,0.008584636666666668
FSM,cows,mixed,milk,0.013975875
GAB,cows,mixed,milk,0.0024224999999999997
GBR,cows,mixed,milk,0.008408400000000002
GEO,cows,mixed,milk,0.003159
GGY,cows,mixed,milk,0.008584636666666668
GHA,cows,mixed,milk,0.00244275
GIB,cows,mixed,milk,0.0016424116666666666
GIN,cows,mixed,milk,0.00242925
GLP,cows,mixed,milk,0.0033095700000000004
GMB,cows,mixed,milk,0.0023265
GNB,cows,mixed,milk,0.0021975
GNQ,cows,mixed,milk,0.0018247499999999998
GRC,cows,mixed,milk,0.0011949600000000001
GRD,cows,mixed,milk,0.0033674025
GRL,cows,mixed,milk,0.0170505
GTM,cows,mixed,milk,0.00349767
GUF,cows,mixed,milk,0.00351846
GUM,cows,mixed,milk,0.013975875
GUY,cows,mixed,milk,0.0041807699999999995
HKG,cows,mixed,milk,0.0019215
HND,cows,mixed,milk,0.004012470000000001
HRV,cows,mixed,milk,0.001577394
HTI,cows,mixed,milk,0.0032689800000000003
HUN,cows,mixed,milk,0.0014366399999999999
IDN,cows,mixed,milk,0.002298
IMN,cows,mixed,milk,0.008584636666666668
IND,cows,mixed,milk,0.0062046
IOT,cows,mixed,milk,0.00229471875
IRL,cows,mixed,milk,0.010036103853082184
IRN,cows,mixed,milk,0.0030618
IRQ,cows,mixed,milk,0.002316
ISL,cows,mixed,milk,0.0064148933333333345
ISR,cows,mixed,milk,0.005538749999999999
ITA,cows,mixed,milk,7.842e-4
JAM,cows,mixed,milk,0.00318285
JEY,cows,mixed,milk,0.008584636666666668
JOR,cows,mixed,milk,0.0028125
JPN,cows,mixed,milk,0.0041670000000000006
KAZ,cows,mixed,milk,0.0046149599999999995
KEN,cows,mixed,milk,0.0026609999999999997
KGZ,cows,mixed,milk,0.00449652
KHM,cows,mixed,milk,0.00223575
KIR,cows,mixed,milk,0.013975875
KNA,cows,mixed,milk,0.0033674025
KOR,cows,mixed,milk,0.0034769999999999996
KWT,cows,mixed,milk,0.002589
LAO,cows,mixed,milk,0.0025589999999999996
LBN,cows,mixed,milk,0.0027375
LBR,cows,mixed,milk,0.00225975
LBY,cows,mixed,milk,0.0020894999999999998
LCA,cows,mixed,milk,0.0034778700000000005
LIE,cows,mixed,milk,0.0034321950000000003
LKA,cows,mixed,milk,0.0025613999999999997
LSO,cows,mixed,milk,0.0017962499999999999
LTU,cows,mixed,milk,0.0074484
LUX,cows,mixed,milk,0.008662824
LVA,cows,mixed,milk,0.00754482
MAC,cows,mixed,milk,0.0028456250000000005
MAF,cows,mixed,milk,0.003356702608695652
MAR,cows,mixed,milk,0.0017835000000000001
MCO,cows,mixed,milk,0.0036358481250000005
MDA,cows,mixed,milk,0.00166374
MDG,cows,mixed,milk,0.0025589999999999996
MDV,cows,mixed,milk,0.0029561624999999998
MEX,cows,mixed,milk,0.00414513
MHL,cows,mixed,milk,0.013975875
MKD,cows,mixed,milk,0.0015135119999999998
MLI,cows,mixed,milk,0.0024779999999999997
MLT,cows,mixed,milk,0.00119352
MMR,cows,mixed,milk,0.00222675
MNE,cows,mixed,milk,0.0015012270000000002
MNG,cows,mixed,milk,0.0023009999999999997
MNP,cows,mixed,milk,0.013975875
MOZ,cows,mixed,milk,0.00274725
MRT,cows,mixed,milk,0.0023977499999999997
MSR,cows,mixed,milk,0.0033674025
MTQ,cows,mixed,milk,0.00346401
MUS,cows,mixed,milk,0.00229471875
MWI,cows,mixed,milk,0.00225
MYS,cows,mixed,milk,0.0018539999999999997
MYT,cows,mixed,milk,0.00102075
NAM,cows,mixed,milk,0.00198525
NCL,cows,mixed,milk,0.012471000000000001
NER,cows,mixed,milk,0.0023227499999999997
NFK,cows,mixed,milk,0.015487499999999998
NGA,cows,mixed,milk,0.00213075
NIC,cows,mixed,milk,0.00445599
NIU,cows,mixed,milk,0.013975875
NLD,cows,mixed,milk,0.00410634
NOR,cows,mixed,milk,0.00467325
NPL,cows,mixed,milk,0.0026991
NRU,cows,mixed,milk,0.013975875
NZL,cows,mixed,milk,0.015677849999999997
OMN,cows,mixed,milk,0.00227175
PAK,cows,mixed,milk,0.0031445999999999996
PAN,cows,mixed,milk,0.00352935
PCN,cows,mixed,milk,0.013975875
PER,cows,mixed,milk,0.0049734
PHL,cows,mixed,milk,0.0018585
PLW,cows,mixed,milk,0.013975875
PNG,cows,mixed,milk,0.012461999999999999
POL,cows,mixed,milk,0.0017524799999999998
PRI,cows,mixed,milk,0.00342738
PRK,cows,mixed,milk,0.002211
PRT,cows,mixed,milk,0.0048753
PRY,cows,mixed,milk,0.00417978
PSE,cows,mixed,milk,0.0046215
PYF,cows,mixed,milk,0.013975875
QAT,cows,mixed,milk,0.0023527500000000002
REU,cows,mixed,milk,0.00229471875
ROU,cows,mixed,milk,0.0017409600000000004
RUS,cows,mixed,milk,0.0031015500000000007
RWA,cows,mixed,milk,0.00213225
SAU,cows,mixed,milk,0.00315825
SDN,cows,mixed,milk,0.001774375
SEN,cows,mixed,milk,0.0024165
SGP,cows,mixed,milk,0.0021765
SHN,cows,mixed,milk,0.0011235
SJM,cows,mixed,milk,0.004716833333333334
SLB,cows,mixed,milk,0.012461999999999999
SLE,cows,mixed,milk,0.002442
SLV,cows,mixed,milk,0.00355509
SMR,cows,mixed,milk,7.01375e-4
SOM,cows,mixed,milk,0.0023429999999999996
SPM,cows,mixed,milk,0.0170505
SRB,cows,mixed,milk,0.0015085979999999999
SSD,cows,mixed,milk,0.00229471875
STP,cows,mixed,milk,0.002007
SUR,cows,mixed,milk,0.00363231
SVK,cows,mixed,milk,0.001982097
SVN,cows,mixed,milk,0.0017090189999999998
SWE,cows,mixed,milk,0.00511275
SWZ,cows,mixed,milk,0.0023279999999999998
SXM,cows,mixed,milk,0.003356702608695652
SYC,cows,mixed,milk,0.00229471875
SYR,cows,mixed,milk,0.00233025
TCA,cows,mixed,milk,0.0033674025
TCD,cows,mixed,milk,0.0025275
TGO,cows,mixed,milk,0.0023325
THA,cows,mixed,milk,0.00184425
TJK,cows,mixed,milk,0.00432096
TKL,cows,mixed,milk,0.013975875
TKM,cows,mixed,milk,0.00434784
TLS,cows,mixed,milk,0.0024037499999999996
TON,cows,mixed,milk,0.013975875
TTO,cows,mixed,milk,0.0033674025
TUN,cows,mixed,milk,0.0019364999999999999
TUR,cows,mixed,milk,0.0025807499999999997
TUV,cows,mixed,milk,0.013975875
TWN,cows,mixed,milk,0.002845625
TZA,cows,mixed,milk,0.00281025
UGA,cows,mixed,milk,0.00279375
UKR,cows,mixed,milk,0.00342447
URY,cows,mixed,milk,0.00421146
USA,cows,mixed,milk,0.0028408172999999995
UZB,cows,mixed,milk,0.004483920000000001
VCT,cows,mixed,milk,0.0028997100000000002
VEN,cows,mixed,milk,0.00444213
VGB,cows,mixed,milk,0.0033674025
VIR,cows,mixed,milk,0.0033674025
VNM,cows,mixed,milk,0.0021825
VUT,cows,mixed,milk,0.012461999999999999
WLF,cows,mixed,milk,0.013975875
WSM,cows,mixed,milk,0.013975875
XKO,cows,mixed,milk,0.0016424116666666666
XMI,cows,mixed,milk,0.001774375
YEM,cows,mixed,milk,0.0023655
ZAF,cows,mixed,milk,0.0031365
ZMB,cows,mixed,milk,0.0024435
ZWE,cows,mixed,milk,0.0024787499999999996
