iso3c,animal,system,product,leach_n_leave_rate
ABW,cows,grassland,meat,0.01020425
AFG,cows,grassland,meat,0.010614
AGO,cows,grassland,meat,0.009668999999999999
AIA,cows,grassland,meat,0.01020425
ALA,cows,grassland,meat,0.018867333333333333
ALB,cows,grassland,meat,0.012741
AND,cows,grassland,meat,0.0140275
ARE,cows,grassland,meat,0.009224999999999999
ARG,cows,grassland,meat,0.014034
ARM,cows,grassland,meat,0.013368
ASM,cows,grassland,meat,0.013975875
ATG,cows,grassland,meat,0.01020425
AUS,cows,grassland,meat,0.014472
AUT,cows,grassland,meat,0.018677999999999997
AZE,cows,grassland,meat,0.014052000000000002
BDI,cows,grassland,meat,0.007928999999999999
BEL,cows,grassland,meat,0.018288
BEN,cows,grassland,meat,0.009602999999999999
BES,cows,grassland,meat,0.010171826086956522
BFA,cows,grassland,meat,0.010533
BGD,cows,grassland,meat,0.009590999999999999
BGR,cows,grassland,meat,0.014538
BHR,cows,grassland,meat,0.010287
BHS,cows,grassland,meat,0.011592
BIH,cows,grassland,meat,0.012764999999999999
BLM,cows,grassland,meat,0.010171826086956522
BLR,cows,grassland,meat,0.014114999999999997
BLZ,cows,grassland,meat,0.010485
BMU,cows,grassland,meat,0.0170505
BOL,cows,grassland,meat,0.013919999999999998
BRA,cows,grassland,meat,0.013049999999999999
BRB,cows,grassland,meat,0.01020425
BRN,cows,grassland,meat,0.008268
BTN,cows,grassland,meat,0.010062
BWA,cows,grassland,meat,0.007998
CAF,cows,grassland,meat,0.01044
CAN,cows,grassland,meat,0.01569
CCK,cows,grassland,meat,0.015487499999999998
CHE,cows,grassland,meat,0.01902
CHL,cows,grassland,meat,0.013788
CHN,cows,grassland,meat,0.011984999999999999
CIV,cows,grassland,meat,0.010065
CMR,cows,grassland,meat,0.009177
COD,cows,grassland,meat,0.007878
COG,cows,grassland,meat,0.008703
COK,cows,grassland,meat,0.013975875
COL,cows,grassland,meat,0.013278
COM,cows,grassland,meat,0.007785
CPV,cows,grassland,meat,0.0092124375
CRI,cows,grassland,meat,0.013371
CUB,cows,grassland,meat,0.008289
CUW,cows,grassland,meat,0.010171826086956522
CXR,cows,grassland,meat,0.015487499999999998
CYM,cows,grassland,meat,0.01020425
CYP,cows,grassland,meat,0.011306999999999998
CZE,cows,grassland,meat,0.016668000000000002
DEU,cows,grassland,meat,0.020043000000000002
DJI,cows,grassland,meat,0.008376
DMA,cows,grassland,meat,0.011981999999999998
DNK,cows,grassland,meat,0.018039
DOM,cows,grassland,meat,0.009848999999999998
DZA,cows,grassland,meat,0.0069
ECU,cows,grassland,meat,0.012941999999999999
EGY,cows,grassland,meat,0.0073349999999999995
ERI,cows,grassland,meat,0.008469
ESH,cows,grassland,meat,0.005111999999999999
ESP,cows,grassland,meat,0.014282999999999999
EST,cows,grassland,meat,0.019236000000000003
